0	Index      	 *	Score 	Summary	Detail	
1	62215 23633	 * 	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aVULN
505	32621 24413	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|23AART|47VULN|5RCR|6RPLT|8DUR|9ZMB|aBEXP
506	32621 51612	   	154.97	ACR|2AART|2VULN|1ZMB|1ASPD	16aLIT|23AART|46VULN|5RCR|6BPWR|7DUST|8ASPD|9ZMB
507	32621 26253	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|23AART|4aVULN|5RCR|6RPLT|7CGEN|8ZMB|9DUR
508	32322 31512	 * 	154.96	DCR|3DMG|2AART	19LIT|2aAART|369FEWX|469DMG|5BELT|69BPWR|7RCR|8DMSP
509	32621 32535	 * 	154.95	ACR|3AART|2VULN|1CDMG	1LIT|237AART|4aVULN|5RCR|6LHND|8CDMG|9LWND
510	63441 21333	 * 	154.88	ACR|2VULN|1AART|2CDMG|2DUR	1NUKE|2aCDMG|3RMIN|4RPLT|5RCR|6LIT|7AART|8aDUR|9aVULN|aBPWR
511	32621 24412	   	154.87	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|23AART|47VULN|5RCR|6RPLT|8DUR|9ZMB|aLEGI
512	32621 51611	   	154.87	ACR|2AART|2VULN|1ZMB|1ASPD	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8ASPD|9ZMB|aMBVNT
513	32621 51613	   	154.87	ACR|2AART|2VULN|1ZMB|1ASPD	16LIT|23AART|46VULN|5RCR|6BPWR|7aDUST|8ASPD|9ZMB
514	32621 32525	   	154.85	ACR|3AART|2VULN|1CDMG	1LIT|237AART|4aVULN|5RCR|6LHND|8CDMG|9DUST
515	31225 23621	   	154.83	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9FEWX|aZMB
516	31225 23641	   	154.83	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9LWND|aZMB
517	43215 62412	   	154.83	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2ZMB|3CGEN|4AART|59DMG|6MBVNT|7BEXP|8RCR|aVULN
518	52125 32343	 * 	154.78	DCR|2VULN|1AART|1DMG|2ASPD	1aBEXP|2RMIN|3aLIT|47VULN|5DMG|6aASPD|8RCR|9AART|aBPWR
519	32321 61314	   	154.76	DCR|2DMG|1AART|1VULN|1DUR	19LIT|2AART|3FEWX|49DMG|5VULN|6LWND|7RCR|89MLV|9BPWR|aDUR
520	32265 61132	   	154.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	15LIT|2AART|3VULN|4BELT|6CDMG|7RCR|8DMG|9CGEN|aZMB
521	32621 22156	   	154.69	ACR|3VULN|2AART	179LIT|23AART|47aVULN|5RCR|6RPLT|7BPWR|8RCVC
522	32631 21542	   	154.68	ACR|3AART|1VULN|1DMG|1ZMB	1LIT|239AART|4LEGI|5RCR|6RPLT|7DMG|8VULN|aZMB
523	32631 25262	   	154.68	ACR|3AART|1VULN|1DMG|1ZMB	1LIT|237AART|4LEGI|5RCR|6RPLT|8VULN|9DMG|aZMB
524	32322 31146	   	154.66	DCR|2DMG|1AART|1VULN|1ASPD	1LIT|2AART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8LHND|9ASPD|aVULN
525	32322 31246	   	154.66	DCR|2DMG|1AART|1VULN|1ASPD	1LIT|2AART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8LWND|9ASPD|aVULN
526	32322 31446	   	154.66	DCR|2DMG|1AART|1VULN|1ASPD	1LIT|2AART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8BEXP|9ASPD|aVULN
527	32234 22715	   	154.60	DCR|2AART|2VULN|1CDMG|1ASPD	1LIT|27AART|36VULN|4DUST|5MBVNT|8ASPD|9RCR|aCDMG
528	32623 53422	 * 	154.57	DCR|3VULN|2AART	1LIT|23AART|469VULN|56FEWX|6BPWR|7RCVC|8RCR|aLWND
529	32623 53423	   	154.57	DCR|3VULN|2AART	1LIT|23AART|469VULN|56FEWX|6BPWR|7RCVC|8RCR|aDMSP
530	32215 16315	   	154.56	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4FEWX|5DUR|6RPLT|7RCR|8LHND|9DMG
531	32225 16315	   	154.56	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4BEXP|5DUR|6RPLT|7RCR|8LHND|9DMG
532	32321 61514	   	154.56	DCR|2DMG|1AART|1VULN|1DUR	19LIT|2AART|3FEWX|49DMG|5VULN|6LWND|7RCR|89ERES|9BPWR|aDUR
533	32322 31646	   	154.56	DCR|2DMG|1AART|1VULN|1ASPD	1LIT|2AART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8DUST|9ASPD|aVULN
534	22123 66315	   	154.49	ACR|2VULN|1AART|1DMG|1CDMG	16FEWX|2CGEN|3LIT|46VULN|5RCR|6BPWR|7DMG|8CDMG|9DUST|aAART
535	32623 53421	   	154.47	DCR|3VULN|2AART	1LIT|23AART|469VULN|56FEWX|6BPWR|7RCVC|8RCR|aERES
536	12136 34211	   	154.47	DCR|3DMG|1AART|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|79ERES|89LWND|9BPWR|aAART
537	12136 35211	   	154.47	DCR|3DMG|1AART|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|79TLV|89LWND|9BPWR|aAART
538	32215 16116	   	154.46	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4FEWX|5DUR|6RPLT|7RCR|8MBVNT|9DMG
539	32225 16116	   	154.46	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4BEXP|5DUR|6RPLT|7RCR|8MBVNT|9DMG
540	32235 16315	   	154.46	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4DUST|5DUR|6RPLT|7RCR|8LHND|9DMG
541	22123 62111	   	154.44	ACR|4VULN|1DMG|1ASPD	16FEWX|2CGEN|3LIT|467aVULN|5RCR|6BPWR|8ASPD|9DMG
542	22123 62263	   	154.44	ACR|4VULN|1DMG|1DUR	16FEWX|2CGEN|3LIT|467aVULN|5RCR|6BPWR|8DUR|9DMG
543	25423 62111	   	154.44	ACR|4VULN|1DMG|1ASPD	16FEWX|2LIT|3CGEN|467aVULN|5RCR|6BPWR|8ASPD|9DMG
544	33423 62111	   	154.44	ACR|4VULN|1DMG|1ASPD	16LIT|2LWND|3CGEN|467aVULN|5RCR|6BPWR|8ASPD|9DMG
545	65321 36332	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1NUKE|2LWND|39VULN|4RCVC|5ZMB|6DMG|7LIT|8RCR|aAART
546	12126 32512	   	154.43	DCR|3VULN|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79aVULN|8FEWX
547	31423 26335	   	154.39	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3CGEN|46VULN|5RCR|7DMG|8CDMG|9FEWX|aAART
548	22123 26315	   	154.39	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|3LIT|46VULN|5RCR|7DMG|8CDMG|9DUST|aAART
549	22363 26315	   	154.39	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|36VULN|4LIT|5RCR|7DMG|8CDMG|9DUST|aAART
550	32235 16116	   	154.36	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4DUST|5DUR|6RPLT|7RCR|8MBVNT|9DMG
551	32621 21211	   	154.36	ACR|2AART|1VULN|1DMG|2ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|89ZMB|aBELT
552	32621 21213	   	154.36	ACR|2AART|1VULN|1DMG|2ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|89ZMB|aCGEN
553	32621 21263	   	154.36	ACR|2AART|1VULN|1DMG|2ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8aZMB|9LHND
554	22123 22111	   	154.34	ACR|4VULN|1DMG|1ASPD	1FEWX|2CGEN|3LIT|467aVULN|5RCR|8ASPD|9DMG
555	22123 22263	   	154.34	ACR|4VULN|1DMG|1DUR	1FEWX|2CGEN|3LIT|467aVULN|5RCR|8DUR|9DMG
556	22363 22111	   	154.34	ACR|4VULN|1DMG|1ASPD	1FEWX|2CGEN|367aVULN|4LIT|5RCR|8ASPD|9DMG
557	22363 22263	   	154.34	ACR|4VULN|1DMG|1DUR	1FEWX|2CGEN|367aVULN|4LIT|5RCR|8DUR|9DMG
558	25423 22111	   	154.34	ACR|4VULN|1DMG|1ASPD	1FEWX|2LIT|3CGEN|467aVULN|5RCR|8ASPD|9DMG
559	25423 22263	   	154.34	ACR|4VULN|1DMG|1DUR	1FEWX|2LIT|3CGEN|467aVULN|5RCR|8DUR|9DMG
560	31423 62111	   	154.34	ACR|4VULN|1DMG|1ASPD	16LIT|2DUST|3CGEN|467aVULN|5RCR|6BPWR|8ASPD|9DMG
561	31423 62263	   	154.34	ACR|4VULN|1DMG|1DUR	16LIT|2DUST|3CGEN|467aVULN|5RCR|6BPWR|8DUR|9DMG
562	33423 22111	   	154.34	ACR|4VULN|1DMG|1ASPD	1LIT|2LWND|3CGEN|467aVULN|5RCR|8ASPD|9DMG
563	12126 32412	   	154.33	DCR|3VULN|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79aVULN|8MBVNT
564	12126 32428	   	154.33	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|39aDMG|4RCVC|5CDMG|6RCR|7VULN|8MBVNT
565	22314 33316	   	154.31	DCR|2VULN|2DMG|1AART	1FEWX|2CGEN|35VULN|4DUST|69DMG|7BEXP|8AART|aRCR
566	33541 24312	 * 	154.29	ACR|2AART|2VULN|2ZMB	1aLIT|2LWND|3RCVC|48AART|5RCR|6RPLT|7aVULN|9aZMB|aBPWR
567	32224 52811	   	154.27	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|46BEXP|5MBVNT|6BPWR|8DMG|9RCR|aRMIN
568	32224 52813	   	154.27	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|46BEXP|5MBVNT|6BPWR|8DMG|9RCR|aRPLT
569	32224 52814	   	154.27	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|46BEXP|5MBVNT|6BPWR|8DMG|9RCR|aFEWX
570	32621 21214	   	154.26	ACR|2AART|1VULN|1DMG|2ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|89ZMB|aERES
571	31423 22111	   	154.24	ACR|4VULN|1DMG|1ASPD	1LIT|2DUST|3CGEN|467aVULN|5RCR|8ASPD|9DMG
572	31423 22263	   	154.24	ACR|4VULN|1DMG|1DUR	1LIT|2DUST|3CGEN|467aVULN|5RCR|8DUR|9DMG
573	12136 32361	 * 	154.22	DCR|2DMG|1VULN|2CDMG|2DUR	1DMSP|2BELT|34DMG|58CDMG|6RCR|7VULN|9aDUR
574	12136 33331	   	154.22	DCR|2DMG|1VULN|2CDMG|2DUR	1DMSP|2BELT|34DMG|58CDMG|6RCR|7aDUR|9VULN
575	32121 21332	   	154.19	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|78DMG|9RCVC|aASPD
576	32224 22811	   	154.17	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4BEXP|5MBVNT|8DMG|9RCR|aRMIN
577	32224 22813	   	154.17	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4BEXP|5MBVNT|8DMG|9RCR|aRPLT
578	32224 22814	   	154.17	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4BEXP|5MBVNT|8DMG|9RCR|aFEWX
579	32224 22818	   	154.17	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4BEXP|5MBVNT|8DMG|9RCR|aLWND
580	22125 62221	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2CGEN|3LIT|47VULN|5DMG|6ZMB|8DUR|9AART|aRCR
581	22125 66221	   	154.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2CGEN|3LIT|4VULN|57DMG|6ZMB|8DUR|9AART|aRCR
582	22365 62221	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2CGEN|37VULN|4LIT|5DMG|6ZMB|8DUR|9AART|aRCR
583	26123 53421	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2MLV|3LIT|46VULN|5ZMB|7DUR|8DMG|9AART|aRCR
584	26124 16321	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2MLV|3LIT|45VULN|6DUR|7DMG|8ZMB|9AART|aRCR
585	26125 53321	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2MLV|3LIT|46VULN|5DMG|7DUR|8ZMB|9AART|aRCR
586	26125 62221	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2MLV|3LIT|47VULN|5DMG|6ZMB|8DUR|9AART|aRCR
587	32324 21315	 * 	154.15	DCR|2AART|1VULN|1DMG|2CDMG	1LIT|28AART|3FEWX|4DMG|5AIRHEL|67CDMG|9VULN|aRCR
588	32326 51413	   	154.08	DCR|2DMG|1AART|1VULN|1FLTHEA	1LIT|2AART|3FEWX|45DMG|6FLTHEA|7CGEN|8RMIN|9VULN|aRCR
589	32234 22811	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4DUST|5MBVNT|8DMG|9RCR|aRMIN
590	32234 22813	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4DUST|5MBVNT|8DMG|9RCR|aRPLT
591	32234 22814	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4DUST|5MBVNT|8DMG|9RCR|aFEWX
592	32234 22818	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|4DUST|5MBVNT|8DMG|9RCR|aLWND
593	32234 52811	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|46DUST|5MBVNT|6BPWR|8DMG|9RCR|aRMIN
594	32234 52813	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|46DUST|5MBVNT|6BPWR|8DMG|9RCR|aRPLT
595	32234 52814	   	154.07	DCR|2AART|2VULN|1DMG	1LIT|27AART|36VULN|46DUST|5MBVNT|6BPWR|8DMG|9RCR|aFEWX
596	25223 53421	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LIT|3ERES|46VULN|5ZMB|7DUR|8DMG|9AART|aRCR
597	25225 62221	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LIT|3ERES|47VULN|5DMG|6ZMB|8DUR|9AART|aRCR
598	41123 53421	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2BEXP|3LIT|46VULN|5ZMB|7DUR|8DMG|9AART|aRCR
599	41125 62221	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2BEXP|3LIT|47VULN|5DMG|6ZMB|8DUR|9AART|aRCR
600	45311 33121	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|23VULN|4DUR|5ZMB|6DMG|7LWND|8LIT|9AART|aRCR
601	32451 26213	 * 	154.07	DCR|2AART|2VULN|2ZMB	1aLIT|28AART|3RMIN|4LWND|5aVULN|6DMSP|7RCR|9aZMB|aBPWR
602	32451 36213	   	154.07	DCR|2AART|2VULN|2ZMB	1aLIT|28AART|36RMIN|4LWND|5aVULN|7RCR|9aZMB|aBPWR
603	22123 62264	 * 	153.98	ACR|3VULN|1DMG|1FLTHEA|1DUR	16FEWX|2CGEN|3LIT|467VULN|5RCR|6BPWR|8DUR|9DMG|aFLTHEA
604	31225 23414	   	153.97	DCR|3DMG|2VULN	1LIT|2DUST|3ERES|46VULN|589DMG|7RCR|aRCVC
605	22125 32331	   	153.92	DCR|4VULN|1DMG|1ASPD	1FEWX|2CGEN|3LIT|479aVULN|5DMG|6ASPD|8RCR
606	22365 32331	   	153.92	DCR|4VULN|1DMG|1ASPD	1FEWX|2CGEN|379aVULN|4LIT|5DMG|6ASPD|8RCR
607	25425 32331	   	153.92	DCR|4VULN|1DMG|1ASPD	1FEWX|2LIT|3CGEN|479aVULN|5DMG|6ASPD|8RCR
608	26125 32331	   	153.92	DCR|4VULN|1DMG|1ASPD	1FEWX|2MLV|3LIT|479aVULN|5DMG|6ASPD|8RCR
609	26365 32331	   	153.92	DCR|4VULN|1DMG|1ASPD	1FEWX|2MLV|379aVULN|4LIT|5DMG|6ASPD|8RCR
610	33425 32331	   	153.92	DCR|4VULN|1DMG|1ASPD	1LIT|2LWND|3CGEN|479aVULN|5DMG|6ASPD|8RCR
611	22123 22264	   	153.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1FEWX|2CGEN|3LIT|467VULN|5RCR|8DUR|9DMG|aFLTHEA
612	22363 22264	   	153.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1FEWX|2CGEN|367VULN|4LIT|5RCR|8DUR|9DMG|aFLTHEA
613	65123 32332	   	153.86	DCR|3VULN|1AART|1ZMB|1ASPD	1NUKE|2LWND|3LIT|479VULN|5ZMB|6ASPD|8RCR|aAART
614	25225 32331	   	153.82	DCR|4VULN|1DMG|1ASPD	1FEWX|2LIT|3ERES|479aVULN|5DMG|6ASPD|8RCR
615	33225 32331	   	153.82	DCR|4VULN|1DMG|1ASPD	1LIT|2LWND|3ERES|479aVULN|5DMG|6ASPD|8RCR
616	41125 32331	   	153.82	DCR|4VULN|1DMG|1ASPD	1TLV|2BEXP|3LIT|479aVULN|5DMG|6ASPD|8RCR
617	41365 32331	   	153.82	DCR|4VULN|1DMG|1ASPD	1TLV|2BEXP|379aVULN|4LIT|5DMG|6ASPD|8RCR
618	31423 22264	   	153.78	ACR|3VULN|1DMG|1FLTHEA|1DUR	1LIT|2DUST|3CGEN|467VULN|5RCR|8DUR|9DMG|aFLTHEA
619	12136 25231	   	153.73	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1DMSP|2BELT|34DMG|5CDMG|6CANSTR|7SELL|8RCR|9VULN|aAART
620	31332 65523	   	153.68	DCR|3VULN|1AART|1DMG	15LIT|2DUST|3FEWX|457VULN|5BPWR|6RPLT|8DMG|9RCR|aAART
621	52223 31616	   	153.63	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|2RMIN|34DUR|5CDMG|6RCVC|7RCR|8VULN|9DMG|aAART
622	12136 32152	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	19DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8ZMB|aDUR
623	12136 33636	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	18DMSP|2BELT|34DMG|5CDMG|6RCR|7DUR|9VULN|aZMB
624	34131 21611	   	153.61	DCR|4VULN|2ZMB|1DUR	128LIT|28BPWR|3BASHEA|48ZMB|5789VULN|6RCR|aDUR
625	34431 21611	   	153.61	DCR|4VULN|2ZMB|1DUR	128LIT|28BPWR|3AIRHEL|48ZMB|5789VULN|6RCR|aDUR
626	31331 65523	   	153.58	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3FEWX|457VULN|6RPLT|8DMG|9RCR|aAART
627	63234 23521	 * 	153.58	ACR|2DMG|1AART|2CDMG|2DUR	1NUKE|2aCDMG|3MLV|4aDUR|5RCR|6DUST|7LIT|8aDMG|9AART|aBPWR
628	43632 32141	   	153.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	13TLV|2ZMB|4aVULN|5MGNSTR|6CDMG|7AART|8RCR|9ASPD
629	11413 11355	   	153.54	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1DMSP|2BEXP|3ASPD|4AART|5BASICY|6RCR|7ZMB|89VULN|aDUR
630	12136 32121	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8ZMB|9ERES|aDUR
631	11411 56321	   	153.46	DCR|2VULN|1AART|2CDMG|1ASPD	1DMSP|259BEXP|3ASPD|4AART|69CDMG|7RCR|89VULN|9BPWR|aFEWX
632	62215 22115	   	153.46	DCR|3DMG|1AART|1ASPD	1NUKE|25aDMG|3CGEN|4AART|6RCR|7RCVC|8RPLT|9ASPD
633	31632 15332	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2DUST|357VULN|4CDMG|6DUR|8RCR|9BEXP|aDMG
634	31632 15342	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2DUST|357VULN|4CDMG|6DUR|8RCR|9FEWX|aDMG
635	11411 56323	   	153.36	DCR|2VULN|1AART|2CDMG|1ASPD	1DMSP|259BEXP|3ASPD|4AART|69CDMG|7RCR|89VULN|9BPWR|aLEGI
636	62215 23612	   	153.32	DCR|2DMG|1AART|1CDMG|1ZMB	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9LHND|aLWND
637	31632 15326	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2DUST|357VULN|4CDMG|6DUR|8RCR|9TLV|aDMG
638	11411 56333	   	153.26	DCR|2VULN|1AART|2CDMG|1ASPD	1DMSP|25BEXP|3ASPD|4AART|69CDMG|7RCR|8aVULN
639	12136 31632	   	153.26	DCR|2VULN|2DMG|1CDMG	18DMSP|2BELT|34DMG|5CDMG|6RCR|7BEXP|9aVULN
640	12136 32513	   	153.26	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8FEWX|aLWND
641	12136 32514	   	153.26	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8FEWX|aMLV
642	12136 32532	   	153.26	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7aVULN|89FEWX
643	53124 16312	 * 	153.26	ACR|3VULN|1DMG|2CDMG	18BEXP|28CDMG|3DMG|47ERES|5RCR|68aVULN|8BPWR|9LWND
644	53124 16332	   	153.26	ACR|3VULN|1DMG|2CDMG	18BEXP|28CDMG|3DMG|47ERES|5RCR|68aVULN|8BPWR|9LHND
645	12141 31521	   	153.24	DCR|2AART|1VULN|1DMG|1CDMG	1DMSP|2BELT|3DMG|4LIT|58AART|6VULN|7RCR|9DLOT|aCDMG
646	11413 11351	   	153.22	DCR|2VULN|1AART|2ASPD|1ZMB	1DMSP|2BEXP|3aASPD|4AART|5BASICY|6RCR|7ZMB|89VULN
647	62215 21411	   	153.22	DCR|2DMG|1AART|1CDMG|1ZMB	1NUKE|25DMG|39CGEN|4AART|6RCR|7ERES|8ZMB|aCDMG
648	62215 23611	   	153.22	DCR|2DMG|1AART|1CDMG|1ZMB	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9LHND|aERES
649	62215 23622	   	153.22	DCR|2DMG|1AART|1CDMG|1ZMB	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ERES|aLIT
650	31225 43432	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|2DUST|3ERES|4aVULN|58DMG|6RCVC|7RCR|9CDMG
651	12136 32413	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8MBVNT|aLWND
652	12136 32414	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2aBELT|34DMG|5CDMG|6RCR|79VULN|8MBVNT
653	12136 32415	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8MBVNT|aMLV
654	12136 32416	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8MBVNT|aRPLT
655	12136 32515	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8FEWX|aMBVNT
656	12136 34432	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7ERES|8RMIN|9aVULN
657	12136 34632	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7ERES|8MLV|9aVULN
658	12136 35432	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7TLV|8RMIN|9aVULN
659	12136 35632	   	153.16	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7TLV|8MLV|9aVULN
660	32621 21621	   	153.15	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9FEWX|aRMIN
661	32621 21625	   	153.15	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9aFEWX
662	32621 21631	   	153.15	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9MLV|aRMIN
663	32621 21641	   	153.15	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9LWND|aRMIN
664	32121 21636	   	153.15	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2aAART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8CDMG|9MLV
665	66112 52322	   	153.10	DCR|2VULN|2DMG|1CDMG|1DUR	1NUKE|2DUR|3aLIT|4CDMG|5BEXP|6aDMG|7CGEN|8aVULN|9RCR|aBPWR
666	32621 21433	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8DUST|9LWND|aCDMG
667	32621 21635	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9MLV|aDUST
668	32621 21661	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ERES|aRMIN
669	32631 21533	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4LEGI|5RCR|6RPLT|7DMG|8VULN|9LWND|aCDMG
670	32631 21563	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4LEGI|5RCR|6RPLT|7DMG|8VULN|9LHND|aCDMG
671	32631 24533	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|23AART|4LEGI|5RCR|6RPLT|7VULN|8DMG|9LWND|aCDMG
672	32121 21666	   	153.05	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2aAART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ERES
673	32631 22214	 * 	153.05	ACR|2AART|1VULN|1DMG|1FLTHEA	1LIT|23AART|4LEGI|5RCR|6RPLT|7FLTHEA|8VULN|9FEWX|aDMG
674	31631 38624	   	153.00	DCR|2VULN|2DMG|1CDMG|1DUR	1aLIT|2DUST|3aVULN|4CDMG|5DUR|6MBVNT|7DMSP|8aDMG|9RCR|aBPWR
