0	Index      	 *	Score 	Summary	Detail	
1	52616 21132	 * 	209.56	ACR|3VULN|2AART|1ASPD|1DMG|1CDMG	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aASPD
481	12615 23111	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2DUST|3VULN|4LIT|5CDMG|6RCR|7AART|8ASPD|9DMG|aERES
482	12615 23112	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2DUST|3VULN|4LIT|5CDMG|6RCR|7AART|8ASPD|9DMG|aTLV
483	12615 23115	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1LWND|2DUST|3VULN|4LIT|5CDMG|6RCR|7AART|8ASPD|9DMG|aMSE
484	52426 11312	   	183.36	DCR|2ASPD|1VULN|1AART|2DUR|1ZMB	1AART|2VULN|3aDUR|4MLV|58ASPD|6RPLT|7RCR|9ZMB
485	52133 46311	   	183.35	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1AART|267VULN|3ERES|4DUST|5RCR|8ASPD|9DUR|aDMG
486	52233 46311	   	183.35	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1AART|267VULN|3TLV|4DUST|5RCR|8ASPD|9DUR|aDMG
487	25162 11362	   	183.34	DCR|4VULN|1AART|1ZMB|1SELL	1FEWX|2SELL|3ZMB|4569VULN|7AART|8AME|aRCR
488	53324 34241	   	183.31	DCR|2VULN|2AART|1DMG|1AAC	17AART|2AAC|3MBVNT|4DUST|58VULN|6RCR|9ERES|aDMG
489	31133 47151	   	183.29	DCR|2VULN|2DMG|1AART	12BEXP|3aDMG|4AART|5MBVNT|67VULN|8RMIN|9RCR
490	52134 11236	   	183.27	DCR|3VULN|1AART|1DMG	1AART|28aVULN|3ERES|4DUST|5CGEN|6RPLT|7RCR|9DMG
491	25162 11262	   	183.24	DCR|4VULN|1AART|1ZMB|1SELL	1FEWX|2SELL|3ZMB|4569VULN|7AART|8ERES|aRCR
492	52154 11232	   	183.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3ERES|4CGEN|5DUR|6RPLT|7RCR|9DMG|aMDPS
493	52164 11232	   	183.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3ERES|4DUR|5CGEN|6RPLT|7RCR|9DMG|aMDPS
494	52254 11232	   	183.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3TLV|4CGEN|5DUR|6RPLT|7RCR|9DMG|aMDPS
495	52264 11232	   	183.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3TLV|4DUR|5CGEN|6RPLT|7RCR|9DMG|aMDPS
496	52426 11221	   	183.21	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR|1MSE	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7RCR|9MDPS|aMSE
497	52426 11222	   	183.21	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7RCR|9MDPS|aAELBLL
498	52426 11223	   	183.21	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7RCR|9MDPS|aLWND
499	52315 21353	   	183.20	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AART|2VULN|3RCVC|4DUR|5BEXP|6CDMG|8DMG|9LIT|aRCR
500	52333 21353	   	183.20	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AART|2VULN|3RCVC|4BEXP|5DUR|6CDMG|8DMG|9LIT|aRCR
501	53363 23133	   	183.16	DCR|1SPLARM|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1AART|2AAC|3MBVNT|4SPLARM|5DMG|6DUR|7VULN|8CDMG|9RCR|aZMB
502	53368 23131	   	183.16	DCR|1SPLARM|1VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1AART|2AAC|3MBVNT|4SPLARM|5ZMB|6DUR|7VULN|8CDMG|9RCR|aASPD
503	63312 21152	   	183.12	DCR|2VULN|2CDMG|1AART|1DMG	12ERES|3AART|49CDMG|58VULN|6LHND|7DMG|aRCR
504	52166 11221	   	183.11	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR|1MSE	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9MDPS|aMSE
505	52166 11222	   	183.11	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9MDPS|aAELBLL
506	52166 11223	   	183.11	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9MDPS|aLWND
507	52266 11221	   	183.11	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR|1MSE	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9MDPS|aMSE
508	52266 11222	   	183.11	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9MDPS|aAELBLL
509	52266 11223	   	183.11	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9MDPS|aLWND
510	53324 54351	   	183.01	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2AAC|3MBVNT|4DUST|56VULN|7RCVC|8ASPD|9RCR|aDMG
511	52416 21121	   	182.99	ACR|3VULN|2AART|1CDMG|2DUR	17AART|258VULN|39DUR|4RCR|6CDMG|aBEXP
512	52416 21123	   	182.99	ACR|3VULN|2AART|1CDMG|2DUR	17AART|258VULN|39DUR|4RCR|6CDMG|aCGEN
513	55333 34311	   	182.90	DCR|2VULN|1AART|1ASPD|2SPLREG	1AART|26RCVC|3aBASARM|4aVULN|5ASPD|7BEXP|8RCR|9aSPLREG|aBPWR
514	63511 12151	   	182.68	DCR|2VULN|1AART|1DMG|1DUR|1SPLREG	12ERES|3SPLREG|48VULN|5DMSP|6RCR|7DMG|9DUR|aAART
515	52432 11222	   	182.66	DCR|2VULN|2AART|1MDPS|1AAC|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9AAC|aMDPS
516	52435 11222	   	182.66	DCR|2VULN|2AART|1MDPS|1AAC|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9AAC|aMDPS
517	52633 11222	   	182.66	DCR|2VULN|2AART|1MDPS|1AAC|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9AAC|aMDPS
518	52166 11312	   	182.65	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7RCR|9ZMB|aMDPS
519	52266 11312	   	182.65	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7RCR|9ZMB|aMDPS
520	31334 13232	   	182.52	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	124BEXP|37AART|5RMIN|6CDMG|8RCR|9ASPD|aVULN
521	52536 33221	   	182.39	DCR|4VULN|1AART|1RMIN	1AART|278aVULN|3BELT|47LIT|5RMIN|67LWND|7BPWR|9RCR
522	52312 23431	   	182.32	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|48DUR|57LHND|67CDMG|7BPWR|9RCR|aFEWX
523	52312 23432	   	182.32	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|48DUR|57aLHND|67CDMG|7BPWR|9RCR
524	52312 23434	   	182.32	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|48DUR|57LHND|67CDMG|7BPWR|9RCR|aAME
525	52312 23436	   	182.32	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|48DUR|57LHND|67CDMG|7BPWR|9RCR|aSPLJET
526	22663 12311	   	182.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|25DUST|37VULN|4CDMG|6RCR|8DUR|9AART|aZMB
527	52312 23433	   	182.22	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|48DUR|57LHND|67CDMG|7BPWR|9RCR|aMSLREG
528	52312 23435	   	182.22	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|48DUR|57LHND|67CDMG|7BPWR|9RCR|aTLV
529	22663 32363	   	182.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1FEWX|25DUST|36aVULN|4CDMG|7ASPD|8ZMB|9RCR
530	52343 22136	 * 	182.01	3VULN|2DMG|1AART|2CDMG|1ASPD|1ZMB	1AART|28aVULN|3RCVC|4ASPD|5aCDMG|6LWND|7ZMB|9aDMG|aBPWR
531	52343 32136	   	182.01	3VULN|2DMG|1AART|2CDMG|1ASPD|1ZMB	1AART|28aVULN|3RCVC|4ASPD|5aCDMG|6BEXP|7ZMB|9aDMG|aBPWR
532	53123 74147	   	182.01	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	16AART|2AAC|3CDMG|4MLV|5MBVNT|7DUR|8aVULN|9RCR
533	52626 11113	   	181.91	DCR|2VULN|2AART|1ASPD	19AART|2aVULN|3aFEWX|4MLV|5ASPD|6RPLT|7RCR|8aAME|aBPWR
534	53133 74147	   	181.91	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	16AART|2AAC|3CDMG|4TLV|5MBVNT|7DUR|8aVULN|9RCR
535	53353 21147	   	181.91	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	17AART|2AAC|3MBVNT|4ERES|5DUR|6CDMG|8aVULN|9RCR
536	22663 12433	   	181.91	DCR|3VULN|1DMG|1CDMG	1FEWX|25DUST|37aVULN|4CDMG|6RCR|8RMIN|9DMG
537	51414 33233	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1aAART|2RPLT|3DUR|4LWND|5CDMG|6ASPD|7CGEN|8VULN|9RCR
538	52313 22156	   	181.84	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1AART|2VULN|35RCVC|4DUR|6LIT|7ASPD|8ZMB|9RCR|aCDMG
539	52632 23122	   	181.81	DCR|2VULN|2AART|1CDMG|1DUR	14AART|28VULN|3FEWX|5LHND|6CDMG|7RCVC|9DUR|aRCR
540	52632 23432	   	181.81	DCR|2VULN|2AART|1CDMG|1DUR	14AART|29VULN|3FEWX|5LHND|6CDMG|7RCVC|8DUR|aRCR
541	52116 11131	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|8AME|9CDMG
542	52126 11131	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|8AME|9CDMG
543	52216 11151	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|8AME|9CDMG
544	52226 11151	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|8AME|9CDMG
545	52214 11351	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4FEWX|5CGEN|6RPLT|7RCR|8ASPD|9CDMG
546	52224 11351	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4BEXP|5CGEN|6RPLT|7RCR|8ASPD|9CDMG
547	52252 11351	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4CGEN|5LHND|6RPLT|7RCR|8ASPD|9CDMG
548	52136 27441	   	181.76	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1AART|2VULN|3ERES|4DUST|57ASPD|6MBVNT|8CDMG|9RCR|aZMB
549	52531 13531	   	181.76	DCR|2VULN|2ASPD|1AART	1AART|27VULN|3BELT|47LIT|57ERES|6RCR|7BPWR|89ASPD|aDUST
550	21626 11235	   	181.71	DCR|2VULN|2AART|1ASPD	1FEWX|2BEXP|39AART|4MLV|5ASPD|6RPLT|7RCR|8aVULN
551	52632 11231	   	181.71	DCR|2VULN|2AART|1DMG	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9DMG|aMLV
552	52632 11233	   	181.71	DCR|2VULN|2AART|1DMG	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9DMG|aCGEN
553	52632 11235	   	181.71	DCR|2VULN|2AART|1DMG	14AART|28VULN|3aFEWX|5LHND|6RPLT|7RCR|9DMG
554	52632 11241	   	181.71	DCR|2VULN|2AART|1DMG	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9LWND|aDMG
555	52632 11242	   	181.71	DCR|2VULN|2AART|1ASPD	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9LWND|aASPD
556	52632 11335	   	181.71	DCR|2VULN|2AART|1ASPD	14AART|2aVULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9MLV
557	52626 12221	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3FEWX|4MLV|5ASPD|6RPLT|7LHND|9RCR|aDMG
558	52626 12222	   	181.70	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3FEWX|4MLV|5ASPD|6RPLT|7LHND|9RCR|aNUKE
559	31632 33352	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12BEXP|34VULN|5DMG|6LHND|7LWND|8AART|9RCR|aASPD
560	52433 22142	   	181.69	DCR|3AART|1VULN|1ASPD|1ZMB|1DUR	149AART|2VULN|3DUR|5RCVC|6LIT|7ASPD|8ZMB|aRCR
561	52116 11531	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2aVULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|8AAC|9CDMG
562	52126 11531	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2aVULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|8AAC|9CDMG
563	52136 11131	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|8AME|9CDMG
564	52236 11151	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|8AME|9CDMG
565	52234 11351	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3TLV|4DUST|5CGEN|6RPLT|7RCR|8ASPD|9CDMG
566	53324 32224	   	181.66	DCR|2VULN|2ASPD|1AART|1AAC	1AART|2AAC|3MBVNT|4aDUST|5aVULN|6RCR|7LIT|8LHND|9aASPD|aBPWR
567	52416 22231	   	181.63	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1AART|258VULN|3DUR|4RCR|6CDMG|7MDPS|9DMG|aMLV
568	52416 22233	   	181.63	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1AART|258VULN|3DUR|4RCR|6CDMG|7MDPS|9DMG|aCGEN
569	52124 11316	   	181.61	DCR|2VULN|2AART|1ASPD	19AART|2aVULN|3ERES|4BEXP|5CGEN|6RPLT|7RCR|8ASPD
570	52632 11325	   	181.61	DCR|2VULN|2AART|1ASPD	14AART|2aVULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9ERES
571	31133 47353	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	12BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|9RCR|aCGEN
572	31133 47356	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	12BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|9RCR|aLIT
573	52116 12221	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7LHND|9RCR|aDMG
574	52116 12222	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7LHND|9RCR|aNUKE
575	52126 12221	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7LHND|9RCR|aDMG
576	52126 12222	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7LHND|9RCR|aNUKE
577	52126 13221	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7FEWX|9RCR|aDMG
578	52126 13222	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
579	52152 32352	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|26VULN|3ERES|4CGEN|5LHND|7DMG|8BEXP|9RCR|aASPD
580	52216 12221	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7LHND|9RCR|aDMG
581	52216 12222	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7LHND|9RCR|aNUKE
582	52226 12221	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7LHND|9RCR|aDMG
583	52226 12222	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7LHND|9RCR|aNUKE
584	52226 13221	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7FEWX|9RCR|aDMG
585	52226 13222	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
586	52136 11531	   	181.59	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2aVULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|8AAC|9CDMG
587	52134 11316	   	181.51	DCR|2VULN|2AART|1ASPD	19AART|2aVULN|3ERES|4DUST|5CGEN|6RPLT|7RCR|8ASPD
588	31133 47352	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	12BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|9RCR|aERES
589	31133 47355	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	12BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|9RCR|aTLV
590	31133 47654	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	12BEXP|3DMG|4AART|5MBVNT|67VULN|8TLV|9RCR|aASPD
591	31323 77351	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	12BEXP|3AART|4AAC|5MBVNT|67VULN|8ASPD|9RCR|aDMG
592	52116 16221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7DUST|9RCR|aDMG
593	52116 16222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7DUST|9RCR|aNUKE
594	52126 16221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7DUST|9RCR|aDMG
595	52126 16222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7DUST|9RCR|aNUKE
596	52136 12221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7LHND|9RCR|aDMG
597	52136 12222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7LHND|9RCR|aNUKE
598	52136 13221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7FEWX|9RCR|aDMG
599	52136 13222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
600	52216 16221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7DUST|9RCR|aDMG
601	52216 16222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7DUST|9RCR|aNUKE
602	52226 16221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7DUST|9RCR|aDMG
603	52226 16222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7DUST|9RCR|aNUKE
604	52236 12221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7LHND|9RCR|aDMG
605	52236 12222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7LHND|9RCR|aNUKE
606	52236 13221	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7FEWX|9RCR|aDMG
607	52236 13222	   	181.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
608	52531 13631	   	181.48	DCR|3VULN|2AART	19AART|27aVULN|3BELT|47LIT|57ERES|6RCR|7BPWR|8LHND
609	53256 31131	   	181.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8FEWX|9ASPD|aLHND
610	53256 31222	   	181.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8CGEN|9LHND|aASPD
611	52416 13223	   	181.46	ACR|3VULN|2AART|1ASPD|1DUR	18AART|259VULN|3DUR|4RCR|6RPLT|7MSLFST|aASPD
612	52312 11345	   	181.42	DCR|2VULN|1AART|1ASPD|1DUR	1AART|2aVULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|8ASPD|9RMIN
613	52333 11345	   	181.42	DCR|2VULN|1AART|1ASPD|1DUR	1AART|2aVULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|8ASPD|9RMIN
614	21626 11231	   	181.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2BEXP|39AART|4MLV|5ASPD|6RPLT|7RCR|8VULN|aDMG
615	21626 11232	   	181.39	DCR|2AART|1VULN|1ASPD|1NUKE	1FEWX|2BEXP|39AART|4MLV|5ASPD|6RPLT|7RCR|8VULN|aNUKE
616	52632 11331	   	181.39	DCR|2AART|1VULN|1ASPD|1DMG	14AART|2VULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9MLV|aDMG
617	52632 11332	   	181.39	DCR|2AART|1VULN|1ASPD|1NUKE	14AART|2VULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9MLV|aNUKE
618	12611 55322	   	181.37	DCR|3VULN|1AART|1DMG	1LWND|2DUST|379VULN|4LIT|5AART|6CGEN|8RCR|aDMG
619	53256 31133	   	181.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8FEWX|9ASPD|aERES
620	53256 31322	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8ERES|9LHND|aASPD
621	51161 12263	   	181.36	DCR|3VULN|1AART|2ZMB|1DUR	1AART|2RPLT|3FEWX|46aVULN|56ZMB|6BPWR|7DUR|8LHND|9RCR
622	52632 11212	   	181.35	DCR|2VULN|2AART|1MDPS|1ZMB	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9ZMB|aMDPS
623	53324 52351	 * 	181.30	DCR|2VULN|2AAC|1AART|1ASPD|1DMG	1AART|27AAC|3MBVNT|4DUST|56VULN|8ASPD|9RCR|aDMG
624	52632 11321	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	14AART|2VULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9ERES|aDMG
625	52632 11322	   	181.29	DCR|2AART|1VULN|1ASPD|1NUKE	14AART|2VULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9ERES|aNUKE
626	52531 13431	   	181.26	DCR|4VULN|1AART	1AART|278aVULN|3BELT|47LIT|57ERES|6RCR|7BPWR|9LWND
627	52116 27331	   	181.25	DCR|2VULN|1AART|1ASPD|2SPLREG	1AART|29VULN|39ERES|4FEWX|5ASPD|6MBVNT|79SPLREG|8RCR|9BPWR|aRMIN
628	52312 11341	   	181.10	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1AART|2VULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|8ASPD|9RMIN|aDMG
629	52312 11342	   	181.10	DCR|1AART|1VULN|1ASPD|1NUKE|1DUR	1AART|2VULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|8ASPD|9RMIN|aNUKE
630	52315 11341	   	181.10	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1AART|2VULN|3RCVC|4DUR|5BEXP|6RPLT|7RCR|8ASPD|9RMIN|aDMG
631	52315 11342	   	181.10	DCR|1VULN|1AART|1ASPD|1NUKE|1DUR	1AART|2VULN|3RCVC|4DUR|5BEXP|6RPLT|7RCR|8ASPD|9RMIN|aNUKE
632	52333 11341	   	181.10	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1AART|2VULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|8ASPD|9RMIN|aDMG
633	52333 11342	   	181.10	DCR|1VULN|1AART|1ASPD|1NUKE|1DUR	1AART|2VULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|8ASPD|9RMIN|aNUKE
634	52116 11334	   	181.06	DCR|2ASPD|1AART|1VULN|1DMG|1AAC	1AART|2VULN|3ERES|4FEWX|58ASPD|6RPLT|7RCR|9DMG|aAAC
635	52126 11334	   	181.06	DCR|2ASPD|1AART|1VULN|1DMG|1AAC	1AART|2VULN|3ERES|4BEXP|58ASPD|6RPLT|7RCR|9DMG|aAAC
636	52216 11334	   	181.06	DCR|2ASPD|1VULN|1AART|1DMG|1AAC	1AART|2VULN|3TLV|4FEWX|58ASPD|6RPLT|7RCR|9DMG|aAAC
637	52226 11334	   	181.06	DCR|2ASPD|1VULN|1AART|1DMG|1AAC	1AART|2VULN|3TLV|4BEXP|58ASPD|6RPLT|7RCR|9DMG|aAAC
638	52312 23422	   	181.04	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|39RCVC|48DUR|57LHND|67CDMG|7BPWR|aRCR
639	52616 21332	   	181.03	ACR|2VULN|2AART|1MDPS|1DMG|1CDMG	17AART|25VULN|3FEWX|4RCR|6CDMG|8DMG|9CGEN|aMDPS
640	12661 33152	   	180.99	DCR|3VULN|1AART|2CDMG	15LWND|2DUST|368VULN|49CDMG|7AART|aRCR
