0	Index      	 *	Score 	Summary	Detail	
1	22153 42432	 * 	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|28aDMG|39VULN|4ASPD|5RMIN|6RCR|7ZMB
481	22663 11511	   	180.20	DCR|3DMG|1AART|1VULN	1LEGI|257DMG|37DUST|4DLOT|6RCR|7BPWR|8FEWX|9VULN|aAART
482	22663 16211	   	180.20	DCR|3DMG|1AART|1VULN	1LEGI|257DMG|3DUST|4DLOT|6RCR|8BEXP|9VULN|aAART
483	21126 31615	   	180.13	DCR|2VULN|2ASPD|1NUKE|1AAC	1LEGI|2ERES|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aAAC
484	22151 42223	   	180.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG	1LEGI|2DMG|3VULN|49ASPD|5CGEN|6RCR|7CDMG|8FEWX|aMDPS
485	22153 41633	   	180.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG	1LEGI|2DMG|3VULN|48ASPD|57RMIN|6RCR|9CDMG|aMDPS
486	22153 46133	   	180.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG	1LEGI|2DMG|3VULN|48ASPD|5RMIN|6RCR|7LWND|9CDMG|aMDPS
487	22663 11623	   	180.10	DCR|3DMG|1VULN|1AART	1LEGI|257DMG|37DUST|4DLOT|6RCR|7BPWR|8VULN|9AART|aBASFIG
488	36126 31216	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2LWND|35VULN|4CGEN|6RCR|7ASPD|8AAC|9CDMG|aDMG
489	14126 31216	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AME|2DUST|35VULN|4CGEN|6RCR|7ASPD|8AAC|9CDMG|aDMG
490	21153 63432	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2ERES|39VULN|4ASPD|5RMIN|6RCR|7CGEN|8DMG|aCDMG
491	22151 41332	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2DMG|39VULN|4ASPD|5CGEN|6RCR|7RMIN|8ERES|aCDMG
492	22151 42123	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2DMG|3aVULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9MULARM
493	22151 44332	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2DMG|39VULN|4ASPD|5CGEN|6RCR|7AME|8ERES|aCDMG
494	31126 31216	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2DUST|35VULN|4CGEN|6RCR|7ASPD|8AAC|9CDMG|aDMG
495	26213 13331	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|2aCGEN|3AART|4DUR|5ZMB|679VULN|8RCR
496	26213 13332	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|2CGEN|3AART|4DUR|5ZMB|679VULN|8RCR|aLHND
497	26213 13366	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|29CGEN|3AART|4DUR|5ZMB|67aVULN|8RCR
498	26213 15336	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|27CGEN|3AART|4DUR|5ZMB|69aVULN|8RCR
499	43263 13334	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	169VULN|2CGEN|3DUR|4DLOT|5ZMB|7LHND|8RCR|aAART
500	34612 13321	   	179.94	DCR|3VULN|1AART|1CDMG	1RMIN|2CGEN|3AART|4aRCVC|5CDMG|678VULN|9RCR
501	62211 64121	   	179.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUST|25ASPD|3DMSP|4CDMG|6VULN|7DUR|8AART|9RCR|aLWND
502	62211 64122	   	179.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUST|25ASPD|3DMSP|4CDMG|6VULN|7DUR|8AART|9RCR|aBEXP
503	62211 64123	   	179.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUST|25ASPD|3DMSP|4CDMG|6VULN|7DUR|8AART|9RCR|aRMIN
504	43111 22134	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMLV
505	43111 22136	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aVENFST
506	43113 22133	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2CGEN|3AELBLL|4CDMG|5MLV|6LIT|7AART|8RCR|aASPD
507	21126 31216	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1LEGI|2ERES|35VULN|4CGEN|6RCR|7ASPD|8AAC|9CDMG|aDMG
508	26116 31216	   	179.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1LEGI|2CGEN|35VULN|4TLV|6RCR|7ASPD|8AAC|9CDMG|aDMG
509	62133 22343	   	179.87	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1DUST|2ASPD|39VULN|4LEGI|5MDPS|6RCR|7LIT|8CDMG|aDMG
510	22151 42112	 * 	179.87	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2DMG|3aVULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9NUKE
511	43263 23334	   	179.85	DCR|3VULN|1AART|1ZMB|1DUR	179VULN|2CGEN|3DUR|4DLOT|5ZMB|6LEGI|8RCR|aAART
512	26213 13333	   	179.85	DCR|3VULN|1AART|1ZMB|1DUR|1MSE	1LEGI|2CGEN|3AART|4DUR|5ZMB|679VULN|8RCR|aMSE
513	26213 13335	   	179.85	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|2CGEN|3AART|4DUR|5ZMB|679VULN|8RCR|aTLV
514	32612 13321	   	179.84	DCR|3VULN|1AART|1CDMG	1RMIN|2TLV|3AART|4aRCVC|5CDMG|678VULN|9RCR
515	33612 13321	   	179.84	DCR|3VULN|1AART|1CDMG	1RMIN|2ERES|3AART|4aRCVC|5CDMG|678VULN|9RCR
516	45111 22134	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2ERES|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMLV
517	45111 22136	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2ERES|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aVENFST
518	43111 22131	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	19VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMSE
519	43111 22135	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMBVNT
520	45113 22133	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2ERES|3AELBLL|4CDMG|5MLV|6LIT|7AART|8RCR|aASPD
521	44221 52233	   	179.76	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	1VULN|28DUR|3LWND|4DMG|58MLV|6LHND|78ASPD|8BPWR|9CDMG|aRCR
522	21152 43343	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2ERES|37VULN|4ASPD|5LHND|6AART|8RCR|9FEWX|aCDMG
523	45111 22131	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	19VULN|2ERES|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMSE
524	45111 22135	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	19VULN|2ERES|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMBVNT
525	42253 36123	   	179.66	DCR|3VULN|1ASPD|1DMG	156VULN|2LHND|3LWND|4LIT|7RCR|8ERES|9DMG|aASPD
526	23513 62243	   	179.65	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2RPLT|3ASPD|4ERES|5DMG|6RCR|7CDMG|8LWND|9VULN|aNUKE
527	23513 66113	   	179.65	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2RPLT|3ASPD|4ERES|5DMG|6RCR|7VULN|8CDMG|9FEWX|aNUKE
528	22122 43364	   	179.61	DCR|2VULN|2AART|1DMG	1LEGI|2DMG|37VULN|49CGEN|5LHND|6aAART|8RCR
529	22122 45334	   	179.61	DCR|2VULN|2AART|1DMG	1LEGI|2DMG|39VULN|47CGEN|5LHND|6aAART|8RCR
530	42224 63214	   	179.60	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2LHND|3LWND|4DMG|5ASPD|7AME|8MBVNT|9AART|aRCR
531	25253 36123	   	179.56	DCR|3VULN|1ASPD|1DMG	1LEGI|256VULN|3LWND|4LIT|7RCR|8ERES|9DMG|aASPD
532	23513 66123	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1MSE	1LEGI|2RPLT|3ASPD|4ERES|5DMG|6RCR|7VULN|8CDMG|9MSE|aNUKE
533	22151 42111	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1SELL	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9NUKE|aSELL
534	22151 42113	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9NUKE|aFEWX
535	22151 42114	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1MSE	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9NUKE|aMSE
536	22151 42115	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9NUKE|aLIT
537	22151 42116	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9NUKE|aERES
538	22151 42141	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9TLV|aNUKE
539	44323 21124	   	179.55	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUR|3RCVC|4MLV|5CDMG|6RMIN|7DMG|8AART|9RCR|aZMB
540	22235 31356	   	179.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1LEGI|2DMG|3DMSP|4ASPD|58VULN|6MDPS|7LHND|9AART|aRCR
541	31322 36356	   	179.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1RMIN|2DUST|3DMG|4AME|5MDPS|68VULN|7ASPD|9AART|aRCR
542	32232 36356	   	179.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1RMIN|2TLV|3LHND|4DMG|5MDPS|68VULN|7ASPD|9AART|aRCR
543	62322 33356	   	179.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DUST|2ASPD|3DMG|4AME|5MDPS|68VULN|7MLV|9AART|aRCR
544	32621 15235	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1RMIN|2TLV|39AART|4CGEN|5LWND|6RCR|7CDMG|8DMG|aVULN
545	33621 15235	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1RMIN|2ERES|39AART|4CGEN|5LWND|6RCR|7CDMG|8DMG|aVULN
546	23413 43241	 * 	179.47	DCR|3DMG|2ASPD|1CDMG|1AAC	1LEGI|2RPLT|3AAC|45aDMG|6CDMG|7aLWND|8RCR|9aASPD|aBPWR
547	22151 42314	   	179.47	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9FEWX|aAAC
548	22151 42334	   	179.47	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9LWND|aAAC
549	22155 13512	   	179.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5BEXP|6CDMG|7LIT|8RCR|9AART|aAELBLL
550	22156 13512	   	179.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5FEWX|6CDMG|7LIT|8RCR|9AART|aAELBLL
551	44313 21124	   	179.45	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUR|3RCVC|4ERES|5CDMG|6RMIN|7DMG|8AART|9RCR|aZMB
552	22132 32442	 * 	179.44	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	1LEGI|2DMG|36VULN|4DMSP|5MDPS|7SELL|8RCR|9CDMG|aAART
553	21232 62334	   	179.41	DCR|2VULN|2AART|1ASPD	1LEGI|24ERES|3aAART|5LHND|6ASPD|79VULN|8RCR
554	21234 32334	   	179.41	DCR|2VULN|2AART|1ASPD	1LEGI|24ERES|3aAART|5ASPD|6BEXP|79VULN|8RCR
555	31312 36356	   	179.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1RMIN|2DUST|3DMG|4ERES|5MDPS|68VULN|7ASPD|9AART|aRCR
556	62312 33356	   	179.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DUST|2ASPD|3DMG|4ERES|5MDPS|68VULN|7MLV|9AART|aRCR
557	61513 63131	   	179.36	DCR|3VULN|1AART|1CDMG	12DUST|369VULN|4ERES|5CDMG|7RCR|8AART|aBEXP
558	61513 63133	   	179.36	DCR|3VULN|1AART|1CDMG	12DUST|369VULN|4ERES|5CDMG|7RCR|8AART|aFEWX
559	42342 31341	   	179.35	DCR|2VULN|1AART|1ASPD|1DUR	18VULN|25LHND|3RCVC|4FEWX|6RCR|7ASPD|9AART|aDUR
560	22166 13533	   	179.28	DCR|3VULN|2DMG	1LEGI|2aDMG|39aVULN|4DLOT|5AELBLL|6RCR|7AME|8aLHND|aBPWR
561	22166 13633	   	179.28	DCR|3VULN|2DMG	1LEGI|2aDMG|39aVULN|4DLOT|5AELBLL|6RCR|7AME|8aBEXP|aBPWR
562	61335 43133	   	179.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	126DUST|3DMG|4ASPD|5VULN|7FEWX|8RCR|9CDMG|aAART
563	43243 21124	   	179.25	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CGEN|3DUR|4RCVC|5CDMG|6RMIN|7DMG|8AART|9RCR|aZMB
564	43114 33321	   	179.19	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5DMSP|7ASPD|8AART|9RCR|aRCVC
565	25162 16233	   	179.18	DCR|3VULN|2DMG	1LEGI|29aVULN|3TLV|4DLOT|5DMSP|6RCR|7aDMG|8aLWND|aBPWR
566	41332 32443	   	179.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1SELL	16VULN|2DUST|3RCVC|4DMG|5MDPS|7SELL|8RCR|9CDMG|aASPD
567	23113 42343	   	179.13	DCR|2VULN|2DMG|1AART	1LEGI|2RPLT|3AART|48VULN|5LIT|6LWND|7aDMG|9RCR
568	21126 31661	   	179.11	DCR|3ASPD|2VULN|1DUR	1LEGI|2ERES|35VULN|4CGEN|6RCR|789ASPD|aDUR
569	22166 11233	   	179.08	DCR|3VULN|2DMG	1LEGI|2aDMG|39aVULN|4DLOT|5AELBLL|6RCR|7LWND|8aTLV|aBPWR
570	22166 12233	   	179.08	DCR|3VULN|2DMG	1LEGI|2aDMG|39aVULN|4DLOT|5AELBLL|6RCR|7FEWX|8aTLV|aBPWR
571	26116 36212	   	179.08	DCR|3VULN|2DMG	1LEGI|2CGEN|357VULN|4TLV|6RCR|8RMIN|9aDMG
572	34612 13211	   	178.99	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2CGEN|3AART|4RCVC|5CDMG|67VULN|8RPLT|9ASPD|aRCR
573	13126 36241	   	178.96	DCR|3VULN|1AART|2DUR	1AME|2aDUR|357VULN|4CGEN|6RCR|8RMIN|9AART
574	63311 31533	   	178.95	DCR|3VULN|1MDPS|1AART|1ZMB	1DUST|2MDPS|3RCVC|4RPLT|57aVULN|6RCR|8AART|9ZMB
575	12612 16511	   	178.89	DCR|2VULN|1AART|1ASPD|1CDMG	1AME|2ERES|3AART|4RCVC|5CDMG|69VULN|7RPLT|8ASPD|aRCR
576	32612 13211	   	178.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2TLV|3AART|4RCVC|5CDMG|67VULN|8RPLT|9ASPD|aRCR
577	33612 13211	   	178.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2ERES|3AART|4RCVC|5CDMG|67VULN|8RPLT|9ASPD|aRCR
578	22335 61531	   	178.77	DCR|3DMG|1VULN|1ASPD|1ZMB|1SELL	1LEGI|237DMG|4ASPD|5VULN|6SELL|8LIT|9ZMB|aRCR
579	34612 13322	   	178.76	DCR|3VULN|1AART|1CDMG	1RMIN|2CGEN|3AART|4RCVC|5CDMG|678VULN|9RCR|aLIT
580	34612 13323	   	178.76	DCR|3VULN|1AART|1CDMG	1RMIN|2aCGEN|3AART|4RCVC|5CDMG|678VULN|9RCR
581	34612 13326	   	178.76	DCR|3VULN|1AART|1CDMG	1RMIN|2CGEN|3AART|4RCVC|5CDMG|678VULN|9RCR|aFEWX
582	13126 31331	   	178.75	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ASPD|8FEWX|9CDMG|aZMB
583	13126 32611	   	178.75	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8ASPD|9CDMG|aRPLT
584	13126 32612	   	178.75	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8ASPD|9CDMG|aBELT
585	13126 32613	   	178.75	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8ASPD|9CDMG|aLHND
586	32612 13322	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2TLV|3AART|4RCVC|5CDMG|678VULN|9RCR|aLIT
587	32612 13323	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2TLV|3AART|4RCVC|5CDMG|678VULN|9RCR|aCGEN
588	32612 13325	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2TLV|3AART|4RCVC|5CDMG|678VULN|9RCR|aAELBLL
589	33612 13322	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2ERES|3AART|4RCVC|5CDMG|678VULN|9RCR|aLIT
590	33612 13323	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2ERES|3AART|4RCVC|5CDMG|678VULN|9RCR|aCGEN
591	33612 13326	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2ERES|3AART|4RCVC|5CDMG|678VULN|9RCR|aFEWX
592	34612 13325	   	178.66	DCR|3VULN|1AART|1CDMG	1RMIN|2CGEN|3AART|4RCVC|5CDMG|678VULN|9RCR|aTLV
593	43216 31331	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ASPD|8FEWX|9CDMG|aZMB
594	43216 32611	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8ASPD|9CDMG|aRPLT
595	43216 32612	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8ASPD|9CDMG|aBELT
596	43216 32613	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8ASPD|9CDMG|aLHND
597	13126 31431	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ASPD|8DUST|9CDMG|aZMB
598	13126 32216	   	178.65	DCR|2VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8AAC|9CDMG|aDMG
599	31126 36431	   	178.65	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2DUST|35VULN|4CGEN|6RCR|7DUR|8DMG|9CDMG|aZMB
600	45226 31331	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2ERES|3DUR|4CGEN|6RCR|7ASPD|8FEWX|9CDMG|aZMB
601	32612 13326	   	178.56	DCR|3VULN|1AART|1CDMG|1MSE	1RMIN|2TLV|3AART|4RCVC|5CDMG|678VULN|9RCR|aMSE
602	33612 13325	   	178.56	DCR|3VULN|1AART|1CDMG	1RMIN|2ERES|3AART|4RCVC|5CDMG|678VULN|9RCR|aTLV
603	43216 31431	   	178.55	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ASPD|8DUST|9CDMG|aZMB
604	43216 32216	   	178.55	DCR|2VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8AAC|9CDMG|aDMG
605	13124 32616	   	178.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AME|2DUR|3VULN|45CGEN|6RCR|7ZMB|8ASPD|9CDMG|aDMG
606	22153 16324	   	178.35	DCR|2VULN|2ASPD|1DMG|1DUR	1LEGI|2DMG|37VULN|49ASPD|5RMIN|6RPLT|8DUR|aRCR
607	23465 11221	 * 	178.30	DCR|2DMG|2ASPD|3CDMG|1AAC	1LEGI|2RPLT|3AAC|46aCDMG|5FEWX|7aASPD|8RCR|9aDMG|aBPWR
608	23466 11221	   	178.30	DCR|2DMG|2ASPD|3CDMG|1AAC	1LEGI|2RPLT|3AAC|46aCDMG|5BEXP|7aASPD|8RCR|9aDMG|aBPWR
609	23463 11221	   	178.20	DCR|2DMG|2ASPD|3CDMG|1AAC	1LEGI|2RPLT|3AAC|46aCDMG|5DUST|7aASPD|8RCR|9aDMG|aBPWR
610	26213 13364	   	178.19	DCR|2VULN|2AART|1ZMB|1DUR	1LEGI|29CGEN|3aAART|4DUR|5ZMB|67VULN|8RCR
611	26213 15334	   	178.19	DCR|2VULN|2AART|1ZMB|1DUR	1LEGI|27CGEN|3aAART|4DUR|5ZMB|69VULN|8RCR
612	26213 16331	   	178.19	DCR|2VULN|2AART|1ZMB|1DUR	1LEGI|2aCGEN|37AART|4DUR|5ZMB|69VULN|8RCR
613	26213 16332	   	178.19	DCR|2VULN|2AART|1ZMB|1DUR	1LEGI|2CGEN|37AART|4DUR|5ZMB|69VULN|8RCR|aLHND
614	43111 22152	   	178.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|9ZMB|aDUR
615	26213 16333	   	178.09	DCR|2VULN|2AART|1ZMB|1DUR|1MSE	1LEGI|2CGEN|37AART|4DUR|5ZMB|69VULN|8RCR|aMSE
616	26213 16335	   	178.09	DCR|2VULN|2AART|1ZMB|1DUR	1LEGI|2CGEN|37AART|4DUR|5ZMB|69VULN|8RCR|aTLV
617	45111 22162	   	178.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ERES|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|9ZMB|aDUR
618	16126 31311	   	178.04	DCR|2VULN|2ASPD|1NUKE	1AME|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDUST
619	16126 31312	   	178.04	DCR|2VULN|2ASPD|1DMG|1NUKE	1AME|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDMG
620	16126 31313	   	178.04	DCR|2VULN|2ASPD|1NUKE	1AME|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aERES
621	16126 31362	   	178.04	DCR|2VULN|2ASPD|1DMG	1AME|2LWND|35VULN|4CGEN|6RCR|78ASPD|9ERES|aDMG
622	36126 31611	   	178.04	DCR|2VULN|2ASPD|1NUKE	1RMIN|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDUST
623	36126 31612	   	178.04	DCR|2VULN|2ASPD|1DMG|1NUKE	1RMIN|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDMG
624	36126 31613	   	178.04	DCR|2VULN|2ASPD|1NUKE	1RMIN|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aERES
625	32543 31623	   	178.04	DCR|2VULN|2ASPD|1DMG	15RMIN|2TLV|39VULN|4FEWX|6RCR|78ASPD|aDMG
626	16263 12236	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	18AME|2LWND|3AART|4CGEN|5ZMB|6RCR|7aVULN|9DMG
627	16263 13116	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	18AME|2LWND|3AART|4CGEN|5ZMB|6RCR|7DMG|9aVULN
628	32633 12513	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1RMIN|2aTLV|3AART|47aFEWX|5ZMB|6RCR|8ASPD|9aVULN|aBPWR
629	32633 14513	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	17RMIN|2aTLV|3AART|4aFEWX|5ZMB|6RCR|8ASPD|9aVULN|aBPWR
630	33633 12513	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1RMIN|2aERES|3AART|47aFEWX|5ZMB|6RCR|8ASPD|9aVULN|aBPWR
631	33633 14513	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	17RMIN|2aERES|3AART|4aFEWX|5ZMB|6RCR|8ASPD|9aVULN|aBPWR
632	42526 31232	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	15VULN|2LHND|3RMIN|4CGEN|6RCR|7ASPD|8ZMB|9FEWX|aAART
633	42526 31332	   	177.94	DCR|3VULN|1ASPD|1CDMG	158VULN|2LHND|3RMIN|4CGEN|6RCR|7ASPD|9LWND|aCDMG
634	34622 13124	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	18RMIN|24CGEN|3AART|5CDMG|67VULN|9RCR|aASPD
635	43114 33322	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5DMSP|7ASPD|8AART|9RCR|aLIT
636	43114 33323	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2aCGEN|3AELBLL|4CDMG|5DMSP|7ASPD|8AART|9RCR
637	43114 33325	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5DMSP|7ASPD|8AART|9RCR|aLWND
638	34622 11324	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|24CGEN|3AART|5CDMG|68VULN|7DMSP|9RCR|aASPD
639	32513 33662	   	177.87	DCR|2VULN|1DMG|1ASPD|1CDMG	1RMIN|28TLV|36VULN|4ERES|5CDMG|7RCR|9ASPD|aDMG
640	12661 12236	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	18AME|2ERES|3AART|4ZMB|5LWND|6RCR|7aVULN|9DMG
