0	Index      	 *	Score 	Summary	Detail	
1	12613 43513	 * 	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8AART|9CDMG|aDUR
495	11663 24132	   	154.03	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LIT|2LHND|3RCR|4CDMG|57AART|6ZMB|8VULN|9ASPD|aRMIN
496	15612 23233	   	154.03	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1ASPD	19LIT|2FEWX|3RCR|4aDMG|5ASPD|6VULN|7ZMB|8FLTHEA
497	15612 23243	   	154.03	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1LIT|2FEWX|3RCR|4aDMG|5ASPD|6VULN|7ZMB|8FLTHEA|9LWND
498	15612 23263	   	154.03	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1LIT|29FEWX|3RCR|4aDMG|5ASPD|6VULN|7ZMB|8FLTHEA
499	15612 52233	   	154.03	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1ASPD	19LIT|2FEWX|3RCR|4aDMG|5ASPD|6ZMB|7VULN|8FLTHEA
500	11614 33161	   	154.03	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2LHND|3RCR|4DMG|5CDMG|68VULN|7CGEN|9ZMB|aDUR
501	16215 33621	   	153.94	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1LIT|27CDMG|3AART|4RPLT|5DUR|6BEXP|8RCR|9DMG|aVULN
502	12613 43231	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8CGEN|9CDMG|aDUR
503	12663 21232	   	153.93	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4CDMG|5aAART|6ZMB|7DUR|8CGEN|9VULN
504	12663 21632	   	153.93	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4CDMG|5aAART|6ZMB|7DUR|8MLV|9VULN
505	12663 24131	   	153.93	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1aLIT|2DUST|3RCR|4CDMG|57AART|6ZMB|8VULN|9ASPD
506	12663 24132	   	153.93	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LIT|2DUST|3RCR|4CDMG|57AART|6ZMB|8VULN|9ASPD|aRMIN
507	11612 63335	   	153.93	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6TLV|7ZMB|8VULN|aCDMG
508	12662 23432	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2DUST|3RCR|4CDMG|5MLV|6DMG|7ZMB|8ASPD|9aVULN
509	15612 23213	 * 	153.93	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1LIT|2FEWX|3RCR|4DMG|5ASPD|6aVULN|7ZMB|8FLTHEA|9LEGI
510	15612 52213	   	153.93	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1LIT|2FEWX|3RCR|4DMG|5ASPD|6ZMB|7aVULN|8FLTHEA|9LEGI
511	11614 32161	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2LHND|3RCR|4DMG|5CDMG|68VULN|7ERES|9ZMB|aDUR
512	15613 22134	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|49DMG|5MLV|68VULN|7DUR|aASPD
513	11612 12132	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2LHND|3RCR|49DMG|5ASPD|6FEWX|7DUR|8aVULN
514	15612 22121	   	153.91	ACR|2VULN|2DMG|1DUR|1ASPD	1LIT|2FEWX|3RCR|4aDMG|5ASPD|68VULN|7DUR|9CGEN
515	15612 22132	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|49DMG|5ASPD|68VULN|7DUR|aLHND
516	15612 22136	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|49DMG|5ASPD|68VULN|7DUR|aBELT
517	15612 22251	   	153.91	ACR|2VULN|2DMG|1DUR|1ASPD	1LIT|2FEWX|3RCR|4aDMG|5ASPD|69VULN|7DUR|8CGEN
518	15612 22351	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|4aDMG|5ASPD|69VULN|7DUR|8MLV
519	15612 22532	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|49DMG|5ASPD|6aVULN|7DUR|8LWND
520	23464 84331	   	153.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2RCVC|3VULN|4MBVNT|5AART|6ERES|7ZMB|8RCR|9CDMG|aDMG
521	32613 31541	   	153.88	ACR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|678VULN|9DMG|aRPLT
522	32613 31542	   	153.88	ACR|3VULN|1DMG|1CDMG|1DUR	1aRMIN|2DUR|3CGEN|4CDMG|5RCR|678VULN|9DMG
523	11621 24213	   	153.86	ACR|2VULN|1AART|1CDMG|2DUR	1LIT|25LHND|3RCR|4aDUR|6AART|78VULN|9CDMG
524	11624 24213	   	153.86	ACR|2VULN|1AART|1CDMG|2DUR	15LIT|2LHND|3RCR|4aDUR|6AART|78VULN|9CDMG
525	36316 33113	   	153.86	DCR|2DMG|1AART|2CDMG|1DUR	1RMIN|28TLV|39FEWX|48CDMG|58DMG|6RCR|7AART|8BPWR|aDUR
526	36316 33143	   	153.86	DCR|2DMG|1AART|2CDMG|1DUR	19RMIN|28TLV|3FEWX|48CDMG|58DMG|6RCR|7AART|8BPWR|aDUR
527	12663 22143	   	153.83	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4CDMG|59AART|6ZMB|7ERES|8VULN|aDUR
528	12614 23432	   	153.83	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2DUST|3RCR|4DMG|5CDMG|6NUKE|7ZMB|8ASPD|9aVULN
529	12661 23432	   	153.83	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2DUST|3RCR|4CDMG|5ERES|6DMG|7ZMB|8ASPD|9aVULN
530	11612 53133	 * 	153.83	ACR|3ZMB|1VULN|1DMG|1CDMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|67aZMB|8VULN|9CDMG
531	12613 23511	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	16aLIT|2DUST|3RCR|4DMG|5VULN|7ZMB|8AART|9CDMG
532	12613 23512	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	16LIT|2DUST|3RCR|4DMG|5VULN|7ZMB|8AART|9CDMG|aRMIN
533	12613 23516	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	16LIT|2DUST|3RCR|4DMG|5VULN|7ZMB|8AART|9CDMG|aLWND
534	12613 23535	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	16LIT|2DUST|3RCR|4DMG|5VULN|7ZMB|8AART|9BEXP|aCDMG
535	15612 23312	   	153.81	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2FEWX|3RCR|4DMG|59ASPD|6VULN|7ZMB|8AART|aLWND
536	15612 52312	   	153.81	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2FEWX|3RCR|4DMG|59ASPD|6ZMB|7VULN|8AART|aLWND
537	11612 13313	   	153.81	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2LHND|3RCR|4DMG|59ASPD|6FEWX|7ZMB|8AART|aVULN
538	11612 51313	   	153.81	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2LHND|3RCR|4DMG|59ASPD|6ZMB|7FEWX|8AART|aVULN
539	11612 52313	   	153.81	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2LHND|3RCR|4DMG|59ASPD|6ZMB|7BEXP|8AART|aVULN
540	15612 22111	   	153.81	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|4aDMG|5ASPD|68VULN|7DUR|9ERES
541	15612 22131	   	153.81	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|49DMG|5ASPD|68VULN|7DUR|aDUST
542	15612 22133	   	153.81	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|49DMG|5ASPD|68VULN|7DUR|aAIRHEL
543	11622 33331	   	153.79	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1SELL	1LIT|2LHND|3RCR|4DUR|5CDMG|6SELL|7ZMB|8VULN|9aDMG
544	32613 31543	   	153.78	ACR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|678VULN|9DMG|aTLV
545	11623 25323	   	153.78	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2LHND|3RCR|4DUR|5aVULN|6CGEN|7FEWX|8AART|9DMG
546	11612 56313	   	153.71	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2LHND|3RCR|4DMG|59ASPD|6ZMB|7DUST|8AART|aVULN
547	12613 23515	   	153.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	16LIT|2DUST|3RCR|4DMG|5VULN|7ZMB|8AART|9CDMG|aERES
548	12613 23525	   	153.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	16LIT|2DUST|3RCR|4DMG|5VULN|7ZMB|8AART|9LEGI|aCDMG
549	15612 23311	   	153.71	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2FEWX|3RCR|4DMG|59ASPD|6VULN|7ZMB|8AART|aDUST
550	15612 23316	   	153.71	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2FEWX|3RCR|4DMG|59ASPD|6VULN|7ZMB|8AART|aERES
551	15612 52311	   	153.71	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LIT|2FEWX|3RCR|4DMG|59ASPD|6ZMB|7VULN|8AART|aDUST
552	62533 53313	   	153.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2LSRICY|3AART|4LHND|59VULN|6DMG|7FEWX|8ASPD|aRCR
553	12613 41312	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RCR|4DMG|56VULN|7aFEWX|8AART|9ASPD
554	12613 42312	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RCR|4DMG|56VULN|7BEXP|8AART|9ASPD|aFEWX
555	12613 42313	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RCR|4DMG|56VULN|7BEXP|8AART|9ASPD|aLWND
556	12613 21311	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	16LIT|2DUST|3RCR|4DMG|5aVULN|7FEWX|8AART|9ASPD
557	12613 22311	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	16LIT|2DUST|3RCR|4DMG|5aVULN|7BEXP|8AART|9ASPD
558	14622 22321	   	153.68	ACR|2VULN|1AART|1DMG|1DUR	16LIT|2BEXP|3RCR|4DUR|5ERES|7aVULN|8AART|9DMG
559	11614 33141	   	153.68	ACR|2VULN|2DMG|1CDMG	1LIT|2LHND|3RCR|4aDMG|5CDMG|68VULN|7CGEN|9RPLT
560	12614 63141	   	153.68	ACR|2VULN|2DMG|1CDMG	19LIT|2DUST|3RCR|49DMG|5CDMG|6MBVNT|7CGEN|89VULN|9BPWR|aBELT
561	12614 63143	   	153.68	ACR|2VULN|2DMG|1CDMG	19aLIT|2DUST|3RCR|49DMG|5CDMG|6MBVNT|7CGEN|89VULN|9BPWR
562	32611 63421	   	153.66	DCR|2VULN|1AART|3DUR|1CDMG	1RMIN|256DUR|3CGEN|4CDMG|7RCR|8AART|9aVULN
563	32613 31526	   	153.64	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RMIN|2DUR|3CGEN|4CDMG|5RCR|678VULN|9SELL|aDMG
564	32452 24321	   	153.59	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3LHND|4RCR|5aVULN|6LIT|7RCVC|8AART|9DMG
565	32552 24321	   	153.59	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3LWND|4RCR|5aVULN|6LIT|7RCVC|8AART|9DMG
566	33152 24321	   	153.59	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5aVULN|6LIT|7RCVC|8AART|9DMG
567	14622 32321	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2BEXP|3RCR|4DUR|56ERES|7aVULN|8AART|9DMG
568	14622 42321	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2BEXP|3RCR|4DUR|57ERES|6aVULN|8AART|9DMG
569	15622 42321	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2FEWX|3RCR|4DUR|57ERES|6aVULN|8AART|9DMG
570	12613 41316	   	153.58	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2aDUST|3RCR|4DMG|56VULN|7FEWX|8AART|9ASPD
571	12613 42316	   	153.58	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2aDUST|3RCR|4DMG|56VULN|7BEXP|8AART|9ASPD
572	15611 32311	   	153.58	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2FEWX|3RCR|4DMG|56DUST|7aVULN|8AART|9ASPD
573	15612 21134	   	153.58	ACR|2VULN|2DMG|2ASPD	1LIT|2FEWX|3RCR|49DMG|5aASPD|68VULN|7LWND
574	11614 32141	   	153.58	ACR|2VULN|2DMG|1CDMG	1LIT|2LHND|3RCR|4aDMG|5CDMG|68VULN|7ERES|9RPLT
575	11614 33151	   	153.58	ACR|2VULN|2DMG|1CDMG	1LIT|2LHND|3RCR|4aDMG|5CDMG|68VULN|7CGEN|9BASICY
576	12613 11525	   	153.58	ACR|2VULN|2DMG|1CDMG	17LIT|2DUST|3RCR|4aDMG|58VULN|6BELT|9CDMG
577	12613 12325	   	153.58	ACR|2VULN|2DMG|1CDMG	18LIT|2DUST|3RCR|4aDMG|57VULN|6BELT|9CDMG
578	12613 41233	 * 	153.58	ACR|2VULN|2DMG|1FLTHEA	19LIT|2DUST|3RCR|4aDMG|56VULN|7FEWX|8FLTHEA
579	12613 41243	   	153.58	ACR|2VULN|2DMG|1FLTHEA	1LIT|2DUST|3RCR|4aDMG|56VULN|7FEWX|8FLTHEA|9LWND
580	12613 41263	   	153.58	ACR|2VULN|2DMG|1FLTHEA	1LIT|2DUST|3RCR|4aDMG|56VULN|79FEWX|8FLTHEA
581	12613 42233	   	153.58	ACR|2VULN|2DMG|1FLTHEA	19LIT|2DUST|3RCR|4aDMG|56VULN|7BEXP|8FLTHEA
582	12613 42243	   	153.58	ACR|2VULN|2DMG|1FLTHEA	1LIT|2DUST|3RCR|4aDMG|56VULN|7BEXP|8FLTHEA|9LWND
583	12614 12533	   	153.58	ACR|2VULN|2DMG|1CDMG	1LIT|2DUST|3RCR|49DMG|5CDMG|6BELT|7FEWX|8aVULN
584	12614 62141	   	153.58	ACR|2VULN|2DMG|1CDMG	19LIT|2DUST|3RCR|49DMG|5CDMG|6MBVNT|7ERES|89VULN|9BPWR|aBELT
585	12614 62143	   	153.58	ACR|2VULN|2DMG|1CDMG	19aLIT|2DUST|3RCR|49DMG|5CDMG|6MBVNT|7ERES|89VULN|9BPWR
586	11663 31132	   	153.51	ACR|2AART|1DMG|2CDMG|1ZMB	1LIT|26aLHND|3RCR|46CDMG|57AART|6BPWR|8ZMB|9DMG
587	11663 31135	   	153.51	ACR|2AART|1DMG|2CDMG|1ZMB	1aLIT|26LHND|3RCR|46CDMG|57AART|6BPWR|8ZMB|9DMG
588	16341 34123	   	153.51	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3LWND|4ASPD|568VULN|7AART|9TLV|aRCR
589	23464 34464	   	153.51	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2aRCVC|3VULN|4MBVNT|5AART|6DMG|7RCR|8ASPD|9CDMG
590	25152 24321	   	153.49	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3CGEN|4RCR|5aVULN|6LIT|7RCVC|8AART|9DMG
591	26152 24321	   	153.49	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2CGEN|3DUR|4RCR|5aVULN|6LIT|7RCVC|8AART|9DMG
592	12622 42321	   	153.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2DUST|3RCR|4DUR|57ERES|6aVULN|8AART|9DMG
593	33152 36522	   	153.48	ACR|2VULN|1AART|3DUR|1CDMG	1RMIN|2LHND|36aDUR|4RCR|58VULN|7CDMG|9AART
594	11614 32151	   	153.48	ACR|2VULN|2DMG|1CDMG	1LIT|2LHND|3RCR|4aDMG|5CDMG|68VULN|7ERES|9BASICY
595	16221 25134	   	153.48	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4LHND|5DMG|6CGEN|7LWND|89VULN|aRCR
596	16264 21133	   	153.48	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|46CGEN|5BEXP|78VULN|9DMG|aRCR
597	11663 23533	   	153.43	ACR|2DMG|1AART|1CDMG|1ZMB	1aLIT|278aLHND|3RCR|4CDMG|5AART|6ZMB|9aDMG|aBPWR
598	32123 26462	 * 	153.42	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1RMIN|23DUR|48ASPD|5DMG|6AART|7RCR|9BEXP|aVULN
599	25331 34186	   	153.41	DCR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1aDUST|2DUR|3aASPD|4RPLT|5MBVNT|6RCR|7ZMB|8DMG|9aVULN|aBPWR
600	11663 31126	   	153.41	ACR|2AART|1VULN|2CDMG|1ZMB	1LIT|26LHND|3RCR|46CDMG|57AART|6BPWR|8ZMB|9TLV|aVULN
601	11663 31134	   	153.41	ACR|2AART|1DMG|2CDMG|1ZMB	1LIT|26LHND|3RCR|46CDMG|57AART|6BPWR|8ZMB|9DMG|aERES
602	23412 22615	 * 	153.40	DCR|2DMG|3CDMG|1VULN	17aDUST|28RCVC|3VULN|45aCDMG|6RCR|9aDMG|aBPWR
603	12613 34134	   	153.38	ACR|2VULN|2DMG|1CDMG	1LIT|2DUST|3RCR|4aDMG|58VULN|6ERES|7MBVNT|9CDMG
604	16221 15134	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4LHND|5DMG|6ERES|7LWND|89VULN|aRCR
605	16221 22134	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4LHND|5DMG|6CGEN|7DUST|89VULN|aRCR
606	16221 62134	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4LHND|5DMG|6BEXP|7ERES|89VULN|aRCR
607	16234 61133	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4ERES|56BEXP|78VULN|9DMG|aRCR
608	16236 11153	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	15LIT|2CDMG|3AART|4ERES|6LWND|78VULN|9DMG|aRCR
609	16236 41133	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	15LIT|2CDMG|3AART|4ERES|6FEWX|78VULN|9DMG|aRCR
610	11643 31136	   	153.36	ACR|2AART|1DMG|1VULN|1ZMB|1SELL	16LIT|26LHND|3RCR|4SELL|57AART|6BPWR|8ZMB|9DMG|aVULN
611	32452 62222	   	153.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|29DUR|3LHND|4RCR|5VULN|6DMG|7AART|8FEWX|aCDMG
612	32552 62222	   	153.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|29DUR|3LWND|4RCR|5VULN|6DMG|7AART|8FEWX|aCDMG
613	33152 62222	   	153.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|2LHND|39DUR|4RCR|5VULN|6DMG|7AART|8FEWX|aCDMG
614	33252 62322	   	153.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|2LHND|3FEWX|4RCR|5VULN|6DMG|7AART|89DUR|aCDMG
615	32123 26432	   	153.32	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1RMIN|23DUR|48ASPD|5DMG|6AART|7RCR|9DUST|aVULN
616	11614 13115	   	153.31	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LIT|2LHND|3RCR|4DMG|5CDMG|6FEWX|7CGEN|8VULN|9AART|aZMB
617	16221 12134	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4LHND|5DMG|6ERES|7DUST|89VULN|aRCR
618	16221 52134	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|4LHND|5DMG|6DUST|7ERES|89VULN|aRCR
619	16231 11153	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|45ERES|6LWND|78VULN|9DMG|aRCR
620	16231 41133	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|45ERES|6FEWX|78VULN|9DMG|aRCR
621	16234 11133	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3AART|46ERES|5BEXP|78VULN|9DMG|aRCR
622	11663 23111	   	153.23	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|27LHND|3RCR|4CDMG|5AART|6ZMB|8aVULN|9RPLT
623	11663 26111	   	153.23	ACR|2VULN|1AART|1CDMG|1ZMB	17LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|8aVULN|9RPLT
624	11614 12115	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LHND|3RCR|4DMG|5CDMG|6FEWX|7ERES|8VULN|9AART|aZMB
625	12662 21115	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5MLV|6DMG|7LHND|8VULN|9AART|aZMB
626	32125 36242	 * 	153.19	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	1RMIN|23DUR|4ASPD|5aVULN|67ZMB|8AART|9RCR
627	65111 23422	   	153.18	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	157DUR|2RCVC|3LHND|4CDMG|6RCR|8AART|9VULN|aZMB
628	65311 23422	   	153.18	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	157DUR|2RCVC|3FEWX|4CDMG|6RCR|8AART|9VULN|aZMB
629	12663 23632	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7LHND|89VULN|aLWND
630	12663 23633	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1aLIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7LHND|89VULN
631	12663 26111	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	17LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|8aVULN|9RPLT
632	11663 22125	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	19LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7ERES|8aVULN
633	11663 22131	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1aLIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN
634	11663 22132	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN|aRMIN
635	11663 22136	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN|aBEXP
636	12663 23341	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7LHND|8MGNLIT|9aVULN
637	14663 22131	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1aLIT|2BEXP|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN
638	14663 22132	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2BEXP|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN|aRMIN
639	15663 22131	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1aLIT|2FEWX|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN
640	15663 22132	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2FEWX|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN|aRMIN
641	11614 23115	   	153.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LHND|3RCR|4DMG|5CDMG|6ERES|7DUST|8VULN|9AART|aZMB
642	12661 21115	   	153.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5ERES|6DMG|7LHND|8VULN|9AART|aZMB
643	64511 23132	   	153.07	ACR|2VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|3LWND|4LEGI|5RCR|69DMG|7LIT|8aVULN
644	12663 22125	   	153.03	ACR|2VULN|1AART|1CDMG|1ZMB	19LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7ERES|8aVULN
645	12663 22131	   	153.03	ACR|2VULN|1AART|1CDMG|1ZMB	1aLIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN
646	12663 22132	   	153.03	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN|aRMIN
647	12663 22136	   	153.03	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7ERES|89VULN|aBEXP
648	12663 23631	   	153.03	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7LHND|89VULN|aERES
649	61341 34121	   	153.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2LHND|3ASPD|4RPLT|5MBVNT|6RCR|7ZMB|8DMG|9AART|aVULN
650	66331 34121	   	153.02	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2BEXP|3ASPD|4RPLT|5MBVNT|6RCR|7ZMB|8DMG|9AART|aVULN
651	24132 26435	   	153.02	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|58aVULN|6DMG|7RCR|9BEXP
652	24332 26315	   	153.02	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2ZMB|3BEXP|4MBVNT|59aVULN|6DMG|7RCR|8DUR
653	24121 25362	 * 	152.99	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1DUST|27ZMB|3DUR|4FEWX|5RCR|6DMG|8aVULN|9FLTHEA
654	21556 21321	   	152.98	ACR|2DMG|1AART|1VULN|1DUR	1DUST|2LHND|3TLV|4RCR|5AART|6LIT|7DUR|89DMG|aVULN
655	21656 21321	   	152.98	ACR|2DMG|1AART|1VULN|1DUR	1DUST|2LHND|3ERES|4RCR|5AART|6LIT|7DUR|89DMG|aVULN
656	31136 33341	   	152.98	DCR|3VULN|1AART|1DMG	1RMIN|2DLOT|3CGEN|459VULN|6DMG|7AART|8BEXP|aRCR
