0	Index      	 *	Score 	Summary	Detail	
1	12261 51622	 * 	195.92	DCR|2AART|2VULN|2DMG|2CDMG	14CDMG|2ERES|39AART|5aDMG|68VULN|7RCR
515	12262 41236	   	166.79	DCR|2DMG|1AART|1VULN|2CDMG	14CDMG|2ERES|3AART|5BEXP|6TLV|7RCR|8aDMG|9VULN
516	12265 51232	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5RMIN|69VULN|7RCR|8DMG|aDUST
517	62233 15211	   	166.78	ACR|4VULN|1AART|1DUR	1DMSP|2DUR|3RCR|469aVULN|5RCVC|7AART|8DUST
518	12251 12634	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2ERES|3AART|4LHND|5ZMB|6RMIN|7aDMG|8VULN|9RCR
519	62231 12236	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2DUR|3RCR|4VULN|5RMIN|6ERES|7aDMG|8CDMG|9AART
520	62231 62236	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2DUR|3RCR|4VULN|5RMIN|6TLV|7aDMG|8CDMG|9AART
521	26116 25321	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	13DUR|2MGNLIT|4VULN|5RCR|69DMG|7CDMG|8LIT|aAART
522	12231 31362	   	166.69	DCR|2AART|3CDMG|1VULN|1DMG	19aCDMG|2ERES|34AART|5DMG|6DUST|7RCR|8VULN
523	12261 51232	   	166.69	DCR|2VULN|1AART|2CDMG|1DMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8NUKE|aDUST
524	12263 41236	   	166.69	DCR|2DMG|1AART|1VULN|2CDMG	14CDMG|2ERES|3AART|5DUST|6TLV|7RCR|8aDMG|9VULN
525	12251 32634	   	166.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2ERES|3AART|4LHND|5ZMB|6TLV|7aDMG|8VULN|9RCR
526	15531 74442	   	166.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LIT|3MBVNT|456VULN|7AART|8BEXP|9DMG|aRCR
527	24164 23311	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2RPLT|3TLV|4AART|569VULN|7DMG|8RCR|aLWND
528	22222 35111	   	166.50	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1SELL	12DUR|3RCR|4CGEN|5CDMG|6SELL|7AART|8DMG|9ZMB|aVULN
529	62233 15361	   	166.43	ACR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|3RCR|469VULN|5RCVC|7AART|8CDMG|aLIT
530	62233 15363	   	166.43	ACR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|3RCR|469VULN|5RCVC|7AART|8CDMG|aMLV
531	11214 41213	   	166.43	DCR|3AART|1VULN|1DMG|2CDMG	13CDMG|2VULN|4RCVC|5LWND|69aAART|7RCR|8DMG
532	24164 23313	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2RPLT|3TLV|4AART|569VULN|7DMG|8RCR|aERES
533	22212 35111	   	166.40	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1SELL	12DUR|3RCR|4ERES|5CDMG|6SELL|7AART|8DMG|9ZMB|aVULN
534	25233 12251	   	166.40	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|2FEWX|3RCR|45RCVC|6aVULN|79DMG|8CDMG
535	35233 41422	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2RMIN|3RCR|4ZMB|578VULN|6CGEN|9AART|aCDMG
536	45233 11422	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2RMIN|3RCR|4ZMB|578VULN|6ERES|9AART|aCDMG
537	12153 53533	   	166.33	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR|1ASPD	18CDMG|2ERES|38LWND|4ASPD|5RCR|6ZMB|78VULN|8BPWR|9AART|aDUR
538	22233 15142	   	166.30	ACR|2VULN|1AART|1DMG|3DUR	129DUR|3RCR|46VULN|5RCVC|7AART|8DMG|aLHND
539	22233 15143	   	166.30	ACR|2VULN|1AART|1DMG|3DUR	129DUR|3RCR|46VULN|5RCVC|7AART|8DMG|aLIT
540	22235 53233	   	166.27	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4VULN|5CDMG|6ZMB|7ASPD|8LWND|9aDMG
541	22234 13451	   	166.27	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|47VULN|5LWND|6CDMG|8ZMB|9DMG|aASPD
542	11364 32363	   	166.25	DCR|2VULN|2DMG|2CDMG|1ASPD|1DUR	14CDMG|28VULN|3RPLT|5DUR|6ASPD|7aDMG|9RCR
543	12261 51252	   	166.24	DCR|1AART|3CDMG|1VULN|1DMG|1ZMB	14aCDMG|2ERES|3AART|5DMG|6VULN|7RCR|8NUKE|9ZMB
544	62232 32253	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2DUR|3RCR|4VULN|56BEXP|79DMG|8CDMG|aAART
545	66231 32253	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2FEWX|3RCR|4VULN|5RMIN|6ASPD|79DMG|8CDMG|aAART
546	22161 44123	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|35DMG|45BEXP|5BPWR|6CDMG|7RCVC|8VULN|9RCR|aAART
547	22233 15144	   	166.20	ACR|2VULN|1AART|1DMG|3DUR	129DUR|3RCR|46VULN|5RCVC|7AART|8DMG|aDUST
548	22233 15145	   	166.20	ACR|2VULN|1AART|1DMG|3DUR	129DUR|3RCR|46VULN|5RCVC|7AART|8DMG|aLSRHEA
549	22233 15146	   	166.20	ACR|2VULN|1AART|1DMG|3DUR	129DUR|3RCR|46VULN|5RCVC|7AART|8DMG|aBASHEA
550	11221 13621	   	166.14	DCR|3VULN|1DMG|2CDMG|1ZMB	13CDMG|259VULN|4SNIHEL|6DMG|7RCR|8LIT|aZMB
551	62231 12253	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2DUR|3RCR|4VULN|5RMIN|6ERES|79DMG|8CDMG|aAART
552	62231 62253	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2DUR|3RCR|4VULN|5RMIN|6TLV|79DMG|8CDMG|aAART
553	22232 62251	   	166.08	ACR|2VULN|2AART|3DUR|1ZMB	128DUR|3RCR|48VULN|58BEXP|6RPLT|7aAART|8BPWR|9ZMB
554	22231 31646	   	166.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3RCR|47VULN|5RMIN|6ASPD|8AART|9MLV|aDMG
555	22121 44123	   	166.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|35DMG|45DUST|5BPWR|6CDMG|7RCVC|8VULN|9RCR|aAART
556	61234 13537	   	166.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2MBVNT|3LWND|47VULN|5RCR|6CDMG|8ZMB|9AART|aDMG
557	22235 53523	 * 	165.94	ACR|1AART|1VULN|2CDMG|2ASPD|2DUR|1ZMB	12DUR|3RCR|4VULN|59CDMG|6ZMB|7aASPD|8AART
