0	Index      	 *	Score 	Summary	Detail	
1	31133 13245	 * 	201.52	DCR|3VULN|3ZMB|1AART|1DMG|1CDMG	18aZMB|2CDMG|38aVULN|4FEWX|5DMG|68aBEXP|7RCR|8aBPWR|9AART
511	11611 21332	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3RPLT|49VULN|5AART|6CDMG|7DMG|8CGEN|aASPD
512	11611 21443	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3RPLT|48VULN|5AART|6CDMG|7DMG|9LWND|aDUR
513	12434 32153	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3LIT|46VULN|5AART|7DMG|8BEXP|9ASPD|aCDMG
514	12434 32253	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3LIT|46VULN|5AART|7DMG|8FEWX|9ASPD|aCDMG
515	12434 32353	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3LIT|46VULN|5AART|7DMG|8LHND|9ASPD|aCDMG
516	12611 21443	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3RPLT|48VULN|5AART|6CDMG|7DMG|9LWND|aDUR
517	16611 21232	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2MLV|3RPLT|49VULN|5AART|6CDMG|7DMG|8ERES|aASPD
518	16611 21423	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3RPLT|48VULN|5AART|6CDMG|7DMG|9DUST|aDUR
519	16611 21632	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2MLV|3RPLT|49VULN|5AART|6CDMG|7DMG|8TLV|aASPD
520	12611 21561	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2TLV|3RPLT|4VULN|5AART|6CDMG|7aDMG|8DUR|9LHND
521	11213 61142	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|59DMG|6DUST|8DMSP
522	11214 61142	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|5DUST|69DMG|8DMSP
523	11222 12542	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|26ERES|3CDMG|4LWND|57aVULN|89DMG
524	12212 12542	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|25TLV|3CDMG|47aVULN|6BEXP|89DMG
525	12214 61142	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|3CDMG|47aVULN|5DUST|69DMG|8DMSP
526	11224 63362	   	173.90	ACR|2DMG|2AART|2CDMG|1ZMB	1RCR|27ERES|37CDMG|4LWND|5DUST|67DMG|7BPWR|8aAART|9ZMB
527	12224 63362	   	173.90	ACR|2DMG|2AART|2CDMG|1ZMB	1RCR|27TLV|37CDMG|4LWND|5DUST|67DMG|7BPWR|8aAART|9ZMB
528	11631 36242	   	173.89	ACR|3VULN|2DMG|1CDMG|1SELL	1RCR|27ERES|3RPLT|4MLV|57aVULN|67DMG|7BPWR|8CDMG|9SELL
529	11211 64314	   	173.84	ACR|4VULN|3CDMG|1ZMB	1RCR|2ERES|357CDMG|468aVULN|9ZMB
530	12211 64314	   	173.84	ACR|4VULN|3CDMG|1ZMB	1RCR|2TLV|357CDMG|468aVULN|9ZMB
531	11232 41154	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4LIT|5AART|6DUR|7CANHEL|8aVULN|9DMG
532	11611 21423	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3RPLT|48VULN|5AART|6CDMG|7DMG|9DUST|aDUR
533	11611 21632	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3RPLT|49VULN|5AART|6CDMG|7DMG|8TLV|aASPD
534	12611 21232	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3RPLT|49VULN|5AART|6CDMG|7DMG|8ERES|aASPD
535	12611 21423	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3RPLT|48VULN|5AART|6CDMG|7DMG|9DUST|aDUR
536	12212 22652	   	173.83	ACR|3VULN|2DMG|1CDMG	1RCR|25TLV|3CDMG|47aVULN|6MBVNT|89DMG
537	54215 31131	   	173.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2LHND|3CDMG|47VULN|5RCR|6ZMB|8AART|9DUR|aDMG
538	33631 26241	 * 	173.60	DCR|3DMG|3ZMB|1VULN|2DUR	13aZMB|2ERES|4aDUR|5VULN|6LHND|79aDMG|8RCR|aBPWR
539	31616 11131	   	173.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3LHND|47VULN|5RCR|6ERES|8AART|9DUR|aDMG
540	34216 11131	   	173.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2LHND|3CDMG|47VULN|5RCR|6ERES|8AART|9DUR|aDMG
541	11612 22543	   	173.44	ACR|3VULN|1AART|1DMG|1DUR	1RCR|25ERES|3RPLT|48aVULN|6DUR|7DMG|9AART
542	11213 55512	 * 	173.34	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2ERES|3CDMG|4aVULN|5aDMG|6LIT|7aZMB|8CANSTR|9LWND|aBPWR
543	11222 45231	   	173.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4LWND|5VULN|6AART|7RCVC|8aDMG|9DUR
544	11222 45233	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4LWND|5aVULN|6AART|7RCVC|8DMG|9DUR
545	12222 45231	   	173.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2TLV|3CDMG|4LWND|5VULN|6AART|7RCVC|8aDMG|9DUR
546	12222 45233	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CDMG|4LWND|5aVULN|6AART|7RCVC|8DMG|9DUR
547	11232 11151	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2ERES|3aCDMG|4LIT|5AART|6LHND|7aCANHEL|8VULN|9aDMG|aBPWR
548	11232 51151	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2ERES|3aCDMG|4LIT|5AART|6FEWX|7aCANHEL|8VULN|9aDMG|aBPWR
549	11232 61151	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2ERES|3aCDMG|4LIT|5AART|6LWND|7aCANHEL|8VULN|9aDMG|aBPWR
550	14226 23633	   	173.30	ACR|2VULN|2AART|1DMG|1ZMB	1RCR|2RCVC|37VULN|4LEGI|5ZMB|6DUST|8DMG|9aAART
551	14412 23633	   	173.30	ACR|2VULN|2AART|1DMG|1ZMB	1RCR|2RCVC|3LEGI|4ZMB|57VULN|6DUST|8DMG|9aAART
552	12212 51231	   	173.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|25TLV|3CDMG|4VULN|6AART|7LWND|8aDMG|9DUR
553	12212 51233	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|25TLV|3CDMG|4aVULN|6AART|7LWND|8DMG|9DUR
554	14214 26211	   	173.12	ACR|3VULN|2DMG|2DUR	1RCR|24RCVC|38aVULN|5aDUR|68LHND|78DMG|8aBPWR|9aBEXP
555	14243 16211	   	173.12	ACR|3VULN|2DMG|2DUR	1RCR|26RCVC|38aVULN|4aDUR|58LHND|78DMG|8aBPWR|9aBEXP
556	14215 13251	   	173.12	ACR|3VULN|2DMG|2DUR	1RCR|24RCVC|38aVULN|5aDMG|68FEWX|78LHND|8aBPWR|9aDUR
557	16211 51631	   	173.01	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|28MLV|35CDMG|48VULN|6AART|78LWND|8BPWR|9RMIN|aDMG
558	11211 53463	   	172.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1RCR|27ERES|35CDMG|4VULN|6AART|8ZMB|9DMG|aASPD
559	13332 23251	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|28aLHND|3aDMG|4RCVC|578VULN|68DUST|8aBPWR|9aDUR
560	14213 26251	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|24RCVC|38aVULN|5aDUST|68LHND|78DMG|8aBPWR|9aDUR
561	14213 46211	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|24RCVC|38aVULN|5aDUST|68DUR|78DMG|8aBPWR|9aBEXP
562	14213 53251	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|24RCVC|38aVULN|5aDUST|68DMG|78LHND|8aBPWR|9aDUR
563	14253 42113	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|2RCVC|37aVULN|48aCGEN|57DMG|67DUR|7aBPWR|9aTLV
564	14253 42331	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|2RCVC|379VULN|4CGEN|57DMG|67DUR|7BPWR|8BELT|aLWND
565	14253 42333	   	172.92	ACR|3VULN|2DMG|2DUR	1RCR|2RCVC|379VULN|4CGEN|57DMG|67DUR|7BPWR|8BELT|aBEXP
566	11641 33113	   	172.84	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ERES|3RPLT|4ASPD|589VULN|6DMG|7AIRHEL|aAART
567	11641 36113	   	172.84	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ERES|3RPLT|4ASPD|589VULN|6DMG|7LSRHEA|aAART
568	13351 36413	   	172.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LHND|36DMG|4LWND|5DUR|7AART|8VULN|9RMIN|aCDMG
569	16213 51225	   	172.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2MLV|3CDMG|4VULN|5aDMG|69LIT|7AART|8DUR
570	13332 23451	   	172.82	ACR|3VULN|2DMG|2DUR	1RCR|2aLHND|3aDMG|4RCVC|578VULN|6DUST|9aDUR|aBPWR
571	13332 23651	   	172.82	ACR|3DMG|2VULN|2DUR	1RCR|2aLHND|38aDMG|4RCVC|57VULN|6DUST|9aDUR|aBPWR
572	13332 25541	   	172.82	ACR|3DMG|2VULN|2DUR	1RCR|2aLHND|39aDMG|4RCVC|58VULN|6DUST|7aDUR|aBPWR
573	14213 46221	   	172.82	ACR|3VULN|2DMG|2DUR	1RCR|24RCVC|389VULN|5DUST|68DUR|78DMG|8BPWR|aLWND
574	11211 51631	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|28ERES|35CDMG|48VULN|6AART|78LWND|8BPWR|9RMIN|aDMG
575	12211 51631	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|28TLV|35CDMG|48VULN|6AART|78LWND|8BPWR|9RMIN|aDMG
576	16211 51211	   	172.81	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29MLV|35CDMG|4VULN|6AART|7LWND|8aDMG
577	16211 51221	   	172.81	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|7LWND|8aDMG|9BELT
578	16211 51222	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2MLV|35CDMG|4aVULN|6AART|7LWND|8DMG|9BELT
579	16211 51233	   	172.81	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|7LWND|89DMG|aFEWX
580	16211 51234	   	172.81	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|7LWND|89DMG|aCGEN
581	16211 51251	   	172.81	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|79LWND|8aDMG
582	16211 51331	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2MLV|35CDMG|48VULN|6AART|7LWND|9RMIN|aDMG
583	16211 55231	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2MLV|35CDMG|49VULN|6AART|7RPLT|8LWND|aDMG
584	11321 52663	   	172.76	ACR|2AART|2VULN|1CDMG|1DUR|1ASPD	1RCR|23ERES|45AART|6DUR|79VULN|8CDMG|aASPD
585	11213 51225	   	172.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4VULN|5aDMG|69LIT|7AART|8DUR
586	11213 51255	   	172.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4VULN|5aDMG|6LIT|7AART|8DUR|9DMSP
587	12252 26313	   	172.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2TLV|3CDMG|48DMG|5ASPD|6RPLT|7AART|9MLV|aVULN
588	12252 26363	   	172.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2TLV|3CDMG|48DMG|5ASPD|6RPLT|7AART|9CGEN|aVULN
589	11211 51251	   	172.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2ERES|35CDMG|4VULN|6AART|79LWND|8aDMG
590	11211 51253	   	172.71	ACR|2VULN|1AART|2CDMG|1DMG	1RCR|2ERES|35CDMG|4aVULN|6AART|79LWND|8DMG
591	11211 51331	   	172.71	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2ERES|35CDMG|48VULN|6AART|7LWND|9RMIN|aDMG
592	11211 55231	   	172.71	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2ERES|35CDMG|49VULN|6AART|7RPLT|8LWND|aDMG
593	11211 56621	   	172.71	ACR|2VULN|1AART|2CDMG|1DMG	1RCR|2ERES|35CDMG|48VULN|6AART|7MLV|9LWND|aDMG
594	12211 51251	   	172.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2TLV|35CDMG|4VULN|6AART|79LWND|8aDMG
595	12211 51331	   	172.71	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2TLV|35CDMG|48VULN|6AART|7LWND|9RMIN|aDMG
596	12211 55231	   	172.71	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2TLV|35CDMG|49VULN|6AART|7RPLT|8LWND|aDMG
597	12211 56621	   	172.71	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2TLV|35CDMG|48VULN|6AART|7MLV|9LWND|aDMG
598	16211 51232	   	172.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|7LWND|89DMG|aERES
599	16211 51241	   	172.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|7LWND|8aDMG|9LEGI
600	16211 53621	   	172.71	ACR|2VULN|1AART|2CDMG|1DMG	1RCR|2MLV|35CDMG|48VULN|6AART|7ERES|9LWND|aDMG
601	51135 61111	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2CDMG|37VULN|4FEWX|5RCR|6aDMG|8DMSP|9AART
602	51215 61111	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2CDMG|3FEWX|47VULN|5RCR|6aDMG|8DMSP|9AART
603	63215 61111	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2LHND|3CDMG|47VULN|5RCR|6aDMG|8DMSP|9AART
604	14246 32223	 * 	172.66	ACR|4VULN|3ZMB|1DUR	1RCR|2RCVC|379aVULN|4DUR|57aZMB|67aMLV|7aBPWR|8RMIN
605	11213 51235	   	172.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|29ERES|3CDMG|4VULN|5aDMG|6LIT|7AART|8DUR
606	11213 51265	   	172.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4VULN|5aDMG|6LIT|7AART|8DUR|9DUST
607	11213 51643	   	172.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|28ERES|3CDMG|4VULN|59DMG|6LIT|7AART|aDUR
608	16611 31121	   	172.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2MLV|3RPLT|46VULN|5AART|7ASPD|89DUR|aDMG
609	11611 35162	   	172.62	ACR|3VULN|2AART|2DUR	1RCR|2ERES|3RPLT|469VULN|5aAART|78DUR
610	12611 35162	   	172.62	ACR|3VULN|2AART|2DUR	1RCR|2TLV|3RPLT|469VULN|5aAART|78DUR
611	11211 51241	   	172.61	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2ERES|35CDMG|4VULN|6AART|7LWND|8aDMG|9LEGI
612	11211 51243	   	172.61	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2ERES|35CDMG|4aVULN|6AART|7LWND|8DMG|9LEGI
613	12211 51241	   	172.61	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2TLV|35CDMG|4VULN|6AART|7LWND|8aDMG|9LEGI
614	12211 51243	   	172.61	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2TLV|35CDMG|4aVULN|6AART|7LWND|8DMG|9LEGI
615	12211 53616	   	172.61	ACR|2VULN|1AART|2CDMG|1DMG	1RCR|2TLV|35CDMG|48VULN|6AART|7ERES|9RPLT|aDMG
616	12211 53621	   	172.61	ACR|2VULN|1AART|2CDMG|1DMG	1RCR|2TLV|35CDMG|48VULN|6AART|7ERES|9LWND|aDMG
617	14213 46222	   	172.57	ACR|3VULN|2DMG|2DUR|1SELL	1RCR|24RCVC|389VULN|5DUST|68DUR|78DMG|8BPWR|aSELL
618	11211 64336	   	172.54	ACR|3VULN|3CDMG|1AART	1RCR|2ERES|357CDMG|468VULN|9AART|aCGEN
619	12211 64336	   	172.54	ACR|3VULN|3CDMG|1AART	1RCR|2TLV|357CDMG|468VULN|9AART|aCGEN
620	16211 64333	   	172.54	ACR|3VULN|3CDMG|1AART	1RCR|2MLV|357CDMG|468VULN|9AART|aLSRHEA
621	11611 31121	   	172.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2ERES|3RPLT|46VULN|5AART|7ASPD|89DUR|aDMG
622	12611 31121	   	172.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2TLV|3RPLT|46VULN|5AART|7ASPD|89DUR|aDMG
623	11211 64333	   	172.44	ACR|3VULN|3CDMG|1AART	1RCR|2ERES|357CDMG|468VULN|9AART|aLSRHEA
624	11211 64334	   	172.44	ACR|3VULN|3CDMG|1AART	1RCR|2ERES|357CDMG|468VULN|9AART|aTLV
625	11211 64335	   	172.44	ACR|3VULN|3CDMG|1AART	1RCR|2aERES|357CDMG|468VULN|9AART
626	12211 64333	   	172.44	ACR|3VULN|3CDMG|1AART	1RCR|2TLV|357CDMG|468VULN|9AART|aLSRHEA
627	12211 64334	   	172.44	ACR|3VULN|3CDMG|1AART	1RCR|2aTLV|357CDMG|468VULN|9AART
628	12211 64335	   	172.44	ACR|3VULN|3CDMG|1AART	1RCR|2TLV|357CDMG|468VULN|9AART|aERES
629	14246 23223	 * 	172.38	ACR|4VULN|2ZMB|1FLTHEA|1DUR	1RCR|2RCVC|3789VULN|4DUR|58ZMB|68DUST|8BPWR|aFLTHEA
630	11321 21416	   	172.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|23ERES|45AART|6CDMG|7VULN|8ZMB|9RPLT|aDMG
631	11321 21421	   	172.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|23ERES|45AART|6CDMG|7VULN|8ZMB|9LWND|aDMG
632	11321 21461	   	172.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|23ERES|45AART|6CDMG|7VULN|8ZMB|9DMG|aLHND
633	11321 21462	   	172.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|23ERES|45AART|6CDMG|7VULN|8ZMB|9DMG|aLWND
634	16611 35113	   	172.27	ACR|3VULN|1AART|2DUR|1ZMB	1RCR|2MLV|3RPLT|46aVULN|5AART|78DUR|9ZMB
635	14246 23231	   	172.26	ACR|4VULN|3ZMB|1DUR	1RCR|2RCVC|378aVULN|4DUR|58aZMB|68aDUST|8aBPWR|9LEGI
636	11321 21465	   	172.26	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|23ERES|45AART|6CDMG|7VULN|8ZMB|9DMG|aDUST
637	11213 41345	   	172.26	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2ERES|3CDMG|47VULN|5aDMG|6DUR|8MLV|9ASPD
638	13351 33313	   	172.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LHND|36DMG|4LWND|5DUR|7VULN|8AART|9RMIN|aCDMG
639	16213 22463	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2MLV|3CDMG|49VULN|5DMG|6DMSP|7RMIN|8AART|aASPD
640	16213 32463	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2MLV|3CDMG|49VULN|5DMG|6RCVC|7RMIN|8AART|aASPD
641	16222 21132	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|4LWND|57VULN|6RMIN|8AART|9DMG|aDUR
642	16242 62331	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2MLV|3CDMG|4CGEN|5ASPD|67VULN|8AART|9RMIN|aDMG
643	31133 13265	 * 	172.23	DCR|2VULN|2DMG|2CDMG|2ZMB	18ZMB|29CDMG|38VULN|4FEWX|5aDMG|68BEXP|7RCR|8BPWR
644	12611 35113	   	172.17	ACR|3VULN|1AART|2DUR|1ZMB	1RCR|2TLV|3RPLT|46aVULN|5AART|78DUR|9ZMB
645	11242 62331	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4CGEN|5ASPD|67VULN|8AART|9RMIN|aDMG
646	12213 33661	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CDMG|49VULN|5CGEN|6BELT|7DUR|8AART|aDMG
647	12242 62331	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3CDMG|4CGEN|5ASPD|67VULN|8AART|9RMIN|aDMG
648	11213 22463	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|49VULN|5DMG|6DMSP|7RMIN|8AART|aASPD
649	11213 32463	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|49VULN|5DMG|6RCVC|7RMIN|8AART|aASPD
650	12222 21131	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CDMG|4LWND|57VULN|6RMIN|8AART|9DUR|aDMG
651	14223 31131	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RCVC|37VULN|4LEGI|5LHND|6CDMG|8AART|9DUR|aDMG
652	31133 13242	   	172.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18ZMB|2CDMG|38VULN|4FEWX|5DMG|68BEXP|7RCR|8BPWR|9AART|aMLV
653	31133 13244	   	172.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18ZMB|2CDMG|38VULN|4FEWX|5DMG|68BEXP|7RCR|8BPWR|9AART|aLHND
654	31155 13242	   	172.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18ZMB|2CDMG|38VULN|4DMG|5FEWX|68BEXP|7RCR|8BPWR|9AART|aMLV
655	31213 13241	   	172.13	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	18ZMB|2CDMG|38FEWX|4VULN|5aDMG|68BEXP|7RCR|8BPWR|9AART
656	31213 13243	   	172.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18ZMB|2CDMG|38FEWX|4aVULN|5DMG|68BEXP|7RCR|8BPWR|9AART
657	31133 13145	   	172.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aZMB|2CDMG|3aVULN|4FEWX|5DMG|68aBEXP|7RCR|9AART|aBPWR
658	31114 51335	 * 	172.12	DCR|3VULN|2AART|1CDMG|1ZMB	1ZMB|2CDMG|348VULN|5LHND|6aAART|7LWND|9RCR
659	35542 12223	 * 	172.07	ACR|4VULN|3ZMB|3DUR	17aZMB|2TLV|379aVULN|47aDUR|5RCR|6RCVC|7aBPWR|8RMIN
660	11242 62361	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4CGEN|5ASPD|67VULN|8AART|9TLV|aDMG
661	11262 62431	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4TLV|5ASPD|67VULN|8AART|9RMIN|aDMG
662	12222 11131	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CDMG|4LWND|57VULN|6ERES|8AART|9DUR|aDMG
663	31122 51261	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|3VULN|4RMIN|5ASPD|6AART|7LWND|8aDMG|9RCR
664	31122 51263	   	172.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|3aVULN|4RMIN|5ASPD|6AART|7LWND|8DMG|9RCR
665	35542 22223	   	171.97	ACR|4VULN|3ZMB|3DUR	17aZMB|26TLV|379aVULN|47aDUR|5RCR|7aBPWR|8RMIN
666	16242 26223	   	171.93	ACR|2VULN|2DMG|2CDMG|1ASPD	1RCR|28MLV|38CDMG|4CGEN|5ASPD|6RPLT|78DMG|8BPWR|9aVULN
667	16252 26221	   	171.93	ACR|2VULN|2DMG|2CDMG|1ASPD	1RCR|2aMLV|3aCDMG|47DMG|5ASPD|6RPLT|8RMIN|9aVULN|aBPWR
668	16611 31232	   	171.83	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2MLV|3RPLT|46VULN|5aAART|7ASPD|8RCVC|9DMG
669	11211 61354	   	171.75	ACR|4VULN|2CDMG|2ZMB	1RCR|2aERES|35CDMG|467aVULN|8aZMB|9RMIN|aBPWR
670	12211 61354	   	171.75	ACR|4VULN|2CDMG|2ZMB	1RCR|2aTLV|35CDMG|467aVULN|8aZMB|9RMIN|aBPWR
671	11611 31231	   	171.73	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2ERES|3RPLT|46VULN|59AART|7ASPD|8RCVC|aDMG
672	12434 15112	   	171.73	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2TLV|3LIT|47VULN|59AART|6ASPD|8BEXP|aDMG
673	12434 15212	   	171.73	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2TLV|3LIT|47VULN|59AART|6ASPD|8FEWX|aDMG
674	12434 31611	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	1RCR|2TLV|3LIT|46VULN|59AART|7RMIN|8DUR|aDMG
675	12434 32315	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	1RCR|2TLV|3LIT|46VULN|5aAART|7DMG|8LHND|9DUR
676	12434 33311	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	1RCR|2TLV|3LIT|46VULN|57AART|8DUR|9MLV|aDMG
677	12611 31231	   	171.73	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2TLV|3RPLT|46VULN|59AART|7ASPD|8RCVC|aDMG
