0	Index      	 *	Score 	Summary	Detail	
1	31212 45353	 * 	205.69	ACR|3DMG|2VULN|1AART|2ASPD|1CDMG	1aVULN|2LIT|35aDMG|4RCR|6CDMG|7AART|8FEWX|9aASPD|aBPWR
505	36421 13633	   	178.27	ACR|3VULN|1AART|1DMG|2CDMG	127VULN|3LIT|47LHND|5RCR|67CDMG|7BPWR|8DMG|9RCVC|aAART
506	32311 22216	   	178.16	ACR|3VULN|2DMG|1ZMB|1ASPD|1DUR	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6CGEN|8ZMB|9DUR
507	32311 22356	   	178.16	ACR|3VULN|2DMG|1ZMB|1ASPD|1DUR	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6CGEN|8DUR|9ZMB
508	36311 22216	   	178.16	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	127VULN|3aDMG|4RCR|5ASPD|6CGEN|8ZMB|9DUR
509	36311 22356	   	178.16	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	127VULN|3aDMG|4RCR|5ASPD|6CGEN|8DUR|9ZMB
510	32331 35465	   	178.11	DCR|3VULN|2DMG|1AART|1ASPD	128VULN|28BPWR|38DMG|4LHND|5ASPD|68TLV|7MBVNT|9RCR|aAART
511	22461 33336	   	178.08	ACR|3VULN|2DMG|2ASPD|1CDMG	1aERES|267VULN|3aDMG|4LIT|5RCR|8CDMG|9aASPD|aBPWR
512	32311 32216	   	178.06	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6TLV|8ZMB|9DUR
513	32311 32356	   	178.06	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6TLV|8DUR|9ZMB
514	36311 32216	   	178.06	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	127VULN|3aDMG|4RCR|5ASPD|6TLV|8ZMB|9DUR
515	36311 32356	   	178.06	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	127VULN|3aDMG|4RCR|5ASPD|6TLV|8DUR|9ZMB
516	35314 22326	   	178.06	ACR|3VULN|1AART|1DMG|2ZMB	157VULN|2RCVC|3DMG|4RCR|6LHND|8aZMB|9AART
517	31216 11115	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	16aVULN|2LIT|3DMG|4RCR|5FEWX|7ASPD|8AART|9ZMB
518	32314 13512	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8AART|9BEXP|aDUR
519	32314 13521	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8AART|9DUR|aCGEN
520	32314 26523	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|67LHND|8AART|9DUR|aZMB
521	36314 13512	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|3DMG|4RCR|6MLV|7ZMB|8AART|9BEXP|aDUR
522	36314 13521	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|3DMG|4RCR|6MLV|7ZMB|8AART|9DUR|aCGEN
523	32314 53512	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8AART|9BEXP|aDUR
524	32314 53521	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8AART|9DUR|aCGEN
525	32311 22543	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9CANHEL|aZMB
526	36311 22543	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|3DMG|4RCR|5ASPD|6CGEN|8AART|9CANHEL|aZMB
527	32312 31115	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	12aVULN|2BPWR|3DMG|4RCR|5LIT|6DUST|7ASPD|8AART|9ZMB
528	36312 31115	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	12aVULN|3DMG|4RCR|5LIT|6DUST|7ASPD|8AART|9ZMB
529	31512 33344	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	167VULN|2LIT|3CGEN|4RCR|5aDMG|8CDMG|9ZMB
530	32312 56613	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	129VULN|2BPWR|38DMG|4RCR|5LIT|6RMIN|7CDMG|aZMB
531	35314 22531	   	177.90	ACR|4VULN|1AART|1DMG	157aVULN|2RCVC|3DMG|4RCR|6LHND|8AART|9RPLT
532	35314 42331	   	177.90	ACR|4VULN|1AART|1DMG	157aVULN|2RCVC|3DMG|4RCR|6FEWX|8AART|9RPLT
533	31212 14126	   	177.89	ACR|3VULN|2DMG|1AART	19aVULN|2aLIT|35DMG|4RCR|6LWND|7aCGEN|8AART|aBPWR
534	31212 15126	   	177.89	ACR|3VULN|2DMG|1AART	19aVULN|2aLIT|35DMG|4RCR|6LWND|7aMLV|8AART|aBPWR
535	31212 64126	   	177.89	ACR|3VULN|2DMG|1AART	19aVULN|2aLIT|35DMG|4RCR|6LHND|7aCGEN|8AART|aBPWR
536	31212 65126	   	177.89	ACR|3VULN|2DMG|1AART	19aVULN|2aLIT|35DMG|4RCR|6LHND|7aMLV|8AART|aBPWR
537	32312 12223	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7RPLT|8AART|9aMLV
538	32312 14136	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7aCGEN|8AART|9DMSP
539	32312 15136	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7aMLV|8AART|9DMSP
540	32312 21223	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6RPLT|7LHND|8AART|9aMLV
541	32312 62223	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7RPLT|8AART|9aMLV
542	32312 64136	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7aCGEN|8AART|9DMSP
543	32312 65136	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7aMLV|8AART|9DMSP
544	36312 12223	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7RPLT|8AART|9aMLV|aBPWR
545	36312 14136	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7aCGEN|8AART|9DMSP|aBPWR
546	36312 15136	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7aMLV|8AART|9DMSP|aBPWR
547	36312 21223	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6RPLT|7LHND|8AART|9aMLV|aBPWR
548	36312 62223	   	177.89	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LHND|7RPLT|8AART|9aMLV|aBPWR
549	32311 32543	   	177.84	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9CANHEL|aZMB
550	32311 42543	   	177.84	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9CANHEL|aZMB
551	36311 32543	   	177.84	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|3DMG|4RCR|5ASPD|6TLV|8AART|9CANHEL|aZMB
552	31211 33344	   	177.84	ACR|3VULN|2DMG|1CDMG|1ZMB	167VULN|2LIT|3aDMG|4RCR|5ERES|8CDMG|9ZMB
553	31212 23223	   	177.79	ACR|3DMG|2VULN|1AART	1aVULN|2LIT|35aDMG|4RCR|6RPLT|7LEGI|8AART|9aMLV|aBPWR
554	31213 63223	   	177.79	ACR|3VULN|2DMG|1AART	16aVULN|2LIT|3aDMG|4RCR|5RPLT|7LEGI|8AART|9aMLV|aBPWR
555	32314 63113	   	177.73	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9aRCVC
556	36314 63113	   	177.73	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|3DMG|4RCR|6AART|7CDMG|8BEXP|9aRCVC
557	31212 16126	   	177.69	ACR|3VULN|2DMG|1AART	19aVULN|2aLIT|35DMG|4RCR|6LWND|7aERES|8AART|aBPWR
558	31212 66126	   	177.69	ACR|3VULN|2DMG|1AART	19aVULN|2aLIT|35DMG|4RCR|6LHND|7aERES|8AART|aBPWR
559	32312 12243	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7RPLT|8AART|9aERES
560	32312 12263	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7RPLT|8AART|9aTLV
561	32312 16136	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7aERES|8AART|9DMSP
562	32312 21243	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6RPLT|7LHND|8AART|9aERES
563	32312 21263	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6RPLT|7LHND|8AART|9aTLV
564	32312 62243	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7RPLT|8AART|9aERES
565	32312 62263	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7RPLT|8AART|9aTLV
566	32312 66136	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7aERES|8AART|9DMSP
567	36312 12243	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7RPLT|8AART|9aERES|aBPWR
568	36312 12263	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7RPLT|8AART|9aTLV|aBPWR
569	36312 16136	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7aERES|8AART|9DMSP|aBPWR
570	36312 21243	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6RPLT|7LHND|8AART|9aERES|aBPWR
571	36312 21263	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6RPLT|7LHND|8AART|9aTLV|aBPWR
572	36312 62243	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LHND|7RPLT|8AART|9aERES|aBPWR
573	36312 62263	   	177.69	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LHND|7RPLT|8AART|9aTLV|aBPWR
574	51212 53126	   	177.69	ACR|3VULN|2DMG|1AART	1LHND|2LIT|35DMG|4RCR|6RMIN|79aVULN|8AART
575	32314 35123	   	177.65	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	125VULN|2BPWR|3DMG|4RCR|6aRCVC|7ASPD|8AART|9DUR
576	36314 35123	   	177.65	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	125VULN|3DMG|4RCR|6aRCVC|7ASPD|8AART|9DUR
577	31212 23243	   	177.59	ACR|3DMG|2VULN|1AART	1aVULN|2LIT|35aDMG|4RCR|6RPLT|7LEGI|8AART|9aERES|aBPWR
578	31212 23263	   	177.59	ACR|3DMG|2VULN|1AART	1aVULN|2LIT|35aDMG|4RCR|6RPLT|7LEGI|8AART|9aTLV|aBPWR
579	31212 34126	   	177.59	ACR|3VULN|2DMG|1AART	19aVULN|2LIT|35DMG|4RCR|6DUST|7CGEN|8AART
580	31212 35126	   	177.59	ACR|3VULN|2DMG|1AART	19aVULN|2LIT|35DMG|4RCR|6DUST|7MLV|8AART
581	31213 63243	   	177.59	ACR|3VULN|2DMG|1AART	16aVULN|2LIT|3aDMG|4RCR|5RPLT|7LEGI|8AART|9aERES|aBPWR
582	31213 63263	   	177.59	ACR|3VULN|2DMG|1AART	16aVULN|2LIT|3aDMG|4RCR|5RPLT|7LEGI|8AART|9aTLV|aBPWR
583	16334 13533	   	177.58	DCR|4VULN|1AART|1DMG|1ZMB	1BEXP|2359VULN|4DMG|6MLV|7ZMB|8AART|aRCR
584	32364 13533	   	177.58	DCR|4VULN|1AART|1DMG|1ZMB	1259VULN|2BPWR|3DMG|4BEXP|6MLV|7ZMB|8AART|aRCR
585	31212 36126	   	177.49	ACR|3VULN|2DMG|1AART	19aVULN|2LIT|35DMG|4RCR|6DUST|7ERES|8AART
586	35314 42313	   	177.45	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2RCVC|3DMG|4RCR|6FEWX|8AART|9BEXP|aCDMG
587	32261 13451	   	177.44	ACR|4VULN|3CDMG|1AART	1278VULN|278BPWR|3DUST|478LIT|5RCR|678CDMG|9AART|aDMSP
588	32642 31322	   	177.42	DCR|3VULN|1AART|1DMG|2DUR	123VULN|2BPWR|4RCVC|59DUR|6RCR|7DMG|8AART|aRMIN
589	32642 31325	   	177.42	DCR|3VULN|1AART|1DMG|2DUR	123VULN|2BPWR|4RCVC|59DUR|6RCR|7DMG|8AART|aLIT
590	36642 31322	   	177.42	DCR|3VULN|1AART|1DMG|2DUR	123VULN|4RCVC|59DUR|6RCR|7DMG|8AART|aRMIN
591	22323 33233	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ERES|27VULN|3ASPD|4DMG|5BEXP|6RCR|8ZMB|9AART|aCDMG
592	22423 33233	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ERES|27VULN|3DMG|4ASPD|5BEXP|6RCR|8ZMB|9AART|aCDMG
593	32642 31324	   	177.32	DCR|3VULN|1AART|1DMG|2DUR	123VULN|2BPWR|4RCVC|59DUR|6RCR|7DMG|8AART|aERES
594	35314 22421	   	177.30	ACR|4VULN|1AART|1DMG	157aVULN|2RCVC|3DMG|4RCR|6aLHND|8aTLV|9AART|aBPWR
595	34322 33333	   	177.29	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	17VULN|2RMIN|3ASPD|4aDMG|5DUR|6RCR|8CGEN|9AART
596	34422 33333	   	177.29	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	17VULN|2RMIN|3aDMG|4ASPD|5DUR|6RCR|8CGEN|9AART
597	32514 61221	   	177.20	ACR|4VULN|1AART|1DMG	1258VULN|28BPWR|38CGEN|4RCR|6AART|78LWND|9RCVC|aDMG
598	31512 33336	   	177.20	ACR|4VULN|1DMG|2ASPD|1CDMG	167aVULN|2LIT|3aCGEN|4RCR|5DMG|8CDMG|9aASPD|aBPWR
599	32334 61623	   	177.12	DCR|4VULN|1AART|1DMG|1ASPD	125aVULN|2BPWR|3DMG|4LHND|6AART|7LWND|8ASPD|9RCR
600	32663 31522	   	177.12	DCR|3VULN|1AART|1DMG|2DUR	123VULN|2BPWR|4LHND|5RCVC|6RCR|7DMG|8AART|9aDUR
601	32314 11324	   	177.09	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6MLV|8LWND|9AART|aLHND
602	32314 11326	   	177.09	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6MLV|8LWND|9AART|aBEXP
603	36314 11324	   	177.09	ACR|3VULN|2DMG|1AART	125VULN|37DMG|4RCR|6MLV|8LWND|9AART|aLHND
604	36314 11326	   	177.09	ACR|3VULN|2DMG|1AART	125VULN|37DMG|4RCR|6MLV|8LWND|9AART|aBEXP
605	32312 12313	   	177.09	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LWND|7RPLT|8aERES|9AART
606	32312 21313	   	177.09	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6RPLT|7LHND|8aERES|9AART
607	32312 62313	   	177.09	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6LHND|7RPLT|8aERES|9AART
608	36312 12313	   	177.09	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LWND|7RPLT|8aERES|9AART|aBPWR
609	36312 21313	   	177.09	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6RPLT|7LHND|8aERES|9AART|aBPWR
610	36312 62313	   	177.09	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5LIT|6LHND|7RPLT|8aERES|9AART|aBPWR
611	32314 11322	   	176.99	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6MLV|8LWND|9AART|aLEGI
612	32314 51324	   	176.99	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6ERES|8aLHND|9AART
613	32314 51325	   	176.99	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6ERES|8LHND|9AART|aMLV
614	36314 11322	   	176.99	ACR|3VULN|2DMG|1AART	125VULN|37DMG|4RCR|6MLV|8LWND|9AART|aLEGI
615	31212 23313	   	176.99	ACR|3DMG|2VULN|1AART	1aVULN|2LIT|35aDMG|4RCR|6RPLT|7LEGI|8aERES|9AART|aBPWR
616	31212 53425	   	176.99	ACR|3VULN|2DMG|1AART	17aVULN|2LIT|35DMG|4RCR|6RMIN|8TLV|9AART
617	31213 63313	   	176.99	ACR|3VULN|2DMG|1AART	16aVULN|2LIT|3aDMG|4RCR|5RPLT|7LEGI|8aERES|9AART|aBPWR
618	31512 41333	   	176.98	ACR|2VULN|2DMG|1AART|2ASPD	1aVULN|278LIT|3CGEN|4RCR|5aDMG|6AART|9aASPD|aBPWR
619	34612 13222	   	176.96	ACR|2VULN|2DMG|2CDMG|2DUR|1ASPD	17VULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8ASPD|9aDUR
620	31651 13433	   	176.94	ACR|4VULN|3CDMG|1AART	1378VULN|2LIT|478LWND|5RCR|678CDMG|78BPWR|9LHND|aAART
621	32451 13413	   	176.94	ACR|4VULN|3CDMG|1AART	1278VULN|278BPWR|3LIT|478LWND|5RCR|678CDMG|9CGEN|aAART
622	32312 56411	   	176.90	ACR|4VULN|1DMG|2CDMG|1DUR	1289VULN|28BPWR|3DMG|4RCR|58LIT|6RMIN|78CDMG|aDUR
623	32314 51322	   	176.89	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6ERES|8LHND|9AART|aLEGI
624	36314 51322	   	176.89	ACR|3VULN|2DMG|1AART	125VULN|37DMG|4RCR|6ERES|8LHND|9AART|aLEGI
625	32314 36326	   	176.86	ACR|3VULN|1AART|1DMG|2ZMB	125VULN|2BPWR|3DMG|4RCR|6RCVC|7LHND|8aZMB|9AART
626	32314 13124	   	176.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8LHND|9DUR|aAART
627	32314 13324	   	176.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8LWND|9DUR|aAART
628	36314 13124	   	176.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|3DMG|4RCR|6MLV|7ZMB|8LHND|9DUR|aAART
629	36314 13324	   	176.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|3DMG|4RCR|6MLV|7ZMB|8LWND|9DUR|aAART
630	32421 13422	   	176.84	ACR|4VULN|3CDMG|1AART	1278VULN|278BPWR|3LIT|478LHND|5RCR|678CDMG|9TLV|aAART
631	33361 13426	   	176.84	ACR|4VULN|3CDMG|1AART	1378VULN|2DUST|478LIT|5RCR|678CDMG|78BPWR|9MLV|aAART
632	31224 13653	 * 	176.83	DCR|3DMG|2VULN|2CDMG|1ZMB	17VULN|2LIT|378DMG|4ZMB|5BEXP|67CDMG|7BPWR|9CGEN|aRCR
633	32314 31345	   	176.83	ACR|4VULN|2DMG|1ASPD	125aVULN|2aBPWR|3aDMG|4RCR|6RCVC|7LIT|8ASPD|9aBASHEA
634	31211 41632	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|27LIT|3aDMG|4RCR|5ERES|6AART|8CDMG
635	32646 31323	   	176.76	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4aRCVC|5LHND|6RCR|7DMG|8ZMB|9AART
636	32314 23324	   	176.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6LHND|7ERES|8ZMB|9DUR|aAART
637	32314 53124	   	176.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8LHND|9DUR|aAART
638	32314 53324	   	176.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8LWND|9DUR|aAART
639	36314 23324	   	176.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|3DMG|4RCR|6LHND|7ERES|8ZMB|9DUR|aAART
640	32314 33343	   	176.73	ACR|4VULN|1AART|1DMG|1SELL	1258VULN|2BPWR|3DMG|4RCR|69RCVC|7SELL|aAART
641	36314 33343	   	176.73	ACR|4VULN|1AART|1DMG|1SELL	1258VULN|3DMG|4RCR|69RCVC|7SELL|aAART
642	31224 13633	   	176.73	DCR|3DMG|2VULN|2CDMG|1ZMB	17VULN|2LIT|378DMG|4ZMB|5BEXP|67CDMG|7BPWR|9TLV|aRCR
643	32314 34531	   	176.70	ACR|4VULN|1AART|1DMG	125aVULN|2BPWR|3DMG|4RCR|6RCVC|7LWND|8AART|9RPLT
644	32314 36531	   	176.70	ACR|4VULN|1AART|1DMG	125aVULN|2BPWR|3DMG|4RCR|6RCVC|7LHND|8AART|9RPLT
645	11212 22221	   	176.69	ACR|3DMG|2VULN|1AART	19BEXP|2LIT|359DMG|4RCR|6RPLT|79VULN|8DMSP|9BPWR|aAART
646	11213 63261	   	176.69	ACR|3DMG|2VULN|1AART	17BEXP|2LIT|379DMG|4RCR|5RPLT|67VULN|7BPWR|8DMSP|aAART
647	31213 13261	   	176.69	ACR|3DMG|2VULN|1AART	17VULN|2LIT|379DMG|4RCR|5RPLT|67FEWX|7BPWR|8DMSP|aAART
648	31213 13624	   	176.69	ACR|3VULN|2DMG|1AART	179VULN|29LIT|37DMG|4RCR|5RPLT|67FEWX|79BPWR|89DUST|aAART
649	31216 23261	   	176.69	ACR|3DMG|2VULN|1AART	17VULN|2LIT|379DMG|4RCR|57FEWX|6RPLT|7BPWR|8DMSP|aAART
650	31216 23624	   	176.69	ACR|3VULN|2DMG|1AART	179VULN|29LIT|37DMG|4RCR|57FEWX|6RPLT|79BPWR|89DUST|aAART
651	41212 22221	   	176.69	ACR|3DMG|2VULN|1AART	19FEWX|2LIT|359DMG|4RCR|6RPLT|79VULN|8DMSP|9BPWR|aAART
652	41213 63261	   	176.69	ACR|3DMG|2VULN|1AART	17FEWX|2LIT|379DMG|4RCR|5RPLT|67VULN|7BPWR|8DMSP|aAART
653	31621 13623	   	176.66	ACR|3VULN|1AART|1DMG|2CDMG	137VULN|2LIT|479LHND|5RCR|67CDMG|7BPWR|8DMG|aAART
654	32421 13623	   	176.66	ACR|3VULN|1AART|1DMG|2CDMG	127VULN|27BPWR|3LIT|479LHND|5RCR|67CDMG|8DMG|aAART
655	36421 13623	   	176.66	ACR|3VULN|1AART|1DMG|2CDMG	127VULN|3LIT|479LHND|5RCR|67CDMG|7BPWR|8DMG|aAART
656	11212 45162	   	176.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2LIT|35DMG|4RCR|6CDMG|7AART|8VULN|9DUR|aZMB
657	32643 31312	   	176.63	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7DMG|8aAART|9FEWX
658	36643 31312	   	176.63	DCR|3VULN|2AART|1DMG	123VULN|4RCVC|5BEXP|6RCR|7DMG|8aAART|9FEWX
659	32314 61242	   	176.60	ACR|4VULN|1AART|1DMG	1259VULN|2BPWR|3DMG|4RCR|6AART|7LWND|8LSRHEA|aRCVC
660	32314 33325	   	176.58	ACR|4VULN|2DMG|1DUR|1SELL	1258VULN|2BPWR|3aDMG|4RCR|6RCVC|7SELL|9DUR
661	36314 33325	   	176.58	ACR|4VULN|2DMG|1DUR|1SELL	1258VULN|3aDMG|4RCR|6RCVC|7SELL|9DUR
662	32261 13625	   	176.56	ACR|3VULN|1AART|1DMG|2CDMG	127VULN|27BPWR|3DUST|47LIT|5RCR|67CDMG|8DMG|9LHND|aAART
663	33361 13625	   	176.56	ACR|3VULN|1AART|1DMG|2CDMG	137VULN|2DUST|47LIT|5RCR|67CDMG|7BPWR|8DMG|9LHND|aAART
664	32314 63114	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aLHND
665	32314 63115	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aRPLT
666	32314 63116	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aFEWX
667	32644 31312	   	176.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|4RCVC|5DUST|6RCR|7DMG|8aAART|9FEWX
668	32315 23324	   	176.52	ACR|3DMG|2VULN|2DUR|1ZMB	12VULN|2BPWR|37aDMG|4RCR|59DUR|6RMIN|8ZMB
669	36315 23324	   	176.52	ACR|3DMG|2VULN|2DUR|1ZMB	12VULN|37aDMG|4RCR|59DUR|6RMIN|8ZMB
670	32316 25143	   	176.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|2BPWR|3aDMG|4RCR|5RPLT|6LHND|7AART|8DUR|9ASPD
671	31213 62266	   	176.49	ACR|3VULN|2DMG|1AART	167VULN|2LIT|39DMG|4RCR|5RPLT|8LWND|aAART
672	31212 26221	   	176.49	ACR|3DMG|2VULN|1AART	19VULN|2LIT|359DMG|4RCR|6RPLT|79DUST|8DMSP|9BPWR|aAART
673	31212 32221	   	176.49	ACR|3DMG|2VULN|1AART	19VULN|2LIT|359DMG|4RCR|69DUST|7RPLT|8DMSP|9BPWR|aAART
674	32312 12624	   	176.49	ACR|3VULN|2DMG|1AART	129VULN|29BPWR|39DMG|4RCR|5LIT|6LWND|7RPLT|89DUST|aAART
675	32312 21624	   	176.49	ACR|3VULN|2DMG|1AART	129VULN|29BPWR|39DMG|4RCR|5LIT|6RPLT|7LHND|89DUST|aAART
676	32312 22266	   	176.49	ACR|3VULN|2DMG|1AART	127VULN|2BPWR|39DMG|4RCR|5LIT|6RPLT|8LWND|aAART
