0	Index      	 *	Score 	Summary	Detail	
1	34331 53161	 * 	219.28	DCR|3VULN|1MDPS|1ASPD|1DMG|3DUR	138DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|aMDPS
481	21221 51512	   	189.52	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|49VULN|5aDMG|6RCR|7MBVNT|8ASPD
482	21235 51512	   	189.52	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|4aDMG|59VULN|6RCR|7MBVNT|8ASPD
483	63121 52314	   	189.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	12ZMB|3DUR|49VULN|5DMG|6RCR|7LHND|8MLV|aAART
484	63122 52413	   	189.50	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	12ZMB|3DUR|49VULN|5CGEN|6RCR|7BEXP|8ASPD|aAART
485	34346 23213	   	189.49	DCR|3VULN|1DMG|1CDMG|2DUR	13DUR|234VULN|3BPWR|5LIT|6DUST|7RCR|8DMG|9BEXP|aCDMG
486	21324 11214	   	189.48	DCR|3VULN|1AART|1ASPD|1DUR	1ERES|2DUR|3DUST|4TLV|5ASPD|679VULN|8RCR|aAART
487	21324 11254	   	189.48	DCR|3VULN|1AART|1ASPD|1DUR	19ERES|2DUR|39DUST|4TLV|5ASPD|679VULN|8RCR|9BPWR|aAART
488	32234 22241	   	189.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|467VULN|5ASPD|8RCR|9AART|aDUST
489	32234 22242	   	189.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3aERES|467VULN|5ASPD|8RCR|9AART
490	32234 22246	   	189.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|467VULN|5ASPD|8RCR|9AART|aTSLARM
491	32234 25214	   	189.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|469VULN|5ASPD|7DUST|8RCR|aAART
492	32254 11214	   	189.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|4DUST|5ASPD|679VULN|8RCR|aAART
493	22634 11114	   	189.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2RCR|3LHND|4DMG|5ASPD|679VULN|8DUR|aAART
494	34341 32362	   	189.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8LHND|9RCR|aCGEN
495	63121 51315	   	189.40	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	12ZMB|3DUR|49VULN|5DMG|6RCR|7MBVNT|8MLV|aAART
496	35516 21122	 * 	189.39	ACR|3ASPD|2VULN|2CDMG|3DUR	147DUR|2RCR|3aVULN|57CDMG|67aASPD|7aBPWR|89aFEWX
497	35516 21313	   	189.39	ACR|3ASPD|2VULN|2CDMG|3DUR	147DUR|2RCR|3aVULN|57CDMG|67aASPD|7aBPWR|8aAME|9RMIN
498	34333 53212	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	13DUR|239VULN|3BPWR|47CGEN|5ZMB|6RCR|8AELBLL|aAART
499	34333 56313	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	13DUR|239VULN|3BPWR|4CGEN|5ZMB|6RCR|7FEWX|8MLV|aAART
500	33362 21542	   	189.31	DCR|2VULN|2ASPD|2CDMG|2DUR	17DUR|2DMSP|37CDMG|4aVULN|5DUST|67ASPD|7BPWR|8CANSTR|9RCR
501	34341 32361	   	189.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8LHND|9RCR|aERES
502	34341 32363	   	189.31	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8LHND|9RCR|aMSE
503	34331 53131	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|9AAC|aERES
504	34331 53132	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|9AAC|aLEGI
505	34331 53133	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|9AAC|aLHND
506	34331 53134	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC|1MSE	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|9AAC|aMSE
507	34331 53135	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|9AAC|aDMSP
508	34361 53131	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4AME|5DMG|6RCR|7ASPD|9AAC|aERES
509	34361 53132	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4AME|5DMG|6RCR|7ASPD|9AAC|aLEGI
510	34361 53133	   	189.30	DCR|2VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4AME|5DMG|6RCR|7ASPD|9AAC|aLHND
511	34333 52214	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	13DUR|239VULN|3BPWR|4CGEN|5ZMB|6RCR|7BEXP|8ERES|aAART
512	34333 51234	   	189.29	DCR|3VULN|2CDMG|2DUR|1ZMB	13DUR|23aVULN|3BPWR|49CGEN|5ZMB|6RCR|78CDMG
513	34333 51315	   	189.29	DCR|3VULN|2CDMG|2DUR|1ZMB	13DUR|238VULN|3BPWR|4CGEN|5ZMB|6RCR|7aCDMG|9AME
