0	Index      	 *	Score 	Summary	Detail	
1	24531 13613	 * 	219.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	129VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8AART|aCDMG
516	36114 22241	   	191.51	DCR|5VULN|1AART	1AART|2AME|3679aVULN|4CGEN|5LIT|8RCR
517	24254 21121	   	191.49	DCR|3VULN|2ASPD|1AART	127VULN|38ASPD|46ERES|5CGEN|9AART|aRCR
518	24551 21121	   	191.49	DCR|3VULN|2ASPD|1AART	127VULN|3CGEN|46ERES|58ASPD|9AART|aRCR
519	21316 46212	   	191.49	DCR|4VULN|1AART|1ZMB	179aVULN|2FEWX|3AME|4ERES|5ZMB|6RCR|8AART
520	21621 46212	   	191.49	DCR|4VULN|1AART|1ZMB	179aVULN|2FEWX|3ZMB|4CGEN|5TLV|6RCR|8AART
521	33543 34312	   	191.46	DCR|2VULN|2DMG|1AART|1NUKE|1ZMB	1AART|2NUKE|3FEWX|4DMSP|56DMG|7aVULN|8RCR|9ZMB
522	22261 23144	   	191.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	14VULN|2RPLT|3AAC|59DMG|6FEWX|7RCR|8DUR|aAART
523	13334 33513	   	191.41	DCR|2AART|2ASPD|1VULN|1DMG|1AAC	1DUST|26ASPD|3aAART|4BELT|5AAC|7DMG|8VULN|9RCR
524	36124 22241	   	191.41	DCR|5VULN|1AART	1AART|2AME|3679aVULN|4TLV|5LIT|8RCR
525	24211 62424	   	191.40	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	12VULN|35ASPD|4AME|6MBVNT|7RCR|8DUR|9AART|aAAC
526	23321 43123	   	191.39	DCR|3VULN|1ASPD|1CDMG|2DUR	189VULN|2ASPD|38DUR|4CGEN|5TLV|6RCR|78AIRARM|8BPWR|aCDMG
527	23324 43123	   	191.39	DCR|3VULN|1ASPD|1CDMG|2DUR	189VULN|2ASPD|38DUR|4CGEN|5ERES|6RCR|78AIRARM|8BPWR|aCDMG
528	21611 46212	   	191.39	DCR|4VULN|1AART|1ZMB	179aVULN|2FEWX|3ZMB|4ERES|5TLV|6RCR|8AART
529	24231 62424	   	191.30	DCR|2VULN|2ASPD|1AART|1NUKE|1AAC|1DUR	12VULN|35ASPD|4NUKE|6MBVNT|7RCR|8DUR|9AART|aAAC
530	24251 62424	   	191.30	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	12VULN|35ASPD|4ERES|6MBVNT|7RCR|8DUR|9AART|aAAC
531	23311 43123	   	191.29	DCR|3VULN|1ASPD|1CDMG|2DUR	189VULN|2ASPD|38DUR|4ERES|5TLV|6RCR|78AIRARM|8BPWR|aCDMG
532	24233 23226	   	191.24	DCR|3VULN|2DMG|1ASPD|1NUKE	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8BEXP|9LWND|aRCR
533	22342 32134	   	191.19	DCR|3VULN|1ASPD|1CDMG|1DUR	16aVULN|24RPLT|3CDMG|5RMIN|7RCR|8ASPD|9DUR
534	24233 23256	   	191.14	DCR|3VULN|2DMG|1ASPD|1NUKE	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8BEXP|9DUST|aRCR
535	24233 23626	   	191.14	DCR|3VULN|2DMG|1ASPD|1NUKE	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8DUST|9LWND|aRCR
536	23261 14351	   	191.05	DCR|3VULN|1MDPS|1ASPD|1DMG|1MSE	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9MDPS|aMSE
537	23261 14352	   	191.05	DCR|3VULN|1MDPS|1ASPD|1DMG	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9MDPS|aDUST
538	23261 14353	   	191.05	DCR|3VULN|1MDPS|1ASPD|1DMG	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9MDPS|aTLV
539	24231 62321	   	191.00	DCR|3VULN|3ASPD|1NUKE	12aVULN|35aASPD|4NUKE|6MBVNT|7RCR|8RMIN|9aBEXP|aBPWR
540	23354 21251	   	190.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1VULN|2ASPD|3aDUR|4LWND|58AART|6DMG|7FEWX|9RCR
541	23354 22251	   	190.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1VULN|2ASPD|3aDUR|4LWND|58AART|6DMG|7BEXP|9RCR
542	33212 32322	   	190.93	DCR|3VULN|2AART|1NUKE|2DUR	19AART|2NUKE|36aVULN|4CGEN|57DUR|8RCR
543	24211 62345	   	190.90	DCR|3VULN|3ASPD	129VULN|35aASPD|4AME|6MBVNT|7RCR|8RMIN
544	24211 62833	   	190.87	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	12VULN|35ASPD|4AME|6MBVNT|7RCR|8ZMB|9DUR|aCDMG
545	24213 13526	   	190.86	DCR|3VULN|1ASPD|1DMG	129VULN|3ASPD|4AME|5DMG|6LHND|7RCR|8SPLREG|aRMIN
546	23236 34533	   	190.85	DCR|3ASPD|2VULN|1AART|1AAC	18VULN|289ASPD|3RPLT|48DUST|5AAC|6AART|7RMIN|8BPWR|aRCR
547	23354 23251	   	190.85	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1VULN|2ASPD|3aDUR|4LWND|58AART|6DMG|7DUST|9RCR
548	33242 31333	   	190.85	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|2ZMB	14AART|2NUKE|3VULN|5ASPD|6DMG|7LHND|8aZMB|9RCR
549	33242 32333	   	190.85	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|2ZMB	14AART|2NUKE|3VULN|5ASPD|6DMG|7LWND|8aZMB|9RCR
550	33222 62352	   	190.83	DCR|3VULN|2AART|1NUKE|2DUR	16AART|2NUKE|39aVULN|4TLV|57DUR|8RCR
551	24231 62345	   	190.80	DCR|3VULN|3ASPD|1NUKE	129VULN|35aASPD|4NUKE|6MBVNT|7RCR|8RMIN
552	13336 33515	   	190.68	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUST|26ASPD|3AART|4BELT|5RMIN|7DMG|8VULN|9RCR|aDUR
553	23261 55133	   	190.61	DCR|2VULN|2DMG|1ASPD	14VULN|2ASPD|3RPLT|5aDMG|6SPLREG|7RCR|8FEWX|9RMIN
554	23363 41432	   	190.61	DCR|2VULN|2ASPD|1DMG|1DUR	19VULN|24ASPD|3DUR|5FEWX|6RCR|7DMG|8RPLT|aRMIN
555	24233 52333	   	190.54	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	12VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8RMIN|9DUR|aCDMG
556	23261 14223	   	190.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	14VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|8ZMB|9LWND|aCDMG
557	36143 32322	   	190.49	DCR|3AART|2DMG|1VULN|1DUR	149AART|2AME|3VULN|56DMG|7FEWX|8RCR|aDUR
558	34343 33322	   	190.47	DCR|2AART|2DMG|1VULN|2DUR	14AART|2LWND|3MLV|56DMG|7VULN|8RCR|9aDUR
559	35643 33322	   	190.47	DCR|2AART|2DMG|1VULN|2DUR	14AART|2CGEN|3LHND|56DMG|7VULN|8RCR|9aDUR
560	36143 35322	   	190.47	DCR|2AART|2DMG|1VULN|2DUR	14AART|2AME|3VULN|56DMG|7LWND|8RCR|9aDUR
561	62541 13212	   	190.41	DCR|3VULN|1AART|1ASPD	13CGEN|2RMIN|49aVULN|5ASPD|6LHND|7RCR|8AART
562	33243 33322	   	190.39	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7BEXP|8RCR|aDUR
563	33243 35322	   	190.39	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7LWND|8RCR|aDUR
564	33243 36325	   	190.39	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7DUR|8RCR|aBEXP
565	33243 36326	   	190.39	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7DUR|8RCR|aLWND
566	33443 34322	   	190.39	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3LHND|56DMG|7VULN|8RCR|aDUR
567	33243 36332	   	190.37	DCR|2AART|2DMG|1VULN|1NUKE|2DUR	14AART|2NUKE|3VULN|56DMG|7aDUR|8RCR|9FEWX
568	23261 14261	   	190.29	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	14VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|8ZMB|9SELL|aCDMG
569	33243 32322	   	190.29	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7DUST|8RCR|aDUR
570	33243 36321	   	190.29	DCR|3AART|2DMG|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7DUR|8RCR|aTLV
571	33243 36323	   	190.29	DCR|3AART|2DMG|1VULN|1NUKE|1DUR|1MSE	149AART|2NUKE|3VULN|56DMG|7DUR|8RCR|aMSE
572	13355 23342	 * 	190.27	DCR|2VULN|3CDMG|1AART|1ASPD	148DUST|2ASPD|3AART|568CDMG|78VULN|8BPWR|9LIT|aRCR
573	23245 23335	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2ASPD|3RPLT|4LIT|5CDMG|7ZMB|8RCR|9LHND|aAART
574	22365 32222	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8FEWX|9AART|aDUR
575	22365 32423	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8LHND|9DUR|aAART
576	24214 13224	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3ASPD|4AME|5CGEN|6LHND|7RCR|8AART|9DUR|aCDMG
577	24511 13224	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3CGEN|4AME|5ASPD|6LHND|7RCR|8AART|9DUR|aCDMG
578	23245 23315	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2ASPD|3RPLT|4LIT|5CDMG|7ZMB|8RCR|9LEGI|aAART
579	22342 32331	   	190.12	DCR|3VULN|1CDMG|2DUR|2ZMB	16aVULN|24RPLT|3CDMG|5RMIN|7RCR|8aZMB|9aDUR|aBPWR
580	22365 32522	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8MBVNT|9AART|aDUR
581	22365 32622	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8DUST|9AART|aDUR
582	24211 62223	   	190.09	DCR|2VULN|2ASPD|1AART|1ZMB	12VULN|35ASPD|4AME|6MBVNT|7RCR|8BEXP|9AART|aZMB
583	24213 33433	   	190.09	DCR|3VULN|1ASPD|1DMG|1ZMB	129VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|aRPLT
584	24213 33435	   	190.09	DCR|3VULN|1ASPD|1DMG|1ZMB	129VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|aLIT
585	24213 33436	   	190.09	DCR|3VULN|1ASPD|1DMG|1ZMB	129VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|aLHND
586	24531 33433	   	190.09	DCR|3VULN|1ASPD|1DMG|1ZMB	129VULN|3CGEN|4DMG|5ASPD|6FEWX|7RCR|8ZMB|aRPLT
587	33232 23123	   	190.05	DCR|2VULN|2AART|1DMG|1NUKE|1ZMB	19AART|2NUKE|36VULN|46FEWX|5RPLT|6BPWR|7DMG|8RCR|aZMB
588	24231 62223	   	189.99	DCR|2VULN|2ASPD|1AART|1NUKE|1ZMB	12VULN|35ASPD|4NUKE|6MBVNT|7RCR|8FEWX|9AART|aZMB
589	24251 62223	   	189.99	DCR|2VULN|2ASPD|1AART|1ZMB	12VULN|35ASPD|4ERES|6MBVNT|7RCR|8BEXP|9AART|aZMB
590	24213 33434	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	129VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|aERES
591	24233 52232	   	189.99	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	129VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8BEXP|aZMB
592	24233 52522	   	189.99	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	129VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8RPLT|aZMB
593	24231 62231	   	189.96	DCR|3VULN|2ASPD|1NUKE|1CDMG	129VULN|35ASPD|4NUKE|6MBVNT|7RCR|8FEWX|aCDMG
594	23225 52352	   	189.96	DCR|2VULN|2ASPD|1DMG|2DUR	18VULN|25ASPD|3RPLT|45DUR|5BPWR|6DMG|7AELBLL|9RCR|aRMIN
595	24231 33131	   	189.91	DCR|3VULN|2ASPD|1DMG|1NUKE	127VULN|35ASPD|4NUKE|6RCVC|8RPLT|9DMG|aRCR
596	24531 62232	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG	129VULN|3CGEN|4DMG|5ASPD|6CDMG|7MBVNT|8RPLT|aRCR
597	23126 31543	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ASPD|3LWND|4CGEN|5ZMB|6BEXP|7DMG|8RCR|9AART|aCDMG
598	24233 22232	   	189.89	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	129VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8BEXP|aZMB
599	24233 22522	   	189.89	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	129VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8RPLT|aZMB
600	24233 16224	   	189.87	DCR|3VULN|2ASPD|1NUKE|1DMG	127VULN|3aASPD|4NUKE|5DMG|68LHND|9RCR
601	24233 36324	   	189.87	DCR|3VULN|2ASPD|1DMG|1NUKE	127VULN|3aASPD|4NUKE|5DMG|6FEWX|8AELBLL|9RCR
602	24213 13311	   	189.87	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3ASPD|4AME|5DMG|6LHND|7RCR|8RMIN|9LWND|aAART
603	24213 13636	   	189.87	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3ASPD|4AME|5DMG|6LHND|7RCR|8AART|9CGEN|aRMIN
604	24531 13311	   	189.87	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8RMIN|9LWND|aAART
605	13361 62122	   	189.82	DCR|2AART|2ASPD|1VULN|1DUR	15DUST|28ASPD|39AART|4VULN|6RCR|7RMIN|aDUR
