0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	橙3易伤1全技能1伤害1暴击2时间	14时间2掉矿367易伤5全技能8暴击9核a伤害
654	15432 34232	 * 	155.13	橙2伤害1易伤2暴击1策反1时间	1低血量敌人2策反3易伤4时间5a暴击6基地爆炸79伤害8核
655	33412 43124	   	155.10	橙2易伤2伤害1暴击1攻速	1等级23易伤46伤害5挖尘7掉矿8核9攻速a暴击
656	61313 42211	   	155.10	橙2易伤2伤害1暴击1时间	1挖尘2a掉矿35易伤46伤害7时间8核9暴击
657	61313 42214	   	155.10	橙2易伤2伤害1暴击1时间	1a挖尘2掉矿35易伤46伤害7时间8核9暴击
658	33213 25321	   	155.06	橙3易伤2伤害	1等级257易伤3敌人爆炸49伤害6核8基地爆炸a掉矿
659	33213 25621	   	155.06	橙3易伤2伤害	1等级257易伤3敌人爆炸49伤害6核8低血量敌人a掉矿
660	33412 24433	   	155.06	橙3易伤2伤害	1等级238易伤49伤害5挖尘6核7双倍矿a平台
661	33412 25222	   	155.06	橙3易伤2伤害	1等级237易伤49伤害5挖尘6核8敌人爆炸a基地爆炸
662	33512 25433	   	155.06	橙3易伤2伤害	1等级278易伤3双倍矿49伤害5挖尘6核a平台
663	34413 22314	   	155.06	橙3易伤2伤害	1等级2挖尘359易伤4a伤害6核7低血量敌人8机枪对轻
664	34413 25222	   	155.06	橙3易伤2伤害	1等级2挖尘357易伤49伤害6核8敌人爆炸a基地爆炸
665	36413 25221	   	155.06	橙3易伤2伤害	1等级2基地爆炸357易伤49伤害6核8敌人爆炸a掉矿
666	36413 25322	   	155.06	橙3易伤2伤害	1等级2基地爆炸357易伤49伤害6核8挖尘a敌人爆炸
667	61313 24632	   	155.06	橙3易伤2伤害	1挖尘2掉矿358易伤49伤害6核7双倍矿a金币生成
668	61313 25323	   	155.06	橙3易伤2伤害	1挖尘2掉矿357易伤49伤害6核8基地爆炸a平台
669	61313 25325	   	155.06	橙3易伤2伤害	1挖尘2掉矿357易伤49伤害6核8a基地爆炸
670	62112 25324	   	155.06	橙3易伤2伤害	12a挖尘2a序列升级37a易伤4随机矿5掉矿6核8基地爆炸9a伤害
671	21413 22521	   	155.06	橙3易伤2伤害	1敌人爆炸28掉矿35a易伤49伤害6核7低血量敌人
672	33412 22314	   	155.06	橙3易伤2伤害	1等级239易伤4a伤害5挖尘6核7低血量敌人8机枪对轻
673	36413 23533	   	155.06	橙3易伤2伤害	1等级2基地爆炸35a易伤49伤害6核7平台8挖尘
674	61313 22621	   	155.06	橙3易伤2伤害	1挖尘2掉矿35a易伤49伤害6核78低血量敌人
675	61313 24321	   	155.06	橙3易伤2伤害	1挖尘2掉矿35a易伤49伤害6核7双倍矿8基地爆炸
676	11314 21232	   	155.05	橙2易伤2伤害1策反1时间	1低血量敌人2掉矿3a易伤49伤害5矿等6策反7核8时间
677	31414 21232	   	155.05	橙2易伤2伤害1策反1时间	1等级2低血量敌人3a易伤49伤害5矿等6策反7核8时间
678	33614 21232	   	155.05	橙2易伤2伤害1策反1时间	1等级2a易伤3低血量敌人49伤害5矿等6策反7核8时间
679	36414 21232	   	155.05	橙2易伤2伤害1策反1时间	1等级2基地爆炸3a易伤49伤害5矿等6策反7核8时间
680	41314 21432	   	155.05	橙2易伤2伤害1策反1时间	1时间2掉矿3a易伤49伤害5矿等6策反7核8最后敌人
681	41314 21632	   	155.05	橙2易伤2伤害1策反1时间	1时间2掉矿3a易伤49伤害5矿等6策反7核8低血量敌人
682	33213 51123	   	155.05	橙2易伤2伤害1策反1时间	1等级25易伤38敌人爆炸49伤害6时间7核a策反
683	33213 51634	   	155.05	橙2易伤2伤害1策反1时间	1等级25易伤3敌人爆炸49伤害6时间7核8雷电a策反
684	15222 54211	   	155.03	橙1全技能1伤害1易伤1暴击1策反1时间	1低血量敌人2策反3敌人爆炸4易伤5暴击6时间7伤害8核9全技能a金币生成
685	15432 34211	   	155.03	橙1全技能1伤害1易伤1暴击1策反1时间	1低血量敌人2策反3易伤4时间5暴击6基地爆炸7伤害8核9全技能a金币生成
686	15222 34215	   	155.03	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3敌人爆炸4易伤5暴击6基地爆炸7伤害8核9全技能a时间
687	51133 13131	   	155.03	橙2易伤1全技能1伤害1策反	12雷电3敌人爆炸4全技能57易伤6基地爆炸8核9策反a伤害
688	15432 14232	   	155.03	橙2伤害1易伤2暴击1策反1时间	1低血量敌人2策反3易伤4时间5a暴击6挖尘79伤害8核
689	33231 25434	   	155.01	橙3易伤2伤害1时间	1等级278易伤3敌人爆炸4时间59伤害6立即金币a核
690	22133 25522	   	154.97	橙3易伤1全技能1暴击	128敌人爆炸2序列升级357易伤4挖尘6核9全技能a暴击
691	22162 25522	   	154.97	橙3易伤1全技能1暴击	128敌人爆炸2序列升级347易伤5挖尘6核9全技能a暴击
692	33412 24431	   	154.96	橙3易伤2伤害	1等级238易伤49伤害5挖尘6核7双倍矿a掉矿
693	33412 25221	   	154.96	橙3易伤2伤害	1等级237易伤49伤害5挖尘6核8敌人爆炸a掉矿
694	33412 25333	   	154.96	橙3易伤2伤害	1等级237易伤49伤害58挖尘6核a平台
695	33412 25334	   	154.96	橙3易伤2伤害	1等级237易伤49伤害58挖尘6核a随机矿
696	33412 26433	   	154.96	橙3易伤2伤害	17等级238易伤49伤害5挖尘6核a平台
697	33512 25431	   	154.96	橙3易伤2伤害	1等级278易伤3双倍矿49伤害5挖尘6核a掉矿
698	34413 25221	   	154.96	橙3易伤2伤害	1等级2挖尘357易伤49伤害6核8敌人爆炸a掉矿
699	34413 25333	   	154.96	橙3易伤2伤害	1等级28挖尘357易伤49伤害6核a平台
700	36413 25321	   	154.96	橙3易伤2伤害	1等级2基地爆炸357易伤49伤害6核8挖尘a掉矿
701	61313 22521	   	154.96	橙3易伤2伤害	1挖尘28掉矿35a易伤49伤害6核7低血量敌人
702	61313 24133	   	154.96	橙3易伤2伤害	1挖尘28掉矿35a易伤49伤害6核7双倍矿
703	61313 24631	   	154.96	橙3易伤2伤害	1挖尘2a掉矿358易伤49伤害6核7双倍矿
704	61313 25132	   	154.96	橙3易伤2伤害	1挖尘28掉矿357易伤49伤害6核a金币生成
705	61313 25134	   	154.96	橙3易伤2伤害	1挖尘28掉矿357易伤49伤害6核a随机矿
706	61313 25136	   	154.96	橙3易伤2伤害	1挖尘28掉矿357易伤49伤害6核a平台
707	62135 32126	   	154.96	橙3易伤2伤害	124挖尘27序列升级357易伤6核8a伤害9平台
708	62162 32126	   	154.96	橙3易伤2伤害	125挖尘27序列升级347易伤6核8a伤害9平台
709	61313 42216	   	154.95	橙2易伤2伤害1暴击1时间1卖塔	1挖尘2掉矿35易伤46伤害7时间8核9暴击a卖塔
710	15226 32422	   	154.95	橙2易伤1全技能1暴击1策反1时间	1低血量敌人2策反3敌人爆炸47易伤5全技能6暴击8核9时间a最后敌人
711	15226 32433	   	154.95	橙2易伤1全技能1暴击1策反1时间	1低血量敌人2策反3敌人爆炸47易伤5全技能6暴击8核9基地爆炸a时间
712	34414 21232	   	154.95	橙2易伤2伤害1策反1时间	1等级2挖尘3a易伤49伤害5矿等6策反7核8时间
713	41314 21332	   	154.95	橙2易伤2伤害1策反1时间	1时间2掉矿3a易伤49伤害5矿等6策反7核8挖尘
714	41314 21521	   	154.95	橙2易伤2伤害1策反1时间	1时间28掉矿3a易伤49伤害5矿等6策反7核
715	61314 21232	   	154.95	橙2易伤2伤害1策反1时间	1挖尘2掉矿3a易伤49伤害5矿等6策反7核8时间
716	33412 61632	   	154.95	橙2易伤2伤害1策反1时间	1等级23易伤49伤害5挖尘6最后敌人7核8策反a时间
717	61313 61632	   	154.95	橙2易伤2伤害1策反1时间	1挖尘2掉矿35易伤49伤害6最后敌人7核8策反a时间
718	43521 21224	   	154.95	橙2易伤1伤害1暴击2时间1攻速	18时间2低血量敌人3攻速49易伤5伤害6立即金币7核a暴击
719	15222 54212	   	154.93	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3敌人爆炸4易伤5暴击6时间7伤害8核9全技能a挖尘
720	15222 54213	   	154.93	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3敌人爆炸4易伤5暴击6时间7伤害8核9全技能a掉矿
721	15432 14211	   	154.93	橙1全技能1伤害1易伤1暴击1策反1时间	1低血量敌人2策反3易伤4时间5暴击6挖尘7伤害8核9全技能a金币生成
722	15432 34212	   	154.93	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3易伤4时间5暴击6基地爆炸7伤害8核9全技能a挖尘
723	15432 34213	   	154.93	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3易伤4时间5暴击6基地爆炸7伤害8核9全技能a掉矿
724	15222 14215	   	154.93	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3敌人爆炸4易伤5暴击6挖尘7伤害8核9全技能a时间
725	21413 24521	   	154.92	橙3易伤2伤害1卖塔	1敌人爆炸2掉矿35a易伤49伤害6核7双倍矿8卖塔
726	21413 25523	   	154.92	橙3易伤2伤害1卖塔	1敌人爆炸2掉矿357易伤49伤害6核8卖塔a低血量敌人
727	41211 55331	   	154.87	橙2易伤1全技能1伤害1时间	1时间2掉矿3敌人爆炸4伤害5立即金币6全技能7核8a易伤9最后敌人
728	33412 25331	   	154.86	橙3易伤2伤害	1等级237易伤49伤害58挖尘6核a掉矿
729	33412 25335	   	154.86	橙3易伤2伤害	1等级237易伤49伤害58挖尘6核a激光对愈
730	33412 26431	   	154.86	橙3易伤2伤害	17等级238易伤49伤害5挖尘6核a掉矿
731	34413 25331	   	154.86	橙3易伤2伤害	1等级28挖尘357易伤49伤害6核a掉矿
732	61313 25131	   	154.86	橙3易伤2伤害	1挖尘28a掉矿357易伤49伤害6核
733	61313 25135	   	154.86	橙3易伤2伤害	1挖尘28掉矿357易伤49伤害6核a激光对愈
734	15226 32421	   	154.85	橙2易伤1全技能1暴击1策反1时间	1低血量敌人2策反3敌人爆炸47易伤5全技能6暴击8核9时间a挖青
735	33412 51323	   	154.85	橙2易伤2伤害1策反1时间	1等级23易伤49伤害58挖尘6时间7核a策反
736	34413 51323	   	154.85	橙2易伤2伤害1策反1时间	1等级28挖尘35易伤49伤害6时间7核a策反
737	15432 14212	   	154.83	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3易伤4时间5暴击6a挖尘7伤害8核9全技能
738	15432 14213	   	154.83	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3易伤4时间5暴击6挖尘7伤害8核9全技能a掉矿
739	61313 24521	   	154.82	橙3易伤2伤害1卖塔	1挖尘2掉矿35a易伤49伤害6核7双倍矿8卖塔
740	61313 25523	   	154.82	橙3易伤2伤害1卖塔	1挖尘2掉矿357易伤49伤害6核8卖塔a低血量敌人
741	11342 64212	   	154.82	橙2易伤1伤害1暴击1策反1时间	1低血量敌人2掉矿39易伤4时间5暴击6核7伤害8策反a立即金币
742	33421 33542	   	154.78	橙3易伤1全技能1伤害	1等级235易伤4立即金币6伤害7随机矿8掉矿9全技能a核
743	21413 32244	 * 	154.77	橙3易伤1伤害2策反1时间	16a敌人爆炸2掉矿35a易伤4伤害7时间8核9a策反a序列升级
744	51416 22311	 * 	154.76	紫1全技能1易伤1伤害3时间1暴击	12雷电369时间4伤害5核7全技能8易伤a暴击
745	45423 22232	   	154.67	橙3易伤1伤害2策反1时间	1时间26策反34a易伤5基地爆炸7最后敌人8核9伤害
746	33113 25416	   	154.61	橙5易伤1伤害1暴击1挖怪	1等级25789易伤3挖怪4伤害6核a暴击
747	33254 53111	   	154.58	橙2易伤1全技能1伤害1暴击	1等级27易伤36敌人爆炸4双倍矿5全技能8暴击9核a伤害
748	35214 16111	   	154.58	橙2易伤1全技能1伤害1暴击	1等级27金币生成36易伤4随机矿5全技能8暴击9核a伤害
749	61316 61321	   	154.57	橙3易伤2伤害	1挖尘2掉矿36a易伤49伤害5基地爆炸7核8立即金币
750	22163 15211	   	154.54	橙3易伤1全技能1伤害1卖塔	12敌人爆炸2序列升级347易伤5卖塔6掉矿8全技能9核a伤害
751	21411 24613	   	154.48	橙4易伤1伤害	1敌人爆炸2掉矿389a易伤4伤害5立即金币6核7双倍矿
752	21411 25612	   	154.48	橙4易伤1伤害	1敌人爆炸2掉矿3789易伤4伤害5立即金币6核a金币生成
753	21411 25623	   	154.48	橙4易伤1伤害	19敌人爆炸2掉矿378a易伤4伤害5立即金币6核
754	33211 25413	   	154.48	橙4易伤1伤害	1等级2789易伤3敌人爆炸4伤害5立即金币6核a平台
755	33211 25414	   	154.48	橙4易伤1伤害	1等级2789易伤3敌人爆炸4伤害5立即金币6核a随机矿
756	23513 61262	   	154.45	橙3易伤1伤害2时间1攻速	1敌人爆炸2低血量敌人3攻速4伤害56a易伤7核89时间
757	23521 61262	   	154.45	橙3易伤1伤害2时间1攻速	1敌人爆炸2低血量敌人3攻速46a易伤5伤害7核89时间
758	25412 31312	   	154.43	橙2易伤1全技能1伤害1策反	1敌人爆炸2策反3a易伤4伤害5随机矿6金币生成7核8平台9全技能
759	25412 31316	   	154.43	橙2伤害1全技能1易伤1策反	1敌人爆炸2策反3易伤4a伤害5随机矿6金币生成7核8平台9全技能
760	21411 25113	   	154.38	橙4易伤1伤害	1敌人爆炸28掉矿379a易伤4伤害5立即金币6核
761	21411 25611	   	154.38	橙4易伤1伤害	1敌人爆炸2a掉矿3789易伤4伤害5立即金币6核
762	21411 25631	   	154.38	橙4易伤1伤害	1敌人爆炸2掉矿378a易伤4伤害5立即金币6核9挖青
763	33211 25411	   	154.38	橙4易伤1伤害	1等级2789易伤3敌人爆炸4伤害5立即金币6核a掉矿
764	33211 25415	   	154.38	橙4易伤1伤害	1等级2789易伤3敌人爆炸4伤害5立即金币6核a激光对愈
765	61311 24613	   	154.38	橙4易伤1伤害	1挖尘2掉矿389a易伤4伤害5立即金币6核7双倍矿
766	61311 25612	   	154.38	橙4易伤1伤害	1挖尘2掉矿3789易伤4伤害5立即金币6核a金币生成
767	61311 25621	   	154.38	橙4易伤1伤害	1挖尘2掉矿378a易伤4伤害5立即金币6核9敌人爆炸
768	33314 63111	   	154.38	橙2易伤1全技能1伤害1暴击	1等级27易伤36掉矿4随机矿5全技能8暴击9核a伤害
769	33446 22313	 * 	154.37	橙3易伤1全技能1喷火对愈	1等级239易伤4基地爆炸5矿等6核7低血量敌人8喷火对愈a全技能
770	36426 22313	   	154.37	橙3易伤1全技能1喷火对愈	1等级2基地爆炸349易伤5矿等6核7低血量敌人8喷火对愈a全技能
771	41315 31221	   	154.35	橙3易伤1伤害2时间1攻速	18时间2掉矿39a易伤4伤害5攻速6随机矿7核
772	15223 33442	   	154.33	橙1全技能1易伤1伤害1暴击1策反1攻速	1低血量敌人2策反3敌人爆炸4易伤5挖尘6全技能7伤害8攻速9核a暴击
773	21412 41316	   	154.33	橙2伤害1全技能1易伤1策反	1敌人爆炸2掉矿3易伤4a伤害5随机矿6策反7核8平台9全技能
774	33212 41316	   	154.33	橙2伤害1全技能1易伤1策反	1等级2易伤3敌人爆炸4a伤害5随机矿6策反7核8平台9全技能
775	65213 61111	   	154.33	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸4伤害56易伤7核8额外掉落9全技能a双倍矿
776	65213 61113	   	154.33	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸4伤害56易伤7核8额外掉落9全技能a金币生成
777	65213 61311	   	154.33	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸4伤害56易伤7核8平台9全技能a金币生成
778	65221 61111	   	154.33	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸46易伤5伤害7核8额外掉落9全技能a双倍矿
779	65221 61113	   	154.33	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸46易伤5伤害7核8额外掉落9全技能a金币生成
780	65221 61311	   	154.33	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸46易伤5伤害7核8平台9全技能a金币生成
781	33213 53414	 * 	154.31	橙4易伤1伤害2时间	1等级2589易伤3敌人爆炸4伤害67时间a核
782	61311 25113	   	154.28	橙4易伤1伤害	1挖尘28掉矿379a易伤4伤害5立即金币6核
783	61311 25611	   	154.28	橙4易伤1伤害	1挖尘2a掉矿3789易伤4伤害5立即金币6核
784	64423 32313	   	154.27	橙3易伤1全技能1喷火对愈	1挖尘2矿等349易伤5基地爆炸6核7等级8喷火对愈a全技能
785	34426 22313	   	154.27	橙3易伤1全技能1喷火对愈	1等级2挖尘349易伤5矿等6核7低血量敌人8喷火对愈a全技能
786	21633 61316	   	154.23	橙2易伤1全技能1伤害1策反	1敌人爆炸2掉矿3策反4挖尘56易伤7核8平台9全技能a伤害
787	65213 61112	   	154.23	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸4伤害56易伤7核8额外掉落9全技能a挖青
788	65213 61312	   	154.23	橙2易伤1全技能1伤害1策反	1a挖尘2策反3敌人爆炸4伤害56易伤7核8平台9全技能
789	65213 61313	   	154.23	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸4伤害56易伤7核8平台9全技能a掉矿
790	65221 61112	   	154.23	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸46易伤5伤害7核8额外掉落9全技能a挖青
791	65221 61312	   	154.23	橙2易伤1全技能1伤害1策反	1a挖尘2策反3敌人爆炸46易伤5伤害7核8平台9全技能
792	65221 61313	   	154.23	橙2易伤1全技能1伤害1策反	1挖尘2策反3敌人爆炸46易伤5伤害7核8平台9全技能a掉矿
793	25326 61211	 * 	154.16	紫1全技能1易伤1伤害2策反1暴击	1敌人爆炸2a策反3雷电4最后敌人5核6全技能7暴击8易伤9伤害
794	33421 61231	   	154.14	橙3易伤1全技能1暴击	1等级235易伤49立即金币6暴击7基地爆炸8核a全技能
795	15432 24213	   	154.11	橙2易伤1伤害1暴击2时间1策反	1低血量敌人2策反3a易伤49时间5暴击6最后敌人7伤害8核
796	12162 24353	 * 	154.06	橙3易伤2全技能	124低血量敌人24序列升级349易伤5挖尘6核7a全技能8矿等
797	13162 24353	   	154.06	橙3易伤2全技能	124低血量敌人349易伤4序列升级5挖尘6核7a全技能8矿等
798	41314 23224	   	154.01	橙2伤害1易伤1暴击2时间1策反	17时间2掉矿3易伤49伤害5矿等6策反8核a暴击
799	11313 44215	   	153.98	橙2伤害1全技能1易伤1暴击	15低血量敌人2掉矿3易伤46伤害7最后敌人8核9暴击a全技能
800	33416 42111	   	153.98	橙2易伤1全技能1伤害1暴击	1等级23易伤4伤害5额外掉落6全技能7敌人爆炸8暴击9核a最后敌人
801	33416 42112	   	153.98	橙2易伤1全技能1伤害1暴击	1等级23易伤4伤害5额外掉落6全技能7a敌人爆炸8暴击9核
802	33416 42113	   	153.98	橙2易伤1全技能1伤害1暴击	1等级23易伤4伤害5额外掉落6全技能7敌人爆炸8暴击9核a金币生成
803	12162 24253	   	153.96	橙3易伤2全技能	124低血量敌人24序列升级349易伤5挖尘6核7a全技能8掉矿
804	13162 24253	   	153.96	橙3易伤2全技能	124低血量敌人349易伤4序列升级5挖尘6核7a全技能8掉矿
805	33211 25434	   	153.93	橙3易伤1伤害1暴击	1等级278易伤3敌人爆炸4伤害5立即金币6核9挖青a暴击
806	33232 64214	   	153.92	橙1全技能1易伤1伤害1暴击2时间	1等级2易伤3敌人爆炸4a时间5暴击6核7伤害8双倍物品9全技能
807	21413 53226	   	153.88	橙2易伤2伤害2时间1攻速	1敌人爆炸2掉矿35易伤49伤害67时间8核a攻速
808	33221 25526	   	153.88	橙2易伤1全技能1伤害1暴击	1等级24易伤3敌人爆炸5激光对绿6最后敌人7暴击8核9伤害a全技能
809	42161 63112	 * 	153.87	橙3易伤1全技能3时间	129时间2序列升级34a易伤5雷电6基地爆炸7全技能8核
810	11313 24323	   	153.86	橙2易伤1全技能1伤害1攻速	15低血量敌人2掉矿38易伤4伤害6核7全技能9雷电a攻速
811	11313 24333	   	153.86	橙2易伤1全技能1伤害1时间	15低血量敌人2掉矿38易伤4伤害6核7全技能9金币生成a时间
812	31413 24523	   	153.86	橙2易伤1全技能1伤害1攻速	1等级25低血量敌人38易伤4伤害6核7全技能9雷电a攻速
813	31413 24533	   	153.86	橙2易伤1全技能1伤害1时间	1等级25低血量敌人38易伤4伤害6核7全技能9金币生成a时间
814	33613 24523	   	153.86	橙2易伤1全技能1伤害1攻速	1等级28易伤35低血量敌人4伤害6核7全技能9雷电a攻速
815	33613 24533	   	153.86	橙2易伤1全技能1伤害1时间	1等级28易伤35低血量敌人4伤害6核7全技能9金币生成a时间
816	31422 24362	   	153.86	橙3易伤2全技能	1等级2低血量敌人348易伤5掉矿6核7a全技能9最后敌人
817	33222 24333	   	153.86	橙3易伤2全技能	1等级248易伤3敌人爆炸5掉矿6核7a全技能9金币生成
818	33442 24333	   	153.86	橙3易伤2全技能	1等级238易伤4基地爆炸5掉矿6核7a全技能9金币生成
819	33452 24333	   	153.86	橙3易伤2全技能	1等级238易伤4敌人爆炸5掉矿6核7a全技能9金币生成
820	33622 24362	   	153.86	橙3易伤2全技能	1等级248易伤3低血量敌人5掉矿6核7a全技能9最后敌人
821	36422 24333	   	153.86	橙3易伤2全技能	1等级2基地爆炸348易伤5掉矿6核7a全技能9金币生成
822	43612 12111	   	153.86	橙2伤害1全技能2暴击2时间	1a时间2a低血量敌人3额外掉落4全技能5掉矿67伤害8a暴击9核a序列升级
823	61313 53226	   	153.78	橙2易伤2伤害2时间1攻速	1挖尘2掉矿35易伤49伤害67时间8核a攻速
824	31413 24253	   	153.76	橙2易伤1全技能1伤害1时间	1等级25低血量敌人39易伤4伤害6核7全技能8掉矿a时间
825	33613 24253	   	153.76	橙2易伤1全技能1伤害1时间	1等级29易伤35低血量敌人4伤害6核7全技能8掉矿a时间
826	23121 12344	 * 	153.76	橙2全技能1伤害1暴击1喷火对愈2时间	1敌人爆炸2低血量敌人3喷火对愈45时间6a全技能7暴击8伤害9核
827	11314 21435	   	153.73	橙2伤害1全技能1易伤1策反	1低血量敌人2掉矿3易伤49伤害5矿等6策反7核8最后敌人a全技能
828	15413 61313	   	153.73	橙2易伤1全技能1伤害1策反	15低血量敌人2策反39易伤4伤害6最后敌人7核8加农对直升a全技能
829	15431 21631	   	153.72	橙2伤害1易伤1暴击1策反1时间	1低血量敌人2策反3易伤4时间59伤害6立即金币7核8雷电a暴击
830	25431 21124	   	153.72	橙2伤害1易伤1暴击1策反1时间	18敌人爆炸2策反3易伤4时间59伤害6立即金币7核a暴击
831	25431 21631	   	153.72	橙2伤害1易伤1暴击1策反1时间	1敌人爆炸2策反3易伤4时间59伤害6立即金币7核8雷电a暴击
832	45213 21124	   	153.72	橙2伤害1易伤1暴击1策反1时间	1时间2策反38敌人爆炸49伤害5易伤6立即金币7核a暴击
833	45213 21631	   	153.72	橙2伤害1易伤1暴击1策反1时间	1时间2策反3敌人爆炸49伤害5易伤6立即金币7核8雷电a暴击
834	45221 21124	   	153.72	橙2伤害1易伤1暴击1策反1时间	1时间2策反38敌人爆炸4易伤59伤害6立即金币7核a暴击
835	45221 21631	   	153.72	橙2伤害1易伤1暴击1策反1时间	1时间2策反3敌人爆炸4易伤59伤害6立即金币7核8雷电a暴击
836	31422 44121	   	153.72	橙4易伤1伤害1攻速	1等级2低血量敌人347a易伤5掉矿6伤害8核9攻速
837	33222 44121	   	153.72	橙4易伤1伤害1攻速	1等级247a易伤3敌人爆炸5掉矿6伤害8核9攻速
838	33222 46221	   	153.72	橙4易伤1伤害1攻速	1等级249a易伤3敌人爆炸5掉矿6伤害7攻速8核
839	33622 44121	   	153.72	橙4易伤1伤害1攻速	1等级247a易伤3低血量敌人5掉矿6伤害8核9攻速
840	61313 35252	   	153.72	橙4易伤1伤害1时间	1挖尘2掉矿357a易伤4伤害6敌人爆炸8核9时间
841	61315 35221	   	153.72	橙4易伤1伤害1攻速	1挖尘2掉矿379a易伤4伤害5攻速6随机矿8核
842	51216 63121	   	153.65	紫2伤害1全技能1易伤1策反	12雷电3易伤4a伤害5核6策反7全技能8随机矿9基地爆炸
843	51216 63131	   	153.65	紫2伤害1全技能1易伤1策反	12雷电3易伤4a伤害5核6策反7全技能8随机矿9低血量敌人
844	11314 21363	 * 	153.64	橙1全技能1易伤1伤害2策反1喷火对愈	1低血量敌人2掉矿3易伤4伤害5矿等69策反7核8喷火对愈a全技能
845	31414 21363	   	153.64	橙1全技能1易伤1伤害2策反1喷火对愈	1等级2低血量敌人3易伤4伤害5矿等69策反7核8喷火对愈a全技能
846	33614 21363	   	153.64	橙1全技能1易伤1伤害2策反1喷火对愈	1等级2易伤3低血量敌人4伤害5矿等69策反7核8喷火对愈a全技能
847	42162 25222	   	153.63	橙3易伤1伤害3时间	12a时间2序列升级347易伤5挖尘6核8敌人爆炸9伤害
848	42162 22522	   	153.63	橙3易伤1伤害3时间	12a时间2序列升级348易伤5挖尘6核7最后敌人9伤害
849	15415 21122	   	153.61	橙2易伤1伤害1暴击1策反1攻速	1低血量敌人2策反3a易伤4伤害5攻速6核7暴击8矿等9平台
850	15415 21222	   	153.61	橙2易伤1伤害1暴击1策反1攻速	1低血量敌人2策反3a易伤4伤害5攻速6核7暴击8金币生成9平台
851	15415 21332	   	153.61	橙2易伤1伤害1暴击1策反1攻速	1低血量敌人2策反3a易伤4伤害5攻速6核7暴击8敌人爆炸9平台
852	21413 33642	   	153.61	橙2易伤2伤害1全技能	16敌人爆炸27掉矿35易伤48伤害9全技能a核
853	42262 13512	   	153.61	橙1全技能1易伤1伤害2时间1策反1攻速	12时间2序列升级3矿等4额外掉落5全技能6策反7伤害8易伤9核a攻速
854	33211 61524	   	153.56	橙2易伤2伤害1暴击	1等级28易伤3敌人爆炸49伤害5立即金币6最后敌人7核a暴击
855	21411 42226	   	153.52	橙3伤害1易伤1策反1时间	1敌人爆炸2掉矿3易伤469伤害5立即金币7时间8核a策反
856	15422 24321	   	153.52	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9雷电a额外掉落
857	15422 24322	   	153.52	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9a雷电
858	15422 24331	   	153.52	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9金币生成a额外掉落
859	15422 24332	   	153.52	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9金币生成a矿等
860	11342 64213	   	153.51	橙2易伤1伤害1暴击1策反1时间	1a低血量敌人2掉矿39易伤4时间5暴击6核7伤害8策反
861	24431 41223	   	153.46	橙2易伤2伤害3时间	19敌人爆炸2矿等39易伤468时间59伤害7核9序列升级a最后敌人
862	44213 41223	   	153.46	橙2易伤2伤害3时间	168时间29矿等3敌人爆炸49伤害59易伤7核9序列升级a最后敌人
863	44221 41223	   	153.46	橙2易伤2伤害3时间	168时间29矿等3敌人爆炸49易伤59伤害7核9序列升级a最后敌人
864	61311 42226	   	153.42	橙3伤害1易伤1策反1时间	1挖尘2掉矿3易伤469伤害5立即金币7时间8核a策反
865	33232 64114	   	153.42	橙1全技能1易伤1伤害1暴击2时间	1等级2易伤3敌人爆炸49时间5暴击6核7伤害8低血量敌人a全技能
866	15422 24311	   	153.42	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9挖尘a额外掉落
867	15422 24312	   	153.42	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9挖尘a平台
868	15422 24313	   	153.42	橙3易伤1全技能1策反	1低血量敌人2策反348易伤5掉矿6核7全技能9挖尘a雷电
