0	Index      	 *	Score 	Summary	Detail	
1	23276 13336	 * 	188.31	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|389VULN|4RPLT|5AART|6RCR|7aDMG
479	23342 68842	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8DMG|9RPLT|aZMB
480	23344 68161	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5LHND|6AART|7CDMG|8ZMB|9DMG|aVULN
481	23377 41161	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4BEXP|5CDMG|6AART|7LWND|8ZMB|9DMG|aVULN
482	23377 42161	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4BEXP|5CDMG|6AART|7LHND|8ZMB|9DMG|aVULN
483	33255 51321	   	161.89	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3FEWX|4DMG|5BELT|6aAART|78VULN|9CGEN
484	33255 51332	   	161.89	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3FEWX|4DMG|5BELT|6aAART|78VULN|9LWND
485	33355 51321	   	161.89	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3BEXP|4DMG|5BELT|6aAART|78VULN|9CGEN
486	33355 51332	   	161.89	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3BEXP|4DMG|5BELT|6aAART|78VULN|9LWND
487	23333 64518	 * 	161.87	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR	1aDUR|2MBVNT|3RCR|4NUKE|5LHND|6aDMG|7CDMG|8VULN|9aASPD|aBPWR
488	33413 31125	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7ASPD|9CDMG|aBASHEA
489	33413 31142	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7ASPD|9ERES|aCDMG
490	33413 34311	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7DUR|9ERES|aCDMG
491	33413 34312	   	161.87	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7DUR|9ERES|aFLTHEA
492	25212 35322	   	161.86	DCR|3VULN|2DMG|1AART|1DUR|1MSE	1DUR|2LHND|358VULN|4MSE|6AART|7RCR|9aDMG
493	23342 68161	   	161.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8ZMB|9DMG|aTLV
494	23342 66316	   	161.82	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7LHND|8aDMG|9ASPD
495	23332 64518	   	161.77	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR	1aDUR|2MBVNT|3RCR|4NUKE|5DUST|6aDMG|7CDMG|8VULN|9aASPD|aBPWR
496	33133 21165	 * 	161.73	ACR|4VULN|2ASPD|1CDMG	1RMIN|2RCR|35ASPD|4BEXP|6789VULN|aCDMG
497	33153 21165	   	161.73	ACR|4VULN|2ASPD|1CDMG	1RMIN|2RCR|35ASPD|4FEWX|6789VULN|aCDMG
498	23342 68148	   	161.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8ZMB|9SELL|aDMG
499	11466 23112	   	161.70	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	12ERES|3RCR|45CDMG|6ASPD|7DUR|8DMG|9VULN|aAART
500	11466 32112	   	161.70	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	12ERES|3RCR|45CDMG|6DUR|7ASPD|8DMG|9VULN|aAART
501	33246 22612	   	161.69	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3FEWX|4DMSP|58DMG|6MLV|7CDMG|9VULN|aAART
502	33254 22612	   	161.69	ACR|2DMG|1AART|1VULN|1CDMG	15RMIN|2RCR|3FEWX|48DMG|6MLV|7CDMG|9VULN|aAART
503	33354 22612	   	161.69	ACR|2DMG|1AART|1VULN|1CDMG	15RMIN|2RCR|3BEXP|48DMG|6MLV|7CDMG|9VULN|aAART
504	33511 12612	   	161.69	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3RCVC|48DMG|5MLV|6FEWX|7CDMG|9VULN|aAART
505	33514 22612	   	161.69	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3RCVC|48DMG|5FEWX|6MLV|7CDMG|9VULN|aAART
506	33516 22612	   	161.69	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3RCVC|48DMG|5BEXP|6MLV|7CDMG|9VULN|aAART
507	33261 52252	   	161.69	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|37FEWX|48VULN|5BEXP|6DMG|9CDMG|aAART
508	33433 41235	   	161.68	ACR|2VULN|1AART|1DMG|1DUR|1ASPD|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6DMG|8ASPD|9LWND|aAART
509	23276 11337	   	161.66	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2MBVNT|39aVULN|4RPLT|5AART|6RCR|7FEWX|8ZMB
510	33113 21165	   	161.63	ACR|4VULN|2ASPD|1CDMG	1RMIN|2RCR|35ASPD|4DUST|6789VULN|aCDMG
511	33262 52252	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|37FEWX|48VULN|5DUST|6DMG|9CDMG|aAART
512	33512 41264	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|3RCVC|4DMG|5LWND|6MBVNT|78VULN|9CDMG|aAART
513	33433 41225	   	161.58	ACR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6DMG|8ASPD|9DUST|aAART
514	33433 41262	   	161.58	ACR|2VULN|1AART|1DMG|1DUR|1ASPD|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6DMG|8ASPD|9AIRHEA|aAART
515	23333 63478	   	161.58	ACR|2DMG|1VULN|2CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3RCR|4NUKE|5LHND|6aDMG|7VULN|8ASPD|9aCDMG|aBPWR
516	26213 31663	   	161.57	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2RMIN|3VULN|4ZMB|5LWND|6aAART|7ASPD|8RCR|9DMG
517	23276 14334	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2MBVNT|39aVULN|4RPLT|5AART|6RCR|7DUST|8ZMB
518	33123 43343	 * 	161.49	ACR|2DMG|1AART|1VULN|2ASPD	15RMIN|2RCR|36ASPD|47DMG|8VULN|9TLV|aAART
519	23332 63478	   	161.48	ACR|2DMG|1VULN|2CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3RCR|4NUKE|5DUST|6aDMG|7VULN|8ASPD|9aCDMG|aBPWR
520	33413 32224	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7aLHND|9DMG
521	33413 32225	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7LHND|9DMG|aCGEN
522	33413 32226	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7LHND|9DMG|aRCVC
523	33413 33324	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7BEXP|9DMG|aLHND
524	33215 53531	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3FEWX|4ZMB|5BELT|6AART|7DMG|89VULN|aDMSP
525	33315 53531	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3BEXP|4ZMB|5BELT|6AART|7DMG|89VULN|aDMSP
526	33413 32122	   	161.45	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4ZMB|5LWND|6AART|7LHND|8DMSP|9aDMG
527	33413 32422	   	161.45	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4ZMB|5LWND|6AART|78LHND|9aDMG
528	12522 55111	   	161.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2CGEN|3AART|4DMG|5CDMG|6aDUR|7ZMB|8VULN|9RCR
529	23272 51331	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|37VULN|4RPLT|5DUST|6CDMG|8RCR|9AART|aDMG
530	34423 62113	 * 	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|2CDMG|349VULN|5LWND|6AART|7RCR|8LIT|aDUR
531	33413 43124	   	161.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6MLV|7AART|9CDMG|aDUR
532	33441 23112	 * 	161.36	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCR|3VULN|4AART|5CGEN|6DMG|7RPLT|8LHND|9CDMG|aFLTHEA
533	33441 23212	   	161.36	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCR|3VULN|4AART|5CGEN|6DMG|7RPLT|8BEXP|9CDMG|aFLTHEA
534	33441 23512	   	161.36	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCR|3VULN|4AART|5CGEN|6DMG|7RPLT|8FEWX|9CDMG|aFLTHEA
535	33434 13322	   	161.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1RMIN|2RCR|37VULN|4SELL|5RPLT|6LSRREG|8DMG|9CDMG|aAART
536	33435 41212	   	161.35	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	1RMIN|2RCR|37VULN|4SELL|5FEWX|6DMG|89ASPD|aAART
537	33436 41212	   	161.35	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	1RMIN|2RCR|37VULN|4SELL|5LWND|6DMG|89ASPD|aAART
538	33413 32221	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7LHND|9DMG|aMBVNT
539	33413 32223	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7LHND|9DMG|aERES
540	33413 33321	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7BEXP|9DMG|aMBVNT
541	33413 33323	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7BEXP|9DMG|aERES
542	33413 33326	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7BEXP|9DMG|aDUST
543	33413 36122	   	161.35	ACR|2VULN|1AART|2CDMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7CGEN|9aCDMG
544	23347 26347	 * 	161.33	ACR|3DMG|2CDMG|2DUR|1ZMB	19DUR|2MBVNT|3RCR|4FEWX|59CDMG|6ZMB|7CGEN|89aDMG|9BPWR
545	33541 83132	   	161.32	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RMIN|2RCR|3RCVC|48CDMG|5MBVNT|6VULN|7DMG|9ZMB|aAART
546	34423 62312	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|2CDMG|34aVULN|5LWND|6AART|7RCR|8DUR|9BASICY
547	33412 62134	   	161.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LIT|6AIRHEA|7AART|9CDMG|aDUR
548	23347 27347	   	161.23	ACR|3DMG|2CDMG|2DUR|1ZMB	19DUR|2MBVNT|3RCR|4FEWX|59CDMG|6ZMB|7TLV|89aDMG|9BPWR
549	23342 24231	   	161.23	ACR|3DMG|1VULN|2DUR|1ZMB	19DUR|2MBVNT|3RCR|4FEWX|5VULN|678DMG|aZMB
550	23341 27516	   	161.22	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5BEXP|6aDMG|7AART|8VULN|9ASPD
551	23344 26516	   	161.22	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5LHND|6aDMG|7AART|8VULN|9ASPD
552	23242 36773	   	161.11	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2MBVNT|35VULN|4LWND|6aAART|7RMIN|8RCR|9DMG
553	33353 51151	   	161.08	ACR|3DMG|1VULN|1CDMG|1ASPD	1RMIN|2RCR|3BEXP|46aDMG|5ASPD|7MLV|8VULN|9CDMG
554	33421 53251	   	161.08	ACR|3VULN|1DMG|1CDMG|1ASPD	1RMIN|2RCR|378VULN|4LHND|5BEXP|6DMG|9CDMG|aASPD
555	33421 53252	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2RCR|378VULN|4LHND|5BEXP|6DMG|9CDMG|aDUR
556	33422 53153	   	160.98	ACR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2RCR|37aVULN|4LHND|5DUST|6DMG|8DUR|9CDMG
557	33422 53251	   	160.98	ACR|3VULN|1DMG|1CDMG|1ASPD	1RMIN|2RCR|378VULN|4LHND|5DUST|6DMG|9CDMG|aASPD
558	33422 53252	   	160.98	ACR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2RCR|378VULN|4LHND|5DUST|6DMG|9CDMG|aDUR
559	33443 12153	   	160.97	ACR|2AART|2VULN|1ZMB|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7LHND|9DMSP|aZMB
560	12522 22131	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9LHND|aDUR
561	12522 22141	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9BEXP|aDUR
562	12522 22551	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2CGEN|3AART|4DMG|5CDMG|6ZMB|7RCR|8BELT|9ASPD|aVULN
563	35522 22141	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2ERES|3AART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9BEXP|aDUR
564	35522 22151	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2ERES|3AART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9FEWX|aDUR
565	33113 21235	   	160.88	ACR|3VULN|1DMG|2ASPD|1DUR	1RMIN|2RCR|35ASPD|4DUST|679VULN|8DMG|aDUR
566	33126 21115	   	160.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4DMG|59ERES|678VULN|aCDMG
567	41462 12112	   	160.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2CGEN|3RCR|4CDMG|56DUR|7ASPD|8DMG|9VULN|aAART
568	33443 13324	   	160.87	ACR|2AART|2VULN|1ZMB|1DUR	1RMIN|2RCR|3aVULN|45AART|6DUR|7RPLT|8ZMB|9DUST
569	33364 13622	   	160.85	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3BEXP|4VULN|56LWND|7AART|8ZMB|9aDMG
570	33364 23622	   	160.85	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|36BEXP|4VULN|5LWND|7AART|8ZMB|9aDMG
571	23284 23447	 * 	160.85	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4ASPD|5AART|67ZMB|9CDMG|aRCR
572	33433 51142	   	160.84	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|378VULN|4SELL|5DUR|6CDMG|9DMG|aCGEN
573	12522 22121	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9LEGI|aDUR
574	12522 22164	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9TLV|aDUR
575	35522 22261	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2ERES|3AART|4DMG|5CDMG|6ZMB|7RCR|8DUST|9VULN|aDUR
576	23227 33526	   	160.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RCVC|57DMG|6CDMG|8RCR|9ERES|aAART
577	23227 33536	   	160.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RCVC|57DMG|6CDMG|8RCR|9LEGI|aAART
578	23227 33572	   	160.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RCVC|57DMG|6CDMG|8RCR|9AIRHEA|aAART
579	23342 64745	   	160.80	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LSRREG|9ASPD|aCDMG
580	15462 12112	   	160.78	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ERES|2RCVC|3RCR|4CDMG|56DUR|7ASPD|8DMG|9VULN|aAART
581	33412 62512	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3aVULN|4ZMB|5LIT|6AIRHEA|7AART|8DMG|9LWND
582	33413 43122	   	160.75	ACR|2VULN|1AART|2CDMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LWND|6MLV|7AART|9aCDMG
583	33433 51214	   	160.74	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|37aVULN|4SELL|5DUR|6CDMG|8DMG|9DUST
584	33433 51141	   	160.74	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|378VULN|4SELL|5DUR|6CDMG|9DMG|aDUST
585	33433 51143	   	160.74	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|378VULN|4SELL|5DUR|6CDMG|9DMG|aERES
586	33433 41114	   	160.74	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|37aVULN|4SELL|5DUR|6DMG|8CDMG|9DUST
587	11462 12112	   	160.68	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	12ERES|3RCR|4CDMG|56DUR|7ASPD|8DMG|9VULN|aAART
588	33411 13536	   	160.67	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	1RMIN|2RCR|37VULN|4ZMB|5DMSP|69ASPD|8AART|aDUR
589	23248 64513	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|39VULN|4LWND|5ZMB|6DMG|7RCR|8RPLT|aAART
590	33416 23122	   	160.65	ACR|2VULN|1AART|2CDMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5ERES|6BEXP|7AART|9aCDMG
591	23227 33528	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1aDUR|2MBVNT|3aVULN|4RCVC|57DMG|6CDMG|8RCR|9aERES|aBPWR
592	33246 41423	   	160.59	ACR|2DMG|2AART|1VULN	1RMIN|2RCR|3FEWX|4DMSP|59DMG|6MBVNT|7VULN|8aAART
593	33246 41443	   	160.59	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3FEWX|4DMSP|5DMG|6MBVNT|79VULN|8aAART
594	33254 41423	   	160.59	ACR|2DMG|2AART|1VULN	15RMIN|2RCR|3FEWX|49DMG|6MBVNT|7VULN|8aAART
595	33254 41443	   	160.59	ACR|2VULN|2AART|1DMG	15RMIN|2RCR|3FEWX|4DMG|6MBVNT|79VULN|8aAART
596	33354 41423	   	160.59	ACR|2DMG|2AART|1VULN	15RMIN|2RCR|3BEXP|49DMG|6MBVNT|7VULN|8aAART
597	33354 41443	   	160.59	ACR|2VULN|2AART|1DMG	15RMIN|2RCR|3BEXP|4DMG|6MBVNT|79VULN|8aAART
598	33514 41423	   	160.59	ACR|2DMG|2AART|1VULN	1RMIN|2RCR|3RCVC|49DMG|5FEWX|6MBVNT|7VULN|8aAART
599	33514 41443	   	160.59	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3RCVC|4DMG|5FEWX|6MBVNT|79VULN|8aAART
600	33516 41423	   	160.59	ACR|2DMG|2AART|1VULN	1RMIN|2RCR|3RCVC|49DMG|5BEXP|6MBVNT|7VULN|8aAART
601	33516 41443	   	160.59	ACR|2VULN|2AART|1DMG	1RMIN|2RCR|3RCVC|4DMG|5BEXP|6MBVNT|79VULN|8aAART
602	22321 41246	 * 	160.58	DCR|4VULN|1DMG|3DUR|1SELL	178DUR|2SELL|3DMG|467aVULN|57LIT|7BPWR|9RCR
603	34421 46132	   	160.57	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RMIN|28CDMG|34VULN|5MBVNT|6ASPD|7RCR|9ZMB|aAART
604	23276 11123	   	160.56	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7FEWX|8DMG|9aCGEN|aBPWR
605	22341 13615	   	160.55	DCR|2DMG|1AART|1VULN|2DUR|1ASPD|1SELL	1aDUR|2SELL|38DMG|4AART|5ASPD|6VULN|7FEWX|9RCR
606	22341 14315	   	160.55	DCR|2DMG|1AART|1VULN|2DUR|1ASPD|1SELL	1aDUR|2SELL|37DMG|4AART|5ASPD|6VULN|8FEWX|9RCR
607	22341 14411	   	160.55	DCR|2DMG|1AART|1VULN|2DUR|1ASPD|1SELL	1aDUR|2SELL|37DMG|4AART|5ASPD|6VULN|8LHND|9RCR
608	22341 24111	   	160.55	DCR|2DMG|1AART|1VULN|2DUR|1ASPD|1SELL	1aDUR|2SELL|37DMG|4AART|5ASPD|6LWND|8VULN|9RCR
609	23342 17242	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|59VULN|6LWND|7aDMG|8CDMG
610	23344 21242	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5LHND|6aDMG|79VULN|8CDMG
611	23345 12783	   	160.51	ACR|3VULN|1AART|2DUR|1ASPD	18DUR|2MBVNT|3RCR|48FEWX|5LIT|6ASPD|789VULN|8BPWR|aAART
612	23354 12783	   	160.51	ACR|3VULN|1AART|2DUR|1ASPD	18DUR|2MBVNT|3RCR|48LIT|5FEWX|6ASPD|789VULN|8BPWR|aAART
613	23375 12743	   	160.51	ACR|3VULN|1AART|2DUR|1ASPD	18DUR|2MBVNT|3RCR|48BEXP|5LIT|6ASPD|789VULN|8BPWR|aAART
614	33123 43631	 * 	160.46	ACR|3DMG|1VULN|3ASPD	15RMIN|2RCR|368ASPD|478DMG|8BPWR|9LIT|aVULN
615	23276 14123	   	160.46	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7DUST|8DMG|9aCGEN|aBPWR
616	23342 24362	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5aVULN|67DMG|8ERES|9CDMG
617	23342 57242	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|59VULN|6LEGI|7aDMG|8CDMG
618	23275 64434	   	160.40	DCR|3VULN|2DMG|2DUR	1aDUR|2MBVNT|38aVULN|4RPLT|5LWND|6LIT|7aDMG|9RCR|aBPWR
619	33135 51261	   	160.38	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2RCR|3ASPD|4BEXP|5BELT|6AART|7VULN|8CDMG|9DUR|aDMG
620	23342 64118	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LHND|9DMSP|aDMG
621	23342 64161	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LHND|9CGEN|aDMG
622	23342 64351	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|478FEWX|57VULN|6AART|7BPWR|9DMG|aCGEN
623	23342 64352	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|478FEWX|57VULN|6AART|7BPWR|9DMG|aLHND
624	23342 64355	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|478FEWX|57VULN|6AART|7BPWR|9DMG|aBEXP
625	23342 64356	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|478FEWX|57VULN|6AART|7BPWR|9DMG|aLIT
626	23342 64465	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|479FEWX|57VULN|6AART|7BPWR|8LIT|aDMG
627	23342 64671	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8MLV|9BEXP|aDMG
628	23342 64681	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8MLV|9LWND|aDMG
629	23342 64821	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8BEXP|9RMIN|aDMG
630	23342 64848	   	160.38	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|89BEXP|aDMG
631	33313 51216	   	160.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|78VULN|9CGEN
632	33313 51266	   	160.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|78VULN|9MLV
633	33412 22255	   	160.37	ACR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2RCR|39VULN|4ZMB|5LIT|6DUR|7aDMG|8CGEN
634	33443 52131	   	160.36	ACR|2AART|1VULN|1DMG|2ZMB	1RMIN|2RCR|3VULN|45AART|68ZMB|7BELT|9FEWX|aDMG
635	23276 11173	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7FEWX|8DMG|9aTLV|aBPWR
636	23276 13417	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	19DUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7DMG|8LHND
