0	Index      	 *	Score 	Summary	Detail	
1	12551 15323	 * 	191.60	ACR|3VULN|3DMG|3ASPD	159LWND|28aASPD|3RCR|4BELT|69aVULN|79aDMG|9aBPWR
494	62623 11224	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2DUST|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aRCVC
495	62623 11226	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2DUST|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aCGEN
496	61623 11221	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2BEXP|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aDUST
497	61623 11223	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2BEXP|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aERES
498	63622 11221	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LHND|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aDUST
499	65113 11221	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4FEWX|5DMG|6RCR|79DUR|9BPWR|aDUST
500	65123 11221	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4BEXP|5DMG|6RCR|79DUR|9BPWR|aDUST
501	65123 11223	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4BEXP|5DMG|6RCR|79DUR|9BPWR|aERES
502	65163 11221	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4LWND|5DMG|6RCR|79DUR|9BPWR|aDUST
503	14321 36623	   	163.52	ACR|3VULN|1AART|2ASPD|1DUR	1LWND|2RCVC|3AART|4RCR|56ASPD|79aVULN|8DUR
504	34321 36623	   	163.52	ACR|3VULN|1AART|2ASPD|1DUR	1LHND|2RCVC|3AART|4RCR|56ASPD|79aVULN|8DUR
505	35321 36623	   	163.52	ACR|3VULN|1AART|2ASPD|1DUR	12LHND|3AART|4RCR|56ASPD|79aVULN|8DUR
506	41133 22541	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3BASICY|5AART|7DMG|8MLV|9RCR|aRCVC
507	41133 25632	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3BASICY|5AART|7LHND|8DMG|9RCR|aDMSP
508	41133 25633	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3BASICY|5AART|7LHND|8DMG|9RCR|aBEXP
509	41133 52433	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|248VULN|3BASICY|5AART|6RCVC|7DMG|9RCR|aRPLT
510	24432 61212	   	163.51	DCR|2VULN|2DMG|1AART	1AART|2aCGEN|3aLIT|4DUST|59VULN|6aDMG|7BELT|8RCR|aBPWR
511	24322 22443	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1AART|29CGEN|39ZMB|4RCR|5RCVC|6AIRHEL|7DMG|89VULN|9BPWR|aERES
512	24325 31152	   	163.50	ACR|2DMG|1AART|1VULN|2ZMB	1AART|2CGEN|35ZMB|4RCR|69DMG|7BELT|8VULN|aLHND
513	24325 33116	   	163.50	ACR|2DMG|1AART|2CDMG|2ZMB	1AART|2aCGEN|35ZMB|4RCR|6aDMG|7DUST|8FEWX|9aCDMG|aBPWR
514	24325 33316	   	163.50	ACR|2DMG|1AART|2CDMG|2ZMB	1AART|2aCGEN|35ZMB|4RCR|6aDMG|7DUST|8LHND|9aCDMG|aBPWR
515	24325 36121	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|79VULN|8aFEWX
516	24325 36122	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|79VULN|8FEWX|aLHND
517	24325 36123	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|79VULN|8FEWX|aLIT
518	42562 32111	 * 	163.49	ACR|2AART|1VULN|3ASPD|1CDMG|1DUR	1DUR|256ASPD|3RCR|4aAART|7FEWX|8VULN|9CDMG
519	34325 13611	   	163.48	ACR|2AART|2VULN|1CDMG|1ZMB	1LHND|2RCVC|38AART|4RCR|5ZMB|6FEWX|7aVULN|9CDMG
520	35325 13611	   	163.48	ACR|2AART|2VULN|1CDMG|1ZMB	12LHND|38AART|4RCR|5ZMB|6FEWX|7aVULN|9CDMG
521	32511 54223	   	163.48	ACR|4VULN|1AART|1ASPD	16LHND|2ASPD|3RCR|4BEXP|579aVULN|8AART
522	22342 74231	   	163.47	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2ERES|3MBVNT|478VULN|5FEWX|6ZMB|9RCR|aCDMG
523	62623 11221	   	163.46	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2aDUST|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR
524	41433 12235	   	163.46	DCR|3VULN|1DMG|1CDMG|2DUR	15DUR|249VULN|3CDMG|6RCR|7ERES|8CGEN|aDMG
525	41433 12532	   	163.46	DCR|3VULN|1DMG|1CDMG|2DUR	15DUR|249VULN|3CDMG|6RCR|7ERES|8DMG|aRMIN
526	42561 13313	   	163.42	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|78BEXP|9CDMG|aCGEN
527	42561 13331	   	163.42	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|78BEXP|9MLV|aCDMG
528	41133 14611	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|247VULN|3BASICY|5AART|6SNIHEL|8LIT|9RCR|aDMG
529	41133 22542	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3aBASICY|5AART|7DMG|8MLV|9RCR
530	41133 25631	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3BASICY|5AART|7LHND|8DMG|9RCR|aERES
531	25232 61212	   	163.41	DCR|2VULN|2DMG|1AART	1AART|2aDUST|3aCGEN|4LIT|59VULN|6aDMG|7BELT|8RCR|aBPWR
532	24325 16313	 * 	163.40	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|69CDMG|7aVULN|8RPLT
533	24325 31132	   	163.40	ACR|2DMG|1AART|1VULN|2ZMB	1AART|2CGEN|35ZMB|4RCR|6aDMG|7BELT|8VULN|9ERES
534	24325 31135	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|7BELT|8aVULN|9ERES
535	24325 32413	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|7TLV|8aVULN|9RMIN
536	24325 33121	   	163.40	ACR|2DMG|1AART|1VULN|2ZMB	1AART|2CGEN|35ZMB|4RCR|6aDMG|7DUST|8FEWX|9VULN
537	24325 33124	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|7DUST|8FEWX|9aVULN
538	24325 33321	   	163.40	ACR|2DMG|1AART|1VULN|2ZMB	1AART|2CGEN|35ZMB|4RCR|6aDMG|7DUST|8LHND|9VULN
539	24325 33324	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|7DUST|8LHND|9aVULN
540	24325 36321	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|79VULN|8LEGI|aFEWX
541	14126 23533	   	163.35	ACR|4VULN|1DMG|1CDMG	1LWND|2RCVC|3ERES|4RCR|5CDMG|679aVULN|8DMG
542	34126 23533	   	163.35	ACR|4VULN|1DMG|1CDMG	1LHND|2RCVC|3ERES|4RCR|5CDMG|679aVULN|8DMG
543	35126 23533	   	163.35	ACR|4VULN|1DMG|1CDMG	12LHND|3ERES|4RCR|5CDMG|679aVULN|8DMG
544	42561 13312	   	163.32	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|78BEXP|9CDMG|aDUST
545	41133 31346	   	163.32	DCR|3VULN|1AART|1DMG|1DUR	1DUR|248VULN|3BASICY|5AART|6TLV|7NUKE|9RCR|aDMG
546	41353 26222	   	163.32	ACR|3VULN|2DMG|2DUR	18DUR|28aVULN|3CGEN|46FEWX|5RCR|78DMG|8BPWR|9BEXP
547	41353 31222	   	163.32	ACR|3VULN|2DMG|2DUR	18DUR|28aVULN|3CGEN|4FEWX|5RCR|68DMG|7RCVC|8BPWR|9BEXP
548	41353 31251	   	163.32	ACR|3DMG|2VULN|2DUR	18DUR|28VULN|3CGEN|4FEWX|5RCR|689DMG|7RCVC|8BPWR|aMLV
549	41353 31351	   	163.32	ACR|3DMG|2VULN|2DUR	1aDUR|2aVULN|3CGEN|48FEWX|5RCR|69aDMG|7RCVC|aBPWR
550	41353 36222	   	163.32	ACR|3VULN|2DMG|2DUR	18DUR|28aVULN|3CGEN|47FEWX|5RCR|68DMG|8BPWR|9BEXP
551	11232 24416	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3DMG|4VENICY|5CDMG|6BEXP|7RCR|8ASPD|aAART
552	31232 24416	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|29VULN|3DMG|4VENICY|5CDMG|6BEXP|7RCR|8ASPD|aAART
553	41232 14136	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|36DMG|4VENICY|5CDMG|7RCR|8LHND|9RMIN|aAART
554	11232 14116	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2VULN|36DMG|4VENICY|5CDMG|7RCR|8LHND|9ASPD|aAART
555	11232 24516	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|28VULN|3DMG|4VENICY|5CDMG|6BEXP|7RCR|9ASPD|aAART
556	11232 54116	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|26VULN|3DMG|4VENICY|5CDMG|7RCR|8LHND|9ASPD|aAART
557	31232 14216	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|36DMG|4VENICY|5CDMG|7RCR|8BEXP|9ASPD|aAART
558	31232 14316	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|36DMG|4VENICY|5CDMG|7RCR|8FEWX|9ASPD|aAART
559	31232 24516	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|28VULN|3DMG|4VENICY|5CDMG|6BEXP|7RCR|9ASPD|aAART
560	31232 54216	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|26VULN|3DMG|4VENICY|5CDMG|7RCR|8BEXP|9ASPD|aAART
561	31232 54316	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|26VULN|3DMG|4VENICY|5CDMG|7RCR|8FEWX|9ASPD|aAART
562	11234 62413	   	163.31	DCR|2VULN|2DMG|1AART	1LWND|2aVULN|38DMG|4VENICY|5BEXP|6RCR|7LHND|9AART
563	22432 61212	   	163.31	DCR|2VULN|2DMG|1AART	1AART|2aERES|3aLIT|4DUST|59VULN|6aDMG|7BELT|8RCR|aBPWR
564	23323 84243	   	163.31	DCR|2VULN|2DMG|1AART	1AART|27RMIN|3aVULN|4MLV|5MBVNT|69DMG|8RCR
565	31234 62413	   	163.31	DCR|2VULN|2DMG|1AART	1LHND|2aVULN|38DMG|4VENICY|5BEXP|6RCR|7LWND|9AART
566	24325 36322	   	163.30	ACR|2VULN|1AART|1DMG|2ZMB	1AART|2CGEN|35ZMB|4RCR|6DMG|79VULN|8LEGI|aDUST
567	41353 31253	   	163.22	ACR|3DMG|2VULN|2DUR	18DUR|28VULN|3CGEN|4FEWX|5RCR|689DMG|7RCVC|8BPWR|aMBVNT
568	11232 14316	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2VULN|36DMG|4VENICY|5CDMG|7RCR|8DUST|9ASPD|aAART
569	11232 54316	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|26VULN|3DMG|4VENICY|5CDMG|7RCR|8DUST|9ASPD|aAART
570	31232 14416	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|36DMG|4VENICY|5CDMG|7RCR|8DUST|9ASPD|aAART
571	25132 61212	   	163.21	DCR|2VULN|2DMG|1AART	1AART|2aDUST|3aERES|4LIT|59VULN|6aDMG|7BELT|8RCR|aBPWR
572	41513 22152	   	163.19	DCR|2VULN|2AART|1ZMB|1DUR|1ASPD	1DUR|24VULN|3LIT|5DUST|6RCR|79AART|8ZMB|aASPD
573	36331 13211	   	163.17	DCR|3VULN|1AART|1CDMG|1ZMB	16LHND|2AART|3BEXP|4MLV|567VULN|6BPWR|8ZMB|9RCR|aCDMG
574	14326 12214	   	163.16	ACR|3AART|2VULN|1DMG	1LWND|2RCVC|379AART|4RCR|5LIT|68VULN|aDMG
575	34326 12214	   	163.16	ACR|3AART|2VULN|1DMG	1LHND|2RCVC|379AART|4RCR|5LIT|68VULN|aDMG
576	35326 12214	   	163.16	ACR|3AART|2VULN|1DMG	12LHND|379AART|4RCR|5LIT|68VULN|aDMG
577	42562 12221	   	163.15	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|25ASPD|3RCR|4AART|6FEWX|7ZMB|8VULN|9CGEN|aDMG
578	42562 12231	   	163.15	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|25ASPD|3RCR|4AART|6FEWX|7ZMB|8VULN|9MLV|aDMG
579	42562 12321	   	163.15	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|25ASPD|3RCR|4AART|6FEWX|7ZMB|8RMIN|9VULN|aDMG
580	42562 23121	   	163.15	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|25ASPD|3RCR|4AART|6CGEN|7ZMB|8FEWX|9VULN|aDMG
581	42562 23321	   	163.15	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB|1DUR	1DUR|25ASPD|3RCR|4AART|6CGEN|7ZMB|8LHND|9VULN|aDMG
582	42561 22111	   	163.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|59VULN|6BELT|7DMG|8LHND|aFEWX
583	42561 22112	   	163.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|59VULN|6BELT|7DMG|8LHND|aDMSP
584	42561 22221	   	163.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|58VULN|69BELT|7DMG|aRCVC
585	42561 22223	   	163.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|58VULN|69BELT|7DMG|aCGEN
586	36531 13211	   	163.07	DCR|3VULN|1AART|1CDMG|1ZMB	16LHND|2AART|3DUST|4MLV|567VULN|6BPWR|8ZMB|9RCR|aCDMG
587	43115 62223	   	163.06	DCR|4VULN|1AART|1DUR	1DUR|2MLV|3RMIN|459aVULN|6RCR|7CGEN|8AART
588	61115 62223	   	163.06	DCR|4VULN|1AART|1ASPD	1ASPD|2BEXP|3RMIN|459aVULN|6RCR|7CGEN|8AART
589	42562 32113	   	163.05	ACR|1AART|1VULN|3ASPD|1CDMG|1ZMB|1DUR	1DUR|256ASPD|3RCR|4AART|7FEWX|8VULN|9CDMG|aZMB
590	32511 54211	   	163.02	ACR|3VULN|1AART|1CDMG|1ASPD	16LHND|2ASPD|3RCR|4BEXP|57aVULN|8AART|9CDMG
591	42561 22113	   	163.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|59VULN|6BELT|7DMG|8LHND|aMBVNT
592	42561 22211	   	163.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|58VULN|6BELT|7DMG|9DUST|aFEWX
593	41232 14511	   	162.97	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1DUR|2VULN|36DMG|4VENICY|5CDMG|7RCR|8ERES|9SELL|aAART
594	36531 63211	   	162.97	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3DUST|4MLV|567VULN|8ZMB|9RCR|aCDMG
595	61315 62223	   	162.96	DCR|4VULN|1AART|1ASPD	1ASPD|2BEXP|3TLV|459aVULN|6RCR|7CGEN|8AART
596	42561 22212	   	162.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|58VULN|6BELT|7DMG|9DUST|aLEGI
597	22313 31487	   	162.88	DCR|2VULN|1AART|1DMG|2ZMB	1AART|2ERES|3MBVNT|46ZMB|5RPLT|7RCR|8aVULN|9DMG
598	34321 53231	   	162.83	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1LHND|2RCVC|3AART|4RCR|5ASPD|67VULN|89ZMB|aCDMG
599	35321 53231	   	162.83	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12LHND|3AART|4RCR|5ASPD|67VULN|89ZMB|aCDMG
600	11232 64136	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|26VULN|3DMG|4VENICY|56CDMG|6BPWR|7RCR|8LHND|9RMIN|aAART
601	31232 64236	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|26VULN|3DMG|4VENICY|56CDMG|6BPWR|7RCR|8BEXP|9RMIN|aAART
602	31332 24336	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|26VULN|3CGEN|4AIRHEA|56CDMG|6BPWR|7RCR|8FEWX|9DMG|aAART
603	41433 11221	   	162.76	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	15DUR|24VULN|3CDMG|6RCR|7RCVC|8aZMB|9DMG
604	41133 26432	   	162.75	DCR|4VULN|1AART|2DUR	1aDUR|2468VULN|3BASICY|5AART|7TLV|9RCR
605	21321 36411	   	162.72	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|23BEXP|4RCR|56ASPD|7aVULN|8DUR|9CDMG
606	11232 64336	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|26VULN|3DMG|4VENICY|56CDMG|6BPWR|7RCR|8DUST|9RMIN|aAART
607	31122 24336	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|26VULN|3BASICY|4TLV|56CDMG|6BPWR|7RCR|8FEWX|9DMG|aAART
608	31632 24336	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|26VULN|3ERES|4AIRHEA|56CDMG|6BPWR|7RCR|8FEWX|9DMG|aAART
609	24323 81448	   	162.67	ACR|2DMG|1AART|3DUR|1ZMB|1ASPD	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68DMG|789DUR|8BPWR|aASPD
610	24322 36613	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2aCGEN|3ZMB|4RCR|5RCVC|6DMG|7VULN|8DUR|9CDMG
611	24322 36631	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5RCVC|6DMG|7VULN|8DUR|9MLV|aCDMG
612	24322 14211	   	162.65	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5RCVC|6CDMG|7LWND|8DMG|9DUR|aVULN
613	21321 52623	   	162.62	ACR|3VULN|2AART|1ASPD	18AART|23BEXP|4RCR|5ASPD|69aVULN|7LHND
614	23521 36611	   	162.62	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2RMIN|3ERES|4RCR|56ASPD|7aVULN|8DUR|9CDMG
615	22311 43488	 * 	162.62	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2ERES|3MBVNT|47ZMB|5ASPD|68DMG|9VULN|aRCR
616	43115 62211	   	162.61	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MLV|3RMIN|45aVULN|6RCR|7CGEN|8AART|9CDMG
617	61115 62211	   	162.61	DCR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2BEXP|3RMIN|45aVULN|6RCR|7CGEN|8AART|9CDMG
618	24322 33411	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5RCVC|6DMG|7DUST|8DUR|9CDMG|aVULN
619	24322 36612	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5RCVC|6DMG|7VULN|8DUR|9CDMG|aDUST
620	24323 21145	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4RCR|5MBVNT|6BELT|7ASPD|8VULN|9CDMG|aDMG
621	24323 81711	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5MBVNT|6DMG|7DUR|8DMSP|9CDMG|aVULN
622	14612 14223	   	162.54	DCR|4VULN|1DMG|1ZMB|1SELL	1LWND|2RCVC|347aVULN|5SELL|6RCR|8ZMB|9DMG
623	34612 14223	   	162.54	DCR|4VULN|1DMG|1ZMB|1SELL	1LHND|2RCVC|347aVULN|5SELL|6RCR|8ZMB|9DMG
624	35612 14223	   	162.54	DCR|4VULN|1DMG|1ZMB|1SELL	12LHND|347aVULN|5SELL|6RCR|8ZMB|9DMG
625	23521 52623	   	162.52	ACR|3VULN|2AART|1ASPD	18AART|2RMIN|3ERES|4RCR|5ASPD|69aVULN|7LHND
626	61315 62211	   	162.51	DCR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2BEXP|3TLV|45aVULN|6RCR|7CGEN|8AART|9CDMG
627	22113 64251	   	162.50	DCR|2AART|2VULN|1CDMG|1DUR	1aAART|2ERES|3DUR|4RPLT|5LIT|6RCR|79VULN|8CDMG
628	22347 18241	   	162.45	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|27ERES|3MBVNT|46VULN|56DUR|6BPWR|8RCR|9ZMB|aCDMG
629	22347 71241	   	162.45	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2ERES|3MBVNT|46VULN|57DUR|8RCR|9ZMB|aCDMG
630	44123 31342	   	162.41	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2RCVC|3aERES|4RCR|5ASPD|6AIRHEL|7aVULN|8ZMB|9aDMG|aBPWR
631	11351 16225	   	162.40	DCR|3VULN|2DMG|1DUR	18LWND|258VULN|3CGEN|4FEWX|6RCR|78DMG|8BPWR|9BEXP|aDUR
632	31351 16225	   	162.40	DCR|3VULN|2DMG|1DUR	18LHND|258VULN|3CGEN|4FEWX|6RCR|78DMG|8BPWR|9BEXP|aDUR
633	31352 16252	   	162.40	DCR|3DMG|2VULN|1DUR	158LHND|28VULN|3CGEN|4FEWX|6RCR|789DMG|8BPWR|aDUR
634	14613 11223	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|27RCVC|34aVULN|5CDMG|6RCR|8ZMB|9DMG
635	14613 14222	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2RCVC|347VULN|5CDMG|6RCR|8ZMB|9DMG|aBEXP
636	14633 14223	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	14LWND|2RCVC|37aVULN|5CDMG|6RCR|8ZMB|9DMG
637	34613 11223	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1LHND|27RCVC|34aVULN|5CDMG|6RCR|8ZMB|9DMG
638	34613 14222	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|347VULN|5CDMG|6RCR|8ZMB|9DMG|aBEXP
639	35613 11223	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|34aVULN|5CDMG|6RCR|7RCVC|8ZMB|9DMG
640	35613 14222	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|347VULN|5CDMG|6RCR|8ZMB|9DMG|aBEXP
641	11351 16232	   	162.30	DCR|3VULN|2DMG|1ASPD	18LWND|258VULN|3CGEN|4FEWX|6RCR|78DMG|8BPWR|9CANHEL|aASPD
642	31351 16232	   	162.30	DCR|3VULN|2DMG|1ASPD	18LHND|258VULN|3CGEN|4FEWX|6RCR|78DMG|8BPWR|9CANHEL|aASPD
643	34325 53232	   	162.30	ACR|2VULN|1AART|1DMG|2ZMB	1LHND|2RCVC|3AART|4RCR|58ZMB|67VULN|9DMG|aRPLT
644	35325 53232	   	162.30	ACR|2VULN|1AART|1DMG|2ZMB	12LHND|3AART|4RCR|58ZMB|67VULN|9DMG|aRPLT
645	21322 36111	   	162.29	ACR|2VULN|1AART|1DMG|1CDMG	1AART|23BEXP|4RCR|5RCVC|6DMG|7aVULN|8FEWX|9CDMG
646	41232 24523	   	162.28	DCR|3VULN|1DMG|2CDMG|1DUR	1DUR|28aVULN|3DMG|4VENICY|5aCDMG|6BEXP|7RCR|9aFEWX|aBPWR
647	41232 54123	   	162.28	DCR|3VULN|1DMG|2CDMG|1DUR	1DUR|26aVULN|3DMG|4VENICY|5aCDMG|7RCR|8LHND|9aFEWX|aBPWR
648	24323 82441	   	162.28	ACR|3DMG|1AART|1ZMB|1DUR	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68aDMG|78LHND|8BPWR|9DUR
649	41562 13123	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	1aDUR|258VULN|3LIT|4FEWX|6ZMB|7RCR|9AART
650	14613 12531	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2RCVC|349VULN|5CDMG|6RCR|7ERES|8DMG|aZMB
651	34613 12531	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|349VULN|5CDMG|6RCR|7ERES|8DMG|aZMB
652	35613 12531	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|349VULN|5CDMG|6RCR|7ERES|8DMG|aZMB
653	34325 53233	   	162.20	ACR|2VULN|1AART|1DMG|2ZMB	1LHND|2RCVC|3AART|4RCR|58ZMB|67VULN|9DMG|aTLV
654	35325 53233	   	162.20	ACR|2VULN|1AART|1DMG|2ZMB	12LHND|3AART|4RCR|58ZMB|67VULN|9DMG|aTLV
655	21322 33511	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|23BEXP|4RCR|5RCVC|6DMG|7DUST|8aVULN|9CDMG
656	21322 36311	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|23BEXP|4RCR|5RCVC|6DMG|7aVULN|8LEGI|9CDMG
657	21323 13437	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|236BEXP|4RCR|5MBVNT|7DMG|8CDMG|9aVULN
658	21326 13264	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|23BEXP|4RCR|5LIT|69VULN|7CDMG|8TLV|aDMG
659	21326 13364	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|23BEXP|4RCR|5LIT|69VULN|7CDMG|8ERES|aDMG
