0	Index      	 *	Score 	Summary	Detail	
1	63332 16241	 * 	223.24	DCR|3VULN|2AART|2DMG	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9aAART
503	63312 34261	   	195.25	DCR|3VULN|2DMG|1ASPD	1RCVC|268VULN|39DMG|4TLV|5ASPD|7FEWX|aRCR
504	63152 11124	   	195.17	DCR|3ASPD|2VULN|1DMG	1RCVC|28VULN|35LHND|457ASPD|5BPWR|6RCR|9LIT|aDMG
505	63152 11152	   	195.17	DCR|3ASPD|2VULN|1DMG	1RCVC|28VULN|359LHND|457ASPD|5BPWR|6RCR|aDMG
506	63152 13623	   	195.17	DCR|3ASPD|2VULN|1DMG	1RCVC|28VULN|35LHND|45aASPD|5BPWR|6RCR|7DMG|9FEWX
507	63152 16122	   	195.17	DCR|3ASPD|2VULN|1DMG	1RCVC|29VULN|35LHND|458ASPD|5BPWR|6RCR|7RPLT|aDMG
508	33262 16121	   	195.17	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2VULN|3CDMG|46DMG|58BEXP|7RCR|aCGEN
509	33262 16123	   	195.17	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2VULN|3CDMG|46DMG|58BEXP|7RCR|aAME
510	33262 16412	   	195.17	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2VULN|3CDMG|46DMG|5BEXP|7RCR|8RPLT|9FEWX
511	33262 16532	   	195.17	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2VULN|3CDMG|46DMG|5BEXP|7RCR|8LWND|9RPLT
512	33265 16132	   	195.17	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2VULN|3CDMG|46DMG|5LHND|7RCR|8BEXP|9RPLT
513	23152 11313	   	195.16	DCR|3VULN|1ASPD|1DMG|2ZMB|1SELL	1LHND|245VULN|35ZMB|5BPWR|6RCR|7ASPD|8SELL|9SPLJET|aDMG
514	53142 31325	   	195.12	DCR|3VULN|1AART|1DMG|2ZMB	14FEWX|256VULN|35ZMB|5BPWR|7AART|8RCR|9MLV|aDMG
515	63212 11124	   	195.07	DCR|3ASPD|2VULN|1DMG	1RCVC|28VULN|3CGEN|48TLV|578ASPD|6RCR|8BPWR|9LIT|aDMG
516	63212 11162	   	195.07	DCR|3ASPD|2VULN|1DMG	1RCVC|28VULN|3CGEN|48TLV|578ASPD|6RCR|8BPWR|9RPLT|aDMG
517	33262 16125	   	195.07	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2VULN|3CDMG|46DMG|58BEXP|7RCR|aERES
518	33262 16126	   	195.07	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2VULN|3CDMG|46DMG|58BEXP|7RCR|aMSLREG
519	33262 16423	   	195.07	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2VULN|3CDMG|46DMG|5BEXP|7RCR|8RPLT|9TLV
520	33423 43422	 * 	195.07	DCR|2VULN|2AART|2CDMG|1ZMB	19AART|23VULN|46CDMG|56FEWX|6BPWR|7ZMB|8RCR|aRCVC
521	63552 11212	   	195.02	DCR|3ASPD|1VULN|1DMG|2DUR|1AAC	1RCVC|2VULN|35DUR|457ASPD|5BPWR|6RCR|8DMG|9TLV|aAAC
522	33261 46212	   	194.98	DCR|2VULN|2DMG|1AART|1CDMG	1AART|26VULN|3CDMG|48DMG|56ERES|6BPWR|7LIT|9RCVC|aRCR
523	63332 13526	   	194.96	DCR|3DMG|2VULN|2DUR	1RCVC|2aVULN|35aDMG|45LHND|5aBPWR|6RCR|7CGEN|8DMSP|9aDUR
524	43254 33221	 * 	194.93	DCR|3VULN|3CDMG|1ASPD|1DUR	178CDMG|257VULN|3LHND|4DUR|67LIT|7BPWR|9RCR|aASPD
525	23152 13225	   	194.91	DCR|4VULN|1AART|2ZMB	1LHND|245aVULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|9FEWX
526	23152 13235	   	194.91	DCR|4VULN|1AART|2ZMB	1LHND|245aVULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|9LWND
527	23152 13355	   	194.91	DCR|4VULN|1AART|2ZMB	1LHND|245aVULN|35ZMB|5BPWR|6RCR|7CGEN|8LWND|9AART
528	23152 16116	   	194.91	DCR|4VULN|1AART|2ZMB	1LHND|2457VULN|35ZMB|5BPWR|6RCR|8MULARM|9CGEN|aAART
529	53352 16233	   	194.88	DCR|3ASPD|2VULN|1AART	13FEWX|25VULN|459ASPD|5BPWR|6RCR|7RPLT|8AME|aAART
530	33421 15136	   	194.84	DCR|3VULN|1AART|2CDMG|2ZMB	1AART|237VULN|47CDMG|57ZMB|6BELT|7BPWR|8DMSP|9RPLT|aRCR
531	33421 15336	   	194.84	DCR|3VULN|1AART|2CDMG|2ZMB	1AART|237VULN|47CDMG|57ZMB|6BELT|7BPWR|8AELBLL|9RPLT|aRCR
532	23153 11613	   	194.55	DCR|3VULN|2ASPD|1ZMB|1DUR	15LHND|248VULN|3ZMB|6RCR|7aASPD|9DUR
533	63522 33632	 * 	194.55	DCR|3VULN|1ASPD|3DUR|1CDMG|1AAC	1RCVC|256VULN|358DUR|4AAC|5BPWR|7CDMG|9RCR|aASPD
534	53142 11622	   	194.52	DCR|2VULN|3ZMB|1ASPD|1CDMG|1DUR	14FEWX|25VULN|358ZMB|5BPWR|6RCR|7ASPD|9DUR|aCDMG
535	53152 11612	   	194.47	DCR|3VULN|3ZMB|1ASPD|1AAC	1FEWX|245VULN|358ZMB|5BPWR|6RCR|7ASPD|9TLV|aAAC
536	23153 13212	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15LHND|24VULN|3ZMB|6RCR|7CGEN|8AART|9DMG|aCDMG
537	53352 41332	   	194.21	DCR|2VULN|2ASPD|1AART|1CDMG	13FEWX|25VULN|45ASPD|5BPWR|6DMSP|7AART|8RCR|9LHND|aCDMG
538	63153 11243	   	194.17	DCR|2VULN|2ASPD|1AART|1DUR	1RCVC|28VULN|35LHND|47ASPD|6RCR|9AART|aDUR
539	63262 11623	   	194.17	DCR|3VULN|1ASPD|1DMG|1DUR	1RCVC|248VULN|34CGEN|4BPWR|5LWND|6RCR|7ASPD|9DUR|aDMG
540	63263 32251	   	194.09	DCR|3VULN|1DMG|1NUKE|1ZMB	1RCVC|248VULN|34CGEN|4BPWR|5DMG|6ZMB|7RCR|9NUKE|aDUST
541	63263 32252	   	194.09	DCR|3VULN|1DMG|1NUKE|1ZMB	1RCVC|248VULN|34CGEN|4BPWR|5DMG|6ZMB|7RCR|9NUKE|aFEWX
542	63263 32253	   	194.09	DCR|3VULN|2DMG|1NUKE|1ZMB	1RCVC|248VULN|34CGEN|4BPWR|5aDMG|6ZMB|7RCR|9NUKE
543	63122 11615	   	194.07	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1RCVC|258VULN|35LHND|4AAC|5BPWR|6RCR|7ASPD|9DUR|aDMG
544	33336 35334	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3RPLT|4RMIN|5DMG|6CGEN|7RCR|9DUR|aASPD
545	21211 25163	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13LHND|2CDMG|469VULN|5DMG|7RMIN|8RCR|aASPD
546	21211 42163	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13LHND|2CDMG|479VULN|5DMG|6RMIN|8RCR|aASPD
547	63152 12211	   	193.95	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1RCVC|2VULN|35LHND|45ASPD|5BPWR|6RCR|7CGEN|8AART|9DMG|aDUR
548	63332 11111	   	193.92	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|29VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8RMIN|aDUR
549	63332 11614	   	193.92	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|9DUR|aBEXP
550	63332 16323	   	193.92	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|27VULN|35DMG|45LHND|5BPWR|6RCR|8MLV|9DUR|aASPD
551	63332 16532	   	193.92	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|27VULN|35DMG|45LHND|5BPWR|6RCR|8DUR|9BEXP|aASPD
552	63362 11111	   	193.92	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|29VULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|8RMIN|aDUR
553	63362 16323	   	193.92	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|27VULN|35DMG|45LWND|5BPWR|6RCR|8MLV|9DUR|aASPD
554	21211 23163	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	13LHND|2CDMG|469VULN|5DMG|7ERES|8RCR|aASPD
555	63352 14233	 * 	193.88	DCR|3VULN|1MDPS|2ASPD|1DMG	1RCVC|278VULN|3DMG|4CGEN|5aASPD|6MDPS|9RCR
556	62131 16611	   	193.87	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1RCVC|2DMG|3ASPD|4AAC|5ERES|6RCR|78aVULN|9DUR
557	63152 11223	 * 	193.85	DCR|3ASPD|2DMG|1VULN	19RCVC|2VULN|35LHND|457ASPD|5BPWR|6RCR|8aDMG
558	63333 11615	   	193.82	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|3aDMG|45LHND|6RCR|7ASPD|9DUR
559	63332 11611	   	193.82	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|9DUR|aERES
560	63332 11612	   	193.82	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|9DUR|aDUST
561	63332 11616	   	193.82	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|9DUR|aMSLFST
562	63362 11611	   	193.82	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|9DUR|aERES
563	63362 11612	   	193.82	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|28VULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|9DUR|aDUST
564	33423 43421	   	193.76	DCR|2VULN|2AART|2CDMG|1ZMB	19AART|23VULN|46CDMG|56FEWX|6BPWR|7ZMB|8RCR|aCGEN
565	33423 43423	   	193.76	DCR|2VULN|2AART|2CDMG|1ZMB	19AART|23VULN|46CDMG|56FEWX|6BPWR|7ZMB|8RCR|aAME
566	33312 55215	 * 	193.73	DCR|3VULN|2AART|1CDMG	17AART|26aVULN|3RPLT|4CDMG|5LWND|8RCR|9CGEN
567	61312 63211	   	193.72	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|2FEWX|37DMG|4TLV|5ASPD|6RCR|89VULN|aDUR
568	62212 63211	   	193.72	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|27DMG|3FEWX|4TLV|5ASPD|6RCR|89VULN|aDUR
569	62343 63211	   	193.72	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|27DMG|3ERES|4ASPD|5BEXP|6RCR|89VULN|aDUR
570	62352 63211	   	193.72	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|27DMG|3ERES|4BEXP|5ASPD|6RCR|89VULN|aDUR
571	33621 23365	   	193.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|289VULN|3BELT|4LIT|5CDMG|6ASPD|7RMIN|aRCR
572	23152 13621	   	193.69	DCR|5VULN|2ZMB|1DUR	1LHND|2458aVULN|35ZMB|5BPWR|6RCR|7CGEN|9DUR
573	23152 16511	   	193.69	DCR|5VULN|2ZMB|1DUR	1LHND|24579VULN|35ZMB|5BPWR|6RCR|8DUR|aBEXP
574	63522 11333	   	193.66	DCR|2VULN|2ASPD|1CDMG|2DUR|1AAC	18RCVC|25VULN|35DUR|4AAC|5BPWR|6RCR|7aASPD|9CDMG
575	62131 16613	   	193.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1RCVC|2aDMG|3ASPD|4AAC|5ERES|6RCR|78VULN|9DUR
576	33332 35631	   	193.61	DCR|2VULN|2ASPD|1AART|2DUR	1AART|2aVULN|3RPLT|4RMIN|5aASPD|6CGEN|7RCR|8LHND|9aDUR|aBPWR
577	63312 32541	   	193.60	DCR|2VULN|2ASPD|1DMG|2DUR	1RCVC|26VULN|3DMG|4TLV|59ASPD|7RCR|8aDUR
578	33313 23211	   	193.59	DCR|3VULN|1AART|2CDMG|1DUR	1AART|25aVULN|3RPLT|4aCDMG|6CGEN|7DUR|8RCR|9aFEWX|aBPWR
579	33313 23261	   	193.59	DCR|3VULN|1AART|2CDMG|1DUR	1AART|25aVULN|3RPLT|4aCDMG|6CGEN|7DUR|8RCR|9aLWND|aBPWR
580	23152 16513	   	193.59	DCR|5VULN|2ZMB|1DUR|1MSE	1LHND|24579VULN|35ZMB|5BPWR|6RCR|8DUR|aMSE
581	63122 16243	   	193.57	DCR|4VULN|1AART|1AAC|1DUR	1RCVC|2578VULN|35LHND|4AAC|5BPWR|6RCR|9AART|aDUR
582	33322 62233	   	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1aAART|2VULN|3RPLT|4ERES|5ASPD|6RMIN|7CDMG|8DMG|9RCR
583	63522 12243	   	193.47	DCR|3VULN|2ASPD|2DUR|1AAC	1RCVC|258VULN|35DUR|4AAC|5BPWR|6RCR|7FEWX|9aASPD
584	33322 12233	   	193.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1aAART|2VULN|3RPLT|4ERES|5ASPD|6AAC|7CDMG|8DMG|9RCR
585	63552 13331	   	193.44	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	18RCVC|2VULN|35DUR|45ASPD|5BPWR|6RCR|7DMG|9CDMG|aLHND
586	31127 15722	   	193.44	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB	1AART|2RMIN|3MBVNT|46ZMB|56VULN|6BPWR|7ASPD|8RCR|9AELBLL|aCDMG
587	63652 11221	   	193.43	DCR|3ASPD|1VULN|1DMG|1ZMB|1DUR	1RCVC|2VULN|35FEWX|457ASPD|5BPWR|6RCR|8DMG|9DUR|aZMB
588	63562 13333	   	193.34	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	18RCVC|2VULN|34DUR|5aASPD|6RCR|7DMG|9CDMG
589	53352 13153	   	193.32	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	13FEWX|25VULN|45ASPD|5BPWR|6RCR|7DMG|8RMIN|9DUR|aAAC
590	13112 13611	   	193.27	DCR|3VULN|1DMG|1ASPD|1DUR	1ERES|28aVULN|3RCVC|4TLV|5ASPD|6RCR|7DMG|9DUR
591	31127 15733	   	193.26	DCR|2VULN|2AART|1ASPD|2ZMB	1aAART|2RMIN|3MBVNT|46ZMB|56VULN|6BPWR|7ASPD|8RCR|9LHND
592	63352 32512	   	193.24	DCR|3VULN|1ASPD|1DMG|1DUR	1aRCVC|269VULN|3DMG|4CGEN|5ASPD|7RCR|8DUR
