0	Index      	 *	Score 	Summary	Detail	
1	23431 66312	 * 	216.65	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|359VULN|4DMG|6RCR|7ASPD|8ZMB|aDUR
487	31221 13432	 * 	187.22	DCR|2VULN|1AART|2CDMG|1ASPD	1LWND|2aVULN|3DUST|49CDMG|5ASPD|6LHND|7AART|8RCR
488	51334 32326	   	187.10	DCR|1SPLARM|2DMG|2ASPD|1VULN	1RCVC|29BEXP|39ASPD|4RMIN|5SPLARM|6ERES|7RCR|89DMG|9BPWR|aVULN
489	61154 32413	   	187.08	DCR|4VULN|1DMG|1ZMB	1CANARM|256aVULN|3RCVC|4MBVNT|7DMG|8RCR|9ZMB
490	61158 32413	   	187.08	DCR|4VULN|1DMG|1ZMB	15CANARM|256aVULN|3RCVC|4MBVNT|5BPWR|7DMG|8RCR|9ZMB
491	11134 51112	   	187.06	DCR|3ASPD|2VULN|2ZMB|1DUR	1aLIT|23VULN|45aASPD|6AELBLL|7DUR|8aZMB|9RCR|aBPWR
492	61154 37122	   	187.05	DCR|4VULN|1DMG|1DUR	1CANARM|2568VULN|3RCVC|4MBVNT|7RCR|9DUR|aDMG
493	23215 14523	   	187.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1aCGEN|23CDMG|4FEWX|5AART|6VULN|7ASPD|8RCR|9DMG
494	11134 51115	   	186.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1LIT|23VULN|45ASPD|6AELBLL|7DUR|8ZMB|9RCR|aCDMG
495	11134 61115	   	186.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	16LIT|23VULN|45ASPD|7DUR|8ZMB|9RCR|aCDMG
496	11134 11215	   	186.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	17LIT|23VULN|45ASPD|6ZMB|8DUR|9RCR|aCDMG
497	11134 14215	   	186.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1LIT|23VULN|45ASPD|6ZMB|7AELBLL|8DUR|9RCR|aCDMG
498	63116 21133	   	186.96	DCR|2DMG|2ASPD|1AART|1DUR	1CANARM|25ASPD|3RCVC|4AART|6RCR|79DMG|8CGEN|aDUR
499	23215 14522	   	186.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1CGEN|23CDMG|4FEWX|5AART|6VULN|7ASPD|8RCR|9DMG|aERES
500	63312 34321	   	186.90	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1CANARM|24ASPD|3CGEN|5CDMG|6ZMB|7AART|8VULN|9SPLREG|aRCR
501	61131 32623	   	186.89	DCR|3VULN|2DMG|1DUR	1CANARM|26aVULN|3RCVC|47DMG|5MLV|8RCR|9DUR
502	63116 21234	   	186.86	DCR|2DMG|2ASPD|1AART|1AAC|1DUR	1CANARM|25ASPD|3RCVC|4AART|6RCR|79DMG|8AAC|aDUR
503	63512 34321	   	186.80	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1CANARM|24ASPD|3TLV|5CDMG|6ZMB|7AART|8VULN|9SPLREG|aRCR
504	61154 32436	   	186.79	DCR|3VULN|2DMG|1DUR	1CANARM|256VULN|3RCVC|4MBVNT|7aDMG|8RCR|9DUR
505	33432 25315	 * 	186.76	ACR|3VULN|2DMG|1AART|1ZMB|1SELL	17LWND|2RCVC|3SELL|479VULN|5RCR|67DMG|7BPWR|8ZMB|aAART
506	63113 21515	   	186.70	DCR|2AART|1VULN|1DMG|1ASPD	1CANARM|2ASPD|3RCVC|48AART|5AELBLL|6RCR|7DMG|9CGEN|aVULN
507	63113 21523	   	186.70	DCR|2AART|1VULN|1DMG|1ASPD	1CANARM|2ASPD|3RCVC|48AART|5AELBLL|6RCR|7DMG|9LHND|aVULN
508	63113 21533	   	186.70	DCR|2AART|1VULN|1ASPD|1DMG	1CANARM|2ASPD|3RCVC|48AART|5AELBLL|6RCR|7DMG|9RPLT|aVULN
