0	Index      	 *	Score 	Summary	Detail	
1	22631 11414	 * 	183.33	ACR|3VULN|2DMG|1AART|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aAART
498	21362 26241	 * 	159.97	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|79DMG|8aDUR
499	21362 26321	   	159.97	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9aDUR
500	32111 13166	   	159.96	DCR|2VULN|2AART|1CDMG|1ZMB	1MLV|29VULN|3ERES|4ZMB|5CDMG|6RMIN|7RCR|8aAART
501	52111 13166	   	159.96	DCR|2VULN|2AART|1CDMG|1ZMB	1CGEN|29VULN|3ERES|4ZMB|5CDMG|6RMIN|7RCR|8aAART
502	16423 21111	   	159.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LSRREG|2LEGI|3LIT|4RCR|5AART|6DMG|79VULN|8DUR|aASPD
503	16423 22511	   	159.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LSRREG|2LEGI|3LIT|4RCR|5AART|6DMG|7DUR|89VULN|aASPD
504	22331 41142	 * 	159.90	ACR|3VULN|1AART|3ASPD	1LWND|29aVULN|3MLV|4RCR|567ASPD|8AART
505	32331 41142	   	159.90	ACR|3VULN|1AART|3ASPD	1MLV|29aVULN|3LWND|4RCR|567ASPD|8AART
506	11362 23515	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	17LSRREG|27DMG|3CDMG|4BEXP|5RCR|67LIT|7BPWR|8aVULN|9ZMB
507	41212 66312	   	159.87	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2RCVC|3AART|4DUST|5FEWX|6RCR|7aVULN|8DMG|9DUR
508	16362 26321	   	159.87	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1LSRREG|2LEGI|3ZMB|4CDMG|5RCR|6AART|78DMG|9aDUR
509	62541 23233	   	159.83	ACR|2VULN|2DMG|1AART	1RPLT|29LHND|3BELT|4MLV|5RCR|69VULN|79DMG|8AART|9BPWR|aLWND
510	66521 22231	   	159.83	ACR|2VULN|2DMG|1AART	1RPLT|2BELT|39CGEN|4FEWX|5RCR|69DMG|79VULN|8AART|9BPWR|aLHND
511	66521 22232	   	159.83	ACR|2VULN|2DMG|1AART	1aRPLT|2BELT|39CGEN|4FEWX|5RCR|69DMG|79VULN|8AART|9BPWR
512	42134 16121	   	159.82	ACR|3VULN|1AART|1CDMG|1DUR	136ERES|26aVULN|4RCR|5RPLT|6BPWR|7DUR|8CDMG|9AART
513	32432 53326	   	159.80	ACR|2DMG|2AART|1VULN	1MLV|2VULN|3RCVC|4RCR|5DUST|6FEWX|7aAART|89DMG
514	11362 32125	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1LSRREG|26DMG|3CDMG|4BEXP|5RCR|7ZMB|8FEWX|9aVULN
515	11362 32625	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1LSRREG|26DMG|3CDMG|4BEXP|5RCR|7ZMB|8LWND|9aVULN
516	22633 11424	   	159.78	ACR|4VULN|1AART|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5DUST|9MLV|aAART
517	62541 23231	   	159.73	ACR|2VULN|2DMG|1AART	1RPLT|29LHND|3BELT|4MLV|5RCR|69VULN|79DMG|8AART|9BPWR|aLEGI
518	62541 23232	   	159.73	ACR|2VULN|2DMG|1AART	1RPLT|29LHND|3BELT|4MLV|5RCR|69VULN|79DMG|8AART|9BPWR|aNUKE
519	62561 23233	   	159.73	ACR|2VULN|2DMG|1AART	1RPLT|29LHND|3BELT|4ERES|5RCR|69VULN|79DMG|8AART|9BPWR|aLWND
520	66421 22231	   	159.73	ACR|2VULN|2DMG|1AART	1RPLT|2BELT|39FEWX|4TLV|5RCR|69DMG|79VULN|8AART|9BPWR|aLHND
521	66421 22232	   	159.73	ACR|2VULN|2DMG|1AART	1aRPLT|2BELT|39FEWX|4TLV|5RCR|69DMG|79VULN|8AART|9BPWR
522	66521 22233	   	159.73	ACR|2VULN|2DMG|1AART	1RPLT|2BELT|39CGEN|4FEWX|5RCR|69DMG|79VULN|8AART|9BPWR|aVENICY
523	62115 63133	   	159.67	DCR|2AART|2DMG|1VULN	1RPLT|24LHND|3VULN|57AART|6RCR|8aDMG|9FEWX
524	62125 63133	   	159.67	DCR|2AART|2DMG|1VULN	14RPLT|2LHND|3VULN|57AART|6RCR|8aDMG|9FEWX
525	31132 53224	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2RCVC|3aVULN|4RCR|5DUST|6FEWX|7AART|8ZMB|9DMG
526	51132 53224	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCVC|3aVULN|4RCR|5DUST|6FEWX|7AART|8ZMB|9DMG
527	62561 23231	   	159.63	ACR|2DMG|2VULN|1AART	1RPLT|29LHND|3BELT|4ERES|5RCR|69VULN|79DMG|8AART|9BPWR|aLEGI
528	62561 23232	   	159.63	ACR|2VULN|2DMG|1AART	1RPLT|29LHND|3BELT|4ERES|5RCR|69VULN|79DMG|8AART|9BPWR|aNUKE
529	66421 22233	   	159.63	ACR|2VULN|2DMG|1AART	1RPLT|2BELT|39FEWX|4TLV|5RCR|69DMG|79VULN|8AART|9BPWR|aVENICY
530	11643 13316	 * 	159.59	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1LSRREG|2DMG|36ASPD|4CDMG|59AART|7RMIN|8VULN|aRCR
531	31131 55162	   	159.58	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2RCVC|39VULN|4RCR|5CDMG|6ZMB|7DUST|8AART|aDUR
532	41132 53224	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2RCVC|3aVULN|4RCR|5DUST|6FEWX|7AART|8ZMB|9DMG
533	11333 25336	   	159.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRREG|2DMG|3CDMG|4ERES|5AART|6VULN|7RCVC|8RCR|9ZMB|aDUR
534	22462 12126	   	159.41	DCR|3VULN|2DMG|1CDMG	1LWND|246VULN|3RPLT|56DMG|6BPWR|7CDMG|8CGEN|9LIT|aRCR
535	62162 12126	   	159.41	DCR|3VULN|2DMG|1CDMG	1RPLT|2LHND|346VULN|56DMG|6BPWR|7CDMG|8CGEN|9LIT|aRCR
536	21422 43334	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|567VULN|8BEXP|9AART|aDMG
537	31134 14215	   	159.38	ACR|2VULN|2DMG|1ZMB|1DUR	16MLV|2RCVC|36VULN|4RCR|5RPLT|6BPWR|7DUR|8ZMB|9aDMG
538	32432 53224	   	159.35	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3RCVC|4RCR|5DUST|6FEWX|7AART|8ZMB|9DMG
539	11322 23361	   	159.32	ACR|3DMG|1AART|1CDMG|1ASPD	1LSRREG|28aDMG|3CDMG|49FEWX|5RCR|6AART|7ASPD
540	14322 26361	   	159.32	ACR|3DMG|1AART|1CDMG|1ASPD	1LSRREG|2ASPD|3CDMG|49FEWX|5RCR|6AART|78aDMG
541	62112 12374	   	159.31	DCR|3VULN|2DMG|1CDMG	1RPLT|24LHND|369VULN|56DMG|6BPWR|7CDMG|8MBVNT|aRCR
542	62122 12374	   	159.31	DCR|3VULN|2DMG|1CDMG	14RPLT|2LHND|369VULN|56DMG|6BPWR|7CDMG|8MBVNT|aRCR
543	31134 24215	   	159.28	ACR|2VULN|2DMG|1ZMB|1DUR	1MLV|2RCVC|36VULN|4RCR|5RPLT|7DUR|8ZMB|9aDMG
544	11443 11342	   	159.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18LSRREG|28DMG|3RMIN|4CDMG|5AART|6ASPD|78BEXP|8BPWR|9VULN|aRCR
545	11443 12322	   	159.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18LSRREG|28DMG|3RMIN|4CDMG|5AART|6ASPD|78LWND|8BPWR|9VULN|aRCR
546	22333 26543	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aVULN|3MLV|4RCR|5DUST|6AART|7DMG|8CDMG|9CGEN
547	32333 26543	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2aVULN|3LWND|4RCR|5DUST|6AART|7DMG|8CDMG|9CGEN
548	11353 25311	   	159.18	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|2aDMG|3CDMG|49CGEN|5AART|6VULN|7RCVC|8RCR
549	11353 25335	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|4CGEN|5AART|69VULN|7RCVC|8RCR|aLIT
550	11353 25352	   	159.18	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|2aDMG|3CDMG|4CGEN|5AART|6VULN|7RCVC|8RCR|9BELT
551	31121 53162	   	159.16	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2RCVC|39VULN|4DUST|5CDMG|6ZMB|7RCR|8AART|aDUR
552	11362 32351	   	159.15	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ZMB|9VULN|aRCVC
553	64216 11232	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2AART|3ZMB|4DUST|5DUR|6CDMG|7MLV|8RCR|9DMG|aVULN
554	11353 11162	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRREG|2DMG|3CDMG|4CGEN|5AART|6ASPD|7BEXP|89VULN|aRCR
555	11353 12162	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRREG|2DMG|3CDMG|4CGEN|5AART|6ASPD|7LWND|89VULN|aRCR
556	11353 15222	   	159.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|27DMG|3CDMG|4CGEN|5AART|6ASPD|8LHND|9VULN|aRCR
557	22333 26523	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aVULN|3MLV|4RCR|5DUST|6AART|7DMG|8CDMG|9TLV
558	22333 26534	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aVULN|3MLV|4RCR|5DUST|6AART|7DMG|8CDMG|9SNIHEL
559	32333 26523	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2aVULN|3LWND|4RCR|5DUST|6AART|7DMG|8CDMG|9TLV
560	32333 26534	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2aVULN|3LWND|4RCR|5DUST|6AART|7DMG|8CDMG|9SNIHEL
561	11333 25352	   	159.08	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|2aDMG|3CDMG|4ERES|5AART|6VULN|7RCVC|8RCR|9BELT
562	11333 25355	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|4ERES|5AART|6aVULN|7RCVC|8RCR|9BELT
563	11333 25364	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|4ERES|5AART|6aVULN|7RCVC|8RCR|9BEXP
564	11353 25324	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|4CGEN|5AART|6aVULN|7RCVC|8RCR|9LEGI
565	11353 25332	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|4CGEN|5AART|69VULN|7RCVC|8RCR|aTLV
566	11353 25334	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|4CGEN|5AART|69VULN|7RCVC|8RCR|aERES
567	41121 53162	   	159.06	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2RCVC|39VULN|4DUST|5CDMG|6ZMB|7RCR|8AART|aDUR
568	11333 15222	   	159.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|27DMG|3CDMG|4ERES|5AART|6ASPD|8LWND|9VULN|aRCR
569	11333 15422	   	159.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|27DMG|3CDMG|4ERES|5AART|6ASPD|8LHND|9VULN|aRCR
570	11333 15542	   	159.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|27DMG|3CDMG|4ERES|5AART|6ASPD|8BEXP|9VULN|aRCR
571	11333 15642	   	159.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|27DMG|3CDMG|4ERES|5AART|6ASPD|8FEWX|9VULN|aRCR
572	11643 11351	   	159.01	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	1LSRREG|2aDMG|36ASPD|4CDMG|5AART|7DUR|8RCR|9RCVC
573	11353 54331	   	158.98	DCR|3DMG|1AART|2CDMG	17LSRREG|27aDMG|39CDMG|4CGEN|5AART|67BEXP|7BPWR|8RCR
574	31131 55362	   	158.98	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2RCVC|38VULN|4RCR|5CDMG|6ZMB|7DUST|9AART|aDUR
575	11164 32341	   	158.97	DCR|3VULN|1DMG|1CDMG|1ASPD	1aLSRREG|2DMG|3aLIT|4RCVC|5CDMG|6ASPD|7RCR|89aVULN|aBPWR
576	11316 26142	   	158.92	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRREG|28DMG|3CDMG|4LWND|5VULN|6DUR|7RCVC|9AART|aRCR
577	22334 11314	   	158.90	ACR|3VULN|1AART|1DMG	18LWND|278VULN|3MLV|4RCR|5CGEN|68ERES|8BPWR|9DMG|aAART
578	22335 11614	   	158.90	ACR|3VULN|1AART|1DMG	1LWND|267VULN|3MLV|4RCR|58BEXP|9DMG|aAART
579	22335 13414	   	158.90	ACR|3VULN|1AART|1DMG	1LWND|268VULN|3MLV|4RCR|57BEXP|9DMG|aAART
580	32334 11314	   	158.90	ACR|3VULN|1AART|1DMG	18MLV|278VULN|3LWND|4RCR|5CGEN|68ERES|8BPWR|9DMG|aAART
581	32335 11614	   	158.90	ACR|3VULN|1AART|1DMG	1MLV|267VULN|3LWND|4RCR|58BEXP|9DMG|aAART
582	32335 13414	   	158.90	ACR|3VULN|1AART|1DMG	1MLV|268VULN|3LWND|4RCR|57BEXP|9DMG|aAART
583	11353 56331	   	158.88	DCR|3DMG|1AART|2CDMG	1LSRREG|27aDMG|39CDMG|4CGEN|5AART|6BEXP|8RCR
584	32421 53162	   	158.86	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|29VULN|3RCVC|4DUST|5CDMG|6ZMB|7RCR|8AART|aDUR
585	42236 43312	   	158.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2aVULN|3FEWX|4RCR|5RMIN|6ASPD|7AART|8DMG|9DUR
586	21422 43361	   	158.80	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|567VULN|8BEXP|9DMG|aAART
587	22333 41414	   	158.80	ACR|3VULN|1AART|1DMG	16LWND|278VULN|3MLV|4RCR|5DUST|9DMG|aAART
588	22336 11414	   	158.80	ACR|3VULN|1AART|1DMG	1LWND|278VULN|3MLV|4RCR|5RMIN|6ERES|9DMG|aAART
589	32333 41414	   	158.80	ACR|3VULN|1AART|1DMG	1MLV|278VULN|36LWND|4RCR|5DUST|9DMG|aAART
590	32336 11414	   	158.80	ACR|3VULN|1AART|1DMG	1MLV|278VULN|3LWND|4RCR|5RMIN|6ERES|9DMG|aAART
591	11312 26331	   	158.80	ACR|3DMG|1AART|2CDMG	18LSRREG|27aDMG|38CDMG|48LWND|5RCR|6AART|8BPWR|9MLV
592	64312 11232	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|3FEWX|4aVULN|5NUKE|6CDMG|7MLV|8RCR|9DMG
593	42133 21414	   	158.70	ACR|3VULN|1AART|1DMG	13ERES|278VULN|4RCR|5LWND|6LHND|9DMG|aAART
594	42133 51413	   	158.70	ACR|3VULN|1AART|1DMG	13ERES|278VULN|4RCR|5LWND|6FEWX|9DMG|aAART
595	11322 26331	   	158.70	ACR|3DMG|1AART|2CDMG	18LSRREG|27aDMG|38CDMG|48FEWX|5RCR|6AART|8BPWR|9TLV
596	64112 15212	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|3TLV|4DUST|5aVULN|6CDMG|7DMG|8RCR|9RMIN
597	64112 15231	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3TLV|4DUST|5VULN|6CDMG|79DMG|8RCR|aBEXP
598	64112 15233	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3TLV|4DUST|5VULN|6CDMG|79DMG|8RCR|aLIT
599	31135 53326	 * 	158.64	ACR|3DMG|2VULN|1AART|1MSE	1aMLV|2RCVC|3aVULN|4RCR|5MSE|6FEWX|7AART|89aDMG|aBPWR
600	11343 23322	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18LSRREG|28DMG|3CDMG|4DUR|578LHND|6AART|8BPWR|9VULN|aRCR
601	42133 11414	   	158.60	ACR|3VULN|1AART|1DMG	13ERES|278VULN|4RCR|5LWND|6DUST|9DMG|aAART
602	22533 63326	   	158.59	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|28VULN|3RMIN|4RCR|5DUST|6CGEN|7AART|9DMG|aCDMG
603	11333 54352	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	17LSRREG|27DMG|3CDMG|4ERES|5AART|67BEXP|7BPWR|8RCR|9RCVC|aVULN
604	64112 15222	   	158.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|3TLV|4DUST|5aVULN|6CDMG|7DMG|8RCR|9ERES
605	64112 15232	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3TLV|4DUST|5VULN|6CDMG|79DMG|8RCR|aERES
606	13443 15321	   	158.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LSRREG|2DMSP|3VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|9aDUR
607	31121 53362	   	158.56	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2RCVC|38VULN|4DUST|5CDMG|6ZMB|7RCR|9AART|aDUR
608	11321 26162	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRREG|27DMG|3CDMG|49FEWX|5DUR|6AART|8VULN|aRCR
609	11321 26542	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRREG|27DMG|3CDMG|48FEWX|5DUR|6AART|9VULN|aRCR
610	11326 23312	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5VULN|6AART|7ASPD|9CGEN|aRCR
611	11326 23342	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5VULN|6AART|7ASPD|9MLV|aRCR
612	11342 26162	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRREG|27DMG|3CDMG|4DUR|59FEWX|6AART|8VULN|aRCR
613	11343 26622	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRREG|27DMG|3CDMG|4DUR|58LHND|6AART|9VULN|aRCR
614	11366 23312	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|28DMG|3CDMG|4BEXP|5VULN|6AART|7ASPD|9CGEN|aRCR
615	11366 23342	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRREG|28DMG|3CDMG|4BEXP|5VULN|6AART|7ASPD|9MLV|aRCR
616	42235 13212	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|26aVULN|3FEWX|4RCR|5BEXP|7AART|8ZMB|9DUR
617	24631 11135	   	158.47	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DMG|6ERES|79VULN|8CDMG|aZMB
618	22632 61112	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ASPD|4RCR|5LIT|6CDMG|7BEXP|8AART|9DMG|aZMB
619	22532 65112	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2VULN|3RMIN|4RCR|5LIT|6CDMG|7DUR|8AART|9DMG|aZMB
620	11341 36532	   	158.43	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1LSRREG|2DMG|36CDMG|45DUR|7RCR|8AART|9TLV|aVULN
621	42363 16313	   	158.40	DCR|3VULN|2AART|1ASPD	1ERES|24aVULN|39AART|5ASPD|6BASICY|7BEXP|8RCR
622	11322 24352	   	158.40	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7MLV|9RCVC|aVULN
623	13313 25148	   	158.39	DCR|2VULN|1AART|1DMG|2CDMG	17LSRREG|2DMSP|37CDMG|4MBVNT|5AART|67VULN|7BPWR|8DMG|9DUST|aRCR
624	42233 13212	   	158.38	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|26aVULN|3FEWX|4RCR|5DUST|7AART|8ZMB|9DUR
625	22632 62112	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ASPD|4RCR|5LIT|6CDMG|7MBVNT|8AART|9DMG|aZMB
626	22632 62154	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ASPD|4RCR|5LIT|6CDMG|7MBVNT|8AART|9ZMB|aDMG
627	22635 11433	   	158.34	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5BEXP|9RCVC|aDMG
628	24631 32112	   	158.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	19LWND|2DUR|3ASPD|4RCR|5DMG|6LHND|7aVULN|8AART
629	21422 34216	   	158.32	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|2BASHEA|3aLIT|4RCR|5aVULN|6DUR|7aDMG|8CDMG|9CGEN|aBPWR
630	21422 34226	   	158.32	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|2BASHEA|3aLIT|4RCR|5aVULN|6DUR|7aDMG|8CDMG|9MLV|aBPWR
631	42363 11324	   	158.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|24VULN|3AART|5ASPD|6BASICY|7DUR|8RCR|9FEWX|aDMG
632	42363 11342	   	158.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|24VULN|3AART|5ASPD|6BASICY|7DUR|8RCR|9DMG|aRPLT
633	42363 11343	   	158.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|24VULN|3AART|5ASPD|6BASICY|7DUR|8RCR|9DMG|aLSRICY
634	42363 12313	   	158.30	DCR|3VULN|2AART|1ASPD	1ERES|24aVULN|39AART|5ASPD|6BASICY|7DUST|8RCR
635	32421 53362	   	158.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|28VULN|3RCVC|4DUST|5CDMG|6ZMB|7RCR|9AART|aDUR
636	22633 11433	   	158.24	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5DUST|9RCVC|aDMG
637	24631 32141	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DMG|6LHND|79VULN|8AART|aERES
638	22631 32521	 * 	158.22	ACR|2VULN|2DMG|1FLTHEA|1ASPD	1LWND|27VULN|3ASPD|4RCR|58DMG|6LHND|9CGEN|aFLTHEA
639	22631 32531	   	158.22	ACR|2VULN|2DMG|1FLTHEA|1ASPD	1LWND|27VULN|3ASPD|4RCR|58DMG|6LHND|9MLV|aFLTHEA
640	22331 32565	   	158.22	ACR|2VULN|2DMG|1CDMG|1ASPD	1LWND|27VULN|3MLV|4RCR|5ASPD|6LHND|8aDMG|9CDMG
641	22631 32165	   	158.22	ACR|2VULN|2DMG|1CDMG|1ASPD	1LWND|27VULN|3ASPD|4RCR|5aDMG|6LHND|8RMIN|9CDMG
642	22631 35135	   	158.22	ACR|2VULN|2DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4RCR|5aDMG|6LHND|7MLV|8CDMG
643	32331 32565	   	158.22	ACR|2VULN|2DMG|1CDMG|1ASPD	1MLV|27VULN|3LWND|4RCR|5ASPD|6LHND|8aDMG|9CDMG
644	42313 15212	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6BEXP|7DMG|8RCR|9RMIN
645	42313 15231	   	158.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5CDMG|6aBEXP|79DMG|8RCR
646	42313 15232	   	158.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5CDMG|6BEXP|79DMG|8RCR|aMGNSTR
647	42313 15236	   	158.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5CDMG|6BEXP|79DMG|8RCR|aFEWX
648	42313 55212	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6FEWX|7DMG|8RCR|9RMIN
649	42313 55231	   	158.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5CDMG|6FEWX|79DMG|8RCR|aBEXP
650	42313 55233	   	158.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5CDMG|6FEWX|79DMG|8RCR|aLHND
651	24633 14122	   	158.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DUST|6aVULN|7ERES|8AART|9DMG
652	22631 34135	   	158.12	ACR|2VULN|2DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4RCR|5aDMG|6LHND|7TLV|8CDMG
653	22631 32511	   	158.12	ACR|2VULN|2DMG|1FLTHEA|1ASPD	1LWND|27VULN|3ASPD|4RCR|58DMG|6LHND|9TLV|aFLTHEA
654	42131 41316	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9RMIN|aDUR
655	42131 41324	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9DUR|aBEXP
656	42131 41326	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9DUR|aRPLT
657	42131 41336	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9MLV|aDUR
658	11443 15211	 * 	158.12	DCR|2DMG|1AART|3CDMG|2ASPD	18LSRREG|27DMG|3RMIN|489CDMG|5AART|68ASPD|8BPWR|aRCR
659	11312 26126	   	158.10	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LHND|aRCVC
660	42311 15212	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5DUST|6CDMG|7DMG|8RCR|9RMIN
