0	Index      	 *	Score 	Summary	Detail	
1	12122 44351	 * 	206.07	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	16aVULN|2aDMG|3RCR|49DUR|5LWND|7aASPD|8AART|aBPWR
490	52122 26121	   	181.57	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|7DMSP|8CDMG|9DUST
491	12112 23551	   	181.55	ACR|3VULN|2DMG|2ASPD|1DUR	158VULN|28DMG|3RCR|47RCVC|68ASPD|8BPWR|9LWND|aDUR
492	24112 23551	   	181.55	ACR|3VULN|2DMG|2ASPD|1DUR	18DMG|258VULN|3RCR|47RCVC|68ASPD|8BPWR|9LWND|aDUR
493	24126 21153	   	181.55	ACR|3VULN|1DMG|3DUR|1CDMG|1FLTHEA	1DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|9CDMG|aFLTHEA
494	12112 33626	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2DMG|3RCR|4RCVC|6DUR|7CDMG|8AART|9LIT|aZMB
495	12112 33651	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2DMG|3RCR|4RCVC|6DUR|7CDMG|8AART|9ZMB|aBEXP
496	12112 33653	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2DMG|3RCR|4RCVC|6DUR|7CDMG|8AART|9ZMB|aCGEN
497	12112 33654	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2DMG|3RCR|4RCVC|6DUR|7CDMG|8AART|9ZMB|aLWND
498	24112 33626	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|25VULN|3RCR|4RCVC|6DUR|7CDMG|8AART|9LIT|aZMB
499	24112 33651	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|25VULN|3RCR|4RCVC|6DUR|7CDMG|8AART|9ZMB|aBEXP
500	24112 33653	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|25VULN|3RCR|4RCVC|6DUR|7CDMG|8AART|9ZMB|aCGEN
501	26112 44331	   	181.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2LEGI|3RCR|4RCVC|5aVULN|6DUR|7ASPD|8AART|9aLHND|aBPWR
502	52112 22156	   	181.48	ACR|3VULN|3DMG|1DUR	1DUR|26aDMG|3RCR|4RCVC|569VULN|6BPWR|7MLV|8LWND
503	52112 24133	   	181.48	ACR|3VULN|3DMG|1DUR	1DUR|26aDMG|3RCR|4RCVC|568VULN|6BPWR|79LIT
504	52112 26323	   	181.48	ACR|3VULN|3DMG|1DUR	1DUR|26aDMG|3RCR|4RCVC|569VULN|6BPWR|78DMSP
505	52123 63234	   	181.47	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DUR|28DMG|3RCR|5AART|6ASPD|7CDMG|9CGEN|aVULN
506	52122 23421	   	181.47	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|7CDMG|89DUST
507	12112 23541	   	181.45	ACR|3VULN|2DMG|2ASPD|1DUR	158VULN|28DMG|3RCR|47RCVC|68ASPD|8BPWR|9LEGI|aDUR
508	24112 23541	   	181.45	ACR|3VULN|2DMG|2ASPD|1DUR	18DMG|258VULN|3RCR|47RCVC|68ASPD|8BPWR|9LEGI|aDUR
509	12112 33655	   	181.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2DMG|3RCR|4RCVC|6DUR|7CDMG|8AART|9ZMB|aDUST
510	12115 33211	   	181.41	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	16VULN|2DMG|3RCR|47RCVC|5ZMB|8aAART|9DUR
511	24115 33211	   	181.41	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1DMG|26VULN|3RCR|47RCVC|5ZMB|8aAART|9DUR
512	52112 22256	   	181.38	ACR|3VULN|3DMG|1DUR	1DUR|26aDMG|3RCR|4RCVC|569VULN|6BPWR|7MLV|8DUST
513	12111 33241	   	181.38	ACR|3VULN|3DMG|1DUR	179VULN|278DMG|3RCR|4RCVC|5BELT|6LEGI|7BPWR|aDUR
514	24111 33241	   	181.38	ACR|3VULN|3DMG|1DUR	178DMG|279VULN|3RCR|4RCVC|5BELT|6LEGI|7BPWR|aDUR
515	52123 63214	   	181.37	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DUR|28DMG|3RCR|5AART|6ASPD|7CDMG|9ERES|aVULN
516	12312 63532	   	181.35	DCR|2VULN|3ZMB|1AART|1DMG|1ASPD	1aVULN|2DMG|3aCGEN|4LIT|5AART|6ASPD|7RCR|89aZMB|aBPWR
517	24312 63532	 * 	181.35	DCR|2DMG|3ZMB|1AART|1VULN|1ASPD	1aDMG|2VULN|3aCGEN|4LIT|5AART|6ASPD|7RCR|89aZMB|aBPWR
518	12113 56114	   	181.29	ACR|2VULN|2DMG|1AART|2ZMB	19VULN|29DMG|3RCR|4RCVC|5ERES|6RPLT|7MLV|89ZMB|9BPWR|aAART
519	12125 16114	   	181.29	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG|1DUR	1VULN|29DMG|3RCR|4DUR|5CDMG|69CGEN|7MLV|89ZMB|9BPWR|aAART
520	12141 51235	   	181.29	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5DUST|6AART|8RMIN|9aCGEN|aBPWR
521	12115 52234	 * 	181.26	ACR|3VULN|1AART|1DMG|2ZMB	18aVULN|2DMG|3RCR|4RCVC|5aZMB|6RPLT|7AART|9aCGEN|aBPWR
522	12135 34433	   	181.26	ACR|2VULN|1AART|2FLTHEA|1DMG|1CDMG	19VULN|2DMG|3RCR|49LHND|5CDMG|6LIT|7AART|89FLTHEA|9BPWR|aMLV
523	52213 52222	   	181.25	DCR|3VULN|2DMG|2ASPD|2DUR	17DUR|2aDMG|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8LHND
524	52213 52422	   	181.25	DCR|3VULN|2DMG|2ASPD|2DUR	17DUR|2aDMG|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8FEWX
525	52213 52622	   	181.25	DCR|3VULN|2DMG|2ASPD|2DUR	17DUR|2aDMG|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8BEXP
526	12115 32521	   	181.19	ACR|2VULN|2DMG|1AART|2ZMB	16VULN|28DMG|3RCR|4RCVC|59ZMB|7FEWX|aAART
527	24115 32521	   	181.19	ACR|2VULN|2DMG|1AART|2ZMB	18DMG|26VULN|3RCR|4RCVC|59ZMB|7FEWX|aAART
528	24116 23411	   	181.18	ACR|4VULN|1DMG|1CDMG|2DUR	1DMG|269aVULN|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8DUST
529	32112 43616	   	181.17	ACR|2VULN|2DMG|1AART|2DUR	17FEWX|27DMG|3RCR|4RCVC|57DUR|6AART|7BPWR|8aVULN|9LHND
530	32112 43626	   	181.17	ACR|2VULN|2DMG|1AART|2DUR	17FEWX|27DMG|3RCR|4RCVC|57DUR|6AART|7BPWR|8aVULN|9LWND
531	12135 34431	   	181.16	ACR|2VULN|1AART|1DMG|2FLTHEA|1CDMG	19VULN|2DMG|3RCR|49LHND|5CDMG|6LIT|7AART|89FLTHEA|9BPWR|aERES
532	52213 52122	   	181.15	DCR|3VULN|2DMG|2ASPD|2DUR	17DUR|2aDMG|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8LEGI
533	52112 23362	   	181.14	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|78CDMG|9RPLT|aZMB
534	23112 42521	   	181.07	ACR|2VULN|2DMG|1AART|2DUR	1aDMG|2DUST|3RCR|4RCVC|5aDUR|6AART|7aVULN|89RMIN|aBPWR
535	12116 23334	   	181.05	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1VULN|26DMG|3RCR|4RCVC|56DUR|6BPWR|78CDMG|9RMIN|aAART
536	24116 23334	   	181.05	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1DMG|26VULN|3RCR|4RCVC|56DUR|6BPWR|78CDMG|9RMIN|aAART
537	52112 23344	   	181.04	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|78CDMG|9BASICY|aZMB
538	12132 12235	   	180.99	ACR|4VULN|2DMG|1ZMB	178aVULN|28DMG|3RCR|4LHND|5LWND|68CGEN|8BPWR|9ZMB
539	12132 42252	   	180.99	ACR|4VULN|2DMG|1ZMB	1689VULN|28DMG|3RCR|4LHND|5LWND|78MLV|8BPWR|aZMB
540	12161 12133	   	180.99	ACR|4VULN|2DMG|1ZMB	158aVULN|28DMG|3RCR|4LIT|6MGNSTR|78FEWX|8BPWR|9ZMB
541	13132 46235	   	180.99	ACR|4VULN|2DMG|1ZMB	168aVULN|28CGEN|3RCR|4LHND|5LWND|78DMG|8BPWR|9ZMB
542	24132 12235	   	180.99	ACR|4VULN|2DMG|1ZMB	18DMG|278aVULN|3RCR|4LHND|5LWND|68CGEN|8BPWR|9ZMB
543	24132 42252	   	180.99	ACR|4VULN|2DMG|1ZMB	18DMG|2689VULN|3RCR|4LHND|5LWND|78MLV|8BPWR|aZMB
544	24161 12133	   	180.99	ACR|4VULN|2DMG|1ZMB	18DMG|258aVULN|3RCR|4LIT|6MGNSTR|78FEWX|8BPWR|9ZMB
545	23112 41241	   	180.97	ACR|2VULN|2DMG|1AART|2DUR	1aDMG|28DUST|3RCR|4RCVC|5aDUR|6AART|7RMIN|9aVULN|aBPWR
546	23112 42541	   	180.97	ACR|2VULN|2DMG|1AART|2DUR	1aDMG|2DUST|3RCR|4RCVC|5aDUR|6AART|7aVULN|8RMIN|9LEGI|aBPWR
547	23112 43241	   	180.97	ACR|2VULN|2DMG|1AART|2DUR	17DMG|27DUST|3RCR|4RCVC|57DUR|6AART|7BPWR|8DMSP|9aVULN
548	23112 43616	   	180.97	ACR|2VULN|2DMG|1AART|2DUR	17DMG|27DUST|3RCR|4RCVC|57DUR|6AART|7BPWR|8aVULN|9LHND
549	23112 43626	   	180.97	ACR|2VULN|2DMG|1AART|2DUR	17DMG|27DUST|3RCR|4RCVC|57DUR|6AART|7BPWR|8aVULN|9LWND
550	12415 15221	 * 	180.95	DCR|3DMG|2VULN|3ZMB|1ASPD|1SELL	17VULN|278DMG|3ASPD|4LIT|5SELL|679ZMB|7BPWR|aRCR
551	13412 63512	 * 	180.74	DCR|2VULN|1AART|3ASPD|1DMG|2ZMB	1aVULN|2CGEN|39aASPD|4LIT|5AART|6DMG|7RCR|8aZMB|aBPWR
552	12145 62212	   	180.62	ACR|3VULN|2DMG|2DUR|1ZMB	178VULN|28DMG|3RCR|4ERES|5LWND|68DUR|8BPWR|9RCVC|aZMB
553	13126 57212	   	180.62	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9RCVC|aZMB
554	52122 22551	   	180.62	ACR|3DMG|2VULN|2DUR|1ZMB	14DUR|268DMG|3RCR|56VULN|6BPWR|7MLV|9RCVC|aZMB
555	12115 33234	   	180.61	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|2aDMG|3RCR|47RCVC|5ZMB|8AART|9MLV
556	24115 33234	   	180.61	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|26VULN|3RCR|47RCVC|5ZMB|8AART|9MLV
557	12632 12521	   	180.61	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1aVULN|28DMG|3aZMB|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
558	21622 12621	   	180.61	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1aDMG|2LWND|3aZMB|48VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
559	24632 12621	   	180.61	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1aDMG|28VULN|3aZMB|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
560	12115 35531	   	180.58	ACR|3DMG|2VULN|2ZMB|1DUR	16VULN|289DMG|3RCR|4RCVC|5aZMB|7DUR
561	12142 16113	   	180.58	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4ERES|5aAART|6DUR|7CDMG|8LIT
562	24142 16113	   	180.58	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	19DMG|2VULN|3RCR|4ERES|5aAART|6DUR|7CDMG|8LIT
563	22125 24361	   	180.58	ACR|3DMG|2VULN|1AART|2DUR|1ZMB|1MSE	18aDMG|2MSE|3RCR|4aDUR|5ZMB|6FEWX|7AART|9aVULN|aBPWR
564	26112 23614	   	180.55	ACR|3VULN|2DMG|1CDMG|1DUR	16DMG|2LEGI|3RCR|4aRCVC|569VULN|6BPWR|7CDMG|8DUR
565	52112 23414	   	180.55	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4aRCVC|569VULN|6BPWR|7CDMG|8DUST
566	52123 12531	   	180.55	ACR|3VULN|1AART|1DMG|3DUR	14aDUR|2DMG|3RCR|5AART|6aLWND|79aVULN|8RMIN|aBPWR
567	52123 52531	   	180.55	ACR|3VULN|1AART|1DMG|3DUR	14aDUR|2DMG|3RCR|5AART|6aFEWX|79aVULN|8RMIN|aBPWR
568	24141 62212	   	180.52	ACR|3VULN|2DMG|2DUR|1ZMB	18DMG|278VULN|3RCR|4ERES|5DUST|68DUR|8BPWR|9RCVC|aZMB
569	12141 62212	   	180.52	ACR|3VULN|2DMG|2DUR|1ZMB	178VULN|28DMG|3RCR|4ERES|5DUST|68DUR|8BPWR|9RCVC|aZMB
570	12115 33244	   	180.51	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|2aDMG|3RCR|47RCVC|5ZMB|8AART|9TLV
571	12115 33264	   	180.51	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|2aDMG|3RCR|47RCVC|5ZMB|8AART|9ERES
572	26622 12621	   	180.51	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1aDMG|2LEGI|3aZMB|48VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
573	21115 32242	   	180.46	ACR|3VULN|1AART|1DMG|2ZMB	1DMG|2LWND|3RCR|4RCVC|57ZMB|69aVULN|8AART
574	16133 32331	   	180.40	DCR|5VULN|1DMG|1CDMG|1DUR	1234aVULN|2BPWR|5LHND|6CDMG|7DUR|8RCR|9DMG
575	26112 26433	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7AART|8aDUR|9CGEN
576	16533 22131	   	180.37	DCR|4VULN|2DMG|1ZMB	129aVULN|29BPWR|39BASHEA|4MGNLIT|5ZMB|6RCR|79DMG|8BELT
577	52123 22531	   	180.35	ACR|3VULN|1AART|1DMG|3DUR	14aDUR|2DMG|3RCR|5AART|6aDUST|79aVULN|8RMIN|aBPWR
578	12161 63422	   	180.33	ACR|3VULN|3ZMB|1DMG|1CDMG	158VULN|2DMG|3RCR|48LIT|678ZMB|8BPWR|9CDMG|aFEWX
579	12112 21164	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	15VULN|2DMG|3RCR|4RCVC|6ASPD|7ERES|8CDMG|9ZMB|aAART
580	24112 21164	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|25VULN|3RCR|4RCVC|6ASPD|7ERES|8CDMG|9ZMB|aAART
581	12161 63421	   	180.23	ACR|3VULN|3ZMB|1DMG|1CDMG	158VULN|2DMG|3RCR|48LIT|678ZMB|8BPWR|9CDMG|aTLV
582	12161 42262	   	180.19	ACR|3VULN|2DMG|1AART	15aVULN|2aDMG|3RCR|4LIT|6TLV|79aLHND|8AART|aBPWR
583	12142 11142	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2DMG|3RCR|4ERES|5AART|6DUR|8BELT|9CDMG|aZMB
584	12142 16112	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|29DMG|3RCR|4ERES|5AART|6DUR|7CDMG|8LIT|aZMB
585	12142 16216	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2DMG|3RCR|4ERES|5AART|6DUR|7CDMG|9BEXP|aZMB
586	24142 11142	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|27VULN|3RCR|4ERES|5AART|6DUR|8BELT|9CDMG|aZMB
587	24142 16112	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	19DMG|2VULN|3RCR|4ERES|5AART|6DUR|7CDMG|8LIT|aZMB
588	52113 64231	   	180.12	ACR|2AART|2DMG|2ASPD|2DUR|1ZMB	17DUR|27DMG|3RCR|4RCVC|5aAART|67ASPD|7BPWR|8ZMB|9DMSP
589	12132 46122	   	180.09	ACR|3VULN|2DMG|1AART	16aVULN|27DMG|3RCR|4LHND|5LWND|8AART|9CGEN
590	12132 46151	   	180.09	ACR|3VULN|2DMG|1AART	16aVULN|27DMG|3RCR|4LHND|5LWND|8AART|9DMSP
591	12161 42242	   	180.09	ACR|3VULN|2DMG|1AART	15aVULN|2aDMG|3RCR|4LIT|69TLV|7aLHND|8AART|aBPWR
592	24132 46122	   	180.09	ACR|3VULN|2DMG|1AART	17DMG|26aVULN|3RCR|4LHND|5LWND|8AART|9CGEN
593	12136 42216	   	180.08	ACR|3VULN|3DMG|1DUR	168VULN|28aDMG|3RCR|4LHND|5DUR|78MLV|8BPWR|9RCVC
594	12643 62321	   	180.05	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	1aVULN|2DMG|37aZMB|4BEXP|5LWND|6aDUR|8AART|9RCR|aBPWR
595	52113 64211	   	180.02	ACR|2AART|2DMG|2ASPD|2DUR|1ZMB	17DUR|27DMG|3RCR|4RCVC|5aAART|67ASPD|7BPWR|8ZMB|9ERES
596	21213 52231	   	180.02	DCR|3DMG|2VULN|2ASPD|1ZMB	179DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8MLV|aZMB
597	12142 12252	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|29DMG|3RCR|4ERES|5AART|6DUR|7RPLT|aASPD
598	24142 12252	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	19DMG|28VULN|3RCR|4ERES|5AART|6DUR|7RPLT|aASPD
599	12112 42433	   	179.99	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|29DMG|3RCR|4RCVC|6CGEN|7BEXP|8CDMG|aAART
600	24112 42433	   	179.99	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|25VULN|3RCR|4RCVC|6CGEN|7BEXP|8CDMG|aAART
601	26112 22414	   	179.99	ACR|2VULN|2DMG|1AART|1CDMG	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7MLV|8CDMG|9FEWX|aAART
602	26112 23214	   	179.99	ACR|2VULN|2DMG|1AART|1CDMG	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8CGEN|9FEWX|aAART
603	12132 46132	   	179.99	ACR|3VULN|2DMG|1AART	16aVULN|27DMG|3RCR|4LHND|5LWND|8AART|9TLV
604	24132 46132	   	179.99	ACR|3VULN|2DMG|1AART	17DMG|26aVULN|3RCR|4LHND|5LWND|8AART|9TLV
605	12126 21122	   	179.98	ACR|2VULN|2DMG|1AART|3DUR	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9AART|aLHND
606	12126 21123	   	179.98	ACR|2VULN|2DMG|1AART|3DUR	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9AART|aLIT
607	12126 21124	   	179.98	ACR|2VULN|2DMG|1AART|3DUR	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9AART|aCGEN
608	12126 21125	   	179.98	ACR|2VULN|2DMG|1AART|3DUR	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9AART|aDMSP
609	12126 22525	   	179.98	ACR|2VULN|2DMG|1AART|3DUR	1aVULN|26DMG|3RCR|456DUR|6BPWR|7CGEN|8MLV|9AART
610	12142 11411	   	179.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	17aVULN|2DMG|3RCR|4ERES|5AART|6DUR|8RCVC|9ASPD
611	24142 11411	   	179.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|27aVULN|3RCR|4ERES|5AART|6DUR|8RCVC|9ASPD
612	32126 42531	   	179.95	ACR|3VULN|1AART|1DMG|3DUR	1aFEWX|2DMG|3RCR|45aDUR|6AART|79aVULN|8RMIN|aBPWR
613	12253 52231	   	179.92	DCR|3DMG|2VULN|2ASPD|1ZMB	17VULN|279DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8MLV|aZMB
614	21213 52531	   	179.92	DCR|3DMG|2VULN|2ASPD|1ZMB	179DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8ERES|aZMB
615	24253 52231	   	179.92	DCR|3DMG|2VULN|2ASPD|1ZMB	179DMG|27VULN|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8MLV|aZMB
616	26213 52231	   	179.92	DCR|3DMG|2VULN|2ASPD|1ZMB	179DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8MLV|aZMB
617	52113 13236	   	179.90	ACR|3AART|2DMG|1VULN|2DUR	17DUR|27DMG|3RCR|4RCVC|589AART|67LWND|7BPWR|aVULN
618	12113 35433	   	179.89	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|29DMG|3RCR|4RCVC|5ERES|7BEXP|8CDMG|aAART
619	24113 35433	   	179.89	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|26VULN|3RCR|4RCVC|5ERES|7BEXP|8CDMG|aAART
620	24114 23234	   	179.89	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|26VULN|3RCR|4RCVC|56DUST|6BPWR|7CDMG|8CGEN|aAART
621	26112 23434	   	179.89	ACR|2VULN|2DMG|1AART|1CDMG	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8DUST|9MLV|aAART
622	13142 36631	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2CGEN|3RCR|49ERES|5AART|6LWND|7CDMG|89DMG|9BPWR|aRMIN
623	13142 36633	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2CGEN|3RCR|49ERES|5AART|6LWND|7CDMG|89DMG|9BPWR|aLHND
624	12126 22625	   	179.88	ACR|2VULN|2DMG|1AART|3DUR	1aVULN|26DMG|3RCR|456DUR|6BPWR|7CGEN|8NUKE|9AART
625	52113 12531	   	179.84	ACR|3VULN|1AART|1DMG|2DUR	1aDUR|2DMG|3RCR|4RCVC|5AART|6aLWND|79aVULN|8RMIN|aBPWR
626	52113 13542	   	179.84	ACR|3DMG|1AART|1VULN|2DUR	17DUR|278DMG|3RCR|4RCVC|5AART|679LWND|7BPWR|aVULN
627	52113 33522	   	179.84	ACR|3DMG|1AART|1VULN|2DUR	17DUR|278DMG|3RCR|4RCVC|5AART|679BEXP|7BPWR|aVULN
628	52113 52531	   	179.84	ACR|3VULN|1AART|1DMG|2DUR	1aDUR|2DMG|3RCR|4RCVC|5AART|6aFEWX|79aVULN|8RMIN|aBPWR
629	12253 52531	   	179.82	DCR|3DMG|2VULN|2ASPD|1ZMB	17VULN|279DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8ERES|aZMB
630	26213 52531	   	179.82	DCR|3DMG|2VULN|2ASPD|1ZMB	179DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8ERES|aZMB
631	21112 22242	   	179.80	ACR|4VULN|1AART|1DMG	1DMG|26LWND|3RCR|4RCVC|569aVULN|6BPWR|7MLV|8AART
632	12113 36535	   	179.79	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|29DMG|3RCR|4RCVC|5ERES|7MBVNT|8CDMG|aAART
633	12142 36114	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|29DMG|3RCR|4ERES|5AART|6LWND|7CDMG|8LIT
634	12116 23632	   	179.75	ACR|2DMG|1AART|1VULN|3DUR|1CDMG	1VULN|26DMG|3RCR|4RCVC|56aDUR|6BPWR|7CDMG|8AART|9LWND
635	12116 23642	   	179.75	ACR|2DMG|1AART|1VULN|3DUR|1CDMG	1VULN|26DMG|3RCR|4RCVC|56aDUR|6BPWR|7CDMG|8AART|9FEWX
636	24116 23632	   	179.75	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1DMG|26VULN|3RCR|4RCVC|56aDUR|6BPWR|7CDMG|8AART|9LWND
637	12142 26114	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|29DMG|3RCR|4ERES|5AART|6DUST|7CDMG|8LIT
638	12142 26251	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|29DMG|3RCR|4ERES|5AART|6DUST|7CDMG|aBEXP
639	12142 26253	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|29DMG|3RCR|4ERES|5AART|6DUST|7CDMG|aCGEN
640	52122 26163	   	179.66	ACR|2VULN|2DMG|1FLTHEA|1CDMG|2DUR	14DUR|26DMG|3RCR|56VULN|6BPWR|7DMSP|8CDMG|9RPLT|aFLTHEA
641	52113 22531	   	179.64	ACR|3VULN|1AART|1DMG|2DUR	1aDUR|2DMG|3RCR|4RCVC|5AART|6aDUST|79aVULN|8RMIN|aBPWR
642	52131 34432	 * 	179.60	ACR|2DMG|1AART|1VULN|2FLTHEA|2DUR|1SELL	19DUR|29DMG|3RCR|4LIT|5VULN|6SELL|7AART|89FLTHEA|9BPWR|aDMSP
643	26112 26221	   	179.58	ACR|2VULN|2DMG|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9RPLT|aRMIN
644	26112 26223	   	179.58	ACR|2VULN|2DMG|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9RPLT|aLHND
645	26112 26226	   	179.58	ACR|2VULN|2DMG|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9RPLT|aFEWX
646	26112 26263	   	179.58	ACR|2VULN|2DMG|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9MLV|aLWND
647	21112 25241	   	179.58	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|26LWND|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8AART|aDUR
648	52122 25411	   	179.56	ACR|2VULN|2DMG|2ASPD|1CDMG|2DUR	14DUR|26DMG|3RCR|56VULN|6BPWR|7aASPD|8CDMG|9FEWX
649	52131 34431	 * 	179.50	ACR|2DMG|1AART|1VULN|2FLTHEA|2DUR|1SELL	19DUR|29DMG|3RCR|4LIT|5VULN|6SELL|7AART|89FLTHEA|9BPWR|aERES
650	26112 26213	   	179.48	ACR|2DMG|2VULN|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9ERES|aLWND
651	26112 26216	   	179.48	ACR|2DMG|2VULN|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9ERES|aBEXP
652	26112 26224	   	179.48	ACR|2VULN|2DMG|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9RPLT|aLSRREG
