0	Index      	 *	Score 	Summary	Detail	
1	32812 66334	 * 	206.87	ACR|3VULN|3DMG|1AART|2DUR	1MBVNT|289VULN|3RCR|4BEXP|59DUR|679DMG|9BPWR|aAART
525	11126 13435	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4LIT|5DMG|7RCR|8CGEN|9LHND
526	11126 13514	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4LIT|5DMG|7RCR|8LHND|9BEXP
527	11126 13524	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4LIT|5DMG|7RCR|8LHND|9FEWX
528	11131 13412	   	177.98	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8aCGEN
529	11131 13425	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8CGEN|9BEXP
530	11131 13435	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8CGEN|9LHND
531	11131 13514	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8LHND|9BEXP
532	11131 13524	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8LHND|9FEWX
533	11426 13412	   	177.98	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8aCGEN
534	11431 13412	   	177.98	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8aCGEN
535	11431 13425	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|3BPWR|4DMG|5LIT|7RCR|8CGEN|9BEXP
536	11431 13435	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|3BPWR|4DMG|5LIT|7RCR|8CGEN|9LHND
537	11431 13514	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|3BPWR|4DMG|5LIT|7RCR|8LHND|9BEXP
538	11431 13524	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|3BPWR|4DMG|5LIT|7RCR|8LHND|9FEWX
539	32584 35333	   	177.97	DCR|4VULN|3ZMB|1DMG	1MBVNT|2689VULN|3FEWX|49LHND|569ZMB|69BPWR|7RCR|aDMG
540	32764 35333	   	177.97	DCR|4VULN|3ZMB|1DMG	1MBVNT|2689VULN|3LHND|49FEWX|569ZMB|69BPWR|7RCR|aDMG
541	32858 33141	   	177.95	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|249VULN|3RCR|5AART|6CGEN|79ASPD|89FEWX|9BPWR|aDMG
542	32858 33341	   	177.95	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|249VULN|3RCR|5AART|6CGEN|79ASPD|89LWND|9BPWR|aDMG
543	11111 13533	   	177.88	DCR|4VULN|1AART|2CDMG	1AART|236aVULN|4aERES|5LIT|7RCR|8LHND|9aCDMG|aBPWR
544	11111 13613	   	177.88	DCR|4VULN|1AART|2CDMG	1AART|236aVULN|4ERES|5aLIT|7RCR|8aCDMG|9LEGI|aBPWR
545	11126 13112	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8ERES|aCGEN
546	11126 13411	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8CGEN|aDUST
547	11126 13413	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8CGEN|aERES
548	11131 13112	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8ERES|aCGEN
549	11131 13411	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8CGEN|aDUST
550	11131 13413	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8CGEN|aERES
551	11131 13445	   	177.88	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8CGEN|9DUST
552	11131 13466	   	177.88	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8CGEN|9MBVNT
553	11131 13554	   	177.88	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4DMG|5LIT|7RCR|8LHND|9DUST
554	11411 13533	   	177.88	DCR|4VULN|1AART|2CDMG	1AART|236aVULN|3aBPWR|4aERES|5LIT|7RCR|8LHND|9aCDMG
555	11411 13613	   	177.88	DCR|4VULN|1AART|2CDMG	1AART|236aVULN|3aBPWR|4ERES|5aLIT|7RCR|8aCDMG|9LEGI
556	11426 13112	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8ERES|aCGEN
557	11426 13411	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8CGEN|aDUST
558	11426 13413	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8CGEN|aERES
559	11431 13112	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8ERES|aCGEN
560	11431 13411	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8CGEN|aDUST
561	11431 13413	   	177.88	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8CGEN|aERES
562	32858 34433	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|248VULN|3RCR|5AART|6CGEN|7LIT|9CDMG|aDMG
563	11116 21264	   	177.78	DCR|4VULN|1AART|1DMG	1AART|235aVULN|458ERES|5BPWR|6CGEN|7RCR|9DMG
564	11126 13111	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8ERES|aDUST
565	11126 13113	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8aERES
566	11131 13111	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8ERES|aDUST
567	11131 13113	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8aERES
568	11426 13111	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8ERES|aDUST
569	11426 13113	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8aERES
570	11431 13111	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8ERES|aDUST
571	11431 13113	   	177.78	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8aERES
572	31738 35333	   	177.77	DCR|4VULN|3ZMB|1DMG	1MBVNT|269ZMB|3LHND|49DUST|5689VULN|69BPWR|7RCR|aDMG
573	32411 63813	 * 	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4BEXP|5LHND|69DMG|7RCR|8AART|9BPWR
574	32415 63813	   	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4BEXP|5FEWX|69DMG|7RCR|8AART|9BPWR
575	32433 63813	   	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4LWND|5BEXP|69DMG|7RCR|8AART|9BPWR
576	32435 63813	   	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4LWND|5FEWX|69DMG|7RCR|8AART|9BPWR
577	32461 63813	   	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4FEWX|5LHND|69DMG|7RCR|8AART|9BPWR
578	32463 63813	   	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4FEWX|5BEXP|69DMG|7RCR|8AART|9BPWR
579	32483 63813	   	177.76	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|39aDUR|4LHND|5BEXP|69DMG|7RCR|8AART|9BPWR
580	11126 13312	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9BEXP|aASPD
581	11126 13322	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9FEWX|aASPD
582	11126 13341	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9ASPD|aLHND
583	11126 13342	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9ASPD|aLWND
584	11126 13343	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9ASPD|aRMIN
585	11126 13345	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9ASPD|aCGEN
586	11131 13312	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9BEXP|aASPD
587	11131 13322	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9FEWX|aASPD
588	11131 13341	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9ASPD|aLHND
589	11131 13342	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9ASPD|aLWND
590	11131 13343	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9ASPD|aRMIN
591	11131 13345	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9ASPD|aCGEN
592	11426 13312	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8DUR|9BEXP|aASPD
593	11426 13322	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8DUR|9FEWX|aASPD
594	11426 13341	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8DUR|9ASPD|aLHND
595	11426 13342	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8DUR|9ASPD|aLWND
596	11426 13343	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8DUR|9ASPD|aRMIN
597	11431 13312	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9BEXP|aASPD
598	11431 13322	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9FEWX|aASPD
599	11431 13341	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9ASPD|aLHND
600	11431 13342	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9ASPD|aLWND
601	11431 13343	   	177.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9ASPD|aRMIN
602	11431 13345	   	177.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9ASPD|aCGEN
603	32858 33441	   	177.75	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|249VULN|3RCR|5AART|6CGEN|79ASPD|89DUST|9BPWR|aDMG
604	32263 26354	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|27VULN|3CDMG|4RCR|5AART|6FEWX|8ZMB|9ASPD|aDMG
605	31177 21125	 * 	177.69	ACR|3VULN|3ZMB|2CDMG|3DUR|1SELL	1MBVNT|28aZMB|3aCDMG|48aVULN|5RCR|678DUR|8aBPWR|9SELL
606	11125 13212	   	177.69	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|4LIT|5RCVC|6ZMB|7RCR|8DMG|aCGEN
607	11125 13216	   	177.69	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|4LIT|5RCVC|6ZMB|7RCR|8DMG|aBEXP
608	11425 13212	   	177.69	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|3BPWR|4LIT|5RCVC|6ZMB|7RCR|8DMG|aCGEN
609	11425 13216	   	177.69	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|3BPWR|4LIT|5RCVC|6ZMB|7RCR|8DMG|aBEXP
610	32212 42788	   	177.67	DCR|3VULN|3DMG|1CDMG	1MBVNT|28aVULN|3CDMG|4RMIN|5RPLT|68aLIT|78aDMG|8aBPWR|9RCR
611	32225 64743	   	177.67	DCR|3VULN|3DMG|1CDMG	1MBVNT|28aVULN|3CDMG|48aLHND|5CGEN|6FEWX|78aDMG|8aBPWR|9RCR
612	34173 24743	   	177.67	DCR|3VULN|3DMG|1CDMG	1MBVNT|28aCGEN|3CDMG|48aVULN|5FEWX|6LHND|78aDMG|8aBPWR|9RCR
613	11126 13344	   	177.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9ASPD|aERES
614	11126 13352	   	177.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4LIT|5DMG|7RCR|8DUR|9DUST|aASPD
615	11131 13344	   	177.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9ASPD|aERES
616	11131 13352	   	177.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|4DMG|5LIT|7RCR|8DUR|9DUST|aASPD
617	11426 13352	   	177.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8DUR|9DUST|aASPD
618	11431 13344	   	177.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9ASPD|aERES
619	11431 13352	   	177.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8DUR|9DUST|aASPD
620	35642 44434	   	177.64	ACR|3VULN|3DMG|1ZMB	1MBVNT|2RPLT|349VULN|5RCR|6ZMB|79LHND|89aDMG|9BPWR
621	32225 14751	   	177.62	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1MBVNT|28VULN|38CDMG|4LHND|5CGEN|6RCR|78DMG|8BPWR|9ZMB|aDUR
622	11125 13211	   	177.59	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|4LIT|5RCVC|6ZMB|7RCR|8DMG|aDUST
623	11125 13213	   	177.59	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|4LIT|5RCVC|6ZMB|7RCR|8DMG|aERES
624	11125 43114	   	177.59	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|4LIT|5RCVC|6DMG|7RCR|8ERES|aZMB
625	11425 13211	   	177.59	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|3BPWR|4LIT|5RCVC|6ZMB|7RCR|8DMG|aDUST
626	11425 13213	   	177.59	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|3BPWR|4LIT|5RCVC|6ZMB|7RCR|8DMG|aERES
627	11126 13532	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8LHND|9CDMG|aFEWX
628	11126 13536	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8LHND|9CDMG|aCGEN
629	11126 13631	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9RPLT|aLHND
630	11126 13632	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9RPLT|aLWND
631	11126 13633	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9RPLT|aRMIN
632	11126 13635	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9RPLT|aCGEN
633	11126 13642	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LHND|aFEWX
634	11126 13662	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9MLV|aLWND
635	11131 13532	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8LHND|9CDMG|aFEWX
636	11131 13536	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8LHND|9CDMG|aCGEN
637	11131 13631	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9RPLT|aLHND
638	11131 13632	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9RPLT|aLWND
639	11131 13633	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9RPLT|aRMIN
640	11131 13635	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9RPLT|aCGEN
641	11131 13642	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LHND|aFEWX
642	11131 13646	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LHND|aCGEN
643	11131 13662	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9MLV|aLWND
644	11131 13666	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9MLV|aRMIN
645	11426 13532	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8LHND|9CDMG|aFEWX
646	11426 13631	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8CDMG|9RPLT|aLHND
647	11426 13632	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8CDMG|9RPLT|aLWND
648	11426 13633	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8CDMG|9RPLT|aRMIN
649	11431 13532	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8LHND|9CDMG|aFEWX
650	11431 13536	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8LHND|9CDMG|aCGEN
651	11431 13631	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9RPLT|aLHND
652	11431 13632	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9RPLT|aLWND
653	11431 13633	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9RPLT|aRMIN
654	11431 13635	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9RPLT|aCGEN
655	11431 13642	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LHND|aFEWX
656	11431 13662	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9MLV|aLWND
657	11142 63212	   	177.53	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|239VULN|4LHND|5FLTHEA|6CGEN|7RCR|8LIT|aDMG
658	11442 63212	   	177.53	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|239VULN|3BPWR|4LHND|5FLTHEA|6CGEN|7RCR|8LIT|aDMG
659	11144 32141	   	177.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|4LHND|5RCR|6CGEN|7CDMG|8LIT|9aDMG
660	11164 32141	   	177.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|4LWND|5RCR|6CGEN|7CDMG|8LIT|9aDMG
661	32852 24183	   	177.48	ACR|3VULN|2DMG|1CDMG|1ASPD	1MBVNT|246VULN|3RCR|5CDMG|79DMG|8ASPD|aRCVC
662	11131 15354	   	177.47	DCR|3VULN|2AART|1DMG|1DUR	18AART|236VULN|4DMG|57LIT|9RCR|aDUR
663	11132 64333	   	177.47	DCR|3VULN|2AART|1DMG|1DUR	17AART|236VULN|4DMG|5RMIN|8BEXP|9RCR|aDUR
664	11132 64433	   	177.47	DCR|3VULN|2AART|1DMG|1DUR	17AART|236VULN|4DMG|5RMIN|8FEWX|9RCR|aDUR
665	11432 64333	   	177.47	DCR|3VULN|2AART|1DMG|1DUR	17AART|236VULN|3BPWR|4DMG|5RMIN|8BEXP|9RCR|aDUR
666	11111 13635	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4ERES|5LIT|7RCR|8CDMG|9RPLT|aDMG
667	11126 13531	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8LHND|9CDMG|aDUST
668	11126 13533	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8LHND|9CDMG|aNUKE
669	11126 13612	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LEGI|aFEWX
670	11126 13616	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LEGI|aCGEN
671	11126 13634	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9RPLT|aERES
672	11126 13641	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LHND|aDUST
673	11126 13643	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LHND|aNUKE
674	11126 13663	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9MLV|aERES
675	11131 13531	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8LHND|9CDMG|aDUST
676	11131 13533	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8LHND|9CDMG|aNUKE
677	11131 13612	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LEGI|aFEWX
678	11131 13616	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LEGI|aCGEN
679	11131 13634	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9RPLT|aERES
680	11131 13641	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LHND|aDUST
681	11131 13643	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LHND|aNUKE
682	11131 13663	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9MLV|aERES
683	11411 13635	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4ERES|5LIT|7RCR|8CDMG|9RPLT|aDMG
684	11426 13531	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8LHND|9CDMG|aDUST
685	11426 13533	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8LHND|9CDMG|aNUKE
686	11426 13612	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8CDMG|9LEGI|aFEWX
687	11431 13531	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8LHND|9CDMG|aDUST
688	11431 13533	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8LHND|9CDMG|aNUKE
689	11431 13612	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LEGI|aFEWX
690	11431 13616	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LEGI|aCGEN
691	11431 13634	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9RPLT|aERES
692	11431 13641	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LHND|aDUST
693	11431 13643	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LHND|aNUKE
694	11431 13663	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9MLV|aERES
695	32223 51545	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|28aVULN|3CDMG|4LHND|5AART|6RCR|7DMG|9MLV
696	32223 56445	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|27aVULN|3CDMG|4LHND|5AART|6RCR|8DMG|9MLV
697	11123 12333	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|45LIT|6ZMB|7DUR|8RCR|9CDMG|aDMG
