0	Index      	 *	Score 	Summary	Detail	
1	32243 31563	 * 	200.65	ACR|3VULN|2DMG|1AART|2CDMG	19aVULN|2LEGI|3AART|4RCR|5aDMG|6TLV|7CGEN|8aCDMG|aBPWR
507	52111 11155	   	174.42	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|2aDMG|3CGEN|48VULN|5AART|6BEXP|7RCR|9ZMB
508	52111 21155	   	174.42	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|2aDMG|3CGEN|48VULN|5AART|6LWND|7RCR|9ZMB
509	31211 44513	   	174.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	12VULN|3CDMG|4FEWX|5DUR|68DMG|7MLV|9AART|aRCR
510	31211 46513	   	174.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	12VULN|3CDMG|4FEWX|5DUR|68DMG|7CGEN|9AART|aRCR
511	32243 15121	   	174.35	ACR|3VULN|2AART|1DMG	178VULN|2LEGI|39AART|4RCR|5DMG|6MBVNT|aLWND
512	32243 15124	   	174.35	ACR|3VULN|2AART|1DMG	178VULN|2LEGI|39AART|4RCR|5DMG|6MBVNT|aFEWX
513	32243 64123	   	174.35	ACR|3VULN|2AART|1DMG	178VULN|2LEGI|39AART|4RCR|5DMG|6FEWX|aDUST
514	41243 15123	   	174.35	ACR|3VULN|2AART|1DMG	1LHND|278VULN|39AART|4RCR|5DMG|6MBVNT|aDUST
515	14315 22123	   	174.33	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|2BEXP|3TLV|4DUST|5VULN|6AART|7RCR|89aDMG
516	21222 33464	   	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|248VULN|3CDMG|5LIT|6DMG|7CGEN|9RCR|aAART
517	32242 16122	   	174.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2LEGI|3AART|4RCR|5MBVNT|67CDMG|7BPWR|8DUR|9RPLT|aDMG
518	32242 16147	   	174.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2LEGI|3AART|4RCR|5MBVNT|67CDMG|7BPWR|8DUR|9CGEN|aDMG
519	32243 15123	   	174.25	ACR|3VULN|2AART|1DMG	178VULN|2LEGI|39AART|4RCR|5DMG|6MBVNT|aDUST
520	32243 15126	   	174.25	ACR|3VULN|2AART|1DMG	178VULN|2LEGI|39AART|4RCR|5DMG|6MBVNT|aAIRHEA
521	31641 11123	   	174.23	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6BEXP|7RCR|aRCVC
522	32263 11242	   	174.23	DCR|3VULN|2AART|1DMG	149VULN|2LEGI|3aAART|49BPWR|5DMG|69BEXP|7RCR|89CGEN
523	32263 21242	   	174.23	DCR|3VULN|2AART|1DMG	149VULN|2LEGI|3aAART|49BPWR|5DMG|69LWND|7RCR|89CGEN
524	32263 41242	   	174.23	DCR|3VULN|2AART|1DMG	149VULN|2LEGI|3aAART|49BPWR|5DMG|69FEWX|7RCR|89CGEN
525	41263 11121	   	174.23	DCR|3VULN|2AART|1DMG	14LHND|248VULN|39AART|4BPWR|5DMG|6BEXP|7RCR|aLWND
526	41263 41121	   	174.23	DCR|3VULN|2AART|1DMG	14LHND|248VULN|39AART|4BPWR|5DMG|6FEWX|7RCR|aLWND
527	21621 63126	   	174.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3DMG|4DUST|5ZMB|7RCR|8CDMG|9ERES|aAART
528	21621 63136	   	174.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3DMG|4DUST|5ZMB|7RCR|8CDMG|9NUKE|aAART
529	32243 41523	   	174.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5aDMG|6LWND|7RCVC|8CDMG|9ZMB
530	32242 14862	   	174.15	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2LEGI|3AART|4RCR|5MBVNT|68CDMG|7DMG|9DUR
531	41263 11123	   	174.13	DCR|3VULN|2AART|1DMG	14LHND|248VULN|39AART|4BPWR|5DMG|6BEXP|7RCR|aDUST
532	41263 11125	   	174.13	DCR|3VULN|2AART|1DMG	14LHND|248VULN|39AART|4BPWR|5DMG|6BEXP|7RCR|aAIRHEA
533	41263 41123	   	174.13	DCR|3VULN|2AART|1DMG	14LHND|248VULN|39AART|4BPWR|5DMG|6FEWX|7RCR|aDUST
534	23611 31663	 * 	174.13	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	17DUR|2LHND|37DMG|4RCVC|5AART|67CDMG|7BPWR|8MLV|9VULN|aRCR
535	21621 63412	   	174.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	19DUR|26VULN|3DMG|4DUST|5ZMB|7RCR|8AART|aASPD
536	33481 72113	   	174.07	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2SELL|3MBVNT|4aDMG|5LHND|6RCR|7ZMB|9AART
537	33482 72113	   	174.07	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2SELL|3MBVNT|4aDMG|5LWND|6RCR|7ZMB|9AART
538	33484 72143	   	174.07	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2SELL|3MBVNT|4aDMG|5BEXP|6RCR|7ZMB|9AART
539	41611 11126	   	174.03	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|3DMG|4RCVC|59AART|6BEXP|7RCR|aCDMG
540	41611 11135	   	174.03	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|3DMG|4RCVC|5aAART|6BEXP|7RCR|9CDMG
541	32263 11121	   	174.03	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|39AART|4BPWR|5DMG|6BEXP|7RCR|aLWND
542	32263 41121	   	174.03	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|39AART|4BPWR|5DMG|6FEWX|7RCR|aLWND
543	23611 31463	   	174.03	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	17DUR|2LHND|37DMG|4RCVC|5AART|67CDMG|7BPWR|8ERES|9VULN|aRCR
544	32243 44112	   	174.00	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2LEGI|3AART|4RCR|5DMG|6LWND|9FEWX|aZMB
545	32243 44122	   	174.00	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2LEGI|3AART|4RCR|5DMG|6LWND|9BEXP|aZMB
546	21621 63321	   	174.00	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	19DUR|26VULN|38DMG|4DUST|5ZMB|7RCR|aCDMG
547	32611 11126	   	173.93	DCR|2VULN|2AART|1DMG|1CDMG	18VULN|2LEGI|3DMG|4RCVC|59AART|6BEXP|7RCR|aCDMG
548	32611 11135	   	173.93	DCR|2VULN|2AART|1DMG|1CDMG	18VULN|2LEGI|3DMG|4RCVC|5aAART|6BEXP|7RCR|9CDMG
549	32611 41126	   	173.93	DCR|2VULN|2AART|1DMG|1CDMG	18VULN|2LEGI|3DMG|4RCVC|59AART|6FEWX|7RCR|aCDMG
550	32611 41135	   	173.93	DCR|2VULN|2AART|1DMG|1CDMG	18VULN|2LEGI|3DMG|4RCVC|5aAART|6FEWX|7RCR|9CDMG
551	32263 11123	   	173.93	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|39AART|4BPWR|5DMG|6BEXP|7RCR|aDUST
552	32263 11125	   	173.93	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|39AART|4BPWR|5DMG|6BEXP|7RCR|aAIRHEA
553	32263 41123	   	173.93	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|39AART|4BPWR|5DMG|6FEWX|7RCR|aDUST
554	32263 41125	   	173.93	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|39AART|4BPWR|5DMG|6FEWX|7RCR|aAIRHEA
555	32242 16612	   	173.90	ACR|3VULN|1AART|2CDMG|1ZMB	17aVULN|2LEGI|3AART|4RCR|5MBVNT|67CDMG|7BPWR|8ZMB|9LWND
556	32243 15116	   	173.90	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|9BELT|aZMB
557	32243 15161	   	173.90	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|9ZMB|aCGEN
558	32243 15335	   	173.90	ACR|3VULN|1AART|1DMG|1ZMB	17aVULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|8LHND|9ZMB
559	32243 15421	   	173.90	ACR|3VULN|1AART|1DMG|1ZMB	17aVULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|8ZMB|9BELT
560	32243 15441	   	173.90	ACR|3VULN|1AART|1DMG|1ZMB	179VULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|8ZMB|aCGEN
561	32243 31164	   	173.90	ACR|3VULN|1AART|1DMG|1ZMB	18aVULN|2LEGI|3AART|4RCR|5DMG|6TLV|7CGEN|9ZMB
562	33417 21341	 * 	173.82	DCR|2VULN|2DMG|1AART|3DUR|1SELL	15VULN|2SELL|3MBVNT|456DUR|5BPWR|79DMG|8RCR|aAART
563	24311 11155	   	173.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|38VULN|4RCVC|5AART|6BEXP|7RCR|9ZMB|aDMG
564	24311 21155	   	173.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|38VULN|4RCVC|5AART|6LWND|7RCR|9ZMB|aDMG
565	21611 11152	   	173.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|28VULN|3DMG|4RCVC|5AART|6BEXP|7RCR|9ZMB|aASPD
566	21611 21152	   	173.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|28VULN|3DMG|4RCVC|5AART|6LWND|7RCR|9ZMB|aASPD
567	21611 41152	   	173.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|28VULN|3DMG|4RCVC|5AART|6FEWX|7RCR|9ZMB|aASPD
568	31621 51153	   	173.79	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DMG|4BEXP|5AART|6LWND|7RCR|9ZMB|aRCVC
569	31641 11153	   	173.79	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DMG|4FEWX|5AART|6BEXP|7RCR|9ZMB|aRCVC
570	31641 21153	   	173.79	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DMG|4FEWX|5AART|6LWND|7RCR|9ZMB|aRCVC
571	41263 11151	   	173.78	DCR|3VULN|1AART|1DMG|1ZMB	14LHND|248VULN|3AART|4BPWR|5DMG|6BEXP|7RCR|9ZMB|aCGEN
572	41263 21112	   	173.78	DCR|3VULN|1AART|1DMG|1ZMB	14LHND|248VULN|3AART|4BPWR|5DMG|6LWND|7RCR|9FEWX|aZMB
573	41263 21122	   	173.78	DCR|3VULN|1AART|1DMG|1ZMB	14LHND|248VULN|3AART|4BPWR|5DMG|6LWND|7RCR|9BEXP|aZMB
574	41263 21151	   	173.78	DCR|3VULN|1AART|1DMG|1ZMB	14LHND|248VULN|3AART|4BPWR|5DMG|6LWND|7RCR|9ZMB|aCGEN
575	41263 21153	   	173.78	DCR|3VULN|1AART|1DMG|1ZMB	14LHND|248VULN|3AART|4BPWR|5DMG|6LWND|7RCR|9ZMB|aBELT
576	21225 12113	   	173.77	DCR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2457VULN|3CDMG|6LIT|8DMG|9ZMB|aRCR
577	33361 33333	   	173.66	DCR|3VULN|2DMG|2DUR|1ZMB|1SELL	17aVULN|2SELL|3ZMB|4aDUR|5LHND|6CGEN|8RCR|9aDMG|aBPWR
578	31214 21112	   	173.61	DCR|4VULN|1AART|1CDMG|1DUR	128aVULN|3CDMG|4FEWX|5LEGI|6DUR|7RCR|9AART
579	41611 11623	   	173.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2VULN|3aDMG|4RCVC|5AART|6BEXP|7RCR|8CDMG|9ZMB
580	32223 61154	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	18aVULN|2LEGI|3AART|46FEWX|5DMG|7RCR|9ZMB
581	32263 11151	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	148VULN|2LEGI|3AART|4BPWR|5DMG|6BEXP|7RCR|9ZMB|aCGEN
582	32263 21112	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	148VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|9FEWX|aZMB
583	32263 21122	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	148VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|9BEXP|aZMB
584	32263 21151	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	148VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|9ZMB|aCGEN
585	32263 21153	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	148VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|9ZMB|aBELT
586	32263 41151	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	148VULN|2LEGI|3AART|4BPWR|5DMG|6FEWX|7RCR|9ZMB|aCGEN
587	32242 15163	   	173.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|7ZMB|8aDMG|9RCVC
588	32611 21523	   	173.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3aDMG|4RCVC|5AART|6LWND|7RCR|8CDMG|9ZMB
589	21611 11145	   	173.46	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3aDMG|4RCVC|5AART|6BEXP|7RCR|9MLV
590	21611 21145	   	173.46	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3aDMG|4RCVC|5AART|6LWND|7RCR|9MLV
591	34321 51135	   	173.45	DCR|3VULN|2AART|1CDMG|1ASPD	138VULN|2ASPD|4BEXP|5aAART|6LWND|7RCR|9CDMG
592	34341 11126	   	173.45	DCR|3VULN|2AART|1CDMG|1ASPD	138VULN|2ASPD|4FEWX|59AART|6BEXP|7RCR|aCDMG
593	34341 21135	   	173.45	DCR|3VULN|2AART|1CDMG|1ASPD	138VULN|2ASPD|4FEWX|5aAART|6LWND|7RCR|9CDMG
594	32246 31142	   	173.38	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5LWND|68LIT|78DMG|8BPWR|9DUR|aRCVC
595	41223 17122	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2aVULN|3AART|4FEWX|58DMG|6MBVNT|7CDMG|9RCR
596	12352 61143	   	173.35	ACR|3VULN|2DMG|2CDMG	19CDMG|257LWND|3TLV|4RCR|69aVULN|89DMG|9BPWR
597	41313 43216	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|23VULN|4CGEN|5RCR|67DMG|8AART|9RMIN|aCDMG
598	41313 43231	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|23VULN|4CGEN|5RCR|67DMG|8AART|9CDMG|aBEXP
599	41313 43233	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|23VULN|4CGEN|5RCR|67DMG|8AART|9CDMG|aRMIN
600	41313 43235	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|23VULN|4aCGEN|5RCR|67DMG|8AART|9CDMG
601	43113 43232	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	12LHND|3CGEN|4aVULN|5RCR|67DMG|8AART|9CDMG
602	43413 43232	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	12LHND|3aVULN|4CGEN|5RCR|67DMG|8AART|9CDMG
603	46113 43232	   	173.28	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|23CGEN|4aVULN|5RCR|67DMG|8AART|9CDMG
604	32223 17122	   	173.26	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LEGI|3AART|4FEWX|58DMG|6MBVNT|7CDMG|9RCR
605	32222 14122	   	173.26	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LEGI|3AART|4FEWX|5MBVNT|6CDMG|78DMG|9RCR
606	41243 17422	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1LHND|2aVULN|3AART|4RCR|5DMG|6MBVNT|7CDMG|89DUR
607	41313 43234	   	173.18	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|23VULN|4CGEN|5RCR|67DMG|8AART|9CDMG|aDUST
608	62111 61242	 * 	173.17	DCR|2VULN|2DMG|1AART|2ZMB	19MLV|29ZMB|3CGEN|47VULN|5AART|69DMG|8RCVC|9BPWR|aRCR
609	31225 23163	   	173.16	DCR|3VULN|2AART|1CDMG|1ASPD	124VULN|3CDMG|5RCVC|6aAART|7ERES|8RCR|9ASPD
610	31632 33254	   	173.16	DCR|3VULN|3DMG|1DUR	12aVULN|37aDMG|4CGEN|5DUR|6aLWND|8RCR|9MBVNT|aBPWR
611	33447 52312	   	173.16	ACR|4VULN|1AART|1DMG|1SELL	157aVULN|2SELL|3MBVNT|4RCR|5BPWR|6DMG|8ERES|9AART
612	33447 52412	   	173.16	ACR|4VULN|1AART|1DMG|1SELL	157aVULN|2SELL|3MBVNT|4RCR|5BPWR|6DMG|8TLV|9AART
613	33448 52312	   	173.16	ACR|4VULN|1AART|1DMG|1SELL	157aVULN|2SELL|3MBVNT|4RCR|6DMG|8ERES|9AART
614	33448 52412	   	173.16	ACR|4VULN|1AART|1DMG|1SELL	157aVULN|2SELL|3MBVNT|4RCR|6DMG|8TLV|9AART
615	32242 14422	   	173.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|7DMG|89DUR
616	32242 14427	   	173.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|7aDMG|89DUR
617	32243 16842	   	173.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|78DUR|9CDMG
618	32243 17422	   	173.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|7CDMG|89DUR
619	32243 17427	   	173.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2LEGI|3AART|4RCR|5aDMG|6MBVNT|7CDMG|89DUR
620	31222 31533	 * 	173.12	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	124VULN|3CDMG|5LIT|6RCR|79ZMB|8DUR|aDMG
621	33447 34452	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	15aVULN|2SELL|3MBVNT|4RCR|5aBPWR|6BELT|7BEXP|8aDMG|9aCDMG
622	33448 34452	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	15aVULN|2SELL|3MBVNT|4RCR|6BELT|7BEXP|8aDMG|9aCDMG|aBPWR
623	41311 45233	   	173.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LHND|237VULN|4CGEN|5DUR|6DMG|8AART|9CDMG|aRCR
624	31612 33254	   	173.06	DCR|3VULN|3DMG|1DUR	12aVULN|37aDMG|4ERES|5DUR|6aLWND|8RCR|9MBVNT|aBPWR
625	32126 63254	   	173.06	DCR|3VULN|3DMG|1DUR	16aVULN|2LEGI|3DUR|4aCGEN|57aDMG|8RCR|9MBVNT|aBPWR
626	31222 31112	 * 	173.05	DCR|5VULN|2ZMB|1CDMG	1248aVULN|3CDMG|5LIT|6RCR|79ZMB
627	12444 21347	   	173.05	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2LWND|3MBVNT|4RCR|5BEXP|6VULN|78aDMG|9AART
628	15443 21442	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|3MBVNT|4RCR|5LWND|68aVULN|7DMG|9AART
629	24311 61222	   	173.04	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|379VULN|48RCVC|5AART|6DMG|aRCR
630	34341 21622	   	173.01	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	13aVULN|2ASPD|4FEWX|5AART|6LWND|7RCR|8CDMG|9ZMB
631	31621 51121	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4BEXP|59AART|6aLWND|7RCR
632	31621 51123	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4BEXP|59AART|6LWND|7RCR|aDMSP
633	31621 51125	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4BEXP|59AART|6LWND|7RCR|aLHND
634	31641 11121	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6BEXP|7RCR|aLWND
635	31641 11122	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6BEXP|7RCR|aDMSP
636	31641 21121	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6aLWND|7RCR
637	31641 21123	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6LWND|7RCR|aDMSP
638	31641 21125	   	172.93	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6LWND|7RCR|aLHND
639	32136 63254	   	172.86	DCR|3DMG|3VULN|1DUR	16aVULN|2LEGI|3DUR|4aERES|57aDMG|8RCR|9MBVNT|aBPWR
640	31621 51122	   	172.83	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4BEXP|59AART|6LWND|7RCR|aERES
641	31641 11125	   	172.83	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6BEXP|7RCR|aAIRHEA
642	31641 21122	   	172.83	DCR|3VULN|2AART|1DMG	128VULN|3DMG|4FEWX|59AART|6LWND|7RCR|aERES
643	21611 21242	   	172.81	DCR|2AART|2VULN|1DMG|2DUR	19DUR|29VULN|3DMG|4RCVC|5aAART|6LWND|7RCR|89CGEN|9BPWR
644	34311 33636	   	172.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	13VULN|2ASPD|4ERES|5RCR|6LWND|7aDMG|8DUR|9AART
645	15563 21113	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|3BEXP|468VULN|5LWND|7RCR|9AART|aDMG
646	41253 21134	   	172.72	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|28aVULN|3AART|4RCVC|5DMG|6LWND|7RCR|9ASPD
647	31225 23161	   	172.71	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	124VULN|3CDMG|5RCVC|6AART|7ERES|8RCR|9ASPD|aZMB
648	32242 14435	   	172.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LEGI|39AART|4RCR|5MBVNT|6CDMG|7DMG|8DUR|aZMB
649	32243 17435	   	172.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LEGI|39AART|4RCR|5DMG|6MBVNT|7CDMG|8DUR|aZMB
650	41242 31152	   	172.64	ACR|2AART|2DMG|1VULN|1CDMG	18LHND|2VULN|39AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|aCDMG
651	32253 21134	   	172.62	DCR|3VULN|1AART|1DMG|1ASPD	18aVULN|2LEGI|3AART|4RCVC|5DMG|6LWND|7RCR|9ASPD
652	32313 23113	   	172.58	ACR|2VULN|2DMG|1AART|1CDMG	13VULN|2LEGI|4CGEN|5RCR|6LHND|7aDMG|8CDMG|9AART
653	62411 11133	   	172.58	DCR|3VULN|1AART|2CDMG|1ZMB	1aMLV|2ZMB|38aVULN|4CGEN|5AART|6BEXP|7RCR|9aCDMG|aBPWR
654	21621 63361	   	172.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1DUR|26VULN|38DMG|4DUST|5aZMB|7RCR|9CDMG
655	13551 24322	   	172.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RMIN|3DUR|4RCR|5LWND|6AART|79DMG|aVULN
656	31621 51151	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DMG|4BEXP|5AART|6LWND|7RCR|9ZMB|aCGEN
657	31641 11151	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DMG|4FEWX|5AART|6BEXP|7RCR|9ZMB|aCGEN
658	31641 21151	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DMG|4FEWX|5AART|6LWND|7RCR|9ZMB|aCGEN
659	52111 11154	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2DMG|3CGEN|48aVULN|5AART|6BEXP|7RCR|9ZMB
660	52111 21154	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2DMG|3CGEN|48aVULN|5AART|6LWND|7RCR|9ZMB
661	31211 44413	   	172.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|3CDMG|4FEWX|5DUR|6DMG|7MLV|9AART|aRCR
662	31211 46413	   	172.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|3CDMG|4FEWX|5DUR|6DMG|7CGEN|9AART|aRCR
663	41243 13127	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	17LHND|28VULN|39AART|4RCR|5DMG|6MBVNT|aCDMG
664	41243 13136	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	17LHND|28VULN|3aAART|4RCR|5DMG|6MBVNT|9CDMG
665	41243 14131	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|37AART|4RCR|5DMG|6MBVNT|9CDMG|aBEXP
666	41243 14134	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|37AART|4RCR|5DMG|6MBVNT|9CDMG|aLWND
667	41243 14135	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|37AART|4RCR|5DMG|6MBVNT|9CDMG|aDMSP
668	41243 14138	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|37AART|4RCR|5DMG|6MBVNT|9CDMG|aCGEN
669	41243 14712	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|2aVULN|37AART|4RCR|5DMG|6MBVNT|8CDMG|9LWND
670	41243 14723	   	172.44	ACR|2AART|2DMG|1VULN|1CDMG	1LHND|2VULN|37AART|4RCR|5aDMG|6MBVNT|8CDMG|9RMIN
671	41243 14733	   	172.44	ACR|2AART|2DMG|1VULN|1CDMG	1LHND|2VULN|37AART|4RCR|5aDMG|6MBVNT|8CDMG|9MLV
672	41243 14743	   	172.44	ACR|2AART|2DMG|1VULN|1CDMG	1LHND|2VULN|37AART|4RCR|5aDMG|6MBVNT|8CDMG|9CGEN
673	41246 13322	   	172.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|2aVULN|37AART|4RCR|5LWND|6CDMG|8DUST|9DMG
674	31222 31644	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	124VULN|3CDMG|5LIT|6RCR|7ZMB|8MLV|9DUR|aAART
675	41313 42241	   	172.40	ACR|4VULN|1AART|1DMG	1LHND|239aVULN|4CGEN|5RCR|6DMG|7AART|8LIT
676	31631 32241	   	172.40	ACR|4VULN|1AART|1DMG	129aVULN|3DMG|4CGEN|5RCR|6LWND|7AART|8LIT
677	21225 36313	   	172.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|245VULN|3CDMG|6DMG|7FEWX|8ERES|9AART|aRCR
