0	Index      	 *	Score 	Summary	Detail	
1	12211 65115	 * 	199.75	DCR|3VULN|2AART|2DMG|1DUR	18DMG|2LSRHEA|389VULN|48TLV|57AART|6RCR|8BPWR|aDUR
514	55513 21313	   	170.56	DCR|3DMG|1AART|2CDMG|1ASPD|1DUR	1aBEXP|24CDMG|347DMG|4BPWR|5AART|6DUR|8ASPD|9RCR
515	55513 31313	 * 	170.53	DCR|3DMG|2AART|2CDMG	19BEXP|24CDMG|347DMG|4BPWR|5aAART|6LHND|8RCR
516	35516 13213	   	170.53	DCR|3VULN|2DMG|2CDMG	1LHND|24CDMG|34DMG|4BPWR|57aVULN|6DMSP|8RCR|9BEXP
517	23423 11424	   	170.52	DCR|2VULN|2DMG|1AART|1ZMB	138LIT|23DMG|38BPWR|4AART|58LHND|68VULN|7DMSP|9RCR|aZMB
518	13242 54312	   	170.46	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ERES|9RCR|aDUST
519	13242 54313	   	170.46	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7aERES|9RCR
520	13242 54317	   	170.46	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ERES|9RCR|aTLV
521	55513 21311	   	170.46	DCR|3DMG|1AART|2CDMG|1DUR|1ASPD	1BEXP|24CDMG|347DMG|4BPWR|5AART|6DUR|8ASPD|9RCR|aTLV
522	13161 26262	   	170.43	DCR|3VULN|2DMG|2CDMG	16DMG|234VULN|5aCDMG|7LHND|8RCR|9LIT
523	13122 14414	   	170.38	DCR|3DMG|2VULN|2CDMG|1SELL	15aDMG|23VULN|4aCDMG|69aLWND|7SELL|8RCR|aBPWR
524	13125 33452	   	170.38	DCR|3VULN|2DMG|2CDMG|1SELL	17DMG|239VULN|47CDMG|57LHND|6SELL|7BPWR|8RCR|aLIT
525	12211 65631	   	170.38	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2LSRHEA|39VULN|4TLV|57AART|6RCR|8DLOT|aZMB
526	13122 25316	   	170.33	DCR|3DMG|2VULN|2CDMG	156DMG|23VULN|4aCDMG|7MBVNT|8RCR|9LHND
527	13122 25356	   	170.33	DCR|3DMG|2VULN|2CDMG	156DMG|23VULN|4aCDMG|7MBVNT|8RCR|9FEWX
528	13161 23633	   	170.33	DCR|3VULN|2DMG|2CDMG	16DMG|234VULN|5aCDMG|7ERES|8RCR|9MGNLIT
529	13122 22152	   	170.32	DCR|3DMG|2VULN|1CDMG|1ZMB	156DMG|23VULN|4CDMG|7CGEN|8FEWX|9ZMB|aRCR
530	13122 22252	   	170.32	DCR|3DMG|2VULN|1CDMG|1ZMB	156DMG|23VULN|4CDMG|7CGEN|8LWND|9ZMB|aRCR
531	13123 13362	   	170.32	DCR|3VULN|2DMG|1CDMG|1ZMB	17DMG|236VULN|4CDMG|5RMIN|8RPLT|9ZMB|aRCR
532	13161 43362	   	170.32	DCR|3VULN|2DMG|1CDMG|1ZMB	17DMG|234VULN|5CDMG|6RMIN|8RPLT|9ZMB|aRCR
533	13122 21312	   	170.32	DCR|3DMG|2VULN|1CDMG|1ZMB	156DMG|23VULN|4CDMG|7LHND|8ZMB|9MLV|aRCR
534	13122 21342	   	170.32	DCR|3DMG|2VULN|1CDMG|1ZMB	156DMG|23VULN|4CDMG|7LHND|8ZMB|9RMIN|aRCR
535	23554 31122	   	170.29	DCR|2VULN|2DMG|1AART	1aLIT|2aDMG|3BELT|4AART|5aVULN|6RCR|79RCVC|8RMIN|aBPWR
536	13125 33451	   	170.28	DCR|3VULN|2DMG|2CDMG|1SELL	17DMG|239VULN|47CDMG|57LHND|6SELL|7BPWR|8RCR|aLEGI
537	13122 21332	   	170.22	DCR|3DMG|2VULN|1CDMG|1ZMB	156DMG|23VULN|4CDMG|7LHND|8ZMB|9ERES|aRCR
538	13123 13426	   	170.22	DCR|3VULN|2DMG|1CDMG|1ZMB	17DMG|236VULN|4CDMG|5RMIN|8LSRHEA|9ZMB|aRCR
539	13242 51348	   	170.16	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8RCR|9RCVC|aASPD
540	13242 56413	   	170.12	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7ZMB|8DUST|9RCR|aBEXP
541	13325 21313	   	170.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2VULN|3DUST|4aCDMG|5RCVC|6AART|8DUR|9RCR
542	63122 51123	   	170.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|23VULN|4CDMG|5DMG|6DMSP|7ZMB|8AART|9RCVC|aRCR
543	13242 56411	   	170.02	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7ZMB|8DUST|9RCR|aTLV
544	13242 56414	   	170.02	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7ZMB|8DUST|9RCR|aERES
545	35511 21313	   	169.93	DCR|3DMG|2AART|2CDMG	1LHND|24CDMG|347DMG|4BPWR|59BEXP|6aAART|8RCR
546	13124 26341	   	169.86	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|23VULN|4CDMG|57DUST|69AART|8DUR|aRCR
547	35514 21323	   	169.83	DCR|3DMG|2AART|2CDMG	19LHND|24CDMG|347DMG|4BPWR|5DUST|6aAART|8RCR
