0	Index      	 *	Score 	Summary	Detail	
1	23222 42526	 * 	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|59aVULN|7RCR|8CDMG
488	14121 26135	   	156.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|28VULN|3LHND|4DMG|5RMIN|6CDMG|7RCR|9MLV|aAART
489	14112 54212	   	156.23	DCR|4VULN|1CDMG|1ZMB|1SELL	1SELL|258aVULN|3LHND|4CDMG|6RCVC|7RCR|9ZMB
490	31623 34214	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6LEGI|78aVULN|9LHND
491	51623 31621	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2BEXP|3DMG|4RCR|5CDMG|6ERES|789VULN|aDUR
492	21533 43311	   	156.17	DCR|3VULN|1AART|2ZMB	14MLV|29aVULN|3DUST|5AART|68ZMB|7RCR
493	21613 43311	   	156.17	DCR|3VULN|1AART|2ZMB	1MLV|29aVULN|3DMSP|4DUST|5AART|68ZMB|7RCR
494	62613 43311	   	156.17	DCR|3VULN|1AART|2ZMB	1RMIN|29aVULN|3DMSP|4DUST|5AART|68ZMB|7RCR
495	21424 23238	 * 	156.17	DCR|2VULN|2DMG|2ZMB	1aMLV|28VULN|3aDMG|4RPLT|5MBVNT|6RCR|7aZMB|9RCVC|aBPWR
496	31623 32245	 * 	156.15	ACR|2DMG|1VULN|2CDMG|3DUR	17aDUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LIT
497	32562 34211	 * 	156.03	DCR|1VULN|1DMG|2ASPD|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2CDMG|3VULN|4DMG|58ASPD|6CGEN|7FLTHEA|9RCR|aZMB
498	13611 22614	   	155.96	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1SELL	1SELL|2RPLT|36CDMG|4ZMB|5LWND|7RCR|8VULN|9DMG|aAART
499	16235 61232	   	155.94	ACR|3VULN|1DMG|1CDMG|1DUR|1SELL	1SELL|2AIRHEL|3FEWX|4RCR|5DMG|69aVULN|7DUR|8CDMG
500	32562 14211	   	155.93	DCR|1VULN|1DMG|2ASPD|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2CDMG|3VULN|4DMG|58ASPD|6TLV|7FLTHEA|9RCR|aZMB
501	14532 35121	   	155.92	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1SELL|268VULN|3RCVC|4AART|5DUR|7ZMB|9LIT|aRCR
502	24225 22224	 * 	155.91	DCR|2VULN|1AART|2ZMB|2ASPD|1DUR	1aMLV|27ZMB|3aASPD|4DUR|5LIT|6AART|8aVULN|9RCR|aBPWR
503	21134 62153	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|268VULN|3ASPD|4LHND|5DMG|7RCR|9CGEN|aCDMG
504	23232 62153	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LHND|568VULN|7RCR|9CGEN|aCDMG
505	23232 62525	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LHND|569VULN|7RCR|8CDMG|aLSRICY
506	21134 12526	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|29aVULN|3ASPD|46LHND|5DMG|7RCR|8CDMG
507	21134 32526	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	16MLV|29aVULN|3ASPD|4LHND|5DMG|7RCR|8CDMG
508	23232 12526	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|46LHND|59aVULN|7RCR|8CDMG
509	23232 32526	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	16MLV|2DMG|3ASPD|4LHND|59aVULN|7RCR|8CDMG
510	21255 43111	   	155.82	DCR|3VULN|1AART|1ZMB	1MLV|29aVULN|3RCVC|4DMSP|5AART|6ZMB|7RCR|8BEXP
511	21255 43211	   	155.82	DCR|3VULN|1AART|1ZMB	1MLV|29aVULN|3RCVC|4DMSP|5AART|6ZMB|7RCR|8LWND
512	31623 25262	 * 	155.82	ACR|3VULN|2DMG|1CDMG|2DUR|1MSE	19DUR|2BEXP|39DMG|4RCR|5CDMG|6DMSP|7MSE|89aVULN|9BPWR
513	21134 62521	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|269VULN|3ASPD|4LHND|5DMG|7RCR|8CDMG|aERES
514	21134 62522	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|269VULN|3ASPD|4LHND|5DMG|7RCR|8CDMG|aTLV
515	21134 62523	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|269VULN|3ASPD|4LHND|5DMG|7RCR|8CDMG|aDUST
516	23212 62525	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4DUST|569VULN|7RCR|8CDMG|aLSRICY
517	23212 62536	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4DUST|56aVULN|7RCR|8CDMG|9BEXP
518	23232 62521	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LHND|569VULN|7RCR|8CDMG|aERES
519	23232 62522	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LHND|569VULN|7RCR|8CDMG|aTLV
520	23232 62523	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LHND|569VULN|7RCR|8CDMG|aDUST
521	23252 62153	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LEGI|568VULN|7RCR|9CGEN|aCDMG
522	14212 53242	   	155.76	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|258VULN|3BEXP|4CDMG|6DUR|7AART|9RCR|aCGEN
523	21154 62122	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|268VULN|3ASPD|49DUST|5DMG|7RCR|aCDMG
524	23212 62122	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|49DUST|568VULN|7RCR|aCDMG
525	23212 62521	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4DUST|569VULN|7RCR|8CDMG|aERES
526	23212 62522	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4DUST|569VULN|7RCR|8CDMG|aTLV
527	23212 62523	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4aDUST|569VULN|7RCR|8CDMG
528	23252 62521	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LEGI|569VULN|7RCR|8CDMG|aERES
529	23252 62522	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LEGI|569VULN|7RCR|8CDMG|aTLV
530	23252 62523	   	155.67	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LEGI|569VULN|7RCR|8CDMG|aDUST
531	31323 46455	   	155.67	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2BEXP|3DUST|49aVULN|5MBVNT|6DMG|7RCR|8CDMG
532	14212 53241	   	155.66	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|258VULN|3BEXP|4CDMG|6DUR|7AART|9RCR|aDUST
533	14212 53243	   	155.66	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|258VULN|3BEXP|4CDMG|6DUR|7AART|9RCR|aLEGI
534	52332 34214	 * 	155.66	DCR|3VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2CDMG|3ZMB|48aVULN|5ASPD|6CGEN|7FLTHEA|9RCR
535	42333 43622	   	155.65	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LWND|2CDMG|36ZMB|4VULN|5RPLT|7RCR|8DMG|9AART|aRCVC
536	13112 51432	 * 	155.64	ACR|3VULN|2DMG|1SELL	1SELL|2RPLT|3RCR|489FEWX|5LHND|68aVULN|78DMG|8BPWR
537	13132 51422	 * 	155.64	ACR|3VULN|2DMG|1SELL	1SELL|2RPLT|3RCR|489BEXP|5LHND|68aVULN|78DMG|8BPWR
538	21213 43211	   	155.62	DCR|3VULN|1AART|1ZMB	1MLV|29aVULN|3RCVC|48DUST|5AART|6ZMB|7RCR
539	62213 43211	   	155.62	DCR|3VULN|1AART|1ZMB	1RMIN|29aVULN|3RCVC|48DUST|5AART|6ZMB|7RCR
540	31623 54121	   	155.59	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|7VULN|8AART|9ASPD|aRCVC
541	21226 63242	   	155.57	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|3RCVC|4DUR|58LHND|6RCR|79DMG|aAART
542	21233 63242	   	155.57	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|3RCVC|48LHND|5DUR|6RCR|79DMG|aAART
543	52332 14214	   	155.56	DCR|3VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2CDMG|3ZMB|48aVULN|5ASPD|6TLV|7FLTHEA|9RCR
544	14423 21225	   	155.53	ACR|2VULN|2DMG|1ZMB|1DUR|1SELL	1SELL|2aVULN|3DMSP|4RCR|5CGEN|6aLIT|7ZMB|8DUR|9aDMG|aBPWR
545	21423 33344	   	155.51	DCR|2VULN|2DMG|1AART	1MLV|28VULN|36DMG|4RPLT|5RMIN|7DUST|9RCR|aAART
546	23623 33344	   	155.51	DCR|2VULN|2DMG|1AART	1MLV|26DMG|38VULN|4RPLT|5RMIN|7DUST|9RCR|aAART
547	31623 32515	   	155.48	ACR|2DMG|1AART|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8FEWX|9LHND|aAART
548	24222 32146	   	155.44	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1MLV|2ZMB|3ASPD|49DUR|58VULN|6RCVC|7RCR|aAART
549	13154 13135	   	155.44	ACR|3DMG|2VULN|1SELL	1SELL|2RPLT|3RCR|4MLV|579DMG|6LWND|8aVULN
550	31623 32115	   	155.38	ACR|2DMG|1AART|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8DUST|9LHND|aAART
551	31625 13125	   	155.38	ACR|2DMG|1AART|1VULN|2DUR	15DUR|2BEXP|37DMG|4RCR|6LWND|8VULN|9DUST|aAART
552	22262 63612	   	155.37	DCR|2DMG|1AART|1VULN|1DUR	1MLV|29DUST|3RCVC|4DUR|5VULN|6RCR|78DMG|aAART
553	31624 31242	   	155.36	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2BEXP|39DMG|4RCR|56RCVC|7MLV|8VULN|aAART
554	13124 13135	   	155.34	ACR|3DMG|2VULN|1SELL	1SELL|2RPLT|3RCR|4TLV|579DMG|6LWND|8aVULN
555	31623 32414	   	155.28	ACR|2DMG|1AART|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9NUKE|aAART
556	23223 32524	   	155.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5FEWX|6RCVC|7RCR|8CDMG|9VULN|aAART
557	23226 32524	   	155.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5LWND|6RCVC|7RCR|8CDMG|9VULN|aAART
558	31622 63142	   	155.24	ACR|3DMG|1VULN|1ZMB|1DUR	1DUR|2BEXP|367DMG|4RCR|5LHND|8VULN|9RCVC|aZMB
559	13153 33631	 * 	155.24	ACR|3DMG|1AART|2ASPD|1SELL	1SELL|2RPLT|3RCR|4aMLV|5DUST|6aASPD|78aDMG|9AART|aBPWR
560	22114 32524	   	155.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUST|3ASPD|4DUR|5DMG|6RCVC|7RCR|8CDMG|9VULN|aAART
561	32513 51622	 * 	155.16	DCR|2VULN|1AART|2CDMG|2DUR	19DUR|24CDMG|39VULN|569CGEN|7RCR|8RMIN|9BPWR|aAART
562	14126 63131	   	155.06	DCR|3VULN|2DMG|1DUR|1SELL	1SELL|267VULN|3LHND|47DMG|567LWND|67BPWR|8DUR|9RCR|aFEWX
563	14126 63133	   	155.06	DCR|3VULN|2DMG|1DUR|1SELL	1SELL|267VULN|3LHND|47DMG|567LWND|67BPWR|8DUR|9RCR|aMLV
564	14226 63131	   	155.06	DCR|3VULN|2DMG|1DUR|1SELL	1SELL|267VULN|3BEXP|47DMG|567LWND|67BPWR|8DUR|9RCR|aFEWX
565	14226 63133	   	155.06	DCR|3VULN|2DMG|1DUR|1SELL	1SELL|267VULN|3BEXP|47DMG|567LWND|67BPWR|8DUR|9RCR|aMLV
566	13123 33631	 * 	155.04	ACR|3DMG|1AART|2ASPD|1SELL	1SELL|2RPLT|3RCR|4aTLV|5DUST|6aASPD|78aDMG|9AART|aBPWR
567	14215 22136	 * 	155.04	DCR|2VULN|1AART|2CDMG|2ZMB|1SELL	1SELL|2aVULN|3BEXP|4aCDMG|5LIT|6AART|7DUST|8aZMB|9RCR|aBPWR
568	23223 43232	   	155.01	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7AART|8VULN|9RCR|aRCVC
569	21121 34636	   	155.00	DCR|3VULN|2DMG|1ASPD	1aMLV|27aVULN|3ASPD|4RPLT|5DLOT|6DUST|8aDMG|9RCR|aBPWR
570	32215 63164	 * 	154.96	DCR|2VULN|3CDMG|1DMG|1DUR	1DUR|245CDMG|35BEXP|5BPWR|6RCR|7MBVNT|89VULN|aDMG
571	14126 63132	   	154.96	DCR|3VULN|2DMG|1DUR|1SELL	1SELL|267VULN|3LHND|47DMG|567LWND|67BPWR|8DUR|9RCR|aDUST
572	14226 63132	   	154.96	DCR|3VULN|2DMG|1DUR|1SELL	1SELL|267VULN|3BEXP|47DMG|567LWND|67BPWR|8DUR|9RCR|aDUST
573	22114 43232	   	154.91	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2DUST|3ASPD|4DUR|56DMG|7AART|8VULN|9RCR|aRCVC
574	21124 23177	   	154.87	DCR|2VULN|1AART|2ZMB|2ASPD	1aMLV|29VULN|3aASPD|4RPLT|5MBVNT|6RCR|7aZMB|8AART|aBPWR
575	31623 32324	   	154.87	ACR|3DMG|2CDMG|2DUR|1ASPD	17DUR|2BEXP|37aDMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|9LSRICY
576	31623 32342	   	154.87	ACR|3DMG|2CDMG|2DUR|1ASPD	17DUR|2BEXP|379DMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|aLWND
577	31623 32343	   	154.87	ACR|3DMG|2CDMG|2DUR|1ASPD	17DUR|2BEXP|379DMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|aFEWX
578	31623 32346	   	154.87	ACR|3DMG|2CDMG|2DUR|1ASPD	17DUR|2BEXP|379DMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|aLIT
579	31623 41341	   	154.77	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1aDUR|2BEXP|39DMG|4RCR|5CDMG|6ASPD|7VULN|8RCVC
580	31623 32341	   	154.77	ACR|3DMG|2CDMG|2DUR|1ASPD	17DUR|2BEXP|379DMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|aBASHEA
581	31623 32345	   	154.77	ACR|3DMG|2CDMG|2DUR|1ASPD	17DUR|2BEXP|379DMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|aERES
582	35463 11331	 * 	154.71	DCR|2AART|1VULN|1CDMG|2DUR|1ZMB	16DUR|2AIRHEL|3ZMB|4RCVC|58AART|7CDMG|9RCR|aVULN
583	14523 52221	   	154.64	ACR|2VULN|2DMG|1CDMG|1SELL	1SELL|29VULN|3RCVC|4RCR|56CGEN|79DMG|89BEXP|9BPWR|aCDMG
584	21533 11443	   	154.58	DCR|2VULN|1AART|1DMG|1FLTHEA	14MLV|26VULN|3DUST|5AART|7DMG|8CGEN|9RCR|aFLTHEA
585	21613 11443	   	154.58	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|26VULN|3DMSP|4DUST|5AART|7DMG|8CGEN|9RCR|aFLTHEA
586	14521 51331	   	154.54	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1SELL|27VULN|3RCVC|4RCR|59LWND|6DUR|8AART|aDMG
587	11331 51366	   	154.52	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1SELL|2LWND|3ZMB|47VULN|5RMIN|6DUR|8AART|9DMG|aRCR
588	21114 62134	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	19MLV|268VULN|3ASPD|4aDUR|5DMG|7RCR
589	21114 62142	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|268VULN|3ASPD|49DUR|5DMG|7RCR|aLWND
590	21114 62143	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|268VULN|3ASPD|49DUR|5DMG|7RCR|aLHND
591	23222 62134	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	19MLV|2DMG|3ASPD|4aDUR|568VULN|7RCR
592	23222 62142	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|49DUR|568VULN|7RCR|aLWND
593	23222 62143	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|49DUR|568VULN|7RCR|aLHND
594	23222 62154	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|4aDUR|568VULN|7RCR|9CGEN
595	14213 11432	   	154.43	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|26VULN|3BEXP|4CDMG|5AART|7DMG|8aCGEN|9RCR
596	14523 52322	   	154.40	ACR|2VULN|2DMG|2DUR|1SELL	1SELL|29VULN|3aRCVC|4RCR|56CGEN|79DMG|89DUR|9BPWR
597	11226 63214	   	154.37	DCR|2VULN|2DMG|1AART|1SELL	1SELL|257LWND|3BEXP|47DMG|67VULN|7BPWR|8AART|9LHND|aRCR
598	21114 62126	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|268VULN|3ASPD|4aDUR|5DMG|7RCR|9DUST
599	21114 62141	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|268VULN|3ASPD|49DUR|5DMG|7RCR|aDUST
600	23222 62126	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|4aDUR|568VULN|7RCR|9DUST
601	23222 62141	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|49DUR|568VULN|7RCR|aDUST
602	23212 62136	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|4DUST|568VULN|7RCR|9aDUR
603	42333 43621	   	154.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LWND|2CDMG|36ZMB|4VULN|5RPLT|7RCR|8DMG|9AART|aLIT
604	14213 11431	   	154.33	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|26VULN|3BEXP|4CDMG|5AART|7DMG|8CGEN|9RCR|aDUST
605	14213 11435	   	154.33	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|26VULN|3BEXP|4CDMG|5AART|7DMG|8CGEN|9RCR|aERES
606	21421 46311	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2VULN|3DMG|4RPLT|5DLOT|6CDMG|7ZMB|8RCR|9DUR|aAART
607	23621 46311	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DMG|3VULN|4RPLT|5DLOT|6CDMG|7ZMB|8RCR|9DUR|aAART
608	13232 51315	 * 	154.32	DCR|2AART|2VULN|1FLTHEA|1ZMB|1SELL	1SELL|2RPLT|3ZMB|4ERES|57AART|6FLTHEA|89VULN|aRCR
609	13522 51315	 * 	154.32	DCR|2AART|2VULN|1FLTHEA|1ZMB|1SELL	1SELL|2RPLT|3ERES|4ZMB|57AART|6FLTHEA|89VULN|aRCR
610	14122 42324	   	154.32	DCR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|29VULN|3LHND|49DMG|56ASPD|7ZMB|89TLV|9BPWR|aRCR
611	14222 42324	   	154.32	DCR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|29VULN|3BEXP|49DMG|56ASPD|7ZMB|89TLV|9BPWR|aRCR
612	21421 23526	   	154.31	DCR|2VULN|2DMG|1AART	1MLV|29VULN|37DMG|4RPLT|5DLOT|6DMSP|8AART|aRCR
613	23621 23526	   	154.31	DCR|2VULN|2DMG|1AART	1MLV|27DMG|39VULN|4RPLT|5DLOT|6DMSP|8AART|aRCR
614	51621 23316	   	154.29	ACR|3DMG|1AART|1CDMG	1FEWX|2BEXP|39aDMG|4RCR|5LIT|6CDMG|7AART|8LHND
615	31623 54122	   	154.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|7VULN|8AART|9ASPD|aLWND
616	31623 23636	 * 	154.28	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1DUR	1DUR|2BEXP|3aDMG|4RCR|5CDMG|6DMSP|7FLTHEA|8RPLT|9VULN
617	13115 33122	   	154.24	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9AART|aRCVC
618	23624 23238	 * 	154.24	DCR|3VULN|1DMG|2ZMB	1aMLV|2DMG|38aVULN|4RPLT|5MBVNT|6RCR|7aZMB|9RCVC|aBPWR
619	25623 31613	 * 	154.24	ACR|4VULN|1DMG|1DUR	1MLV|2ERES|367aVULN|4RPLT|5RCR|8DUR|9DMG
620	31623 43323	 * 	154.18	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|68ASPD|7CGEN|9aVULN
621	35331 35253	   	154.16	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2AIRHEL|35CDMG|4RCR|6CGEN|7AART|8DMG|9DUST|aVULN
622	35543 11331	 * 	154.16	DCR|2AART|1VULN|2ASPD|1CDMG|2DUR	16DUR|2AIRHEL|34ASPD|58AART|7CDMG|9RCR|aVULN
623	62213 13242	   	154.12	DCR|4VULN|1AART	1RMIN|268aVULN|3RCVC|48DUST|5AART|78LWND|8BPWR|9RCR
624	62213 16242	   	154.12	DCR|4VULN|1AART	1RMIN|268aVULN|3RCVC|48DUST|5AART|78BEXP|8BPWR|9RCR
625	35333 52622	   	154.08	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6RPLT|7aASPD|89VULN
626	51623 31134	 * 	154.06	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1FEWX|2BEXP|3DMG|4RCR|5CDMG|6ERES|7VULN|89ZMB|aAART
627	14426 23231	 * 	154.04	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5FEWX|6CDMG|7AART|9CGEN
628	14426 23111	 * 	154.04	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3DMSP|4RCR|5FEWX|6CDMG|7AART|8RMIN
629	21213 13242	   	154.02	DCR|4VULN|1AART	1MLV|268aVULN|3RCVC|4DUST|5AART|7LWND|9RCR
630	21213 53242	   	154.02	DCR|4VULN|1AART	1MLV|268aVULN|3RCVC|46DUST|5AART|6BPWR|7LWND|9RCR
631	23215 22224	   	153.98	DCR|2VULN|1AART|1DMG|2ASPD	1aMLV|2DMG|3aASPD|47DUST|5LIT|6AART|8aVULN|9RCR|aBPWR
632	31623 32235	   	153.94	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9RCVC|aCGEN
633	14422 23111	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|8RMIN
634	14422 23212	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|9BEXP
635	14422 23222	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|9FEWX
636	14422 23231	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|9CGEN
637	14422 23241	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|9RMIN
638	14422 23252	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|9LHND
639	14422 23262	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|9LWND
640	14422 23411	 * 	153.94	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|8MLV
641	31623 32232	   	153.84	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9RCVC|aBASHEA
642	31623 32233	   	153.84	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9RCVC|aERES
643	14422 23511	 * 	153.84	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|8TLV
644	21324 12155	   	153.83	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|28VULN|36LHND|4ZMB|5DMG|7RCR|9CGEN|aAART
645	21324 32155	   	153.83	DCR|2VULN|1AART|1DMG|1ZMB	16MLV|28VULN|3LHND|4ZMB|5DMG|7RCR|9CGEN|aAART
646	21333 63632	   	153.77	DCR|2DMG|1AART|1VULN|1DUR	14MLV|2VULN|3LHND|5DUR|6RCR|78DMG|9RCVC|aAART
647	21343 63632	   	153.77	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|34LHND|5DUR|6RCR|78DMG|9RCVC|aAART
648	21633 63632	   	153.77	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|3DMSP|4LHND|5DUR|6RCR|78DMG|9RCVC|aAART
649	43522 63332	   	153.77	DCR|2VULN|1AART|1DMG|1DUR	12LWND|3CGEN|4DUR|58VULN|6RCR|7DMG|9RCVC|aAART
650	23222 42515	   	153.76	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|26DMG|39ASPD|4DUR|5VULN|7RCR|8CDMG|aLSRICY
651	23222 42562	   	153.76	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|26DMG|3aASPD|4DUR|5VULN|7RCR|8CDMG|9LIT
