0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52322 15112	5	 * 	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6DMG|9RCR
524	11435 14322	9	   	241.77	DCR|3VULN|3DUR|3ASPD	137ASPD|2aRMIN|37BPWR|478DUR|579VULN|6RCR
525	11435 14323	10	   	241.77	DCR|3VULN|3DUR|3ASPD	137ASPD|2RMIN|37BPWR|478DUR|579VULN|6RCR|aMLV
526	11435 14332	10	   	241.77	DCR|3VULN|3DUR|3ASPD	137ASPD|2RMIN|37BPWR|478DUR|57aVULN|6RCR|9BEXP
527	32254 11431	10	   	241.70	DCR|5VULN|1DMG	1LWND|2457aVULN|3BEXP|6RCR|8LIT|9DMG
528	11435 14323	9	   	241.67	DCR|3VULN|3DUR|3ASPD|1NUKE	137ASPD|2RMIN|37BPWR|478DUR|579VULN|6RCR|aNUKE
529	13154 61311	1	   	241.66	DCR|3VULN|2TLV|3ASPD|1AART	159ASPD|268VULN|39LHND|49TLV|7RCR|9BPWR|aAART
530	12144 13621	9	   	241.65	DCR|3VULN|2DUR|1DMG	1ASPD|29DUR|3LHND|4DMG|579VULN|6LIT|89ZMB|9BPWR|aRCR
531	32354 11431	10	   	241.60	DCR|5VULN|1DMG	1LWND|2457aVULN|3DUST|6RCR|8LIT|9DMG
532	11335 13112	2	   	241.59	DCR|3VULN|2DMG|2ASPD|1CDMG	19ASPD|2RMIN|39aVULN|4LWND|5RPLT|6CDMG|7RCR|89DMG|9BPWR
533	11336 33112	2	   	241.59	DCR|3VULN|2DMG|2ASPD|1CDMG	19ASPD|2RMIN|39aVULN|4LWND|5CDMG|6RPLT|7RCR|89DMG|9BPWR
534	12335 13112	1	   	241.59	DCR|3VULN|2DMG|2ASPD|1CDMG	19ASPD|2RMIN|39aVULN|4LWND|5RPLT|6CDMG|7RCR|89DMG|9BPWR
535	12336 33112	1	   	241.59	DCR|3VULN|2DMG|2ASPD|1CDMG	19ASPD|2RMIN|39aVULN|4LWND|5CDMG|6RPLT|7RCR|89DMG|9BPWR
536	14611 22433	10	   	241.55	DCR|3VULN|2DUR|1DMG	1ASPD|2RPLT|35DUR|459VULN|5BPWR|6LWND|7DMG|8LIT|aRCR
537	11435 14322	10	   	241.53	DCR|3VULN|3DUR|3ASPD|1SELL	137ASPD|2RMIN|37BPWR|478DUR|579VULN|6RCR|aSELL
538	11431 11543	8	 * 	241.51	DCR|2VULN|2DMG|2DUR|3ASPD	139ASPD|2RMIN|39BPWR|49DUR|5LWND|6RCR|7aVULN|89DMG
539	11431 11552	10	   	241.51	DCR|2VULN|2DMG|2DUR|3ASPD	139ASPD|2RMIN|39BPWR|49DUR|5LWND|6RCR|7aVULN|89DMG
540	11431 11553	9	   	241.51	DCR|2VULN|2DMG|2DUR|3ASPD	139ASPD|2RMIN|39BPWR|49DUR|5LWND|6RCR|7aVULN|89DMG
541	23165 36112	1	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1MLV|28aVULN|3LHND|45DMG|6CDMG|7DUR|9RCR
542	32261 36212	2	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|23aVULN|48DMG|5CGEN|6CDMG|7DUR|9RCR
543	52261 36212	2	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|23aVULN|48DMG|5CGEN|6CDMG|7DUR|9RCR
544	62251 14112	10	   	241.45	DCR|4VULN|1TLV|1DMG	137BEXP|247aVULN|57LWND|6RCR|7BPWR|8TLV|9DMG
545	12234 31152	9	   	241.45	DCR|3VULN|2DUR|1DMG	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9DMG|aLIT
546	12234 31156	10	   	241.45	DCR|3VULN|2DUR|1DMG	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9DMG|aLIT
547	12254 11421	8	   	241.45	DCR|3VULN|2DUR|1DMG	1ASPD|29DUR|3MLV|457VULN|6RCR|8LIT|aDMG
548	12265 11431	10	   	241.45	DCR|3VULN|2DUR|1DMG	1ASPD|24DUR|3MLV|57aVULN|6RCR|8LIT|9DMG
549	12434 31152	9	   	241.45	DCR|3VULN|2DUR|1DMG	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9DMG|aLIT
550	11435 36113	6	   	241.41	DCR|2VULN|2DMG|2DUR|3ASPD|1NUKE	136ASPD|2RMIN|39BPWR|49DUR|59VULN|7NUKE|89DMG|aRCR
551	11433 11543	8	   	241.41	DCR|2VULN|2DMG|2DUR|3ASPD	139ASPD|2RMIN|39BPWR|49DUR|5DUST|6RCR|7aVULN|89DMG
552	52111 12123	6	   	241.40	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	138LHND|28VULN|4TLV|5DMG|6RCR|78LIT|8BPWR|9aDUR
553	15256 12211	10	   	241.39	DCR|3VULN|2DMG|2ASPD|1CDMG	18ASPD|246VULN|3MLV|5CDMG|79DMG|aRCR
554	32461 11152	6	   	241.39	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|24aVULN|3ERES|59DMG|6RCR|7DUR|8CDMG
555	32655 11341	7	   	241.34	DCR|2VULN|3DUR|2TLV|1CDMG	18LWND|24VULN|378DUR|58TLV|6MBVNT|8BPWR|9CDMG|aRCR
556	52355 11341	7	   	241.34	DCR|2VULN|3DUR|2TLV|1CDMG	18LHND|24VULN|378DUR|58TLV|6MBVNT|8BPWR|9CDMG|aRCR
557	32135 16233	1	   	241.27	DCR|2VULN|2DMG|2CDMG|1DUR|1AART	1aLWND|2DUR|3aVULN|47DMG|5ASPD|6RCR|8AART|9aCDMG|aBPWR
558	36135 16233	2	   	241.27	DCR|2VULN|2DMG|2CDMG|1DUR|1AART	1aLWND|2DUR|3aVULN|47DMG|5ASPD|6RCR|8AART|9aCDMG|aBPWR
559	52135 16233	1	   	241.27	DCR|2VULN|2DMG|2CDMG|1DUR|1AART	1aLHND|2DUR|3aVULN|47DMG|5ASPD|6RCR|8AART|9aCDMG|aBPWR
560	25411 11132	9	   	241.25	DCR|4VULN|1TLV|1DMG	1MLV|279aVULN|3CGEN|4TLV|5DMG|6RCR|8RMIN
561	52111 11132	9	   	241.25	DCR|4VULN|1TLV|1DMG	13LHND|279aVULN|4TLV|5DMG|6RCR|8RMIN
562	52111 11133	10	   	241.25	DCR|4VULN|1TLV|1DMG	13LHND|279aVULN|4TLV|5DMG|6RCR|8RMIN
563	52111 11352	7	   	241.25	DCR|4VULN|1TLV|1DMG	13LHND|278aVULN|4TLV|5DMG|6RCR|9CGEN
564	52111 61352	5	   	241.25	DCR|4VULN|1TLV|1DMG	13LHND|268aVULN|4TLV|5DMG|7RCR|9CGEN
565	62211 11132	9	   	241.25	DCR|4VULN|1TLV|1DMG	13BEXP|279aVULN|4TLV|5DMG|6RCR|8RMIN
566	62211 11133	10	   	241.25	DCR|4VULN|1TLV|1DMG	13BEXP|279aVULN|4TLV|5DMG|6RCR|8RMIN
567	62211 11621	9	   	241.25	DCR|4VULN|1TLV|1DMG	138BEXP|279aVULN|4TLV|5DMG|6RCR
568	32524 13112	5	   	241.24	DCR|4VULN|2ASPD|1DUR|1CDMG	19LWND|259aVULN|3RPLT|4DUR|6CDMG|7RCR|89ASPD|9BPWR
569	32154 11253	10	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2457VULN|3LHND|6RCR|8DUST|9DMG|aTLV
570	32254 11253	10	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2457VULN|3BEXP|6RCR|8DUST|9DMG|aTLV
571	32344 14112	10	   	241.15	DCR|4VULN|1TLV|1DMG	17LWND|257aVULN|347DUST|6RCR|7BPWR|8TLV|9DMG
572	32352 14112	10	   	241.15	DCR|4VULN|1TLV|1DMG	17LWND|247aVULN|357DUST|6RCR|7BPWR|8TLV|9DMG
573	32354 11353	10	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2457VULN|3DUST|6RCR|8BEXP|9DMG|aTLV
574	32354 21153	10	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2457VULN|3DUST|6LHND|8RCR|9DMG|aTLV
575	33354 14112	10	   	241.15	DCR|4VULN|1TLV|1DMG	17LWND|237DUST|457aVULN|6RCR|7BPWR|8TLV|9DMG
576	62352 14112	10	   	241.15	DCR|4VULN|1TLV|1DMG	17BEXP|247aVULN|357DUST|6RCR|7BPWR|8TLV|9DMG
577	23161 11314	7	   	241.14	DCR|4VULN|2DMG	19MLV|23LHND|4789VULN|59DMG|6RCR|9BPWR|aLIT
578	23161 61314	5	   	241.14	DCR|4VULN|2DMG	19MLV|23LHND|4689VULN|59DMG|7RCR|9BPWR|aLIT
579	23161 16315	6	   	241.09	DCR|3VULN|3DMG|1CDMG	19MLV|23LHND|489VULN|579DMG|6RCR|9BPWR|aCDMG
580	32635 15112	2	   	241.08	DCR|3VULN|2DUR|1DMG|2ASPD	19LWND|29aVULN|37DUR|4DMG|59ASPD|6RCR|8MBVNT|9BPWR
581	32635 15112	3	   	241.08	DCR|3VULN|2DUR|1DMG|2ASPD	19LWND|29aVULN|37DUR|4DMG|59ASPD|6RCR|8MBVNT|9BPWR
582	52335 15112	3	   	241.08	DCR|3VULN|2DUR|1DMG|2ASPD	19LHND|29aVULN|37DUR|4DMG|59ASPD|6RCR|8MBVNT|9BPWR
583	11263 16814	5	   	241.08	DCR|3VULN|2DUR|1DMG|2ASPD	19ASPD|2RMIN|3BEXP|489VULN|5MBVNT|6RCR|79DUR|9BPWR|aDMG
584	11264 15214	8	   	241.08	DCR|3VULN|2DUR|1DMG|2ASPD	19ASPD|2RMIN|3BEXP|459VULN|6RCR|79DUR|8MBVNT|9BPWR|aDMG
585	32666 13112	6	   	241.08	DCR|3VULN|2DUR|1DMG|2ASPD	19LWND|29aVULN|34DUR|5DMG|6MBVNT|7RCR|89ASPD|9BPWR
586	32225 33233	2	 * 	241.05	DCR|4VULN|1TLV|2CDMG	1LWND|236aVULN|49CDMG|5TLV|7RCR|8TBNT
587	52225 33333	2	   	241.05	DCR|4VULN|1TLV|2CDMG	1LHND|236aVULN|49CDMG|5TLV|7RCR|8BBNT
588	62225 33333	2	   	241.05	DCR|4VULN|1TLV|2CDMG	1BEXP|236aVULN|49CDMG|5TLV|7RCR|8BBNT
589	62531 61333	6	   	241.04	DCR|4VULN|2DMG	1BEXP|2568VULN|3RPLT|45DMG|5BPWR|7LHND|9LIT|aRCR
590	32154 33512	8	   	241.01	DCR|4VULN|1TLV|1DMG|1SELL	1LWND|245aVULN|3LHND|6SELL|7TLV|8DMG|9RCR
591	14336 12152	8	   	241.01	DCR|3VULN|1TLV|2ASPD|2LIT|1AART	18ASPD|2RPLT|3RCVC|478VULN|5AART|68LIT|8BPWR|9TLV|aRCR
592	12253 31461	9	   	240.98	DCR|3VULN|2DUR|1DMG|2ASPD	16ASPD|28DUR|3MLV|467VULN|5MBVNT|6BPWR|9DMG|aRCR
593	12253 31461	10	   	240.98	DCR|3VULN|2DUR|1DMG|2ASPD	16ASPD|28DUR|3MLV|467VULN|5MBVNT|6BPWR|9DMG|aRCR
594	12453 31461	9	   	240.98	DCR|3VULN|2DUR|1DMG|2ASPD	16ASPD|28DUR|3CGEN|467VULN|5MBVNT|6BPWR|9DMG|aRCR
595	12453 31461	10	   	240.98	DCR|3VULN|2DUR|1DMG|2ASPD	16ASPD|28DUR|3CGEN|467VULN|5MBVNT|6BPWR|9DMG|aRCR
596	15123 16334	5	   	240.98	DCR|3VULN|2DUR|1DMG|2ASPD	18ASPD|289VULN|3LHND|4ERES|5MBVNT|6RCR|78DUR|8BPWR|aDMG
597	52261 12631	5	   	240.98	DCR|4VULN|2DUR|2LIT	17LHND|247aVULN|34LIT|47BPWR|5BEXP|67DUR|8BELT|9RCR
598	44225 33333	1	   	240.95	DCR|4VULN|1TLV|2CDMG	1LEGI|236aVULN|49CDMG|5TLV|7RCR|8BBNT
599	52322 15216	5	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1LHND|2VULN|37aDUR|4CDMG|5TLV|68DMG|9RCR
600	32654 11113	7	   	240.86	DCR|4VULN|1DMG|1DUR|1AART	1LWND|2457VULN|3DUR|6RCR|8AART|9ERES|aDMG
601	32461 11431	10	   	240.84	DCR|4VULN|2DMG	1LWND|247aVULN|3ERES|59DMG|6RCR|8LIT
602	15256 33211	7	   	240.51	DCR|3VULN|1DMG|1DUR|1CDMG	1ASPD|249VULN|3MLV|5CDMG|6DUR|7RCR|8DMG|aLIT
603	62211 12122	6	   	240.47	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	138BEXP|28VULN|4TLV|5DMG|6RCR|78LIT|8BPWR|9DUR|aCDMG
604	11325 14352	10	   	240.17	DCR|3VULN|1TLV|3ASPD|1DUR	147ASPD|2RMIN|37FEWX|57aVULN|6RCR|7BPWR|8DUR|9TLV
605	11411 14352	10	   	240.17	DCR|3VULN|1TLV|3ASPD|1DUR	137ASPD|2RMIN|37BPWR|47aVULN|57LWND|6RCR|8DUR|9TLV
606	25123 23512	8	 * 	240.17	DCR|3VULN|1TLV|2CDMG|1DMG	1MLV|26aVULN|3LHND|4ERES|56CDMG|6BPWR|7TLV|8DMG|9RCR
607	32225 32243	2	   	240.17	DCR|3VULN|1TLV|1DMG|2CDMG	1LWND|236VULN|4aCDMG|5TLV|7RMIN|8DMG|9RCR
608	32225 33353	2	   	240.17	DCR|3VULN|1TLV|1DMG|2CDMG	1LWND|236VULN|4aCDMG|5TLV|7RCR|8CGEN|9DMG
609	32225 33453	2	   	240.17	DCR|3VULN|1TLV|1DMG|2CDMG	1LWND|236VULN|4aCDMG|5TLV|7RCR|8RMIN|9DMG
610	52225 32243	2	   	240.17	DCR|3VULN|1TLV|1DMG|2CDMG	1LHND|236VULN|4aCDMG|5TLV|7RMIN|8DMG|9RCR
611	32656 13113	6	   	240.15	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG	19LWND|249VULN|3DUR|5DMG|6MBVNT|7RCR|89ASPD|9BPWR|aCDMG
612	12124 13353	2	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|2DUR|3LHND|49VULN|5DMG|6RCR|7aCDMG|8TLV
613	12124 13353	3	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|2DUR|3LHND|49VULN|5DMG|6RCR|7aCDMG|8TLV
614	12144 13353	5	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|2DUR|3LHND|4DMG|59VULN|6RCR|7aCDMG|8TLV
615	13114 13353	1	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|29VULN|3LHND|4DUR|5DMG|6RCR|7aCDMG|8TLV
616	15114 13353	3	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|29VULN|3LHND|4DUR|5DMG|6RCR|7aCDMG|8TLV
617	15114 13353	2	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|29VULN|3LHND|4DUR|5DMG|6RCR|7aCDMG|8TLV
618	16124 13353	1	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1ASPD|2DUR|3LHND|49VULN|5DMG|6RCR|7aCDMG|8TLV
619	52135 13353	1	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1LHND|2DUR|39VULN|4DMG|5ASPD|6RCR|7aCDMG|8TLV
620	52335 13353	3	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1LHND|29VULN|3DUR|4DMG|5ASPD|6RCR|7aCDMG|8TLV
621	52262 53132	4	 * 	240.00	DCR|2VULN|2TLV|3LIT|1DMG|1DUR	18LHND|24VULN|348LIT|48BPWR|5DUR|6DMG|78TLV|9RCR|aCGEN
622	52262 53133	4	   	240.00	DCR|2VULN|2TLV|3LIT|1DMG|1DUR	18LHND|24VULN|348LIT|48BPWR|5DUR|6DMG|78TLV|9RCR|aFEWX
623	36611 11162	7	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LWND|23DUR|4TLV|5DMG|6RCR|7aVULN|8CDMG|9RCVC
624	52322 15113	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aRPLT
625	52322 15114	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aMLV
626	52322 15115	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aFEWX
627	52322 15312	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	18LHND|2aVULN|37DUR|4CDMG|5TLV|6DMG|9RCR
628	52322 15612	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|2aVULN|37DUR|4CDMG|5TLV|6DMG|8RCVC|9RCR
629	62622 15111	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1BEXP|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aDMSP
630	62622 15112	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1BEXP|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aRPLT
631	62622 15113	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1BEXP|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aLHND
632	52111 36116	6	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	13LHND|28VULN|4TLV|5DMG|6CDMG|7aDUR|9RCR
633	52111 36116	5	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	13LHND|28VULN|4TLV|5DMG|6CDMG|7aDUR|9RCR
634	52111 36316	8	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	13LHND|27VULN|4TLV|5DMG|6CDMG|8aDUR|9RCR
635	12124 31166	8	   	239.95	DCR|3VULN|3DUR|1CDMG	1ASPD|26aDUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9CDMG
636	52364 11212	6	   	239.95	DCR|3VULN|3DUR|1CDMG	1LHND|259VULN|347DUR|6RCR|8LIT|aCDMG
637	52262 53131	4	   	239.90	DCR|2VULN|2TLV|3LIT|1DMG|1DUR	18LHND|24VULN|348LIT|48BPWR|5DUR|6DMG|78TLV|9RCR|aBBNT
638	25344 13121	6	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1MLV|25VULN|38DUR|4DMG|6RCR|7TLV|9BBNT|aCDMG
639	36611 11228	10	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LWND|23DUR|4TLV|5DMG|6RCR|7aVULN|8MBVNT|9CDMG
640	45611 11333	8	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LEGI|23DUR|4TLV|5DMG|6RCR|79VULN|8FEWX|aCDMG
641	25144 12123	6	   	239.89	DCR|3VULN|2DUR|1DMG|2LIT	18MLV|258VULN|3LHND|4DMG|6RCR|78LIT|8BPWR|9aDUR
642	25661 12123	6	   	239.89	DCR|3VULN|2DUR|1DMG|2LIT	18MLV|248VULN|3LWND|5DMG|6RCR|78LIT|8BPWR|9aDUR
643	45611 11233	8	   	239.79	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LEGI|23DUR|4TLV|5DMG|6RCR|79VULN|8MBVNT|aCDMG
644	32444 12123	6	   	239.79	DCR|3VULN|2DUR|1DMG|2LIT	18LWND|258VULN|3ERES|4DMG|6RCR|78LIT|8BPWR|9aDUR
645	32461 12123	6	   	239.79	DCR|3VULN|2DUR|1DMG|2LIT	18LWND|248VULN|3ERES|5DMG|6RCR|78LIT|8BPWR|9aDUR
646	42135 11143	1	   	239.78	DCR|2VULN|2DMG|2DUR|1CDMG	1LEGI|29DUR|39VULN|48DMG|5ASPD|6RCR|79ZMB|9BPWR|aCDMG
647	25341 31133	10	   	239.71	DCR|4VULN|1DMG|1DUR	1MLV|2679VULN|3DUR|4DMG|56FEWX|6BPWR|8RCR|aLIT
648	26344 31133	10	   	239.71	DCR|4VULN|1DMG|1DUR	1MLV|26LWND|3DUR|4DMG|5679VULN|6BPWR|8RCR|aLIT
649	32225 33421	2	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LWND|236VULN|4CDMG|5TLV|7RCR|8RMIN|9DUR|aAART
650	52225 33421	2	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LHND|236VULN|4CDMG|5TLV|7RCR|8RMIN|9DUR|aAART
651	32653 41111	7	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LWND|248VULN|3DUR|5CDMG|6TLV|7RMIN|9RCR|aAART
652	32653 42111	6	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LWND|248VULN|3DUR|5CDMG|6TLV|7CGEN|9RCR|aAART
653	52322 32111	5	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LHND|268VULN|3DUR|4CDMG|5TLV|7CGEN|9RCR|aAART
654	52353 41111	7	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LHND|248VULN|3DUR|5CDMG|6TLV|7RMIN|9RCR|aAART
655	52353 42111	6	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LHND|248VULN|3DUR|5CDMG|6TLV|7CGEN|9RCR|aAART
656	62622 33111	5	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1BEXP|268VULN|3DUR|4CDMG|5TLV|7CGEN|9RCR|aAART
657	62252 42111	9	   	239.63	DCR|5VULN|1TLV	135BEXP|24569VULN|56BPWR|7TLV|8RCR|aFEWX
658	62252 42111	10	   	239.63	DCR|5VULN|1TLV	135BEXP|24569VULN|56BPWR|7TLV|8RCR|aCGEN
659	62252 42112	10	   	239.63	DCR|5VULN|1TLV	135BEXP|24569VULN|56BPWR|7TLV|8RCR|aZMB
660	62252 42112	9	   	239.63	DCR|5VULN|1TLV	135BEXP|24569VULN|56BPWR|7TLV|8RCR|aMLV
661	62252 42121	10	   	239.63	DCR|5VULN|1TLV	135BEXP|2456aVULN|56BPWR|7TLV|8RCR|9CGEN
662	62252 42121	9	   	239.63	DCR|5VULN|1TLV	135BEXP|2456aVULN|56BPWR|7TLV|8RCR|9CGEN
663	62252 25121	9	   	239.63	DCR|5VULN|1TLV	135BEXP|2459aVULN|5BPWR|6RMIN|7RCR|8TLV
664	62252 32113	9	   	239.63	DCR|5VULN|1TLV	135BEXP|2459aVULN|5BPWR|6RCVC|7TLV|8RCR
665	25344 11333	10	   	239.61	DCR|4VULN|1DMG|1DUR	1MLV|2579VULN|3DUR|4DMG|6RCR|8FEWX|aLIT
666	25344 21133	10	   	239.61	DCR|4VULN|1DMG|1DUR	1MLV|2579VULN|3DUR|4DMG|6LHND|8RCR|aLIT
667	32634 11431	10	   	239.61	DCR|4VULN|1DMG|1DUR	1LWND|257aVULN|3DUR|4RCVC|6RCR|8LIT|9DMG
668	32225 46111	2	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1NUKE|1AART	1LWND|238VULN|4CDMG|5TLV|6NUKE|7DUR|9RCR|aAART
669	62225 33315	2	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1BEXP|236VULN|4CDMG|5TLV|7RCR|8BBNT|9DUR|aAART
670	32254 12213	7	   	239.57	DCR|4VULN|2DUR|1CDMG	19LWND|2459VULN|3BEXP|6RCR|7DUST|89DUR|9BPWR|aCDMG
671	32254 14213	6	   	239.57	DCR|4VULN|2DUR|1CDMG	19LWND|2459VULN|3BEXP|6RCR|7DUST|89DUR|9BPWR|aCDMG
672	32354 16213	7	   	239.57	DCR|4VULN|2DUR|1CDMG	19LWND|2459VULN|3DUST|6RCR|7BEXP|89DUR|9BPWR|aCDMG
673	62154 12213	7	   	239.57	DCR|4VULN|2DUR|1CDMG	19BEXP|2459VULN|3LHND|6RCR|7DUST|89DUR|9BPWR|aCDMG
674	36611 11216	7	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1LWND|238DUR|4TLV|5DMG|6RCR|7aVULN|9LHND
675	32155 21232	10	   	239.53	DCR|5VULN|1TLV	19LWND|24789VULN|3LHND|5TLV|69ERES|9BPWR|aRCR
676	32255 21232	10	   	239.53	DCR|5VULN|1TLV	19LWND|24789VULN|3BEXP|5TLV|69ERES|9BPWR|aRCR
677	62155 21232	10	   	239.53	DCR|5VULN|1TLV	19BEXP|24789VULN|3LHND|5TLV|69ERES|9BPWR|aRCR
678	62252 41111	9	   	239.53	DCR|5VULN|1TLV	135BEXP|2456aVULN|56BPWR|7ERES|8RCR|9TLV
679	62252 41111	10	   	239.53	DCR|5VULN|1TLV	135BEXP|2456aVULN|56BPWR|7ERES|8RCR|9TLV
680	62256 22113	9	   	239.53	DCR|5VULN|1TLV	136BEXP|2459aVULN|7TLV|8RCR
681	25344 11233	10	   	239.51	DCR|4VULN|1DMG|1DUR	1MLV|2579VULN|3DUR|4DMG|6RCR|8DUST|aLIT
682	22344 31133	10	   	239.51	DCR|4VULN|1DMG|1DUR	1MLV|26DUST|3DUR|4DMG|5679VULN|6BPWR|8RCR|aLIT
683	25342 31133	10	   	239.51	DCR|4VULN|1DMG|1DUR	1MLV|2679VULN|3DUR|4DMG|56DUST|6BPWR|8RCR|aLIT
684	32634 14312	9	   	239.48	DCR|3VULN|2DUR|1TLV	17LWND|257VULN|37DUR|4RCVC|6RCR|7BPWR|8FEWX|9TLV|aLIT
685	52334 14312	9	   	239.48	DCR|3VULN|2DUR|1TLV	17LHND|257VULN|37DUR|4RCVC|6RCR|7BPWR|8FEWX|9TLV|aLIT
686	32153 55112	6	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|248aVULN|3LHND|5CDMG|67DUR|9RCR
687	32223 65112	6	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|268aVULN|3BEXP|4CDMG|57DUR|9RCR
688	32226 65112	2	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|238aVULN|4CDMG|5BEXP|67DUR|9RCR
689	32253 55112	4	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|248aVULN|3BEXP|57DUR|6CDMG|9RCR
690	32253 65112	5	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|248aVULN|3BEXP|5CDMG|67DUR|9RCR
691	32623 16112	5	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|278aVULN|35DUR|4CDMG|6FEWX|9RCR
692	32623 66112	6	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|278aVULN|35DUR|4CDMG|6FEWX|9RCR
693	32663 16112	5	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|278aVULN|34DUR|5CDMG|6FEWX|9RCR
694	36223 65112	6	   	239.47	DCR|4VULN|2DUR|1CDMG	1LWND|27DUR|3BEXP|4CDMG|568aVULN|9RCR
695	52363 16112	5	   	239.47	DCR|4VULN|2DUR|1CDMG	1LHND|278aVULN|34DUR|5CDMG|6FEWX|9RCR
696	62233 55112	2	   	239.47	DCR|4VULN|2DUR|1CDMG	1BEXP|238aVULN|4LWND|57DUR|6CDMG|9RCR
697	36611 11226	7	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1LWND|238DUR|4TLV|5DMG|6RCR|7aVULN|9DUST
698	36611 11284	8	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1LWND|239DUR|4TLV|5DMG|6RCR|7aVULN|8MBVNT
