0	Index      	 *	Score 	Summary	Detail	
1	61365 23331	 * 	190.15	ACR|4VULN|1AART|1DMG|1CDMG	179aVULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART
501	66335 11123	   	164.58	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	148VULN|2DUR|3RCR|5AART|6RCVC|7CDMG|9CGEN|aSELL
502	61311 64211	   	164.53	ACR|2VULN|2AART|1DMG|1ASPD	16VULN|2BEXP|3RCR|4RCVC|5ERES|7ASPD|8DMG|9aAART
503	65113 31232	   	164.51	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR|aDUST
504	55315 32121	   	164.50	ACR|3VULN|1AART|1DMG	17BEXP|27aVULN|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9LHND
505	61315 32121	   	164.50	ACR|3VULN|1AART|1DMG	17aVULN|27BEXP|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9LHND
506	61355 32121	   	164.50	ACR|3VULN|1AART|1DMG	17aVULN|27BEXP|3RCR|4DMSP|5AART|67CGEN|7BPWR|8DMG|9LHND
507	62263 43133	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2RCVC|3LWND|5ZMB|6LHND|7AART|8DMG|9RCR|aCDMG
508	65226 13133	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3LWND|4LHND|5ZMB|6RCVC|7AART|8DMG|9RCR|aCDMG
509	65226 33133	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3LWND|46LHND|5ZMB|7AART|8DMG|9RCR|aCDMG
510	66361 11231	   	164.44	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1VULN|25DUR|3RCR|4DMG|6RCVC|7aAART|8ERES|9ZMB
511	61331 33614	   	164.43	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4BELT|59DMG|6RMIN|7RPLT|8AART
512	61315 32141	   	164.40	ACR|3VULN|1AART|1DMG	17aVULN|27BEXP|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9DUST
513	52171 43741	   	164.35	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2MBVNT|3LWND|4aDMG|5DUR|6ERES|7AART|8aVULN|9RCR|aBPWR
514	61315 36121	   	164.30	ACR|3VULN|1AART|1DMG	17aVULN|2BEXP|3RCR|4RCVC|5AART|6CGEN|8DMG|9LHND
515	64521 14312	 * 	164.27	DCR|4VULN|1AART|2ASPD	167aVULN|2RPLT|36ASPD|4MBVNT|5AART|6BPWR|8LWND|9RCR
516	23143 12611	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1NUKE|2DUR|3DMG|4AART|5aVULN|6RCVC|7RCR|8RMIN|9ZMB
517	62345 22131	   	164.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2RCVC|3FEWX|46DUR|5AART|7ZMB|8DMG|9RCR
518	61254 12222	   	164.21	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3LIT|4DUR|59AART|68DMG|7RCR|aLHND
519	23243 24342	   	164.20	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	1NUKE|28DUR|3LHND|48VULN|58ZMB|6RPLT|7RCR|8BPWR|9AART|aCDMG
520	23343 24342	   	164.20	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	1NUKE|28DUR|3FEWX|48VULN|58ZMB|6RPLT|7RCR|8BPWR|9AART|aCDMG
521	61331 12516	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2BEXP|3RCR|4BELT|5DMG|7DMSP|8DUR|9AART|aZMB
522	61331 13516	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|27BEXP|3RCR|4BELT|5DMG|8DUR|9AART|aZMB
523	61336 23316	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|26BEXP|3RCR|4BELT|5DUR|8DMG|9AART|aZMB
524	66311 13316	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2DUR|3RCR|4BELT|5DMG|7BEXP|8DMSP|9AART|aZMB
525	66312 33316	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3RCR|4BELT|5DMSP|6FEWX|8DMG|9AART|aZMB
526	66313 33316	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3RCR|4BELT|5RCVC|6FEWX|8DMG|9AART|aZMB
527	64521 14212	   	164.17	DCR|4VULN|1AART|2ASPD	167aVULN|2RPLT|36ASPD|4MBVNT|5AART|6BPWR|8DUST|9RCR
528	23143 12411	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1NUKE|2DUR|3DMG|4AART|5aVULN|6RCVC|7RCR|8ERES|9ZMB
529	52871 42233	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1BEXP|2MBVNT|35DMG|4AART|6TLV|7RCR|8ASPD|9VULN|aZMB
530	23156 61231	   	164.15	DCR|2VULN|2DMG|1AART|1DUR	1NUKE|2DUR|36DMG|4RMIN|5aVULN|7AART|8ERES|9RCR
531	23143 13531	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6RCVC|7LHND|9RCR
532	23143 16531	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6RCVC|7FEWX|9RCR
533	23143 32531	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6BEXP|7RCVC|9RCR
534	23143 33531	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|67BEXP|9RCR
535	23143 42531	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6FEWX|7RCVC|9RCR
536	21145 12521	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1NUKE|2LWND|3DMG|4DUR|59AART|6RCVC|7RCR|8aVULN
537	23125 12521	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1NUKE|2DUR|3DMG|4LHND|59AART|6RCVC|7RCR|8aVULN
538	23143 36532	   	164.02	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|578VULN|6BEXP|9RCR|aDUST
539	61132 36412	 * 	164.01	DCR|3VULN|2DMG|1FLTHEA	149VULN|2BEXP|3LWND|5DUST|67DMG|8RCR|aFLTHEA
540	66311 33263	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	179VULN|28DUR|3RCR|4BELT|5DMG|6RMIN|aCDMG
541	63616 31131	   	163.98	DCR|4VULN|1AART|1DMG|1ZMB|1DUR|1MSE	135aVULN|2ZMB|4DUR|6MSE|7AART|8DMG|9RCR
542	61342 11262	   	163.93	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4aMGNLIT|5LWND|6FEWX|7LEGI|8aDMG|9AART|aBPWR
543	53351 32345	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3MBVNT|4RPLT|5AART|6DUR|79VULN|8RCR|aDMG
544	66311 11263	   	163.88	ACR|3VULN|1DMG|1CDMG|2DUR	169VULN|28DUR|3RCR|4BELT|5DMG|7TLV|aCDMG
545	43115 12211	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18LWND|2ZMB|38DMG|48DUST|5AART|6RCVC|7RCR|8BPWR|9DUR|aVULN
546	52171 42141	   	163.75	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2MBVNT|3LWND|4aDMG|5DUR|6ERES|7aVULN|8AART|9RCR|aBPWR
547	63153 31322	 * 	163.70	DCR|2VULN|3ZMB|1DMG|1FLTHEA|1ASPD	15VULN|248ZMB|3DMG|6DUST|7ASPD|9RCR|aFLTHEA
548	66331 11231	   	163.61	ACR|2VULN|2AART|1ZMB|1DUR|1ASPD	14VULN|2DUR|3RCR|5ERES|6RCVC|7aAART|8ASPD|9ZMB
549	66333 11231	   	163.61	ACR|2VULN|2AART|1ZMB|1DUR|1ASPD	14VULN|2DUR|3RCR|5TLV|6RCVC|7aAART|8ASPD|9ZMB
550	61324 11362	 * 	163.60	ACR|2VULN|1AART|1DMG|2ZMB	1aVULN|2BEXP|3RCR|4aLIT|5AART|6DMG|7BELT|8ERES|9aZMB|aBPWR
551	66312 25312	   	163.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2DUR|3RCR|4BELT|5DMSP|6DMG|7ZMB|8LHND|aAART
552	66313 25312	   	163.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2DUR|3RCR|4BELT|5RCVC|6DMG|7ZMB|8LHND|aAART
553	63115 12512	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2ZMB|3DMG|4aDUST|5AART|6RCVC|7RCR|9DUR
554	63616 31133	   	163.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	135VULN|2ZMB|4DUR|6MSE|7AART|8DMG|9RCR|aCDMG
555	55315 12131	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1BEXP|2aVULN|3RCR|46RCVC|5AART|79ZMB|8DMG
556	61315 12131	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1aVULN|2BEXP|3RCR|46RCVC|5AART|79ZMB|8DMG
557	61315 62131	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1aVULN|26BEXP|3RCR|4RCVC|5AART|79ZMB|8DMG
558	61355 12131	   	163.50	ACR|2VULN|1AART|1DMG|2ZMB	1aVULN|2BEXP|3RCR|4DMSP|5AART|6RCVC|79ZMB|8DMG
559	66361 11121	 * 	163.49	ACR|2DMG|1AART|1VULN|3DUR	1VULN|259DUR|3RCR|48DMG|6RCVC|7AART|aCGEN
560	66361 11122	   	163.49	ACR|2DMG|1AART|1VULN|3DUR	1VULN|259DUR|3RCR|48DMG|6RCVC|7AART|aLIT
561	66331 31161	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5ERES|6LHND|7LIT|8ZMB|9DMG|aAART
562	66333 31161	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6LHND|7LIT|8ZMB|9DMG|aAART
563	23243 24315	   	163.48	DCR|2VULN|3ZMB|1AART|2DUR	1NUKE|28DUR|3LHND|48VULN|589ZMB|6RPLT|7RCR|8BPWR|aAART
564	61361 25333	   	163.46	ACR|2VULN|2DMG|2DUR|1ZMB	18VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78MLV|8BPWR|9LHND
565	66335 23231	   	163.41	ACR|3VULN|1AART|2DUR|1ASPD	149VULN|26DUR|3RCR|5AART|7FEWX|8ASPD|aDMSP
566	66335 23232	   	163.41	ACR|3VULN|1AART|2DUR|1ASPD	149VULN|26DUR|3RCR|5AART|7FEWX|8ASPD|aCGEN
567	61331 15432	   	163.40	ACR|4VULN|1DMG|1ZMB	168aVULN|2aBEXP|3RCR|4BELT|5DMG|7ZMB|9aMLV|aBPWR
568	66361 11123	   	163.39	ACR|2DMG|1AART|1VULN|3DUR	1VULN|259DUR|3RCR|48DMG|6RCVC|7AART|aNUKE
569	61313 26532	   	163.33	ACR|2VULN|2DMG|1AART	19VULN|29BEXP|3RCR|4RCVC|5TLV|6LWND|79DMG|8BELT|9BPWR|aAART
570	63111 15352	 * 	163.32	DCR|2VULN|2DMG|3DUR|2ZMB	18VULN|2aZMB|38DMG|4DUST|5ERES|678DUR|8BPWR|9RCR
571	63113 15352	   	163.32	DCR|2VULN|2DMG|3DUR|2ZMB	18VULN|2aZMB|38DMG|4DUST|5TLV|678DUR|8BPWR|9RCR
572	55361 23311	   	163.26	ACR|2VULN|2DMG|2DUR|1ZMB	18BEXP|29VULN|3RCR|48DMG|5aDUR|6ZMB|78ERES|8BPWR
573	61361 23333	   	163.26	ACR|2VULN|2DMG|2DUR|1ZMB	18VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78ERES|8BPWR|9LHND
574	61361 23343	   	163.26	ACR|2VULN|2DMG|2DUR|1ZMB	18VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78ERES|8BPWR|9LWND
575	61361 24333	   	163.26	ACR|2VULN|2DMG|2DUR|1ZMB	18VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78TLV|8BPWR|9LHND
576	61331 15362	   	163.20	ACR|4VULN|1DMG|1ZMB	169aVULN|2aBEXP|3RCR|4BELT|5DMG|7ZMB|8aTLV|aBPWR
577	61331 15422	   	163.20	ACR|4VULN|1DMG|1ZMB	168aVULN|2aBEXP|3RCR|4BELT|5DMG|7ZMB|9aERES|aBPWR
578	66335 22333	   	163.16	ACR|2AART|2VULN|2DUR|1ZMB	14VULN|26DUR|3RCR|59AART|7ZMB|8RPLT|aLSRHEA
579	61361 23353	   	163.16	ACR|2VULN|2DMG|2DUR|1ZMB	18VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78ERES|8BPWR|9DUST
580	61324 12116	   	163.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5aAART|6DMG|7DUR|8CDMG|9LWND
581	55311 61121	   	163.00	ACR|3VULN|1AART|1DMG	1BEXP|26aVULN|3RCR|4RCVC|5ERES|7AART|8DMG|9LHND
582	61311 61121	   	163.00	ACR|3VULN|1AART|1DMG	16aVULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8DMG|9LHND
583	61311 61151	   	163.00	ACR|3VULN|1AART|1DMG	16aVULN|29BEXP|3RCR|4RCVC|5ERES|7AART|8DMG
584	61311 61362	   	163.00	ACR|3VULN|1AART|1DMG	16aVULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8RPLT|9DMG
585	61351 61121	   	163.00	ACR|3VULN|1AART|1DMG	16aVULN|2BEXP|3RCR|4DMSP|5ERES|7AART|8DMG|9LHND
586	61311 61141	   	162.90	ACR|3VULN|1AART|1DMG	16aVULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8DMG|9DUST
587	66311 12132	   	162.82	ACR|3VULN|2DMG|1DUR	16aVULN|2DUR|3RCR|4BELT|5aDMG|7DMSP|8aMLV|9RMIN|aBPWR
588	66311 14211	   	162.82	ACR|3VULN|2DMG|1DUR	169VULN|2DUR|3RCR|4BELT|59DMG|79LIT|8DMSP|9BPWR|aRMIN
589	66311 14212	   	162.82	ACR|3VULN|2DMG|1DUR	169VULN|2DUR|3RCR|4BELT|59DMG|79LIT|8DMSP|9BPWR|aLWND
590	66311 14213	   	162.82	ACR|3VULN|2DMG|1DUR	169VULN|2DUR|3RCR|4BELT|59DMG|79LIT|8DMSP|9BPWR|aRPLT
591	63145 22122	   	162.82	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|46DUR|59AART|7RCR|8LWND|aDUST
592	63145 22322	   	162.82	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|46DUR|59AART|7RCR|8LHND|aDUST
593	61331 12663	   	162.75	ACR|3VULN|1DMG|1CDMG|1ZMB	168VULN|2BEXP|3RCR|4BELT|5DMG|7DMSP|9ZMB|aCDMG
594	61331 13663	   	162.75	ACR|3VULN|1DMG|1CDMG|1ZMB	168VULN|27BEXP|3RCR|4BELT|5DMG|9ZMB|aCDMG
595	61363 31261	   	162.72	ACR|3VULN|2DMG|1DUR	16aVULN|2BEXP|3RCR|48DMG|56CGEN|6BPWR|7RCVC|9DUR
596	61363 32411	   	162.72	ACR|3VULN|2DMG|1ASPD	16aVULN|2BEXP|3RCR|49DMG|56CGEN|6BPWR|7ASPD|8RMIN
597	66311 12235	   	162.72	ACR|3VULN|2DMG|1DUR	16aVULN|2DUR|3RCR|4BELT|5aDMG|7DMSP|8LEGI|9aLIT|aBPWR
598	61363 31411	   	162.72	ACR|3VULN|2DMG|1DUR	16aVULN|2BEXP|3RCR|49DMG|56CGEN|6BPWR|7RCVC|8DUR
599	63153 31511	   	162.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	15VULN|24ZMB|3DMG|6DUST|7ASPD|8RCR|9AART|aDMSP
600	63153 31512	   	162.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	15VULN|24ZMB|3DMG|6DUST|7ASPD|8RCR|9AART|aCGEN
601	63153 31513	   	162.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	15VULN|24ZMB|3DMG|6DUST|7ASPD|8RCR|9AART|aBEXP
602	53633 61231	   	162.70	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR|1SELL	1BEXP|2CDMG|3DUR|46aVULN|5SELL|7AART|8ASPD|9RCR
603	55324 12132	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|9ZMB|aRCVC
604	61324 12132	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|9ZMB|aRCVC
605	61324 12134	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|9ZMB|aFEWX
606	61324 12135	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|9ZMB|aRMIN
607	55315 12113	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3RCR|46RCVC|5AART|7ZMB|8DMG|9DUR|aCDMG
608	61315 12113	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|46RCVC|5AART|7ZMB|8DMG|9DUR|aCDMG
609	61315 62113	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|26BEXP|3RCR|4RCVC|5AART|7ZMB|8DMG|9DUR|aCDMG
610	61355 12113	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4DMSP|5AART|6RCVC|7ZMB|8DMG|9DUR|aCDMG
611	61322 64132	   	162.65	ACR|3VULN|1DMG|1CDMG|1ZMB	169VULN|2BEXP|3RCR|4LIT|5DUST|7DMG|8ZMB|aCDMG
612	66335 13121	   	162.62	ACR|3VULN|2AART|1DUR	14aVULN|2DUR|3RCR|59AART|6RCVC|7FEWX|8LWND
613	66335 13321	   	162.62	ACR|3VULN|2AART|1DUR	14aVULN|2DUR|3RCR|59AART|6RCVC|7FEWX|8LHND
614	66335 32121	   	162.62	ACR|3VULN|2AART|1DUR	14aVULN|2DUR|3RCR|59AART|6BEXP|7RCVC|8LWND
615	66335 32321	   	162.62	ACR|3VULN|2AART|1DUR	14aVULN|2DUR|3RCR|59AART|6BEXP|7RCVC|8LHND
616	66335 33121	   	162.62	ACR|3VULN|2AART|1DUR	14aVULN|2DUR|3RCR|59AART|67BEXP|8LWND
617	66335 33321	   	162.62	ACR|3VULN|2AART|1DUR	14aVULN|2DUR|3RCR|59AART|67BEXP|8LHND
618	61315 21621	   	162.62	ACR|3VULN|2AART|1DUR	18aVULN|2BEXP|3RCR|4RCVC|59AART|6DUR|7LWND
619	61315 26121	   	162.62	ACR|3VULN|2AART|1DUR	17aVULN|2BEXP|3RCR|4RCVC|59AART|6DUR|8LWND
620	61315 26321	   	162.62	ACR|3VULN|2AART|1DUR	17aVULN|2BEXP|3RCR|4RCVC|59AART|6DUR|8LHND
621	61331 14533	   	162.62	ACR|3DMG|2VULN|1DUR	16VULN|2BEXP|3RCR|4BELT|59aDMG|7LIT|8DUR
622	61331 61151	   	162.62	ACR|3VULN|2DMG|1DUR	18aVULN|2BEXP|3RCR|4BELT|59DMG|6DUR|7RPLT
623	61363 51213	   	162.62	ACR|3DMG|2VULN|1DUR	1aVULN|2BEXP|3RCR|468DMG|5CGEN|7RCVC|9DUR
624	61363 62211	   	162.62	ACR|3VULN|2DMG|1DUR	17aVULN|28BEXP|3RCR|49DMG|5CGEN|6DUR
625	66311 21151	   	162.62	ACR|3VULN|2DMG|1DUR	18aVULN|2DUR|3RCR|4BELT|59DMG|6FEWX|7RPLT
626	66312 21432	   	162.62	ACR|3VULN|2DMG|1DUR	18aVULN|2DUR|3RCR|4BELT|5DMSP|6aDMG|7aTLV|9RMIN|aBPWR
627	66313 21432	   	162.62	ACR|3VULN|2DMG|1DUR	18aVULN|2DUR|3RCR|4BELT|5RCVC|6aDMG|7aTLV|9RMIN|aBPWR
628	66335 22311	   	162.61	ACR|2VULN|1AART|2ZMB|2DUR|1ASPD	14VULN|26DUR|3RCR|5AART|79ZMB|8RPLT|aASPD
629	66335 22211	   	162.57	ACR|2VULN|1AART|3DUR|1ZMB|1ASPD	14VULN|269DUR|3RCR|5AART|7ZMB|8ASPD|aRMIN
630	66335 22213	   	162.57	ACR|2VULN|1AART|3DUR|1ZMB|1ASPD	14VULN|269DUR|3RCR|5AART|7ZMB|8ASPD|aRPLT
631	55324 12131	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|9ZMB|aERES
632	61324 12131	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|9ZMB|aERES
633	61324 12251	   	162.52	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2aBEXP|3RCR|4LIT|5AART|68DMG|7DUR|9ASPD
634	61315 14111	   	162.52	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1aVULN|2BEXP|3RCR|46RCVC|5AART|7ASPD|8DMG|9DUR
635	61361 42211	   	162.52	ACR|3VULN|2DMG|1DUR	17aVULN|28BEXP|3RCR|49DMG|5DUR|6TLV
636	61361 62211	   	162.52	ACR|3VULN|2DMG|1DUR	17aVULN|28BEXP|3RCR|49DMG|5DUR|6ERES
637	66311 14333	   	162.52	ACR|3DMG|2VULN|1DUR	16VULN|2DUR|3RCR|4BELT|59aDMG|7LIT|8DUST
638	66334 32211	   	162.52	ACR|3VULN|2DMG|1DUR	14aVULN|2DUR|3RCR|5DUST|69DMG|7RCVC|8CGEN
639	55315 32123	   	162.49	ACR|2VULN|1AART|1DMG|1CDMG	17BEXP|27VULN|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9LHND|aCDMG
640	61315 32123	   	162.49	ACR|2VULN|1AART|1DMG|1CDMG	17VULN|27BEXP|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9LHND|aCDMG
641	61355 32123	   	162.49	ACR|2VULN|1AART|1DMG|1CDMG	17VULN|27BEXP|3RCR|4DMSP|5AART|67CGEN|7BPWR|8DMG|9LHND|aCDMG
642	66335 22212	   	162.47	ACR|2VULN|1AART|3DUR|1ZMB|1ASPD	14VULN|269DUR|3RCR|5AART|7ZMB|8ASPD|aERES
643	15531 31633	   	162.47	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|3CDMG|49VULN|5SELL|6DMG|7AART|8RCR|aCGEN
644	15612 31633	   	162.47	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|39VULN|4SELL|5CDMG|6DMG|7AART|8RCR|aCGEN
645	35531 31633	   	162.47	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1ERES|2DUR|3CDMG|49VULN|5SELL|6DMG|7AART|8RCR|aCGEN
646	35612 31633	   	162.47	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1ERES|2DUR|39VULN|4SELL|5CDMG|6DMG|7AART|8RCR|aCGEN
647	61324 12252	   	162.42	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|68DMG|7DUR|9ASPD|aERES
648	66331 62311	   	162.42	ACR|3VULN|2DMG|1DUR	14aVULN|2DUR|3RCR|58ERES|69DMG|7FEWX
649	33343 22663	   	162.42	DCR|4VULN|1DMG|1ZMB|1DUR	1ERES|2LHND|348aVULN|5ZMB|6DUR|7DMG|9RCR
650	64521 13112	   	162.40	DCR|3VULN|1AART|2ASPD|2DUR	16aVULN|2RPLT|36ASPD|4MBVNT|5AART|6BPWR|78DUR|9RCR
651	23143 22511	 * 	162.38	DCR|2VULN|1AART|1DMG|3DUR	1NUKE|269DUR|3DMG|4AART|58VULN|7RCR|aRMIN
652	23143 22513	   	162.38	DCR|2VULN|1AART|1DMG|3DUR	1NUKE|269DUR|3DMG|4AART|58VULN|7RCR|aRPLT
653	23143 22516	   	162.38	DCR|2VULN|1AART|1DMG|3DUR	1NUKE|269DUR|3DMG|4AART|58VULN|7RCR|aBEXP
654	15531 31632	   	162.37	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|3CDMG|49VULN|5SELL|6DMG|7AART|8RCR|aDUST
655	15612 31632	   	162.37	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|39VULN|4SELL|5CDMG|6DMG|7AART|8RCR|aDUST
656	35531 31632	   	162.37	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1ERES|2DUR|3CDMG|49VULN|5SELL|6DMG|7AART|8RCR|aDUST
657	35612 31632	   	162.37	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1ERES|2DUR|39VULN|4SELL|5CDMG|6DMG|7AART|8RCR|aDUST
658	66363 12311	   	162.32	ACR|3VULN|2DMG|1DUR	17aVULN|2DUR|3RCR|49DMG|58ERES|6DUST
659	62113 31164	   	162.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ASPD|4DUR|5ZMB|68DMG|7AART|9CGEN|aRCR
660	61324 13115	 * 	162.29	ACR|2DMG|1AART|1VULN|1FLTHEA	1VULN|2BEXP|3RCR|4LIT|5AART|67DMG|8LHND|9LWND|aFLTHEA
661	61324 13151	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5AART|67DMG|8LHND|9CDMG|aFEWX
662	61324 13152	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5AART|67DMG|8LHND|9CDMG|aMLV
663	61324 13251	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5AART|67DMG|8RMIN|9MLV|aCDMG
664	55324 23123	   	162.29	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|29VULN|3RCR|4LIT|5AART|6LHND|7RMIN|8CDMG|aDMG
665	61315 36123	   	162.29	ACR|2VULN|1AART|1DMG|1CDMG	17VULN|2BEXP|3RCR|4RCVC|5AART|6CGEN|8DMG|9LHND|aCDMG
666	61324 23123	   	162.29	ACR|2VULN|1AART|1DMG|1CDMG	19VULN|2BEXP|3RCR|4LIT|5AART|6LHND|7RMIN|8CDMG|aDMG
667	66311 31251	   	162.29	ACR|2DMG|1AART|1VULN|3DUR	1VULN|278DUR|3RCR|4BELT|5aDMG|6RMIN|9AART
