0	Index      	 *	Score 	Summary	Detail	
1	25412 21225	 * 	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1RPLT|2348VULN|5LSRREG|6ZMB|7DMG|9RCR|aAART
511	21265 25113	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2LHND|3CDMG|47DMG|5VULN|6MBVNT|8BEXP|9RCR|aAART
512	21265 27113	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2LHND|3CDMG|4DMG|57VULN|6MBVNT|8BEXP|9RCR|aAART
513	24125 25113	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3LWND|4CDMG|5VULN|6MBVNT|8BEXP|9RCR|aAART
514	24125 27113	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DMG|3LWND|4CDMG|57VULN|6MBVNT|8BEXP|9RCR|aAART
515	24225 25113	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3LHND|4CDMG|5VULN|6MBVNT|8BEXP|9RCR|aAART
516	24225 27113	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DMG|3LHND|4CDMG|57VULN|6MBVNT|8BEXP|9RCR|aAART
517	24422 25313	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3BEXP|4CDMG|5VULN|6MBVNT|8LHND|9RCR|aAART
518	24422 27313	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DMG|3BEXP|4CDMG|57VULN|6MBVNT|8LHND|9RCR|aAART
519	25261 25313	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2VULN|3CDMG|47DMG|5BEXP|6MBVNT|8LHND|9RCR|aAART
520	25261 27313	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|27VULN|3CDMG|4DMG|5BEXP|6MBVNT|8LHND|9RCR|aAART
521	24335 13433	   	151.57	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|45VULN|6aAART|7TLV|8NUKE|9RCR
522	22533 12252	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|46aDMG|5VULN|7TLV|8RCVC|9CDMG
523	22533 12336	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|469DMG|5VULN|7TLV|8LHND|aCDMG
524	22533 14611	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|46aDMG|5VULN|7MBVNT|8LIT|9CDMG
525	22533 15125	   	151.55	ACR|3DMG|1VULN|1FLTHEA	1RPLT|2DUST|3RCR|467DMG|5VULN|8LWND|9FLTHEA|aTLV
526	22533 15132	   	151.55	ACR|3DMG|1VULN|1FLTHEA	1RPLT|2DUST|3RCR|467DMG|5VULN|8LWND|9NUKE|aFLTHEA
527	22533 15342	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8LSRICY|9TLV|aCDMG
528	22533 15362	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8LSRICY|9LEGI|aCDMG
529	22533 22136	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|489DMG|5VULN|6LHND|7TLV|aCDMG
530	22533 34136	   	151.55	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|489DMG|5VULN|6TLV|7LWND|aCDMG
531	21263 27313	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2LHND|3CDMG|48DMG|5DUST|6MBVNT|7VULN|9RCR|aAART
532	21265 25413	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2LHND|3CDMG|47DMG|5VULN|6MBVNT|8DUST|9RCR|aAART
533	21265 27413	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2LHND|3CDMG|4DMG|57VULN|6MBVNT|8DUST|9RCR|aAART
534	22233 25513	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2DUST|3CDMG|4VULN|57DMG|6MBVNT|8LWND|9RCR|aAART
535	22233 25613	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2DUST|3CDMG|4VULN|57DMG|6MBVNT|8LHND|9RCR|aAART
536	22233 27513	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DUST|3CDMG|47VULN|5DMG|6MBVNT|8LWND|9RCR|aAART
537	22233 27613	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DUST|3CDMG|47VULN|5DMG|6MBVNT|8LHND|9RCR|aAART
538	24123 27313	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|28DMG|3LWND|4CDMG|5DUST|6MBVNT|7VULN|9RCR|aAART
539	24125 25413	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3LWND|4CDMG|5VULN|6MBVNT|8DUST|9RCR|aAART
540	24125 27413	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DMG|3LWND|4CDMG|57VULN|6MBVNT|8DUST|9RCR|aAART
541	24223 27313	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|28DMG|3LHND|4CDMG|5DUST|6MBVNT|7VULN|9RCR|aAART
542	24225 25413	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3LHND|4CDMG|5VULN|6MBVNT|8DUST|9RCR|aAART
543	24225 27413	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DMG|3LHND|4CDMG|57VULN|6MBVNT|8DUST|9RCR|aAART
544	25223 25513	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2VULN|3CDMG|4DUST|57DMG|6MBVNT|8LWND|9RCR|aAART
545	25223 25613	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2VULN|3CDMG|4DUST|57DMG|6MBVNT|8LHND|9RCR|aAART
546	25223 27513	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|27VULN|3CDMG|4DUST|5DMG|6MBVNT|8LWND|9RCR|aAART
547	25223 27613	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|27VULN|3CDMG|4DUST|5DMG|6MBVNT|8LHND|9RCR|aAART
548	22533 12536	   	151.45	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|469DMG|5VULN|7TLV|8LEGI|aCDMG
549	22533 15522	   	151.45	ACR|3DMG|1VULN|1FLTHEA	1RPLT|2DUST|3RCR|467DMG|5VULN|8NUKE|9LEGI|aFLTHEA
550	24365 33331	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2DMG|3CANSTR|4RCR|5aVULN|6ZMB|7NUKE|8CDMG|9ASPD
551	21242 23325	   	151.40	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RPLT|2LHND|34CDMG|5ZMB|6VULN|7FEWX|8DMG|9RCR|aAART
552	21242 24325	   	151.40	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RPLT|2LHND|34CDMG|5ZMB|6VULN|7BEXP|8DMG|9RCR|aAART
553	24335 14332	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6AART|78BEXP|9RCR|aZMB
554	21311 23643	   	151.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RPLT|2LHND|3CGEN|46VULN|5ASPD|7AART|8DMG|9DUR|aRCR
555	23211 23643	   	151.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RPLT|2CGEN|3LHND|46VULN|5ASPD|7AART|8DMG|9DUR|aRCR
556	21435 42111	   	151.27	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|24LHND|346VULN|46BPWR|56LIT|7ASPD|8CDMG|9RCR|aDMG
557	23363 53613	 * 	151.25	ACR|2AART|1VULN|1DMG|2ASPD	1RPLT|2CGEN|3MGNSTR|4RCR|56ASPD|7VULN|8DMG|9aAART
558	24335 13332	   	151.23	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6AART|7TLV|8CGEN|9RCR|aZMB
559	24335 16132	   	151.23	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6AART|7CGEN|8TLV|9RCR|aZMB
560	21562 23513	   	151.18	ACR|2VULN|2AART|2ASPD	1RPLT|2LHND|3RCR|47ASPD|5MGNSTR|68VULN|9aAART
561	24361 21313	   	151.18	ACR|2VULN|2DMG|1CDMG	1RPLT|29DMG|3CANSTR|4RCR|59DUST|69VULN|7BELT|8RMIN|9BPWR|aCDMG
562	21422 22433	   	151.17	DCR|2VULN|2AART|1DMG	1RPLT|2LHND|36VULN|4DMSP|5LSRREG|7aAART|8DMG|9RCR
563	21612 22433	   	151.17	DCR|2VULN|2AART|1DMG	13RPLT|2LHND|46VULN|5LSRREG|7aAART|8DMG|9RCR
564	21533 31522	 * 	151.15	ACR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|2LHND|3RCR|4aLIT|5DMG|6CDMG|7aZMB|8MLV|9aVULN|aBPWR
565	21532 31422	   	151.15	ACR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|2LHND|3RCR|4aLIT|5CGEN|6CDMG|7aZMB|8DMG|9aVULN|aBPWR
566	24335 63311	   	151.13	DCR|3VULN|1DMG|1CDMG	1RPLT|2DMG|3CANSTR|45aVULN|6RCR|7DUST|8CDMG|9MLV
567	22562 23513	   	151.08	ACR|2VULN|2AART|2ASPD	1RPLT|2DUST|3RCR|47ASPD|5MGNSTR|68VULN|9aAART
568	24112 43242	 * 	151.08	DCR|2DMG|1AART|1VULN|2ASPD	1RPLT|29DMG|39LWND|4VULN|5DUST|69ASPD|7AART|8DMSP|9BPWR|aRCR
569	24212 43242	   	151.08	DCR|2DMG|1AART|1VULN|2ASPD	1RPLT|29DMG|39LHND|4VULN|5DUST|69ASPD|7AART|8DMSP|9BPWR|aRCR
570	22612 21433	   	151.07	DCR|2VULN|2AART|1DMG	13RPLT|2DUST|46VULN|5LSRREG|7aAART|8DMG|9RCR
571	24322 21133	   	151.07	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|4RMIN|56VULN|7aAART|8TLV|9RCR
572	24335 52333	   	151.07	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|45VULN|6TLV|7aAART|8CGEN|9RCR
573	24562 12133	   	151.07	DCR|2DMG|2AART|1VULN	1RPLT|24DMG|3CGEN|5AIRHEL|6VULN|7aAART|8TLV|9RCR
574	24113 33112	   	151.07	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2DMG|3LWND|456VULN|7LIT|8CDMG|9RCR|aDUR
575	24213 33112	   	151.07	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2DMG|3LHND|456VULN|7LIT|8CDMG|9RCR|aDUR
576	24613 33113	   	151.07	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2DMG|3DUR|456VULN|7LIT|8CDMG|9RCR|aCGEN
577	24613 33115	   	151.07	DCR|3VULN|1DMG|1CDMG|1DUR	1aRPLT|2DMG|3DUR|456VULN|7LIT|8CDMG|9RCR
578	25411 22111	   	151.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|234VULN|5LIT|6LHND|7ASPD|8CDMG|9RCR|aDMG
579	25411 36111	   	151.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|234VULN|5LIT|6ASPD|7LWND|8CDMG|9RCR|aDMG
580	25421 33111	   	151.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|236VULN|4ASPD|5FEWX|7LIT|8CDMG|9RCR|aDMG
581	25611 33111	   	151.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|246VULN|3ASPD|5FEWX|7LIT|8CDMG|9RCR|aDMG
582	35515 23322	   	151.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2ASPD|3DMG|456VULN|7MLV|8CDMG|9RCR|aLIT
583	35515 23323	   	151.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2ASPD|3DMG|456VULN|7MLV|8CDMG|9RCR|aLHND
584	22552 31422	   	151.05	ACR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|2DUST|3RCR|4aLIT|5CGEN|6CDMG|7aZMB|8DMG|9aVULN|aBPWR
585	22553 31522	   	151.05	ACR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|2DUST|3RCR|4aLIT|5DMG|6CDMG|7aZMB|8MLV|9aVULN|aBPWR
586	24662 23133	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1RPLT|29DMG|3DUR|4MLV|5AIRHEL|68VULN|7RCR|aASPD
587	22554 12132	 * 	150.97	ACR|3VULN|1AART|1ASPD	1RPLT|29DUST|3RCR|4LIT|5AART|67aVULN|8ASPD
588	24613 33114	   	150.97	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2DMG|3DUR|456VULN|7LIT|8CDMG|9RCR|aDLOT
589	25411 32111	   	150.97	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|234VULN|5LIT|6ASPD|7DUST|8CDMG|9RCR|aDMG
590	25411 42111	   	150.97	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|234VULN|5LIT|6LEGI|7ASPD|8CDMG|9RCR|aDMG
591	21265 25212	   	150.97	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|2LHND|3CDMG|47aDMG|5VULN|6MBVNT|8DUR|9RCR
592	21265 27214	   	150.97	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2LHND|3CDMG|4DMG|57aVULN|6MBVNT|8DUR|9RCR
593	24125 25212	   	150.97	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|27aDMG|3LWND|4CDMG|5VULN|6MBVNT|8DUR|9RCR
594	24125 27214	   	150.97	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2DMG|3LWND|4CDMG|57aVULN|6MBVNT|8DUR|9RCR
595	24225 25212	   	150.97	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|27aDMG|3LHND|4CDMG|5VULN|6MBVNT|8DUR|9RCR
596	24225 27214	   	150.97	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|2DMG|3LHND|4CDMG|57aVULN|6MBVNT|8DUR|9RCR
597	21533 31153	   	150.95	ACR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|2LHND|3RCR|4LIT|5DMG|6CDMG|78ZMB|9aVULN
598	26231 33242	   	150.88	DCR|2VULN|1AART|1DMG|2ASPD	1RPLT|2LEGI|39DUST|4DMG|59ASPD|69VULN|7AART|8DMSP|9BPWR|aRCR
599	22553 31153	   	150.85	ACR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|2DUST|3RCR|4LIT|5DMG|6CDMG|78ZMB|9aVULN
600	22551 52212	   	150.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2DUST|3RCR|4LIT|5DUR|6AART|7VULN|8VENICY|9CDMG|aDMG
601	21533 31331	   	150.83	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2LHND|3RCR|4LIT|58DMG|6CDMG|7ZMB|9AART|aFEWX
602	21533 31334	   	150.83	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2LHND|3RCR|4LIT|58DMG|6CDMG|7ZMB|9AART|aMLV
603	21533 31335	   	150.83	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2aLHND|3RCR|4LIT|58DMG|6CDMG|7ZMB|9AART
604	21533 31336	   	150.83	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2LHND|3RCR|4aLIT|58DMG|6CDMG|7ZMB|9AART
605	21535 35331	   	150.83	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2LHND|3RCR|4LIT|5ZMB|6CDMG|78DMG|9AART|aFEWX
606	24613 33116	   	150.82	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RPLT|2DMG|3DUR|456VULN|7LIT|8CDMG|9RCR|aSELL
607	35535 23231	   	150.82	DCR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2ASPD|3DMG|4LHND|579VULN|6CGEN|8RCR|aZMB
608	23363 25611	   	150.78	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|2CGEN|3MGNSTR|4RCR|5ASPD|67VULN|8DMG|9AART|aFEWX
609	23363 25612	   	150.78	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|2CGEN|3MGNSTR|4RCR|5ASPD|67VULN|8DMG|9AART|aRMIN
610	23365 33513	 * 	150.78	ACR|3VULN|2AART	1RPLT|2CGEN|3MGNSTR|4RCR|568VULN|7DUST|9aAART
611	21533 31333	   	150.73	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2LHND|3RCR|4LIT|58DMG|6CDMG|7ZMB|9AART|aDUST
612	21535 35333	   	150.73	ACR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2LHND|3RCR|4LIT|5ZMB|6CDMG|78DMG|9AART|aDUST
613	21562 23512	   	150.73	ACR|2VULN|1AART|2ASPD|1ZMB	1RPLT|2LHND|3RCR|47ASPD|5MGNSTR|68VULN|9AART|aZMB
614	21422 22432	   	150.73	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2LHND|36VULN|4DMSP|5LSRREG|7AART|8DMG|9RCR|aZMB
615	21612 22432	   	150.73	DCR|2VULN|1AART|1DMG|1ZMB	13RPLT|2LHND|46VULN|5LSRREG|7AART|8DMG|9RCR|aZMB
616	15231 35311	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|246VULN|3LEGI|5BEXP|7ZMB|8RCR|9DUR|aDMG
617	35514 23231	   	150.72	DCR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2ASPD|3DMG|479VULN|5DUST|6CGEN|8RCR|aZMB
618	22562 23512	   	150.63	ACR|2VULN|1AART|2ASPD|1ZMB	1RPLT|2DUST|3RCR|47ASPD|5MGNSTR|68VULN|9AART|aZMB
619	22612 21432	   	150.63	DCR|2VULN|1AART|1DMG|1ZMB	13RPLT|2DUST|46VULN|5LSRREG|7AART|8DMG|9RCR|aZMB
620	24322 21132	   	150.63	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|4RMIN|56VULN|7AART|8TLV|9RCR|aZMB
621	24335 52332	   	150.63	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6TLV|7AART|8CGEN|9RCR|aZMB
622	24562 12132	   	150.63	DCR|2DMG|1AART|1VULN|1ZMB	1RPLT|24DMG|3CGEN|5AIRHEL|6VULN|7AART|8TLV|9RCR|aZMB
623	23612 32222	   	150.60	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|2CGEN|35ASPD|45VULN|5BPWR|6LIT|79DMG|8DUR|aRCR
624	25242 25323	   	150.59	DCR|2VULN|1DMG|2CDMG|1ZMB	1RPLT|26VULN|34CDMG|5ZMB|7RCR|8RMIN|9CGEN|aDMG
625	25242 25333	   	150.59	DCR|2VULN|1DMG|2CDMG|1ZMB	1RPLT|26VULN|34CDMG|5ZMB|7RCR|8RMIN|9MLV|aDMG
626	25442 21312	   	150.57	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1RPLT|236VULN|4SELL|5ZMB|7BEXP|8RCR|9DUR|aDMG
627	25316 52223	   	150.53	DCR|2VULN|1DMG|2ZMB|1CDMG	1RPLT|24VULN|3CGEN|5MLV|6RCR|79ZMB|8CDMG|aDMG
628	24335 61231	   	150.51	DCR|2VULN|2DMG|1ZMB	1RPLT|29DMG|3CANSTR|45VULN|6RCR|7ZMB|8LWND|aBEXP
629	24335 61331	   	150.51	DCR|2VULN|2DMG|1ZMB	1RPLT|29DMG|3CANSTR|45VULN|6RCR|7ZMB|8aBEXP
630	24311 61352	   	150.51	DCR|2VULN|2DMG|1ZMB	1RPLT|2aDMG|3CANSTR|4RCVC|59VULN|6RCR|7ZMB|8BEXP
631	24332 61352	   	150.51	DCR|2VULN|2DMG|1ZMB	15RPLT|2aDMG|3CANSTR|49VULN|6RCR|7ZMB|8BEXP
632	24311 61113	   	150.49	DCR|2AART|1VULN|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|4RCVC|5VULN|6RCR|7ZMB|8ERES|9aAART
633	24332 61113	   	150.49	DCR|2AART|1VULN|1DMG|1ZMB	15RPLT|2DMG|3CANSTR|4VULN|6RCR|7ZMB|8ERES|9aAART
634	25242 25113	   	150.49	DCR|2VULN|1DMG|2CDMG|1ZMB	1RPLT|26VULN|34CDMG|5ZMB|7RCR|8CGEN|9NUKE|aDMG
635	25242 25313	   	150.49	DCR|2VULN|1DMG|2CDMG|1ZMB	1RPLT|26VULN|34CDMG|5ZMB|7RCR|8RMIN|9NUKE|aDMG
636	22242 34314	 * 	150.49	DCR|2AART|1DMG|2CDMG|1ZMB	1RPLT|2DUST|34CDMG|5ZMB|6RCR|7FEWX|8DMG|9aAART
637	23365 32512	   	150.44	ACR|3VULN|1AART|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|568VULN|7LHND|9AART|aZMB
638	24335 61232	   	150.41	DCR|2VULN|2DMG|1ZMB	1RPLT|29DMG|3CANSTR|45VULN|6RCR|7ZMB|8LWND|aMBVNT
639	21531 44212	   	150.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2LHND|3RCR|4LIT|5DUR|6VULN|7AART|8VENICY|9CDMG|aDMG
640	23365 33512	   	150.34	ACR|3VULN|1AART|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|568VULN|7DUST|9AART|aZMB
641	22233 44611	   	150.28	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2DUST|3CDMG|4VULN|57DMG|6BEXP|8AART|9ERES|aRCR
642	22233 46611	   	150.28	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DUST|3CDMG|47VULN|5DMG|6BEXP|8AART|9ERES|aRCR
643	35422 15223	   	150.25	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6BEXP|7DLOT|8VULN|9DMG|aCDMG
644	35422 25233	   	150.25	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6LHND|7DLOT|8VULN|9DMG|aCDMG
645	35422 32316	   	150.25	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6LEGI|7VULN|8RPLT|9DMG|aCDMG
646	22233 53524	   	150.24	DCR|3VULN|2CDMG|1DMG	1RPLT|2DUST|38CDMG|47aVULN|5DMG|6ERES|9RCR
647	22533 15115	 * 	150.23	ACR|3DMG|1VULN|2DUR	1RPLT|2DUST|3RCR|467DMG|5VULN|8LWND|9aDUR
648	24113 23533	   	150.22	DCR|3VULN|2DMG|1SELL	1RPLT|2aDMG|3LWND|459VULN|6SELL|7RCVC|8RCR
649	25213 34611	   	150.18	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2VULN|3CDMG|4LEGI|57DMG|6DUST|8AART|9ERES|aRCR
650	25213 36611	   	150.18	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|27VULN|3CDMG|4LEGI|5DMG|6DUST|8AART|9ERES|aRCR
651	35422 35233	   	150.15	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6LEGI|7DLOT|8VULN|9DMG|aCDMG
652	23343 25612	   	150.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RPLT|2CGEN|3MGNSTR|4DUR|5ASPD|67VULN|8DMG|9AART|aRCR
653	25212 23415	   	150.07	DCR|3VULN|1AART|1CDMG	1RPLT|26aVULN|3CDMG|4LEGI|5BEXP|7SNIHEL|8RCR|9AART
654	22132 56241	 * 	150.06	DCR|2DMG|1AART|1VULN|2DUR	1RPLT|25DUST|36DUR|46DMG|6BPWR|7VULN|8MBVNT|9RCR|aAART
655	11421 16126	   	149.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2LWND|3CGEN|4LIT|5ZMB|6CDMG|7RCR|8VULN|9DMG|aAART
656	22531 36312	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4DMG|5ASPD|6aVULN|7DUR|8CDMG|9FEWX
657	22533 46312	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4DMG|5aVULN|6ASPD|7DUR|8CDMG|9FEWX
658	22563 41222	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4ASPD|5CDMG|6BEXP|7DUR|8aVULN|9DMG
659	22533 11335	   	149.87	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8CDMG|9DUR|aASPD
660	23363 16141	   	149.86	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RPLT|2CGEN|3MGNSTR|4RCR|5ASPD|6ZMB|7AART|8DUR|9aVULN
661	41335 13332	 * 	149.85	DCR|3ZMB|1AART|1VULN|1CDMG|1ASPD	1DUST|2LWND|389ZMB|4CDMG|5AART|6ASPD|7VULN|aRCR
662	42635 13332	   	149.85	DCR|3ZMB|1AART|1VULN|1CDMG|1ASPD	1DUST|2LHND|389ZMB|4CDMG|5AART|6ASPD|7VULN|aRCR
663	21532 33242	 * 	149.84	ACR|2DMG|1VULN|1CDMG|2ASPD	1RPLT|2LHND|3RCR|4aLIT|5CGEN|6CDMG|7aDMG|8VULN|9aASPD|aBPWR
664	22531 36121	   	149.77	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|48DMG|5ASPD|6VULN|7DUR|9LEGI|aCDMG
665	22531 36332	   	149.77	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4DMG|5ASPD|6aVULN|7DUR|8CDMG|9LEGI
666	22533 46121	   	149.77	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|48DMG|5VULN|6ASPD|7DUR|9LEGI|aCDMG
667	22533 46332	   	149.77	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4DMG|5aVULN|6ASPD|7DUR|8CDMG|9LEGI
668	22563 21222	   	149.77	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4ASPD|5CDMG|6MBVNT|7DUR|8aVULN|9DMG
669	22563 25122	   	149.77	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4ASPD|5CDMG|6MBVNT|7DMG|8DUR|9aVULN
670	22531 42421	   	149.75	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RPLT|2DUST|3RCR|4DMG|5ASPD|6FEWX|78ZMB|9VULN|aAART
671	22552 33242	   	149.74	ACR|2DMG|1VULN|1CDMG|2ASPD	1RPLT|2DUST|3RCR|4aLIT|5CGEN|6CDMG|7aDMG|8VULN|9aASPD|aBPWR
672	25412 25132	 * 	149.57	DCR|3VULN|1AART|2ZMB	1RPLT|234VULN|5LSRREG|6aZMB|7LWND|8AART|9RCR
673	24335 63333	   	149.35	DCR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RPLT|2DMG|3CANSTR|45VULN|6RCR|7DUST|8CDMG|9ASPD|aDUR
