0	Index      	 *	Score 	Summary	Detail	
1	35284 16233	 * 	179.56	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2MBVNT|357VULN|47ASPD|6AART|7BPWR|8FEWX|9DMG|aRCR
484	35362 22472	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4AART|5LWND|68VULN|7RCR|9TLV|aDMG
485	35362 22483	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4AART|5LWND|68VULN|7RCR|9DMG|aCANHEL
486	35882 22422	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3TLV|4AART|5LWND|68VULN|7RCR|9CGEN|aDMG
487	35882 22442	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3TLV|4AART|5LWND|68VULN|7RCR|9MLV|aDMG
488	31356 42312	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3CGEN|4AART|5aVULN|6LHND|7ZMB|8CDMG|9RCR
489	62336 22312	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3CGEN|4AART|5DUR|6aVULN|7ZMB|8CDMG|9RCR
490	62436 22312	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3RMIN|4AART|5DUR|6aVULN|7ZMB|8CDMG|9RCR
491	23662 14223	   	153.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	17TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|8DMG|9RCVC|aZMB
492	23662 14322	   	153.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	17TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|8ZMB|9RCVC|aDMG
493	53614 23232	   	153.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2AART|3DUR|4CGEN|5RCR|6aVULN|7LHND|8ASPD|9CDMG
494	61253 23632	 * 	153.02	DCR|2VULN|2DMG|1CDMG|1SELL	1BEXP|2BELT|38DMG|4MGNLIT|5SELL|6RCR|79VULN|aCDMG
495	53214 32153	   	153.01	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2AART|3ERES|47VULN|5RCR|6ASPD|8CDMG|9RPLT|aDUR
496	53414 33132	   	153.01	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2AART|3aVULN|4CGEN|5RCR|6ASPD|7CDMG|8MBVNT|9DUR
497	53414 33332	   	153.01	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2AART|3aVULN|4CGEN|5RCR|6ASPD|7CDMG|8DUST|9DUR
498	23162 53136	   	152.98	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|27CDMG|3LWND|4RCR|5AART|6aVULN|8DUR|9CGEN
499	23162 53422	   	152.98	ACR|2VULN|1AART|2CDMG|1ASPD	1TLV|27CDMG|3LWND|4RCR|5AART|69VULN|8ASPD|aLHND
500	23662 22162	   	152.98	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|29CDMG|38VULN|4RCR|5AART|67RCVC|aDUR
501	22162 53263	   	152.97	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1TLV|2SELL|3LWND|4RCR|5AART|6VULN|7CDMG|8DMG|9MLV|aZMB
502	53316 22262	   	152.96	DCR|2AART|1DMG|1VULN|1ASPD|1DUR	1LWND|29AART|3FEWX|4CGEN|5DUR|6ASPD|7VULN|8RCR|aDMG
503	22662 51122	   	152.94	ACR|3VULN|2AART|1SELL	1TLV|2SELL|36aVULN|4RCR|59AART|7MLV|8CGEN
504	53214 33132	   	152.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2AART|3ERES|4aVULN|5RCR|6ASPD|7CDMG|8MBVNT|9DUR
505	53214 33532	   	152.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2AART|3ERES|4aVULN|5RCR|6ASPD|7CDMG|8DUST|9DUR
506	53424 33132	   	152.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2AART|3aVULN|4TLV|5RCR|6ASPD|7CDMG|8MBVNT|9DUR
507	53424 33332	   	152.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2AART|3aVULN|4TLV|5RCR|6ASPD|7CDMG|8DUST|9DUR
508	23162 34126	   	152.88	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|28CDMG|3LWND|4RCR|5AART|6DUR|7ERES|9aVULN
509	23162 53126	   	152.88	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|27CDMG|3LWND|4RCR|5AART|6aVULN|8DUR|9ERES
510	23162 53421	   	152.88	ACR|2VULN|1AART|2CDMG|1ASPD	1TLV|27CDMG|3LWND|4RCR|5AART|69VULN|8ASPD|aCANSTR
511	23662 34121	   	152.88	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|28CDMG|39VULN|4RCR|5AART|6DUR|7ERES|aMGNLIT
512	23662 34122	   	152.88	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|28CDMG|39VULN|4RCR|5AART|6DUR|7ERES|aLHND
513	22162 54133	   	152.87	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1TLV|2SELL|3LWND|4RCR|5AART|6VULN|7ERES|8CDMG|9DMG|aZMB
514	22662 43133	   	152.87	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6CGEN|7DUST|8CDMG|9DMG|aZMB
515	53326 22262	   	152.86	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|29AART|3FEWX|4TLV|5DUR|6ASPD|7VULN|8RCR|aDMG
516	35284 21232	   	152.86	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|357VULN|4ASPD|6ZMB|8DMG|9LHND|aRCR
517	35284 21262	   	152.86	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|357VULN|4ASPD|6ZMB|8DMG|9BEXP|aRCR
518	35284 21282	   	152.86	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|357VULN|4ASPD|6ZMB|8DMG|9LWND|aRCR
519	35243 42442	   	152.86	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|389VULN|4ZMB|5FEWX|6ASPD|7DMG|aRCR
520	35244 31232	   	152.86	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|357VULN|4ZMB|6ASPD|8DMG|9LHND|aRCR
521	35244 31262	   	152.86	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|357VULN|4ZMB|6ASPD|8DMG|9BEXP|aRCR
522	35244 31282	   	152.86	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|357VULN|4ZMB|6ASPD|8DMG|9LWND|aRCR
523	22662 11212	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6RPLT|7DUR|8aDMG|9LWND
524	22662 11215	   	152.84	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2SELL|3aVULN|4RCR|5AART|6RPLT|7DUR|8DMG|9LWND
525	22662 11222	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6RPLT|7DUR|8aDMG|9LHND
526	22662 11225	   	152.84	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2SELL|3aVULN|4RCR|5AART|6RPLT|7DUR|8DMG|9LHND
527	22662 11232	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6RPLT|7DUR|8aDMG|9BEXP
528	22662 11235	   	152.84	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2SELL|3aVULN|4RCR|5AART|6RPLT|7DUR|8DMG|9BEXP
529	22662 11242	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6RPLT|7DUR|8aDMG|9CGEN
530	22662 11252	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6RPLT|7DUR|8aDMG|9FEWX
531	22662 33212	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6DUR|7RPLT|8aDMG|9LWND
532	22662 33215	   	152.84	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2SELL|3aVULN|4RCR|5AART|6DUR|7RPLT|8DMG|9LWND
533	22662 33222	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6DUR|7RPLT|8aDMG|9LHND
534	22662 33225	   	152.84	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2SELL|3aVULN|4RCR|5AART|6DUR|7RPLT|8DMG|9LHND
535	22662 33232	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6DUR|7RPLT|8aDMG|9BEXP
536	22662 33235	   	152.84	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2SELL|3aVULN|4RCR|5AART|6DUR|7RPLT|8DMG|9BEXP
537	22662 33242	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6DUR|7RPLT|8aDMG|9CGEN
538	22662 33252	   	152.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1TLV|2SELL|3VULN|4RCR|5AART|6DUR|7RPLT|8aDMG|9FEWX
539	53214 36322	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LWND|2AART|3ERES|4VULN|5RCR|6ASPD|7RMIN|8ZMB|9DUR|aDMG
540	35214 43332	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2MBVNT|37aVULN|4FEWX|5AART|6RPLT|8RCR|9ASPD
541	35224 43332	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2MBVNT|37aVULN|4BEXP|5AART|6RPLT|8RCR|9ASPD
542	35444 43332	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2MBVNT|3BEXP|47aVULN|5AART|6RPLT|8RCR|9ASPD
543	65254 43332	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1BEXP|2MBVNT|37aVULN|4DUR|5AART|6RPLT|8RCR|9ASPD
544	53316 22311	   	152.77	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2AART|3FEWX|4CGEN|5DUR|6ASPD|7VULN|8CDMG|9RCR|aDMG
545	35284 21252	   	152.76	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|357VULN|4ASPD|6ZMB|8DMG|9DUST|aRCR
546	35244 31252	   	152.76	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|357VULN|4ZMB|6ASPD|8DMG|9DUST|aRCR
547	35544 42842	   	152.76	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3DUST|4ZMB|589VULN|6ASPD|7DMG|aRCR
548	31354 31116	   	152.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	17DUR|2FEWX|3CGEN|4AART|5RCR|6DMG|8CDMG|9DMSP|aVULN
549	53214 34322	   	152.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LWND|2AART|3ERES|4VULN|5RCR|6ASPD|7TLV|8ZMB|9DUR|aDMG
550	35844 16233	   	152.69	DCR|3VULN|1AART|2DUR|1ASPD	17DUR|2MBVNT|37TLV|457VULN|6AART|7BPWR|8FEWX|9ASPD|aRCR
551	53414 21223	   	152.68	ACR|3VULN|2AART	1LWND|2aAART|367VULN|4CGEN|5RCR|8FEWX|9LHND
552	53214 33322	   	152.68	ACR|2VULN|1AART|2ASPD|1CDMG	1LWND|2AART|3ERES|49VULN|5RCR|68ASPD|7CDMG|aLHND
553	53214 33324	   	152.68	ACR|2VULN|1AART|2ASPD|1CDMG	1aLWND|2AART|3ERES|49VULN|5RCR|68ASPD|7CDMG
554	53214 33325	   	152.68	ACR|2VULN|1AART|2ASPD|1CDMG	1LWND|2AART|3ERES|49VULN|5RCR|68ASPD|7CDMG|aCGEN
555	53214 33326	   	152.68	ACR|2VULN|1AART|2ASPD|1CDMG	1LWND|2AART|3ERES|49VULN|5RCR|68ASPD|7CDMG|aBEXP
556	35244 51531	   	152.68	DCR|3VULN|3ZMB|1DUR|1ASPD	1DUR|2MBVNT|356VULN|468ZMB|6BPWR|7ASPD|9RCR|aFEWX
557	35244 51532	   	152.68	DCR|3VULN|3ZMB|1DUR|1ASPD	1DUR|2MBVNT|356VULN|468ZMB|6BPWR|7ASPD|9RCR|aRMIN
558	35244 51534	   	152.68	DCR|3VULN|3ZMB|1DUR|1ASPD	1DUR|2MBVNT|356VULN|468ZMB|6BPWR|7ASPD|9RCR|aBEXP
559	31162 16433	 * 	152.67	DCR|3DMG|3CDMG|3DUR	14aDUR|2FEWX|36aCDMG|5BELT|78aDMG|9RCR|aBPWR
560	53326 22311	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3FEWX|4TLV|5DUR|6ASPD|7VULN|8CDMG|9RCR|aDMG
561	21236 41135	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2LHND|3BELT|4DMG|5DUR|6RCR|7BEXP|8aVULN|9AART
562	61121 16532	   	152.66	DCR|2DMG|1AART|1VULN|1DUR	1aBEXP|2BELT|3ERES|4aDUST|5AART|6DUR|7RCR|8VULN|9aDMG|aBPWR
563	53411 32251	   	152.66	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2AART|38VULN|4CGEN|5LIT|69DUR|7DMG|aRCR
564	65433 23274	   	152.64	DCR|2AART|1VULN|1DMG|1CDMG	135BEXP|2MBVNT|4CDMG|6aAART|7RCR|8DMG|9VULN
565	53114 32221	   	152.58	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3BEXP|4CGEN|5RCR|6LIT|7DMG|8aVULN|9DUR
566	53314 31235	   	152.58	ACR|2DMG|1AART|1VULN|1DUR	19LWND|2AART|3FEWX|4CGEN|5RCR|68DMG|7DUR|aVULN
567	53214 33321	   	152.58	ACR|2VULN|1AART|2ASPD|1CDMG	1LWND|2AART|3ERES|49VULN|5RCR|68ASPD|7CDMG|aCANSTR
568	35244 51533	   	152.58	DCR|3VULN|3ZMB|1DUR|1ASPD	1DUR|2MBVNT|356VULN|468ZMB|6BPWR|7ASPD|9RCR|aERES
569	53211 32251	   	152.56	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2AART|3ERES|48VULN|5LIT|69DUR|7DMG|aRCR
570	53421 32251	   	152.56	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2AART|38VULN|4TLV|5LIT|69DUR|7DMG|aRCR
571	61351 22311	 * 	152.53	DCR|3DMG|1VULN|2ZMB	1BEXP|2BELT|35ZMB|4MGNLIT|6RCR|789DMG|aVULN
572	35337 81223	 * 	152.50	DCR|3VULN|2DMG|1DUR	1DUR|2MBVNT|34CGEN|58DMG|679VULN|aRCR
573	35337 81313	   	152.50	DCR|3VULN|2DMG|1DUR	1DUR|2MBVNT|34CGEN|59DMG|678VULN|aRCR
574	22662 51323	   	152.49	ACR|3VULN|1AART|1ZMB|1SELL	1TLV|2SELL|369VULN|4RCR|5AART|7MLV|8BEXP|aZMB
575	35286 22442	   	152.49	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3aVULN|4ASPD|5LWND|6AART|7RCR|8DUST|9CDMG
576	53124 32221	   	152.48	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3BEXP|4TLV|5RCR|6LIT|7DMG|8aVULN|9DUR
577	53214 23136	   	152.48	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7RCVC|8RPLT|9DMG|aASPD
578	53214 24221	   	152.48	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7LIT|8ASPD|9DMG|aRCVC
579	53214 24222	   	152.48	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7LIT|8ASPD|9DMG|aFEWX
580	53214 26122	   	152.48	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3ERES|46VULN|5RCR|7FEWX|8CGEN|9DUR|aDMG
581	53214 62231	   	152.48	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3ERES|47VULN|5RCR|6CGEN|8RPLT|9DUR|aDMG
582	53224 32221	   	152.48	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3ERES|4BEXP|5RCR|6LIT|7DMG|8aVULN|9DUR
583	53324 31235	   	152.48	ACR|2DMG|1AART|1VULN|1DUR	19LWND|2AART|3FEWX|4TLV|5RCR|68DMG|7DUR|aVULN
584	53424 23231	   	152.48	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|36VULN|4TLV|5RCR|7CGEN|8RPLT|9DUR|aDMG
585	61233 34631	   	152.48	DCR|3DMG|1AART|1VULN	17BEXP|2BELT|349DMG|5LHND|6VULN|8AART|aRCR
586	61233 36631	   	152.48	DCR|3DMG|1AART|1VULN	1BEXP|2BELT|349DMG|57LHND|6VULN|8AART|aRCR
587	63232 13772	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2FEWX|3aVULN|4CDMG|5ZMB|6DUR|7MBVNT|8RCR|9AART
588	35246 22212	   	152.42	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4ZMB|5LWND|6AART|7RCR|8ASPD|9CGEN|aDMG
589	35246 22242	   	152.42	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4ZMB|5LWND|6AART|7RCR|8ASPD|9MLV|aDMG
590	35246 22272	   	152.42	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4ZMB|5LWND|6AART|7RCR|8ASPD|9DMSP|aDMG
591	35286 22312	   	152.42	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4ASPD|5LWND|6AART|7RCR|8ZMB|9CGEN|aDMG
592	35286 22342	   	152.42	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4ASPD|5LWND|6AART|7RCR|8ZMB|9MLV|aDMG
593	53214 34233	 * 	152.41	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LWND|2AART|3ERES|4VULN|5RCR|68ASPD|7TLV|9DMG|aZMB
594	53214 22241	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7LEGI|8ASPD|9DMG|aLHND
595	53214 22243	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7LEGI|8ASPD|9DMG|aRCVC
596	53214 26232	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7FEWX|8ASPD|9DUST|aDMG
597	53214 52231	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3ERES|47VULN|5RCR|6TLV|8RPLT|9DUR|aDMG
598	53424 21231	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|36VULN|4TLV|5RCR|7ERES|8RPLT|9DUR|aDMG
599	53214 22232	   	152.28	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7LEGI|8ASPD|9DUST|aDMG
600	53214 22242	   	152.28	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|46VULN|5RCR|7LEGI|8ASPD|9DMG|aCANHEL
601	53214 32432	   	152.28	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3ERES|47VULN|5RCR|6ASPD|8LEGI|9DUST|aDMG
602	53316 32212	   	152.16	DCR|2DMG|1AART|1VULN|1DUR	1LWND|2AART|3FEWX|49CGEN|5DUR|6aDMG|7VULN|8RCR
603	53316 32216	   	152.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3FEWX|49CGEN|5DUR|6DMG|7aVULN|8RCR
604	35362 22443	   	152.15	DCR|2VULN|1AART|1CDMG|2DUR	1aDUR|2MBVNT|3CGEN|4AART|5LWND|68VULN|7RCR|9CDMG
605	53214 21263	   	152.14	ACR|3VULN|1AART|1ZMB	1LWND|2AART|3ERES|467VULN|5RCR|8FEWX|9MLV|aZMB
606	53214 24133	   	152.14	ACR|3VULN|1AART|1ZMB	1LWND|2AART|3ERES|46aVULN|5RCR|7LIT|8ZMB|9MLV
607	53214 25213	   	152.14	ACR|3VULN|1AART|1ZMB	17LWND|2AART|37ERES|467VULN|5RCR|7BPWR|8FEWX|9TLV|aZMB
608	53414 21213	   	152.14	ACR|3VULN|1AART|1ZMB	1LWND|2AART|367VULN|4CGEN|5RCR|8FEWX|9TLV|aZMB
609	23162 35152	 * 	152.14	ACR|2AART|1VULN|2CDMG|2DUR	1TLV|29CDMG|3LWND|4RCR|57AART|68DUR|aVULN
610	35246 22483	   	152.11	DCR|2VULN|1AART|3DUR|1ZMB	19aDUR|2MBVNT|38VULN|4ZMB|5LWND|6AART|7RCR
611	23151 31563	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CDMG|3LWND|4LHND|5LEGI|6RCR|7ZMB|8DMG|9VULN|aAART
612	35242 16233	   	152.09	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	17DUR|2MBVNT|37VULN|47ZMB|5RCVC|6AART|7BPWR|8FEWX|9ASPD|aRCR
613	23162 53326	 * 	152.08	ACR|2VULN|1AART|3CDMG	1TLV|27aCDMG|3LWND|4RCR|5AART|69VULN|8CGEN
614	31356 36123	   	152.07	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	19DUR|2FEWX|3CGEN|4AART|5VULN|6DMG|7RCR|8DMSP|aZMB
615	35231 22682	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|48LHND|5CGEN|6AART|7RCR|9aDMG
616	35314 22682	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3CGEN|48LHND|5VULN|6AART|7RCR|9aDMG
617	53326 32212	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1LWND|2AART|3FEWX|4TLV|5DUR|6aDMG|7VULN|8RCR|9CGEN
618	53326 32215	   	152.06	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3FEWX|4TLV|5DUR|6DMG|7aVULN|8RCR|9CGEN
619	55211 22484	   	152.06	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|38VULN|4FEWX|5CGEN|6AART|7RCR|9DMG|aDUR
620	55221 22484	   	152.06	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|38VULN|4BEXP|5CGEN|6AART|7RCR|9DMG|aDUR
621	55441 22484	   	152.06	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|3BEXP|48VULN|5CGEN|6AART|7RCR|9DMG|aDUR
622	35882 22433	   	152.04	DCR|2VULN|1AART|1CDMG|2DUR	1aDUR|2MBVNT|3TLV|4AART|5LWND|68VULN|7RCR|9CDMG
623	53214 21213	   	152.04	ACR|3VULN|1AART|1ZMB	1LWND|2AART|3ERES|467VULN|5RCR|8FEWX|9TLV|aZMB
624	53214 21423	   	152.04	ACR|3VULN|1AART|1ZMB	1LWND|2AART|3ERES|467VULN|5RCR|8CGEN|9MBVNT|aZMB
625	23662 11125	   	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1TLV|2CDMG|3aVULN|4RCR|5AART|6RPLT|79DUR|8DMSP
626	23662 25112	   	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1TLV|2CDMG|3aVULN|4RCR|5AART|69RCVC|78DUR
627	23662 25122	   	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1TLV|2CDMG|3aVULN|4RCR|5AART|6RCVC|78DUR|9DMSP
628	23662 33125	   	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1TLV|2CDMG|3aVULN|4RCR|5AART|69DUR|7RPLT|8DMSP
629	53423 31632	   	151.96	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|37VULN|4TLV|5ERES|6ASPD|8RCR|9DMG|aRCVC
630	31251 22312	   	151.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3aVULN|4LHND|5CGEN|6AART|7ZMB|8CDMG|9RCR
631	51241 22312	   	151.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3aVULN|4DUR|5CGEN|6AART|7ZMB|8CDMG|9RCR
632	62241 22312	   	151.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3aVULN|4DUR|5CGEN|6AART|7ZMB|8CDMG|9RCR
633	53214 21523	   	151.94	ACR|3VULN|1AART|1ZMB	1LWND|2AART|3ERES|467VULN|5RCR|8TLV|9MBVNT|aZMB
634	31254 22312	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3aVULN|4LHND|5TLV|6AART|7ZMB|8CDMG|9RCR
635	51244 22312	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3aVULN|4DUR|5TLV|6AART|7ZMB|8CDMG|9RCR
636	62244 22312	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3aVULN|4DUR|5TLV|6AART|7ZMB|8CDMG|9RCR
637	21146 31632	   	151.83	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2LHND|3ERES|4ZMB|5aDMG|6BEXP|7VULN|8RCR|9AART
638	31352 22262	   	151.76	DCR|2AART|1DMG|1VULN|1ASPD|1DUR	1DUR|2FEWX|3CGEN|49AART|5LWND|6ASPD|7VULN|8RCR|aDMG
639	35244 14864	   	151.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|35VULN|4ZMB|6AART|7LWND|8DLOT|9RCR|aCDMG
640	35284 15143	   	151.75	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|2MBVNT|35VULN|4aASPD|6AART|7LIT|8ZMB|9RCR
641	21146 21632	   	151.73	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2LHND|3ERES|4ZMB|5aDMG|6DUST|7VULN|8RCR|9AART
642	55243 22427	   	151.72	DCR|3VULN|1AART|1ZMB	1LWND|2MBVNT|38aVULN|4ZMB|5FEWX|6AART|7RCR|9CGEN
643	55243 22447	   	151.72	DCR|3VULN|1AART|1ZMB	1LWND|2MBVNT|38aVULN|4ZMB|5FEWX|6AART|7RCR|9MLV
644	53463 33221	   	151.72	DCR|3VULN|1AART|1ZMB	15LWND|2AART|367VULN|4LIT|8RCR|9LEGI|aZMB
645	31355 22262	   	151.66	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1DUR|2FEWX|3CGEN|49AART|5LEGI|6ASPD|7VULN|8RCR|aDMG
