0	Index      	 *	Score 	Summary	Detail	
1	12423 15362	 * 	181.00	ACR|4VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|489aVULN|58CDMG|6RPLT|7AART|8BPWR
494	31648 27234	   	152.45	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|28VULN|3MBVNT|4CANHEL|5ZMB|6DUR|7RCR|9aAART
495	31617 73134	   	152.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|28VULN|3MBVNT|4CGEN|5AART|6CDMG|7DUR|9RCR|aZMB
496	12426 42223	   	152.35	ACR|2VULN|1AART|1DMG	18LHND|2RCVC|3RCR|49VULN|5AART|6CGEN|7DMG|aFEWX
497	12416 42321	   	152.35	ACR|2DMG|1AART|1VULN	1LHND|2RCVC|3RCR|4aLWND|5AART|6CGEN|79DMG|8VULN
498	12416 42323	   	152.35	ACR|2DMG|1AART|1VULN	1LHND|2RCVC|3RCR|4LWND|5AART|6CGEN|79DMG|8VULN|aBEXP
499	12421 61612	   	152.32	ACR|1AART|1VULN|1DMG|2CDMG	1LHND|2RCVC|3RCR|4VULN|5DMSP|68CDMG|7RMIN|9AART|aDMG
500	21323 33565	   	152.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2BEXP|3CDMG|4ZMB|5DMG|6RCR|7RPLT|8CGEN|9VULN|aAART
501	11421 23542	   	152.28	DCR|2VULN|1AART|1DMG|1CDMG	16LHND|2CGEN|3DMG|49VULN|5AART|7BEXP|8CDMG|aRCR
502	12426 42222	   	152.25	ACR|2VULN|1AART|1DMG	18LHND|2RCVC|3RCR|49VULN|5AART|6CGEN|7DMG|aTLV
503	12426 42232	   	152.25	ACR|2VULN|1AART|1DMG	18LHND|2RCVC|3RCR|4aVULN|5AART|6CGEN|7DMG|9ERES
504	43121 32416	 * 	152.25	DCR|3AART|2VULN|1DMG|1CDMG|2MSE	16MSE|26VULN|3BELT|458AART|6BPWR|7RCR|9CDMG|aDMG
505	12416 42322	   	152.25	ACR|2DMG|1AART|1VULN	1LHND|2RCVC|3RCR|4LWND|5AART|6CGEN|79DMG|8VULN|aTLV
506	12426 41323	   	152.25	ACR|2VULN|1AART|1DMG	1LHND|2RCVC|3RCR|4aVULN|5AART|6CGEN|7DUST|8FEWX|9DMG
507	16422 12224	   	152.24	ACR|3VULN|1AART|1ZMB	12LHND|2BPWR|3RCR|479VULN|5LIT|6ZMB|8RPLT|aAART
508	31658 34132	 * 	152.22	DCR|4VULN|1AART	145ERES|2568VULN|3MBVNT|5BPWR|7RCR|9RMIN|aAART
509	23323 33565	   	152.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LEGI|3CDMG|4ZMB|5DMG|6RCR|7RPLT|8CGEN|9VULN|aAART
510	33421 23542	   	152.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|26LHND|3DMG|49VULN|5AART|7BEXP|8CDMG|aRCR
511	23323 33665	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LEGI|3CDMG|4ZMB|5DMG|6RCR|7RPLT|8NUKE|9VULN|aAART
512	21321 51417	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2BEXP|3CDMG|4ZMB|5MBVNT|6RCR|7DMG|8BASICY|9VULN|aAART
513	26321 51417	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2FEWX|3CDMG|4ZMB|5MBVNT|6RCR|7DMG|8BASICY|9VULN|aAART
514	31411 33542	   	152.08	DCR|2VULN|1AART|1DMG|1CDMG	16ERES|29VULN|3DMG|4LWND|5AART|7BEXP|8CDMG|aRCR
515	21323 22431	 * 	152.03	DCR|2VULN|3CDMG|1DMG|1ZMB	1aLIT|2BEXP|38aCDMG|4ZMB|5DMG|6RPLT|7aVULN|9RCR|aBPWR
516	21323 63431	   	152.03	DCR|2VULN|3CDMG|1DMG|1ZMB	1aLIT|2BEXP|38aCDMG|4ZMB|5DMG|6aVULN|7RPLT|9RCR|aBPWR
517	32212 11315	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4LWND|5LIT|6RCR|7DMG|8AART|9VULN
518	32222 11335	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7DMG|8AART|9FEWX
519	32222 11341	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|39DUR|4VULN|5LIT|6RCR|7DMG|8AART|aLWND
520	32222 11343	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|39DUR|4VULN|5LIT|6RCR|7DMG|8AART|aFEWX
521	32222 13225	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7LWND|8AART|9DMG
522	32222 14225	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7LHND|8AART|9DMG
523	32333 11345	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7DMG|8AART|9aDUR
524	31413 23662	   	151.93	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2VULN|3aDMG|4LWND|5ZMB|6LIT|7BEXP|8RCR|9AART
525	32333 21662	   	151.93	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6BEXP|7aDMG|8RCR|9AART
526	33423 23662	   	151.93	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2LHND|3aDMG|4VULN|5ZMB|6LIT|7BEXP|8RCR|9AART
527	12422 53224	   	151.88	ACR|3VULN|1AART|1ASPD	1LHND|2RCVC|3RCR|469VULN|5LIT|7ASPD|8RPLT|aAART
528	32222 11325	   	151.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7DMG|8AART|9DUST
529	32222 11342	   	151.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|39DUR|4VULN|5LIT|6RCR|7DMG|8AART|aDUST
530	32222 11356	   	151.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	19ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7DMG|8AART
531	32222 15225	   	151.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7LEGI|8AART|9DMG
532	32222 11364	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|29ZMB|3DUR|4VULN|5LIT|6RCR|7DMG|8AART|aRCVC
533	31413 21662	   	151.83	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2VULN|3aDMG|4LWND|5ZMB|6LIT|7DUST|8RCR|9AART
534	31633 48337	   	151.83	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3MBVNT|4LSRICY|5LHND|7ZMB|8RCR|9AART|aDMG
535	33423 21662	   	151.83	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2LHND|3aDMG|4VULN|5ZMB|6LIT|7DUST|8RCR|9AART
536	11424 15313	   	151.78	DCR|4VULN|1DMG	1LHND|2CGEN|3DMG|489aVULN|5LIT|6RCR|7RPLT
537	31643 48337	   	151.73	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3MBVNT|4CANHEL|5LHND|7ZMB|8RCR|9AART|aDMG
538	12412 51324	   	151.72	ACR|2DMG|1AART|1VULN	1LHND|2aRCVC|3RCR|4LWND|5LIT|6VULN|79DMG|8AART
539	13242 11113	   	151.68	DCR|4VULN|1DMG	19LHND|249aVULN|3LIT|5MBVNT|6RCR|7DMG|89AIRHEL|9BPWR
540	13636 12232	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|26VULN|3TLV|4LSRICY|56LIT|6BPWR|7CDMG|8DMG|9RCR|aAART
541	31236 13132	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|26VULN|3LHND|4LSRICY|56LIT|6BPWR|7DMG|8CDMG|9RCR|aAART
542	31236 16232	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|26VULN|3LHND|4LSRICY|56LIT|6BPWR|7CDMG|8DMG|9RCR|aAART
543	31536 13132	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|26VULN|3LWND|4LSRICY|56LIT|6BPWR|7DMG|8CDMG|9RCR|aAART
544	31536 16232	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|26VULN|3LWND|4LSRICY|56LIT|6BPWR|7CDMG|8DMG|9RCR|aAART
545	12413 15433	   	151.67	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|4LWND|5CDMG|6RPLT|7AART|8DUR|9aVULN
546	12423 15243	   	151.67	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|4aVULN|5CDMG|6RPLT|7AART|8LWND|9DUR
547	12423 15432	   	151.67	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|49VULN|5CDMG|6RPLT|7AART|8DUR|aLWND
548	12426 21531	 * 	151.58	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB	16LHND|2RCVC|3RCR|4VULN|5AART|7aDUR|8CDMG|9ZMB
549	31618 32437	   	151.58	DCR|3DMG|1AART|1VULN	1ERES|2VULN|3MBVNT|4CGEN|567DMG|8TLV|9AART|aRCR
550	12423 15431	   	151.57	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|49VULN|5CDMG|6RPLT|7AART|8DUR|aTLV
551	31443 51212	   	151.57	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2VULN|3DMG|4AART|5CDMG|6RCVC|7DUR|8CGEN|9ASPD|aRCR
552	31421 12132	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24VULN|3DMG|5LIT|6CANSTR|7LHND|8CDMG|9RCR|aAART
553	31432 12715	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|27VULN|3DMG|4LIT|5MBVNT|6RMIN|8CDMG|9RCR|aAART
554	31433 12132	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|25VULN|3DMG|4LIT|6CANSTR|7LHND|8CDMG|9RCR|aAART
555	31441 22135	   	151.46	DCR|2VULN|1AART|1DMG|2DUR	18ERES|28VULN|3DMG|4AART|56LIT|78DUR|8BPWR|9MLV|aRCR
556	11424 15311	   	151.33	DCR|3VULN|1DMG|1CDMG	1LHND|2CGEN|3DMG|489VULN|5LIT|6RCR|7RPLT|aCDMG
557	32222 11215	   	151.27	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|3aDUR|4VULN|5LIT|6RCR|7DMG|8DUST|9AART
558	12423 15311	   	151.25	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9MLV|aLWND
559	12423 15313	   	151.25	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9aMLV
560	12423 15341	   	151.25	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|69RPLT|7AART|8BPWR|aLWND
561	13242 11116	   	151.23	DCR|3VULN|1DMG|1CDMG	19LHND|249VULN|3LIT|5MBVNT|6RCR|7DMG|89AIRHEL|9BPWR|aCDMG
562	13242 11522	   	151.23	DCR|3VULN|1DMG|1CDMG	1LHND|249VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|aFEWX
563	13242 11527	   	151.23	DCR|3VULN|1DMG|1CDMG	1LHND|249VULN|3aLIT|5MBVNT|6RCR|7DMG|8CDMG
564	13242 11528	   	151.23	DCR|3VULN|1DMG|1CDMG	1LHND|249VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|aBEXP
565	13242 11533	   	151.23	DCR|3VULN|1DMG|1CDMG	1LHND|24aVULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9CGEN
566	13242 11544	   	151.23	DCR|3VULN|1DMG|1CDMG	19LHND|24aVULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG
567	13242 11584	   	151.23	DCR|3VULN|1DMG|1CDMG	1LHND|24aVULN|39LIT|5MBVNT|6RCR|7DMG|8CDMG
568	21542 11514	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2BEXP|34aVULN|5MBVNT|6RCR|7DMG|8CDMG|9DMSP
569	21542 11533	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2BEXP|34aVULN|5MBVNT|6RCR|7DMG|8CDMG|9CGEN
570	21542 11544	   	151.23	DCR|3VULN|1DMG|1CDMG	19LIT|2BEXP|34aVULN|5MBVNT|6RCR|7DMG|8CDMG
571	13242 15534	   	151.23	DCR|3VULN|1DMG|1CDMG	17LHND|248VULN|3LIT|5MBVNT|6RCR|9DMG|aCDMG
572	33424 15311	   	151.23	DCR|3VULN|1DMG|1CDMG	1ERES|2LHND|3DMG|489VULN|5LIT|6RCR|7RPLT|aCDMG
573	13212 11524	   	151.23	DCR|3VULN|1DMG|1CDMG	14LHND|29aVULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG
574	13146 43212	 * 	151.20	DCR|2AART|2VULN|1CDMG|1ASPD	1LHND|28VULN|3FEWX|45AART|6CGEN|7CDMG|9ASPD|aRCR
575	13143 16532	   	151.20	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1aLHND|2VULN|3FEWX|4AART|5DMG|6RCVC|7ZMB|8CDMG|9RCR
576	13143 16533	   	151.20	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2VULN|3FEWX|4AART|5DMG|6RCVC|7ZMB|8CDMG|9RCR|aLIT
577	16426 21312	   	151.17	ACR|3VULN|1AART|1DUR	126LHND|2BPWR|3RCR|48aVULN|5AART|7DUR|9CGEN
578	26323 36623	   	151.16	DCR|1AART|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1LIT|2FEWX|3CDMG|47ZMB|5DMG|6RCR|8AART|9ASPD|aDUR
579	12423 15312	   	151.15	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9MLV|aERES
580	12423 15322	   	151.15	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9DUST|aLWND
581	12423 15331	   	151.15	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9TLV|aLWND
582	12423 15333	   	151.15	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9TLV|aMLV
583	12423 15343	   	151.15	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|69RPLT|7AART|8BPWR|aLEGI
584	13242 11521	   	151.13	DCR|3VULN|1DMG|1CDMG	1LHND|249VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|aTLV
585	13242 11523	   	151.13	DCR|3VULN|1DMG|1CDMG	1LHND|249VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|aERES
586	23542 11522	   	151.13	DCR|3VULN|1DMG|1CDMG	1LIT|2LEGI|349VULN|5MBVNT|6RCR|7DMG|8CDMG|aFEWX
587	23542 11533	   	151.13	DCR|3VULN|1DMG|1CDMG	1LIT|2LEGI|34aVULN|5MBVNT|6RCR|7DMG|8CDMG|9CGEN
588	31612 11526	   	151.13	DCR|3VULN|1DMG|1CDMG	1ERES|29aVULN|3MBVNT|4CGEN|5LIT|6RCR|7DMG|8CDMG
589	13343 16522	   	151.10	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1aLHND|2VULN|3DUST|4AART|5DMG|6RCVC|7ZMB|8CDMG|9RCR
590	13343 16523	   	151.10	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2VULN|3DUST|4AART|5DMG|6RCVC|7ZMB|8CDMG|9RCR|aLIT
591	16426 21332	   	151.07	ACR|3VULN|1AART|1DUR	126LHND|2BPWR|3RCR|48aVULN|5AART|7DUR|9ERES
592	22123 42232	   	151.06	DCR|2VULN|2DMG|1CDMG	19LIT|2BELT|3DMSP|48VULN|59LHND|69DMG|7RCR|9BPWR|aCDMG
593	23323 36623	   	151.06	DCR|1AART|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1LIT|2LEGI|3CDMG|47ZMB|5DMG|6RCR|8AART|9ASPD|aDUR
594	12423 15321	   	151.05	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9DUST|aTLV
595	12423 15324	   	151.05	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9DUST|aCANHEL
596	12423 15332	   	151.05	ACR|2VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9TLV|aERES
597	12433 32345	   	151.03	ACR|2DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2RCVC|3RCR|4ASPD|5BEXP|6aDMG|7ZMB|8VULN|9DUR
598	23542 11521	   	151.03	DCR|3VULN|1DMG|1CDMG	1LIT|2LEGI|349VULN|5MBVNT|6RCR|7DMG|8CDMG|aTLV
599	23542 11523	   	151.03	DCR|3VULN|1DMG|1CDMG	1LIT|2LEGI|349VULN|5MBVNT|6RCR|7DMG|8CDMG|aERES
