0	Index      	 *	Score 	Summary	Detail	
1	14122 32332	 * 	190.88	DCR|3VULN|3DMG|3ASPD	178DMG|2RMIN|39aVULN|478ASPD|578ERES|6RCR|78BPWR
486	14162 16323	   	162.10	DCR|3VULN|2DMG|1DUR	15DMG|2RMIN|38aVULN|4ERES|6RCR|7BEXP|9DUR
487	11342 46221	   	162.10	DCR|3DMG|2VULN|1DUR	135DMG|2LHND|4FEWX|6RCR|79VULN|8DUST|aDUR
488	13342 46221	   	162.10	DCR|3DMG|2VULN|1DUR	135DMG|2LWND|4FEWX|6RCR|79VULN|8DUST|aDUR
489	16123 51631	   	162.09	ACR|3DMG|1AART|1CDMG|1ZMB	129DMG|2BPWR|3RPLT|4CDMG|5RCR|6TLV|7ERES|8AART|aZMB
490	11332 25334	   	162.09	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LHND|4aCDMG|5CGEN|6DUST|7AART|8RCR|9VULN
491	13332 25334	   	162.09	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LWND|4aCDMG|5CGEN|6DUST|7AART|8RCR|9VULN
492	11353 61234	   	162.08	DCR|3DMG|1AART|1VULN	139DMG|29LHND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aCGEN
493	11353 61235	   	162.08	DCR|3DMG|1AART|1VULN	139DMG|29LHND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aLWND
494	11353 61236	   	162.08	DCR|3DMG|1AART|1VULN	139DMG|29LHND|4AART|5aBEXP|6VULN|7RCR|89DUST|9BPWR
495	13353 61234	   	162.08	DCR|3DMG|1AART|1VULN	139DMG|29LWND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aCGEN
496	13353 61235	   	162.08	DCR|3DMG|1AART|1VULN	139DMG|29LWND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aLHND
497	13353 61236	   	162.08	DCR|3DMG|1AART|1VULN	139DMG|29LWND|4AART|5aBEXP|6VULN|7RCR|89DUST|9BPWR
498	11352 66313	   	162.07	DCR|3DMG|2AART|1ZMB	137DMG|2LHND|4aAART|5ZMB|69FEWX|8RCR
499	13352 66313	   	162.07	DCR|3DMG|2AART|1ZMB	137DMG|2LWND|4aAART|5ZMB|69FEWX|8RCR
500	16123 24223	 * 	162.03	ACR|2VULN|2DMG|2CDMG|1DUR	12DMG|2BPWR|3RPLT|47CDMG|5RCR|6ERES|8aVULN|9DUR
501	16123 24313	   	162.03	ACR|2VULN|2DMG|2CDMG|1DUR	12DMG|2BPWR|3RPLT|47CDMG|5RCR|6ERES|8DUR|9aVULN
502	16321 11216	   	162.00	DCR|3VULN|2DMG|1DUR	12DMG|2BPWR|37ERES|4CGEN|5DUR|6RCR|89aVULN
503	11332 52426	   	161.98	DCR|3DMG|1AART|2CDMG	13aDMG|2LHND|49CDMG|5CGEN|6RCR|7RMIN|8AART
504	11353 61232	   	161.98	DCR|3DMG|1AART|1VULN	139DMG|29LHND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aERES
505	11353 61233	   	161.98	DCR|3DMG|1AART|1VULN	139DMG|29LHND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aTLV
506	13332 52426	   	161.98	DCR|3DMG|1AART|2CDMG	13aDMG|2LWND|49CDMG|5CGEN|6RCR|7RMIN|8AART
507	13353 61232	   	161.98	DCR|3DMG|1AART|1VULN	139DMG|29LWND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aERES
508	13353 61233	   	161.98	DCR|3DMG|1AART|1VULN	139DMG|29LWND|4AART|5BEXP|6VULN|7RCR|89DUST|9BPWR|aTLV
509	44231 22211	   	161.98	ACR|2VULN|1AART|2CDMG|2DUR	1CGEN|2RCR|3FEWX|46CDMG|59DUR|7AART|8aVULN
510	16312 36324	   	161.96	DCR|3DMG|1AART|1ZMB|1DUR	12aDMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8ZMB|9RCVC
511	11333 43611	   	161.92	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LHND|4CDMG|5FEWX|6VULN|7RPLT|89AART|aRCR
512	11334 43611	   	161.92	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LHND|4CDMG|5BEXP|6VULN|7RPLT|89AART|aRCR
513	13333 43611	   	161.92	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LWND|4CDMG|5FEWX|6VULN|7RPLT|89AART|aRCR
514	13334 43611	   	161.92	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LWND|4CDMG|5BEXP|6VULN|7RPLT|89AART|aRCR
515	11331 52426	   	161.88	DCR|3DMG|1AART|2CDMG	13aDMG|2LHND|49CDMG|5ERES|6RCR|7RMIN|8AART
516	13331 52426	   	161.88	DCR|3DMG|1AART|2CDMG	13aDMG|2LWND|49CDMG|5ERES|6RCR|7RMIN|8AART
517	11336 64164	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LHND|4CDMG|5MBVNT|6CANHEL|7AART|8VULN|9ZMB|aRCR
518	11335 43611	   	161.82	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LHND|4CDMG|5DUST|6VULN|7RPLT|89AART|aRCR
519	13335 43611	   	161.82	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LWND|4CDMG|5DUST|6VULN|7RPLT|89AART|aRCR
520	13333 51364	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	13DMG|2LWND|4CDMG|5FEWX|6CANHEL|7RCR|8ZMB|9aVULN
521	11133 13612	   	161.71	DCR|3DMG|2VULN|1CDMG	17aDMG|2LHND|3LIT|46VULN|5MLV|8CDMG|9RCR
522	11133 13616	 * 	161.71	DCR|3VULN|2DMG|1CDMG	17DMG|2LHND|3LIT|46aVULN|5MLV|8CDMG|9RCR
523	11136 53612	   	161.71	DCR|3DMG|2VULN|1CDMG	15aDMG|26LHND|3LIT|45VULN|5BPWR|7TLV|8CDMG|9RCR
524	12135 13612	   	161.71	DCR|3DMG|2VULN|1CDMG	17aDMG|2FEWX|3LIT|46VULN|5CGEN|8CDMG|9RCR
525	12136 13612	   	161.71	DCR|3DMG|2VULN|1CDMG	17aDMG|2FEWX|3LIT|45VULN|6MLV|8CDMG|9RCR
526	12136 13616	   	161.71	DCR|3VULN|2DMG|1CDMG	17DMG|2FEWX|3LIT|45aVULN|6MLV|8CDMG|9RCR
527	15135 13612	   	161.71	DCR|3DMG|2VULN|1CDMG	17aDMG|2BEXP|3LIT|46VULN|5CGEN|8CDMG|9RCR
528	15136 13612	   	161.71	DCR|3DMG|2VULN|1CDMG	17aDMG|2BEXP|3LIT|45VULN|6MLV|8CDMG|9RCR
529	11353 61521	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	13DMG|28LHND|4AART|5BEXP|6VULN|7RCR|9RCVC|aCDMG
530	11336 47334	   	161.61	DCR|3DMG|2VULN|1CDMG	13aDMG|2LHND|4CDMG|5MBVNT|67VULN|8MLV|9RCR
531	12136 23612	   	161.61	DCR|3DMG|2VULN|1CDMG	17aDMG|2FEWX|3LIT|45VULN|6ERES|8CDMG|9RCR
532	12136 23616	   	161.61	DCR|3VULN|2DMG|1CDMG	17DMG|2FEWX|3LIT|45aVULN|6ERES|8CDMG|9RCR
533	12136 43612	   	161.61	DCR|3DMG|2VULN|1CDMG	16aDMG|2FEWX|3LIT|45VULN|7ERES|8CDMG|9RCR
534	15136 23612	   	161.61	DCR|3DMG|2VULN|1CDMG	17aDMG|2BEXP|3LIT|45VULN|6ERES|8CDMG|9RCR
535	13332 53652	   	161.61	DCR|3DMG|1AART|1CDMG|1ASPD	138DMG|28LWND|4CDMG|5CGEN|6RCR|78FEWX|8BPWR|9ASPD|aAART
536	16121 42321	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3RPLT|4CDMG|5ZMB|68VULN|7BEXP|9DUR|aRCR
537	44236 22113	   	161.59	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3FEWX|4CDMG|56DMG|7RMIN|8TLV|9VULN|aAART
538	44323 32116	 * 	161.59	ACR|2DMG|1AART|1VULN|2ASPD	15CGEN|2RCR|36DMG|47ASPD|8LIT|9VULN|aAART
539	13332 53621	   	161.58	DCR|3DMG|1AART|2CDMG	138DMG|28LWND|4aCDMG|5CGEN|6RCR|78FEWX|8BPWR|9AART
540	15332 51621	   	161.58	DCR|3DMG|1AART|2CDMG	138DMG|28BEXP|4aCDMG|5CGEN|6RCR|78LWND|8BPWR|9AART
541	44326 32322	   	161.58	ACR|3DMG|1AART|1ZMB|1ASPD	17CGEN|2RCR|356DMG|4ASPD|8FEWX|9ZMB|aAART
542	11336 47134	   	161.51	DCR|3VULN|2DMG|1CDMG	13DMG|2LHND|4CDMG|5MBVNT|67aVULN|8TLV|9RCR
543	12553 62231	   	161.50	ACR|2DMG|1AART|1VULN|1CDMG	16DMG|2FEWX|3RPLT|4RCR|5RCVC|7AART|8VULN|9LWND|aCDMG
544	13331 53621	   	161.48	DCR|3DMG|1AART|2CDMG	138DMG|28LWND|4aCDMG|5ERES|6RCR|78FEWX|8BPWR|9AART
545	15331 51621	   	161.48	DCR|3DMG|1AART|2CDMG	138DMG|28BEXP|4aCDMG|5ERES|6RCR|78LWND|8BPWR|9AART
546	44326 32222	   	161.48	ACR|3DMG|1AART|1ZMB|1ASPD	17CGEN|2RCR|356DMG|4ASPD|8DUST|9ZMB|aAART
547	44343 32311	   	161.48	ACR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCR|37DMG|49DUR|5RMIN|6RPLT|8AART|aVULN
548	14323 42741	   	161.45	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2RMIN|3MBVNT|4ASPD|57CGEN|67VULN|7BPWR|8AART|9LWND|aRCR
549	16121 31621	   	161.44	DCR|3DMG|1VULN|2CDMG|1ZMB	126DMG|2BPWR|38RPLT|4aCDMG|5ZMB|7VULN|9RCR
550	44231 26311	   	161.38	ACR|2VULN|1AART|2CDMG|2DUR	1CGEN|2RCR|3FEWX|46CDMG|59DUR|7aVULN|8AART
551	44342 32311	   	161.38	ACR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCR|37DMG|49DUR|5TLV|6RPLT|8AART|aVULN
552	14321 82252	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7aAART|8VULN|9DMSP
553	44333 62311	   	161.37	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|36DMG|4RPLT|5ZMB|7AART|8BEXP|9DUR|aCDMG
554	13214 31442	   	161.36	DCR|2VULN|1DMG|2CDMG|2DUR|1ASPD	1DMG|2aLWND|3FEWX|45DUR|6RCR|7aVULN|8ASPD|9aCDMG|aBPWR
555	14323 42751	   	161.35	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2RMIN|3MBVNT|4ASPD|57CGEN|67VULN|7BPWR|8AART|9DUST|aRCR
556	16341 13513	 * 	161.30	DCR|2VULN|2DMG|2ZMB|1DUR	12DMG|2BPWR|3ERES|4DUR|57ZMB|6RCR|8LHND|9aVULN
557	11353 36323	   	161.28	DCR|3DMG|1AART|3ASPD	137DMG|2LHND|4AART|57BEXP|67aASPD|7BPWR|8RCR|9RCVC
558	13353 36323	   	161.28	DCR|3DMG|1AART|3ASPD	137DMG|2LWND|4AART|57BEXP|67aASPD|7BPWR|8RCR|9RCVC
559	14122 32663	   	161.28	DCR|2DMG|1AART|1VULN|2ASPD	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9MLV|aRCVC
560	16113 64313	   	161.19	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	12DMG|2BPWR|3RPLT|4SELL|5RCR|6CGEN|7CDMG|8VULN|9ASPD|aAART
561	14122 32622	   	161.18	DCR|2DMG|1AART|1VULN|2ASPD	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9VENICY|aRCVC
562	14122 32633	   	161.18	DCR|2DMG|1AART|1VULN|2ASPD	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9NUKE|aRCVC
563	12355 35211	   	161.14	DCR|3VULN|1AART|1DMG|1SELL	1DMG|2FEWX|3SELL|48aVULN|5AART|6TLV|7RCR|9BEXP
564	12355 35231	   	161.14	DCR|3VULN|1AART|1DMG|1SELL	1DMG|2FEWX|3SELL|489VULN|5AART|6TLV|7RCR|aBELT
565	12355 35232	   	161.14	DCR|3VULN|1AART|1DMG|1SELL	1DMG|2aFEWX|3SELL|489VULN|5AART|6TLV|7RCR
566	44233 22252	   	161.09	ACR|2VULN|2AART|2CDMG	1CGEN|2RCR|3FEWX|46CDMG|5DUST|7aAART|89VULN
567	44313 11411	   	161.08	ACR|3DMG|1VULN|1CDMG|1DUR	1CGEN|2RCR|38aDMG|4LWND|5RPLT|6DUR|7VULN|9CDMG
568	44321 33332	   	161.08	ACR|3VULN|1DMG|1CDMG|1ASPD	1CGEN|2RCR|3DMG|4ASPD|5CDMG|6MLV|7BELT|89aVULN
569	16151 61121	   	161.06	DCR|3DMG|1VULN|1CDMG|2DUR	126DMG|2BPWR|3RPLT|4VULN|5aDUR|7RCR|8CDMG|9TLV
570	44335 12232	   	161.05	ACR|2DMG|1AART|1VULN|1ZMB	15aCGEN|2RCR|3aDMG|4RPLT|6ZMB|7AART|8VULN|9aLWND|aBPWR
571	12355 35233	   	161.04	DCR|3VULN|1AART|1DMG|1SELL	1DMG|2FEWX|3SELL|489VULN|5AART|6TLV|7RCR|aMBVNT
572	44326 32121	   	160.98	ACR|3DMG|1VULN|1CDMG|1ASPD	17CGEN|2RCR|356DMG|4ASPD|8CDMG|9DLOT|aVULN
573	31362 13651	   	160.98	DCR|2DMG|1AART|1VULN|2ZMB	1DUST|2TLV|35DMG|4ERES|6RCR|7aZMB|8AART|9VULN
574	14321 82611	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|8ZMB|9BEXP|aVULN
575	14321 82644	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|8ZMB|9DMSP|aVULN
576	12553 24381	   	160.90	ACR|2DMG|1AART|1VULN|1CDMG	17DMG|27FEWX|3RPLT|4RCR|5RCVC|6MBVNT|7BPWR|8AART|9VULN|aCDMG
577	16311 13152	   	160.89	DCR|2DMG|3ZMB|1AART|1ASPD	12DMG|2BPWR|3ERES|4DUST|578ZMB|6RCR|9AART|aASPD
578	16311 13153	   	160.89	DCR|2DMG|3ZMB|1AART|1DUR	12DMG|2BPWR|3ERES|4DUST|578ZMB|6RCR|9AART|aDUR
579	16341 13151	   	160.89	DCR|2DMG|3ZMB|1AART|1DUR	12DMG|2BPWR|3ERES|4DUR|578ZMB|6RCR|9AART|aTLV
