0	Index      	 *	Score 	Summary	Detail	
1	23645 31436	 * 	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9DMG
490	23645 35131	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|57VULN|6RCR|8FEWX|9BEXP
491	23645 35211	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|57VULN|6RCR|8BEXP|9LWND
492	23414 13322	   	152.20	DCR|2AART|2VULN|1CDMG|1DUR	1DLOT|28AART|3DUST|4RMIN|59VULN|6CDMG|7DUR|aRCR
493	23231 16642	   	152.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9ZMB|aCGEN
494	23232 13615	   	152.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5LWND|6CDMG|7ZMB|8RCR|9VULN|aDMG
495	23235 13615	   	152.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5BEXP|6CDMG|7ZMB|8RCR|9VULN|aDMG
496	26141 25333	 * 	152.12	DCR|3VULN|3CDMG|1ZMB	1DLOT|2RPLT|38aVULN|4ZMB|569CDMG|7RCR
497	23642 36512	   	152.11	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LHND|6RCR|7ERES|89VULN
498	23644 36512	   	152.11	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LWND|6RCR|7ERES|89VULN
499	23645 31427	   	152.11	DCR|2AART|2VULN|1ZMB	1DLOT|29AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|aDUST
500	23645 35121	   	152.11	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|57VULN|6RCR|8FEWX|9DUST
501	23645 35221	   	152.11	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|57VULN|6RCR|8BEXP|9DUST
502	23645 35311	   	152.11	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|57VULN|6RCR|8DUST|9LWND
503	23516 22427	   	152.10	DCR|2AART|2VULN|1CDMG|1ASPD	1DLOT|23AART|4ASPD|5MBVNT|69VULN|7LEGI|8CDMG|aRCR
504	23231 13655	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7ZMB|8RCR|9DUST|aDMG
505	23231 16643	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9ZMB|aDUST
506	23242 13615	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5LWND|6CDMG|7ZMB|8RCR|9VULN|aDMG
507	23645 37423	   	152.08	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8RCVC|9BELT|aDUR
508	23153 63261	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1DLOT|2AART|3LIT|4LWND|5DUR|6VULN|79DMG|8RCR|aLHND
509	23153 63262	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1DLOT|2AART|3LIT|4LWND|5DUR|6VULN|79DMG|8RCR|aMGNLIT
510	23535 23531	 * 	152.04	3DMG|2AART|3ZMB|3DUR|2ASPD	1DLOT|23AART|489ZMB|5aASPD|69aDUR|79aDMG|9aBPWR
511	23264 16313	 * 	152.04	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DLOT|2AART|3RPLT|46CDMG|5VULN|7BELT|8DMG|9RCR|aDUR
512	26123 53633	 * 	152.00	DCR|3VULN|2ASPD|2DUR|1ZMB	1DLOT|2RPLT|38aVULN|48DUR|5MBVNT|68ASPD|7RCR|8BPWR|9ZMB
513	23683 14136	   	151.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ERES|5DMG|6RPLT|7ZMB|8RCR|9CDMG|aVULN
514	23111 56136	   	151.87	DCR|3DMG|1AART|1CDMG	1DLOT|2AART|3LIT|46aDMG|5AIRHEL|7BEXP|8CDMG|9RCR
515	16232 11243	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|27VULN|3ZMB|4BEXP|5CGEN|6DUR|8RCR|9CDMG|aAART
516	16235 11243	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|27VULN|3ZMB|4BEXP|5MLV|6DUR|8RCR|9CDMG|aAART
517	23645 37121	   	151.78	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8FEWX|9RCVC|aDUR
518	23645 37321	   	151.78	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8BEXP|9RCVC|aDUR
519	23522 32316	   	151.77	DCR|2AART|2VULN|1DMG	1DLOT|23AART|49MLV|5RPLT|6DMG|79DUST|89VULN|9BPWR|aRCR
520	23111 55136	   	151.77	DCR|3DMG|1AART|1CDMG	1DLOT|2AART|3LIT|46aDMG|5AIRHEL|7DUST|8CDMG|9RCR
521	23643 16248	 * 	151.76	DCR|3AART|1VULN|1DMG|1ZMB	1DLOT|278AART|3MBVNT|4ZMB|5DMG|6RPLT|9RCR|aVULN
522	16234 11243	   	151.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|27VULN|3ZMB|4BEXP|5TLV|6DUR|8RCR|9CDMG|aAART
523	16253 11243	   	151.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|27VULN|3ZMB|4CGEN|5DUST|6DUR|8RCR|9CDMG|aAART
524	23645 13218	   	151.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6CDMG|7DUR|8RPLT|aRCR
525	23112 33533	   	151.72	DCR|3DMG|1AART|1ZMB	1DLOT|2AART|3LIT|49aDMG|5ZMB|6RMIN|7LWND|8RCR
526	61612 32363	   	151.69	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ASPD|3AART|4CGEN|568VULN|7FEWX|9RCR|aDUR
527	23112 25633	   	151.62	DCR|3DMG|1AART|1ZMB	1DLOT|2AART|3LIT|49aDMG|5ZMB|6TLV|7BEXP|8RCR
528	64131 11243	   	151.59	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LHND|2RCVC|37VULN|4BEXP|5ASPD|6DUR|8RCR|9CDMG|aAART
529	61612 33363	   	151.59	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ASPD|3AART|4CGEN|568VULN|7DUST|9RCR|aDUR
530	16132 13532	   	151.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2VULN|3RPLT|4ZMB|5DUST|6DMG|78AART|9RCR|aDUR
531	23231 13625	   	151.32	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5aVULN|6CDMG|7ZMB|8RCR|9RCVC
532	23241 13625	   	151.22	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5aVULN|6CDMG|7ZMB|8RCR|9RCVC
533	23674 33543	 * 	151.16	ACR|2DMG|1AART|1CDMG|2DUR	1DLOT|2AART|3MBVNT|48DUR|5RCR|6DUST|7CDMG|9aDMG
534	51533 12133	   	151.15	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9CDMG|aBEXP
535	51533 12135	   	151.15	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9CDMG|aDMSP
536	51533 32133	   	151.15	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9CDMG|aFEWX
537	51533 32136	   	151.15	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9CDMG|aLIT
538	51533 42133	   	151.15	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6FEWX|78VULN|9CDMG|aBEXP
539	51533 13632	   	151.15	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6LWND|7BELT|8CDMG|9aVULN
540	16133 32211	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|278VULN|3RPLT|4ZMB|5RCR|6DUR|9BEXP|aDMG
541	16133 32235	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|278VULN|3RPLT|4ZMB|5RCR|6DUR|9CGEN|aDMG
542	16133 32261	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|278VULN|3RPLT|4ZMB|5RCR|6DUR|9LHND|aDMG
543	16133 61221	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|268VULN|3RPLT|4ZMB|5RCR|7BEXP|9DUR|aDMG
544	16133 43335	   	151.14	ACR|3VULN|1DMG|1ZMB|1ASPD	1ERES|279VULN|3RPLT|4ZMB|5RCR|6LSRICY|8DMG|aASPD
545	16133 62335	   	151.14	ACR|3VULN|1DMG|1ZMB|1ASPD	1ERES|269VULN|3RPLT|4ZMB|5RCR|7MGNSTR|8DMG|aASPD
546	23525 22316	 * 	151.08	DCR|2AART|2VULN|2DUR|1ASPD	1DLOT|23AART|49MLV|5ASPD|69DUR|7RPLT|89VULN|9BPWR|aRCR
547	21613 26235	   	151.07	DCR|2AART|2DMG|1VULN	1DLOT|2LSRREG|37AART|4CGEN|59DMG|6VULN|8LHND|aRCR
548	21633 24235	   	151.07	DCR|2AART|2DMG|1VULN	1DLOT|2LSRREG|35AART|49DMG|6VULN|7MLV|8LHND|aRCR
549	51533 52133	   	151.05	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6DUST|78VULN|9CDMG|aFEWX
550	51533 32135	   	151.05	ACR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9CDMG|aLEGI
551	16133 32221	   	151.04	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|278VULN|3RPLT|4ZMB|5RCR|6DUR|9MBVNT|aDMG
552	16133 32245	   	151.04	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|278VULN|3RPLT|4ZMB|5RCR|6DUR|9TLV|aDMG
553	16133 32251	   	151.04	ACR|3VULN|1DMG|1ZMB|1DUR	1ERES|278VULN|3RPLT|4ZMB|5RCR|6DUR|9DUST|aDMG
554	56133 23224	   	151.00	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	17ASPD|27VULN|3RPLT|4DUST|5DUR|67LHND|7BPWR|8AART|9CDMG|aRCR
555	11523 61122	 * 	150.98	ACR|2DMG|2AART|1CDMG	123ERES|2BPWR|4RCR|5aAART|6LIT|7CDMG|89DMG
556	21633 22435	   	150.97	DCR|2AART|2DMG|1VULN	1DLOT|2LSRREG|35AART|49DMG|6VULN|7DUST|8CGEN|aRCR
557	51533 12136	   	150.91	ACR|2VULN|3ASPD|1DMG|1CDMG|1SELL	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9CDMG|aSELL
558	12152 41233	   	150.78	ACR|3VULN|2DMG	1aERES|2BASICY|37aVULN|49LIT|5RCR|6LHND|8aDMG|aBPWR
559	12152 51213	   	150.78	ACR|3VULN|2DMG	1aERES|2BASICY|37aVULN|4LIT|5RCR|69FEWX|8aDMG|aBPWR
560	23645 33338	   	150.71	DCR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8ASPD|9DUR|aCDMG
561	56261 33321	   	150.70	DCR|1AART|1VULN|3ASPD|1DMG|1ZMB	169ASPD|2VULN|3ZMB|4BEXP|5DMG|7AART|8MGNSTR|aRCR
562	12152 61233	   	150.68	ACR|3VULN|2DMG	1aERES|2BASICY|37aVULN|49LIT|5RCR|6DUST|8aDMG|aBPWR
563	23643 31715	   	150.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5DMG|6FEWX|7aDUR|8RCR|9VULN
564	23643 31746	   	150.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5DMG|6FEWX|79DUR|8RCR|aVULN
565	23643 71713	   	150.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5DMG|6LHND|7aDUR|8RCR|9VULN
566	16132 13423	   	150.63	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3RPLT|4ZMB|5DUST|6DMG|7AART|8LWND|9RCR
567	56261 33221	   	150.60	DCR|1AART|1VULN|3ASPD|1DMG|1ZMB	169ASPD|2VULN|3ZMB|4BEXP|5DMG|7AART|8AIRHEA|aRCR
568	56431 33321	   	150.60	DCR|1AART|1VULN|3ASPD|1DMG|1ZMB	169ASPD|2VULN|3DUST|4ZMB|5DMG|7AART|8MGNSTR|aRCR
569	12521 25134	   	150.56	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2BASICY|3DUR|4DUST|59VULN|6TLV|7RCR|8AART|aDMG
570	56431 33221	   	150.50	DCR|1AART|1VULN|3ASPD|1DMG|1ZMB	169ASPD|2VULN|3DUST|4ZMB|5DMG|7AART|8AIRHEA|aRCR
571	42121 33652	   	150.50	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1BEXP|2FEWX|3DMG|4ZMB|56ASPD|7AART|8RCR|9VULN|aRCVC
572	23516 23813	   	150.36	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1DLOT|23AART|4ASPD|5MBVNT|6VULN|7DMG|8BELT|9RCR|aDUR
573	23431 35331	   	150.35	DCR|2VULN|1AART|1FLTHEA|1ASPD	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7FLTHEA|8ASPD|9RPLT
574	23643 81724	   	150.31	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DLOT|29AART|3MBVNT|4ZMB|5DMG|6DUST|7DUR|8RCR|aCDMG
575	23431 35214	   	150.25	DCR|2VULN|1AART|1FLTHEA|1DUR	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7FLTHEA|8TLV|9DUR
576	23431 35326	   	150.25	DCR|2VULN|1AART|1FLTHEA|1ASPD	1DLOT|2AART|39DUST|4FEWX|5aVULN|6RCR|7FLTHEA|8ASPD
577	23324 16116	   	150.22	DCR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1DLOT|2AART|37ASPD|4DUR|5VULN|6CDMG|8MLV|9RCR|aZMB
578	23324 16316	   	150.22	DCR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1DLOT|2AART|37ASPD|4DUR|5VULN|6CDMG|8CGEN|9RCR|aZMB
579	23624 31226	   	150.21	ACR|2AART|1VULN|1DMG|1ZMB	1DLOT|29AART|3MBVNT|4FEWX|5RCR|6DUST|7ZMB|8DMG|aVULN
580	12136 34816	   	150.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2BASICY|3VULN|4MBVNT|5AART|6BEXP|7CDMG|8RCR|9ZMB|aDMG
581	12136 41816	   	150.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2BASICY|3VULN|4MBVNT|5AART|6CDMG|7FEWX|8RCR|9ZMB|aDMG
582	23645 31325	   	150.18	DCR|2AART|1VULN|1FLTHEA|1ZMB	1DLOT|29AART|3MBVNT|4ZMB|5VULN|6RCR|7LIT|8RCVC|aFLTHEA
583	23431 31234	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5VULN|6RCR|7ZMB|8DUR|9LHND|aDMG
584	23431 31353	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5VULN|6RCR|7ZMB|8BELT|9DMG|aDUR
585	23642 38241	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7DMG|8ASPD|9BELT|aVULN
586	23642 38254	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7DMG|8ASPD|9MLV|aVULN
587	23644 38254	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8ASPD|9MLV|aVULN
588	23645 33322	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8ASPD|9CGEN|aDMG
589	23645 37143	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8FEWX|9LHND|aDUR
590	23645 37212	   	150.18	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9LWND|aCGEN
591	23645 37232	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9BEXP|aCGEN
592	23645 37242	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9BELT|aFEWX
593	23645 37243	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9BELT|aMLV
594	23645 37244	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9BELT|aLIT
595	23645 37334	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8BEXP|9CGEN|aASPD
596	23645 37343	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8BEXP|9LHND|aDUR
597	23432 31124	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|7ZMB|8DUR|9VULN|aDMG
598	23432 31214	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|7ZMB|8DMG|9VULN|aDUR
599	23433 31224	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5LWND|6RCR|7ZMB|8DUR|9VULN|aDMG
600	23642 34525	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7DUR|8FEWX|9VULN|aDMG
601	23642 35228	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7VULN|8BELT|9ASPD|aDMG
602	23642 35263	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7VULN|8BELT|9DMG|aDUR
603	23642 38113	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7DMG|8FEWX|9VULN|aDUR
604	23642 38313	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7DMG|8BEXP|9VULN|aDUR
605	23644 32725	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7LHND|8DUR|9VULN|aDMG
606	23644 33735	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7RPLT|8DMG|9DUR|aVULN
607	23644 33744	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7RPLT|8DMG|9VULN|aDUR
608	23644 35263	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7VULN|8BELT|9DMG|aDUR
609	23644 37543	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DUR|8FEWX|9DMG|aVULN
610	23644 38113	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8FEWX|9VULN|aDUR
611	23644 38123	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8FEWX|9DUR|aVULN
612	23644 38313	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8BEXP|9VULN|aDUR
613	23644 38323	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8BEXP|9DUR|aVULN
614	23645 32228	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7LHND|8BELT|9ASPD|aDMG
615	23645 32263	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7LHND|8BELT|9DMG|aDUR
616	23647 32225	   	150.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|7LHND|8DUR|9VULN|aDMG
617	52136 53221	   	150.17	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|24MLV|3aVULN|5LWND|6DMG|7RCVC|8RCR|9AART
618	23231 12521	   	150.16	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4FEWX|59VULN|6CDMG|7LHND|8RCR
619	23232 14521	   	150.16	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4FEWX|5LWND|6CDMG|79VULN|8RCR
620	23262 24521	   	150.16	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4CDMG|5LHND|6BEXP|79VULN|8RCR
621	23264 22521	   	150.16	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4CDMG|59VULN|6BEXP|7LHND|8RCR
622	23234 13313	   	150.13	ACR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|7ZMB|8BEXP|9aVULN
623	23324 23516	   	150.12	DCR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1DLOT|2AART|38ASPD|4DUR|5VULN|6TLV|7CDMG|9RCR|aZMB
624	52123 53223	   	150.10	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	14ASPD|2MLV|3VULN|5LEGI|6DMG|7RCVC|8RCR|9AART|aZMB
625	23642 38822	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7DMG|8AIRHEA|9VULN|aDUR
626	23644 38224	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8ASPD|9TLV|aVULN
627	23644 38822	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7DMG|8AIRHEA|9VULN|aDUR
628	23645 33312	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8ASPD|9ERES|aDMG
629	23645 33342	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8ASPD|9TLV|aDMG
630	23645 34218	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7TLV|8ASPD|9LWND|aDMG
631	23645 37213	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9LWND|aDUST
632	23645 37222	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9DUST|aCGEN
633	23645 37224	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9DUST|aLIT
634	23645 37233	   	150.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9BEXP|aDUST
635	52133 53221	   	150.07	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|24MLV|3aVULN|5LEGI|6DMG|7RCVC|8RCR|9AART
636	12115 41334	   	150.07	DCR|3VULN|1AART|1CDMG	1ERES|2BASICY|36aVULN|4LWND|5AART|7CDMG|8BEXP|9RCR
637	23241 12521	   	150.06	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4DUST|59VULN|6CDMG|7LHND|8RCR
638	23241 15521	   	150.06	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4DUST|59VULN|6CDMG|7BEXP|8RCR
639	23242 14521	   	150.06	DCR|2AART|2VULN|1CDMG	1DLOT|2aAART|3RPLT|4DUST|5LWND|6CDMG|79VULN|8RCR
640	23244 13113	   	150.03	ACR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5RCR|6CDMG|7ZMB|8FEWX|9aVULN
641	23244 13313	   	150.03	ACR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5RCR|6CDMG|7ZMB|8BEXP|9aVULN
642	23624 63413	   	150.03	ACR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6ZMB|7RPLT|8CDMG|9aVULN
643	52161 11231	   	149.99	DCR|2VULN|2DMG|1DUR|1ASPD	1ASPD|2MLV|37VULN|4BEXP|59DMG|6DUR|8RCR|aRCVC
644	16133 43313	   	149.98	ACR|2VULN|2DMG|2ZMB	1ERES|27VULN|3RPLT|4aZMB|5RCR|6LSRICY|89DMG
645	16133 62313	   	149.98	ACR|2VULN|2DMG|2ZMB	1ERES|26VULN|3RPLT|4aZMB|5RCR|7MGNSTR|89DMG
