0	Index      	 *	Score 	Summary	Detail	
1	31334 41134	 * 	199.57	ACR|4VULN|1AART|1DMG|2CDMG	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
502	33551 13352	   	171.03	DCR|3VULN|2AART|1DMG	179VULN|2LHND|3DMG|46AART|5CANSTR|8RCR|aCGEN
503	36243 52313	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	189VULN|2DUR|3ZMB|4LIT|5DMG|6CGEN|7AART|aRCR
504	32421 62314	   	171.01	ACR|4VULN|1AART|1ASPD|1DUR	1589VULN|2LIT|3RCR|4LHND|6ASPD|7AART|aDUR
505	32431 62314	   	171.01	ACR|4VULN|1AART|1DUR|1ASPD	1589VULN|2LIT|3RCR|4LWND|6ASPD|7AART|aDUR
506	31433 41223	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|23CGEN|4RCR|6DMG|8AART|9ZMB|aLEGI
507	31433 41225	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|23CGEN|4RCR|6DMG|8AART|9ZMB|aDUST
508	31333 41543	   	170.99	ACR|4VULN|2DMG	157aVULN|2CGEN|3RCVC|4RCR|6aDMG|8BELT|9aMLV|aBPWR
509	31434 32134	   	170.99	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|239CGEN|4RCR|5AART|67RCVC|89CDMG|9BPWR|aDMG
510	63133 12415	   	170.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17CGEN|2RCVC|3LHND|4RCR|57VULN|67DUR|7BPWR|8DMG|9AART|aZMB
511	24213 31166	   	170.96	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38aVULN|5RCR|6ASPD|7AART|9TLV
512	36113 31166	   	170.96	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	18aVULN|24DUR|3CDMG|5RCR|6ASPD|7AART|9TLV
513	31333 44633	   	170.94	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|2CGEN|3RCVC|4RCR|6DMG|7AART|8TLV|9DUR
514	33232 52451	   	170.94	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	15VULN|2LHND|3ZMB|4DUR|6ASPD|78DMG|9RCR|aCDMG
515	33531 33451	   	170.94	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	17VULN|2LHND|38DMG|4DUR|5ZMB|6ASPD|9RCR|aCDMG
516	33551 13322	   	170.93	DCR|3VULN|2AART|1DMG	17aVULN|2LHND|3DMG|46AART|5CANSTR|8RCR|9NUKE
517	24232 11246	   	170.92	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	16DUR|2CDMG|3aVULN|4RMIN|5RCR|79AART|8ZMB
518	36132 11246	   	170.92	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aVULN|26DUR|3CDMG|4RMIN|5RCR|79AART|8ZMB
519	34263 21141	   	170.87	ACR|3VULN|2AART|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|69AART|8FEWX|aBEXP
520	34263 21142	   	170.87	ACR|3VULN|2AART|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|69AART|8FEWX|aLWND
521	34263 21431	   	170.87	ACR|3VULN|2AART|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|69AART|8LHND|aBEXP
522	34263 21432	   	170.87	ACR|3VULN|2AART|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|69AART|8LHND|aLWND
523	34263 21433	   	170.87	ACR|3VULN|2AART|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|69AART|8LHND|aBELT
524	34263 23622	   	170.87	ACR|3VULN|2AART|1CDMG|1DUR	13aVULN|2CDMG|4DUR|5RCR|69AART|7BEXP|8FEWX
525	24211 31362	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|37VULN|5BEXP|6AART|8ASPD|9DMG|aRCR
526	24211 36132	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38VULN|5BEXP|6AART|7DMG|9ASPD|aRCR
527	34261 36322	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5BEXP|6AART|7DMG|8ASPD|aRCR
528	36111 31362	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	17VULN|24DUR|3CDMG|5BEXP|6AART|8ASPD|9DMG|aRCR
529	36111 36132	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18VULN|24DUR|3CDMG|5BEXP|6AART|7DMG|9ASPD|aRCR
530	36336 26221	   	170.81	DCR|3VULN|1AART|1DMG|2DUR	145VULN|25DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|9LWND|aLIT
531	36336 26222	   	170.81	DCR|3VULN|1AART|1DMG|2DUR	145VULN|25DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|9aLWND
532	36336 26231	   	170.81	DCR|3VULN|1AART|1DMG|2DUR	145VULN|25DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|9BEXP|aLIT
533	36336 26232	   	170.81	DCR|3VULN|1AART|1DMG|2DUR	145VULN|25DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|9BEXP|aLWND
534	24213 31534	 * 	170.80	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	14DUR|28CDMG|3VULN|5RCR|69ASPD|7AART|aDMG
535	36113 31534	   	170.80	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	1VULN|24DUR|38CDMG|5RCR|69ASPD|7AART|aDMG
536	43133 12415	   	170.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17ERES|2RCVC|3LHND|4RCR|57VULN|67DUR|7BPWR|8DMG|9AART|aZMB
537	33163 46322	   	170.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1aVULN|24LHND|3CDMG|5RCR|6AART|7DMG|8ASPD|9DUR
538	32124 62313	   	170.77	DCR|3VULN|2DMG|1AART	189VULN|26LIT|3FEWX|4LHND|56DMG|6BPWR|7AART|aRCR
539	32324 62313	   	170.77	DCR|3VULN|2DMG|1AART	189VULN|26LIT|3BEXP|4LHND|56DMG|6BPWR|7AART|aRCR
540	33215 52251	   	170.76	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	18VULN|2LHND|38ZMB|4DUST|5RCVC|6ASPD|78DMG|8BPWR|9RCR|aCDMG
541	33531 65111	   	170.71	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	18VULN|2LHND|3DMG|4DUR|5ZMB|6RCR|7ASPD|9AART|aCGEN
542	31336 12415	   	170.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2CGEN|3RCVC|4RCR|57LWND|67DUR|7BPWR|8DMG|9AART|aZMB
543	34263 26312	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ASPD|9ERES|aLHND
544	34263 26313	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ASPD|9ERES|aFEWX
545	34263 26331	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ASPD|9MLV|aERES
546	34263 26333	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ASPD|9MLV|aLSRHEA
547	24113 26152	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3CGEN|4TLV|5RCR|6AART|7DMG|8aVULN|9ASPD
548	33543 22313	   	170.67	DCR|3VULN|2DMG|1AART	189VULN|2LHND|35DMG|4LIT|6FEWX|7AART|aRCR
549	24213 31343	   	170.63	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3VULN|5RCR|6ASPD|79AART|8DMG|aRCVC
550	36113 31343	   	170.63	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1VULN|24DUR|3CDMG|5RCR|6ASPD|79AART|8DMG|aRCVC
551	33531 65112	   	170.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	18VULN|2LHND|3DMG|4DUR|5ZMB|6RCR|7ASPD|9AART|aDUST
552	33531 65113	   	170.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	18VULN|2LHND|3DMG|4DUR|5ZMB|6RCR|7ASPD|9AART|aERES
553	36132 16361	 * 	170.57	ACR|2VULN|3CDMG|1AART|3DUR|1ASPD	17VULN|267DUR|378CDMG|4RMIN|5RCR|7BPWR|9AART|aASPD
554	24232 16361	   	170.57	ACR|2VULN|3CDMG|1AART|3DUR|1ASPD	167DUR|278CDMG|37VULN|4RMIN|5RCR|7BPWR|9AART|aASPD
555	34263 26311	   	170.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ASPD|9aERES
556	33511 26225	   	170.57	DCR|2VULN|2DMG|1AART|2ZMB	17VULN|27LHND|38DMG|4DUST|57ZMB|6AART|7BPWR|9LWND|aRCR
557	33511 42335	   	170.57	DCR|2VULN|2DMG|1AART|2ZMB	17VULN|2LHND|37DMG|4DUST|58ZMB|67CGEN|7BPWR|9RCR|aAART
558	33543 52313	   	170.57	DCR|3VULN|2DMG|1AART	189VULN|2LHND|35DMG|4LIT|6DUST|7AART|aRCR
559	31423 32535	   	170.56	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|235CGEN|45DMG|5BPWR|6CDMG|8AART|9RCR|aRPLT
560	24213 36234	   	170.54	ACR|2VULN|1AART|2CDMG|3DUR|2ASPD	147DUR|29CDMG|37VULN|5RCR|67ASPD|7BPWR|8LWND|aAART
561	32412 12452	   	170.54	ACR|3VULN|1AART|2CDMG|1DUR	179VULN|2LIT|3RCR|48CDMG|5LHND|6AART|aDUR
562	33521 61116	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2LHND|3DMG|4BEXP|5ZMB|6RCR|7CGEN|9AART|aCDMG
563	31423 32531	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|235CGEN|45DMG|5BPWR|6CDMG|8AART|9RCR|aTLV
564	31423 32532	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|235CGEN|45DMG|5BPWR|6CDMG|8AART|9RCR|aMBVNT
565	31423 32536	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|235CGEN|45DMG|5BPWR|6CDMG|8AART|9RCR|aLEGI
566	31332 51262	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	167VULN|2CGEN|3RCVC|4RCR|5MLV|8AART|9DUR|aDMG
567	31333 41233	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9LIT|aDUR
568	31333 41234	   	170.44	ACR|3VULN|1AART|1DMG|1ASPD	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9LIT|aASPD
569	31333 41261	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9DUR|aBEXP
570	31333 41263	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9DUR|aFEWX
571	34263 22121	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7CGEN|9LIT|aZMB
572	34263 22252	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2CDMG|4DUR|5RCR|6AART|7CGEN|8ZMB|9LHND
573	34263 22261	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	139VULN|2CDMG|4DUR|5RCR|6AART|7CGEN|8ZMB|aBEXP
574	34263 22262	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	139VULN|2CDMG|4DUR|5RCR|6AART|7CGEN|8ZMB|aLWND
575	34263 24121	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7MLV|9LIT|aZMB
576	33163 41511	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	178VULN|24LHND|3CDMG|5RCR|6AART|9ZMB|aASPD
577	33511 61116	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2LHND|3DMG|4DUST|5ZMB|6RCR|7CGEN|9AART|aCDMG
578	31333 41266	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9DUR|aDUST
579	24213 26163	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9TLV|aRCVC
580	34113 35313	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2CDMG|3aCGEN|4MLV|5RCR|6DMG|7RCVC|8AART|9aDUR|aBPWR
581	36113 26163	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9TLV|aRCVC
582	34263 21221	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|8ERES|9LIT|aZMB
583	34263 25121	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7ERES|9LIT|aZMB
584	34263 25222	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2CDMG|4DUR|5RCR|6AART|7ERES|8ZMB|9LHND
585	34263 25232	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2CDMG|4DUR|5RCR|6AART|7ERES|8ZMB|9BEXP
586	34263 31335	   	170.17	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9MLV|aBEXP
587	34263 31312	   	170.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9ERES|aLHND
588	34263 31313	   	170.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9ERES|aFEWX
589	34263 31315	   	170.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9ERES|aBEXP
590	34263 31331	   	170.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9MLV|aERES
591	34263 31333	   	170.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9MLV|aLSRHEA
592	34263 31336	   	170.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9MLV|aDUST
593	32413 41134	 * 	170.00	ACR|3ZMB|1AART|2CDMG|1VULN|1FLTHEA	1VULN|2LIT|3RCR|47CDMG|5FLTHEA|689ZMB|aAART
594	34263 31311	   	169.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9aERES
595	34263 31316	   	169.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9ERES|aDUST
596	33212 52256	   	169.96	DCR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2LHND|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aFEWX
597	24213 26341	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3VULN|5RCR|69AART|7DMG|8ASPD|aBEXP
598	24213 26342	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3VULN|5RCR|69AART|7DMG|8ASPD|aLWND
599	36113 26341	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1VULN|24DUR|3CDMG|5RCR|69AART|7DMG|8ASPD|aBEXP
600	36113 26342	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1VULN|24DUR|3CDMG|5RCR|69AART|7DMG|8ASPD|aLWND
601	31251 13362	   	169.88	DCR|3VULN|1AART|1DMG|1ZMB	16aVULN|2CGEN|3SNIHEL|4DMG|5AART|7ERES|8RCR|9ZMB
602	33212 52253	   	169.86	DCR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2LHND|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aTLV
603	31333 46114	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|2CGEN|3RCVC|4RCR|6DMG|7DUR|8LHND|9AART
604	33232 23415	   	169.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	156VULN|2LHND|3ZMB|4DUR|7LWND|8DMG|9AART|aRCR
605	31333 46423	   	169.74	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|2CGEN|3RCVC|4RCR|6DMG|7DUR|8ERES|9AART
606	32424 63213	   	169.66	ACR|3VULN|2DMG|1DUR|1ASPD	16aVULN|2LIT|3RCR|48LHND|56DMG|6BPWR|7ASPD|9DUR
607	31434 41222	   	169.59	ACR|4VULN|1AART|1CDMG	167aVULN|23CGEN|4RCR|5AART|8LHND|9CDMG
608	24232 16325	 * 	169.59	ACR|4VULN|3CDMG|3DUR	167DUR|278CDMG|379aVULN|4RMIN|5RCR|7BPWR
609	36132 16325	   	169.59	ACR|4VULN|3CDMG|3DUR	179aVULN|267DUR|378CDMG|4RMIN|5RCR|7BPWR
