0	Index      	 *	Score 	Summary	Detail	
1	24163 22742	 * 	195.13	ACR|3VULN|3DMG|3ZMB	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7NUKE|89aZMB|9aBPWR
510	11213 44151	   	169.73	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|23aVULN|4RCR|5MBVNT|7DMG|8DUR|9CDMG
511	11213 44187	   	169.73	ACR|2VULN|2DMG|3ASPD|2DUR	16aASPD|23VULN|4RCR|5MBVNT|7aDMG|8aDUR|9LEGI|aBPWR
512	32351 33215	   	169.72	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	16CDMG|2ZMB|3DUR|457VULN|8BEXP|9AART|aRCR
513	32351 33515	   	169.72	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	16CDMG|2ZMB|3DUR|457VULN|8LHND|9AART|aRCR
514	32632 11551	   	169.70	DCR|3DMG|3ZMB|3CDMG	158CDMG|28aZMB|3LEGI|4DMSP|689DMG|7RCR|8aBPWR
515	11214 64211	   	169.69	ACR|4VULN|1AART|2ASPD	17ASPD|2357VULN|4RCR|6RCVC|7BPWR|8RPLT|9AART|aLWND
516	11214 64213	   	169.69	ACR|4VULN|1AART|2ASPD	17ASPD|2357VULN|4RCR|6RCVC|7BPWR|8RPLT|9AART|aBEXP
517	51213 23212	   	169.69	ACR|4VULN|1AART|1CDMG	1CGEN|237aVULN|4RCR|5CDMG|6RCVC|8BEXP|9AART
518	51213 23612	   	169.69	ACR|4VULN|1AART|1CDMG	1CGEN|237aVULN|4RCR|5CDMG|6RCVC|8FEWX|9AART
519	11213 54714	   	169.66	ACR|4VULN|3ASPD|1DMG	169ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8BEXP
520	11413 33412	   	169.64	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|28aVULN|3RCVC|4RCR|5MBVNT|67CDMG|9AART
521	11413 37512	   	169.64	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|27aVULN|3RCVC|4RCR|5MBVNT|68CDMG|9AART
522	51213 24252	   	169.64	ACR|3VULN|2DMG|1CDMG	1aCGEN|23aVULN|4RCR|5CDMG|6RCVC|7LWND|8DMSP|9aDMG|aBPWR
523	51213 25252	   	169.64	ACR|3VULN|2DMG|1CDMG	17aCGEN|23aVULN|4RCR|5CDMG|6RCVC|8BEXP|9aDMG|aBPWR
524	51513 23252	   	169.64	ACR|3VULN|2DMG|1CDMG	1aCGEN|27aVULN|3DMSP|4RCR|5CDMG|6RCVC|8BEXP|9aDMG|aBPWR
525	11133 38256	   	169.63	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|24VULN|3LWND|5MBVNT|68CDMG|7RCR|9DMG|aAART
526	11414 15112	   	169.60	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|25aVULN|3RCVC|4RCR|6DMG|7SELL|8CGEN|9AART
527	11214 13124	   	169.56	ACR|5VULN|1DMG|1ASPD	1ASPD|2358aVULN|4RCR|6DMG|7DMSP|9LIT
528	11214 13131	   	169.56	ACR|5VULN|1DMG|1ASPD	1ASPD|2358aVULN|4RCR|6DMG|7DMSP|9LHND
529	11214 13151	   	169.56	ACR|5VULN|1DMG|1ASPD	1ASPD|2358aVULN|4RCR|6DMG|7DMSP|9LWND
530	11213 54814	   	169.56	ACR|4VULN|3ASPD|1DMG	169ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8DUST
531	11222 13363	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|4aDMG|5LIT|6AART|7RCVC|8RCR|9RPLT
532	32132 31562	   	169.54	DCR|1AART|1VULN|2CDMG|1DMG|2DUR|1ZMB	15CDMG|2ZMB|36ERES|45DUR|5BPWR|7RCR|8AART|9VULN|aDMG
533	11414 53232	   	169.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8LHND|9DUR|aZMB
534	11414 53322	   	169.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8CGEN|9ZMB|aDUR
535	11214 13166	   	169.46	ACR|5VULN|1DMG|1ASPD	1ASPD|2358aVULN|4RCR|6DMG|7DMSP|9CANSTR
536	11213 33351	   	169.44	ACR|3VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|23aVULN|4RCR|5MBVNT|67CDMG|8DUR|9DMG
537	51263 41613	 * 	169.43	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CGEN|23VULN|4MBVNT|5CDMG|6BELT|7AART|8RCR|9DMG|aFLTHEA
538	11414 53122	   	169.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8ERES|9ZMB|aDUR
539	11213 37442	 * 	169.36	ACR|5VULN|2CDMG|1ASPD	1ASPD|23789VULN|4RCR|5MBVNT|6aCDMG
540	11522 11154	   	169.36	DCR|2VULN|2DMG|1AART|2ASPD	19ASPD|28VULN|3DMSP|49DMG|59LIT|6AART|7BELT|9BPWR|aRCR
541	14362 33632	   	169.34	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|24LHND|3RCR|59aVULN|67CDMG|8AART
542	51213 62241	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18CGEN|23VULN|4RCR|5CDMG|69DMG|7DUR|aZMB
543	51213 62342	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|23VULN|4RCR|5CDMG|69DMG|7DUR|8ZMB|aBEXP
544	11214 53231	   	169.21	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8LHND|9DUR|aFEWX
545	11214 53233	   	169.21	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8LHND|9DUR|aMLV
546	11214 53243	   	169.21	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8LHND|9MLV|aDUR
547	11214 53351	   	169.21	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8CGEN|9LIT|aDUR
548	11214 53363	   	169.21	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8CGEN|9LWND|aDUR
549	11214 53432	   	169.21	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8RMIN|9CGEN|aDUR
550	11214 55321	   	169.21	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7DUR|8RPLT|aLWND
551	11214 55323	   	169.21	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2359VULN|4RCR|6AART|7DUR|8RPLT|aBEXP
552	11213 54753	 * 	169.21	ACR|3VULN|3ASPD|1DMG|1CDMG	16aASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9CDMG
553	34321 13325	   	169.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17CDMG|2RMIN|3DUR|47LIT|5RCR|67DMG|7BPWR|8AART|9LWND|aVULN
554	34321 13335	   	169.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17CDMG|2RMIN|3DUR|47LIT|5RCR|67DMG|7BPWR|8AART|9LHND|aVULN
555	34321 13354	   	169.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17CDMG|2RMIN|3DUR|479LIT|5RCR|67DMG|7BPWR|8AART|aVULN
556	51243 61111	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|238VULN|4LWND|5CDMG|6DMG|7AART|9RCR|aRPLT
557	51243 61113	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|238VULN|4LWND|5CDMG|6DMG|7AART|9RCR|aBEXP
558	11214 52335	   	169.11	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7TLV|8DUR|aMLV
559	11214 52623	   	169.11	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2359VULN|4RCR|6AART|7TLV|8CGEN|aDUR
560	11214 53133	   	169.11	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8ERES|9CGEN|aDUR
561	11214 53161	   	169.11	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8ERES|9LIT|aDUR
562	11214 53235	   	169.11	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8LHND|9DUR|aTLV
563	11214 53312	   	169.11	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8CGEN|9NUKE|aDUR
564	11214 53412	   	169.11	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8RMIN|9NUKE|aDUR
565	11213 54853	   	169.11	ACR|3VULN|3ASPD|1DMG|1CDMG	16aASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUST|9CDMG
566	11213 34587	   	169.11	ACR|3VULN|3ASPD|1DMG|1CDMG	19aASPD|239VULN|4RCR|5MBVNT|6CDMG|7DMG|89CANHEL|9BPWR
567	11213 52873	   	169.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|8RCVC|9DUR|aDMG
568	11213 37861	   	169.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8RCVC|9DMG|aZMB
569	24163 26442	   	169.04	ACR|3VULN|3DMG	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7RCVC|89aLWND|9aBPWR
570	11214 52331	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7TLV|8DUR|aERES
571	11214 52332	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7aTLV|8DUR
572	11214 52333	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7TLV|8DUR|aSNIHEL
573	11214 53112	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8ERES|9NUKE|aDUR
574	11214 55231	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7DUR|8TLV|aERES
575	11214 55232	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7DUR|8aTLV
576	11214 55233	   	169.01	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|2359VULN|4RCR|6AART|7DUR|8TLV|aSNIHEL
577	11214 11134	   	168.97	ACR|4VULN|1DMG|2DUR|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LHND|89DUR
578	11214 12133	   	168.97	ACR|4VULN|1DMG|2DUR|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LWND|89DUR
579	15323 16533	   	168.96	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|2FEWX|3RCR|4LIT|57aVULN|68AART|9DUR
580	11221 12355	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|8LIT|9RCVC|aAART
581	33341 36215	   	168.93	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|3RCVC|4BEXP|567VULN|8DMG|9AART|aRCR
582	11214 51341	   	168.89	ACR|4VULN|1AART|2ASPD	19ASPD|2359VULN|4RCR|6AART|79DUST|8RPLT|9BPWR|aLWND
583	11214 51343	   	168.89	ACR|4VULN|1AART|2ASPD	19ASPD|2359VULN|4RCR|6AART|79DUST|8RPLT|9BPWR|aBEXP
584	11213 63844	   	168.87	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6LIT|7LWND|8AART|9aDMG
585	11213 67844	   	168.87	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6LIT|7FEWX|8AART|9aDMG
586	11213 68844	   	168.87	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6LIT|7BEXP|8AART|9aDMG
587	41214 13343	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9FEWX|aRCVC
588	11214 52221	   	168.79	ACR|4VULN|1AART|2ASPD	1aASPD|235aVULN|4RCR|6AART|7aTLV|8LEGI|9BELT|aBPWR
589	11214 53151	   	168.79	ACR|4VULN|1AART|2ASPD	19ASPD|2357VULN|4RCR|6AART|8ERES|aLWND
590	11214 53152	   	168.79	ACR|4VULN|1AART|2ASPD	19ASPD|2357VULN|4RCR|6AART|8ERES|aBEXP
591	11216 65331	   	168.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|23VULN|4RCR|56LIT|7DMG|8DUR|9AART|aZMB
592	11514 14331	   	168.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25VULN|3DMSP|4RCR|6DMG|7LIT|8DUR|9AART|aZMB
593	41214 15232	   	168.69	ACR|3VULN|3DMG|1SELL	1aTLV|235VULN|4RCR|68aDMG|7SELL|9aFEWX|aBPWR
594	11214 53153	   	168.69	ACR|4VULN|1AART|2ASPD	19ASPD|2357VULN|4RCR|6AART|8ERES|aDUST
595	41212 65113	   	168.67	ACR|5VULN|1AART	15TLV|2378aVULN|4RCR|6RCVC|9AART
596	15323 13623	   	168.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	17ASPD|2FEWX|3RCR|4LIT|5VULN|6AART|8ZMB|9CDMG|aDMG
597	15323 16123	   	168.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2FEWX|3RCR|4LIT|57VULN|6AART|8RMIN|9CDMG|aDMG
598	32354 36131	   	168.60	DCR|3VULN|3CDMG|2ZMB|2DUR	156CDMG|28ZMB|38DUR|458VULN|58BPWR|7RCR|9aLHND
599	32354 36132	   	168.60	DCR|3VULN|3CDMG|2ZMB|2DUR	156CDMG|28ZMB|38DUR|458VULN|58BPWR|7RCR|9LHND|aFEWX
600	32354 36133	   	168.60	DCR|3VULN|3CDMG|2ZMB|2DUR	156CDMG|28ZMB|38DUR|458VULN|58BPWR|7RCR|9LHND|aBEXP
601	11211 65212	   	168.60	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|23aVULN|4RCR|5ERES|6RCVC|7SELL|8DMG|9AART
602	11212 65212	   	168.60	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|23aVULN|4RCR|5TLV|6RCVC|7SELL|8DMG|9AART
603	51213 36343	   	168.60	ACR|2VULN|2DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|8aDMG|9RPLT
604	51213 36352	   	168.60	ACR|2VULN|2DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|89DMG|aMLV
605	51213 36353	   	168.60	ACR|2VULN|2DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|89DMG|aBEXP
606	31161 35115	   	168.55	DCR|2VULN|2DMG|3CDMG|2DUR	136CDMG|238FEWX|38BPWR|49DMG|58DUR|78VULN|aRCR
607	31161 53115	   	168.55	DCR|2VULN|2DMG|3CDMG|2DUR	137CDMG|238FEWX|38BPWR|49DMG|58DUR|68VULN|aRCR
608	11214 11142	   	168.52	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8aDUR|9CDMG
609	11214 12142	   	168.52	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8aDUR|9CDMG
610	11212 53334	   	168.51	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|239aVULN|4RCR|5TLV|6DMSP|7AART|8DUR
611	32354 36121	   	168.50	DCR|3VULN|3CDMG|2ZMB|2DUR	156CDMG|28ZMB|38DUR|458VULN|58BPWR|7RCR|9DUST|aLHND
612	32354 36122	   	168.50	DCR|3VULN|3CDMG|2ZMB|2DUR	156CDMG|28ZMB|38DUR|458VULN|58BPWR|7RCR|9DUST|aFEWX
613	11213 54126	   	168.49	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aRCVC
614	11265 14135	   	168.45	DCR|4VULN|1DMG|2DUR|1ASPD	1ASPD|235aVULN|4MBVNT|6DMG|7RCR|89DUR
615	31145 32131	   	168.43	DCR|2DMG|3CDMG|1AART|1VULN	136CDMG|23FEWX|36BPWR|4BEXP|56DMG|7AART|8RCR|9CGEN|aVULN
616	51225 12513	   	168.42	DCR|3VULN|2DMG|1CDMG	1CGEN|239VULN|46DMG|5RMIN|7RCR|8RCVC|aCDMG
617	11213 37352	   	168.42	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8aDUR|9DMG
618	32132 31236	   	168.40	DCR|3DMG|3CDMG|2ZMB|2DUR	159CDMG|29ZMB|36ERES|45DUR|59BPWR|7RCR|89aDMG
619	32132 31362	   	168.40	DCR|3VULN|3CDMG|2ZMB|2DUR	15aCDMG|2aZMB|36ERES|45DUR|5aBPWR|7RCR|89aVULN
620	11263 44536	 * 	168.37	DCR|4VULN|1AART|2ASPD	18ASPD|2389VULN|4MBVNT|5RPLT|6RCR|78ERES|8BPWR|aAART
621	31145 32141	   	168.33	DCR|2DMG|3CDMG|1AART|1VULN	136CDMG|23FEWX|36BPWR|4BEXP|56DMG|7AART|8RCR|9DUST|aVULN
622	41221 12513	   	168.32	DCR|3VULN|2DMG|1CDMG	1TLV|239VULN|46DMG|5CGEN|7RCR|8RCVC|aCDMG
623	11414 13252	   	168.23	ACR|2VULN|2DMG|2ASPD|1CDMG	19ASPD|25VULN|3RCVC|4RCR|69DMG|7DMSP|89LSRREG|9BPWR|aCDMG
624	11214 32341	   	168.17	ACR|4VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|235aVULN|4RCR|6DUR|7ZMB|8DUST|9CDMG
625	11214 32641	   	168.17	ACR|4VULN|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|235aVULN|4RCR|6DUR|7ZMB|8LEGI|9CDMG
626	11222 16313	 * 	168.15	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1ASPD|23VULN|4DMG|5LIT|6aAART|7DUR|8RCR|9LHND
627	11213 33812	   	168.14	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|23aVULN|4RCR|5MBVNT|67CDMG|8RCVC|9AART
628	13212 36216	   	168.14	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3LWND|4RCR|57VULN|6CDMG|8DMSP|9AART|aDMG
629	11214 51611	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8CGEN|9DMG|aBELT
630	11214 51613	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8CGEN|9DMG|aLWND
631	11214 54211	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7LHND|8TLV|9DMG|aBELT
632	11214 54213	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7LHND|8TLV|9DMG|aLWND
633	11514 53131	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|257VULN|3DMSP|4RCR|6AART|8ERES|9CGEN|aDMG
634	11514 53311	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|257VULN|3DMSP|4RCR|6AART|8CGEN|9NUKE|aDMG
635	52523 34121	 * 	168.11	DCR|2DMG|3ZMB|1AART|1VULN	1CGEN|2TLV|3AART|4VULN|589ZMB|67DMG|aRCR
636	51213 62222	   	168.09	ACR|3VULN|1DMG|2CDMG|2DUR	18aCGEN|23aVULN|4RCR|59CDMG|6DMG|7aDUR|aBPWR
637	11213 64144	   	168.04	ACR|4VULN|2ASPD|1CDMG|1ZMB	17ASPD|2379VULN|4RCR|5MBVNT|67LIT|7BPWR|8CDMG|aZMB
638	11214 51211	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8TLV|9DMG|aBELT
639	11214 51213	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8TLV|9DMG|aLWND
640	11214 51511	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8ERES|9DMG|aBELT
641	11214 51513	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8ERES|9DMG|aLWND
642	11214 52211	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8LEGI|9DMG|aBELT
643	11214 52213	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8LEGI|9DMG|aLWND
644	11214 56211	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7MBVNT|8TLV|9DMG|aBELT
645	11214 56213	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7MBVNT|8TLV|9DMG|aLWND
646	11214 56214	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7MBVNT|8TLV|9DMG|aLHND
647	11514 51212	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|25aVULN|3DMSP|4RCR|6AART|7DUST|8TLV|9DMG
648	11514 52212	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|25aVULN|3DMSP|4RCR|6AART|7TLV|8LEGI|9DMG
649	11514 53111	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|257VULN|3DMSP|4RCR|6AART|8ERES|9NUKE|aDMG
650	51211 54212	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1CGEN|23aVULN|4RCR|5ERES|6AART|7DMG|8TLV|9ASPD
651	11211 55216	   	168.03	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|23VULN|4RCR|5ERES|6DMSP|7SELL|8aDMG|9AART
652	11212 55216	   	168.03	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|23VULN|4RCR|5TLV|6DMSP|7SELL|8aDMG|9AART
653	11214 65232	   	168.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8LHND|9DUR|aZMB
654	11214 65322	   	168.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8CGEN|9ZMB|aDUR
655	51216 63312	   	168.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1CGEN|23aVULN|4RCR|5ZMB|6RCVC|7AART|8DUR|9ASPD
656	11265 14152	   	168.00	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8aDUR|9CDMG
657	11214 51215	   	167.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUST|8aTLV|9DMG
658	11214 52215	   	167.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6AART|7aTLV|8LEGI|9DMG
659	11211 63152	   	167.92	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5ERES|6RCVC|7AART|8ZMB|9DUR
660	11212 63152	   	167.92	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5TLV|6RCVC|7AART|8ZMB|9DUR
661	11214 65122	   	167.92	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8ERES|9ZMB|aDUR
662	11263 43264	   	167.92	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23VULN|4MBVNT|5RPLT|6RCR|7RCVC|8CDMG|9DMG|aAART
663	11513 64454	   	167.90	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	17ASPD|27VULN|3DMSP|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9ZMB|aAART
664	11221 12451	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|8BASHEA|9AART|aLHND
665	11221 12453	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|8BASHEA|9AART|aBEXP
666	11221 12454	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5aCGEN|7RCR|8BASHEA|9AART
667	11213 52261	 * 	167.84	ACR|3VULN|1AART|2ZMB|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aZMB|8LIT|9AART
668	11413 54113	   	167.84	ACR|2VULN|2DMG|3ASPD|1DUR	169ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7aDMG|8DUR
669	11513 54254	   	167.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|26VULN|3DMSP|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9ZMB|aAART
670	11513 54644	   	167.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|26VULN|3DMSP|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9LIT|aAART
671	11513 54724	   	167.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|26VULN|3DMSP|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9ZMB|aAART
672	41216 24321	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|23VULN|4RCR|5LIT|6RPLT|7ZMB|8CDMG|9DMG|aAART
673	41216 51321	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|23VULN|4RCR|5LIT|6ZMB|7RPLT|8CDMG|9DMG|aAART
674	11213 54137	   	167.79	ACR|3VULN|3ASPD|1DMG|2DUR	16aASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|89DUR
675	32346 33212	 * 	167.75	DCR|2AART|2DMG|2ZMB|1CDMG|1DUR	1CDMG|26ZMB|3DUR|4DUST|58AART|7aDMG|9RCR
676	11221 12456	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|8BASHEA|9AART|aERES
677	11214 11534	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LHND|8ZMB|9CGEN
678	11214 12534	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LWND|8ZMB|9CGEN
679	11214 12561	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6DMG|79LWND|8ZMB
680	11214 13141	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|2358VULN|4RCR|6DMG|7DMSP|9RPLT|aZMB
