0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22123 43542	4	 * 	258.64	DCR|4VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aDMG
501	22325 41213	6	   	232.51	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|2RPLT|3TLV|4DUR|5CDMG|6LIT|7aVULN|8DMG|9RCR
502	22355 21623	8	   	232.51	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|2RPLT|3TLV|4CDMG|5DUR|6DMG|7RCR|8LIT|9aVULN
503	22355 41213	6	   	232.51	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|2RPLT|3TLV|4CDMG|5DUR|6LIT|7aVULN|8DMG|9RCR
504	32325 21623	8	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1ZMB|2RPLT|3TLV|4DUR|5CDMG|6DMG|7RCR|8LIT|9aVULN
505	32325 41213	6	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1ZMB|2RPLT|3TLV|4DUR|5CDMG|6LIT|7aVULN|8DMG|9RCR
506	32325 42213	7	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1ZMB|2RPLT|3TLV|4DUR|5CDMG|6LIT|7aVULN|8DMG|9RCR
507	32356 51213	5	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1ZMB|2RPLT|3TLV|4CDMG|5LIT|6DUR|7aVULN|8DMG|9RCR
508	32356 51213	6	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1ZMB|2RPLT|3TLV|4CDMG|5LIT|6DUR|7aVULN|8DMG|9RCR
509	32356 52213	7	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1ZMB|2RPLT|3TLV|4CDMG|5LIT|6DUR|7aVULN|8DMG|9RCR
510	62212 46213	3	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2RPLT|3aVULN|4CDMG|5LIT|6ZMB|7DUR|8DMG|9RCR
511	62512 41213	2	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2RPLT|3DUR|4CDMG|5LIT|6ZMB|7aVULN|8DMG|9RCR
512	62612 41213	3	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2RPLT|3DUR|4CDMG|5LIT|6ZMB|7aVULN|8DMG|9RCR
513	63222 66213	1	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|3aVULN|4LIT|5CGEN|6RPLT|7DUR|8DMG|9RCR
514	66322 61213	1	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2DUR|3CDMG|4LIT|5CGEN|6RPLT|7aVULN|8DMG|9RCR
515	12152 24341	3	   	232.40	ACR|4VULN|1DUR|1TLV|1CDMG|1ASPD	1BEXP|2ASPD|3RCR|4CDMG|579aVULN|6TLV|8DUR
516	11653 22251	10	   	232.35	DCR|3VULN|1TLV|1DUR|2LIT	19BEXP|2DUR|3MBVNT|489VULN|5LWND|6TLV|79LIT|9BPWR|aRCR
517	11653 22254	9	   	232.35	DCR|3VULN|1TLV|1DUR|2LIT	19BEXP|2DUR|3MBVNT|489VULN|5LWND|6TLV|79LIT|9BPWR|aRCR
518	11654 22251	10	   	232.35	DCR|3VULN|1TLV|1DUR|2LIT	19BEXP|2DUR|3MBVNT|489VULN|5LHND|6TLV|79LIT|9BPWR|aRCR
519	11654 22254	9	   	232.35	DCR|3VULN|1TLV|1DUR|2LIT	19BEXP|2DUR|3MBVNT|489VULN|5LHND|6TLV|79LIT|9BPWR|aRCR
520	61315 31343	8	   	232.31	DCR|3VULN|2CDMG|1TLV|1ASPD	1TLV|2aFEWX|3MLV|4LWND|5aCDMG|6ASPD|79aVULN|8RCR|aBPWR
521	44112 51312	6	   	232.29	ACR|3VULN|2DMG|2DUR|1ASPD	1RCR|29DMG|3RMIN|49LWND|5aDUR|6ASPD|789VULN|9BPWR
522	44112 53312	7	   	232.29	ACR|3VULN|2DMG|2DUR|1ASPD	1RCR|29DMG|3RMIN|49LWND|5aDUR|6ASPD|789VULN|9BPWR
523	63132 33134	1	   	232.23	DCR|2VULN|2TLV|1DMG|1CDMG|1ASPD|1AART	13TLV|2CDMG|4DMG|5MBVNT|6RCR|7AART|8aVULN|9ASPD
524	64632 33134	3	   	232.23	DCR|2VULN|2TLV|1DMG|1CDMG|1ASPD|1AART	12TLV|3CDMG|4DMG|5MBVNT|6RCR|7AART|8aVULN|9ASPD
525	12435 42211	2	   	232.21	DCR|3VULN|1DMG|1TLV|1ASPD	1BEXP|2ASPD|3DMG|4BELT|5LWND|6RCR|7TLV|89aVULN
526	12622 16251	6	   	232.21	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3RPLT|4DUR|5DMG|69aVULN|7RCR|8MLV
527	24161 13351	6	   	232.21	DCR|3VULN|1DMG|1TLV|1ASPD	1MLV|2TLV|3LHND|469VULN|5BEXP|7DMG|8ASPD|aRCR
528	32261 17744	3	   	232.21	DCR|3VULN|1DMG|1DUR|1ASPD	14ZMB|2RPLT|349VULN|4BPWR|5MBVNT|6DUR|7RCR|8ASPD|aDMG
529	32264 51322	7	   	232.21	DCR|3VULN|2CDMG|1DUR|1ASPD	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6FEWX|7RCR|8ASPD|aDUR
530	34163 13351	6	   	232.21	DCR|3VULN|1DMG|1TLV|1ASPD	1ZMB|2TLV|3LHND|469VULN|5LWND|7DMG|8ASPD|aRCR
531	51226 13351	6	   	232.21	DCR|3VULN|1DMG|1DUR|1ASPD	1LHND|2DUR|3MLV|469VULN|5ZMB|7DMG|8ASPD|aRCR
532	53162 13351	6	   	232.21	DCR|3VULN|1DMG|1DUR|1ASPD	1LHND|2MLV|3ZMB|469VULN|5DUR|7DMG|8ASPD|aRCR
533	33631 51241	1	   	232.19	DCR|4VULN|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|4LWND|589aVULN|6RCR|7BEXP
534	44112 31314	6	   	232.19	ACR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1RCR|29DMG|3RMIN|4LWND|59DUR|6NUKE|789VULN|9BPWR|aASPD
535	44112 33314	7	   	232.19	ACR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1RCR|29DMG|3RMIN|4LWND|59DUR|6NUKE|789VULN|9BPWR|aASPD
536	14611 31425	6	   	232.19	ACR|3VULN|2DMG|2DUR|1ASPD	18BEXP|2RCR|3MBVNT|45DUR|68DMG|789VULN|8BPWR|aASPD
537	14611 33425	7	   	232.19	ACR|3VULN|2DMG|2DUR|1ASPD	18BEXP|2RCR|3MBVNT|45DUR|68DMG|789VULN|8BPWR|aASPD
538	22212 51334	4	   	232.18	DCR|3VULN|2DUR|1TLV	19MLV|2RPLT|39aVULN|47LWND|5TLV|6RCR|89DUR|9BPWR
539	11411 43341	8	   	232.18	DCR|3VULN|2DUR|1TLV	19BEXP|29DUR|37RPLT|4LHND|5TLV|69aVULN|8RCR|9BPWR
540	14612 31415	6	   	232.12	ACR|3VULN|3DMG|1DUR|1AART	189BEXP|2RCR|3MBVNT|4DUR|5RCVC|689DMG|789VULN|89BPWR|aAART
541	14612 33415	7	   	232.12	ACR|3VULN|3DMG|1DUR|1AART	189BEXP|2RCR|3MBVNT|4DUR|5RCVC|689DMG|789VULN|89BPWR|aAART
542	11633 44467	3	   	232.11	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|2DUR|3MBVNT|49aVULN|5ASPD|6LWND|7RCR|8DMG
543	22336 33231	1	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1MLV|2ASPD|3ERES|457VULN|6RCR|8TLV|9ZMB|aDMG
544	25235 31343	8	   	232.11	DCR|3VULN|2CDMG|1DUR|1ASPD	1MLV|2aERES|3FEWX|4DUR|5aCDMG|6ASPD|79aVULN|8RCR|aBPWR
545	33611 51431	1	   	232.11	DCR|3VULN|2CDMG|1DUR|1ASPD	1ZMB|28CDMG|3ASPD|4DUR|59aVULN|6RCR|7BEXP
546	33623 51431	1	   	232.11	DCR|3VULN|2CDMG|1DUR|1ASPD	1ZMB|28CDMG|3ASPD|49aVULN|5DUR|6RCR|7BEXP
547	62336 31134	1	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3ERES|459VULN|6RCR|7BEXP|8LHND|aDMG
548	62336 31533	1	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3ERES|45aVULN|6RCR|7BEXP|8DMG|9RPLT
549	62336 33324	1	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3ERES|457VULN|6RCR|8LHND|9BEXP|aDMG
550	62336 33421	1	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3ERES|457VULN|6RCR|89BEXP|aDMG
551	62214 13343	3	   	232.10	DCR|2VULN|2DUR|2TLV|1CDMG|1AART	19TLV|2RPLT|39VULN|4CDMG|5aDUR|6AART|79DUST|8RCR|9BPWR
552	62262 13343	5	   	232.10	DCR|2VULN|2DUR|2TLV|1CDMG|1AART	19TLV|2RPLT|39VULN|4CDMG|5aDUR|6AART|79DUST|8RCR|9BPWR
553	32261 17173	3	   	232.10	DCR|4VULN|1DUR	14ZMB|2RPLT|349aVULN|4BPWR|5MBVNT|6DUR|7RCR|8LIT
554	62214 14311	4	   	232.10	DCR|4VULN|1TLV	1TLV|2RPLT|379aVULN|4LWND|5LIT|6ZMB|8RCR
555	62111 65123	10	   	232.05	DCR|2VULN|2DMG|2TLV|1DUR	1aTLV|2RPLT|346LWND|5DUR|7aVULN|8aDMG|9RCR|aBPWR
556	22336 33255	1	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1MLV|2ASPD|3ERES|457VULN|6RCR|8TLV|9BBNT|aDMG
557	22336 33651	1	   	232.01	DCR|3VULN|1DMG|1DUR|1ASPD	1MLV|2ASPD|38ERES|457VULN|6RCR|9DUR|aDMG
558	62336 31234	1	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3ERES|459VULN|6RCR|7BEXP|8DUST|aDMG
559	62336 33124	1	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3ERES|457VULN|6RCR|8DUST|9BEXP|aDMG
560	62336 33213	1	   	232.01	DCR|3VULN|2TLV|1DUR|1ASPD	18TLV|2ASPD|3ERES|457VULN|6RCR|9RCVC|aDUR
561	62336 33252	1	   	232.01	DCR|3VULN|2TLV|1DUR|1ASPD	18TLV|2ASPD|3ERES|457VULN|6RCR|9DUR|aBEXP
562	62336 33621	1	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|38ERES|457VULN|6RCR|9FEWX|aDMG
563	62336 33631	1	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|38ERES|457VULN|6RCR|9LHND|aDMG
564	62136 34111	5	   	232.00	DCR|4VULN|1TLV	1TLV|2RPLT|3LWND|4ERES|5LIT|679aVULN|8RCR
565	11441 42331	8	   	231.98	DCR|3VULN|2DUR|1TLV	1BEXP|29DUR|3RPLT|46aVULN|5TLV|7LHND|8RCR
566	11441 43331	5	   	231.98	DCR|3VULN|2DUR|1TLV	1BEXP|29DUR|3RPLT|48aVULN|5TLV|6RCR|7FEWX
567	61211 46331	8	   	231.98	DCR|3VULN|2DUR|1TLV	1TLV|2FEWX|3BEXP|49DUR|5RPLT|67aVULN|8RCR
568	62125 43331	5	   	231.98	DCR|3VULN|2DUR|1TLV	1TLV|2RPLT|3LWND|49DUR|5LHND|6RCR|78aVULN
569	62213 41331	5	   	231.98	DCR|3VULN|2DUR|1TLV	1TLV|2RPLT|38aVULN|4LWND|5FEWX|6RCR|79DUR
570	62215 41331	5	   	231.98	DCR|3VULN|2DUR|1TLV	1TLV|2RPLT|38aVULN|4LWND|5LHND|6RCR|79DUR
571	34232 32626	5	   	231.98	DCR|3VULN|2DUR|1TLV	1ZMB|2TLV|38FEWX|45DUR|679VULN|aRCR
572	61132 32626	5	   	231.98	DCR|3VULN|2DUR|1TLV	1TLV|28FEWX|3ZMB|45DUR|679VULN|aRCR
573	32262 11522	8	   	231.95	DCR|2VULN|3DUR|1TLV|1CDMG	1ZMB|2RPLT|36VULN|4CDMG|59aDUR|7RCR|8TLV
574	51312 34232	10	   	231.95	DCR|2VULN|3DUR|1TLV|1CDMG	1LHND|245DUR|3LWND|6CDMG|7aVULN|8RCR|9TLV
575	51312 34235	9	   	231.95	DCR|2VULN|3DUR|1TLV|1CDMG	1LHND|245DUR|3LWND|6CDMG|7aVULN|8RCR|9TLV
576	62336 33263	1	   	231.91	DCR|3VULN|2TLV|1DUR|1ASPD	18TLV|2ASPD|39ERES|457VULN|6RCR|aDUR
577	11632 32268	5	   	231.88	DCR|3VULN|2DUR|1TLV	1BEXP|25DUR|3MBVNT|4DMSP|67aVULN|8TLV|9RCR
578	11651 12262	6	   	231.88	DCR|3VULN|2DUR|1TLV	1BEXP|2aDUR|3MBVNT|467VULN|5RCVC|8TLV|9RCR
579	11651 14328	8	   	231.88	DCR|3VULN|2DUR|1TLV	1BEXP|29DUR|3MBVNT|46aVULN|5RCVC|7TLV|8RCR
580	11651 14382	8	   	231.88	DCR|3VULN|2DUR|1TLV	1BEXP|2aDUR|3MBVNT|469VULN|5RCVC|7TLV|8RCR
581	62122 43331	4	   	231.88	DCR|3VULN|2DUR|1TLV	1TLV|2RPLT|3LWND|49DUR|5LEGI|6RCR|78aVULN
582	62612 43331	4	   	231.88	DCR|3VULN|2DUR|1TLV	1TLV|2RPLT|39DUR|4LWND|5LEGI|6RCR|78aVULN
583	51631 31338	6	   	231.87	DCR|2VULN|3DUR|1DMG|1AART	19LHND|29aDUR|3MBVNT|4AART|5BEXP|6DMG|79VULN|8RCR|9BPWR
584	51633 31331	4	   	231.87	DCR|2VULN|3DUR|1DMG|1AART	19LHND|29aDUR|3MBVNT|4AART|5DMG|6LWND|79VULN|8RCR|9BPWR
585	51634 31338	6	   	231.87	DCR|2VULN|3DUR|1DMG|1AART	19LHND|29aDUR|3MBVNT|4AART|5FEWX|6DMG|79VULN|8RCR|9BPWR
586	51613 18441	9	   	231.77	DCR|2VULN|3DUR|1DMG|1AART	17LHND|247DUR|3MBVNT|5LEGI|67VULN|7BPWR|8AART|9DMG|aRCR
587	62232 13541	3	   	231.52	ACR|4VULN|2TLV|1DMG|1DUR	18TLV|2RPLT|357aVULN|4RCR|6DUR|9DMG
588	24235 31323	9	   	231.41	DCR|2VULN|3CDMG|2TLV|1DUR|1ASPD	1MLV|2aTLV|3FEWX|4DUR|59aCDMG|6ASPD|7aVULN|8RCR|aBPWR
589	11672 13374	7	   	231.30	DCR|3DUR|1VULN|2DMG|1CDMG|1ASPD	18BEXP|268DUR|3MBVNT|4CDMG|5ASPD|78DMG|8BPWR|9RCR|aVULN
590	22236 26241	3	 * 	231.10	ACR|5VULN|1DMG|1DUR	1MLV|2RPLT|3789aVULN|4RCR|5DMG|6DUR
591	42611 12241	7	   	231.10	ACR|5VULN|1DMG|1TLV	1RCR|2TLV|3RPLT|4LWND|5DMG|6789aVULN
592	32226 44331	3	   	231.10	ACR|5VULN|1DMG|1DUR	1ZMB|2RPLT|3679aVULN|4RCR|5DMG|8DUR
593	32226 45231	3	   	231.10	ACR|5VULN|1DMG|1DUR	1ZMB|2RPLT|3689aVULN|4RCR|5DMG|7DUR
594	11441 24211	5	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	19BEXP|2DUR|3RPLT|467VULN|5TLV|8CDMG|aRCR
595	11441 24221	5	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2DUR|3RPLT|467VULN|5TLV|8CDMG|9RCVC|aRCR
596	32262 11551	8	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2RPLT|36aVULN|4CDMG|5DUR|7RCR|8TLV|9BELT
597	32262 11633	10	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5DUR|7RCR|9BELT|aTLV
598	33141 52141	1	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2CDMG|3TLV|47LWND|59aVULN|6RCR|8DUR
599	33141 54121	1	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2CDMG|3TLV|4LWND|57aVULN|6RCR|8DUR|9DMSP
600	34221 61342	8	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	1ZMB|2TLV|3FEWX|4CGEN|5CDMG|6DUR|79aVULN|8RCR
601	51441 23321	5	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	18LHND|2DUR|3RPLT|467VULN|5TLV|9CDMG|aRCR
602	61121 61342	8	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2FEWX|3ZMB|4CGEN|5CDMG|6DUR|79aVULN|8RCR
603	62262 12211	6	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|367VULN|4CDMG|5DUR|89BEXP|aRCR
604	62262 12221	6	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|367VULN|4CDMG|5DUR|8BEXP|9RCVC|aRCR
605	11141 12133	6	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2DUR|3FEWX|467VULN|5RCVC|8CDMG|9TLV|aRCR
606	11441 22251	5	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	17BEXP|2DUR|3RPLT|469VULN|5TLV|8CDMG|aRCR
607	32261 11532	8	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|5FEWX|7RCR|8TLV|aDUR
608	62116 13251	4	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|34LWND|579VULN|6DUR|8CDMG|aRCR
609	62116 13251	5	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|34LWND|579VULN|6DUR|8CDMG|aRCR
610	62116 13251	6	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|34LWND|579VULN|6DUR|8CDMG|aRCR
611	62211 13251	4	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|379VULN|45LWND|6DUR|8CDMG|aRCR
612	62213 24232	5	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|367VULN|4LWND|5FEWX|8CDMG|9RCR|aDUR
613	62213 44232	6	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|367VULN|4LWND|5FEWX|8CDMG|9RCR|aDUR
614	62216 13251	2	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|3DMSP|4LHND|579VULN|6DUR|8CDMG|aRCR
615	62231 15352	8	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4RMIN|5LHND|7CDMG|9RCR|aDUR
616	62233 13251	4	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|379VULN|4RMIN|5MLV|6DUR|8CDMG|aRCR
617	62233 15332	8	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|369VULN|4RMIN|5BEXP|7CDMG|8RCR|aDUR
618	62242 13251	6	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|379VULN|4RCVC|5LWND|6DUR|8CDMG|aRCR
619	62242 13251	5	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|379VULN|4RCVC|5LWND|6DUR|8CDMG|aRCR
620	62243 13251	4	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|379VULN|4RCVC|5LWND|6DUR|8CDMG|aRCR
621	62262 11251	6	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|369VULN|4CDMG|5DUR|7RCVC|8BEXP|aRCR
622	62262 12251	8	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|369VULN|4CDMG|5DUR|7BEXP|8RCVC|aRCR
623	62262 12611	8	   	231.05	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|79BEXP|aRCR
624	62262 12621	8	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7BEXP|9RCVC|aRCR
625	62262 12632	10	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7BEXP|9FEWX|aRCR
626	62262 15311	8	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7CGEN|9RMIN|aRCR
627	62262 12336	7	   	231.05	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|36aVULN|4CDMG|5DUR|7BEXP|8LHND|9RCR
628	44362 13322	9	   	231.00	ACR|5VULN|1DMG|1DUR	1RCR|2DMG|3MLV|4689aVULN|5DUR|7ERES
629	44621 12231	7	   	231.00	ACR|5VULN|1DMG|1DUR|1NUKE	1RCR|2DMG|3RPLT|4DUR|5NUKE|6789aVULN
630	63262 45122	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8CGEN|9BELT|aDUR
631	63262 45142	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8aCGEN|9DUR
632	63262 45144	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8CGEN|9DUR|aZMB
633	11541 12133	6	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2DUR|3DUST|467VULN|5RCVC|8CDMG|9TLV|aRCR
634	15322 12133	6	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2RMIN|3DUR|467VULN|5ERES|8CDMG|9TLV|aRCR
635	61312 34363	2	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LHND|5BBNT|67aVULN|8DUR|9RCR
636	62222 53251	4	   	230.95	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|359VULN|4DUST|6RCVC|7DUR|8CDMG|aRCR
637	62222 63251	4	   	230.95	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|359VULN|4DUST|6DMSP|7DUR|8CDMG|aRCR
638	62262 12511	6	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|367VULN|4CDMG|5DUR|8ERES|9RMIN|aRCR
639	62262 12531	6	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|367VULN|4CDMG|5DUR|8ERES|9CGEN|aRCR
640	62262 13311	8	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7ERES|9RMIN|aRCR
641	62262 13331	8	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7ERES|9CGEN|aRCR
642	62262 13351	9	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7ERES|9CGEN|aRCR
643	62262 13353	8	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7ERES|9RCR|aBEXP
644	63212 35363	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|36aVULN|4LHND|5BBNT|7FEWX|8DUR|9RCR
645	63212 36363	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|36aVULN|4LHND|5BBNT|7BEXP|8DUR|9RCR
646	63215 13163	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|37aVULN|4LHND|5BEXP|6DUR|8TBNT|9RCR
647	63262 15424	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|357VULN|4MBVNT|6FEWX|8BELT|9DUR|aRCR
648	65361 32331	10	   	230.95	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CGEN|3DUST|47aVULN|5FEWX|6CDMG|8RCR|9DUR
649	65363 32331	10	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CGEN|3DUST|47aVULN|5LWND|6CDMG|8RCR|9DUR
650	32266 11532	8	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|5DUST|7RCR|8TLV|aDUR
651	53223 35363	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2CDMG|36aVULN|4BBNT|5TLV|7FEWX|8DUR|9RCR
652	53223 36363	1	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2CDMG|36aVULN|4BBNT|5TLV|7BEXP|8DUR|9RCR
653	62243 13251	5	   	230.95	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|379VULN|4RCVC|5DUST|6DUR|8CDMG|aRCR
654	62243 13251	6	   	230.95	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|379VULN|4RCVC|5DUST|6DUR|8CDMG|aRCR
655	62261 13352	8	   	230.95	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5FEWX|7ERES|9RCR|aDUR
656	62262 12623	10	   	230.95	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2RPLT|368VULN|4CDMG|5DUR|7BEXP|9DUST|aRCR
657	11221 41366	5	   	230.87	DCR|3VULN|1DMG|1DUR|1AART	1BEXP|2DUR|3MLV|49aVULN|5RPLT|6RCR|7AART|8DMG
658	13321 41366	5	   	230.87	DCR|3VULN|1DMG|1DUR|1AART	1BEXP|2MLV|3DUR|49aVULN|5RPLT|6RCR|7AART|8DMG
659	12124 24611	2	   	230.87	DCR|3VULN|2ASPD|1TLV	138BEXP|28ASPD|4LIT|5TLV|68aVULN|7RMIN|8BPWR|9RCR
660	14651 32424	6	   	230.85	ACR|3VULN|2DMG|2DUR|1AART	18BEXP|2RCR|3MBVNT|479VULN|58DUR|68DMG|8BPWR|aAART
661	14611 31424	6	   	230.85	ACR|3VULN|2DMG|2DUR|1AART	18BEXP|2RCR|3MBVNT|45DUR|68DMG|789VULN|8BPWR|aAART
662	14611 33424	7	   	230.85	ACR|3VULN|2DMG|2DUR|1AART	18BEXP|2RCR|3MBVNT|45DUR|68DMG|789VULN|8BPWR|aAART
663	14617 41424	6	   	230.85	ACR|3VULN|2DMG|2DUR|1AART	18BEXP|2RCR|3MBVNT|46DUR|58DMG|789VULN|8BPWR|aAART
664	14617 43424	7	   	230.85	ACR|3VULN|2DMG|2DUR|1AART	18BEXP|2RCR|3MBVNT|46DUR|58DMG|789VULN|8BPWR|aAART
665	63262 45141	1	   	230.85	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8CGEN|9DUR|aBBNT
666	33151 54311	1	   	230.85	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2CDMG|3TLV|49DUST|57aVULN|6RCR|8DUR
