0	Index      	 *	Score 	Summary	Detail	
1	53212 43363	 * 	179.60	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2BEXP|39CDMG|4LIT|5RCR|67VULN|8AART
499	13523 34533	   	151.11	DCR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUST|2RMIN|3DMG|4CGEN|5ZMB|6aVULN|7RCR|8FLTHEA|9DUR
500	51523 34321	   	151.11	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	13DMG|2FEWX|4DUR|5ZMB|6VULN|7RCR|8CGEN|9AIRHEL|aCDMG
501	53523 34321	   	151.11	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	13DMG|2BEXP|4DUR|5ZMB|6VULN|7RCR|8CGEN|9AIRHEL|aCDMG
502	43223 15814	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|23VULN|4CGEN|5ZMB|6MBVNT|7RCR|8CDMG|9DMG|aDUR
503	52633 35332	   	151.10	DCR|1AART|1VULN|1DMG|2CDMG	1DMG|2RMIN|3LWND|4AART|5RPLT|6RCR|79CDMG|8AIRHEL|aVULN
504	11633 13416	   	151.06	DCR|3VULN|2AART	17DUST|2RCVC|37LWND|46AART|57aVULN|7BPWR|8RCR|9CGEN
505	43232 13411	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9CGEN|aRMIN
506	43232 13412	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9CGEN|aMLV
507	43232 13415	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9CGEN|aFEWX
508	43232 13422	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9FEWX|aRCVC
509	43232 13424	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9FEWX|aCGEN
510	43232 13425	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9FEWX|aRMIN
511	43232 13426	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9FEWX|aLHND
512	43232 13432	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9RPLT|aLHND
513	43232 13434	   	151.06	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9RPLT|aRCVC
514	32214 13161	 * 	151.04	ACR|4VULN|1AART	1FEWX|2LWND|378aVULN|4CANHEL|5RCR|6BEXP|9AART
515	43532 31235	   	151.03	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	18LWND|28VULN|3CDMG|4DMG|5SELL|68LIT|7AART|8BPWR|9FEWX|aRCR
516	51523 34121	   	151.01	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	13DMG|2FEWX|4DUR|5ZMB|6VULN|7RCR|8ERES|9AIRHEL|aCDMG
517	53523 34121	   	151.01	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	13DMG|2BEXP|4DUR|5ZMB|6VULN|7RCR|8ERES|9AIRHEL|aCDMG
518	54326 13113	   	150.98	ACR|3DMG|2VULN	147DMG|234MLV|4BPWR|5RCR|6BELT|8RCVC|9aVULN
519	62214 33116	   	150.97	ACR|3VULN|1AART|2DUR	18DUR|2LWND|38aVULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9RCVC
520	62214 33136	   	150.97	ACR|3VULN|1AART|2DUR	18DUR|2LWND|38aVULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9BEXP
521	43232 15411	   	150.96	DCR|3VULN|2AART	1LWND|237VULN|46AART|5DUST|8RCR|9CGEN|aRMIN
522	43232 15412	   	150.96	DCR|3VULN|2AART	1LWND|237VULN|46AART|5DUST|8RCR|9CGEN|aMLV
523	43232 15422	   	150.96	DCR|3VULN|2AART	1LWND|237VULN|46AART|5DUST|8RCR|9FEWX|aRCVC
524	43232 15432	   	150.96	DCR|3VULN|2AART	1LWND|237VULN|46AART|5DUST|8RCR|9RPLT|aLHND
525	43232 13423	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9FEWX|aMBVNT
526	43232 13431	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57aDUST|7BPWR|8RCR|9RPLT
527	43232 13433	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9RPLT|aERES
528	43232 13442	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9AIRHEA|aBELT
529	43232 13443	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9AIRHEA|aFEWX
530	43232 13461	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9TLV|aRMIN
531	43232 13462	   	150.96	DCR|3VULN|2AART	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9TLV|aMLV
532	12214 13161	   	150.94	ACR|4VULN|1AART	1DUST|2LWND|378aVULN|4CANHEL|5RCR|6BEXP|9AART
533	43532 31225	   	150.93	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	18LWND|28VULN|3CDMG|4DMG|5SELL|68LIT|7AART|8BPWR|9DUST|aRCR
534	43414 32231	   	150.88	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|2VULN|3LHND|4CANHEL|5RCR|68AART|7DUR|9DMG|aASPD
535	43362 15412	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	139LWND|24VULN|5DUR|6MBVNT|7RCR|8AART|aDMG
536	43232 15423	   	150.86	DCR|3VULN|2AART	1LWND|237VULN|46AART|5DUST|8RCR|9FEWX|aMBVNT
537	43232 15431	   	150.86	DCR|3VULN|2AART	1LWND|237VULN|46AART|5aDUST|8RCR|9RPLT
538	43232 15433	   	150.86	DCR|3VULN|2AART	1LWND|237VULN|46AART|5DUST|8RCR|9RPLT|aERES
539	43231 53413	   	150.82	DCR|3VULN|1AART|1ZMB	17LWND|237VULN|4AART|5RCVC|67FEWX|7BPWR|8RCR|9CGEN|aZMB
540	43231 53422	   	150.82	DCR|3VULN|1AART|1ZMB	17LWND|237VULN|4AART|5RCVC|679FEWX|7BPWR|8RCR|aZMB
541	12563 24312	   	150.80	DCR|2VULN|3CDMG|1AART|1DUR	1DUST|2LWND|346CDMG|58VULN|7DUR|9RCR|aAART
542	53212 42621	   	150.76	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2BEXP|37CDMG|4LIT|5RCR|6VULN|8DUR|9AART|aRPLT
543	53212 42622	   	150.76	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2BEXP|37CDMG|4LIT|5RCR|6VULN|8DUR|9AART|aFEWX
544	53212 42623	   	150.76	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2BEXP|37CDMG|4aLIT|5RCR|6VULN|8DUR|9AART
545	53212 62423	   	150.76	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2BEXP|37CDMG|4LIT|5RCR|6DUR|8MLV|9AART|aVULN
546	53322 32256	   	150.76	DCR|3DMG|2ZMB|1FLTHEA|1DUR	18aDMG|28BEXP|3LEGI|4LIT|5DUR|68ZMB|7RCR|8BPWR|9FLTHEA
547	43231 24433	   	150.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|23VULN|4AART|5RCVC|6CDMG|7RPLT|8ASPD|9ZMB|aRCR
548	55131 63113	   	150.61	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7BEXP|8MLV|aFEWX
549	55231 63113	   	150.61	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7BEXP|8MLV|aFEWX
550	52131 23426	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	14DMG|2RMIN|3DMSP|58VULN|6CDMG|7LIT|9DUR|aRCR
551	52231 23426	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	14DMG|2RMIN|3RCVC|58VULN|6CDMG|7LIT|9DUR|aRCR
552	43336 13213	   	150.57	DCR|2AART|2VULN|1DMG	137LWND|27VULN|46AART|5MBVNT|7BPWR|8DMG|9SNIHEL|aRCR
553	54621 32331	   	150.57	DCR|2AART|2DMG|1VULN	15DMG|2MLV|3DLOT|46AART|7CGEN|8VULN|9LHND|aRCR
554	62211 32526	   	150.55	DCR|3VULN|1AART|2DUR	17DUR|2LWND|35aVULN|4CANHEL|6AART|8RCR|9MLV
555	62211 32531	   	150.55	DCR|3VULN|1AART|2DUR	17DUR|2LWND|35aVULN|4CANHEL|6AART|8RCR|9LHND
556	43236 23822	   	150.52	DCR|3VULN|1AART|1ZMB	1LWND|239VULN|4AART|5MBVNT|6CGEN|7BEXP|8RCR|aZMB
557	55131 62113	   	150.51	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7MBVNT|8MLV|aFEWX
558	55131 63111	   	150.51	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7BEXP|8MLV|aERES
559	55131 63112	   	150.51	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7BEXP|8MLV|aVENICY
560	55231 62113	   	150.51	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7MBVNT|8MLV|aFEWX
561	55231 63111	   	150.51	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7BEXP|8MLV|aERES
562	55231 63112	   	150.51	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7BEXP|8MLV|aVENICY
563	43214 61322	   	150.51	DCR|2VULN|2DMG|1ZMB	1LWND|23VULN|4ERES|5BELT|6RCR|7LHND|8aDMG|9ZMB
564	54622 21311	   	150.47	DCR|2AART|2VULN|1DMG	1DMG|2MLV|3DLOT|47AART|5LHND|68VULN|9ERES|aRCR
565	53212 42336	   	150.46	ACR|3CDMG|1AART|1VULN|1DMG	1DMG|2BEXP|37aCDMG|4LIT|5RCR|6VULN|8AART|9MLV
566	53212 42362	   	150.46	ACR|3CDMG|1AART|1VULN|1DMG	1DMG|2BEXP|379CDMG|4LIT|5RCR|6VULN|8AART|aFEWX
567	53212 42363	   	150.46	ACR|3CDMG|1AART|1VULN|1DMG	1DMG|2BEXP|379CDMG|4LIT|5RCR|6VULN|8AART|aLHND
568	55131 62223	   	150.43	DCR|2DMG|1VULN|2ZMB|1CDMG	14DMG|2aZMB|3DMSP|5VULN|6RCR|7MBVNT|8CDMG|9BEXP
569	55231 62223	   	150.43	DCR|2DMG|1VULN|2ZMB|1CDMG	14DMG|2aZMB|3RCVC|5VULN|6RCR|7MBVNT|8CDMG|9BEXP
570	56163 33131	   	150.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1DMG|2ERES|3AART|4MGNSTR|5RCVC|67DUR|8VULN|9RCR|aCDMG
571	43263 15433	   	150.42	DCR|3VULN|1AART|1ZMB	1LWND|234VULN|5DUST|6MBVNT|7RCR|8AART|9ZMB|aRPLT
572	51513 63233	   	150.42	DCR|2DMG|1AART|1CDMG|1ZMB	13DMG|2FEWX|4DMSP|5CGEN|6RCR|7BEXP|8CDMG|9AART|aZMB
573	55131 62111	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7MBVNT|8MLV|aERES
574	55131 62112	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7MBVNT|8MLV|aVENICY
575	55131 62413	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7MBVNT|8ERES|aRCVC
576	55131 62414	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7MBVNT|8ERES|aLWND
577	55131 62434	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|5aVULN|6RCR|7MBVNT|8ERES|9CGEN
578	55231 62111	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7MBVNT|8MLV|aERES
579	55231 62112	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7MBVNT|8MLV|aVENICY
580	55231 62413	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3aRCVC|59VULN|6RCR|7MBVNT|8ERES
581	55231 62414	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7MBVNT|8ERES|aLWND
582	55231 62434	   	150.41	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|5aVULN|6RCR|7MBVNT|8ERES|9CGEN
583	43533 32118	   	150.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|27VULN|3CDMG|49DMG|5MBVNT|6ERES|8DUR|aRCR
584	52521 52233	   	150.39	DCR|3DMG|1AART|1ASPD|1DUR	136DMG|2RMIN|3BPWR|4LSRREG|5AART|7DMSP|8ASPD|9RCR|aDUR
585	51213 33631	   	150.38	DCR|2DMG|1AART|1VULN|1CDMG	17DMG|2FEWX|3CDMG|4LIT|5TLV|6LSRICY|8AART|9VULN|aRCR
586	53212 42361	   	150.36	ACR|3CDMG|1AART|1VULN|1DMG	1DMG|2BEXP|379CDMG|4LIT|5RCR|6VULN|8AART|aDUST
587	51231 31152	   	150.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2FEWX|34CDMG|5AART|6DUR|7RPLT|8RCVC|9RCR|aVULN
588	51231 31552	   	150.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2FEWX|34CDMG|5AART|6DUR|7RPLT|8DMSP|9RCR|aVULN
589	53231 31152	   	150.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2BEXP|34CDMG|5AART|6DUR|7RPLT|8RCVC|9RCR|aVULN
590	53231 31552	   	150.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2BEXP|34CDMG|5AART|6DUR|7RPLT|8DMSP|9RCR|aVULN
591	51533 33631	   	150.32	DCR|3DMG|2VULN|1SELL	13aDMG|2aFEWX|47MLV|5DUST|6aVULN|8RCR|9SELL|aBPWR
592	53533 33631	   	150.32	DCR|3DMG|2VULN|1SELL	13aDMG|2aBEXP|47MLV|5DUST|6aVULN|8RCR|9SELL|aBPWR
593	43263 15442	   	150.32	DCR|3VULN|1AART|1ZMB	1LWND|234VULN|5DUST|6MBVNT|7RCR|8AART|9ERES|aZMB
594	55131 62411	   	150.31	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3DMSP|59VULN|6RCR|7MBVNT|8aERES
595	55231 62411	   	150.31	DCR|2VULN|2DMG|1ZMB	14DMG|2ZMB|3RCVC|59VULN|6RCR|7MBVNT|8aERES
596	54326 12131	 * 	150.29	ACR|3DMG|1AART|1CDMG	148DMG|234MLV|48BPWR|5RCR|6BELT|78LHND|9CDMG|aAART
597	11633 13453	   	150.27	DCR|2AART|2VULN|2ZMB	17DUST|2RCVC|37LWND|46AART|57VULN|7BPWR|8RCR|9aZMB
598	53521 33216	   	150.25	DCR|2VULN|2DMG|1ZMB|1DUR	13DMG|2BEXP|4DUR|5ERES|6aVULN|7RPLT|8ZMB|9RCR
599	55121 26132	   	150.22	DCR|2DMG|1AART|1CDMG|1ZMB	19DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUST|7RCR|8CDMG|aMLV
600	55221 26132	   	150.22	DCR|2DMG|1AART|1CDMG|1ZMB	19DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUST|7RCR|8CDMG|aMLV
601	54326 13231	   	150.19	ACR|3DMG|1AART|1CDMG	147DMG|234MLV|4BPWR|5RCR|6BELT|8LHND|9CDMG|aAART
602	62536 11133	   	150.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2LWND|3CDMG|47DMG|5AART|6RPLT|8RCVC|9ZMB|aRCR
603	62536 11233	   	150.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|28LWND|3CDMG|47DMG|5AART|6RPLT|9ZMB|aRCR
604	55121 26121	   	150.12	DCR|2DMG|1AART|1CDMG|1ZMB	1aDMG|2ZMB|3DMSP|4LSRREG|5AART|6DUST|7RCR|8CDMG|9TLV
605	55121 26133	   	150.12	DCR|2DMG|1AART|1CDMG|1ZMB	19DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUST|7RCR|8CDMG|aERES
606	55221 26121	   	150.12	DCR|2DMG|1AART|1CDMG|1ZMB	1aDMG|2ZMB|3RCVC|4LSRREG|5AART|6DUST|7RCR|8CDMG|9TLV
607	55221 26133	   	150.12	DCR|2DMG|1AART|1CDMG|1ZMB	19DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUST|7RCR|8CDMG|aERES
608	32214 32536	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2LWND|3aVULN|4CANHEL|5RCR|6AART|7DUR|8RCVC|9DMG
609	32214 36622	   	150.08	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|2LWND|3VULN|4CANHEL|5RCR|6AART|7BELT|8aDMG|9ASPD
610	42634 26233	   	150.07	DCR|2VULN|2DMG|2CDMG	123LWND|4MBVNT|59VULN|6BEXP|79CDMG|89DMG|9BPWR|aRCR
611	56123 12153	 * 	150.07	2AART|2VULN|2DMG|2CDMG|2ZMB	18DMG|2ERES|34AART|5RCVC|68ZMB|78CDMG|8BPWR|9aVULN
612	63231 33511	 * 	150.07	DCR|1AART|3CDMG|1VULN|3DUR|1ASPD	167DUR|2RMIN|347CDMG|5AART|7BPWR|8VULN|9ASPD|aRCR
613	53212 36153	 * 	150.05	ACR|2AART|1VULN|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|6DUST|78AART|9RMIN|aVULN
614	12214 32536	   	149.98	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2LWND|3aVULN|4CANHEL|5RCR|6AART|7DUR|8RCVC|9DMG
615	62214 33326	   	149.98	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2LWND|3aVULN|4CANHEL|5RCR|6AART|7NUKE|8DMG|9RMIN
616	62214 33334	   	149.98	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2LWND|3VULN|4CANHEL|5RCR|6AART|7NUKE|89DMG|aBEXP
617	51236 32226	   	149.97	DCR|2VULN|2DMG|2CDMG	18DMG|2FEWX|34CDMG|57VULN|6MLV|9LWND|aRCR
618	53236 32226	   	149.97	DCR|2VULN|2DMG|2CDMG	18DMG|2BEXP|34CDMG|57VULN|6MLV|9LWND|aRCR
619	56122 12153	   	149.97	2AART|2VULN|2DMG|2CDMG|2ZMB	18DMG|25ERES|34AART|68ZMB|78CDMG|8BPWR|9aVULN
620	12214 35136	   	149.88	ACR|2VULN|1AART|1DMG|1DUR	17DUST|2LWND|3aVULN|4CANHEL|5RCR|6AART|8DUR|9DMG
621	62214 33333	   	149.88	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2LWND|3VULN|4CANHEL|5RCR|6AART|7NUKE|89DMG|aTLV
622	62214 33335	   	149.88	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2LWND|3VULN|4CANHEL|5RCR|6AART|7NUKE|89DMG|aMBVNT
623	62214 33336	   	149.88	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2LWND|3VULN|4CANHEL|5RCR|6AART|7NUKE|89DMG|aDUST
624	51225 12251	   	149.87	DCR|2VULN|2DMG|2CDMG	16DMG|2FEWX|39CDMG|4CANHEL|58VULN|7RMIN|aRCR
625	51236 22226	   	149.87	DCR|2VULN|2DMG|2CDMG	18DMG|2FEWX|34CDMG|57VULN|6ERES|9LWND|aRCR
626	53223 13151	   	149.87	DCR|2VULN|2DMG|2CDMG	16DMG|2BEXP|39CDMG|4CANHEL|58VULN|7CGEN|aRCR
627	53236 22226	   	149.87	DCR|2VULN|2DMG|2CDMG	18DMG|2BEXP|34CDMG|57VULN|6ERES|9LWND|aRCR
628	52431 14332	   	149.81	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1SELL	19DMG|2RMIN|3SELL|4ZMB|5AART|6CDMG|7ASPD|8BASICY|aRCR
629	53223 55323	   	149.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|3CDMG|4CANHEL|5VULN|6AART|7MLV|8RCR|9CGEN|aZMB
630	54163 31231	   	149.78	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7LHND|8FEWX|9ZMB|aASPD
631	33225 52111	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RMIN|3CDMG|4CANHEL|5DMG|68VULN|7LIT|9AART|aRCR
632	51213 33511	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	17DMG|2FEWX|3CDMG|4LIT|5TLV|6LSRICY|8VULN|9AART|aRCR
633	51225 16211	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2FEWX|3CDMG|4CANHEL|5VULN|7LIT|8MLV|9AART|aRCR
634	51225 32111	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2FEWX|3CDMG|4CANHEL|58VULN|6CGEN|7LIT|9AART|aRCR
635	52131 12243	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	14DMG|2RMIN|3DMSP|5VULN|6BEXP|7MBVNT|8CDMG|9AART|aRCR
636	52231 12243	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	14DMG|2RMIN|3RCVC|5VULN|6BEXP|7MBVNT|8CDMG|9AART|aRCR
637	52336 32243	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2RMIN|3BEXP|4DMSP|56VULN|7MBVNT|8CDMG|9AART|aRCR
638	52336 42243	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2RMIN|3BEXP|4DMSP|5VULN|7MBVNT|8CDMG|9AART|aRCR
639	52346 32243	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2RMIN|34BEXP|56VULN|7MBVNT|8CDMG|9AART|aRCR
640	53126 32243	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|34CGEN|56VULN|7MBVNT|8CDMG|9AART|aRCR
641	53126 42243	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2BEXP|34CGEN|5VULN|7MBVNT|8CDMG|9AART|aRCR
642	53223 16211	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2BEXP|3CDMG|4CANHEL|5VULN|7LIT|8MLV|9AART|aRCR
643	53223 16611	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2BEXP|3CDMG|4CANHEL|5VULN|7LIT|8RMIN|9AART|aRCR
644	53223 35111	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4CANHEL|58VULN|6CGEN|7LIT|9AART|aRCR
645	53223 66211	   	149.78	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4CANHEL|56VULN|7LIT|8MLV|9AART|aRCR
646	62214 33332	   	149.74	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1DUR|2LWND|3VULN|4CANHEL|5RCR|6AART|7NUKE|89DMG|aSELL
647	36313 15225	   	149.72	DCR|2DMG|1AART|1CDMG|1ZMB	1FEWX|2DUST|3BELT|4CDMG|58DMG|6AART|7RCR|9MLV|aZMB
648	36313 15235	   	149.72	DCR|2DMG|1AART|1CDMG|1ZMB	1FEWX|2DUST|3BELT|4CDMG|58DMG|6AART|7RCR|9RCVC|aZMB
649	13225 55111	   	149.68	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2RMIN|3CDMG|4CANHEL|5DMG|68VULN|7LIT|9AART|aRCR
650	33322 24335	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2RMIN|3LEGI|4LIT|5DUR|6AART|7aVULN|8RCR|9DMG
651	33322 24336	   	149.66	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2RMIN|3LEGI|4LIT|5DUR|6AART|7VULN|8RCR|9aDMG
652	51322 24322	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1DMG|2FEWX|3LEGI|4LIT|5DUR|6AART|7aVULN|8RCR|9DMSP
653	51322 24352	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1DMG|29FEWX|3LEGI|4LIT|5DUR|6AART|7aVULN|8RCR
654	51322 23332	   	149.66	DCR|2DMG|1AART|1VULN|1DUR	19DMG|29FEWX|3LEGI|4LIT|5DUR|6AART|79DUST|8RCR|9BPWR|aVULN
655	36211 22531	   	149.66	DCR|3VULN|2AART	1FEWX|2DUST|35aVULN|4CANHEL|67AART|8RCR|9LWND
656	54126 11131	   	149.64	DCR|2AART|1VULN|1DMG|1CDMG	1DMG|2MLV|34AART|5CANSTR|6RCVC|7FEWX|8VULN|9RCR|aCDMG
657	54153 33333	   	149.63	DCR|2DMG|1AART|1VULN	18DMG|2MLV|3AART|48LWND|5RPLT|6RCR|789CGEN|8BPWR|aVULN
658	53212 36224	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|3CDMG|4LIT|5RCR|6DUST|7AART|8FEWX|9ZMB|aVULN
659	53212 36423	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|3CDMG|4LIT|5RCR|6DUST|7AART|8LWND|9ZMB|aVULN
