0	Index      	 *	Score 	Summary	Detail	
1	21412 32543	 * 	189.01	DCR|3DMG|2VULN|1AART|1DUR	1RMIN|2DUR|38VULN|4AART|59aDMG|6RCR|7RPLT
515	51412 33433	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1LHND|29VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|8aDUR
516	61412 33433	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1LWND|29VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|8aDUR
517	21112 35613	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|3LWND|4AART|5DMG|6RCR|79VULN|aDUST
518	21112 35614	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|3LWND|4AART|5DMG|6RCR|79VULN|aTLV
519	21112 35635	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|3LWND|4AART|5DMG|6RCR|7aVULN|9ERES
520	21412 31233	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|38VULN|4AART|5DMG|6RCR|7BEXP|9ERES
521	21412 31613	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|39VULN|4AART|5DMG|6RCR|7BEXP|aDUST
522	21412 31614	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|39VULN|4AART|5DMG|6RCR|7BEXP|aTLV
523	21412 33612	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|39VULN|4AART|5DMG|6RCR|7CGEN|8ERES
524	21412 35143	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|37VULN|4AART|5DMG|6RCR|8MLV|9LEGI
525	21412 35233	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|37VULN|4AART|5DMG|6RCR|8BEXP|9ERES
526	21412 35533	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|37VULN|4AART|5DMG|6RCR|8LHND|9ERES
527	21412 36114	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9RCVC|aERES
528	21412 36115	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78aTLV|8BPWR|9RCVC
529	21412 36133	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN|aDUST
530	21412 36142	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LEGI|aFEWX
531	21412 36412	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|5aDMG|6RCR|7TLV|9RCVC
532	23412 33452	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2DUST|3aVULN|4AART|5DMG|6RCR|7CGEN|89DUR
533	41412 31233	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|28VULN|3RMIN|4AART|5DMG|6RCR|7BEXP|9ERES
534	41412 31613	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	18DUR|29VULN|3RMIN|4AART|5DMG|6RCR|7BEXP|aDUST
535	41412 33612	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|29VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|8ERES
536	41412 35233	   	160.96	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|27VULN|3RMIN|4AART|5DMG|6RCR|8BEXP|9ERES
537	41412 36133	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN|aDUST
538	21412 36141	   	160.86	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LEGI|aDUST
539	21412 36612	   	160.86	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|39VULN|4AART|5DMG|6RCR|7TLV|8ERES
540	23412 36422	   	160.86	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2DUST|3aVULN|4AART|5DMG|6RCR|7TLV|89DUR
541	21412 31324	   	160.84	DCR|3AART|1VULN|1DMG|1ASPD|1DUR	1RMIN|2DUR|3VULN|49aAART|5DMG|6RCR|7BEXP|8ASPD
542	41412 31324	   	160.84	DCR|3AART|1VULN|1DMG|1ASPD|1DUR	1DUR|2VULN|3RMIN|49aAART|5DMG|6RCR|7BEXP|8ASPD
543	21412 32563	   	160.81	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1RMIN|2aDUR|38VULN|4AART|5DMG|6RCR|7RPLT|9SELL
544	21412 32663	   	160.81	DCR|2DMG|1AART|1VULN|2DUR|1SELL	1RMIN|2aDUR|3VULN|4AART|58DMG|6RCR|7RPLT|9SELL
545	11412 34422	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|2VULN|3RMIN|49AART|5DMG|6RCR|7ZMB|8DUR|aFEWX
546	13412 35143	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|2LHND|3RMIN|48AART|5DMG|6RCR|7VULN|9ZMB|aDUR
547	16112 35143	   	160.63	DCR|2AART|1DMG|1VULN|1ZMB|1DUR	1BEXP|2CGEN|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB|aDUR
548	21112 35142	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB|aFEWX
549	21112 35146	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB|aMGNLIT
550	21412 31144	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUR|3VULN|4aAART|5DMG|6RCR|7BEXP|8DMSP|9ZMB
551	51412 31143	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|9ZMB|aDUR
552	61412 31143	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LWND|2VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|9ZMB|aDUR
553	51226 18141	   	160.61	DCR|2VULN|2DMG|1AART	159LHND|29VULN|3FEWX|45DMG|59BPWR|6MBVNT|7RCR|89MLV|aAART
554	24511 83411	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2MLV|3MBVNT|4DMG|5RCVC|6RCR|7AART|8CDMG|9aVULN
555	23412 34423	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUST|3VULN|49AART|5DMG|6RCR|7ZMB|8DUR|aFEWX
556	11412 34421	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|2VULN|3RMIN|49AART|5DMG|6RCR|7ZMB|8DUR|aDUST
557	21112 35141	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB|aDUST
558	21112 35145	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB|aERES
559	23112 34422	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUST|3LWND|49AART|5DMG|6RCR|7ZMB|8DUR|aVULN
560	23112 35144	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUST|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB|aDUR
561	51412 33124	   	160.47	DCR|2AART|2DMG|1VULN	18LHND|2VULN|3RMIN|4aAART|58DMG|6RCR|78CGEN|8BPWR|9LIT
562	61412 33124	   	160.47	DCR|2AART|2DMG|1VULN	18LWND|2VULN|3RMIN|4aAART|58DMG|6RCR|78CGEN|8BPWR|9LIT
563	23412 34421	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aDUST|3VULN|49AART|5DMG|6RCR|7ZMB|8DUR
564	21412 34236	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2DUR|3VULN|4aAART|5DMG|6RCR|7ZMB|89ERES
565	51226 18341	   	160.41	DCR|2VULN|2DMG|1AART	159LHND|29VULN|3FEWX|45DMG|59BPWR|6MBVNT|7RCR|89ERES|aAART
566	51226 18111	   	160.41	DCR|2VULN|2DMG|1AART	15LHND|29VULN|3FEWX|45DMG|5BPWR|6MBVNT|7RCR|8MLV|aAART
567	61231 31144	   	160.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|28VULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|9LHND|aZMB
568	51226 18311	   	160.31	DCR|2VULN|2DMG|1AART	15LHND|29VULN|3FEWX|45DMG|5BPWR|6MBVNT|7RCR|8ERES|aAART
569	51326 18111	   	160.31	DCR|2VULN|2DMG|1AART	15LHND|29VULN|3DUST|45DMG|5BPWR|6MBVNT|7RCR|8MLV|aAART
570	11412 31316	   	160.27	DCR|2AART|2VULN|1DMG	17BEXP|29VULN|3RMIN|4aAART|5DMG|6RCR|8FEWX
571	11412 31516	   	160.27	DCR|2AART|2VULN|1DMG	17BEXP|29VULN|3RMIN|4aAART|5DMG|6RCR|8LHND
572	11412 32316	   	160.27	DCR|2AART|2VULN|1DMG	1BEXP|29VULN|3RMIN|4aAART|5DMG|6RCR|7RCVC|8FEWX
573	11412 32516	   	160.27	DCR|2AART|2VULN|1DMG	1BEXP|29VULN|3RMIN|4aAART|5DMG|6RCR|7RCVC|8LHND
574	11412 35136	   	160.27	DCR|2AART|2VULN|1DMG	1BEXP|27VULN|3RMIN|4aAART|5DMG|6RCR|8MLV|9CGEN
575	11412 36116	   	160.27	DCR|2AART|2DMG|1VULN	18BEXP|2VULN|3RMIN|4aAART|58DMG|6RCR|78TLV|8BPWR|9RCVC
576	11412 36136	   	160.27	DCR|2AART|2DMG|1VULN	18BEXP|2VULN|3RMIN|4aAART|58DMG|6RCR|78TLV|8BPWR|9CGEN
577	13412 31416	   	160.27	DCR|2AART|2VULN|1DMG	17BEXP|2LHND|3RMIN|4aAART|5DMG|6RCR|89VULN
578	13412 32416	   	160.27	DCR|2AART|2VULN|1DMG	1BEXP|2LHND|3RMIN|4aAART|5DMG|6RCR|7RCVC|89VULN
579	13412 35111	   	160.27	DCR|2AART|2VULN|1DMG	1aBEXP|2LHND|3RMIN|48AART|5DMG|6RCR|79VULN
580	13412 35112	   	160.27	DCR|2AART|2VULN|1DMG	1BEXP|2aLHND|3RMIN|48AART|5DMG|6RCR|79VULN
581	16112 35111	   	160.27	DCR|2AART|2VULN|1DMG	1aBEXP|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN
582	16112 35112	   	160.27	DCR|2AART|2VULN|1DMG	1BEXP|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN|aLHND
583	51412 31111	   	160.27	DCR|2AART|2VULN|1DMG	1LHND|29VULN|3RMIN|48AART|5DMG|6RCR|7aBEXP
584	51412 31112	   	160.27	DCR|2AART|2VULN|1DMG	1aLHND|29VULN|3RMIN|48AART|5DMG|6RCR|7BEXP
585	56212 35111	   	160.27	DCR|2AART|2VULN|1DMG	1LHND|2CGEN|3aBEXP|48AART|5DMG|6RCR|79VULN
586	56212 35112	   	160.27	DCR|2AART|2VULN|1DMG	1aLHND|2CGEN|3BEXP|48AART|5DMG|6RCR|79VULN
587	61412 31111	   	160.27	DCR|2AART|2VULN|1DMG	1LWND|29VULN|3RMIN|48AART|5DMG|6RCR|7aBEXP
588	61412 31112	   	160.27	DCR|2AART|2VULN|1DMG	1LWND|29VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|aLHND
589	66212 35111	   	160.27	DCR|2AART|2VULN|1DMG	1LWND|2CGEN|3aBEXP|48AART|5DMG|6RCR|79VULN
590	66212 35112	   	160.27	DCR|2AART|2VULN|1DMG	1LWND|2CGEN|3BEXP|48AART|5DMG|6RCR|79VULN|aLHND
591	61231 31164	   	160.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|28VULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|9DUST|aZMB
592	61331 31144	   	160.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|28VULN|3DUST|4AART|5ASPD|6RCR|7CDMG|9LHND|aZMB
593	51326 18311	   	160.21	DCR|2VULN|2DMG|1AART	15LHND|29VULN|3DUST|45DMG|5BPWR|6MBVNT|7RCR|8ERES|aAART
594	11114 53125	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2aVULN|3RPLT|4DUR|5CGEN|6RCR|7aDMG|8CDMG|9aERES|aBPWR
595	23412 31116	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|39VULN|4aAART|5DMG|6RCR|7BEXP|8DMSP
596	23412 31266	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|38VULN|4aAART|5DMG|6RCR|7BEXP|9RCVC
597	23412 33234	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|39VULN|4aAART|5DMG|6RCR|7CGEN|8BEXP
598	23412 35136	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|37VULN|4aAART|5DMG|6RCR|8MLV|9CGEN
599	11412 31416	   	160.17	DCR|2AART|2VULN|1DMG	17BEXP|28VULN|3RMIN|4aAART|5DMG|6RCR|9DUST
600	11412 31435	   	160.17	DCR|2AART|2VULN|1DMG	17BEXP|28VULN|3RMIN|4aAART|5DMG|6RCR|9ERES
601	11412 32416	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|28VULN|3RMIN|4aAART|5DMG|6RCR|7RCVC|9DUST
602	11412 32435	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|28VULN|3RMIN|4aAART|5DMG|6RCR|7RCVC|9ERES
603	11412 33616	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|29VULN|3RMIN|4aAART|5DMG|6RCR|7NUKE|8CGEN
604	11412 35216	   	160.17	DCR|2AART|2VULN|1DMG	18BEXP|27VULN|3RMIN|4aAART|5DMG|6RCR|9DUST
605	11412 35235	   	160.17	DCR|2AART|2VULN|1DMG	18BEXP|27VULN|3RMIN|4aAART|5DMG|6RCR|9ERES
606	11412 35334	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|27VULN|3RMIN|4aAART|5DMG|6RCR|8FEWX|9ERES
607	13412 35114	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|2LHND|3RMIN|48AART|5DMG|6RCR|79VULN|aTLV
608	13412 35135	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|2LHND|3RMIN|48AART|5DMG|6RCR|7aVULN|9ERES
609	16112 35113	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN|aDUST
610	16112 35114	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN|aTLV
611	16112 35135	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|2CGEN|3LWND|48AART|5DMG|6RCR|7aVULN|9ERES
612	23112 35111	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|3LWND|48AART|5DMG|6RCR|79VULN|aBEXP
613	23112 35113	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|3aLWND|48AART|5DMG|6RCR|79VULN
614	23112 35165	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|3LWND|48AART|5DMG|6RCR|7aVULN|9RCVC
615	23112 35616	   	160.17	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|3LWND|4aAART|5DMG|6RCR|79VULN|8RCVC
616	51412 31114	   	160.17	DCR|2AART|2VULN|1DMG	1LHND|29VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|aTLV
617	51412 31135	   	160.17	DCR|2AART|2VULN|1DMG	1LHND|2aVULN|3RMIN|48AART|5DMG|6RCR|7BEXP|9ERES
618	61412 31113	   	160.17	DCR|2AART|2VULN|1DMG	1LWND|29VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|aDUST
619	61412 31114	   	160.17	DCR|2AART|2VULN|1DMG	1LWND|29VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|aTLV
620	61412 31135	   	160.17	DCR|2AART|2VULN|1DMG	1LWND|2aVULN|3RMIN|48AART|5DMG|6RCR|7BEXP|9ERES
621	66212 35113	   	160.17	DCR|2AART|2VULN|1DMG	1LWND|2CGEN|3BEXP|48AART|5DMG|6RCR|79VULN|aDUST
622	61123 53125	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|2aVULN|3RPLT|4TLV|5DUR|6RCR|7aDMG|8CDMG|9aERES|aBPWR
623	23412 31226	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|29DUST|38VULN|4aAART|5DMG|6RCR|7BEXP
624	23412 31254	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|38VULN|4aAART|5DMG|6RCR|7BEXP|9ERES
625	23412 31416	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|28DUST|39VULN|4aAART|5DMG|6RCR|7BEXP
626	23412 33516	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|39VULN|4aAART|5DMG|6RCR|7CGEN|8ERES
627	23412 35226	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|29DUST|37VULN|4aAART|5DMG|6RCR|8BEXP
628	23412 36116	   	160.07	DCR|2AART|2DMG|1VULN	1RMIN|28DUST|3VULN|4aAART|58DMG|6RCR|78TLV|8BPWR|9RCVC
629	23412 36136	   	160.07	DCR|2AART|2DMG|1VULN	1RMIN|28DUST|3VULN|4aAART|58DMG|6RCR|78TLV|8BPWR|9CGEN
630	11412 33216	   	160.07	DCR|2AART|2VULN|1DMG	1BEXP|29VULN|3RMIN|4aAART|5DMG|6RCR|7NUKE|8ERES
631	23112 35114	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|3LWND|48AART|5DMG|6RCR|79VULN|aTLV
632	23112 35125	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|29DUST|3LWND|48AART|5DMG|6RCR|7aVULN
633	23112 35152	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|2DUST|3LWND|48AART|5DMG|6RCR|7aVULN|9ERES
634	23112 35416	   	160.07	DCR|2AART|2VULN|1DMG	1RMIN|28DUST|3LWND|4aAART|5DMG|6RCR|79VULN
635	51412 33111	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aZMB
636	51412 33131	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|789CGEN|8BPWR|aZMB
637	51412 33141	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9DMSP|aZMB
638	61412 33111	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aZMB
639	61412 33131	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|789CGEN|8BPWR|aZMB
640	61412 33141	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9DMSP|aZMB
641	23412 32122	   	159.93	DCR|2AART|2VULN|1DMG|1SELL	1RMIN|2DUST|3aVULN|49AART|5DMG|6RCR|7RPLT|8SELL
642	23412 33111	   	159.83	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|28DUST|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aZMB
643	23412 33131	   	159.83	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|28DUST|3VULN|4AART|58DMG|6RCR|789CGEN|8BPWR|aZMB
644	11412 31451	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	17BEXP|28VULN|3RMIN|4AART|5DMG|6RCR|9CGEN|aZMB
645	11412 32451	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|28VULN|3RMIN|4AART|5DMG|6RCR|7RCVC|9CGEN|aZMB
646	11412 34611	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1aBEXP|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8CGEN
647	11412 34612	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8CGEN|aLHND
648	11412 35111	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9RCVC|aZMB
649	11412 35123	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9LIT|aZMB
650	11412 35251	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	18BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|9CGEN|aZMB
651	11412 35342	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8aFEWX|9ZMB
652	11412 36111	   	159.83	DCR|2DMG|1AART|1VULN|1ZMB	18BEXP|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9RCVC|aZMB
653	16112 34632	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2CGEN|3LWND|4AART|5DMG|6RCR|7ZMB|89VULN|aFEWX
654	51412 33611	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|9RCVC|aZMB
655	51412 33631	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3RMIN|4AART|5DMG|6RCR|79CGEN|aZMB
656	51412 35111	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9RCVC|aZMB
657	51412 35123	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9LIT|aZMB
658	51412 36111	   	159.83	DCR|2DMG|1AART|1VULN|1ZMB	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9RCVC|aZMB
659	61412 33611	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|28VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|9RCVC|aZMB
660	61412 33631	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|28VULN|3RMIN|4AART|5DMG|6RCR|79CGEN|aZMB
661	61412 35111	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9RCVC|aZMB
662	61412 35123	   	159.83	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9LIT|aZMB
663	61412 36111	   	159.83	DCR|2DMG|1AART|1VULN|1ZMB	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9RCVC|aZMB
664	23412 31142	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|3aVULN|4AART|5DMG|6RCR|7BEXP|8DMSP|9ZMB
665	23412 31243	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|7BEXP|9ZMB|aFEWX
666	23412 31246	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|7BEXP|9ZMB|aLWND
667	23412 32514	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|7RPLT|9CGEN|aZMB
668	23412 32614	   	159.73	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2DUST|3VULN|4AART|58DMG|6RCR|7RPLT|9CGEN|aZMB
669	23412 33611	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|7CGEN|9RCVC|aZMB
670	23412 33631	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|79CGEN|aZMB
671	23412 34611	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8CGEN|aBEXP
672	23412 34613	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8CGEN|aLWND
673	23412 35111	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|37VULN|4AART|5DMG|6RCR|8MLV|9RCVC|aZMB
674	23412 35123	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|37VULN|4AART|5DMG|6RCR|8MLV|9LIT|aZMB
675	23412 35243	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|37VULN|4AART|5DMG|6RCR|8BEXP|9ZMB|aFEWX
676	11412 31431	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	17BEXP|28VULN|3RMIN|4AART|5DMG|6RCR|9ERES|aZMB
677	11412 31441	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	17BEXP|28VULN|3RMIN|4AART|5DMG|6RCR|9TLV|aZMB
678	11412 32431	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|28VULN|3RMIN|4AART|5DMG|6RCR|7RCVC|9ERES|aZMB
679	11412 32441	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|28VULN|3RMIN|4AART|5DMG|6RCR|7RCVC|9TLV|aZMB
680	11412 34116	   	159.73	DCR|2DMG|1AART|1VULN|1ZMB	1aBEXP|2VULN|3RMIN|4AART|5aDMG|6RCR|7ZMB|8LSRREG|9aERES|aBPWR
681	11412 34211	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1aBEXP|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES
682	11412 34212	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aLHND
683	11412 35231	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	18BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|9ERES|aZMB
684	11412 35241	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	18BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|9TLV|aZMB
685	11412 35341	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8FEWX|9ZMB|aDUST
686	11412 35343	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8FEWX|9ZMB|aERES
