0	Index      	 *	Score 	Summary	Detail	
1	43162 11336	 * 	194.69	ACR|2VULN|2DMG|1AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8aVULN|9DUR
480	43125 31431	   	166.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|59VULN|6LWND|8ERES|aZMB
481	43622 61231	   	166.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|3ERES|4TLV|57DMG|6LWND|89VULN|aZMB
482	45131 13116	   	166.83	ACR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2LWND|3aDMG|4RCR|5AART|68CGEN|7DUR|9aASPD|aBPWR
483	43111 22661	   	166.80	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7RCVC|89VULN|aRPLT
484	43111 33256	   	166.77	ACR|2AART|1VULN|1DMG|2CDMG	1aCDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9LIT
485	45131 13362	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5AART|6CGEN|7DUR|8TLV|9aVULN
486	45131 16332	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5AART|6CGEN|7aVULN|8TLV|9DUR
487	45131 21231	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5AART|6DUST|7LIT|8DUR|9aVULN
488	45131 21233	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3aDMG|4RCR|5AART|6DUST|7LIT|8DUR|9VULN
489	45131 24311	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5AART|6DUST|7DUR|8aVULN|9LIT
490	45131 24313	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3aDMG|4RCR|5AART|6DUST|7DUR|8VULN|9LIT
491	45131 42223	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2LWND|3aDMG|4RCR|5AART|6ASPD|7VENICY|8FEWX|9VULN
492	45131 42323	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2LWND|3aDMG|4RCR|5AART|6ASPD|7VENICY|8LHND|9VULN
493	45131 12423	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5AART|6CGEN|7AIRHEA|89VULN|aDUR
494	45131 21531	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5AART|6DUST|7LIT|89VULN|aDUR
495	42221 41235	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|35aLWND|4LHND|6RCR|79DMG|8aVULN|aBPWR
496	42115 32135	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3aDMG|4LWND|58DMSP|6RCR|7LHND|9aVULN|aBPWR
497	43111 22663	   	166.70	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7RCVC|89VULN|aERES
498	41122 32534	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	18CDMG|2aCGEN|3DUR|4TLV|5aDMG|6RCR|7LHND|9aVULN|aBPWR
499	43111 16241	   	166.60	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|69CGEN|7aVULN|8RCVC
500	43331 31343	 * 	166.49	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|2RCR|3RPLT|4DUST|5RMIN|6AART|79VULN|89aDUR|9BPWR
501	43243 21532	   	166.48	ACR|2VULN|2AART|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|5FEWX|6aAART|7LIT|89VULN
502	43131 21224	   	166.48	ACR|3DMG|1VULN|1CDMG|2DUR	1CDMG|2RCR|37aDMG|4CGEN|5TLV|6aBEXP|8VULN|9aDUR|aBPWR
503	43131 41224	   	166.48	ACR|3DMG|1VULN|1CDMG|2DUR	1CDMG|2RCR|36aDMG|4CGEN|5TLV|7aBEXP|8VULN|9aDUR|aBPWR
504	42115 31341	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4LWND|5DMSP|6RCR|8MLV|9AART|aVULN
505	42132 41241	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|48CGEN|5BEXP|6RCR|9AART|aVULN
506	43111 25261	   	166.40	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|37DMG|4LWND|5AART|6DUST|8RCVC|9ERES|aVULN
507	43125 21152	   	166.40	ACR|3DMG|3CDMG|1VULN	18aCDMG|2RCR|379DMG|4TLV|5VULN|6LHND
508	43125 31152	   	166.40	ACR|3DMG|3CDMG|1VULN	18aCDMG|2RCR|379DMG|4TLV|5VULN|6LWND
509	43242 21532	   	166.38	ACR|2VULN|2AART|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|5DUST|6aAART|7LIT|89VULN
510	43165 32311	   	166.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8RCVC|9FEWX|aLHND
511	43165 32313	   	166.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8RCVC|9FEWX|aLWND
512	43165 32321	   	166.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8RCVC|9CGEN|aRMIN
513	43165 32333	   	166.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8RCVC|9RPLT|aFEWX
514	41122 32252	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|5DMG|6RCR|7LHND|8aVULN|9AART
515	42131 32252	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4CGEN|5TLV|6RCR|7LHND|8aVULN|9AART
516	41122 31341	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|8MLV|9AART|aVULN
517	42131 31341	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|8MLV|9AART|aVULN
518	43113 22661	   	166.30	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5FEWX|6AART|7RCVC|89VULN|aRPLT
519	43463 32233	   	166.28	ACR|3VULN|1DMG|1CDMG|2DUR	1CDMG|2RCR|35DUR|4TLV|6RMIN|7DMG|89aVULN
520	45133 21231	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5FEWX|6AART|7LIT|8DUR|9aVULN
521	45133 21233	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3aDMG|4RCR|5FEWX|6AART|7LIT|8DUR|9VULN
522	45133 21531	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5FEWX|6AART|7LIT|89VULN|aDUR
523	41122 31541	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|8ERES|9AART|aVULN
524	42131 31541	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|8ERES|9AART|aVULN
525	43112 22661	   	166.20	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7RCVC|89VULN|aRPLT
526	43113 22663	   	166.20	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5FEWX|6AART|7RCVC|89VULN|aERES
527	45132 21231	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5DUST|6AART|7LIT|8DUR|9aVULN
528	45132 21233	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3aDMG|4RCR|5DUST|6AART|7LIT|8DUR|9VULN
529	45132 24311	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5DUST|6AART|7DUR|8aVULN|9LIT
530	45132 24313	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3aDMG|4RCR|5DUST|6AART|7DUR|8VULN|9LIT
531	45132 21531	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|5DUST|6AART|7LIT|89VULN|aDUR
532	43321 31142	   	166.13	ACR|4VULN|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3RPLT|4CGEN|5ZMB|6DUR|789aVULN
533	43112 22663	   	166.10	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7RCVC|89VULN|aERES
534	43331 31246	   	166.10	ACR|3VULN|1AART|2CDMG	19CDMG|2RCR|3RPLT|4DUST|5RMIN|6AART|79aVULN|89LWND|9BPWR
535	32553 41231	 * 	166.08	DCR|3VULN|1DMG|2ZMB|1CDMG	1LHND|2TLV|389VULN|4CDMG|5aZMB|6RCR|7DMG
536	44131 31141	   	166.04	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	18CDMG|2ZMB|3DUR|4CGEN|5TLV|6RCR|7DMG|9AART|aVULN
537	43163 11511	   	165.95	ACR|3DMG|1AART|2CDMG|1SELL	17CDMG|2RCR|378DMG|4SELL|57FEWX|6AART|7BPWR|9CGEN|aMLV
538	43163 11512	   	165.95	ACR|3DMG|1AART|2CDMG|1SELL	17CDMG|2RCR|378DMG|4SELL|57FEWX|6AART|7BPWR|9aCGEN
539	43163 11532	   	165.95	ACR|3DMG|1AART|2CDMG|1SELL	17CDMG|2RCR|378DMG|4SELL|57FEWX|6AART|7BPWR|9LHND|aRMIN
540	44123 31141	   	165.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	18CDMG|2ZMB|3DUR|4TLV|5ERES|6RCR|7DMG|9AART|aVULN
541	43111 12425	   	165.90	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|7AIRHEA|89VULN|aRCVC
542	43113 25231	   	165.90	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|37DMG|4LWND|5FEWX|6AART|8RCVC|9NUKE|aVULN
543	43113 25261	   	165.90	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|37DMG|4LWND|5FEWX|6AART|8RCVC|9ERES|aVULN
544	43163 11123	   	165.85	ACR|3DMG|1AART|2CDMG|1SELL	17CDMG|2RCR|37aDMG|4SELL|57FEWX|6AART|7BPWR|8ERES|9RPLT
545	43163 11533	   	165.85	ACR|3DMG|1AART|2CDMG|1SELL	17CDMG|2RCR|378DMG|4SELL|57FEWX|6AART|7BPWR|9LHND|aDUST
546	43226 31234	   	165.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1CDMG|2RCR|3LWND|4LHND|5RCVC|67DMG|89VULN|aASPD
547	43226 31235	   	165.82	ACR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|4LHND|5RCVC|67DMG|89VULN|aDUR
548	42115 31363	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4LWND|5DMSP|6RCR|8MLV|9VULN|aAART
549	43112 25261	   	165.80	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|37DMG|4LWND|5DUST|6AART|8RCVC|9ERES|aVULN
550	41122 31363	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|8MLV|9VULN|aAART
551	42115 31253	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4LWND|5DMSP|6RCR|8VULN|9ERES|aAART
552	42131 31363	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|8MLV|9VULN|aAART
553	43165 32112	   	165.65	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8ERES|9FEWX|aRCVC
554	43123 12234	   	165.62	ACR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4TLV|5DUR|6RCVC|7aLHND|8CGEN|9aVULN|aBPWR
555	41122 31253	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|8VULN|9ERES|aAART
556	41122 31563	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|8ERES|9VULN|aAART
557	41123 41253	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4TLV|58VULN|6RCR|7DMG|9ERES|aAART
558	42131 31253	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|8VULN|9ERES|aAART
559	42131 31563	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|8ERES|9VULN|aAART
560	43165 32132	   	165.55	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8ERES|9MBVNT|aRCVC
561	44332 53221	 * 	165.54	DCR|3AART|2DMG|1CDMG|1ZMB	1CDMG|2ZMB|3BELT|4FEWX|59DMG|68aAART|7RCR
562	43123 12434	   	165.52	ACR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4TLV|5DUR|6RCVC|7aLHND|8ERES|9aVULN|aBPWR
563	43111 33412	   	165.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|49LWND|56AART|7VULN|8BEXP|aDUR
564	43111 33512	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|49LWND|56AART|7VULN|8LHND|aDUR
565	43111 33531	   	165.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|9DUR|aMLV
566	43111 33533	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|9DUR|aFEWX
567	43111 33535	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8aLHND|9DUR
568	43111 33536	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|9DUR|aBEXP
569	42115 31235	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2aDUR|37DMG|4LWND|5DMSP|6RCR|89VULN
570	42115 31243	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|29DUR|37DMG|4LWND|5DMSP|6RCR|8aVULN
571	42131 32234	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2aDUR|39DMG|4CGEN|5aTLV|6RCR|7LHND|8aVULN|aBPWR
572	43111 24322	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5aAART|6DUST|7DUR|8VULN|9MLV
573	43111 26612	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|49LWND|57AART|6DUST|8VULN|aDUR
574	43111 32633	   	165.39	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7CGEN|8LSRREG|9VULN|aDUR
575	43111 33111	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8ERES|9ASPD|aRPLT
576	43111 33114	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8ERES|9ASPD|aBEXP
577	43111 33115	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8ERES|9ASPD|aLIT
578	43111 33116	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4aLWND|56AART|7VULN|8ERES|9ASPD
579	43111 33142	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8ERES|9CGEN|aDUR
580	43111 33162	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8ERES|9LIT|aASPD
581	43111 33311	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9ASPD|aRPLT
582	43111 33314	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9ASPD|aBEXP
583	43111 33315	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9ASPD|aLIT
584	43111 33316	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4aLWND|56AART|7VULN|8TLV|9ASPD
585	43111 33342	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9CGEN|aDUR
586	43111 33362	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9LIT|aASPD
587	43111 33436	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8BEXP|9DUST|aDUR
588	43111 33532	   	165.39	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|9DUR|aDUST
589	43251 33362	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|4ERES|56AART|7VULN|8CGEN|9DMG|aDUR
590	43611 33362	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3ERES|4LWND|56AART|7VULN|8CGEN|9DMG|aDUR
591	41122 31235	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2CGEN|3aDUR|4TLV|57DMG|6RCR|89VULN
592	42131 31235	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2aDUR|37DMG|4CGEN|5TLV|6RCR|89VULN
593	32552 31236	   	165.33	DCR|4VULN|1DMG|1CDMG	1LHND|2TLV|359aVULN|4CDMG|6RCR|7DMG|8CGEN
594	32552 31633	   	165.33	DCR|4VULN|1DMG|1CDMG	1LHND|2TLV|359aVULN|4CDMG|6RCR|7DMG|8MLV
595	43226 32235	   	165.30	ACR|2VULN|2DMG|2CDMG	1aCDMG|2RCR|3aLWND|4LHND|5RCVC|69DMG|7LEGI|8aVULN|aBPWR
596	43111 24342	   	165.29	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5aAART|6DUST|7DUR|8VULN|9TLV
597	43111 26632	   	165.29	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|57AART|69DUST|8VULN|aDUR
598	43111 33113	   	165.29	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8aERES|9ASPD
599	43111 33313	   	165.29	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9ASPD|aERES
600	43222 21156	   	165.28	ACR|2VULN|2AART|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4LHND|5aVULN|6ZMB|7RPLT|89AART
601	43142 41233	   	165.25	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8VULN|9RPLT|aBELT
602	43142 41322	   	165.25	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8FEWX|9MLV|aVULN
603	43111 13266	   	165.18	ACR|2DMG|1AART|2CDMG|2DUR	1aCDMG|2RCR|3aDMG|4LWND|5AART|6CGEN|7aDUR|8RCVC|9NUKE|aBPWR
604	43142 15221	   	165.15	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|357DMG|45BEXP|5BPWR|6BASICY|8LWND|9VULN|aZMB
605	43142 15233	   	165.15	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|357DMG|45BEXP|5BPWR|6BASICY|8LWND|9ZMB|aVULN
606	43142 41231	   	165.15	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8VULN|9RPLT|aTLV
607	43142 41232	   	165.15	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8VULN|9RPLT|aDUST
608	44332 53223	 * 	165.12	DCR|2DMG|2AART|2ZMB|1CDMG	1CDMG|2aZMB|3BELT|4FEWX|59DMG|68AART|7RCR
609	41123 41234	   	165.10	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2CGEN|3DUR|4TLV|589VULN|6RCR|7DMG|aASPD
610	14552 31113	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2LHND|35VULN|48CDMG|6RCR|7DMG|9DUST|aAART
611	34552 31113	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|2CGEN|35VULN|48CDMG|6RCR|7DMG|9DUST|aAART
612	13531 51235	 * 	165.08	ACR|4VULN|2DMG	1aMLV|2BEXP|367aVULN|4DUST|5RCR|8LHND|9aDMG|aBPWR
613	43111 46221	   	165.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VULN|8BEXP|9ZMB|aMLV
614	43111 46223	   	165.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VULN|8BEXP|9ZMB|aFEWX
615	43142 41221	   	165.05	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8VULN|9BASHEA|aDUST
616	43125 22231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|589VULN|6LHND|7CGEN|aZMB
617	43125 23231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|589VULN|6LHND|7MLV|aZMB
618	43125 32231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|589VULN|6LWND|7CGEN|aZMB
619	43125 33231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|589VULN|6LWND|7MLV|aZMB
620	43125 42231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|589VULN|6RMIN|7LHND|aZMB
621	43523 21231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3CGEN|4TLV|589VULN|6LHND|7DMG|aZMB
622	43523 31231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3CGEN|4TLV|589VULN|6LWND|7DMG|aZMB
623	43111 63242	   	165.04	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1CDMG|2RCR|3DMG|4LWND|5AART|68RCVC|7VULN|9BELT|aFLTHEA
624	32552 31113	   	164.99	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|2TLV|35VULN|48CDMG|6RCR|7DMG|9DUST|aAART
625	62552 31113	   	164.99	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|2TLV|35VULN|48CDMG|6RCR|7DMG|9DUST|aAART
626	43111 46222	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VULN|8BEXP|9ZMB|aDUST
627	43241 21233	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3LWND|4ZMB|5AART|6DUST|7LIT|8DUR|9VULN|aDMG
628	43241 24213	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3LWND|4ZMB|5AART|6DUST|7DUR|8VULN|9LIT|aDMG
629	43241 42223	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3LWND|4ZMB|5AART|6ASPD|7VENICY|8FEWX|9VULN|aDMG
630	43241 42323	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3LWND|4ZMB|5AART|6ASPD|7VENICY|8LHND|9VULN|aDMG
631	43623 21231	   	164.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3ERES|4TLV|589VULN|6LHND|7DMG|aZMB
632	43623 31231	   	164.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3ERES|4TLV|589VULN|6LWND|7DMG|aZMB
633	43142 31241	   	164.92	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2RCR|357DMG|45BEXP|5BPWR|6DUR|8RMIN|9AART|aBELT
634	43113 26612	   	164.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|49LWND|5FEWX|67AART|8VULN|aDUR
635	43111 32151	   	164.87	ACR|2AART|1DMG|2CDMG|1VULN	18CDMG|2RCR|3DMG|4LWND|56AART|7CGEN|9FEWX|aVULN
636	43111 33441	   	164.87	ACR|2AART|1VULN|1DMG|2CDMG	19CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8BEXP|aRPLT
637	43111 33541	   	164.87	ACR|2AART|1DMG|2CDMG|1VULN	19CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|aRPLT
638	43111 42413	   	164.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VENICY|8VULN|9AIRHEA|aZMB
