0	Index      	 *	Score 	Summary	Detail	
1	13158 37312	 * 	189.81	DCR|2VULN|2DMG|2AART|1FLTHEA	19FEWX|2BEXP|39DMG|4MBVNT|59VULN|6RCR|78AART|9BPWR|aFLTHEA
470	13158 34474	   	160.30	DCR|2VULN|2DMG|1CDMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8ASPD|9RPLT|aCDMG
471	22256 11123	   	160.25	DCR|4VULN|1AART|2DUR	134LIT|2348VULN|348BPWR|58DUR|6AART|7RMIN|9CGEN|aRCR
472	13158 34337	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9ERES|aDUR
473	13158 34484	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8ASPD|9DUST|aCDMG
474	31115 14112	   	160.18	DCR|2DMG|1AART|1VULN|2ZMB	1aCGEN|2AART|3VULN|4aZMB|5RMIN|6LHND|7ERES|8RCR|9aDMG|aBPWR
475	12114 64123	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2LHND|3aDMG|4ZMB|5VULN|6MLV|7AART|8RCR|9ASPD
476	22256 11143	   	160.15	DCR|4VULN|1AART|2DUR	134LIT|2348VULN|348BPWR|58DUR|6AART|7RMIN|9TLV|aRCR
477	22256 11153	   	160.15	DCR|4VULN|1AART|2DUR	134LIT|2348VULN|348BPWR|58DUR|6AART|7RMIN|9ERES|aRCR
478	16116 52131	   	160.15	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1FEWX|26ASPD|3aDUR|4ZMB|5AART|79VULN|8RCR
479	31115 24112	   	160.08	DCR|2DMG|1AART|1VULN|2ZMB	1aCGEN|2AART|3VULN|4aZMB|5RMIN|6DUST|7ERES|8RCR|9aDMG|aBPWR
480	12111 24123	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2LHND|3aDMG|4ZMB|5ERES|6VULN|7AART|8RCR|9ASPD
481	22254 81121	   	160.07	DCR|4VULN|2DMG	134LIT|2348VULN|348BPWR|5MBVNT|68DMG|789CGEN|aRCR
482	12412 33232	 * 	160.05	DCR|1AART|1DMG|2CDMG|1VULN|1FLTHEA	1FEWX|2LHND|3FLTHEA|4AART|5DMSP|6DMG|79CDMG|8RCR|aVULN
483	12131 24132	   	159.91	DCR|2VULN|2DMG|1AART	1aFEWX|29LHND|3aDMG|4MLV|5ERES|6aVULN|7AART|8RCR|aBPWR
484	62131 24132	   	159.91	DCR|2VULN|2DMG|1AART	1aBEXP|29LHND|3aDMG|4MLV|5ERES|6aVULN|7AART|8RCR|aBPWR
485	13158 34371	   	159.87	DCR|2VULN|2DMG|2CDMG	179FEWX|29BEXP|37DMG|4MBVNT|57VULN|6RCR|79BPWR|89CDMG|aBELT
486	13158 34372	   	159.87	DCR|2VULN|2DMG|2CDMG	179FEWX|29BEXP|37DMG|4MBVNT|57VULN|6RCR|79BPWR|89CDMG|aMLV
487	13158 34373	   	159.87	DCR|2VULN|2DMG|2CDMG	179FEWX|29BEXP|37DMG|4MBVNT|57VULN|6RCR|79BPWR|89CDMG|aRMIN
488	13158 34374	   	159.87	DCR|2VULN|2DMG|2CDMG	179FEWX|29BEXP|37DMG|4MBVNT|57VULN|6RCR|79BPWR|89CDMG|aLHND
