0	Index      	 *	Score 	Summary	Detail	
1	21222 62436	 * 	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ASPD|aDMG
497	21236 62232	   	153.41	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7VULN|9ASPD|aDUST
498	11362 23155	   	153.39	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|8VULN|9LIT|aZMB
499	62224 16221	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2DMG|3RMIN|4AART|5CDMG|6CGEN|7RCR|8VULN|9LWND|aZMB
500	21222 66511	   	153.39	DCR|2AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|38CDMG|47AART|5DUST|6RCR|9LSRHEA|aVULN
501	25335 23112	   	153.36	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4LIT|5DMG|6RCR|7RCVC|8AART|9RMIN|aASPD
502	25335 23122	   	153.36	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|23VULN|4LIT|5DMG|6RCR|7RCVC|8AART|9DUR|aBELT
503	25335 23123	   	153.36	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|23VULN|4LIT|5DMG|6RCR|7RCVC|8AART|9DUR|aCGEN
504	25335 23124	   	153.36	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|23VULN|4LIT|5DMG|6RCR|7aRCVC|8AART|9DUR
505	25335 23125	   	153.36	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|23VULN|4aLIT|5DMG|6RCR|7RCVC|8AART|9DUR
506	13433 31214	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2LHND|35VULN|4LIT|6DUR|7ASPD|8DMG|9RCR|aZMB
507	13433 33212	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2LHND|35VULN|4LIT|6DUR|7ZMB|8DMG|9RCR|aASPD
508	21222 62422	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9BEXP|aLHND
509	21222 62424	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9BEXP|aCGEN
510	21222 62425	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1aRPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9BEXP
511	21222 62426	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9BEXP|aFEWX
512	21222 62451	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9CGEN|aLWND
513	21222 62453	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9CGEN|aLHND
514	62224 26221	   	153.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2DMG|3RMIN|4AART|5CDMG|6ERES|7RCR|8VULN|9LWND|aZMB
515	32231 35111	   	153.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2DMG|3RMIN|4TLV|5DUST|6RCR|7VULN|8AART|9CDMG|aZMB
516	62522 33243	   	153.29	DCR|2VULN|2DMG|1DUR|1ASPD	1DUST|25DMG|3DUR|4LWND|6RCR|7ASPD|8ERES|9aVULN
517	62632 33243	   	153.29	DCR|2VULN|2DMG|1DUR|1ASPD	1DUST|25DMG|3LWND|4DUR|6RCR|7ASPD|8ERES|9aVULN
518	21236 62263	   	153.27	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7VULN|9DUR|aSELL
519	25335 23126	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|23VULN|4LIT|5DMG|6RCR|7RCVC|8AART|9DUR|aDUST
520	25335 23142	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4LIT|5DMG|6RCR|7RCVC|8AART|9ERES|aASPD
521	25335 21512	   	153.26	DCR|2VULN|2DMG|1CDMG	1RPLT|23VULN|4LIT|5aDMG|6RCR|7CGEN|8CDMG|9MLV
522	13122 53111	   	153.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3RMIN|4ASPD|5VULN|6ZMB|7LIT|8AART|9RCR|aDMG
523	13123 14111	   	153.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3RMIN|4ASPD|5LIT|6VULN|7ZMB|8AART|9RCR|aDMG
524	13322 53111	   	153.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3CGEN|4ASPD|5VULN|6ZMB|7LIT|8AART|9RCR|aDMG
525	13323 14111	   	153.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3CGEN|4ASPD|5LIT|6VULN|7ZMB|8AART|9RCR|aDMG
526	14435 22112	   	153.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3VULN|4LIT|5DMG|6ZMB|7CGEN|8AART|9RCR|aBELT
527	14435 22113	   	153.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3VULN|4LIT|5DMG|6ZMB|7aCGEN|8AART|9RCR
528	21222 62246	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|59DUST|6RCR|7aVULN|8DMSP
529	21222 62411	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ERES|aLWND
530	21222 62413	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ERES|aLHND
531	21222 62414	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ERES|aMLV
532	21222 62442	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|59DUST|6RCR|78VULN|aBEXP
533	21222 62452	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5aDUST|6RCR|78VULN|9CGEN
534	11236 62253	   	153.16	DCR|2VULN|2AART|1CDMG	1CDMG|2RPLT|3RMIN|4LEGI|58AART|6RCR|79VULN|aLIT
535	25335 21232	   	153.16	DCR|2VULN|2DMG|1CDMG	1RPLT|23VULN|4LIT|5aDMG|6RCR|7CGEN|8ERES|9CDMG
536	25335 22512	   	153.16	DCR|2VULN|2DMG|1CDMG	1RPLT|23VULN|4LIT|5aDMG|6RCR|7ERES|8CDMG|9MLV
537	25335 24312	   	153.16	DCR|2VULN|2DMG|1CDMG	1RPLT|23VULN|4LIT|5aDMG|6RCR|7CDMG|8ERES|9MLV
538	12122 53111	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3RMIN|4ASPD|5VULN|6ZMB|7LIT|8AART|9RCR|aDMG
539	12123 14111	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3RMIN|4ASPD|5LIT|6VULN|7ZMB|8AART|9RCR|aDMG
540	12322 53111	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3CGEN|4ASPD|5VULN|6ZMB|7LIT|8AART|9RCR|aDMG
541	12323 14111	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3CGEN|4ASPD|5LIT|6VULN|7ZMB|8AART|9RCR|aDMG
542	52224 35341	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3RMIN|4AART|5CDMG|6VULN|7MBVNT|8ZMB|9DUR|aRCR
543	21222 62412	   	153.12	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5aDUST|6RCR|78VULN|9ERES
544	21222 62441	   	153.12	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|59aDUST|6RCR|78VULN
545	25331 31111	   	153.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RPLT|23VULN|45LIT|6DUR|7ASPD|8AART|9RCR|aDMG
546	11346 13523	   	153.08	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2RPLT|3LSRREG|4VULN|5RCR|6AART|7RMIN|8ASPD|9DUR|aDMG
547	21222 62423	   	153.07	DCR|2VULN|1AART|1CDMG|1ZMB|1SELL	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9BEXP|aSELL
548	11236 62251	   	153.06	DCR|2VULN|2AART|1CDMG	1CDMG|2RPLT|3RMIN|4LEGI|58AART|6RCR|79VULN|aDUST
549	23415 32511	   	153.05	ACR|2VULN|1AART|1DMG|1ZMB	1RPLT|29LWND|3LHND|47VULN|5RCR|6DMG|8AART|aZMB
550	23415 32521	   	153.05	ACR|2VULN|1AART|1DMG|1ZMB	1RPLT|2LWND|39LHND|47VULN|5RCR|6DMG|8AART|aZMB
551	62224 35341	   	153.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DMG|3RMIN|4AART|5CDMG|6VULN|7MBVNT|8ZMB|9DUR|aRCR
552	13253 31212	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1CDMG|2LHND|3LIT|4FEWX|56VULN|7ASPD|8aDMG|9RCR
553	13263 31212	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1CDMG|2LHND|3LIT|4BEXP|56VULN|7ASPD|8aDMG|9RCR
554	13434 31212	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1CDMG|2LHND|36VULN|4LIT|5BEXP|7ASPD|8aDMG|9RCR
555	56433 31212	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2LIT|3LHND|4CDMG|56VULN|7ASPD|8aDMG|9RCR
556	52123 33161	   	152.98	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|3MLV|4RCVC|589VULN|6DLOT|7AART|aRCR
557	13432 31212	   	152.90	DCR|2VULN|2DMG|1CDMG|1ASPD	1CDMG|2LHND|36VULN|4LIT|5DUST|7ASPD|8aDMG|9RCR
558	32112 44423	   	152.90	DCR|2DMG|2AART|2ASPD|1DUR	1LWND|26DMG|3MLV|4DUR|56ASPD|6BPWR|7TLV|8RCR|9aAART
559	32112 45423	   	152.90	DCR|2DMG|2AART|2ASPD|1DUR	1LWND|26DMG|3MLV|4DUR|56ASPD|6BPWR|7ERES|8RCR|9aAART
560	25335 22333	   	152.89	DCR|2VULN|1DMG|2CDMG|1ZMB	1RPLT|23VULN|4LIT|5DMG|6RCR|7ERES|8ZMB|9aCDMG
561	62123 33161	   	152.88	DCR|3VULN|1AART|1DMG	1DUST|2DMG|3MLV|4RCVC|589VULN|6DLOT|7AART|aRCR
562	52224 12123	   	152.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2DMG|3RMIN|4AART|5CDMG|6CGEN|79VULN|8BELT|aRCR
563	12412 22242	   	152.81	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|24DUST|356VULN|7DUR|8AART|9LIT|aRCR
564	21236 62216	   	152.79	DCR|2AART|2CDMG|1VULN|1ZMB	1RPLT|2ZMB|3aCDMG|4LEGI|58AART|6RCR|7VULN|9ERES
565	62153 33161	   	152.78	DCR|3VULN|1AART|1DMG	14DUST|2DMG|3MLV|589VULN|6DLOT|7AART|aRCR
566	52224 22123	   	152.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2DMG|3RMIN|4AART|5CDMG|6ERES|79VULN|8BELT|aRCR
567	52224 32123	   	152.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2DMG|3RMIN|4AART|5CDMG|69VULN|7ERES|8BELT|aRCR
568	56631 32111	   	152.78	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|25LIT|3MBVNT|4CDMG|6aDMG|7VULN|8AART|9RCR
569	62224 12123	   	152.78	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3RMIN|4AART|5CDMG|6CGEN|79VULN|8BELT|aRCR
570	62224 33123	   	152.78	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3RMIN|4AART|5CDMG|69VULN|7CGEN|8BELT|aRCR
571	13435 13361	   	152.77	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2LHND|3VULN|4LIT|5DMG|6AART|7ASPD|8RCR|9BEXP|aDUR
572	25333 34114	   	152.76	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|235VULN|4LIT|6DUR|7ZMB|8AART|9RCR|aRCVC
573	25333 34115	   	152.76	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|235VULN|4aLIT|6DUR|7ZMB|8AART|9RCR
574	52322 16341	   	152.75	DCR|2VULN|2DMG|1ZMB|1ASPD	19BEXP|24DMG|39LSRREG|5ASPD|6FEWX|79VULN|8RCR|9BPWR|aZMB
575	21236 62422	   	152.72	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9BEXP|aLHND
576	65233 33161	   	152.68	DCR|3VULN|1AART|1DMG	12DUST|2BPWR|389VULN|4TLV|5DMG|6DLOT|7AART|aRCR
577	62224 22123	   	152.68	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3RMIN|4AART|5CDMG|6ERES|79VULN|8BELT|aRCR
578	32222 35323	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2DMG|3RMIN|4RCVC|5ASPD|6RCR|7ERES|8aVULN|9AART
579	32334 25522	   	152.66	DCR|2DMG|1AART|1VULN|1ASPD	1LWND|26DMG|3LSRREG|4CGEN|5AART|7RCR|8ASPD|9BEXP|aVULN
580	32334 25114	   	152.66	DCR|2DMG|1AART|1VULN|1DUR	1LWND|26DMG|3LSRREG|4CGEN|5AART|7RCR|8RPLT|9VULN|aDUR
581	25333 34112	   	152.66	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|235VULN|4LIT|6DUR|7ZMB|8AART|9RCR|aDUST
582	25333 34113	   	152.66	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|235VULN|4LIT|6DUR|7ZMB|8AART|9RCR|aERES
583	21236 62411	   	152.62	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9ERES|aLWND
584	21236 62413	   	152.62	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9ERES|aFEWX
585	33211 33246	   	152.60	DCR|3VULN|2DMG|1DUR	12LWND|359VULN|4DUR|68DMG|7FEWX|aRCR
586	35211 33246	   	152.60	DCR|3VULN|2DMG|1DUR	12LWND|2BPWR|359VULN|4DUR|68DMG|7FEWX|aRCR
587	31253 32535	   	152.60	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1LWND|2aDUR|3BEXP|4VULN|5ZMB|6RCR|7CDMG|8AART|9ASPD
588	62522 33332	   	152.59	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1DUST|25DMG|3DUR|4LWND|6RCR|7ASPD|8BEXP|9CDMG|aAART
589	62632 33332	   	152.59	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1DUST|25DMG|3LWND|4DUR|6RCR|7ASPD|8BEXP|9CDMG|aAART
590	11354 23141	   	152.56	DCR|2VULN|1AART|2CDMG|1DUR	14CDMG|2RPLT|3LSRREG|5AART|6DUR|7RCR|89VULN|aLIT
591	62252 21136	 * 	152.53	DCR|3DMG|3ASPD|1CDMG|1ZMB	147DUST|267DMG|3RMIN|567ASPD|67BPWR|8CDMG|9ZMB|aRCR
592	21236 62412	   	152.52	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9ERES|aDUST
593	33211 32246	   	152.50	DCR|3VULN|2DMG|1DUR	12LWND|359VULN|4DUR|68DMG|7DUST|aRCR
594	35211 32246	   	152.50	DCR|3VULN|2DMG|1DUR	12LWND|2BPWR|359VULN|4DUR|68DMG|7DUST|aRCR
595	31612 35611	   	152.50	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1LWND|24DUR|3DUST|5ASPD|6RCR|7VULN|8AART|9CDMG|aZMB
596	61212 35611	   	152.50	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DUST|24DUR|3FEWX|5ASPD|6RCR|7VULN|8AART|9CDMG|aZMB
597	21236 62423	   	152.47	DCR|2VULN|1AART|1CDMG|1ZMB|1SELL	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9BEXP|aSELL
598	11346 13321	   	152.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1aCDMG|2RPLT|3LSRREG|4VULN|5RCR|6AART|7RMIN|8DMG|9DUR
599	13435 13332	   	152.44	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1CDMG|2LHND|3VULN|4LIT|5DMG|6AART|7aASPD|8RCR|9RCVC
600	14433 11621	   	152.41	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|356VULN|4LIT|7BEXP|8RPLT|9AART|aRCR
601	25333 35421	   	152.41	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7CDMG|8BEXP|9AART|aRCR
602	11316 15142	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|4LWND|5RCR|6AART|7RCVC|89aVULN
603	11346 11113	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9RCVC|aLHND
604	11346 11114	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9RCVC|aMLV
605	11346 11121	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9FEWX|aLIT
606	11346 11125	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9FEWX|aBEXP
607	11346 11133	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|29RPLT|3LSRREG|478VULN|5RCR|6AART|aLHND
608	11346 11134	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|29RPLT|3LSRREG|478VULN|5RCR|6AART|aMLV
609	11346 11141	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9LWND|aLIT
610	11346 11151	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9LIT|aCGEN
611	11346 11153	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9aLIT
612	11346 13242	   	152.39	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|49aVULN|5RCR|6AART|7RMIN|8MLV
613	11354 23134	   	152.32	DCR|2VULN|1AART|2CDMG|1DUR|1SELL	14CDMG|2RPLT|3LSRREG|5AART|6DUR|7RCR|8aVULN|9SELL
614	21335 52351	   	152.32	DCR|3DMG|1AART|1ZMB	1RPLT|2ZMB|35aDMG|4LIT|6RCR|7CGEN|8DUST|9AART
615	21335 53351	   	152.32	DCR|3DMG|1AART|1ZMB	1RPLT|2ZMB|35aDMG|4LIT|6RCR|7RMIN|8DUST|9AART
616	22111 11111	   	152.31	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1RPLT|29LIT|3CDMG|49VULN|5ERES|6DUR|79ZMB|8AART|9BPWR|aRCR
617	11346 11112	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9RCVC|aERES
618	11346 11124	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9FEWX|aERES
619	11346 11126	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9FEWX|aTLV
620	11346 11132	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|29RPLT|3LSRREG|478VULN|5RCR|6AART|aERES
621	11346 11152	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9LIT|aLEGI
622	11346 11163	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|2aRPLT|3LSRREG|478VULN|5RCR|6AART|9ERES
623	11346 11261	   	152.29	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|47aVULN|5RCR|6AART|8TLV|9RCVC
624	33252 43423	 * 	152.27	DCR|2VULN|2AART|1DMG	12LWND|36VULN|46DUST|5NUKE|6BPWR|7DMG|8RCR|9aAART
625	11531 66113	 * 	152.25	DCR|1AART|1DMG|1CDMG|1FLTHEA|1ASPD|1DUR	1CDMG|2RPLT|3DUR|4AART|5ERES|6RCR|7LIT|8DMG|9FLTHEA|aASPD
626	14235 33611	 * 	152.20	DCR|2DMG|2AART|1CDMG|1DUR	1CDMG|2DUR|3LIT|4DUST|5aDMG|68AART|7MBVNT|9RCR
627	11345 13533	   	152.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3LSRREG|4VULN|5BEXP|6AART|7RCR|8LIT|9DMG|aZMB
628	11346 11162	   	152.19	ACR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9ERES|aTLV
629	25335 23315	   	152.16	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|23VULN|4LIT|5DMG|6RCR|7RCVC|8DUR|9FEWX|aAART
630	11361 63141	   	152.14	DCR|2VULN|1AART|1CDMG|2DUR	1CDMG|2RPLT|3LSRREG|4AART|56DUR|7RCR|89VULN|aLIT
631	32522 36343	 * 	152.04	DCR|2VULN|2DMG|2DUR	17LWND|25DMG|37DUR|47LHND|6RCR|7BPWR|8BEXP|9aVULN
632	11346 11233	   	152.04	ACR|3VULN|1AART|1CDMG|1SELL	1CDMG|2RPLT|3LSRREG|47aVULN|5RCR|6AART|8TLV|9SELL
633	21333 26412	   	152.03	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9AART|aFEWX
634	21333 26416	   	152.03	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9AART|aRMIN
635	32121 24423	   	152.03	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2DMG|3MLV|4RCVC|5ZMB|6RMIN|7aVULN|8RCR|9AART
636	32231 35216	   	151.96	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DMG|3RMIN|4TLV|5DUST|6RCR|78VULN|9DUR|aAART
637	13245 13611	   	151.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3LIT|4LWND|5aDMG|6AART|7ASPD|8ZMB|9RCR
638	21333 26411	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9AART|aTLV
639	21333 26413	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9AART|aDUST
640	32232 34423	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2DMG|3RMIN|4TLV|5DMSP|6ZMB|7aVULN|8RCR|9AART
641	32235 34423	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	15LWND|2DMG|3RMIN|4TLV|6ZMB|7aVULN|8RCR|9AART
642	11361 63134	   	151.90	DCR|2VULN|1AART|1CDMG|2DUR|1SELL	1CDMG|2RPLT|3LSRREG|4AART|56DUR|7RCR|8aVULN|9SELL
643	33223 34515	   	151.88	DCR|3VULN|1AART|1DMG	12LWND|356VULN|48RCVC|7DMG|9AART|aRCR
644	11343 16232	   	151.87	DCR|3VULN|1AART|1CDMG	1CDMG|2RPLT|3LSRREG|49aVULN|5MBVNT|6AART|7BELT|8RCR
645	14235 31611	   	151.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3LIT|4DUST|5aDMG|6AART|7MLV|8ZMB|9RCR
646	11222 62236	   	151.73	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RPLT|3RMIN|4AART|5DUST|6RCR|7VULN|8DMSP|9ASPD|aDMG
647	11342 13435	   	151.72	DCR|2VULN|1AART|2CDMG|1DUR|1SELL	18CDMG|2RPLT|3LSRREG|48VULN|58DUST|6AART|7RCR|8BPWR|9SELL|aDUR
648	11354 13143	   	151.67	DCR|2VULN|1AART|3CDMG	14aCDMG|2RPLT|3LSRREG|5AART|6LWND|7RCR|89VULN
649	23336 15611	   	151.63	DCR|2VULN|1AART|1DMG|1ZMB	15RPLT|27LWND|37VULN|47LIT|6AART|7BPWR|8ZMB|9RCR|aDMG
650	31256 43144	   	151.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|2aDUR|3BEXP|4VULN|5AART|6CDMG|7MBVNT|8RCR|9DMG
651	13433 43612	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|35VULN|4LIT|6DMG|7LEGI|8CGEN|9RCR|aAART
652	13433 63512	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|35VULN|4LIT|6MLV|7LEGI|8DMG|9RCR|aAART
653	23413 36141	   	151.55	DCR|3VULN|1AART|2DUR	1RPLT|29aLWND|36LHND|469VULN|5AART|69BPWR|79DUR|8RCR
654	13433 23512	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|35VULN|4LIT|6TLV|7LEGI|8DMG|9RCR|aAART
655	13433 43212	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|35VULN|4LIT|6DMG|7LEGI|8ERES|9RCR|aAART
656	23413 61143	   	151.45	DCR|3VULN|1AART|2DUR	17RPLT|29LWND|3LHND|49aVULN|5AART|69DUR|8RCR|9BPWR
657	23413 63143	   	151.45	DCR|3VULN|1AART|2DUR	1RPLT|29LWND|3LHND|49aVULN|5AART|69DUR|7RCVC|8RCR|9BPWR
658	21333 26426	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9FEWX|aAART
659	21333 26431	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9LHND|aAART
660	23334 12311	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2LWND|38VULN|45LIT|6AART|7ZMB|9RCR|aDMG
