0	Index      	 *	Score 	Summary	Detail	
1	42331 52511	 * 	190.82	DCR|3DMG|2VULN|1AART|1FLTHEA	1FEWX|2FLTHEA|36VULN|4AART|57aDMG|8RCR|9LSRHEA
466	36235 52211	   	162.23	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aLHND|7CGEN|8FEWX|9aVULN|aBPWR
467	36235 53211	   	162.23	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aLHND|7MLV|8FEWX|9aVULN|aBPWR
468	22214 12341	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3RMIN|4DMG|5CDMG|6RCR|7TLV|89aVULN
469	22614 12341	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3CGEN|4DMG|5CDMG|6RCR|7TLV|89aVULN
470	55114 12331	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	138VULN|2ZMB|4DMG|5CDMG|6RCR|7TLV|9RPLT|aLHND
471	55114 12332	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	138VULN|2ZMB|4DMG|5CDMG|6RCR|7TLV|9RPLT|aCGEN
472	21133 66632	   	162.18	DCR|3VULN|1AART|1DMG	16MLV|2RPLT|368VULN|4AART|5BELT|6BPWR|7RCR|9LIT|aDMG
473	12132 12544	   	162.17	DCR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	1DUST|2FLTHEA|35FEWX|4AART|67DMG|8RCR|9CDMG|aZMB
474	54621 11323	 * 	162.15	DCR|3AART|2VULN|1DMG	12VULN|34CGEN|5MLV|6RCR|7DMG|89aAART
475	36235 21311	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aMLV|7LHND|8DUST|9aVULN|aBPWR
476	36235 21411	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6MLV|7aLHND|8LEGI|9aVULN|aBPWR
477	36235 22311	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aMLV|7LWND|8DUST|9aVULN|aBPWR
478	36235 22411	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6MLV|7aLWND|8LEGI|9aVULN|aBPWR
479	36235 26311	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6MLV|7MBVNT|8aLWND|9aVULN|aBPWR
480	36235 52311	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aLHND|7CGEN|8DUST|9aVULN|aBPWR
481	36235 53311	   	162.13	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aLHND|7MLV|8DUST|9aVULN|aBPWR
482	32313 31222	   	162.12	DCR|4VULN|1AART	1RMIN|2RCVC|3ERES|4AART|589aVULN|6RCR|7BEXP
483	42631 32151	   	162.11	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	18FEWX|2FLTHEA|3DUR|4AART|57DMG|6VULN|9RCR|aTLV
484	12131 22544	   	162.07	DCR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	16DUST|2FLTHEA|3FEWX|4AART|57DMG|8RCR|9CDMG|aZMB
485	12331 22544	   	162.07	DCR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	16DUST|2FLTHEA|3BEXP|4AART|57DMG|8RCR|9CDMG|aZMB
486	11361 65322	 * 	162.07	DCR|4VULN|2DMG	1aDUST|2LHND|367aVULN|4ERES|5BEXP|8aDMG|9RCR|aBPWR
487	32536 33314	   	162.06	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|8LWND|9FEWX|aVULN
488	32536 33532	   	162.06	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|89LIT|aVULN
489	32536 53331	   	162.06	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6MLV|7CDMG|8LHND|9VULN|aDMG
490	32534 23611	   	162.05	ACR|2VULN|1AART|2FLTHEA|1ZMB	1RMIN|2RCVC|3RCR|49FLTHEA|5ZMB|69ERES|7AART|89VULN|9BPWR|aLWND
491	21331 34615	 * 	162.02	ACR|2VULN|2DMG|2ZMB|1DUR	19MLV|2RPLT|3RCR|4DMSP|59ZMB|6aDMG|7DUR|89VULN|9BPWR
492	32525 53312	   	162.00	ACR|2VULN|2AART|2CDMG	1RMIN|2RCVC|3RCR|4aCDMG|5DUST|6aBEXP|7aVULN|89AART|aBPWR
493	32514 11211	   	161.96	ACR|3DMG|1VULN|2CDMG	16RMIN|2RCVC|3RCR|489DMG|58CDMG|78CGEN|8BPWR|aVULN
494	32516 33211	   	161.96	ACR|3DMG|1VULN|2CDMG	1RMIN|2RCVC|3RCR|489DMG|578CGEN|68CDMG|8BPWR|aVULN
495	32536 33214	   	161.96	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|8DUST|9FEWX|aVULN
496	32536 33223	   	161.96	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|8DUST|9MLV|aVULN
497	32536 33243	   	161.96	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|8DUST|9CGEN|aVULN
498	32536 53231	   	161.96	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6MLV|7CDMG|8DUST|9VULN|aDMG
499	21126 16613	   	161.96	DCR|4VULN|1AART|1DUR	14MLV|2RPLT|348aVULN|4BPWR|5BELT|6AART|7RCR|9DUR
500	42164 12333	   	161.93	ACR|2DMG|2AART|1FLTHEA|1CDMG	13FEWX|2FLTHEA|47DMG|5RCR|6aAART|8LIT|9CDMG
501	54532 23311	   	161.92	DCR|3VULN|1AART|2CDMG|1ASPD	128VULN|3RPLT|4AART|5LIT|68CGEN|78CDMG|8BPWR|9ASPD|aRCR
502	21313 12341	   	161.90	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9AART|aRMIN
503	21313 12343	   	161.90	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9AART|aLHND
504	21313 12344	   	161.90	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9AART|aBEXP
505	32536 33233	   	161.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|8DUST|9ERES|aVULN
506	32536 33433	   	161.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|8ERES|9DUST|aVULN
507	25531 22313	 * 	161.85	DCR|5VULN|1AART	1MLV|26CGEN|3RPLT|4AART|56789VULN|6BPWR|aRCR
508	61313 12341	   	161.80	ACR|3VULN|1AART|1DMG	1TLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9AART|aRMIN
509	61313 12343	   	161.80	ACR|3VULN|1AART|1DMG	1TLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9AART|aLHND
510	61313 12344	   	161.80	ACR|3VULN|1AART|1DMG	1TLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9AART|aBEXP
511	61313 12542	   	161.80	ACR|3VULN|1AART|1DMG	1TLV|2RPLT|3RCR|47aVULN|58LIT|6DMG|9AART
512	55132 63313	   	161.79	ACR|3VULN|2DMG|1ZMB	137VULN|2ZMB|4LHND|5RCR|6FEWX|8aDMG|9DUST
513	36424 12311	   	161.78	DCR|3DMG|1AART|2CDMG	1RMIN|239DMG|39BPWR|4DUST|59CDMG|6RCR|79aTLV|8AART
514	65531 22313	   	161.75	DCR|5VULN|1AART	1TLV|26CGEN|3RPLT|4AART|56789VULN|6BPWR|aRCR
515	61313 12442	   	161.70	ACR|3VULN|1AART|1DMG	18TLV|2RPLT|3RCR|47aVULN|5LIT|6DMG|9AART
516	32526 32161	 * 	161.66	ACR|3AART|2VULN|1CDMG	1RMIN|2RCVC|3RCR|4CDMG|578AART|69VULN|aLWND
517	32526 32162	   	161.66	ACR|3AART|2VULN|1CDMG	1RMIN|2RCVC|3RCR|4CDMG|578AART|69VULN|aMGNLIT
518	21134 22313	   	161.65	DCR|5VULN|1AART	1MLV|2RPLT|36789VULN|4AART|56ERES|6BPWR|aRCR
519	31531 22313	   	161.65	DCR|5VULN|1AART	1RMIN|26ERES|3RPLT|4AART|56789VULN|6BPWR|aRCR
520	32533 13113	 * 	161.59	ACR|2DMG|1VULN|2ZMB|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|58DMG|6VULN|7aZMB|9DUR
521	32533 13613	 * 	161.59	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|68VULN|7aZMB|9DUR
522	22211 44532	   	161.57	DCR|3DMG|2VULN|1ZMB	1aMLV|2ZMB|3RMIN|46aDMG|5DUST|7BEXP|8RCR|9aVULN|aBPWR
523	32526 32125	   	161.56	ACR|3AART|2VULN|1CDMG	1RMIN|2RCVC|3RCR|4CDMG|578AART|6aVULN|9TLV
524	32526 32163	   	161.56	ACR|3AART|2VULN|1CDMG	1RMIN|2RCVC|3RCR|4CDMG|578AART|69VULN|aERES
525	55112 22632	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|45DMG|6LWND|7CDMG|8DUST|9DUR|aRCR
526	22263 31355	   	161.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3RMIN|46VULN|5CGEN|7DMG|8AART|9CDMG|aRCR
527	32532 12165	   	161.46	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5FEWX|6AART|7DMG|8VULN|9CGEN|aCDMG
528	32532 11561	   	161.46	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5FEWX|6AART|7CGEN|8CDMG|9VULN|aDMG
529	34364 38432	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2DUST|3MBVNT|4DUR|57DMG|6VULN|8RCR|9AART|aCDMG
530	54621 11313	   	161.28	DCR|2VULN|1AART|1DMG|2ZMB	12VULN|34CGEN|5MLV|6RCR|7DMG|8AART|9aZMB
531	42231 31652	   	161.28	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1FEWX|2FLTHEA|3AART|4LWND|5DMG|6VULN|7DUR|8RCR|9CDMG|aRMIN
532	42414 12322	   	161.18	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1FEWX|2FLTHEA|3RCVC|4ASPD|5RCR|6AART|7DMG|8ZMB|9DUR|aCDMG
533	42231 32651	   	161.18	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|3AART|4LWND|5DMG|6VULN|7DUST|8RCR|9CDMG|aASPD
534	42251 12236	   	161.11	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1FEWX|2FLTHEA|35AART|4ASPD|6DUR|7DMG|8TLV|9VULN|aRCR
535	52362 11224	   	161.11	DCR|3VULN|1DMG|2DUR|1ZMB	13aVULN|2FEWX|49aLIT|5ZMB|6RCR|7DMG|8aDUR|aBPWR
536	12414 12322	   	161.08	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1DUST|2FLTHEA|3RCVC|4ASPD|5RCR|6AART|7DMG|8ZMB|9DUR|aCDMG
537	62614 13123	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3CGEN|4DMG|5CDMG|6RCR|7VULN|8DUR|9AART|aRCVC
538	51362 11224	   	161.01	DCR|3VULN|1DMG|2DUR|1ZMB	13aVULN|2LEGI|49aLIT|5ZMB|6RCR|7DMG|8aDUR|aBPWR
539	53362 11224	   	161.01	DCR|3VULN|1DMG|2DUR|1ZMB	13aVULN|2DUST|49aLIT|5ZMB|6RCR|7DMG|8aDUR|aBPWR
540	21126 16632	   	160.98	DCR|3VULN|1AART|1DMG	14MLV|2RPLT|348VULN|4BPWR|5BELT|6AART|7RCR|9LIT|aDMG
541	42311 51213	   	160.94	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	1FEWX|2FLTHEA|3aVULN|4CDMG|5DUR|6LHND|7AART|8ASPD|9RCR
542	42312 61213	   	160.94	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	1FEWX|2FLTHEA|3aVULN|4CDMG|5LHND|6DUR|7AART|8ASPD|9RCR
543	15143 11224	   	160.91	DCR|3VULN|1DMG|2DUR|1ZMB	1aDUST|2ZMB|35aVULN|49LIT|6RCR|7DMG|8aDUR|aBPWR
544	61323 41146	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2RPLT|3RCR|4BEXP|5MBVNT|6VULN|7AART|89DMG|aCDMG
545	42331 64322	   	160.87	DCR|2AART|1DMG|1VULN|1FLTHEA|1ASPD	1FEWX|2FLTHEA|3VULN|48AART|5DMG|6LIT|7RCR|9ASPD|aLWND
546	42331 64323	   	160.87	DCR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|3VULN|48AART|5DMG|6LIT|7RCR|9ASPD|aRMIN
547	32523 13252	 * 	160.87	ACR|2VULN|3ZMB|3CDMG	1RMIN|2RCVC|3RCR|48aCDMG|578CGEN|68aZMB|8aBPWR|9aVULN
548	32523 23252	   	160.87	ACR|2VULN|3ZMB|3CDMG	1RMIN|2RCVC|3RCR|468CDMG|58aCGEN|78aZMB|8aBPWR|9aVULN
549	32534 13241	 * 	160.87	ACR|1AART|1VULN|1DMG|2ZMB|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|57ZMB|6VULN|8LWND|9AART|aDMG
550	12633 32135	   	160.86	DCR|2VULN|1AART|2FLTHEA|2DUR	17DUST|27FLTHEA|37DUR|4AART|5MBVNT|6RCR|7BPWR|8aVULN|9LIT
551	12633 32143	   	160.86	DCR|2VULN|1AART|2FLTHEA|2DUR	17DUST|27FLTHEA|37DUR|4AART|5MBVNT|6RCR|7BPWR|8aVULN|9BEXP
552	12633 32373	   	160.86	DCR|2VULN|1AART|2FLTHEA|2DUR	17DUST|27FLTHEA|37DUR|4AART|5MBVNT|6RCR|7BPWR|8BEXP|9aVULN
553	42251 21522	   	160.85	DCR|3AART|1VULN|1DMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|356AART|4ASPD|7ERES|8DMG|9RCR|aVULN
