0	Index      	 *	Score 	Summary	Detail	
1	42253 42123	 * 	212.60	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|489VULN|5AART|6RCR|7FEWX|aMDPS
482	46143 11121	   	183.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2SNIFST|3VULN|4DUR|5AART|6CDMG|7RPLT|8LIT|9DMG|aRCR
483	23122 34762	   	183.88	DCR|3VULN|1AART|1DMG	1MLV|2CGEN|3MBVNT|457VULN|6RCVC|8RCR|9AART|aDMG
484	24422 34762	   	183.88	DCR|3VULN|1AART|1DMG	1MLV|2MBVNT|3CGEN|457VULN|6RCVC|8RCR|9AART|aDMG
485	61144 44524	   	183.86	DCR|2VULN|2ASPD|1AART|1DUR	12DUST|3MBVNT|45ASPD|67VULN|8AART|9RCR|aDUR
486	23137 46461	   	183.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1MLV|2CGEN|3MBVNT|4DMG|5AART|6DUR|7RCR|8VULN|9ASPD|aZMB
487	52253 43124	   	183.85	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2BEXP|3DUR|489VULN|5AART|6RCR|7MBVNT|aERES
488	44462 11323	   	183.81	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2MBVNT|3CGEN|45VULN|6MLV|7RCVC|8AART|9RCR|aDMG
489	54162 44431	   	183.79	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2MBVNT|3DUST|478VULN|5FEWX|6AART|9CDMG|aRCR
490	54163 24431	   	183.79	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2MBVNT|3DUST|478VULN|5AART|6FEWX|9CDMG|aRCR
491	53142 48231	   	183.78	DCR|2VULN|2ASPD|1CDMG|2ZMB	15ZMB|2CGEN|3MBVNT|47ASPD|6aVULN|8RCR|9CDMG
492	54442 48231	   	183.78	DCR|2VULN|2ASPD|1CDMG|2ZMB	15ZMB|2MBVNT|3CGEN|47ASPD|6aVULN|8RCR|9CDMG
493	12223 16431	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	16LWND|2AAC|3DUR|4VULN|5AART|7ASPD|8DMG|9CDMG|aRCR
494	12223 56431	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LWND|2AAC|3DUR|4VULN|5AART|6DMSP|7ASPD|8DMG|9CDMG|aRCR
495	31121 21263	   	183.69	DCR|4VULN|1AART|1ZMB	1SNIFST|248CGEN|3467VULN|4BPWR|5AART|9ZMB|aRCR
496	56121 21122	   	183.69	DCR|4VULN|1AART|1ZMB	1ZMB|24SNIFST|3467VULN|4BPWR|5AART|8RPLT|9CGEN|aRCR
497	56121 21252	   	183.69	DCR|4VULN|1AART|1ZMB	1ZMB|24SNIFST|3467VULN|4BPWR|5AART|8CGEN|9RPLT|aRCR
498	11142 44413	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2DUST|3MBVNT|4aVULN|5CGEN|6RCR|7ASPD|8CDMG|9AART
499	12123 41624	   	183.69	DCR|2VULN|1AART|1NUKE|1CDMG|1AAC	1LWND|2AAC|3DUST|49VULN|5AART|6RCR|7CGEN|8CDMG|aNUKE
500	63142 44413	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|2LWND|3MBVNT|4aVULN|5CGEN|6RCR|7ASPD|8CDMG|9AART
501	53121 48231	   	183.67	DCR|2VULN|2ASPD|1CDMG|1ZMB	1ZMB|2CGEN|3MBVNT|4RCVC|57ASPD|6aVULN|8RCR|9CDMG
502	54421 48231	   	183.67	DCR|2VULN|2ASPD|1CDMG|1ZMB	1ZMB|2MBVNT|3CGEN|4RCVC|57ASPD|6aVULN|8RCR|9CDMG
503	41313 13551	   	183.61	DCR|2VULN|2AART|1ASPD	1ASPD|2AELBLL|3aAART|4AME|5DUST|6RCR|79VULN|8LHND
504	42153 42111	   	183.61	DCR|2VULN|2AART|1ASPD	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7FEWX|aBELT
505	32552 26332	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1SNIFST|2ERES|3BEXP|49VULN|5ASPD|6AART|7LHND|8RCR|aDMG
506	31151 21263	   	183.59	DCR|4VULN|1AART|1ZMB	1SNIFST|28CGEN|3467VULN|5AART|9ZMB|aRCR
507	56151 21122	   	183.59	DCR|4VULN|1AART|1ZMB	1ZMB|2SNIFST|3467VULN|5AART|8RPLT|9CGEN|aRCR
508	21242 13422	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9CGEN|aCDMG
509	21242 13432	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9CDMG|aCGEN
510	21242 13433	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9CDMG|aBELT
511	21242 13435	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1aMLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9CDMG
512	21242 13436	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9CDMG|aLHND
513	21242 13462	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9AME|aCDMG
514	41212 13422	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9CGEN|aCDMG
515	41212 13432	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aCGEN
516	41212 13433	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aBELT
517	41212 13435	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aMLV
518	41212 13462	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9MLV|aCDMG
519	41314 13422	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5BEXP|6RCR|7VULN|8DMG|9CGEN|aCDMG
520	41314 13432	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5BEXP|6RCR|7VULN|8DMG|9CDMG|aCGEN
521	41314 13433	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5BEXP|6RCR|7VULN|8DMG|9CDMG|aBELT
522	24163 52113	   	183.51	DCR|2VULN|2AART|1DMG	1MLV|2MBVNT|3DUST|48VULN|59AART|6RCR|7FEWX|aDMG
523	32615 33153	   	183.51	DCR|2VULN|2AART|1MDPS|1ASPD	1SNIFST|2ERES|3MDPS|49VULN|5aAART|6RCR|7ASPD|8DMSP
524	41323 13551	   	183.51	DCR|2VULN|2AART|1ASPD	1ASPD|2AELBLL|3aAART|4ERES|5DUST|6RCR|79VULN|8LHND
525	42153 42112	   	183.51	DCR|2VULN|2AART|1ASPD|1SELL	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7FEWX|aSELL
526	42153 42113	   	183.51	DCR|2VULN|2AART|1ASPD	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7FEWX|aERES
527	42153 43111	   	183.51	DCR|2VULN|2AART|1ASPD	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7MBVNT|aBELT
528	42153 43114	   	183.51	DCR|2VULN|2AART|1ASPD	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7MBVNT|aLWND
529	45213 41111	 * 	183.51	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ASPD|2DUST|3MDPS|4LIT|5ZMB|6CDMG|7aDMG|8RCR|9VULN
530	45213 41121	   	183.51	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ASPD|2DUST|3MDPS|4LIT|5ZMB|6CDMG|79DMG|8RCR|aVULN
531	32132 26332	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1SNIFST|2ERES|39VULN|4DUST|5ASPD|6AART|7LHND|8RCR|aDMG
532	32452 26332	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1SNIFST|2ERES|3DUST|49VULN|5ASPD|6AART|7LHND|8RCR|aDMG
533	46121 11312	   	183.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1ASPD|24SNIFST|34VULN|4BPWR|5AART|6MDPS|7TLV|8RCR|9ERES|aDMG
534	61162 44333	   	183.49	DCR|2VULN|1AART|1ASPD|1CDMG	129DUST|3MBVNT|45VULN|6RCR|7ASPD|8CDMG|aAART
535	41132 13422	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9CGEN|aCDMG
536	41132 13432	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9CDMG|aCGEN
537	41132 13433	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9CDMG|aBELT
538	41132 13435	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9CDMG|aMLV
539	41132 13462	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9MLV|aCDMG
540	41313 13422	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9CGEN|aCDMG
541	41313 13432	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9CDMG|aCGEN
542	41313 13433	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9CDMG|aBELT
543	41313 13435	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9CDMG|aMLV
544	41313 13462	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9MLV|aCDMG
545	41324 13422	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5BEXP|6RCR|7VULN|8DMG|9CGEN|aCDMG
546	41324 13432	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5BEXP|6RCR|7VULN|8DMG|9CDMG|aCGEN
547	41324 13433	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5BEXP|6RCR|7VULN|8DMG|9CDMG|aBELT
548	21242 13434	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9CDMG|aLEGI
549	21242 13442	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7VULN|8DMG|9ERES|aCDMG
550	41212 13434	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aLEGI
551	41212 13436	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aDUST
552	41212 13442	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7VULN|8DMG|9ERES|aCDMG
553	42153 43112	   	183.41	DCR|2VULN|2AART|1ASPD|1SELL	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7MBVNT|aSELL
554	42153 43113	   	183.41	DCR|2VULN|2AART|1ASPD	1ASPD|2BEXP|3DUST|48VULN|59AART|6RCR|7MBVNT|aERES
555	46151 11312	   	183.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1ASPD|2SNIFST|34VULN|5AART|6MDPS|7TLV|8RCR|9ERES|aDMG
556	53142 44524	   	183.40	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	15ZMB|2CGEN|3MBVNT|4ASPD|67VULN|8AART|9RCR|aDUR
557	54442 44524	   	183.40	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	15ZMB|2MBVNT|3CGEN|4ASPD|67VULN|8AART|9RCR|aDUR
558	21242 13212	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|2AELBLL|38BEXP|4ASPD|59AART|6RCR|7VULN|aDMG
559	21242 13312	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	18MLV|2AELBLL|3BEXP|4ASPD|59AART|6RCR|7VULN|aDMG
560	21242 13421	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|2AELBLL|3BEXP|4ASPD|5aAART|6RCR|7VULN|8DMG|9CGEN
561	21242 13461	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|2AELBLL|3BEXP|4ASPD|5aAART|6RCR|7VULN|8DMG|9AME
562	41212 13212	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|38BEXP|4AME|59AART|6RCR|7VULN|aDMG
563	41212 13421	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3BEXP|4AME|5aAART|6RCR|7VULN|8DMG|9CGEN
564	41212 13461	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3BEXP|4AME|5aAART|6RCR|7VULN|8DMG|9MLV
565	41314 13212	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|39AART|4AME|58BEXP|6RCR|7VULN|aDMG
566	41314 13421	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4AME|5BEXP|6RCR|7VULN|8DMG|9CGEN
567	42642 13112	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2BEXP|38CGEN|4DMSP|59AART|6RCR|7VULN|aDMG
568	42662 13112	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|24BEXP|38CGEN|59AART|6RCR|7VULN|aDMG
569	46143 12333	   	183.39	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	1ASPD|2SNIFST|3VULN|4aDUR|5AART|6CDMG|7LWND|8RCR|9ZMB
570	41132 13434	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9CDMG|aLEGI
571	41132 13436	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9CDMG|aDUST
572	41132 13442	   	183.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7VULN|8DMG|9ERES|aCDMG
573	41313 13434	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9CDMG|aLEGI
574	41313 13436	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5aDUST|6RCR|7VULN|8DMG|9CDMG
575	41313 13442	   	183.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7VULN|8DMG|9ERES|aCDMG
576	41323 13422	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9CGEN|aCDMG
577	41323 13432	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9CDMG|aCGEN
578	41323 13433	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9CDMG|aBELT
579	41323 13435	   	183.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9CDMG|aMLV
580	45112 13422	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|23DUST|4AME|5AART|6RCR|7VULN|8DMG|9CGEN|aCDMG
581	45112 13432	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|23DUST|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aCGEN
582	45112 13433	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|23DUST|4AME|5AART|6RCR|7VULN|8DMG|9CDMG|aBELT
583	32121 21322	   	183.36	DCR|4VULN|1MDPS|1AART	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9LWND|aMDPS
584	32121 21352	   	183.36	DCR|4VULN|1MDPS|1AART	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9FEWX|aMDPS
585	32151 21322	   	183.36	DCR|4VULN|1MDPS|1AART	1SNIFST|2ERES|3467VULN|5AART|8RCR|9LWND|aMDPS
586	32151 21352	   	183.36	DCR|4VULN|1MDPS|1AART	1SNIFST|2ERES|3467VULN|5AART|8RCR|9FEWX|aMDPS
587	23137 24684	   	183.33	DCR|2VULN|2DMG|1AART	1aMLV|2CGEN|3MBVNT|4aDMG|5AART|6LHND|7RCR|8AME|9aVULN|aBPWR
588	41132 13212	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3TLV|48BEXP|59AART|6RCR|7VULN|aDMG
589	41132 13421	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3TLV|4BEXP|5aAART|6RCR|7VULN|8DMG|9CGEN
590	41132 13461	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3TLV|4BEXP|5aAART|6RCR|7VULN|8DMG|9MLV
591	41313 13356	   	183.29	DCR|2AART|1VULN|1DMG|1ASPD	1ASPD|2AELBLL|3aAART|4AME|5DUST|6RCR|7VULN|8LIT|9DMG
592	41313 13421	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4AME|5DUST|6RCR|7VULN|8DMG|9CGEN
593	41313 13461	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4AME|5DUST|6RCR|7VULN|8DMG|9MLV
594	41324 13212	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|39AART|4ERES|58BEXP|6RCR|7VULN|aDMG
595	41324 13421	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4ERES|5BEXP|6RCR|7VULN|8DMG|9CGEN
596	42442 13212	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|28BEXP|3ERES|4DMSP|59AART|6RCR|7VULN|aDMG
597	21242 13441	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|2AELBLL|3BEXP|4ASPD|5aAART|6RCR|7VULN|8DMG|9ERES
598	41212 13441	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3BEXP|4AME|5aAART|6RCR|7VULN|8DMG|9ERES
599	13223 11444	   	183.29	DCR|1VULN|1AART|1NUKE|1CDMG|2DUR|1ZMB	1LWND|2ERES|35DUR|4VULN|6CDMG|7ZMB|8RCR|9AART|aNUKE
600	53121 44524	   	183.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2CGEN|3MBVNT|4RCVC|5ASPD|67VULN|8AART|9RCR|aDUR
601	54421 44524	   	183.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2MBVNT|3CGEN|4RCVC|5ASPD|67VULN|8AART|9RCR|aDUR
602	41323 13434	   	183.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9CDMG|aLEGI
603	41323 13436	   	183.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5aDUST|6RCR|7VULN|8DMG|9CDMG
604	41323 13452	   	183.27	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9TLV|aCDMG
605	41132 13441	   	183.19	DCR|2AART|1VULN|1DMG|1ASPD	1ASPD|2AELBLL|3TLV|4BEXP|5aAART|6RCR|7VULN|8DMG|9ERES
606	41313 13441	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4AME|5DUST|6RCR|7VULN|8DMG|9ERES
607	41323 13356	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4ERES|5DUST|6RCR|7VULN|8LIT|9DMG
608	41323 13421	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|3aAART|4ERES|5DUST|6RCR|7VULN|8DMG|9CGEN
609	41324 13612	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|39AART|48ERES|5BEXP|6RCR|7VULN|aDMG
610	45112 13421	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|23DUST|4AME|5aAART|6RCR|7VULN|8DMG|9CGEN
611	41323 13451	   	183.09	DCR|2AART|1VULN|1DMG|1ASPD	1ASPD|2AELBLL|3aAART|4ERES|5DUST|6RCR|7VULN|8DMG|9TLV
612	41323 13612	   	183.09	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2AELBLL|39AART|48ERES|5DUST|6RCR|7VULN|aDMG
613	54263 44111	   	183.08	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1aZMB|2MBVNT|3DUR|4VULN|5AART|6DMG|7AME|8ASPD|9RCR
614	54263 42111	   	182.98	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1aZMB|2MBVNT|3DUR|4VULN|5AART|6DMG|7TLV|8ASPD|9RCR
615	25144 48281	   	182.84	DCR|3ASPD|1VULN|1DMG|1CDMG	1MLV|2RMIN|3MBVNT|457ASPD|6VULN|8RCR|9DMG|aCDMG
616	42622 13236	   	182.69	DCR|2AART|1VULN|1ASPD|1CDMG	1ASPD|2BEXP|3CGEN|4RCVC|5aAART|6RCR|7VULN|8CDMG|9LIT
617	42622 13261	   	182.69	DCR|2AART|1VULN|1ASPD|1CDMG	1ASPD|2BEXP|3CGEN|4RCVC|59AART|6RCR|7VULN|8CDMG|aLIT
