0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23484 31414	1	 * 	267.23	DCR|3VULN|3DUR|2TLV|2LIT	189DUR|2MBVNT|34LIT|568VULN|78TLV|8BPWR|aRCR
523	24236 31323	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3FEWX|456VULN|7TLV|8RCR|9CDMG|aMLV
524	24236 31326	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|256VULN|3FEWX|4LIT|7TLV|8RCR|9CDMG|aRCVC
525	24236 31326	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3FEWX|456VULN|7TLV|8RCR|9CDMG|aRCVC
526	24333 31325	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|35BEXP|46aVULN|7TLV|8RCR|9CDMG
527	24336 31323	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3BEXP|456VULN|7TLV|8RCR|9CDMG|aMLV
528	24336 31326	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3BEXP|456VULN|7TLV|8RCR|9CDMG|aRCVC
529	24436 31323	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|256VULN|3BEXP|4LIT|7TLV|8RCR|9CDMG|aMLV
530	25321 31325	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|23LHND|4LIT|56aVULN|7TLV|8RCR|9CDMG
531	52113 31325	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|26aVULN|3BEXP|4DUR|5LIT|7TLV|8RCR|9CDMG
532	52115 21325	6	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|25aVULN|3BEXP|4DUR|6LIT|7TLV|8RCR|9CDMG
533	52316 31325	2	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|26aVULN|3LWND|4LIT|5DUR|7TLV|8RCR|9CDMG
534	54121 31325	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|2DUR|3BEXP|4LIT|56aVULN|7TLV|8RCR|9CDMG
535	14236 31321	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|256VULN|3FEWX|4LIT|7TLV|8RCR|9CDMG|aDUR
536	14236 31321	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2LIT|3FEWX|456VULN|7TLV|8RCR|9CDMG|aDUR
537	14336 31321	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2LIT|3BEXP|456VULN|7TLV|8RCR|9CDMG|aDUR
538	14436 31321	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|256VULN|3BEXP|4LIT|7TLV|8RCR|9CDMG|aDUR
539	16143 41321	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2TLV|3FEWX|456VULN|7LIT|8RCR|9CDMG|aDUR
540	22323 46243	1	   	238.32	DCR|3VULN|2TLV|1DUR|1CDMG	1DUR|2RCVC|356LWND|456VULN|56BPWR|7RCR|8aTLV|9CDMG
541	14436 31321	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2LIT|3DUST|456VULN|7TLV|8RCR|9CDMG|aDUR
542	14626 31321	2	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2LIT|356VULN|4DUST|7TLV|8RCR|9CDMG|aDUR
543	14636 31322	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2LIT|3DUR|456VULN|7TLV|8RCR|9CDMG|aTBNT
544	14636 31323	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2LIT|3DUR|456VULN|7TLV|8RCR|9CDMG|aBBNT
545	22616 31325	1	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2RCVC|36aVULN|4LIT|5LEGI|7TLV|8RCR|9CDMG
546	22653 31232	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2ERES|3CDMG|467VULN|5LIT|8FEWX|9RCR|aTLV
547	24236 31322	1	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|256VULN|3FEWX|4LIT|7TLV|8RCR|9CDMG|aTBNT
548	24236 31322	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3FEWX|456VULN|7TLV|8RCR|9CDMG|aTBNT
549	24336 31322	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3BEXP|456VULN|7TLV|8RCR|9CDMG|aTBNT
550	24436 31322	1	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|256VULN|3BEXP|4LIT|7TLV|8RCR|9CDMG|aTBNT
551	24436 31323	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3DUST|456VULN|7TLV|8RCR|9CDMG|aMLV
552	24626 31323	2	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|356VULN|4DUST|7TLV|8RCR|9CDMG|aMLV
553	25123 53413	1	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2DUST|3CDMG|4LHND|5ASPD|68aVULN|7TLV|9RCR
554	25123 53413	2	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LHND|3CDMG|4DUST|5ASPD|68aVULN|7TLV|9RCR
555	26123 53413	2	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2DUST|3CDMG|4LHND|5ASPD|68aVULN|7TLV|9RCR
556	26421 31325	5	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2DUST|3DMSP|4LIT|56aVULN|7TLV|8RCR|9CDMG
557	53241 31325	5	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|2LEGI|3LIT|4DUR|56aVULN|7TLV|8RCR|9CDMG
558	23233 84638	1	   	238.16	DCR|3VULN|3DUR|1DMG	156DUR|2MBVNT|3BELT|456VULN|56BPWR|78CGEN|9DMG|aRCR
559	23233 87138	1	   	238.16	DCR|3VULN|3DUR|1DMG	156DUR|2MBVNT|3BELT|456VULN|56BPWR|7RCVC|8CGEN|9DMG|aRCR
560	25233 31441	5	   	238.16	DCR|3VULN|3DUR|2CDMG	19aDUR|2LHND|3RPLT|49CDMG|5RMIN|679VULN|8RCR|9BPWR
561	24431 31325	4	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|35DUST|46aVULN|7TLV|8RCR|9CDMG
562	24436 31322	4	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3DUST|456VULN|7TLV|8RCR|9CDMG|aTBNT
563	24536 31322	4	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3LEGI|456VULN|7TLV|8RCR|9CDMG|aTBNT
564	24536 31323	4	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|3LEGI|456VULN|7TLV|8RCR|9CDMG|aBBNT
565	24621 31325	2	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|36aVULN|45DUST|7TLV|8RCR|9CDMG
566	24626 31322	2	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2LIT|356VULN|4DUST|7TLV|8RCR|9CDMG|aTBNT
567	26621 31325	5	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|23DUST|4LIT|56aVULN|7TLV|8RCR|9CDMG
568	23233 87438	1	   	238.06	DCR|3VULN|3DUR|1DMG	156DUR|2MBVNT|3BELT|456VULN|56BPWR|7RCVC|8ERES|9DMG|aRCR
569	55232 22433	2	   	238.03	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1RCVC|2ASPD|3DMG|4aVULN|5DUR|6RCR|7LIT|8AART|9TLV
570	24333 41321	6	   	238.00	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2LIT|35BEXP|46VULN|6BPWR|7TLV|8RCR|9CDMG|aAART
571	54121 41321	6	   	238.00	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1RCVC|26DUR|3BEXP|4LIT|56VULN|6BPWR|7TLV|8RCR|9CDMG|aAART
572	13423 42521	10	   	237.99	DCR|3VULN|2DMG|1TLV	17LHND|2MLV|37DMG|467VULN|5RMIN|7BPWR|8CGEN|9TLV|aRCR
573	23344 21486	1	   	237.96	DCR|3VULN|3DUR|1DMG	167DUR|2MBVNT|3LWND|45aVULN|8DMG|9RCR
574	23744 21486	1	   	237.96	DCR|3VULN|3DUR|1DMG	167DUR|2MBVNT|3LHND|45aVULN|8DMG|9RCR
575	24235 31321	5	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2LIT|3FEWX|46VULN|7TLV|8RCR|9CDMG|aAART
576	24313 31321	1	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	13DUR|26VULN|4LIT|5FEWX|7TLV|8RCR|9CDMG|aAART
577	24335 31321	5	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2LIT|3BEXP|46VULN|7TLV|8RCR|9CDMG|aAART
578	26421 41321	6	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2DUST|3DMSP|4LIT|56VULN|6BPWR|7TLV|8RCR|9CDMG|aAART
579	12421 42241	10	   	237.89	DCR|3VULN|2DMG|1TLV	189LHND|2ERES|39DMG|4TLV|5BEXP|679VULN|9BPWR|aRCR
580	25156 31222	1	   	237.86	DCR|3VULN|3DUR|2CDMG	168DUR|27DUST|38CDMG|458VULN|8BPWR|9TBNT|aRCR
581	26156 31222	2	   	237.86	DCR|3VULN|3DUR|2CDMG	168DUR|27DUST|38CDMG|458VULN|8BPWR|9TBNT|aRCR
582	13413 44221	6	   	237.85	DCR|2VULN|2DMG|1TLV|1DUR	17LHND|2MLV|37DMG|4DUR|5TLV|67VULN|7BPWR|8DMSP|9LIT|aRCR
583	52122 62521	7	   	237.85	DCR|2VULN|2DMG|1TLV|1DUR	1RCVC|27VULN|37BEXP|4TLV|5CGEN|67DMG|7BPWR|8DUR|9LIT|aRCR
584	36423 32622	10	   	237.84	ACR|4VULN|2DMG|2CDMG|2AART	1RCR|267aVULN|34AART|5ERES|8aDMG|9aCDMG|aBPWR
585	14236 31316	4	   	237.80	DCR|4VULN|1TLV	1LHND|2LIT|3FEWX|4569VULN|7TLV|8RCR|aASPD
586	14236 31316	1	   	237.80	DCR|4VULN|1TLV	1LHND|2569VULN|3FEWX|4LIT|7TLV|8RCR|aASPD
587	14336 31316	4	   	237.80	DCR|4VULN|1TLV	1LHND|2LIT|3BEXP|4569VULN|7TLV|8RCR|aASPD
588	24433 31321	4	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2LIT|3DUST|46VULN|7TLV|8RCR|9CDMG|aAART
589	24435 31321	5	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2LIT|3DUST|46VULN|7TLV|8RCR|9CDMG|aAART
590	24623 31321	2	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2LIT|36VULN|4DUST|7TLV|8RCR|9CDMG|aAART
591	26521 31321	5	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	13DUR|23DUST|3BPWR|4LIT|56VULN|7TLV|8RCR|9CDMG|aAART
592	26621 41321	6	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	16DUR|23DUST|4LIT|56VULN|6BPWR|7TLV|8RCR|9CDMG|aAART
593	12413 44221	6	   	237.75	DCR|2VULN|2DMG|1TLV|1DUR	17LHND|2ERES|37DMG|4DUR|5TLV|67VULN|7BPWR|8DMSP|9LIT|aRCR
594	52123 62521	7	   	237.75	DCR|2VULN|2DMG|1TLV|1DUR	1RCVC|27VULN|37BEXP|4TLV|5ERES|67DMG|7BPWR|8DUR|9LIT|aRCR
595	21435 12512	8	   	237.67	ACR|4VULN|2TLV|2DUR|1AART	18DUR|2RCR|3DMSP|4BEXP|589aVULN|6AART|78TLV|8BPWR
596	33523 16512	8	   	237.67	ACR|4VULN|2TLV|2DUR|1AART	1RCR|28LWND|359aVULN|48TLV|6AART|78DUR|8BPWR
597	13413 43211	7	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2MLV|38DMG|4DUR|5TLV|69VULN|7LIT|aRCR
598	16423 13211	3	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2TLV|38DMG|49VULN|5DUR|6LIT|7MLV|aRCR
599	16423 13211	4	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2TLV|38DMG|49VULN|5DUR|6LIT|7MLV|aRCR
600	16623 13211	2	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2TLV|38DMG|49VULN|5DUR|6LIT|7MLV|aRCR
601	23421 15211	7	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2MLV|38DMG|4LIT|59VULN|6LHND|7TLV|aRCR
602	23422 65211	7	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2MLV|38DMG|4LIT|5LHND|69VULN|7TLV|aRCR
603	23443 43211	7	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2MLV|38DMG|4LHND|5TLV|69VULN|7LIT|aRCR
604	25123 43211	7	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2LHND|3CGEN|48DMG|5TLV|69VULN|7LIT|aRCR
605	33113 16148	1	   	237.57	ACR|4VULN|2TLV|2DUR|1AART	1RCR|2MBVNT|3aTLV|4AART|5aDUR|678aVULN|9RMIN|aBPWR
606	33243 32648	1	   	237.57	ACR|4VULN|2TLV|2DUR|1AART	1RCR|2MBVNT|346aVULN|5aTLV|7AART|8aDUR|9RMIN|aBPWR
607	12413 43211	7	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2ERES|38DMG|4DUR|5TLV|69VULN|7LIT|aRCR
608	22421 15211	7	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2ERES|38DMG|4LIT|59VULN|6LHND|7TLV|aRCR
609	22443 43211	7	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2ERES|38DMG|4LHND|5TLV|69VULN|7LIT|aRCR
610	23421 35211	7	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2MLV|38DMG|4LIT|59VULN|6LEGI|7TLV|aRCR
611	16423 11211	4	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2TLV|38DMG|49VULN|5DUR|6LIT|7ERES|aRCR
612	16423 11211	3	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2TLV|38DMG|49VULN|5DUR|6LIT|7ERES|aRCR
613	16623 11211	2	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1LHND|2TLV|38DMG|49VULN|5DUR|6LIT|7ERES|aRCR
614	22421 35211	7	   	237.45	DCR|2VULN|2DMG|1TLV|1DUR	1DUR|2ERES|38DMG|4LIT|59VULN|6LEGI|7TLV|aRCR
615	36421 13512	8	   	237.36	ACR|4VULN|2DUR|1TLV|2AART	1RCR|289aVULN|34AART|5TLV|68DUR|78BEXP|8BPWR
616	23744 71438	1	   	237.34	DCR|4VULN|1TLV|1DUR	1DUR|2MBVNT|3LHND|457aVULN|6RCR|8BEXP|9TLV
617	13542 21538	1	   	237.34	DCR|4VULN|1TLV|1DUR	1LHND|2MBVNT|3BEXP|457aVULN|6DUR|8RCR|9TLV
618	13542 71138	1	   	237.34	DCR|4VULN|1TLV|1DUR	1LHND|2MBVNT|3BEXP|457aVULN|6RCR|8DUR|9TLV
619	33523 42231	9	   	237.30	ACR|4VULN|3TLV|1DMG|2CDMG	1RCR|279LWND|3567VULN|479TLV|79BPWR|89CDMG|aDMG
