0	Index      	 *	Score 	Summary	Detail	
1	22234 11612	 * 	193.77	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aDMG
484	22133 12422	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3ERES|4AART|6RCR|7aDMG|8RPLT|9MLV
485	22434 12241	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3TLV|4AART|6RCR|79DMG|8BELT|aLWND
486	22434 12243	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3TLV|4AART|6RCR|79DMG|8BELT|aRPLT
487	22434 12422	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3TLV|4AART|6RCR|7aDMG|8RPLT|9MLV
488	55214 12231	   	166.18	DCR|3VULN|1AART|1DMG	1AART|2DUST|359VULN|4MLV|6RCR|7DMG|8BELT|aLWND
489	55214 12233	   	166.18	DCR|3VULN|1AART|1DMG	1AART|2DUST|359VULN|4MLV|6RCR|7DMG|8BELT|aRPLT
490	55235 12133	   	166.18	DCR|3DMG|1AART|1VULN	1AART|2DUST|3VULN|4RCVC|579DMG|6RCR|8LHND|aCGEN
491	22434 12324	   	166.11	DCR|2VULN|2DMG|1AART	19DUST|25VULN|3TLV|4AART|6RCR|7aDMG|8LIT
492	22234 13315	   	166.11	DCR|3VULN|1AART|2ZMB|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7aZMB|8LIT
493	53215 12216	   	166.08	DCR|3DMG|1AART|1VULN	1AART|2ERES|3CGEN|4BEXP|57aDMG|6RCR|8TLV|9VULN
494	53225 12216	   	166.08	DCR|3DMG|1AART|1VULN	1AART|2ERES|3CGEN|4FEWX|57aDMG|6RCR|8TLV|9VULN
495	54153 12133	   	166.08	DCR|3DMG|1AART|1VULN	1AART|2TLV|3ERES|4VULN|579DMG|6RCR|8LHND|aCGEN
496	54153 13311	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2TLV|3ERES|489VULN|5DMG|6RCR|7CGEN|aBEXP
497	54153 13332	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2TLV|3ERES|48aVULN|5DMG|6RCR|7CGEN|9MLV
498	55214 12121	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2DUST|35aVULN|4MLV|6RCR|7DMG|8LHND|9ERES
499	55214 12311	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2DUST|359VULN|4MLV|6RCR|7DMG|8LIT|aERES
500	55214 12313	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2aDUST|359VULN|4MLV|6RCR|7DMG|8LIT
501	55235 12131	   	166.08	DCR|3DMG|1AART|1VULN	1AART|2DUST|3VULN|4RCVC|579DMG|6RCR|8LHND|aMBVNT
502	55261 12231	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2DUST|349VULN|5TLV|6RCR|7DMG|8BELT|aLWND
503	55261 12233	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2DUST|349VULN|5TLV|6RCR|7DMG|8BELT|aRPLT
504	11352 24211	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1VENICY|2SNIHEL|3CGEN|4AART|5aVULN|6CDMG|7ZMB|8DMG|9RCR
505	12352 24211	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1VENICY|2LSRHEA|3CGEN|4AART|5aVULN|6CDMG|7ZMB|8DMG|9RCR
506	42125 12611	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2CGEN|37DMG|4LWND|5AART|6RCR|8ZMB|9VULN|aDUR
507	22234 22533	   	166.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6BEXP|7DMG|89CDMG|aRCR
508	22234 32533	   	166.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6FEWX|7DMG|89CDMG|aRCR
509	54153 12131	   	165.98	DCR|3DMG|1AART|1VULN	1AART|2TLV|3ERES|4VULN|579DMG|6RCR|8LHND|aMBVNT
510	54153 13313	   	165.98	DCR|3VULN|1AART|1DMG	1AART|2TLV|3aERES|489VULN|5DMG|6RCR|7CGEN
511	55261 12121	   	165.98	DCR|3VULN|1AART|1DMG	1AART|2DUST|34aVULN|5TLV|6RCR|7DMG|8LHND|9ERES
512	55261 12311	   	165.98	DCR|3VULN|1AART|1DMG	1AART|2DUST|349VULN|5TLV|6RCR|7DMG|8LIT|aERES
513	55261 12313	   	165.98	DCR|3VULN|1AART|1DMG	1AART|2aDUST|349VULN|5TLV|6RCR|7DMG|8LIT
514	15235 11214	   	165.92	DCR|3VULN|2DMG|1ZMB|1SELL	1VENICY|237VULN|4LHND|5SELL|6RCR|8ZMB|9aDMG
515	55133 32313	   	165.92	DCR|3VULN|2AART|1ZMB|1SELL	16AART|2DUST|3ZMB|4SELL|58aVULN|7RCR|9LIT
516	15212 31113	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1VENICY|236VULN|4BEXP|5AART|7CGEN|8RCR|9DUR|aDMG
517	55224 12333	   	165.92	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|2DUST|368VULN|46CDMG|5DMSP|6BPWR|7RMIN|9RCR|aASPD
518	55133 52212	   	165.82	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1AART|2DUST|3ZMB|4SELL|56VULN|7RCR|8DMG|9RMIN|aDUR
519	55133 52222	   	165.82	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1AART|2DUST|3ZMB|4SELL|56VULN|7RCR|8DMG|9CGEN|aDUR
520	55221 53312	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DUST|3VULN|4CDMG|57DUR|6RCR|8ASPD|9LWND|aDMG
521	55221 53333	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DUST|3VULN|4CDMG|57DUR|6RCR|8ASPD|9DMG|aERES
522	22236 12213	   	165.38	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7LHND|8DMSP|9FLTHEA|aCDMG
523	22236 12523	   	165.38	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7LHND|8FLTHEA|9RCVC|aCDMG
524	22236 16113	   	165.38	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7RCVC|8LHND|9FLTHEA|aCDMG
525	22236 16613	   	165.38	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7RCVC|8FEWX|9FLTHEA|aCDMG
526	22234 15131	   	165.36	DCR|4VULN|1AART|1ASPD	1DUST|259aVULN|3ASPD|4AART|6RCR|7BEXP|8LWND
527	22234 16316	   	165.36	DCR|4VULN|1AART|1ASPD	1DUST|259aVULN|3ASPD|4AART|6RCR|7LIT|8RMIN
528	22233 12113	   	165.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	15DUST|2VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9FLTHEA|aCDMG
529	22233 12613	   	165.28	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	15DUST|2VULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9FLTHEA|aCDMG
530	22233 15513	   	165.28	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	15DUST|2VULN|3ASPD|4AART|6RCR|7BEXP|8DMG|9FLTHEA|aCDMG
531	22236 13526	   	165.28	DCR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|1DUR	1DUST|2VULN|3aASPD|4AART|5DMG|6RCR|7FEWX|8FLTHEA|9DUR
532	22234 14316	   	165.26	DCR|4VULN|1AART|1ASPD	1DUST|259aVULN|3ASPD|4AART|6RCR|7NUKE|8LIT
533	22236 44112	 * 	165.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2VULN|3ASPD|4aAART|5DMG|6MBVNT|7DUR|8RCR|9CDMG
534	22233 12545	   	165.18	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	159DUST|2VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|aFLTHEA
535	22233 12552	   	165.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	15DUST|2VULN|39ASPD|4AART|6RCR|7DMG|8CDMG|aDUR
536	15142 11431	   	165.13	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|25VULN|3RCR|4LWND|6DUR|7DMG|8aAART|9BEXP
537	15142 32431	   	165.13	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|25VULN|3RCR|4LWND|6DMG|7DUR|8aAART|9BEXP
538	15153 12421	   	165.13	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|26VULN|3RCR|4DMG|59LHND|7DUR|8aAART
539	15153 12431	   	165.13	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|26VULN|3RCR|4DMG|5LHND|7DUR|8aAART|9FEWX
540	15151 22431	   	165.13	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|27VULN|3RCR|4DMG|5DUR|6LWND|8aAART|9BEXP
541	15363 11412	   	165.10	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ASPD|9DMG|aLWND
542	15363 11413	   	165.10	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ASPD|9DMG|aCGEN
543	15363 11513	 * 	165.03	DCR|5VULN|1CDMG|1DUR	1VENICY|2479aVULN|3CDMG|5DUR|6RCR|8DMSP
544	15151 11521	   	165.03	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|26VULN|3RCR|4DMG|5DUR|7DUST|8aAART|9LHND
545	15151 11531	   	165.03	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|26VULN|3RCR|4DMG|5DUR|7DUST|8aAART|9BEXP
546	24151 12521	   	165.03	ACR|2VULN|2AART|1DMG|1DUR	1DUST|2BASICY|3RCR|4DMG|5DUR|67VULN|8aAART|9LHND
547	24151 12531	   	165.03	ACR|2VULN|2AART|1DMG|1DUR	1DUST|2BASICY|3RCR|4DMG|5DUR|67VULN|8aAART|9BEXP
548	15363 11411	   	165.00	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ASPD|9DMG|aTLV
549	22234 11621	   	164.99	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1DUST|25VULN|3ASPD|47AART|6RCR|8ZMB|9BEXP|aDUR
550	22234 11641	   	164.99	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8ZMB|9LWND|aDUR
551	22234 13633	   	164.99	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1DUST|25VULN|3ASPD|49AART|6RCR|7ZMB|8CGEN|aDUR
552	15311 14211	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1VENICY|2aVULN|3CDMG|4LSRICY|5CGEN|6AART|7ZMB|8DMG|9RCR
553	22236 16532	   	164.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7RCVC|89CDMG|aDUR
554	15161 13521	   	164.93	ACR|2VULN|2AART|1DMG|1DUR	1VENICY|26VULN|3RCR|4ERES|5DUR|7TLV|8aAART|9DMG
555	22234 11633	   	164.89	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8ZMB|9TLV|aDUR
556	22234 11653	   	164.89	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8ZMB|9DUR|aERES
557	42215 12216	   	164.88	DCR|3DMG|1AART|1VULN	1ERES|2CGEN|3AART|4BEXP|57aDMG|6RCR|8TLV|9VULN
558	42225 12216	   	164.88	DCR|3DMG|1AART|1VULN	1ERES|2CGEN|3AART|4FEWX|57aDMG|6RCR|8TLV|9VULN
559	22233 12532	   	164.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	15DUST|2VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aDUR
560	15113 62234	 * 	164.83	ACR|5VULN|1DMG	1VENICY|2578aVULN|3RCR|4LIT|6ERES|9DMG
561	22133 15232	   	164.81	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|259VULN|3ERES|4AART|6RCR|7ASPD|8BELT|aCDMG
562	22234 14232	   	164.81	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7NUKE|8BELT|aCDMG
563	22434 15232	   	164.81	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|259VULN|3TLV|4AART|6RCR|7ASPD|8BELT|aCDMG
564	15124 35213	   	164.80	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1VENICY|2VULN|3RCR|48CDMG|5AART|6LWND|7DUR|9ASPD|aDMG
565	22236 44118	   	164.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6MBVNT|7DUR|8RCR|9CDMG|aZMB
566	23232 12531	   	164.72	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUST|2ASPD|3ERES|4RCR|57aVULN|6DUR|8AART|9ZMB
567	22236 62413	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|29VULN|3ASPD|48AART|5DMG|6LIT|7RCR|aFEWX
568	22234 13632	   	164.66	DCR|2AART|2VULN|2ASPD|1ZMB	1DUST|25VULN|3aASPD|49AART|6RCR|7ZMB|8CGEN
569	22236 62411	   	164.61	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|29VULN|3ASPD|48AART|5DMG|6LIT|7RCR|aERES
570	15126 21214	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	1VENICY|27VULN|3RCR|4CDMG|56LHND|8ZMB|9aDMG
571	22234 11632	   	164.56	DCR|2AART|2VULN|2ASPD|1ZMB	1DUST|25VULN|3aASPD|47AART|6RCR|8ZMB|9TLV
572	55126 11322	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUST|3ZMB|4DUR|5DMG|6RCR|7RPLT|8VULN|9CDMG|aBEXP
573	15123 31214	   	164.48	ACR|2VULN|2DMG|1CDMG|1ZMB	1VENICY|27VULN|3RCR|4CDMG|5RMIN|6ERES|8ZMB|9aDMG
574	22133 13535	   	164.42	DCR|2AART|2VULN|1CDMG|1ZMB|1SELL	1DUST|25VULN|3ERES|4aAART|6RCR|7ZMB|8SELL|9CDMG
575	22236 42151	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6MBVNT|7LHND|8RCR|aCDMG
576	22236 43151	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6MBVNT|7FEWX|8RCR|aCDMG
577	55214 11212	   	164.40	DCR|3VULN|2AART|1ASPD	17AART|2DUST|359VULN|4MLV|6RCR|8TLV|aASPD
578	55261 11212	   	164.40	DCR|3VULN|2AART|1ASPD	17AART|2DUST|349VULN|5TLV|6RCR|8MLV|aASPD
579	21233 12443	 * 	164.38	DCR|3DMG|1AART|3ASPD	159DUST|2aLHND|39aASPD|4AART|6RCR|79aDMG|8RPLT|9aBPWR
580	15152 32321	   	164.33	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9aLHND
581	15152 32322	   	164.33	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9LHND|aBEXP
582	15152 32323	   	164.33	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9LHND|aBELT
583	15152 32325	   	164.33	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9LHND|aCGEN
584	15152 32361	   	164.33	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9BEXP|aLHND
585	15152 32363	   	164.33	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9BEXP|aCGEN
586	55126 11231	   	164.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1AART|2DUST|3ZMB|4DUR|5DMG|6RCR|7RPLT|8SELL|9VULN|aCDMG
587	22133 12226	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3ERES|4AART|6RCR|7DMG|8BELT|9LHND
588	22133 12231	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8BELT|aLWND
589	22133 12233	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8BELT|aRPLT
590	22133 12234	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8BELT|aLHND
591	22133 12236	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8BELT|aCGEN
592	22133 12611	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3ERES|4AART|6RCR|7DMG|8CGEN|9FEWX
593	22133 12621	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3ERES|4AART|6RCR|7DMG|8CGEN|9LHND
594	22133 12641	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3ERES|4AART|6RCR|7DMG|8CGEN|9LWND
595	22133 16162	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3ERES|4AART|6RCR|7RPLT|8LHND|aDMG
596	22133 16562	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3ERES|4AART|6RCR|7RPLT|8BEXP|aDMG
597	22434 12231	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8BELT|aLWND
598	22434 12233	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8BELT|aRPLT
599	22434 12234	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8BELT|aLHND
600	22434 12236	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8BELT|aCGEN
601	22434 12315	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8LIT|aLWND
602	22434 12611	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3TLV|4AART|6RCR|7DMG|8CGEN|9FEWX
603	22434 12621	   	164.28	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3TLV|4AART|6RCR|7DMG|8CGEN|9LHND
604	15152 32313	   	164.23	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9ERES|aCGEN
605	15152 32332	   	164.23	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DLOT|aBELT
606	15152 32353	   	164.23	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9NUKE|aCGEN
607	22434 12121	   	164.18	DCR|3VULN|1AART|1DMG	1DUST|25aVULN|3TLV|4AART|6RCR|7DMG|8LHND|9ERES
608	22434 12311	   	164.18	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8LIT|aERES
609	22434 12313	   	164.18	DCR|3VULN|1AART|1DMG	1aDUST|259VULN|3TLV|4AART|6RCR|7DMG|8LIT
610	22434 12316	   	164.18	DCR|3VULN|1AART|1DMG	1DUST|259VULN|3aTLV|4AART|6RCR|7DMG|8LIT
611	52451 12232	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RMIN|3MLV|49VULN|5TLV|6RCR|7DMG|8BELT|aCDMG
612	55214 12131	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|4MLV|6RCR|7DMG|8LHND|9BEXP|aCDMG
613	55223 53122	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2DUST|3VULN|4CDMG|5FEWX|6RCR|7BEXP|8aDMG|9RCVC
614	55223 53132	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2DUST|3VULN|4CDMG|5FEWX|6RCR|7BEXP|8aDMG|9LHND
615	55235 13232	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|39VULN|4RCVC|5DMG|6RCR|7CGEN|8BELT|aCDMG
616	52115 12622	   	164.16	DCR|3DMG|1AART|1ZMB|1ASPD	1AART|2RMIN|3LHND|4CGEN|579DMG|6RCR|8ZMB|aASPD
617	55133 32343	   	164.15	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR|1SELL	16AART|2DUST|3ZMB|4SELL|58VULN|7RCR|9DUR|aASPD
618	15152 32314	   	164.13	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9aERES
619	15152 32331	   	164.13	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DLOT|aDUST
620	15152 32334	   	164.13	ACR|2VULN|2DMG|1AART	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DLOT|aERES
621	22234 13451	 * 	164.11	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|79ZMB|8RPLT|aCDMG
622	55231 12232	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|39VULN|4RCVC|5TLV|6RCR|7DMG|8BELT|aCDMG
623	55231 12242	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2DUST|3VULN|4RCVC|5TLV|6RCR|79DMG|8BELT|aCDMG
624	55261 12131	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|34VULN|5TLV|6RCR|7DMG|8LHND|9BEXP|aCDMG
625	52135 12622	   	164.06	DCR|3DMG|1AART|1ZMB|1ASPD	1AART|2RMIN|3LHND|4TLV|579DMG|6RCR|8ZMB|aASPD
626	53215 12622	   	164.06	DCR|3DMG|1AART|1ZMB|1ASPD	1AART|2ERES|3CGEN|4BEXP|579DMG|6RCR|8ZMB|aASPD
627	53225 12622	   	164.06	DCR|3DMG|1AART|1ZMB|1ASPD	1AART|2ERES|3CGEN|4FEWX|579DMG|6RCR|8ZMB|aASPD
628	55214 13312	   	164.06	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUST|359VULN|4MLV|6RCR|7ZMB|8LIT|aDUR
629	22133 12561	   	164.04	DCR|3VULN|1AART|1DMG|1SELL	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8SELL|aCGEN
630	22133 12563	   	164.04	DCR|3VULN|1AART|1DMG|1SELL	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8SELL|aRMIN
631	22133 12565	   	164.04	DCR|3VULN|1AART|1DMG|1SELL	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8SELL|aRCVC
632	15113 66131	 * 	164.00	ACR|3VULN|3CDMG|1DMG	19VENICY|259VULN|3RCR|4LIT|6ERES|789CDMG|9BPWR|aDMG
633	15121 11256	   	164.00	ACR|3VULN|3CDMG|1DMG	1VENICY|279VULN|3RCR|468CDMG|5FEWX|aDMG
634	22234 13345	 * 	163.99	DCR|2VULN|3ZMB|1AART|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|79aZMB|8LIT
635	15152 32315	   	163.99	ACR|2VULN|2DMG|1AART|1SELL	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9ERES|aSELL
636	15152 32335	   	163.99	ACR|2VULN|2DMG|1AART|1SELL	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DLOT|aSELL
637	55351 12232	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23DUST|49VULN|5TLV|6RCR|7DMG|8BELT|aCDMG
638	55261 13312	   	163.96	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUST|349VULN|5TLV|6RCR|7ZMB|8LIT|aDUR
639	22133 12546	   	163.93	DCR|3VULN|1AART|1DMG|1SELL	19DUST|25aVULN|3ERES|4AART|6RCR|7DMG|8SELL
640	22133 12564	   	163.93	DCR|3VULN|1AART|1DMG|1SELL	1DUST|259VULN|3aERES|4AART|6RCR|7DMG|8SELL
641	55133 32326	   	163.92	DCR|2AART|2VULN|1CDMG|1ZMB|1SELL	16AART|2DUST|3ZMB|4SELL|58VULN|7RCR|9CGEN|aCDMG
642	22236 41533	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6MBVNT|7ZMB|8DUR|aRCR
643	22236 44353	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|28VULN|3ASPD|4AART|5DMG|6MBVNT|7DUR|9ZMB|aRCR
644	22236 44433	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6MBVNT|7DUR|8ZMB|aRCR
645	15151 12214	   	163.88	ACR|3VULN|1DMG|1CDMG|2DUR	1VENICY|26aVULN|3RCR|4DMG|57DUR|8BEXP|9CDMG
646	15151 12523	   	163.88	ACR|3VULN|1DMG|1CDMG|2DUR	1VENICY|268VULN|3RCR|4DMG|57DUR|9FEWX|aCDMG
647	15113 54232	   	163.88	ACR|4VULN|1AART|1ASPD	1VENICY|2569VULN|3RCR|4LIT|7AART|8DUST|aASPD
648	15151 12114	   	163.78	ACR|3VULN|1DMG|1CDMG|2DUR	1VENICY|26aVULN|3RCR|4DMG|57DUR|8DUST|9CDMG
