0	Index      	 *	Score 	Summary	Detail	
1	12636 24331	 * 	207.44	ACR|3DMG|2VULN|1AART|2CDMG|1DUR|1SELL	189DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|aDUR
500	12636 23111	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|6aVULN|8LHND|9LIT
501	12636 23343	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9RMIN|aCGEN
502	12636 23351	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9aFEWX
503	12636 23352	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9FEWX|aLHND
504	12636 23353	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9FEWX|aMLV
505	12636 23511	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|6aVULN|8FEWX|9LIT
506	12636 13311	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|6LWND|8aVULN|9LIT
507	12636 43311	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|6BEXP|8aVULN|9LIT
508	12633 61326	   	178.41	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	1DMG|26CDMG|3AART|4RCR|5LHND|7LIT|8aVULN|9ZMB
509	12411 11424	 * 	178.36	DCR|3DMG|1AART|3ASPD|1CDMG|2DUR	139DMG|2CDMG|4RCVC|59DUR|679ASPD|8AART|9BPWR|aRCR
510	12636 22632	   	178.34	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|2CDMG|3AART|4RCR|5SELL|68VULN|7LHND|aTLV
511	12636 23321	   	178.34	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9DUST|aFEWX
512	12636 23326	   	178.34	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9DUST|aLHND
513	12636 23342	   	178.34	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9RMIN|aDUST
514	12636 23362	   	178.34	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9AIRHEL|aMGNLIT
515	11361 35411	   	178.33	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	123DMG|2BPWR|4CDMG|5VULN|6AART|78LIT|9ZMB|aRCR
516	13361 35411	   	178.33	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	123DMG|4CDMG|5VULN|6AART|78LIT|9ZMB|aRCR
517	12652 42131	   	178.26	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RPLT|5LIT|6aVULN|7RCR|8DMSP
518	12652 42333	   	178.26	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RPLT|5LIT|68VULN|7RCR|aBEXP
519	12636 23322	   	178.24	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9DUST|aTLV
520	12636 23324	   	178.24	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9DUST|aERES
521	12636 23325	   	178.24	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9DUST|aLSRHEA
522	12636 23363	   	178.24	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9AIRHEL|aERES
523	12623 11311	   	178.20	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17DMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8LIT|9ASPD|aRCR
524	11324 23641	   	178.17	ACR|3DMG|2VULN|2ZMB|2DUR	123DMG|2aBPWR|4RCVC|5RCR|6aZMB|7aDUR|8BELT|9aVULN
525	13324 23641	   	178.17	ACR|3DMG|2VULN|2ZMB|2DUR	123DMG|4RCVC|5RCR|6aZMB|7aDUR|8BELT|9aVULN|aBPWR
526	12652 42332	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RPLT|5LIT|68VULN|7RCR|aCANSTR
527	11313 12626	   	178.02	DCR|4VULN|3DMG	123DMG|2aBPWR|4aFEWX|568aVULN|7aCGEN|9RCR
528	11333 12626	   	178.02	DCR|4VULN|3DMG	123DMG|2aBPWR|4aLHND|568aVULN|7aCGEN|9RCR
529	13313 12626	   	178.02	DCR|4VULN|3DMG	123DMG|4aFEWX|568aVULN|7aCGEN|9RCR|aBPWR
530	13333 12626	   	178.02	DCR|4VULN|3DMG	123DMG|4aLHND|568aVULN|7aCGEN|9RCR|aBPWR
531	11361 13415	   	177.89	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	123DMG|2BPWR|4CDMG|5aVULN|6ASPD|7DUR|8RCR|9DUST
532	11361 13451	   	177.89	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	123DMG|2BPWR|4CDMG|5aVULN|6ASPD|7DUR|8RCR|9NUKE
533	13361 13415	   	177.89	DCR|3DMG|2VULN|1CDMG|1ASPD|1DUR	123DMG|4CDMG|5aVULN|6ASPD|7DUR|8RCR|9DUST
534	13361 13451	   	177.89	DCR|3DMG|2VULN|1CDMG|1ASPD|1DUR	123DMG|4CDMG|5aVULN|6ASPD|7DUR|8RCR|9NUKE
535	11266 32231	   	177.86	DCR|2AART|2VULN|2DMG	12DMG|2BPWR|3LIT|49AART|5CGEN|6RCR|78VULN|aRMIN
536	11266 32235	   	177.86	DCR|2AART|2VULN|2DMG	12DMG|2BPWR|3LIT|49AART|5CGEN|6RCR|78VULN|aMLV
537	13266 32231	   	177.86	DCR|2AART|2VULN|2DMG	12DMG|3LIT|49AART|5CGEN|6RCR|78VULN|aRMIN
538	13266 32235	   	177.86	DCR|2AART|2VULN|2DMG	12DMG|3LIT|49AART|5CGEN|6RCR|78VULN|aMLV
539	11266 32232	   	177.76	DCR|2AART|2DMG|2VULN	12DMG|2BPWR|3LIT|49AART|5CGEN|6RCR|78VULN|aDUST
540	13266 32232	   	177.76	DCR|2AART|2VULN|2DMG	12DMG|3LIT|49AART|5CGEN|6RCR|78VULN|aDUST
541	11563 53211	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	127DMG|2BPWR|3VULN|4ASPD|5AART|6RCR|8RMIN|9CGEN|aDUR
542	13563 53211	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	127DMG|3VULN|4ASPD|5AART|6RCR|8RMIN|9CGEN|aDUR
543	11563 51313	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	12aDMG|2BPWR|3VULN|4ASPD|5AART|6RCR|7TLV|8LHND|9DUR
544	13563 51313	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	12aDMG|3VULN|4ASPD|5AART|6RCR|7TLV|8LHND|9DUR
545	11462 53111	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	127DMG|2BPWR|3LWND|4ASPD|5AART|6RCR|8LEGI|9VULN|aDUR
546	11523 51531	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	129DMG|2BPWR|3VULN|4CGEN|5AART|6RCR|7TLV|8ASPD|aDUR
547	11563 53231	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	127DMG|2BPWR|3VULN|4ASPD|5AART|6RCR|8RMIN|9ERES|aDUR
548	13462 53111	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	127DMG|3LWND|4ASPD|5AART|6RCR|8LEGI|9VULN|aDUR
549	13523 51531	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	129DMG|3VULN|4CGEN|5AART|6RCR|7TLV|8ASPD|aDUR
550	13563 53231	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	127DMG|3VULN|4ASPD|5AART|6RCR|8RMIN|9ERES|aDUR
551	11523 56111	   	177.62	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	12DMG|2BPWR|3VULN|4CGEN|59AART|6RCR|7BEXP|8ZMB|aDUR
552	13523 56111	   	177.62	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	12DMG|3VULN|4CGEN|59AART|6RCR|7BEXP|8ZMB|aDUR
553	11314 11222	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|29BPWR|49FEWX|5DUR|69VULN|79CDMG|8RCR|aCGEN
554	11314 11226	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|29BPWR|49FEWX|5DUR|69VULN|79CDMG|8RCR|aLHND
555	11334 11222	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|29BPWR|49LHND|5DUR|69VULN|79CDMG|8RCR|aCGEN
556	11334 11226	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|29BPWR|49aLHND|5DUR|69VULN|79CDMG|8RCR
557	13314 11222	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|49FEWX|5DUR|69VULN|79CDMG|8RCR|9BPWR|aCGEN
558	13314 11226	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|49FEWX|5DUR|69VULN|79CDMG|8RCR|9BPWR|aLHND
559	13334 11222	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|49LHND|5DUR|69VULN|79CDMG|8RCR|9BPWR|aCGEN
560	13334 11226	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|49aLHND|5DUR|69VULN|79CDMG|8RCR|9BPWR
561	11523 53234	   	177.53	DCR|3DMG|1AART|1VULN|1CDMG	127DMG|2BPWR|3VULN|49CGEN|5AART|6RCR|8RMIN|aCDMG
562	13523 53234	   	177.53	DCR|3DMG|1AART|1VULN|1CDMG	127DMG|3VULN|49CGEN|5AART|6RCR|8RMIN|aCDMG
563	11563 52311	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|28BPWR|3VULN|48ASPD|5AART|6RCR|78LHND|9TLV|aCGEN
564	11563 52312	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|28BPWR|3VULN|48ASPD|5AART|6RCR|78LHND|9TLV|aBEXP
565	11563 52313	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|28BPWR|3VULN|48ASPD|5AART|6RCR|78LHND|9TLV|aLIT
566	11563 52321	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|28BPWR|3VULN|48ASPD|5AART|6RCR|78LHND|9NUKE|aCGEN
567	11563 52322	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|28BPWR|3VULN|48ASPD|5AART|6RCR|78LHND|9NUKE|aBEXP
568	11563 52323	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|28BPWR|3VULN|48ASPD|5AART|6RCR|78LHND|9NUKE|aLIT
569	13563 52311	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|3VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|9TLV|aCGEN
570	13563 52312	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|3VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|9TLV|aBEXP
571	13563 52313	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|3VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|9TLV|aLIT
572	13563 52321	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|3VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|9NUKE|aCGEN
573	13563 52322	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|3VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|9NUKE|aBEXP
574	13563 52323	   	177.53	DCR|3DMG|1AART|1VULN|2ASPD	128DMG|3VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|9NUKE|aLIT
575	11313 11542	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|2BPWR|4FEWX|56VULN|7RCR|8CDMG|9ZMB|aBELT
576	11313 11543	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|2BPWR|4FEWX|56VULN|7RCR|8CDMG|9ZMB|aCGEN
577	11333 11542	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|2BPWR|4LHND|56VULN|7RCR|8CDMG|9ZMB|aFEWX
578	11333 11543	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|2BPWR|4LHND|56VULN|7RCR|8CDMG|9ZMB|aBEXP
579	11333 11545	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|2BPWR|4LHND|56VULN|7RCR|8CDMG|9ZMB|aRCVC
580	13313 11542	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|4FEWX|56VULN|7RCR|8CDMG|9ZMB|aBELT
581	13313 11543	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|4FEWX|56VULN|7RCR|8CDMG|9ZMB|aCGEN
582	13333 11542	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|4LHND|56VULN|7RCR|8CDMG|9ZMB|aFEWX
583	13333 11543	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|4LHND|56VULN|7RCR|8CDMG|9ZMB|aBEXP
584	13333 11545	   	177.52	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|4LHND|56VULN|7RCR|8CDMG|9ZMB|aRCVC
585	11462 53313	   	177.51	DCR|3DMG|1AART|1VULN|1ASPD|1DUR|1SELL	127DMG|2BPWR|3LWND|4ASPD|5AART|6RCR|8SELL|9VULN|aDUR
586	13462 53313	   	177.51	DCR|3DMG|1AART|1VULN|1DUR|1ASPD|1SELL	127DMG|3LWND|4ASPD|5AART|6RCR|8SELL|9VULN|aDUR
587	11422 34431	   	177.47	DCR|3DMG|2AART|1VULN|1DUR	129DMG|2BPWR|3LWND|4CGEN|57AART|6VULN|8RCR|aDUR
588	11462 43211	   	177.47	DCR|3DMG|2AART|1VULN|1ASPD	127DMG|2BPWR|3LWND|4ASPD|5aAART|6BEXP|8RCR|9VULN
589	11523 14431	   	177.47	DCR|3DMG|2AART|1VULN|1DUR	129DMG|2BPWR|3VULN|4CGEN|57AART|6LWND|8RCR|aDUR
590	13422 34431	   	177.47	DCR|3DMG|2AART|1VULN|1DUR	129DMG|3LWND|4CGEN|57AART|6VULN|8RCR|aDUR
591	13462 43211	   	177.47	DCR|3DMG|2AART|1VULN|1ASPD	127DMG|3LWND|4ASPD|5aAART|6BEXP|8RCR|9VULN
592	13523 14431	   	177.47	DCR|3DMG|2AART|1VULN|1DUR	129DMG|3VULN|4CGEN|57AART|6LWND|8RCR|aDUR
593	11314 11225	   	177.47	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|29BPWR|49FEWX|5DUR|69VULN|79CDMG|8RCR|aERES
594	11334 11225	   	177.47	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|29BPWR|49LHND|5DUR|69VULN|79CDMG|8RCR|aERES
595	13314 11225	   	177.47	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|49FEWX|5DUR|69VULN|79CDMG|8RCR|9BPWR|aERES
596	13334 11225	   	177.47	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|49LHND|5DUR|69VULN|79CDMG|8RCR|9BPWR|aERES
