0	Index      	 *	Score 	Summary	Detail	
1	53333 15123	 * 	183.43	ACR|3VULN|2DMG|1AART|1DUR	19DMG|2ERES|39LIT|4RCR|5DUST|6DUR|789VULN|9BPWR|aAART
502	51632 21163	   	155.88	ACR|3DMG|2VULN	17aDMG|2LHND|3RCR|4RCVC|5aFEWX|6BELT|8DMSP|9aVULN|aBPWR
503	51661 33213	   	155.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1DMG|2LHND|3RCR|4RPLT|5VULN|6aASPD|7FEWX|8CDMG|9AART
504	53166 31221	   	155.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2ERES|3ZMB|4LWND|5RCR|6DUR|7DUST|8AART|9CDMG|aVULN
505	31116 15141	   	155.84	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2LHND|3ZMB|4MLV|5RCR|6DMG|7aVULN|8CDMG
506	31136 14612	   	155.84	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	17ASPD|2LHND|3ZMB|46DMG|5RCR|8CDMG|9LIT|aVULN
507	34116 12141	   	155.84	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2FEWX|3ZMB|4MLV|5RCR|6DMG|7aVULN|8CDMG
508	31316 63432	   	155.82	ACR|2VULN|2DMG|2ASPD|1DUR	19ASPD|2LHND|39DMG|4MLV|5RCR|6LWND|79VULN|8LEGI|9BPWR|aDUR
509	31316 11421	   	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2LHND|36DMG|4MLV|5RCR|7CDMG|8CGEN|9aVULN
510	34316 11421	   	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2FEWX|36DMG|4MLV|5RCR|7CDMG|8CGEN|9aVULN
511	35236 11121	   	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2CGEN|3LHND|46DMG|5RCR|7CDMG|8MLV|9aVULN
512	55236 11121	   	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	16DMG|2CGEN|3LHND|4ASPD|5RCR|7CDMG|8MLV|9aVULN
513	61336 11121	   	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2LHND|36DMG|4ASPD|5RCR|7CDMG|8MLV|9aVULN
514	21613 63333	   	155.81	ACR|2DMG|1VULN|2CDMG|2ASPD|1SELL	1FEWX|2aDMG|3RCR|4TLV|5VULN|6SELL|7aCDMG|8LWND|9aASPD|aBPWR
515	11621 45322	   	155.78	ACR|3VULN|2DMG	19aDUST|2aDMG|3RCR|489LWND|5LIT|6CGEN|79aVULN|9aBPWR
516	11623 33313	   	155.78	ACR|3VULN|2DMG	1DUST|2aDMG|3RCR|4LWND|5BEXP|67aVULN|8LIT|9aFEWX|aBPWR
517	11623 34113	   	155.78	ACR|3VULN|2DMG	1DUST|2aDMG|3RCR|4LWND|5BEXP|68aVULN|7LIT|9aFEWX|aBPWR
518	21626 33363	   	155.78	ACR|3VULN|2DMG	1FEWX|2aDMG|3RCR|4LWND|5DUST|67aVULN|8LIT|9aBEXP|aBPWR
519	31353 46131	 * 	155.78	DCR|2VULN|1AART|1DMG|2ASPD	1aASPD|2LHND|3DMG|4RPLT|59VULN|6LIT|7AART|8RCR
520	31425 16131	   	155.78	DCR|2VULN|1AART|1DMG|2ASPD	1aASPD|2LHND|3RPLT|4LIT|59VULN|6DMG|7AART|8RCR
521	36134 11843	 * 	155.77	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1ASPD|27CDMG|3RPLT|4MBVNT|56DMG|8ZMB|9RCR|aAART
522	56134 41843	   	155.77	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	15DMG|27CDMG|3RPLT|4MBVNT|6ASPD|8ZMB|9RCR|aAART
523	34116 12133	   	155.75	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	1ASPD|29aFEWX|3ZMB|4MLV|5RCR|6aDMG|7VULN|8aCDMG|aBPWR
524	35156 12133	   	155.75	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	1ASPD|2aCGEN|3ZMB|49FEWX|5RCR|6aDMG|7VULN|8aCDMG|aBPWR
525	33156 12141	   	155.74	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2ERES|3ZMB|4FEWX|5RCR|6DMG|7aVULN|8CDMG
526	33166 12141	   	155.74	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2ERES|3ZMB|4LWND|5RCR|6DMG|7aVULN|8CDMG
527	31236 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2LHND|3TLV|46DMG|5RCR|7CDMG|8MLV|9aVULN
528	31236 11421	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2LHND|3TLV|46DMG|5RCR|7CDMG|8CGEN|9aVULN
529	31316 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2LHND|36DMG|4MLV|5RCR|7CDMG|8TLV|9aVULN
530	31366 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2LHND|36DMG|4TLV|5RCR|7CDMG|8MLV|9aVULN
531	31366 11421	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2LHND|36DMG|4TLV|5RCR|7CDMG|8CGEN|9aVULN
532	33236 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2ERES|3LHND|46DMG|5RCR|7CDMG|8MLV|9aVULN
533	34316 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2FEWX|36DMG|4MLV|5RCR|7CDMG|8TLV|9aVULN
534	34366 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2FEWX|36DMG|4TLV|5RCR|7CDMG|8MLV|9aVULN
535	35236 11521	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2CGEN|3LHND|46DMG|5RCR|7CDMG|8NUKE|9aVULN
536	51236 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	16DMG|2LHND|3TLV|4ASPD|5RCR|7CDMG|8MLV|9aVULN
537	51236 11421	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	16DMG|2LHND|3TLV|4ASPD|5RCR|7CDMG|8CGEN|9aVULN
538	53236 11121	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	16DMG|2ERES|3LHND|4ASPD|5RCR|7CDMG|8MLV|9aVULN
539	61336 11521	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2LHND|36DMG|4ASPD|5RCR|7CDMG|8NUKE|9aVULN
540	56111 16223	   	155.69	ACR|2DMG|1AART|1VULN|1CDMG	16DMG|2CDMG|3RPLT|4MLV|5RCR|7VULN|8AART|9LHND|aCGEN
541	56111 16231	   	155.69	ACR|2DMG|1AART|1VULN|1CDMG	16DMG|2CDMG|3RPLT|4MLV|5RCR|7VULN|8AART|9RCVC|aLWND
542	11621 65322	   	155.68	ACR|3VULN|2DMG	19aDUST|2aDMG|3RCR|489LWND|5LIT|6ERES|79aVULN|9aBPWR
543	11633 41233	   	155.68	ACR|3DMG|2VULN	157DUST|259DMG|3RCR|4RCVC|59BPWR|69CGEN|89VULN|aLHND
544	11633 41236	   	155.68	ACR|3DMG|2VULN	157DUST|259DMG|3RCR|4RCVC|59BPWR|69CGEN|89VULN|aFEWX
545	21661 53232	   	155.68	ACR|3VULN|2DMG	1FEWX|27DMG|3RCR|4RPLT|59aVULN|68LIT
546	51621 24323	   	155.68	ACR|3VULN|2DMG	19DMG|2LHND|3RCR|49LWND|5LIT|67aVULN|89ERES|9BPWR
547	51661 13111	   	155.68	ACR|3VULN|2DMG	18DMG|26LHND|3RCR|4RPLT|589VULN|78BASHEA|8BPWR|aCGEN
548	51661 13123	   	155.68	ACR|3DMG|2VULN	18aDMG|26LHND|3RCR|4RPLT|58VULN|78BASHEA|8BPWR|9LIT
549	51661 23111	   	155.68	ACR|3VULN|2DMG	18DMG|2LHND|3RCR|4RPLT|589VULN|6RCVC|78BASHEA|8BPWR|aCGEN
550	51661 23123	   	155.68	ACR|3DMG|2VULN	18aDMG|2LHND|3RCR|4RPLT|58VULN|6RCVC|78BASHEA|8BPWR|9LIT
551	11656 22213	   	155.68	ACR|2DMG|1AART|2ASPD|1CDMG	1DUST|28DMG|3RCR|47BEXP|5AART|6aASPD|9CDMG
552	31336 61114	   	155.62	DCR|3DMG|1VULN|1ZMB|1ASPD	1ASPD|2LHND|347DMG|5LIT|6RCR|8VULN|9RCVC|aZMB
553	31336 61134	   	155.62	DCR|3DMG|1VULN|1ZMB|1ASPD	1ASPD|2LHND|347DMG|5LIT|6RCR|8VULN|9DMSP|aZMB
554	56123 32623	   	155.60	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|2CDMG|3RPLT|4LHND|579VULN|6DUR|8ASPD|aRCR
555	56111 16232	   	155.59	ACR|2DMG|1AART|1VULN|1CDMG	16DMG|2CDMG|3RPLT|4MLV|5RCR|7VULN|8AART|9RCVC|aERES
556	56111 16233	   	155.59	ACR|2DMG|1AART|1VULN|1CDMG	16DMG|2CDMG|3RPLT|4MLV|5RCR|7VULN|8AART|9RCVC|aTLV
557	11633 41234	   	155.58	ACR|3DMG|2VULN	157DUST|259DMG|3RCR|4RCVC|59BPWR|69CGEN|89VULN|aERES
558	11661 53232	   	155.58	ACR|3VULN|2DMG	1DUST|27DMG|3RCR|4RPLT|59aVULN|68LIT
559	11666 13232	   	155.58	ACR|3VULN|2DMG	1DUST|26DMG|3RCR|4RPLT|58LIT|79aVULN
560	51661 13112	   	155.58	ACR|3VULN|2DMG	18DMG|26LHND|3RCR|4RPLT|589VULN|78BASHEA|8BPWR|aBASICY
561	51661 23112	   	155.58	ACR|3VULN|2DMG	18DMG|2LHND|3RCR|4RPLT|589VULN|6RCVC|78BASHEA|8BPWR|aBASICY
562	25221 16226	   	155.57	DCR|3VULN|1AART|1CDMG	1FEWX|2BELT|3DUST|4CDMG|57aVULN|6RCR|8AART|9LWND
563	25221 16234	   	155.57	DCR|3VULN|1AART|1CDMG	1FEWX|2BELT|3DUST|4CDMG|579VULN|6RCR|8AART|aMGNSTR
564	25221 16235	   	155.57	DCR|3VULN|1AART|1CDMG	1FEWX|2BELT|3DUST|4CDMG|579VULN|6RCR|8AART|aLHND
565	33156 12133	   	155.55	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	1ASPD|2aERES|3ZMB|49FEWX|5RCR|6aDMG|7VULN|8aCDMG|aBPWR
566	11321 61115	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	1DUST|237DMG|4LIT|5CGEN|6RCR|8VULN|9DUR|aZMB
567	11633 21311	   	155.48	ACR|3DMG|2VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|89VULN|aBEXP
568	11633 21312	   	155.48	ACR|3DMG|2VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|89VULN|aFEWX
569	11633 21313	   	155.48	ACR|3DMG|2VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|89VULN|aCGEN
570	11633 21316	   	155.48	ACR|3DMG|2VULN	156DUST|257DMG|3RCR|4aRCVC|5BPWR|89VULN
571	11633 63521	   	155.48	ACR|3DMG|2VULN	159DUST|259DMG|3RCR|4aRCVC|59BPWR|6AIRHEA|7SNIHEL|89VULN
572	11633 63523	   	155.48	ACR|3DMG|2VULN	159DUST|259DMG|3RCR|4RCVC|59BPWR|6AIRHEA|7SNIHEL|89VULN|aLIT
573	21613 43523	   	155.48	ACR|3VULN|2DMG	1FEWX|2aDMG|3RCR|4TLV|579VULN|6BEXP|8ERES
574	21616 16223	   	155.48	ACR|3DMG|2VULN	1FEWX|26aDMG|3RCR|4TLV|5ERES|79VULN|8BEXP
575	31136 13281	   	155.48	ACR|3DMG|1AART|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|46aDMG|5RCR|7MBVNT|8AART|9FEWX
576	51136 13281	   	155.48	ACR|3DMG|1AART|1ZMB|1ASPD	16aDMG|2LHND|3ZMB|4ASPD|5RCR|7MBVNT|8AART|9FEWX
577	31354 24311	   	155.47	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2LHND|3DMG|4RPLT|58AART|6VULN|7FEWX|9RCR|aCDMG
578	51622 33531	   	155.47	ACR|3DMG|1AART|2DUR	18aDMG|28LHND|3RCR|4LWND|5CGEN|68DUR|7AART|8BPWR|9RMIN
579	25221 16233	   	155.47	DCR|3VULN|1AART|1CDMG	1FEWX|2BELT|3DUST|4CDMG|579VULN|6RCR|8AART|aTLV
580	25221 16236	   	155.47	DCR|3VULN|1AART|1CDMG	1FEWX|2BELT|3DUST|4CDMG|579VULN|6RCR|8AART|aNUKE
581	51613 34331	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2LHND|3RCR|4TLV|5VULN|6DUR|7aCDMG|8FEWX|9AART
582	11633 41231	   	155.44	ACR|3DMG|2VULN|1SELL	157DUST|259DMG|3RCR|4RCVC|59BPWR|69CGEN|89VULN|aSELL
583	15321 11153	   	155.39	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|578VULN|6RMIN|9AART|aMGNLIT
584	15321 11154	   	155.39	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|578VULN|6aRMIN|9AART
585	15321 11155	   	155.39	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|578VULN|6RMIN|9AART|aCGEN
586	15321 31154	   	155.39	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|578VULN|6CGEN|9AART|aRMIN
587	15321 31156	   	155.39	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|578VULN|6CGEN|9AART|aLWND
588	11633 33574	   	155.38	ACR|3DMG|2VULN	157DUST|25aDMG|3RCR|4RCVC|5aBPWR|6MBVNT|8NUKE|9aVULN
589	11633 63522	   	155.38	ACR|3DMG|2VULN	159DUST|259DMG|3RCR|4RCVC|59BPWR|6AIRHEA|7SNIHEL|89VULN|aLEGI
590	11661 33113	   	155.38	ACR|3DMG|2VULN	168DUST|29aDMG|3RCR|4RPLT|58VULN|78BASHEA|8BPWR
591	11661 33123	   	155.38	ACR|3VULN|2DMG	168DUST|2aDMG|3RCR|4RPLT|589VULN|78BASHEA|8BPWR
592	31136 13271	   	155.38	ACR|3DMG|1AART|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|46aDMG|5RCR|7MBVNT|8AART|9DUST
593	51136 13271	   	155.38	ACR|3DMG|1AART|1ZMB|1ASPD	16aDMG|2LHND|3ZMB|4ASPD|5RCR|7MBVNT|8AART|9DUST
594	21652 32531	   	155.37	ACR|3DMG|1AART|2DUR	18FEWX|28aDMG|3RCR|4BEXP|5CGEN|68DUR|7AART|8BPWR|9TLV
595	31316 33311	   	155.32	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|28LHND|3aDMG|4MLV|5RCR|6DUR|7VULN|9AART
596	35236 33311	   	155.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2CGEN|38LHND|4aDMG|5RCR|6DUR|7VULN|9AART
597	55236 33311	   	155.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1aDMG|2CGEN|38LHND|4ASPD|5RCR|6DUR|7VULN|9AART
598	61336 33311	   	155.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|28LHND|3aDMG|4ASPD|5RCR|6DUR|7VULN|9AART
599	11332 53421	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|23DMG|45CGEN|6DUR|7CDMG|8RCR|9aVULN
600	33556 11111	   	155.26	DCR|2VULN|1AART|2ASPD|1CDMG	13ASPD|23ERES|3BPWR|48BEXP|5AART|6RCR|7aVULN|9CDMG
601	15321 34152	   	155.24	ACR|3VULN|1AART|1CDMG|1SELL	17DUST|2BELT|3RCR|4CDMG|578VULN|67CGEN|7BPWR|9AART|aSELL
602	31236 33311	   	155.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|28LHND|3TLV|4aDMG|5RCR|6DUR|7VULN|9AART
603	31366 33311	   	155.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|28LHND|3aDMG|4TLV|5RCR|6DUR|7VULN|9AART
604	33236 33311	   	155.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2ERES|38LHND|4aDMG|5RCR|6DUR|7VULN|9AART
605	51236 33311	   	155.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1aDMG|28LHND|3TLV|4ASPD|5RCR|6DUR|7VULN|9AART
606	53236 33311	   	155.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1aDMG|2ERES|38LHND|4ASPD|5RCR|6DUR|7VULN|9AART
607	11234 73472	   	155.20	DCR|2VULN|2DMG|2ASPD|1DUR	1DUST|2aDMG|3TLV|4MBVNT|5LIT|6aASPD|7DUR|8RCR|9aVULN|aBPWR
608	36131 33463	   	155.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2CDMG|3RPLT|4MBVNT|5LEGI|67VULN|8RCR|9aDMG
609	11612 32535	   	155.17	ACR|3DMG|1AART|2DUR	18DUST|28aDMG|3RCR|4TLV|5BEXP|68DUR|7AART|8BPWR|9LIT
610	11422 43632	   	155.16	DCR|3VULN|2DMG	1DUST|28DMG|3RPLT|4LIT|5DMSP|6RCR|79aVULN
611	15321 11152	   	155.14	ACR|3VULN|1AART|1CDMG|1SELL	1DUST|2BELT|3RCR|4CDMG|578VULN|6RMIN|9AART|aSELL
612	15321 31152	   	155.14	ACR|3VULN|1AART|1CDMG|1SELL	1DUST|2BELT|3RCR|4CDMG|578VULN|6CGEN|9AART|aSELL
613	31136 14241	 * 	155.09	ACR|3DMG|3ASPD|2ZMB|1DUR	178ASPD|29LHND|39ZMB|469DMG|5RCR|9BPWR|aDUR
614	51633 21133	   	155.08	ACR|2DMG|1AART|1VULN|1DUR	15DMG|257LHND|3RCR|49RCVC|5BPWR|6AART|8DUR|aVULN
615	51633 22531	   	155.08	ACR|2DMG|1AART|1VULN|1DUR	15DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|8VULN|9DUR|aRMIN
616	51633 22533	   	155.08	ACR|2DMG|1AART|1VULN|1DUR	15DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7aCGEN|8VULN|9DUR
617	51633 23233	   	155.08	ACR|2DMG|1AART|1VULN|1DUR	15DMG|258LHND|3RCR|49RCVC|5BPWR|6AART|7DUR|aVULN
618	51633 21231	   	155.08	ACR|2DMG|1AART|1VULN|1ASPD	15DMG|2578LHND|3RCR|4RCVC|5BPWR|6AART|9ASPD|aVULN
619	21631 13235	   	154.98	ACR|2VULN|2DMG|2ZMB	167FEWX|29DMG|3RCR|4RCVC|59ZMB|89VULN|9BPWR|aDUST
620	51633 22125	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	15DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|8ERES|9VULN|aASPD
621	31354 22613	   	154.93	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	18ASPD|2LHND|3DMG|4RPLT|5AART|6VULN|7DUR|9RCR|aZMB
622	11316 13361	   	154.91	DCR|2VULN|2DMG|1AART	1DUST|23DMG|4RMIN|5LWND|6FEWX|7AART|89VULN|aRCR
623	31354 22412	   	154.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2LHND|3DMG|4RPLT|5AART|68VULN|7DUR|9RCR|aFEWX
624	31136 12311	   	154.88	ACR|3DMG|1AART|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|46aDMG|5RCR|7LEGI|8LWND|9AART
625	51136 12311	   	154.88	ACR|3DMG|1AART|1ZMB|1ASPD	16aDMG|2LHND|3ZMB|4ASPD|5RCR|7LEGI|8LWND|9AART
626	15321 34116	   	154.79	ACR|3VULN|1AART|1CDMG	179DUST|2BELT|3RCR|4CDMG|578VULN|67CGEN|7BPWR|aAART
627	51633 22215	   	154.74	ACR|3DMG|1AART|1ZMB	158DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|9LWND|aZMB
628	51633 22225	   	154.74	ACR|3DMG|1AART|1ZMB	158DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|9FEWX|aZMB
629	51633 22231	   	154.74	ACR|3DMG|1AART|1ZMB	158DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|9LIT|aZMB
630	51633 22242	   	154.74	ACR|3DMG|1AART|1ZMB	158DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|9ZMB|aBEXP
631	51633 22243	   	154.74	ACR|3DMG|1AART|1ZMB	158DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|9ZMB|aLWND
632	51621 12242	   	154.74	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DMG|2LHND|3RCR|4LWND|5LIT|6DUR|7AART|8ZMB|9ASPD|aVULN
633	51621 22241	   	154.74	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DMG|2LHND|3RCR|4LWND|5LIT|6VULN|7AART|8ZMB|9ASPD|aDUR
634	15214 24235	   	154.73	DCR|2DMG|1AART|1VULN|1ZMB	13DUST|2BELT|4ZMB|5aDMG|6MBVNT|7RCR|8AART|9VULN
635	22332 11868	   	154.58	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2RMIN|36DMG|4MBVNT|5MLV|7CDMG|8RCR|9AART|aVULN
636	31336 61333	   	154.57	DCR|3DMG|1AART|2ASPD	18ASPD|28LHND|347DMG|58LIT|6RCR|8BPWR|9LWND|aAART
637	31353 33115	   	154.56	DCR|2VULN|2DMG|2ASPD|1ZMB	18ASPD|2LHND|38DMG|4RPLT|59VULN|6ZMB|78BASHEA|8BPWR|aRCR
638	21631 43341	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3RCR|4RCVC|5ZMB|6LWND|7AART|8VULN|9RPLT|aCDMG
639	21631 43211	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	18FEWX|2DMG|3RCR|4RCVC|5ZMB|6LWND|7AART|9CDMG|aVULN
640	21631 43511	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3RCR|4RCVC|5ZMB|68LWND|7AART|9CDMG|aVULN
641	51633 22241	   	154.49	ACR|3DMG|1AART|1ZMB|1SELL	158DMG|25LHND|3RCR|4RCVC|5BPWR|6AART|7CGEN|9ZMB|aSELL
642	33431 82328	   	154.49	DCR|3VULN|1AART|1DUR|1ASPD	1ASPD|2ERES|3DUR|4MBVNT|5DMSP|6RCR|789VULN|aAART
643	12332 11868	   	154.48	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2RMIN|36DMG|4MBVNT|5MLV|7CDMG|8RCR|9AART|aVULN
644	22333 11868	   	154.48	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2RMIN|36DMG|4MBVNT|5TLV|7CDMG|8RCR|9AART|aVULN
645	36132 82446	   	154.48	DCR|2VULN|1AART|2CDMG|2ASPD	1aASPD|2aCDMG|3RPLT|4MBVNT|5MLV|6ERES|7aVULN|8RCR|9AART|aBPWR
646	11631 66322	   	154.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2DMG|3RCR|4RCVC|5ZMB|6LIT|7AART|8VULN|9MLV|aCDMG
647	51621 22232	   	154.41	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1DMG|2LHND|3RCR|4LWND|5LIT|6VULN|7AART|8ZMB|9MBVNT|aCDMG
648	31134 31623	   	154.40	DCR|2VULN|2DMG|2ZMB|1ASPD	1ASPD|2LHND|3aZMB|4aDMG|5LIT|6aVULN|7LWND|8BEXP|9RCR|aBPWR
649	51622 33122	   	154.38	ACR|2VULN|1AART|1DMG|1DUR	1DMG|2LHND|3RCR|4LWND|5CGEN|6DUR|7AART|8BEXP|9aVULN
650	51661 32111	   	154.38	ACR|2VULN|1AART|1DMG|1ASPD	1DMG|2LHND|3RCR|4RPLT|5aVULN|6ASPD|7AART|89MLV
651	51661 32121	   	154.38	ACR|2VULN|1AART|1DMG|1ASPD	1DMG|29LHND|3RCR|4RPLT|5aVULN|6ASPD|7AART|8MLV
652	51661 32211	   	154.38	ACR|2VULN|1AART|1DMG|1ASPD	1DMG|28LHND|3RCR|4RPLT|5aVULN|6ASPD|7AART|9RMIN
653	36133 82446	   	154.38	DCR|2VULN|1AART|2CDMG|2ASPD	1aASPD|2aCDMG|3RPLT|4MBVNT|5TLV|6ERES|7aVULN|8RCR|9AART|aBPWR
654	12333 11868	   	154.38	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2RMIN|36DMG|4MBVNT|5TLV|7CDMG|8RCR|9AART|aVULN
655	12334 21868	   	154.38	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2RMIN|35DMG|4MBVNT|6TLV|7CDMG|8RCR|9AART|aVULN
656	21136 13425	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2DMG|3ZMB|4MBVNT|5VULN|6ASPD|7LIT|8RCR|9CDMG|aAART
657	34134 63425	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2FEWX|3ZMB|4MBVNT|5DMG|6VULN|7LIT|8RCR|9CDMG|aAART
658	34336 43425	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2FEWX|3DMG|4MBVNT|5VULN|6ZMB|7LIT|8RCR|9CDMG|aAART
659	31332 23566	   	154.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2LHND|34DMG|5CGEN|6AART|7RMIN|8VULN|9RCR|aDUR
660	21661 42223	   	154.28	ACR|2VULN|1AART|1DMG|1ASPD	1FEWX|2DMG|3RCR|4RPLT|5aVULN|6TLV|7AART|8LHND|9ASPD
661	21661 42312	   	154.28	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DMG|3RCR|4RPLT|5aVULN|6TLV|7AART|8BELT|9DUR
662	51625 33122	   	154.28	ACR|2VULN|1AART|1DMG|1DUR	1DMG|2LHND|3RCR|4LWND|5ERES|6DUR|7AART|8BEXP|9aVULN
663	11661 42223	   	154.18	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2DMG|3RCR|4RPLT|5aVULN|6TLV|7AART|8LHND|9ASPD
664	11661 42312	   	154.18	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DMG|3RCR|4RPLT|5aVULN|6TLV|7AART|8BELT|9DUR
665	55411 32321	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2CGEN|3DUR|4MLV|5ZMB|6LWND|78VULN|9AART|aRCR
666	33166 13531	   	154.07	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	18ASPD|28ERES|3ZMB|4LWND|5RCR|68DMG|7AART|8BPWR|9DUR|aRMIN
667	33166 13533	   	154.07	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	18ASPD|28ERES|3ZMB|4LWND|5RCR|68DMG|7AART|8BPWR|9DUR|aCGEN
668	31354 22316	 * 	154.06	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1ASPD|2LHND|3DMG|4RPLT|58AART|6VULN|7aDUR|9RCR
