0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
490	24362 36122	   	170.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|2CGEN|3DUST|47DMG|5VULN|6DUR|8ZMB|aRCR
491	25211 35122	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|2DMG|3LWND|46VULN|5ERES|7DUR|8ZMB|aRCR
492	25215 35122	   	170.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|25DMG|3LWND|4VULN|6TLV|7DUR|8ZMB|aRCR
493	25242 35122	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|2DMG|3LWND|4ERES|56VULN|7DUR|8ZMB|aRCR
494	25261 35122	   	170.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3LWND|5VULN|6TLV|7DUR|8ZMB|aRCR
495	25266 23222	   	170.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3LWND|5DUR|6VULN|7ZMB|8ERES|aRCR
496	25413 63222	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|2DMG|3DUR|46VULN|5FEWX|7ZMB|8ERES|aRCR
497	25425 23222	   	170.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|25DMG|3DUR|4LWND|6VULN|7ZMB|8ERES|aRCR
498	25462 23222	   	170.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3DUR|5LHND|6VULN|7ZMB|8ERES|aRCR
499	21241 11532	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|47VULN|5ZMB|6CGEN|8DUR|9DMG|aRCR
500	21241 15432	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|48VULN|5ZMB|6CGEN|7DUR|9DMG|aRCR
501	21241 63432	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|48VULN|5ZMB|6DUR|7CGEN|9DMG|aRCR
502	21242 21532	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|45VULN|6CGEN|7ZMB|8DUR|9DMG|aRCR
503	21246 21532	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|46VULN|5MLV|7ZMB|8DUR|9DMG|aRCR
504	21521 21432	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3RMIN|4DUR|56VULN|7ZMB|8DUST|9DMG|aRCR
505	21661 21432	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3MLV|4DUR|56VULN|7ZMB|8DUST|9DMG|aRCR
506	11633 42431	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|39DMG|48VULN|5AART|6DMSP|7RCR|aRPLT
507	11633 42432	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|39DMG|48VULN|5AART|6DMSP|7RCR|aLHND
508	11633 42433	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|39DMG|48VULN|5AART|6DMSP|7RCR|aLWND
509	11633 62431	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|39DMG|48VULN|5AART|6RCVC|7RCR|aRPLT
510	11633 62432	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|39DMG|48VULN|5AART|6RCVC|7RCR|aLHND
511	11633 62433	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|39DMG|48VULN|5AART|6RCVC|7RCR|aLWND
512	12333 42431	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6DMSP|7RCR|aRPLT
513	12333 42432	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6DMSP|7RCR|aLHND
514	12333 42433	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6DMSP|7RCR|aLWND
515	12333 42434	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6DMSP|7RCR|aCGEN
516	12333 42436	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6DMSP|7RCR|aFEWX
517	12333 62431	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6RCVC|7RCR|aRPLT
518	12333 62432	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6RCVC|7RCR|aLHND
519	12333 62433	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6RCVC|7RCR|aLWND
520	12333 62434	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6RCVC|7RCR|aCGEN
521	12333 62436	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6RCVC|7RCR|aFEWX
522	22631 66121	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2FEWX|3VENICY|49VULN|5ASPD|6MLV|7aDMG|8RCR
523	24134 33121	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2CGEN|3LSRREG|49VULN|5aDMG|6RMIN|7DUR|8RCR
524	25162 13121	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3AIRHEL|4LHND|5RCVC|69VULN|7DUR|8RCR
525	25164 13122	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|25DMG|3AIRHEL|4LHND|69VULN|7DUR|8RCR|aRCVC
526	25164 13123	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|25DMG|3AIRHEL|4LHND|69VULN|7DUR|8RCR|aFEWX
527	21242 51532	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|45VULN|6ERES|7ZMB|8DUR|9DMG|aRCR
528	25631 21622	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|2DMG|3ERES|4DUR|5ZMB|68VULN|7DUST|aRCR
529	25631 24232	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	17AART|2DMG|3ERES|4DUR|5ZMB|68VULN|9DUST|aRCR
530	21241 31532	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|47VULN|5ZMB|6TLV|8DUR|9DMG|aRCR
531	21241 35432	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|48VULN|5ZMB|6TLV|7DUR|9DMG|aRCR
532	42262 32124	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|2TLV|3AART|4DMG|5aVULN|7RCR|8ZMB|9CGEN
533	11633 32431	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DUST|39DMG|48VULN|5AART|7RCR|aRPLT
534	11633 32432	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DUST|39DMG|48VULN|5AART|7RCR|aLHND
535	11633 32433	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DUST|39DMG|48VULN|5AART|7RCR|aLWND
536	11633 32434	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DUST|39DMG|48VULN|5AART|7RCR|aCGEN
537	11633 32436	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DUST|39DMG|48VULN|5AART|7RCR|aFEWX
538	12333 32431	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36DUST|48VULN|5AART|7RCR|aRPLT
539	12333 32432	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36DUST|48VULN|5AART|7RCR|aLHND
540	12333 32433	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36DUST|48VULN|5AART|7RCR|aLWND
541	12333 32434	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36DUST|48VULN|5AART|7RCR|aCGEN
542	12333 32436	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36DUST|48VULN|5AART|7RCR|aFEWX
543	12333 42435	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6DMSP|7RCR|aTLV
544	12333 62435	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3DUST|48VULN|5AART|6RCVC|7RCR|aTLV
545	22631 56121	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2FEWX|3VENICY|49VULN|5ASPD|6ERES|7aDMG|8RCR
546	24134 11121	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|2CGEN|3LSRREG|49VULN|5aDMG|6DUR|7ERES|8RCR
547	24134 43121	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2CGEN|3LSRREG|49VULN|5aDMG|6LEGI|7ASPD|8RCR
548	24135 16121	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|2CGEN|3LSRREG|49VULN|5NUKE|6DUR|7aDMG|8RCR
549	25135 63121	   	170.15	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2aDMG|3AIRHEL|4TLV|5LWND|69VULN|7ASPD|8RCR
550	25144 13121	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3AIRHEL|4CGEN|5ERES|69VULN|7DUR|8RCR
551	25111 31235	   	170.08	DCR|3DMG|2AART|1VULN|1SELL	14AART|25aDMG|3AIRHEL|6VULN|7SELL|8ERES|9RCR
552	25114 31235	   	170.08	DCR|3DMG|2AART|1VULN|1SELL	14AART|25aDMG|35AIRHEL|5BPWR|6VULN|7SELL|8ERES|9RCR
553	11633 32435	   	170.05	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DUST|39DMG|48VULN|5AART|7RCR|aTLV
554	12333 32435	   	170.05	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36DUST|48VULN|5AART|7RCR|aTLV
555	25134 13121	   	170.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3AIRHEL|4TLV|5ERES|69VULN|7DUR|8RCR
556	12541 25223	 * 	170.04	ACR|2AART|2DMG|1VULN|2ASPD	18ASPD|29DMG|3aAART|4VULN|5RCR|6RMIN|7BELT
557	12551 34233	 * 	170.04	ACR|2AART|2VULN|1DMG|2ASPD	1aASPD|2DMG|37AART|4aLWND|5RCR|6TLV|8ERES|9aVULN|aBPWR
558	42263 23422	   	169.99	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2TLV|37AART|4DMG|5DUST|6RCR|8VULN|9aCDMG
559	25642 12332	   	169.96	DCR|2AART|2VULN|2DMG	16AART|29DMG|3ERES|45VULN|78LHND|aRCR
560	25215 26322	   	169.96	DCR|2AART|2VULN|2DMG	19AART|25DMG|3LWND|46VULN|7DUST|8BEXP|aRCR
561	25261 26322	   	169.96	DCR|2AART|2VULN|2DMG	19AART|24DMG|3LWND|56VULN|7DUST|8BEXP|aRCR
562	26342 23411	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	19AART|2DUR|3FEWX|4RCR|5ERES|6CDMG|7DMG|8VULN|aASPD
563	12541 14222	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2DMG|3AART|4aVULN|5RCR|6LWND|7MLV|8ZMB|9DUR
564	25432 22223	   	169.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8FEWX|9CDMG|aZMB
565	25432 22323	   	169.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8LHND|9CDMG|aZMB
566	42262 24212	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|3AART|4DMG|5aVULN|6RCR|7MLV|8RPLT|9CDMG
567	12541 34222	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2DMG|3AART|4aVULN|5RCR|6DUST|7MLV|8ZMB|9DUR
568	25411 22223	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8FEWX|9CDMG|aZMB
569	25411 22323	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8LHND|9CDMG|aZMB
570	25442 22223	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4ERES|5VULN|6RCR|8FEWX|9CDMG|aZMB
571	25442 22323	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4ERES|5VULN|6RCR|8LHND|9CDMG|aZMB
572	25632 22223	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8FEWX|9CDMG|aZMB
573	25632 22323	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8LHND|9CDMG|aZMB
574	25432 22114	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8ZMB|9DUST|aCDMG
575	25432 22135	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8ZMB|9MBVNT|aCDMG
576	25433 22423	   	169.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4RMIN|5DUST|6RCR|8VULN|9CDMG|aZMB
577	24261 42232	   	169.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|279CGEN|3LWND|49DMG|5ZMB|6LHND|89VULN|9BPWR|aRCR
578	42262 21116	   	169.81	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2TLV|3AART|4DMG|59VULN|6RCR|7DUST|8LWND|aFLTHEA
579	25433 23533	   	169.80	DCR|3DMG|2AART|2DUR	17AART|29aDMG|3aDUR|4RMIN|58aDUST|6RCR|aBPWR
580	26222 22414	   	169.80	DCR|3VULN|2AART|2DUR	14AART|27DUR|3BEXP|58aVULN|6RCR|9DUST
581	26322 22414	   	169.80	DCR|3VULN|2AART|2DUR	14AART|27DUR|3FEWX|58aVULN|6RCR|9DUST
582	12233 44532	   	169.76	DCR|2VULN|2DMG|1AART|2ASPD	17ASPD|29DMG|3LHND|48VULN|5AART|6DMSP|aRCR
583	25411 22114	   	169.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8ZMB|9DUST|aCDMG
584	25411 22135	   	169.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8ZMB|9MBVNT|aCDMG
585	25632 22114	   	169.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8ZMB|9DUST|aCDMG
586	25632 22135	   	169.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8ZMB|9MBVNT|aCDMG
587	25633 22423	   	169.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|47DUR|5DUST|6RCR|8VULN|9CDMG|aZMB
588	42262 21424	   	169.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|3AART|4DMG|5aVULN|6RCR|7DUST|8MBVNT|9CDMG
589	31333 22446	   	169.70	DCR|3VULN|1AART|1CDMG|2DUR	1LHND|2RCVC|37DUR|48aVULN|5AART|6RCR|9CDMG
590	26322 22426	   	169.65	DCR|3VULN|2AART|2DUR|1SELL	14AART|27DUR|3FEWX|58aVULN|6RCR|9SELL
591	25214 43232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|35LWND|49VULN|6LHND|7ZMB|89ERES|9BPWR|aRCR
592	25215 21232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25DMG|3LWND|46VULN|7ZMB|8FEWX|9CGEN|aRCR
593	25215 21332	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25DMG|3LWND|46VULN|7ZMB|8LHND|9CGEN|aRCR
594	25216 33232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|3LWND|49VULN|56LHND|7ZMB|89ERES|9BPWR|aRCR
595	25216 33532	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|3LWND|49VULN|56LHND|7ZMB|89TLV|9BPWR|aRCR
596	25216 43232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|36LWND|49VULN|5LHND|7ZMB|89ERES|9BPWR|aRCR
597	25216 63232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|3LWND|49VULN|5LHND|6RCVC|7ZMB|89ERES|9BPWR|aRCR
598	25221 43232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|34LWND|59VULN|6LHND|7ZMB|89ERES|9BPWR|aRCR
599	25221 43532	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|34LWND|59VULN|6LHND|7ZMB|89TLV|9BPWR|aRCR
600	25261 21232	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|24DMG|3LWND|56VULN|7ZMB|8FEWX|9CGEN|aRCR
601	25261 21332	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|24DMG|3LWND|56VULN|7ZMB|8LHND|9CGEN|aRCR
602	25262 23432	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|24DMG|3LWND|5LHND|68VULN|7ZMB|9CGEN|aRCR
603	12541 41112	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|47VULN|5RCR|6DMSP|8LIT|aLWND
604	12541 43212	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|6DMSP|7LIT|aLWND
605	12541 61112	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|47VULN|5RCR|6RCVC|8LIT|aLWND
606	12541 63212	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|6RCVC|7LIT|aLWND
607	12543 32421	   	169.52	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|458VULN|6DUST|7RCR|9LWND|aDMSP
608	12543 32423	   	169.52	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|458VULN|6DUST|7RCR|9LWND|aRMIN
609	25211 42621	   	169.51	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8DUR|9CDMG|aASPD
610	12541 41113	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|47VULN|5RCR|6DMSP|8LIT|aDUST
611	12541 43213	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|6DMSP|7LIT|aDUST
612	12541 61113	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|47VULN|5RCR|6RCVC|8LIT|aDUST
613	12541 63213	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|6RCVC|7LIT|aDUST
614	12543 32411	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|458VULN|69DUST|7RCR|aRPLT
615	12543 32412	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|458VULN|69DUST|7RCR|aLHND
616	12543 32413	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|458VULN|69DUST|7RCR|aLWND
617	12541 31431	   	169.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|67DUST|aRPLT
618	12541 31432	   	169.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|67DUST|aLHND
619	12541 31433	   	169.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|3AART|48VULN|5RCR|67DUST|aLWND
620	12542 61313	   	169.36	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|269DMG|3AART|4VULN|57LIT|8DUR|aRCR
621	25432 33412	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2DMG|36DUR|4RMIN|58VULN|7RPLT|9RCR|aCDMG
622	25461 13212	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|24DMG|38DUR|5VULN|6CGEN|7RPLT|9RCR|aCDMG
623	26342 23412	 * 	169.31	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	19AART|2DUR|3FEWX|4RCR|5ERES|6aCDMG|7DMG|8VULN
624	43314 32231	   	169.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDUR|2FEWX|3aLHND|4VULN|5AART|6ZMB|7RCR|8BELT|9aDMG|aBPWR
625	25411 33412	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2DMG|36DUR|48VULN|5ERES|7RPLT|9RCR|aCDMG
626	25461 33212	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|24DMG|38DUR|5VULN|6TLV|7RPLT|9RCR|aCDMG
627	25632 33412	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2DMG|3ERES|46DUR|58VULN|7RPLT|9RCR|aCDMG
628	22222 26323	   	169.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	14AART|2FEWX|3BEXP|5VULN|6RCR|7DMG|8CGEN|9CDMG|aZMB
629	26222 26161	   	169.12	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR|1SELL	14AART|2DUR|3BEXP|5VULN|6RCR|7DMG|8SELL|9ZMB|aASPD
630	42262 16122	   	169.12	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|2TLV|39AART|47DMG|5VULN|6LWND|8ZMB|aRCR
631	21445 23221	   	169.09	DCR|3AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	123AART|4ASPD|5CGEN|6VULN|7CDMG|8DUR|9RCR|aDMG
632	21243 26323	   	169.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	12AART|3DUST|4VULN|5BEXP|6RCR|7DMG|8CGEN|9CDMG|aZMB
633	42261 24232	   	169.02	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|2TLV|37AART|4DMG|5ZMB|68VULN|9DUST|aRCR
634	42261 21622	   	169.02	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|2TLV|39AART|4DMG|5ZMB|68VULN|7DUST|aRCR
635	21621 13425	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3MLV|4RPLT|5FEWX|6RCR|7DMG|8aVULN|9ASPD
636	21622 13433	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	12AART|3MLV|4RPLT|5DUR|6RCR|7DMG|89VULN|aFEWX
637	21622 13434	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	12AART|3MLV|4RPLT|5DUR|6RCR|7DMG|89VULN|aLHND
638	21622 13435	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	12AART|3MLV|4RPLT|5DUR|6RCR|7DMG|89VULN|aRMIN
639	21622 13453	   	169.01	DCR|2AART|2DMG|1VULN|1DUR	12AART|3MLV|4RPLT|5DUR|6RCR|79DMG|8VULN|aFEWX
640	22222 22131	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	14AART|2FEWX|3BEXP|5aVULN|6RCR|7DUR|8LWND|9DMG
641	24562 22313	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2CGEN|3LHND|4DMG|59VULN|6RCR|7DUR|8BEXP
642	26222 26232	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DMG|8RPLT|9FEWX
643	26222 26521	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DMG|8LHND|9LWND
644	26322 26235	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|39FEWX|5aVULN|6RCR|7DMG|8RPLT
645	26322 26521	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3FEWX|5aVULN|6RCR|7DMG|8LHND|9LWND
646	21353 26241	   	169.01	DCR|2AART|2VULN|2CDMG|1ASPD	12AART|39CDMG|4DMSP|5DUST|6RCR|79CGEN|89VULN|9BPWR|aASPD
647	21621 13431	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3MLV|4RPLT|5FEWX|6RCR|7DMG|89VULN|aASPD
648	21621 13451	   	169.01	DCR|2AART|2DMG|1VULN|1ASPD	12AART|3MLV|4RPLT|5FEWX|6RCR|79DMG|8VULN|aASPD
649	25213 62611	   	168.99	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1aAART|2DMG|3LWND|4VULN|5FEWX|6DUR|7RCR|89CDMG
650	25413 32611	   	168.99	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1aAART|2DMG|3DUR|4VULN|5FEWX|6LHND|7RCR|89CDMG
651	12451 33334	   	168.97	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DMG|3CGEN|4BEXP|5RCR|68VULN|7DUR|9AART|aCDMG
652	14621 33334	   	168.97	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2BEXP|3DMG|4CGEN|5RCR|68VULN|7DUR|9AART|aCDMG
653	25164 13131	   	168.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|25DMG|3AIRHEL|4LHND|6VULN|7aDUR|8RCR|9ZMB
654	45114 32332	   	168.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2LWND|3DUST|48VULN|5AART|6ZMB|7RCR|aDMG
655	21346 21631	 * 	168.94	DCR|2AART|1VULN|2CDMG|1FLTHEA|1ZMB	12AART|35CDMG|4DUST|6RCR|7FEWX|8VULN|9FLTHEA|aZMB
656	21243 22131	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUST|4aVULN|5BEXP|6RCR|7DUR|8LWND|9DMG
657	21243 22331	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUST|4aVULN|5BEXP|6RCR|7DUR|8FEWX|9DMG
658	21622 13436	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	12AART|3MLV|4RPLT|5DUR|6RCR|7DMG|89VULN|aERES
