0	Index      	 *	Score 	Summary	Detail	
1	22152 24361	 * 	207.47	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG|2ZMB	19ZMB|2CGEN|39ASPD|4DMG|5DUST|6MDPS|79VULN|8AART|9BPWR|aRCR
470	24364 11317	   	178.99	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4DMG|5aVULN|6ERES|7RCR|8LWND|9AART
471	24364 11351	   	178.99	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4DMG|59VULN|6ERES|7RCR|8LWND|aAART
472	24364 31315	   	178.77	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	12ZMB|3MBVNT|4DMG|5VULN|6AME|7RCR|8LWND|9AART|aASPD
473	22114 42631	   	178.74	DCR|3ASPD|1VULN|1AART|1AAC|1ZMB	1ZMB|26CGEN|368ASPD|4AAC|5AART|6BPWR|7LIT|9RCR|aVULN
474	23112 55315	 * 	178.67	DCR|1MDPS|1VULN|2CDMG|1ASPD|1DMG|2ZMB	15ZMB|2LIT|36CDMG|4MDPS|7RCR|8ASPD|9VULN|aDMG
475	24322 21315	   	178.67	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	12ZMB|3MBVNT|4ERES|5VULN|6DMG|7RCR|8LWND|9AART|aASPD
476	24364 11315	   	178.67	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	12ZMB|3MBVNT|4DMG|5VULN|6ERES|7RCR|8LWND|9AART|aASPD
477	23166 31251	   	178.65	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2LIT|3CDMG|4ASPD|5MDPS|6RCR|7CGEN|8DUR|9aVULN
478	62331 58413	   	178.45	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1LEGI|2MBVNT|3DUST|4ASPD|5DUR|6RCR|7CDMG|8ZMB|9aVULN
479	64123 25321	   	178.45	DCR|2VULN|2ASPD|1DMG|1DUR	1LEGI|26ASPD|3CGEN|4BEXP|56VULN|6BPWR|7DUR|8LIT|9DMG|aRCR
480	33261 26236	   	178.44	DCR|2VULN|2ASPD|1NUKE|1CDMG|1DUR	1DUST|2CDMG|3NUKE|4DUR|5RCVC|67ASPD|8RCR|9aVULN
481	13265 33342	   	178.36	DCR|2VULN|1AART|1NUKE|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3NUKE|4DUR|5RPLT|6aVULN|7AART|8RCR|9ZMB
482	33262 26236	   	178.34	DCR|2VULN|2ASPD|1NUKE|1CDMG|1DUR	15DUST|2CDMG|3NUKE|4DUR|67ASPD|8RCR|9aVULN
483	23166 35211	   	178.33	DCR|1MDPS|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2LIT|3CDMG|4ASPD|5MDPS|6RCR|7LWND|8DMG|9DUR|aVULN
484	23365 11135	   	178.27	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1ZMB|2LIT|3TSLARM|4LHND|56VULN|7RCR|8CDMG|9AART|aMDPS
485	33265 33342	   	178.26	DCR|2VULN|1AART|1NUKE|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3NUKE|4DUR|5RPLT|6aVULN|7AART|8RCR|9ZMB
486	41235 26131	   	178.19	DCR|2DMG|1MDPS|1VULN|1AART|2DUR	179ERES|2LHND|3AART|4MDPS|59DMG|6RCR|89DUR|9BPWR|aVULN
487	25121 32226	   	178.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2RCVC|3AME|4DUR|5ERES|68VULN|7AART|9ASPD|aRCR
488	25126 12226	   	178.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2RCVC|3AME|4DUR|58VULN|6ERES|7AART|9ASPD|aRCR
489	36612 12261	   	178.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2FEWX|34VULN|5DMG|6AART|7BEXP|8DUR|9ZMB|aRCR
490	12126 22651	   	178.14	DCR|2VULN|2ASPD|1DMG	1FEWX|2RCVC|38ASPD|4AME|59VULN|6RCR|7LWND|aDMG
491	42212 22251	 * 	178.14	DCR|2VULN|1AART|1DMG|3DUR	1ERES|2CGEN|349DUR|58VULN|6DMG|7AART|aRCR
492	25322 21752	   	178.13	DCR|3VULN|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3MBVNT|4ERES|59aVULN|6DMG|7RCR|8DUR
493	24631 26312	 * 	178.11	DCR|2VULN|3ZMB|1ASPD|1CDMG	127ZMB|39VULN|4BEXP|5LWND|6CDMG|8ASPD|aRCR
494	33611 26232	   	178.11	DCR|2ASPD|1VULN|2CDMG|1AAC|1ZMB|1DUR	13DUST|23CDMG|3BPWR|4ZMB|5DUR|67ASPD|8RCR|9VULN|aAAC
495	63235 26131	   	178.09	DCR|2DMG|1MDPS|1VULN|1AART|2DUR	1LEGI|279ERES|3AART|4MDPS|59DMG|6RCR|89DUR|9BPWR|aVULN
496	44232 32226	   	178.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ERES|2ZMB|3DUR|4RCVC|58VULN|6TLV|7AART|9ASPD|aRCR
497	62232 34112	   	178.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2MBVNT|38VULN|4DUR|5DMG|6ZMB|7CGEN|9AART|aRCR
498	62235 34112	   	178.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1LEGI|2MBVNT|38VULN|4DUR|5ASPD|6ZMB|7CGEN|9AART|aRCR
499	62241 34112	   	178.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2MBVNT|38VULN|4DMG|5DUR|6ZMB|7CGEN|9AART|aRCR
500	62246 42452	   	178.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2MBVNT|37VULN|4DMG|5RMIN|6AART|8DUR|9ZMB|aRCR
501	21211 64522	   	178.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2LHND|3AART|4ERES|5DUR|6VULN|7ASPD|8RCR|9FEWX|aCDMG
502	21252 61322	   	178.05	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2LHND|3AART|4MBVNT|5BEXP|6DUR|7DMG|8RCR|9CDMG|aVULN
503	21254 61322	   	178.05	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2LHND|3AART|4MBVNT|5FEWX|6DUR|7DMG|8RCR|9CDMG|aVULN
504	66224 33223	 * 	178.05	DCR|3ASPD|2DMG|1MDPS|2DUR	1LEGI|2MDPS|3aDMG|45aASPD|6RCR|7LWND|8BEXP|9aDUR|aBPWR
505	66224 33323	   	178.05	DCR|3ASPD|2DMG|1MDPS|2DUR	1LEGI|2MDPS|3aDMG|45aASPD|6RCR|7LWND|8FEWX|9aDUR|aBPWR
506	12116 22651	   	178.04	DCR|2VULN|2ASPD|1DMG|1AAC	1FEWX|2RCVC|38ASPD|4AAC|59VULN|6RCR|7LWND|aDMG
507	62212 47712	   	177.98	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2MBVNT|34VULN|5DMG|6ERES|7ZMB|8DUR|9AART|aRCR
508	62232 35212	   	177.98	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2MBVNT|37VULN|4DUR|5DMG|6ZMB|8ERES|9AART|aRCR
509	62232 35712	   	177.98	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1LEGI|2MBVNT|37VULN|4DUR|5DMG|6ZMB|8AAC|9AART|aRCR
510	62235 35212	   	177.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1LEGI|2MBVNT|37VULN|4DUR|5ASPD|6ZMB|8ERES|9AART|aRCR
511	62241 35212	   	177.98	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2MBVNT|37VULN|4DMG|5DUR|6ZMB|8ERES|9AART|aRCR
512	62241 35712	   	177.98	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1LEGI|2MBVNT|37VULN|4DMG|5DUR|6ZMB|8AAC|9AART|aRCR
513	22135 23356	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1ZMB|2CGEN|3ASPD|4BEXP|5RMIN|6RCR|7AELBLL|89VULN|aAART
514	25623 42222	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1ZMB|2RCVC|38VULN|4AME|5MLV|6RCR|7AART|9ASPD|aBEXP
515	66224 33123	   	177.95	DCR|3ASPD|2DMG|1MDPS|2DUR	1LEGI|2MDPS|3aDMG|45aASPD|6RCR|7LWND|8DUST|9aDUR|aBPWR
516	22133 41356	   	177.87	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB	1ZMB|2CGEN|3ASPD|45BEXP|6RCR|7AAC|89VULN|aAART
517	25532 42222	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1ZMB|2RCVC|3CGEN|4ERES|58VULN|6RCR|7AART|9ASPD|aBEXP
518	25621 42222	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1ZMB|2RCVC|38VULN|4AME|5ERES|6RCR|7AART|9ASPD|aBEXP
519	21252 61312	   	177.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1ZMB|2LHND|39AART|4MBVNT|5BEXP|6DUR|7DMG|8RCR|aVULN
520	21254 61312	   	177.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1ZMB|2LHND|39AART|4MBVNT|5FEWX|6DUR|7DMG|8RCR|aVULN
521	44232 22326	   	177.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|48RCVC|5VULN|6DMG|7AART|9ASPD|aRCR
522	42212 22416	 * 	177.82	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	1ERES|2CGEN|348DUR|5VULN|6DMG|7AART|9ASPD|aRCR
523	22133 46263	   	177.77	DCR|2DMG|2ASPD|3ZMB	17aZMB|2CGEN|3aASPD|458BEXP|6RCR|9aDMG|aBPWR
524	21612 23636	   	177.77	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB	1ZMB|2LHND|3DMSP|4AAC|5DUST|6RCR|7AART|8aVULN|9ASPD
525	21253 61312	   	177.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1ZMB|2LHND|39AART|4MBVNT|5DUST|6DUR|7DMG|8RCR|aVULN
526	36315 51211	   	177.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUST|2FEWX|3DUR|4VULN|5ZMB|6AART|7DMG|8ASPD|9TLV|aRCR
527	13233 21236	 * 	177.76	DCR|2VULN|2ASPD|2CDMG|1NUKE	17FEWX|27CDMG|3NUKE|4MLV|5TLV|67ASPD|7BPWR|8RCR|9aVULN
528	63215 42313	   	177.73	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1LEGI|246ERES|3AART|56ASPD|6BPWR|7CDMG|8DUR|9VULN|aRCR
529	32156 23612	   	177.70	DCR|2VULN|2ASPD|1DMG|1SELL	1DUST|2RCVC|3aASPD|4DMG|59VULN|6RCR|7TLV|8SELL
530	62215 34131	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8ASPD|9RCR|aRMIN
531	62215 34133	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8ASPD|9RCR|aLWND
532	62215 34134	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7aCGEN|8ASPD|9RCR
533	62215 34135	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8ASPD|9RCR|aVENFST
534	62215 34137	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8ASPD|9RCR|aDMSP
535	62215 34138	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8ASPD|9RCR|aMLV
536	62215 41731	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6CGEN|7ASPD|8AART|9RCR|aRMIN
537	62215 41733	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6CGEN|7ASPD|8AART|9RCR|aLWND
538	62215 41734	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6aCGEN|7ASPD|8AART|9RCR
539	62217 21731	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5AME|6CDMG|7ASPD|8AART|9RCR|aRMIN
540	62217 21733	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5AME|6CDMG|7ASPD|8AART|9RCR|aLWND
541	62217 21734	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5AME|6CDMG|7ASPD|8AART|9RCR|aCGEN
542	62246 31732	   	177.69	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2MBVNT|3aVULN|4DMG|5RMIN|6LHND|7CDMG|8AART|9RCR
543	62224 55444	   	177.67	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|2MBVNT|3aVULN|4BEXP|5ZMB|6RCR|7BASFIG|8AART|9DMG
544	22135 23331	   	177.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3ASPD|4BEXP|5RMIN|6RCR|7AELBLL|8VULN|9DMG|aAART
545	22135 25331	   	177.65	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3ASPD|4BEXP|5RMIN|6RCR|7RCVC|8VULN|9DMG|aAART
546	61411 11333	   	177.61	DCR|2VULN|2AART|1DMG	1LEGI|26LHND|3aAART|4RPLT|56VULN|6BPWR|7TLV|8DMG|9RCR
547	62215 38131	   	177.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7ERES|8ASPD|9RCR|aRMIN
548	62215 38134	   	177.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7ERES|8ASPD|9RCR|aRPLT
549	62212 26154	   	177.59	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1LEGI|2MBVNT|34VULN|5DMG|6CDMG|7LIT|8AAC|9RCR|aAART
550	62215 34132	   	177.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8ASPD|9RCR|aERES
551	62215 41732	   	177.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6CGEN|7ASPD|8AART|9RCR|aERES
552	62217 21732	   	177.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5AME|6CDMG|7ASPD|8AART|9RCR|aERES
553	62247 41732	   	177.59	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2MBVNT|3aVULN|4DMG|5LHND|6TLV|7CDMG|8AART|9RCR
554	13651 13125	   	177.59	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	1FEWX|26CDMG|3MDPS|4AART|56VULN|6BPWR|7LWND|8RCR|9DMSP|aZMB
555	13651 13135	   	177.59	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	1FEWX|26CDMG|3MDPS|4AART|56VULN|6BPWR|79LWND|8RCR|aZMB
556	44112 21623	   	177.57	DCR|2DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1ERES|2ZMB|3ASPD|4AAC|5VULN|6aDMG|7RCR|8DUR|9LIT
557	33233 21236	   	177.56	DCR|2VULN|2ASPD|2CDMG|1NUKE	17DUST|27CDMG|3NUKE|4MLV|5TLV|67ASPD|7BPWR|8RCR|9aVULN
558	21652 23633	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2LHND|3DMSP|4DMG|5DUST|6RCR|7AART|8VULN|9ASPD|aLIT
559	22133 41331	   	177.55	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1ZMB|2CGEN|3ASPD|45BEXP|6RCR|7AAC|8VULN|9DMG|aAART
560	22253 41133	   	177.55	DCR|1AART|2CDMG|1ASPD|2SPLREG|1ZMB|1DUR	1ZMB|2aCGEN|3DUR|4LIT|5aSPLREG|6ASPD|7RCR|8aCDMG|9AART|aBPWR
561	23533 41133	   	177.55	DCR|1AART|2CDMG|1ASPD|2SPLREG|1ZMB|1DUR	1ZMB|2aLIT|3MLV|4DUR|5aSPLREG|6ASPD|7RCR|8aCDMG|9AART|aBPWR
562	14513 23315	 * 	177.52	ACR|2VULN|2ASPD|2CDMG|2ZMB|1DUR	1FEWX|2aZMB|3RCR|4DUR|5BEXP|6aCDMG|79VULN|8aASPD|aBPWR
563	25331 23141	 * 	177.52	DCR|2DMG|3ZMB|1VULN|1CDMG	157ZMB|2RCVC|3MBVNT|457LHND|57BPWR|67DMG|8CDMG|9RCR|aVULN
564	61411 61333	   	177.51	DCR|2VULN|2AART|1DMG	1LEGI|2LHND|3aAART|4RPLT|56VULN|7TLV|8DMG|9RCR
565	62246 44352	   	177.51	DCR|2VULN|2AART|1DMG	1LEGI|2MBVNT|3aVULN|4DMG|5RMIN|68AART|7RPLT|9RCR
566	62215 38132	   	177.49	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7aERES|8ASPD|9RCR
567	13654 31312	   	177.48	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1FEWX|2CDMG|3MDPS|48AART|5BELT|6ASPD|7RCR|9AME|aVULN
568	13654 31323	   	177.48	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1FEWX|2CDMG|3MDPS|48AART|5BELT|6ASPD|7RCR|9LWND|aVULN
569	15213 34532	   	177.48	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2LEGI|3BEXP|4VULN|5LHND|69AART|7RCR|8DMG|aCDMG
