0	Index      	 *	Score 	Summary	Detail	
1	31314 12563	 * 	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ERES|3RCR|4ZMB|5CDMG|6DMG|79aVULN|8AART
483	31344 11122	   	158.48	ACR|3DMG|1VULN|1CDMG|1ASPD	1LIT|2ERES|3RCR|469DMG|5CDMG|7VULN|8ASPD|aDUST
484	34116 63133	 * 	158.46	DCR|2VULN|1AART|2CDMG|2DUR	1LIT|2aDUR|3LSRHEA|4AART|56VULN|7RCR|89CDMG
485	61116 63133	   	158.46	DCR|2VULN|1AART|2CDMG|2DUR	1aDUR|2LSRREG|3LIT|4AART|56VULN|7RCR|89CDMG
486	61536 12332	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LSRREG|39VULN|45RMIN|6RCR|7AART|8ZMB|aCDMG
487	16283 17432	   	158.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|2MBVNT|3RCR|4DMG|5DUR|6VULN|7ZMB|8aAART|9LWND
488	26224 51624	   	158.44	ACR|4VULN|1AART	18LHND|2MBVNT|3RCR|48LIT|5AART|678aVULN|8BPWR|9CGEN
489	31312 42155	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2ERES|3RCR|4ZMB|6RCVC|7AART|89VULN|aDMG
490	66254 43443	   	158.34	ACR|3VULN|1DMG|1FLTHEA|1DUR|1SELL	1DUR|2MBVNT|3RCR|4MLV|5DMG|6SELL|79aVULN|8FLTHEA
491	24131 55213	   	158.34	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3ZMB|4VULN|5CDMG|6DMG|7aAART|8LIT|9RCR
492	25211 55213	   	158.34	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2VULN|3ZMB|4CGEN|5CDMG|6DMG|7aAART|8LIT|9RCR
493	42131 55213	   	158.34	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|2LWND|3ZMB|4VULN|5CDMG|6DMG|7aAART|8LIT|9RCR
494	34116 63122	   	158.30	DCR|2AART|2VULN|1CDMG|1DUR	1LIT|2DUR|3LSRHEA|49AART|56VULN|7RCR|8CDMG|aFEWX
495	61116 63122	   	158.30	DCR|2AART|2VULN|1CDMG|1DUR	1DUR|2LSRREG|3LIT|49AART|56VULN|7RCR|8CDMG|aFEWX
496	64513 31121	   	158.27	DCR|3DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7CDMG|8RMIN|9VULN|aLWND
497	64513 31122	   	158.27	DCR|3DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7CDMG|8RMIN|9VULN|aBEXP
498	64513 31312	   	158.27	DCR|3DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7CDMG|8BEXP|9FEWX|aVULN
499	64513 31322	   	158.27	DCR|3DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7CDMG|8BEXP|9LHND|aVULN
500	16223 38233	   	158.26	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	19DUST|2MBVNT|3RCR|49LIT|5VULN|6CDMG|7AART|89ZMB|9BPWR|aDMG
501	15535 12332	   	158.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	14DUST|29VULN|3ASPD|5VENICY|6RCR|7AART|8ZMB|aCDMG
502	16227 72341	   	158.25	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2MBVNT|3RCR|4LIT|5DMG|6ZMB|7AART|89VULN|aLWND
503	26224 51324	   	158.24	ACR|4VULN|1AART	1LHND|2MBVNT|3RCR|4LIT|5AART|678aVULN|9CGEN
504	66213 43254	 * 	158.21	ACR|2DMG|1VULN|3ASPD|3DUR|1SELL	159DUR|2MBVNT|3RCR|479ASPD|6SELL|89DMG|9BPWR|aVULN
505	34116 63121	   	158.20	DCR|2AART|2VULN|1CDMG|1DUR	1LIT|2DUR|3LSRHEA|49AART|56VULN|7RCR|8CDMG|aERES
506	61116 63121	   	158.20	DCR|2AART|2VULN|1CDMG|1DUR	1DUR|2LSRREG|3LIT|49AART|56VULN|7RCR|8CDMG|aERES
507	64513 32122	   	158.17	DCR|3DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7VULN|8LEGI|9BEXP|aCDMG
508	64513 32132	   	158.17	DCR|3DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7VULN|8LEGI|9FEWX|aCDMG
509	16227 72332	   	158.15	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2MBVNT|3RCR|4LIT|5DMG|6ZMB|7AART|8aVULN|9ERES
510	16227 72343	   	158.15	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2MBVNT|3RCR|4LIT|5DMG|6ZMB|7AART|89VULN|aTLV
511	36141 36221	   	158.13	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8VULN|9CGEN|aRCVC
512	36141 36223	   	158.13	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8VULN|9aCGEN
513	66223 34418	   	158.12	ACR|2VULN|2AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|47LIT|58VULN|6CDMG|9aAART
514	66223 11418	   	158.12	ACR|2VULN|2AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|46LIT|58VULN|7CDMG|9aAART
515	34613 12332	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1LIT|2DUR|3NUKE|4RCR|56VULN|7aDMG|8MLV|9CDMG
516	26282 34343	   	158.07	ACR|2VULN|2DMG|1ZMB|1DUR	18LHND|2MBVNT|3RCR|48VULN|5DUR|6LIT|78DMG|8BPWR|9BEXP|aZMB
517	26283 34353	   	158.07	ACR|2VULN|2DMG|1ZMB|1DUR	18LHND|2MBVNT|3RCR|48VULN|5BEXP|6LIT|78DMG|8BPWR|9DUR|aZMB
518	21425 12331	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15aLHND|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7AART|8ZMB|9VULN
519	21425 12332	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LHND|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7AART|8ZMB|9VULN|aCGEN
520	21425 12335	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LHND|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7AART|8ZMB|9VULN|aLWND
521	21425 12336	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LHND|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7AART|8ZMB|9VULN|aBELT
522	21425 12352	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LHND|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7AART|8ZMB|9CGEN|aVULN
523	36141 36211	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8VULN|9ERES|aRCVC
524	36141 36213	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8VULN|9ERES|aCGEN
525	36141 36231	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8VULN|9TLV|aRCVC
526	36141 36233	   	158.03	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8VULN|9TLV|aCGEN
527	13162 62521	   	158.01	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1DUST|2LEGI|3CDMG|47ZMB|5aVULN|6AART|8RCR|9DUR
528	31314 12313	   	157.99	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	18LIT|2ERES|3RCR|48ZMB|5CDMG|6DMG|78VULN|8BPWR|9RCVC|aDUR
529	31314 12344	   	157.99	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	18LIT|2ERES|3RCR|48ZMB|5CDMG|6DMG|78VULN|8BPWR|9DUR|aLHND
530	31314 12346	   	157.99	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	18LIT|2ERES|3RCR|48ZMB|5CDMG|6DMG|78VULN|8BPWR|9DUR|aRCVC
531	66221 54342	   	157.98	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|48LIT|5LHND|6VULN|78DMG|8BPWR|9BEXP|aAART
532	66223 24342	   	157.98	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|48LIT|5VULN|6LHND|78DMG|8BPWR|9BEXP|aAART
533	66261 34342	   	157.98	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|48LHND|5VULN|6LIT|78DMG|8BPWR|9BEXP|aAART
534	36111 63632	   	157.98	ACR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ZMB|3BEXP|4RCR|5ASPD|69aVULN|7RPLT|8AART
535	26282 34315	   	157.97	ACR|2VULN|2DMG|1ZMB|1DUR	18LHND|2MBVNT|3RCR|48VULN|5DUR|6LIT|78DMG|8BPWR|9ERES|aZMB
536	26281 23327	 * 	157.96	ACR|3VULN|1DMG|2CDMG	17LHND|2MBVNT|3RCR|457VULN|67BASHEA|7BPWR|8DMG|9aCDMG
537	61326 32136	   	157.95	DCR|2VULN|2DMG|2DUR|1ZMB	16DUR|2LSRREG|3MGNSTR|4ZMB|5aVULN|79DMG|8RCR
538	66184 21311	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LWND|7DMG|8RCR|9VULN|aBEXP
539	66184 21313	   	157.93	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LWND|7DMG|8RCR|9VULN|aCGEN
540	66184 21322	   	157.93	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LWND|7DMG|8RCR|9LHND|aVULN
541	66184 21342	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LWND|7DMG|8RCR|9FEWX|aVULN
542	31314 12341	   	157.89	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	18LIT|2aERES|3RCR|48ZMB|5CDMG|6DMG|78VULN|8BPWR|9DUR
543	31314 12342	   	157.89	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	18LIT|2ERES|3RCR|48ZMB|5CDMG|6DMG|78VULN|8BPWR|9DUR|aTLV
544	31314 12366	   	157.89	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	18LIT|2ERES|3RCR|48ZMB|5CDMG|6DMG|78VULN|8BPWR|9TLV|aDUR
545	31314 13265	   	157.89	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR	17LIT|27ERES|3RCR|4aZMB|5CDMG|67DMG|7BPWR|8DUR|9VULN
546	26242 14445	   	157.87	ACR|2VULN|2DMG|1ZMB|1DUR	1LHND|2MBVNT|3RCR|4CGEN|5DUR|69VULN|7aDMG|8ZMB
547	26282 41445	   	157.87	ACR|2VULN|2DMG|1ZMB|1DUR	1LHND|2MBVNT|3RCR|49VULN|5DUR|6aDMG|7CGEN|8ZMB
548	66241 14445	   	157.87	ACR|2VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4CGEN|5LHND|69VULN|7aDMG|8ZMB
549	26224 52344	   	157.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1LHND|2MBVNT|3RCR|4LIT|5AART|6VULN|78CDMG|9DUR|aDMG
550	25332 44311	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	135LHND|2VULN|4RCR|6DUR|7ZMB|8CDMG|9AART|aDMG
551	26261 41262	   	157.85	ACR|2DMG|1AART|1VULN|1ZMB	19LHND|2MBVNT|3RCR|4LEGI|5VULN|69DMG|79CGEN|8AART|9BPWR|aZMB
552	66184 11311	   	157.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7DMG|8RCR|9VULN|aBEXP
553	66184 11313	   	157.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7DMG|8RCR|9VULN|aCGEN
554	66184 11322	   	157.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7DMG|8RCR|9LHND|aVULN
555	66184 11342	   	157.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7DMG|8RCR|9FEWX|aVULN
556	41214 53844	   	157.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2ASPD|3MBVNT|4DMG|5MLV|6DUR|7RCR|8AART|9aVULN
557	32621 36522	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1LIT|2CDMG|3RMIN|4ASPD|59DMG|68VULN|7RCR|aDMSP
558	31314 12423	   	157.79	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1LIT|2ERES|3RCR|48ZMB|5CDMG|69DMG|7VULN|aDUR
559	31314 12453	   	157.79	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1LIT|2ERES|3RCR|48ZMB|5CDMG|6DMG|79VULN|aDUR
560	26224 51354	   	157.79	ACR|3VULN|1AART|1CDMG	1LHND|2MBVNT|3RCR|4LIT|5AART|678VULN|9FEWX|aCDMG
561	26232 13445	   	157.77	ACR|2VULN|2DMG|1ZMB|1DUR	1LHND|2MBVNT|3RCR|4ERES|5DUR|69VULN|7aDMG|8ZMB
562	26282 43281	   	157.77	ACR|2VULN|2DMG|1ZMB|1DUR	1LHND|2MBVNT|3RCR|4aVULN|5DUR|67DMG|8ERES|9ZMB
563	66231 13445	   	157.77	ACR|2VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4ERES|5LHND|69VULN|7aDMG|8ZMB
564	66184 12312	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7RCR|8RMIN|9aVULN
565	31312 64251	   	157.75	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2ERES|3RCR|4ZMB|69VULN|7DMG|8AART|aBEXP
566	31312 64253	   	157.75	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2ERES|3RCR|4ZMB|69VULN|7DMG|8AART|aCGEN
567	66244 42823	   	157.73	ACR|2VULN|1AART|1DMG|2DUR|1SELL	19DUR|2MBVNT|3RCR|49CGEN|5DMG|6SELL|7MLV|89VULN|9BPWR|aAART
568	41243 53844	   	157.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1CGEN|2ASPD|3MBVNT|4ERES|5DMG|6DUR|7RCR|8AART|9aVULN
569	31314 42411	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17LIT|2ERES|3RCR|4ZMB|5CDMG|6DUR|8aVULN|9AART
570	31314 13365	   	157.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	17LIT|27ERES|3RCR|4ZMB|5CDMG|67DMG|7BPWR|8LEGI|9AART|aDUR
571	31314 31462	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	16LIT|2ERES|3RCR|4ZMB|5CDMG|78VULN|9AART|aDUR
572	21116 63136	 * 	157.67	DCR|2AART|2VULN|2CDMG	1LHND|2LSRREG|3LIT|46AART|5aVULN|7RCR|89CDMG
573	33116 63136	   	157.67	DCR|2AART|2VULN|2CDMG	1LIT|2LWND|3LSRHEA|46AART|5aVULN|7RCR|89CDMG
574	16283 13281	   	157.67	ACR|2VULN|2DMG|1ZMB|1DUR	1DUST|2MBVNT|3RCR|47DMG|5DUR|6aVULN|8ERES|9ZMB
575	36141 32135	   	157.65	DCR|2VULN|2DMG|1ZMB|1DUR	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7DUR|8LHND|9aVULN
576	26261 41282	   	157.65	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|3RCR|4LEGI|59VULN|6DMG|7CGEN|8AART|aZMB
577	31312 64252	   	157.65	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2ERES|3RCR|4ZMB|69VULN|7DMG|8AART|aLEGI
578	31342 23255	   	157.65	ACR|2DMG|1AART|1VULN|1ZMB	15LIT|2ERES|3RCR|49DMG|6TLV|7VULN|8AART|aZMB
579	15235 12433	   	157.63	DCR|2VULN|1AART|1DMG|1ZMB	14DUST|29VULN|3ZMB|5VENICY|6RCR|7AART|8DMG|aTLV
580	66223 22614	   	157.59	ACR|3VULN|1AART|3DUR	179DUR|2MBVNT|3RCR|4LIT|579VULN|679LHND|79BPWR|8BELT|aAART
581	36141 33235	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7DUST|8DUR|9aVULN
582	25331 51214	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	13LHND|2aVULN|4RCR|5CDMG|6DMG|78BEXP|9AART
583	36223 34352	 * 	157.47	DCR|2DMG|1VULN|2ZMB|1CDMG|1ASPD	1LIT|23ZMB|4ASPD|5LHND|6RCR|7aDMG|8CDMG|9VULN
584	32621 36413	   	157.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3RMIN|4ASPD|5DMG|6VULN|7RCR|8ZMB|9AART|aMLV
585	36141 33362	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7DUST|8AART|9LHND|aVULN
586	16173 64412	   	157.42	ACR|2VULN|2AART|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4RCR|5DUR|68AART|7FEWX|9aVULN
587	25331 51141	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	13LHND|2aVULN|4RCR|5CDMG|6DMG|7BEXP|8MBVNT|9AART
588	31332 23263	   	157.39	ACR|4VULN|1AART|1SELL	1LIT|2ERES|3RCR|4SELL|5BEXP|6AART|789aVULN
589	31333 23263	   	157.39	ACR|4VULN|1AART|1SELL	1LIT|2ERES|3RCR|4SELL|5FEWX|6AART|789aVULN
590	36113 23136	   	157.38	ACR|3VULN|1AART|1ZMB|1DUR	1LIT|2ZMB|3BEXP|4RCR|58aVULN|6DUR|7FEWX|9AART
591	31314 12331	 * 	157.36	ACR|2VULN|1DMG|2CDMG|2ZMB	189LIT|2ERES|3RCR|48ZMB|5aCDMG|6DMG|78VULN|8BPWR
592	11316 11243	   	157.35	DCR|2VULN|2DMG|1ZMB|1DUR	13aDUST|23LSRREG|3aBPWR|4aDMG|5DUR|6RCR|7ZMB|8aVULN|9RCVC
593	26285 44443	 * 	157.35	ACR|2VULN|2AART|1DMG|1SELL	1LHND|2MBVNT|3RCR|48VULN|5DMG|6SELL|7BEXP|9aAART
594	26138 51311	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6ZMB|7DMG|8RCR|9VULN|aBEXP
595	26138 51313	   	157.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6ZMB|7DMG|8RCR|9VULN|aCGEN
596	26138 51332	   	157.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6ZMB|7DMG|8RCR|9LWND|aVULN
597	26138 51342	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6ZMB|7DMG|8RCR|9FEWX|aVULN
598	32621 36412	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3RMIN|4ASPD|5DMG|6VULN|7RCR|8ZMB|9AART|aDUST
599	36611 36322	   	157.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LIT|2ZMB|3ASPD|4CDMG|5DMG|6VULN|7RCR|8LSRREG|9AART|aLHND
600	36611 36323	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ZMB|3ASPD|4CDMG|5DMG|6VULN|7RCR|8LSRREG|9AART|aMLV
601	26138 41361	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6MLV|7DMG|8RCR|9ZMB|aVULN
602	16172 12811	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4RCR|58VULN|6DMSP|7MLV|9AART|aDMG
603	16172 16341	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4RCR|5aVULN|6DMSP|7DMG|8BEXP|9AART
604	16178 23224	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4RCR|5LHND|6BEXP|7aVULN|8DMG|9AART
605	16178 24424	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4RCR|5LHND|6BEXP|7DMG|8aVULN|9AART
606	31334 23273	   	157.29	ACR|4VULN|1AART|1SELL	1LIT|2ERES|3RCR|4SELL|5MBVNT|6AART|789aVULN
607	66223 38414	   	157.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4LIT|5VULN|6CDMG|7AART|8MLV|9ASPD|aDMG
608	36113 16437	   	157.28	ACR|3VULN|1AART|1ZMB|1DUR	1LIT|2ZMB|3BEXP|4RCR|56aVULN|7MBVNT|8DUR|9AART
609	26138 52312	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6ZMB|7RCR|8RMIN|9aVULN
610	36113 61631	   	157.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ZMB|3BEXP|4RCR|5VULN|6DMG|7CDMG|8ASPD|9CGEN|aAART
611	66213 16141	   	157.17	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|689VULN|7DMG|aCGEN
612	66213 16142	   	157.17	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|689VULN|7DMG|aRCVC
613	66213 16144	   	157.17	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|689VULN|7DMG|aRPLT
614	66283 11141	   	157.17	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4DMG|689VULN|7ASPD|aCGEN
615	66283 11142	   	157.17	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4DMG|689VULN|7ASPD|aRCVC
616	66283 11144	   	157.17	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4DMG|689VULN|7ASPD|aRPLT
617	66513 12243	   	157.16	DCR|2VULN|2DMG|3DUR|1ZMB	189DUR|2MBVNT|39LIT|4ZMB|56VULN|79DMG|9BPWR|aRCR
618	16138 52312	   	157.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2MBVNT|3CDMG|49VULN|5AART|6ZMB|7RCR|8RMIN|aDUR
619	31314 13661	   	157.15	ACR|2DMG|1AART|2CDMG|1ZMB	17LIT|27ERES|3RCR|4ZMB|5aCDMG|67DMG|7BPWR|8RMIN|9AART
620	66644 44432	   	157.13	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|2MBVNT|3aASPD|4ZMB|5AART|6ERES|7DMG|8RCR|9VULN
621	66213 16143	   	157.07	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|689VULN|7DMG|aDUST
622	66283 11143	   	157.07	ACR|3VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4DMG|689VULN|7ASPD|aDUST
