0	Index      	 *	Score 	Summary	Detail	
1	63144 13221	 * 	192.12	DCR|3VULN|2DMG|1AART|1CDMG	17CANHEL|2AART|3CDMG|4RPLT|57DMG|67aVULN|7BPWR|8RCR|9RCVC
497	41111 36334	   	163.09	DCR|2AART|2VULN|1CDMG|2DUR	14AART|29DUST|3CDMG|5RPLT|69VULN|79DUR|8RCR|9BPWR|aBELT
498	41111 36336	   	163.09	DCR|2AART|2VULN|1CDMG|2DUR	14AART|29DUST|3CDMG|5RPLT|69VULN|79DUR|8RCR|9BPWR|aFEWX
499	43233 23431	   	163.09	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aAIRHEA
500	43233 23435	   	163.09	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aDUST
501	43236 23431	   	163.09	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5BEXP|69VULN|8RCR|9BPWR|aAIRHEA
502	43253 23431	   	163.09	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4BEXP|5LHND|69VULN|8RCR|9BPWR|aAIRHEA
503	21453 11161	   	163.03	ACR|2AART|2VULN|1FLTHEA|1CDMG	1DUST|2LIT|37VULN|48AART|5RCR|6BEXP|9CDMG|aFLTHEA
504	41111 36331	   	162.99	DCR|2AART|2VULN|1CDMG|2DUR	14AART|29DUST|3CDMG|5RPLT|69VULN|79DUR|8RCR|9BPWR|aAIRHEA
505	63432 22513	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2AART|36VULN|4RPLT|5DUR|7TLV|8RCR|9ZMB|aDMG
506	42426 11313	   	162.88	ACR|4VULN|1AART|1DUR	1AART|2RCVC|3479VULN|4BPWR|5RCR|6LHND|8LWND|aDUR
507	42436 11313	   	162.88	ACR|4VULN|1AART|1DUR	1AART|2RCVC|3479VULN|5RCR|6LHND|8LWND|aDUR
508	26212 31414	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2BELT|3AART|4ERES|5CDMG|6RCR|78VULN|9CGEN|aDMG
509	26212 31424	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2BELT|3AART|4ERES|5CDMG|6RCR|78VULN|9RMIN|aDMG
510	26222 31414	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2BELT|3AART|4TLV|5CDMG|6RCR|78VULN|9CGEN|aDMG
511	26222 31424	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2BELT|3AART|4TLV|5CDMG|6RCR|78VULN|9RMIN|aDMG
512	53453 11121	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|37VULN|48AART|5RCR|6BEXP|9RCVC|aDMG
513	53453 11131	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|37VULN|48AART|5RCR|6BEXP|9DMSP|aDMG
514	53153 51121	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3FEWX|48AART|5RCR|67VULN|9RCVC|aDMG
515	53153 51131	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3FEWX|48AART|5RCR|67VULN|9DMSP|aDMG
516	53153 63211	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3FEWX|48AART|5RCR|6CGEN|7DMG|9aVULN
517	53353 51121	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3BEXP|48AART|5RCR|67VULN|9RCVC|aDMG
518	53353 51131	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3BEXP|48AART|5RCR|67VULN|9DMSP|aDMG
519	53353 63211	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3BEXP|48AART|5RCR|6CGEN|7DMG|9aVULN
520	25212 14136	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ERES|38VULN|4RCR|5DMG|6CGEN|7AART|9ASPD|aZMB
521	42426 13113	   	162.78	ACR|4VULN|1AART|1DUR	1AART|2RCVC|3489VULN|4BPWR|5RCR|6LHND|7DUST|aDUR
522	42436 13113	   	162.78	ACR|4VULN|1AART|1DUR	1AART|2RCVC|3489VULN|5RCR|6LHND|7DUST|aDUR
523	53453 31121	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|37VULN|48AART|5RCR|6DUST|9RCVC|aDMG
524	53453 31131	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|37VULN|48AART|5RCR|6DUST|9DMSP|aDMG
525	53153 23211	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3FEWX|48AART|5RCR|6ERES|7DMG|9aVULN
526	53353 43211	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3BEXP|48AART|5RCR|6ERES|7DMG|9aVULN
527	31142 32653	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2LWND|3CDMG|4AART|5CGEN|6RCR|7DMG|8VULN|9ZMB|aDUR
528	43613 12111	   	162.68	ACR|4VULN|1AART|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|6789VULN|aCGEN
529	43613 12112	   	162.68	ACR|4VULN|1AART|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|6789VULN|aBEXP
530	43613 12115	   	162.68	ACR|4VULN|1AART|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|6789VULN|aRCVC
531	41131 36315	   	162.66	DCR|2VULN|1AART|2CDMG|2DUR	1AART|257DUST|37CDMG|47DUR|6RCR|7BPWR|8aVULN|9LWND
532	41131 36325	   	162.66	DCR|2VULN|1AART|2CDMG|2DUR	1AART|257DUST|37CDMG|47DUR|6RCR|7BPWR|8aVULN|9FEWX
533	13412 14161	   	162.63	ACR|2VULN|2DMG|1AART	1aLHND|2BEXP|3aERES|4RCR|59DMG|6CGEN|7AART|8aVULN|aBPWR
534	21453 26111	   	162.63	ACR|2AART|2VULN|1DMG|1ASPD	1DUST|2LIT|39VULN|48AART|5RCR|6ERES|7ASPD|aDMG
535	53553 23211	   	162.63	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUR|3DUST|48AART|5RCR|6ERES|7DMG|9aVULN
536	41111 42135	   	162.60	DCR|2AART|2VULN|1CDMG|1ASPD	14AART|29DUST|3CDMG|5RPLT|6RCR|79LWND|89VULN|9BPWR|aASPD
537	43613 12117	   	162.58	ACR|4VULN|1AART|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|6789VULN|aERES
538	63244 13222	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	17CANHEL|2AART|3SELL|4RPLT|57DMG|67VULN|7BPWR|8RCR|9RCVC|aLHND
539	31142 32612	   	162.55	DCR|2AART|1VULN|1DMG|2CDMG	1TLV|2LWND|39CDMG|4aAART|5CGEN|6RCR|7DMG|8VULN
540	12412 14161	   	162.53	ACR|2VULN|2DMG|1AART	1aLHND|2DUST|3aERES|4RCR|59DMG|6CGEN|7AART|8aVULN|aBPWR
541	13412 14112	   	162.53	ACR|2VULN|2DMG|1AART	1LHND|2BEXP|3ERES|4RCR|5aDMG|6CGEN|7AART|89VULN
542	15212 14142	   	162.53	ACR|2VULN|2DMG|1AART	1LHND|2ERES|38VULN|4RCR|5aDMG|6CGEN|7AART|9FEWX
543	15212 14162	   	162.53	ACR|2VULN|2DMG|1AART	1aLHND|2ERES|38VULN|4RCR|59DMG|6CGEN|7AART
544	15212 14261	   	162.53	ACR|2VULN|2DMG|1AART	1aLHND|2ERES|3aVULN|4RCR|59DMG|6CGEN|7AART|8aDUST|aBPWR
545	15212 14612	   	162.53	ACR|2VULN|2DMG|1AART	1LHND|2ERES|39VULN|4RCR|5aDMG|6CGEN|7AART|8LWND
546	15412 14112	   	162.53	ACR|2VULN|2DMG|1AART	1LHND|2ERES|3FEWX|4RCR|5aDMG|6CGEN|7AART|89VULN
547	16412 14112	   	162.53	ACR|2VULN|2DMG|1AART	1LHND|2FEWX|3ERES|4RCR|5aDMG|6CGEN|7AART|89VULN
548	31212 14142	   	162.53	ACR|2VULN|2DMG|1AART	1TLV|2LWND|38VULN|4RCR|5aDMG|6CGEN|7AART|9FEWX
549	31412 14122	   	162.53	ACR|2VULN|2DMG|1AART	1TLV|2LWND|3FEWX|4RCR|5aDMG|6CGEN|7AART|89VULN
550	32212 14322	   	162.53	ACR|2VULN|2DMG|1AART	1TLV|2FEWX|39VULN|4RCR|5aDMG|6CGEN|7AART|8LHND
551	32212 14622	   	162.53	ACR|2VULN|2DMG|1AART	1TLV|2FEWX|39VULN|4RCR|5aDMG|6CGEN|7AART|8LWND
552	41112 35223	   	162.50	DCR|2AART|2VULN|1CDMG|1DUR	14AART|2DUST|3CDMG|5BEXP|6RCR|7DUR|8aVULN|9LHND
553	41112 35233	   	162.50	DCR|2AART|2VULN|1CDMG|1DUR	14AART|2DUST|3CDMG|5BEXP|6RCR|7DUR|8aVULN|9LWND
554	41111 42125	   	162.50	DCR|2AART|2VULN|1CDMG|1ASPD	14AART|2DUST|3CDMG|5RPLT|6RCR|7LWND|89VULN|aASPD
555	41112 32161	   	162.50	DCR|2AART|2DMG|1CDMG|1DUR	14AART|2DUST|3CDMG|5BEXP|6RCR|79DMG|8RMIN|aDUR
556	24154 11212	   	162.48	DCR|3DMG|1AART|1VULN	1DUST|2AIRHEL|3AART|4MLV|59aDMG|6VULN|7RCR|8LSRICY
557	63244 13211	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	17CANHEL|2AART|3SELL|4RPLT|57DMG|67VULN|7BPWR|8RCR|9FEWX|aDUST
558	63244 13212	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	17CANHEL|2AART|3SELL|4RPLT|57DMG|67VULN|7BPWR|8RCR|9FEWX|aMBVNT
559	63244 13223	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	17CANHEL|2AART|3SELL|4RPLT|57DMG|67VULN|7BPWR|8RCR|9RCVC|aTLV
560	63244 13231	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	17CANHEL|2AART|3SELL|4RPLT|57DMG|67VULN|7BPWR|8RCR|9BEXP|aDUST
561	63244 13232	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	17CANHEL|2AART|3SELL|4RPLT|57DMG|67VULN|7BPWR|8RCR|9BEXP|aMBVNT
562	25212 14142	   	162.43	ACR|2VULN|2DMG|1AART	1DUST|2ERES|38VULN|4RCR|5aDMG|6CGEN|7AART|9FEWX
563	25212 14162	   	162.43	ACR|2VULN|2DMG|1AART	1DUST|2ERES|38VULN|4RCR|59DMG|6CGEN|7AART|aLHND
564	25212 14163	   	162.43	ACR|2VULN|2DMG|1AART	1DUST|2ERES|38VULN|4RCR|59DMG|6CGEN|7AART|aMLV
565	12412 14112	   	162.43	ACR|2VULN|2DMG|1AART	1LHND|2DUST|3ERES|4RCR|5aDMG|6CGEN|7AART|89VULN
566	15212 14212	   	162.43	ACR|2VULN|2DMG|1AART	1LHND|2ERES|39VULN|4RCR|5aDMG|6CGEN|7AART|8DUST
567	15212 14312	   	162.43	ACR|2VULN|2DMG|1AART	1LHND|2ERES|39VULN|4RCR|5aDMG|6CGEN|7AART|8LEGI
568	25212 14612	   	162.43	ACR|2VULN|2DMG|1AART	1DUST|2ERES|39VULN|4RCR|5aDMG|6CGEN|7AART|8LWND
569	31212 14222	   	162.43	ACR|2VULN|2DMG|1AART	1TLV|2LWND|39VULN|4RCR|5aDMG|6CGEN|7AART|8DUST
570	31212 14322	   	162.43	ACR|2VULN|2DMG|1AART	1TLV|2LWND|39VULN|4RCR|5aDMG|6CGEN|7AART|8LEGI
571	31612 14122	   	162.43	ACR|2VULN|2DMG|1AART	1TLV|2LWND|3DUST|4RCR|5aDMG|6CGEN|7AART|89VULN
572	32212 14122	   	162.43	ACR|2VULN|2DMG|1AART	1TLV|2FEWX|38VULN|4RCR|5aDMG|6CGEN|7AART|9LEGI
573	32212 14162	   	162.43	ACR|2VULN|2DMG|1AART	1TLV|2FEWX|38VULN|4RCR|5aDMG|6CGEN|7AART|9DUST
574	32212 14222	   	162.43	ACR|2VULN|2DMG|1AART	1TLV|2FEWX|39VULN|4RCR|5aDMG|6CGEN|7AART|8DUST
575	32212 53426	   	162.41	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1TLV|2FEWX|36VULN|4RCR|58DMG|7DUR|9ASPD|aZMB
576	45152 32233	 * 	162.41	DCR|3AART|1VULN|1DMG|1CDMG	149AART|2LHND|3CDMG|58BEXP|6RCR|7DMG|aVULN
577	43621 42722	   	162.40	DCR|2AART|2VULN|2ASPD|1DUR	17AART|29ASPD|3MBVNT|48VULN|5LIT|6RCR|aDUR
578	15211 54311	   	162.39	ACR|2VULN|2DMG|1AART|1SELL	1aLHND|2aERES|38VULN|4RCR|5LIT|6SELL|7AART|9aDMG|aBPWR
579	31211 54311	   	162.39	ACR|2VULN|2DMG|1AART|1SELL	1aTLV|2aLWND|38VULN|4RCR|5LIT|6SELL|7AART|9aDMG|aBPWR
580	15143 32631	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2ERES|3CDMG|4AART|59DMG|6RCR|7MLV|8VULN|aCGEN
581	15143 32632	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2ERES|3CDMG|4AART|59DMG|6RCR|7MLV|8VULN|aRMIN
582	15143 32633	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2ERES|3CDMG|4AART|59DMG|6RCR|7aMLV|8VULN
583	31142 32631	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|5aCGEN|6RCR|79DMG|8VULN
584	31142 32633	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|5CGEN|6RCR|79DMG|8VULN|aRMIN
585	31143 32432	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8RPLT|9VULN|aRCVC
586	31143 32433	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8RPLT|9VULN|aLIT
587	31143 32434	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8RPLT|9VULN|aBELT
588	31143 32436	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8RPLT|9VULN|aFEWX
589	31143 33265	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2LWND|3CDMG|4AART|5DMG|6RCR|7LHND|8aVULN|9LIT
590	25212 14122	   	162.33	ACR|2VULN|2DMG|1AART	1DUST|2ERES|38VULN|4RCR|5aDMG|6CGEN|7AART|9LEGI
591	43621 43153	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	18AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|9BEXP|aZMB
592	43621 44331	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	19AART|2ASPD|3MBVNT|4VULN|57LIT|6RCR|8ZMB|aDMG
593	44621 43122	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	18AART|2ZMB|3MBVNT|4VULN|5LIT|6RCR|7DMG|9DUR|aLWND
594	44621 43224	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1aAART|2ZMB|3MBVNT|4VULN|5LIT|6RCR|7DMG|8DMSP|9DUR
595	44631 43141	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	18AART|2ZMB|3MBVNT|4LWND|5LIT|6RCR|7DMG|9DUR|aVULN
596	15212 14163	   	162.29	ACR|2VULN|2DMG|1AART|1SELL	1LHND|2ERES|38VULN|4RCR|59DMG|6CGEN|7AART|aSELL
597	31143 31631	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|59DMG|6RCR|7ERES|8VULN|aCGEN
598	31143 31632	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|59DMG|6RCR|7ERES|8VULN|aRMIN
599	31143 31633	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|59DMG|6RCR|7ERES|8VULN|aMLV
600	31143 32431	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8RPLT|9VULN|aLSRHEA
601	43621 43183	   	162.23	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	18AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|9DUST|aZMB
602	43613 11174	   	162.22	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|68aVULN|7CGEN|9CDMG
603	43613 12154	   	162.22	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|678VULN|9LHND|aCDMG
604	43613 12274	   	162.22	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|67aVULN|8CGEN|9CDMG
605	43613 12514	   	162.22	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|679VULN|8DMSP|aCDMG
606	43436 11113	   	162.22	ACR|3VULN|1AART|2ASPD|1DUR	1AART|23ASPD|3BPWR|4TLV|5RCR|6LWND|789VULN|aDUR
607	15212 51613	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2ERES|36VULN|4RCR|5aDMG|7BEXP|8ZMB|9CDMG
608	43613 27141	   	162.12	ACR|3VULN|1AART|2ASPD|1DUR	1AART|2aASPD|3MBVNT|4aTLV|5RCR|6ERES|7DUR|89aVULN|aBPWR
609	43613 12133	   	162.12	ACR|3VULN|1AART|2ASPD|1DUR	1AART|29ASPD|3MBVNT|4TLV|5RCR|678VULN|aDUR
610	43613 17114	   	162.12	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|47TLV|5RCR|689VULN|aCDMG
611	23126 36363	   	162.12	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	17DUST|2DUR|3RCR|47FEWX|57ASPD|6AART|7BPWR|8CDMG|9aVULN
