0	Index      	 *	Score 	Summary	Detail	
1	63131 61316	 * 	182.88	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDMG
489	63141 12632	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|4aDUST|58VULN|6MLV|7AART|9DMG
490	32322 21564	   	156.58	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3RMIN|4DMG|567VULN|8RCR|9AART|aLWND
491	32322 21565	   	156.58	DCR|3VULN|1AART|1DMG	1aLIT|2DUST|3RMIN|4DMG|567VULN|8RCR|9AART
492	32322 21566	   	156.58	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3RMIN|4DMG|567VULN|8RCR|9AART|aFEWX
493	45272 13313	 * 	156.54	ACR|2AART|1DMG|1VULN|2DUR	17LWND|2RCR|3MBVNT|4RCVC|57DUR|68AART|7BPWR|9DMG|aVULN
494	32322 21563	   	156.48	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3RMIN|4DMG|567VULN|8RCR|9AART|aERES
495	22231 56163	   	156.47	DCR|3VULN|1AART|1CDMG|1ZMB	1MGNSTR|2ZMB|347VULN|56CGEN|8CDMG|9AART|aRCR
496	63316 22114	 * 	156.45	ACR|3VULN|1DMG|3DUR	1BELT|2RCR|389ERES|479DUR|569VULN|9BPWR|aDMG
497	63131 42114	   	156.45	ACR|3VULN|1DMG|3DUR	1BELT|2RCR|379DUR|459VULN|689ERES|9BPWR|aDMG
498	63136 22114	   	156.45	ACR|3VULN|1DMG|3DUR	1BELT|2RCR|379DUR|469VULN|589ERES|9BPWR|aDMG
499	63132 43512	 * 	156.44	ACR|2AART|1VULN|2CDMG|2DUR	1BELT|2RCR|37DUR|4VULN|5LWND|69AART|8aCDMG
500	45122 35122	   	156.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3CGEN|4DUR|5CDMG|6aVULN|7ZMB|8BEXP|9DMG
501	63131 33243	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8CGEN|9DMG|aLHND
502	63131 33244	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8aCGEN|9DMG
503	63131 33245	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8CGEN|9DMG|aFEWX
504	63131 33246	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8CGEN|9DMG|aRMIN
505	63131 33252	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8CGEN|9DMSP|aDMG
506	63131 33651	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8LIT|9DMG|aBEXP
507	63131 33652	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8LIT|9DMG|aLWND
508	63131 33653	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8LIT|9DMG|aMLV
509	63131 61512	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CGEN|9ZMB|aDMG
510	63231 33241	   	156.43	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3LHND|45VULN|6FLTHEA|7ZMB|8CGEN|9DMG|aDUR
511	22233 26241	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MGNSTR|2ZMB|349aVULN|5LWND|6RCR|7CDMG|8BEXP
512	22233 26541	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MGNSTR|2ZMB|349aVULN|5LWND|6RCR|7CDMG|8LHND
513	63233 12434	   	156.34	ACR|3VULN|1AART|1ZMB	1BELT|2RCR|3LHND|49aVULN|5LIT|6TLV|7AART|8ZMB
514	45241 84422	   	156.33	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3MBVNT|4aVULN|5DUR|6CGEN|7CDMG|8ZMB|9DMG
515	63131 33242	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7ZMB|8CGEN|9DMG|aLEGI
516	63131 35143	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7TLV|8ZMB|9DMG|aLHND
517	63131 35152	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7TLV|8ZMB|9DMSP|aDMG
518	63155 11323	   	156.33	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4RMIN|5aAART|6ZMB|7VULN|8DUST|9CDMG
519	63131 32641	   	156.33	ACR|2VULN|2CDMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7FEWX|89CDMG|aZMB
520	63231 35141	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3LHND|45VULN|6FLTHEA|7TLV|8ZMB|9DMG|aDUR
521	63333 14236	   	156.33	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3ERES|4CGEN|5CDMG|6ZMB|78VULN|9ASPD|aDMG
522	45122 33312	   	156.31	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	17LWND|2RCR|37CGEN|4DUR|5CDMG|67VULN|7BPWR|8ASPD|9AART|aLHND
523	45122 33315	   	156.31	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	17LWND|2RCR|37aCGEN|4DUR|5CDMG|67VULN|7BPWR|8ASPD|9AART
524	22243 61151	   	156.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	15MGNSTR|2ZMB|3VULN|45LHND|5BPWR|6AART|79CDMG|8RCR|aDMG
525	21323 12612	   	156.27	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4MLV|58aVULN|6LWND|7RCR|9CDMG
526	23252 35423	   	156.26	DCR|2VULN|1AART|1DMG|2DUR	19MGNSTR|2DUST|39DUR|4AART|5BEXP|6DMG|79VULN|8RCR|9BPWR|aERES
527	66153 32312	   	156.25	ACR|2VULN|1DMG|2CDMG|3DUR	1BELT|29aDUR|3FEWX|4RCR|59CDMG|6CGEN|7DMG|89VULN|9BPWR
528	66353 32312	   	156.25	ACR|2VULN|1DMG|2CDMG|3DUR	1BELT|29aDUR|3BEXP|4RCR|59CDMG|6CGEN|7DMG|89VULN|9BPWR
529	63315 11323	   	156.23	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1BELT|2RCR|3ERES|4DUR|5aAART|6ZMB|7VULN|8DUST|9CDMG
530	63131 35142	   	156.23	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7TLV|8ZMB|9DMG|aLEGI
531	63531 21522	   	156.18	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3BEXP|45VULN|6LWND|7CGEN|8AART|9DUR|aDMG
532	21322 42312	   	156.17	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4MLV|5DUST|68aVULN|7RCR|9CDMG
533	21323 62312	   	156.17	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4MLV|58aVULN|6DUST|7RCR|9CDMG
534	21336 54312	   	156.17	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4MBVNT|5RMIN|68aVULN|7RCR|9CDMG
535	45122 31313	   	156.14	ACR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1LWND|2RCR|3CGEN|4DUR|5CDMG|6VULN|78ASPD|9AART|aZMB
536	45163 13313	   	156.14	ACR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1LWND|2RCR|3CGEN|48ASPD|5VULN|6DUR|7CDMG|9AART|aZMB
537	45122 32311	   	156.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2RCR|3CGEN|4DUR|5CDMG|6aVULN|7RCVC|8ASPD|9AART
538	63132 43232	   	156.09	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1BELT|2RCR|37DUR|4VULN|5LWND|6AART|8FEWX|9ZMB|aDMG
539	63131 21542	   	156.08	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|45VULN|6LWND|7CGEN|8AART|9LEGI|aDMG
540	63131 21552	   	156.08	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|45VULN|6LWND|7CGEN|8AART|9DUST|aDMG
541	63421 32214	   	156.08	ACR|2VULN|1AART|1DMG|1DUR	19BELT|2RCR|3LSRREG|4DUR|5LWND|6DMG|7aVULN|8AART
542	63421 32261	   	156.08	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3LSRREG|4DUR|5LWND|6DMG|79VULN|8AART|aLHND
543	63421 32262	   	156.08	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3LSRREG|4DUR|5LWND|6DMG|79VULN|8AART|aFEWX
544	21352 42312	   	156.07	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4ERES|5DUST|68aVULN|7RCR|9CDMG
545	21355 62312	   	156.07	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4ERES|58aVULN|6DUST|7RCR|9CDMG
546	23125 32513	   	156.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1MGNSTR|2DUST|3LHND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aMGNLIT
547	23125 32514	   	156.04	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1MGNSTR|2DUST|3LHND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aMLV
548	23125 32515	   	156.04	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1MGNSTR|2DUST|3aLHND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA
549	23625 32513	   	156.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1MGNSTR|2DUST|3LWND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aMGNLIT
550	63135 43332	   	155.99	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1BELT|2RCR|37DUR|4VULN|5FEWX|6AART|8DUST|9ZMB|aDMG
551	45213 23451	   	155.98	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2RCR|3MBVNT|4LHND|5DUST|6aVULN|7DMG|8AART|9ASPD
552	45243 33451	   	155.98	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2RCR|3MBVNT|4aVULN|5DUST|6LHND|7DMG|8AART|9ASPD
553	63421 32224	   	155.98	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3LSRREG|4DUR|5LWND|6DMG|7aVULN|8AART|9LEGI
554	63421 32263	   	155.98	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3LSRREG|4DUR|5LWND|6DMG|79VULN|8AART|aERES
555	32222 21551	   	155.98	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3CGEN|4DMG|567VULN|8RCR|9BELT|aAART
556	62251 23216	 * 	155.98	DCR|3VULN|1AART|2CDMG	1BELT|29DUST|359VULN|4LHND|6LWND|79CDMG|8RCR|9BPWR|aAART
557	32121 16325	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2DUST|3FEWX|4RCR|5BELT|69VULN|7AART|8DMG|aZMB
558	23125 32511	   	155.94	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1MGNSTR|2DUST|3LHND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aERES
559	23625 32511	   	155.94	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1MGNSTR|2DUST|3LWND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aERES
560	63531 32316	   	155.88	ACR|2VULN|1AART|1FLTHEA|1CDMG	17BELT|2RCR|3BEXP|45VULN|6FLTHEA|8CDMG|9AART|aMGNLIT
561	32422 21551	   	155.88	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3ERES|4DMG|567VULN|8RCR|9BELT|aAART
562	32613 21551	   	155.88	DCR|3VULN|1AART|1DMG	1LIT|2DUST|347VULN|5ERES|6DMG|8RCR|9BELT|aAART
563	45244 24273	   	155.88	ACR|2VULN|2DMG|1CDMG	1LWND|2RCR|3MBVNT|4aVULN|5LSRICY|6DUST|7CDMG|89DMG
564	63131 33512	 * 	155.88	ACR|3VULN|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|79ZMB|aLHND
565	63131 33513	   	155.88	ACR|3VULN|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|79ZMB|aLIT
566	63131 33514	   	155.88	ACR|3VULN|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|79ZMB|aRMIN
567	63131 33515	   	155.88	ACR|3VULN|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|79ZMB|aFEWX
568	63314 23115	 * 	155.87	ACR|3DMG|1AART|2DUR	1BELT|2RCR|389ERES|46DUR|569DMG|69BPWR|79CGEN|aAART
569	36615 12211	   	155.87	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2LWND|346VULN|5CDMG|7RCR|8DUR|9DMG|aCGEN
570	36615 12213	   	155.87	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2LWND|346VULN|5CDMG|7RCR|8DUR|9DMG|aBEXP
571	31122 23364	   	155.86	ACR|3DMG|1VULN|2CDMG	1LIT|29LHND|3FEWX|4RCR|5VULN|69aDMG|7MLV|89CDMG|9BPWR
572	45323 23113	   	155.84	ACR|3VULN|1AART|1ZMB	13LWND|2RCR|45aVULN|6ZMB|79FEWX|8AART
573	45323 23143	   	155.84	ACR|3VULN|1AART|1ZMB	13LWND|2RCR|45aVULN|6ZMB|7FEWX|8AART|9RCVC
574	45122 31513	   	155.84	ACR|1AART|2CDMG|1VULN|1ZMB|1ASPD|1DUR	1LWND|2RCR|3CGEN|4DUR|58CDMG|6VULN|7ASPD|9AART|aZMB
575	63632 11213	   	155.83	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5aFEWX|69AART|7VULN|8ASPD
576	63632 11214	   	155.83	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5FEWX|69AART|7VULN|8ASPD|aLWND
577	63632 11215	   	155.83	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5FEWX|69AART|7VULN|8ASPD|aBEXP
578	63632 11253	   	155.83	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6aAART|7VULN|8ASPD|9BEXP
579	63636 11213	   	155.83	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5LHND|69AART|7VULN|8ASPD|aFEWX
580	63633 22311	   	155.81	ACR|2VULN|1DMG|2CDMG|1ZMB	1BELT|2RCR|39CDMG|4ZMB|59DUST|6BEXP|7DMG|89VULN|9BPWR|aCGEN
581	63633 22312	   	155.81	ACR|2VULN|1DMG|2CDMG|1ZMB	1BELT|2RCR|39CDMG|4ZMB|59DUST|6BEXP|7DMG|89VULN|9BPWR|aLHND
582	63531 61312	   	155.78	ACR|2VULN|1AART|1CDMG|1FLTHEA	1BELT|2RCR|3BEXP|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDUST
583	63531 61313	   	155.78	ACR|2VULN|1AART|1CDMG|1FLTHEA	1BELT|2RCR|3BEXP|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aNUKE
584	63531 32312	   	155.78	ACR|2VULN|1AART|1CDMG|1FLTHEA	17BELT|2RCR|3BEXP|45VULN|6FLTHEA|8CDMG|9AART|aDUST
585	63531 32313	   	155.78	ACR|2VULN|1AART|1CDMG|1FLTHEA	17BELT|2RCR|3BEXP|45VULN|6FLTHEA|8CDMG|9AART|aNUKE
586	63131 33511	   	155.78	ACR|3VULN|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|79ZMB|aDUST
587	63131 41216	   	155.77	ACR|3VULN|1AART|2DUR	1BELT|2RCR|39DUR|457VULN|6ERES|8BEXP|aAART
588	63136 21216	   	155.77	ACR|3VULN|1AART|2DUR	1BELT|2RCR|39DUR|467VULN|5ERES|8BEXP|aAART
589	63316 21216	   	155.77	ACR|3VULN|1AART|2DUR	1BELT|2RCR|3ERES|49DUR|567VULN|8BEXP|aAART
590	31122 24364	   	155.76	ACR|3DMG|1VULN|2CDMG	1LIT|29LHND|3FEWX|4RCR|5VULN|69aDMG|7TLV|89CDMG|9BPWR
591	21323 43452	   	155.76	DCR|3VULN|1AART|1ZMB|1DUR	1MGNSTR|2CGEN|3AART|4MLV|567VULN|8DUR|9RCR|aZMB
592	63632 11211	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5FEWX|69AART|7VULN|8ASPD|aDUST
593	63633 11212	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5DUST|69AART|7VULN|8ASPD|aRPLT
594	63633 11214	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5DUST|69AART|7VULN|8ASPD|aLWND
595	63633 11215	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5DUST|69AART|7VULN|8ASPD|aBEXP
596	63633 11223	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5DUST|6aAART|7VULN|8ASPD|9FEWX
597	63633 11253	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5DUST|6aAART|7VULN|8ASPD|9BEXP
598	63636 11211	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5LHND|69AART|7VULN|8ASPD|aDUST
599	31224 16151	   	155.71	DCR|2VULN|2DMG|1AART	15LIT|2LHND|3CGEN|45DMG|5BPWR|68VULN|7MGNLIT|9RCR|aAART
600	63632 31236	   	155.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	17BELT|2RCR|3CDMG|4ZMB|5FEWX|6CGEN|8DMG|9AART|aVULN
601	63632 32236	   	155.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6CGEN|7RCVC|8DMG|9AART|aVULN
602	63132 12186	 * 	155.66	ACR|2VULN|1AART|2ASPD|2DUR	1BELT|2RCR|3aDUR|4aVULN|5LWND|6MLV|7AART|8MBVNT|9aASPD|aBPWR
603	23256 32421	   	155.66	DCR|4VULN|1AART|1DUR	1MGNSTR|2DUST|3DUR|4AART|5ERES|6789VULN|aRCR
604	45213 24433	   	155.64	ACR|3VULN|1AART|1ZMB	1LWND|2RCR|3MBVNT|4LHND|5DUST|69aVULN|7ZMB|8AART
605	45243 34433	   	155.64	ACR|3VULN|1AART|1ZMB	1LWND|2RCR|3MBVNT|49aVULN|5DUST|6LHND|7ZMB|8AART
606	45284 34433	   	155.64	ACR|3VULN|1AART|1ZMB	1LWND|2RCR|3MBVNT|4DUST|59aVULN|6LHND|7ZMB|8AART
607	63633 11211	   	155.63	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5aDUST|69AART|7VULN|8ASPD
608	22233 21246	   	155.62	DCR|3VULN|1DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34aVULN|5LWND|6RCR|7ASPD|8DMG|9LHND
609	63633 31236	   	155.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	17BELT|2RCR|3CDMG|4ZMB|5DUST|6CGEN|8DMG|9AART|aVULN
610	63633 32236	   	155.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5DUST|6CGEN|7RCVC|8DMG|9AART|aVULN
611	63113 14512	   	155.59	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	1BELT|2RCR|3DUR|4SELL|5CGEN|69AART|7ZMB|8VULN|aCDMG
612	35122 22553	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|5aVULN|68DMG|7ZMB|9BEXP
613	35122 22562	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	19LIT|2DUR|3FEWX|4RCR|5aVULN|68DMG|7ZMB
614	35122 33143	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|58VULN|6RPLT|79DMG|aZMB
615	63311 22626	   	155.56	ACR|2VULN|1AART|1CDMG|2DUR	1BELT|2RCR|3ERES|49DUR|5BEXP|68VULN|7AART|aCDMG
616	63633 11213	   	155.49	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1SELL	1BELT|2RCR|3CDMG|4ZMB|5DUST|69AART|7VULN|8ASPD|aSELL
617	35122 22511	   	155.47	ACR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|5aVULN|68DMG|7ZMB|9ERES
618	26433 23631	   	155.46	DCR|3VULN|2DMG	1MGNSTR|2aDMG|3MLV|4LWND|5aCGEN|6RCR|7LIT|89aVULN|aBPWR
619	63113 11216	   	155.46	ACR|2VULN|2AART|1ASPD|1DUR|1SELL	1BELT|2RCR|3DUR|4SELL|5CGEN|69AART|7aVULN|8ASPD
620	43122 34632	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|2LEGI|3aCGEN|4DUR|5CDMG|6aVULN|7LSRHEA|8RCR|9aDMG|aBPWR
621	63532 42123	   	155.38	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3BEXP|48VULN|5LWND|6aAART|7DUST|9CDMG
622	63622 11316	   	155.38	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3CDMG|4MLV|5FEWX|69AART|7aVULN|8ERES
623	26122 13412	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3ZMB|4DUR|58VULN|6RMIN|7AART|9CGEN|aRCR
624	26122 13462	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3ZMB|4DUR|58VULN|6RMIN|7AART|9MLV|aRCR
625	63115 11216	   	155.36	ACR|2VULN|2AART|1DUR|1ASPD|1SELL	1BELT|2RCR|3DUR|4SELL|5ERES|69AART|7aVULN|8ASPD
626	63612 11316	   	155.28	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3CDMG|4TLV|5FEWX|69AART|7aVULN|8ERES
627	63623 11316	   	155.28	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3CDMG|4MLV|5DUST|69AART|7aVULN|8ERES
628	63133 52231	   	155.27	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|39DUR|49VULN|5LIT|6MLV|7DMSP|89ZMB|9BPWR|aAART
629	63133 54231	   	155.27	ACR|2VULN|1AART|2ZMB|2DUR	17BELT|2RCR|39DUR|49VULN|5LIT|6MLV|89ZMB|9BPWR|aAART
630	63133 56231	   	155.27	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|39DUR|49VULN|5LIT|6MLV|7RCVC|89ZMB|9BPWR|aAART
631	26122 43412	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3ZMB|4DUR|58VULN|6ERES|7AART|9CGEN|aRCR
632	34316 52213	 * 	155.26	DCR|2VULN|2AART|1CDMG|1ZMB	1LIT|27VULN|3RMIN|4ZMB|5RPLT|6CDMG|8aAART|9RCR
633	23215 31251	   	155.19	DCR|3VULN|1AART|1DUR|1ASPD	1MGNSTR|2DUST|3DUR|4ASPD|58aVULN|6RCR|7BEXP|9AART
634	22122 25451	 * 	155.19	DCR|2VULN|3ZMB|1AART|1ASPD	14MGNSTR|234ZMB|4BPWR|5ASPD|6RMIN|7AART|8aVULN|9RCR
635	63613 11316	   	155.18	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3CDMG|4TLV|5DUST|69AART|7aVULN|8ERES
636	63133 12231	   	155.17	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|39DUR|49VULN|5LIT|6TLV|7DMSP|89ZMB|9BPWR|aAART
637	63133 14231	   	155.17	ACR|2VULN|1AART|2ZMB|2DUR	17BELT|2RCR|39DUR|49VULN|5LIT|6TLV|89ZMB|9BPWR|aAART
638	63133 16231	   	155.17	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|39DUR|49VULN|5LIT|6TLV|7RCVC|89ZMB|9BPWR|aAART
639	31322 63254	   	155.16	DCR|3VULN|2DMG	1LIT|2LHND|3RMIN|49DMG|58aVULN|6RCR|7LSRHEA
640	34326 51212	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	1LIT|2aVULN|3RMIN|48DMG|5RPLT|6ASPD|7RCR|9ZMB
641	63131 23441	   	155.12	ACR|4VULN|1CDMG|1DUR	1BELT|2RCR|3DUR|458aVULN|6LWND|7CDMG|9RPLT
642	63636 33212	   	155.11	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|57LHND|6CGEN|8DMG|9VULN|aAART
643	63632 11312	   	155.11	ACR|2AART|1VULN|2CDMG|1ZMB	1BELT|2RCR|3aCDMG|4ZMB|5FEWX|69AART|7VULN|8ERES
644	63632 12512	   	155.11	ACR|2AART|1VULN|2CDMG|1ZMB	1BELT|2RCR|3aCDMG|4ZMB|5FEWX|69AART|7ERES|8VULN
645	35224 11312	   	155.10	DCR|3VULN|2DMG|1DUR	15LIT|2DUR|3CGEN|45DMG|5BPWR|67aVULN|8LHND|9RCR
646	62215 12215	   	155.05	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1BELT|29DUST|39VULN|4SELL|5ERES|6DUR|79DMG|8RCR|9BPWR|aCDMG
647	45247 13423	   	155.03	ACR|2VULN|1AART|1CDMG|1ZMB	15LWND|2RCR|3MBVNT|45VULN|5BPWR|6AART|7DMSP|8CDMG|9LHND|aZMB
648	45247 14423	   	155.03	ACR|2VULN|1AART|1CDMG|1ZMB	15LWND|2RCR|3MBVNT|45VULN|5BPWR|6AART|7RCVC|8CDMG|9LHND|aZMB
649	63632 11413	   	155.03	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9MLV|aBEXP
