0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13161 23522	7	 * 	272.42	DCR|3VULN|2DMG|2DUR|2ASPD|1CDMG	1LHND|24aVULN|34DUR|4aBPWR|5ERES|6aDMG|7RCR|8CDMG|9aASPD
495	13162 14523	4	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|24VULN|348DUR|4BPWR|5CDMG|6ASPD|7DMG|9LIT|aRCR
496	13163 14523	4	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|24VULN|348DUR|4BPWR|5ASPD|6CDMG|7DMG|9LIT|aRCR
497	23331 44125	4	 * 	243.29	DCR|3DMG|1VULN|3TLV|2CDMG|1DUR	12aTLV|2aBPWR|3aCDMG|4VULN|5DUR|6RCR|79aDMG|8RCVC
498	36316 41331	9	 * 	243.24	DCR|2VULN|3DMG|2DUR|1AART	1DMSP|2RCVC|3AART|49aDMG|5RPLT|69VULN|79DUR|8RCR|9BPWR
499	36362 41331	9	   	243.24	DCR|2VULN|3DMG|2DUR|1AART	1DMSP|2RCVC|3AART|4RPLT|59aDMG|69VULN|79DUR|8RCR|9BPWR
500	24141 28242	2	   	243.22	DCR|4VULN|2TLV|1CDMG	19TLV|256MLV|3MBVNT|4569VULN|569BPWR|79LHND|8RCR|aCDMG
501	21341 13661	4	   	243.20	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|28CGEN|3DUR|4ZMB|58VULN|6CDMG|78DMG|8BPWR|9RMIN|aRCR
502	21343 13661	5	   	243.20	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|28CGEN|3DUR|4ZMB|58VULN|6CDMG|78DMG|8BPWR|9RMIN|aRCR
503	23313 13326	9	   	243.14	DCR|3VULN|3TLV|2CDMG|2LIT	127TLV|2aBPWR|3aCDMG|4LHND|5aLIT|6RCR|89aVULN
504	25313 13326	9	   	243.14	DCR|3VULN|3TLV|2CDMG|2LIT	127TLV|3aCDMG|4LHND|5aLIT|6RCR|89aVULN|aBPWR
505	33422 36161	9	 * 	243.09	ACR|4VULN|2DUR|1TLV|2LIT	1DMSP|2aLIT|3RCR|468aVULN|5ASPD|7TLV|9aDUR|aBPWR
506	21623 22624	8	   	243.07	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG	18TLV|2CGEN|38LIT|4aVULN|5CDMG|68DUR|7RCR|8BPWR|9RCVC
507	24623 22632	10	   	243.07	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG	18TLV|2MLV|38LIT|4aVULN|5CDMG|68DUR|7RCR|8BPWR|9RPLT
508	22124 33146	1	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2CDMG|3RMIN|4DUR|56VULN|78DMG|9BEXP|aRCR
509	12322 52366	2	   	242.97	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG	1LHND|24DUR|34VULN|4BPWR|5CDMG|68LIT|7RCR|9aTLV
510	21623 22614	8	   	242.97	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG	18TLV|2CGEN|38LIT|4aVULN|5CDMG|68DUR|7RCR|8BPWR|9TBNT
511	13122 52366	3	   	242.97	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG	1LHND|24VULN|34DUR|4BPWR|5CDMG|68LIT|7RCR|9aTLV
512	24241 35333	1	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1TLV|2ASPD|3DMG|45VULN|6aDUR|7LIT|8RCR|9LHND
513	12362 26225	2	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1LHND|26DUR|39VULN|4LIT|5DMG|7ASPD|8TLV|aRCR
514	12522 26225	3	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1LHND|26DUR|3LIT|49VULN|5DMG|7ASPD|8TLV|aRCR
515	13161 23633	9	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1LHND|24VULN|34DUR|4BPWR|5ERES|6DMG|7RCR|8LIT|9TLV|aASPD
516	13161 23633	8	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1LHND|24VULN|34DUR|4BPWR|5ERES|6DMG|7RCR|8LIT|9TLV|aASPD
517	13162 26225	3	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1LHND|29VULN|36DUR|4LIT|5DMG|7ASPD|8TLV|aRCR
518	13163 15531	5	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1LHND|24VULN|34DUR|4BPWR|5LIT|6BBNT|7RCR|8TLV|9ASPD|aDMG
519	13514 35121	9	 * 	242.95	ACR|5VULN|3DMG	19aLHND|2789aVULN|3LIT|4ERES|5RCR|69aDMG|9aBPWR
520	55242 13331	6	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2aTLV|3LHND|4ZMB|5aDUR|6BELT|7DMG|8RCR|9aVULN|aBPWR
521	23331 23336	6	   	242.92	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4589VULN|6LHND|7CGEN|aRCR
522	23331 53336	5	   	242.92	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4589VULN|6LWND|7CGEN|aRCR
523	23341 23336	2	   	242.92	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3LWND|4589VULN|6CDMG|7CGEN|aRCR
524	25331 23336	6	   	242.92	DCR|4VULN|2TLV|1CDMG	12TLV|3CDMG|4589VULN|6LHND|7CGEN|aRCR
525	25331 53336	5	   	242.92	DCR|4VULN|2TLV|1CDMG	12TLV|3CDMG|4589VULN|6LWND|7CGEN|aRCR
526	25341 23336	2	   	242.92	DCR|4VULN|2TLV|1CDMG	12TLV|3LWND|4589VULN|6CDMG|7CGEN|aRCR
527	13163 55221	9	   	242.90	DCR|3VULN|2DUR|1DMG|1AART	1LHND|247VULN|34DUR|4BPWR|5LIT|6RCR|8FEWX|9AART|aDMG
528	13163 55321	9	   	242.90	DCR|3VULN|2DUR|1DMG|1AART	1LHND|247VULN|34DUR|4BPWR|5LIT|6RCR|8BEXP|9AART|aDMG
529	22124 33116	1	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2CDMG|3RMIN|4DUR|56VULN|78DMG|9DUST|aRCR
530	24124 44821	2	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	18TLV|2MLV|3MBVNT|48DUR|5RMIN|6RCR|78VULN|8BPWR|9DMG|aASPD
531	13233 14661	9	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1LHND|26VULN|3ASPD|4FEWX|56TLV|6BPWR|7RCR|8DMG|9aDUR
532	21143 83317	2	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1aTLV|2CGEN|3MBVNT|4aVULN|5BELT|6ASPD|7DMG|8RCR|9aDUR|aBPWR
533	21512 83317	3	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1aTLV|2CGEN|3BELT|4aVULN|5MBVNT|6ASPD|7DMG|8RCR|9aDUR|aBPWR
534	24143 83317	2	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1aTLV|2MLV|3MBVNT|4aVULN|5BELT|6ASPD|7DMG|8RCR|9aDUR|aBPWR
535	33226 13431	8	   	242.82	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG|1SELL	1DMSP|2aLIT|3aVULN|47TLV|5SELL|6RCR|8CDMG|9aDUR|aBPWR
536	33226 13461	9	   	242.82	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG|1SELL	1DMSP|2aLIT|3aVULN|47TLV|5SELL|6RCR|8CDMG|9aDUR|aBPWR
537	23331 26451	5	   	242.82	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4578VULN|6TBNT|9RCR|aBEXP
538	23331 26452	5	   	242.82	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4578VULN|6TBNT|9RCR|aLWND
539	23333 23512	10	   	242.82	DCR|4VULN|3TLV|1CDMG	126TLV|2BPWR|3CDMG|489aVULN|5CGEN|7RCR
540	25333 23512	10	   	242.82	DCR|4VULN|3TLV|1CDMG	126TLV|3CDMG|489aVULN|5CGEN|7RCR
541	13163 42234	9	   	242.81	DCR|2VULN|2DUR|1TLV|1DMG|1SELL	1LHND|24VULN|34DUR|4BPWR|5LIT|6SELL|7RCR|8TLV|9DMG|aASPD
542	13163 31422	9	   	242.77	DCR|2VULN|3DUR|1TLV|2LIT	1LHND|24VULN|347DUR|4BPWR|5aLIT|6ASPD|8RCR|9TLV
543	13163 31452	9	   	242.77	DCR|2VULN|3DUR|1TLV|2LIT	1LHND|24VULN|347DUR|4BPWR|59LIT|6ASPD|8RCR|aTLV
544	13161 23635	10	   	242.73	DCR|2VULN|2TLV|2DUR|1DMG	1LHND|24VULN|34DUR|4BPWR|5ERES|6DMG|7RCR|8LIT|9aTLV
545	21143 83317	1	   	242.73	DCR|2VULN|2TLV|2DUR|1DMG	1aTLV|2ERES|3MBVNT|4aVULN|5BELT|6ASPD|7DMG|8RCR|9aDUR|aBPWR
546	13163 56233	6	   	242.65	DCR|3VULN|3DUR|2ASPD	18LHND|248VULN|34aDUR|48BPWR|5LIT|6RCR|78ASPD|9LEGI
547	13161 23161	8	   	242.62	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|5ERES|69DMG|7RCR|8RMIN|aRPLT
548	13161 23163	8	   	242.62	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|5ERES|69DMG|7RCR|8RMIN|aBEXP
549	13161 23164	8	   	242.62	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|5ERES|69DMG|7RCR|8RMIN|aFEWX
550	32462 21316	7	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|27DMG|3BEXP|467VULN|57DUR|7BPWR|8ZMB|9CGEN|aRCR
551	32462 21336	7	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|27DMG|3BEXP|467VULN|57DUR|7BPWR|8ZMB|9RMIN|aRCR
552	32662 21316	7	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|27DMG|3FEWX|467VULN|57DUR|7BPWR|8ZMB|9CGEN|aRCR
553	32662 21336	7	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|27DMG|3FEWX|467VULN|57DUR|7BPWR|8ZMB|9RMIN|aRCR
554	32461 32251	9	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|29DMG|3BEXP|469VULN|5RCVC|7RPLT|89DUR|9BPWR|aRCR
555	32661 32251	9	   	242.62	DCR|3VULN|2DMG|2DUR	1DMSP|29DMG|3FEWX|469VULN|5RCVC|7RPLT|89DUR|9BPWR|aRCR
556	13161 14133	10	   	242.62	DCR|3VULN|2DMG|2DUR	1LHND|24aVULN|34DUR|4aBPWR|5ERES|6aFEWX|7CGEN|8RCR|9aDMG
557	13161 54133	10	   	242.62	DCR|3VULN|2DMG|2DUR	1LHND|24aVULN|34DUR|4aBPWR|5ERES|6aLWND|7CGEN|8RCR|9aDMG
558	52244 23331	5	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1aASPD|2BELT|3DMG|4aDUR|5LWND|6TLV|7NUKE|8RCR|9aVULN|aBPWR
559	52245 23331	4	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1aASPD|2BELT|3DMG|4aDUR|5LWND|6TLV|7NUKE|8RCR|9aVULN|aBPWR
560	55511 23311	3	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1aASPD|2TLV|3BELT|4aVULN|5NUKE|6LWND|7DMG|8RCR|9aDUR|aBPWR
561	23132 11216	10	   	242.57	DCR|4VULN|2TLV|1CDMG|1NUKE|1SELL	12TLV|2BPWR|3SELL|479aVULN|5NUKE|6CDMG|8RCR
562	25132 11216	10	   	242.57	DCR|4VULN|2TLV|1CDMG|1NUKE|1SELL	12TLV|3SELL|479aVULN|5NUKE|6CDMG|8RCR
563	35173 42448	1	   	242.52	DCR|3VULN|2DMG|2DUR	1DMSP|29DUR|3MBVNT|49DMG|5FEWX|6RCR|7ZMB|89aVULN|9BPWR
564	13161 23162	8	   	242.52	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|5ERES|69DMG|7RCR|8RMIN|aTBNT
565	13161 23165	8	   	242.52	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|5ERES|69DMG|7RCR|8RMIN|aDUST
566	13161 23241	8	   	242.52	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|58ERES|69DMG|7RCR|aFEWX
567	13161 23243	8	   	242.52	DCR|3VULN|2DMG|2DUR	19LHND|249VULN|34DUR|49BPWR|58ERES|69DMG|7RCR|aCGEN
