0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35134 88422	2	 * 	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	1MBVNT|239VULN|39BPWR|4RPLT|5ASPD|69DMG|7RCR|89DUR|aTLV
470	35282 24226	10	   	252.30	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3DUR|46aDMG|5CDMG|7ASPD|8RCR|9aBEXP|aBPWR
471	35282 24234	10	   	252.30	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3DUR|46aDMG|5CDMG|7ASPD|8RCR|9aMLV|aBPWR
472	35216 34284	10	   	252.28	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1MBVNT|29aVULN|3DUR|4aMLV|5ASPD|6RCR|7DMG|8aCDMG|aBPWR
473	23332 34235	9	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUST|2TLV|378VULN|4DMG|5aLIT|6RCR|9DUR
474	23332 34235	8	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUST|2TLV|378VULN|4DMG|5aLIT|6RCR|9DUR
475	23332 36212	9	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUST|2TLV|389VULN|4DMG|57LIT|6RCR|aDUR
476	23534 36212	9	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUST|2TLV|37LIT|4DMG|589VULN|6RCR|aDUR
477	34182 43171	7	   	252.18	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1MBVNT|2LWND|35CDMG|457VULN|5BPWR|6DUR|8ASPD|9RCR|aDMG
478	34182 43471	8	   	252.18	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1MBVNT|2LWND|35CDMG|457VULN|5BPWR|6DUR|8ASPD|9RCR|aDMG
479	34182 47171	6	   	252.18	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1MBVNT|2LWND|35CDMG|457VULN|5BPWR|6DUR|8ASPD|9RCR|aDMG
480	35141 71182	7	 * 	252.16	DCR|4VULN|2CDMG|1DUR	1MBVNT|269aVULN|39CDMG|4DUR|5LIT|7RCR|89CGEN|9BPWR
481	35561 44334	5	   	252.16	DCR|4VULN|1DMG|1DUR	1MBVNT|2457VULN|37FEWX|6RCR|7BPWR|8LIT|9DUR|aDMG
482	32332 81238	4	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1MBVNT|29CGEN|39aVULN|4DMG|5TLV|69DUR|7RCR|8BELT|9BPWR
483	32352 81238	3	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1MBVNT|29CGEN|39aVULN|4DMG|5TLV|69DUR|7RCR|8BELT|9BPWR
484	34182 52284	8	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|29LWND|35CDMG|459VULN|59BPWR|6LHND|7TLV|89DUR|aRCR
485	35131 52632	2	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1MBVNT|237VULN|37BPWR|4RPLT|57DUR|67CGEN|8DMG|9RCR|aTLV
486	35422 72632	2	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1MBVNT|257VULN|3RPLT|47CGEN|67DUR|7BPWR|8DMG|9RCR|aTLV
487	35248 11425	2	   	252.12	DCR|4VULN|2DUR|1CDMG	1MBVNT|249aVULN|39FEWX|5CDMG|6LHND|7RCR|89DUR|9BPWR
488	35248 41425	2	   	252.12	DCR|4VULN|2DUR|1CDMG	1MBVNT|249aVULN|39FEWX|5CDMG|6LWND|7RCR|89DUR|9BPWR
489	35446 11451	8	   	252.12	DCR|4VULN|2DUR|1CDMG	1MBVNT|2469VULN|3BELT|59DUR|7RCR|89ZMB|9BPWR|aCDMG
490	35144 24214	10	   	252.10	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3CDMG|4DUR|569DMG|7ASPD|8RCR
491	35282 24214	10	   	252.10	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3DUR|469DMG|5CDMG|7ASPD|8RCR
492	35842 24214	10	   	252.10	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1MBVNT|2aVULN|369DMG|4DUR|5CDMG|7ASPD|8RCR
493	23332 34116	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|379aVULN|4DMG|5LIT|6RCR|8MLV
494	23332 34211	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aDMSP
495	23332 34212	10	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aRPLT
496	23332 34213	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aLHND
497	23332 34214	10	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aBEXP
498	23332 34215	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aRMIN
499	23332 34215	10	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aLWND
500	23332 34216	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aZMB
501	23332 34241	10	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|378aVULN|4DMG|5LIT|6RCR|9RCVC
502	23534 34211	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3LIT|4DMG|5789VULN|6RCR|aDMSP
503	23534 34212	10	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3LIT|4DMG|5789VULN|6RCR|aRPLT
504	23534 34213	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3LIT|4DMG|5789VULN|6RCR|aLHND
505	23642 33212	9	   	252.06	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3CGEN|4789VULN|5LIT|6RCR|aDMG
506	35446 11174	8	   	252.06	DCR|4VULN|1DMG|1DUR	1MBVNT|2469VULN|3BELT|5DUR|7RCR|8LIT|aDMG
507	32121 82851	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	1MBVNT|27CGEN|37DUR|4NUKE|567VULN|7BPWR|8DMG|9TLV|aRCR
508	32321 82851	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	1MBVNT|27CGEN|357VULN|4NUKE|67DUR|7BPWR|8DMG|9TLV|aRCR
509	43131 13321	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1FEWX|2TLV|37DUR|4DMG|589VULN|6ZMB|aRCR
510	51234 33323	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|27DUR|389VULN|4DMG|5LHND|6TLV|aRCR
511	51236 33323	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|27DUR|389VULN|4DMG|5LWND|6TLV|aRCR
512	51431 33323	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|27DUR|3LHND|4DMG|589VULN|6TLV|aRCR
513	52134 33323	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|289VULN|37DUR|4DMG|5LHND|6TLV|aRCR
514	52136 33323	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|289VULN|37DUR|4DMG|5LWND|6TLV|aRCR
515	54131 33323	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|2LWND|37DUR|4DMG|589VULN|6TLV|aRCR
516	56131 33321	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|2FEWX|37DUR|4DMG|589VULN|6TLV|aRCR
517	35441 62151	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1MBVNT|2469VULN|3BELT|5RMIN|7RCR|89DUR|9BPWR|aCDMG
518	35446 11351	7	   	252.02	DCR|4VULN|2DUR|1CDMG	1MBVNT|2469VULN|3BELT|59DUR|7RCR|8RMIN|9BPWR|aCDMG
519	23322 34214	9	   	251.96	DCR|4VULN|1DMG|1TLV|1NUKE	1DUST|2TLV|3789VULN|4NUKE|5LIT|6RCR|aDMG
520	23322 34256	8	   	251.96	DCR|4VULN|1DMG|1TLV|1NUKE	1DUST|2TLV|378aVULN|4NUKE|5LIT|6RCR|9DMG
521	23332 33764	6	   	251.96	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|389aVULN|4DMG|5LIT|6RCR|7MBVNT
522	23332 34213	10	   	251.96	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3789VULN|4DMG|5LIT|6RCR|aERES
523	23332 34364	8	   	251.96	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|379aVULN|4DMG|5LIT|6RCR|8MBVNT
524	23534 34213	10	   	251.96	DCR|4VULN|1DMG|1TLV	1DUST|2TLV|3LIT|4DMG|5789VULN|6RCR|aERES
525	35141 71282	8	   	251.96	DCR|4VULN|2CDMG|1DUR	1MBVNT|269aVULN|39CDMG|4DUR|5LIT|7RCR|89ERES|9BPWR
526	33321 47427	5	   	251.95	DCR|3VULN|3DMG|1CDMG	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aCDMG
527	33321 82427	7	   	251.95	DCR|3VULN|3DMG|1CDMG	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aCDMG
528	33321 87427	6	   	251.95	DCR|3VULN|3DMG|1CDMG	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aCDMG
529	22131 66221	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|2RMIN|36DUR|4DMG|589VULN|7TLV|aRCR
530	23131 13321	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|2TLV|37DUR|4DMG|589VULN|6ZMB|aRCR
531	23131 65221	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|2TLV|36DUR|4DMG|589VULN|7CGEN|aRCR
532	35122 31382	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|239VULN|39BPWR|4LEGI|5TLV|69DUR|7RCR|89CDMG|aLHND
533	35122 31383	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|239VULN|39BPWR|4LEGI|5TLV|69DUR|7RCR|89CDMG|aLWND
534	35122 31384	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|239VULN|39BPWR|4LEGI|5TLV|69DUR|7RCR|89CDMG|aRPLT
535	35122 31387	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|239VULN|39BPWR|4LEGI|5TLV|69DUR|7RCR|89CDMG|aBEXP
536	35122 31388	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|239VULN|39BPWR|4LEGI|5TLV|69DUR|7RCR|89CDMG|aRCVC
537	35348 11425	3	   	251.92	DCR|4VULN|2DUR|1CDMG	1MBVNT|249aVULN|39DUST|5CDMG|6LHND|7RCR|89DUR|9BPWR
538	35348 41425	3	   	251.92	DCR|4VULN|2DUR|1CDMG	1MBVNT|249aVULN|39DUST|5CDMG|6LWND|7RCR|89DUR|9BPWR
539	35184 82333	9	 * 	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1MBVNT|29VULN|38CDMG|49TLV|5FEWX|6DUR|79DMG|9BPWR|aRCR
540	35282 11333	9	   	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1MBVNT|29VULN|3DUR|49DMG|58CDMG|6FEWX|79TLV|9BPWR|aRCR
541	35282 61233	9	   	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1MBVNT|29VULN|3DUR|49DMG|58CDMG|6LWND|79TLV|9BPWR|aRCR
542	35422 72484	2	   	251.90	DCR|4VULN|3DUR	1MBVNT|2579VULN|3RPLT|47CGEN|679DUR|79BPWR|89LHND|aRCR
543	34283 13182	9	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	1MBVNT|2aLWND|38DUR|49aDMG|5AART|6aVULN|7RCR|aBPWR
544	34283 16172	6	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	1MBVNT|2aLWND|39DUR|47aDMG|5AART|6aVULN|8RCR|aBPWR
545	23121 62221	10	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	1DUST|2TLV|36DUR|4NUKE|589VULN|7DMG|aRCR
546	23131 61221	10	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|2TLV|36DUR|4DMG|589VULN|7ERES|aRCR
547	23131 62221	10	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	1DUST|2TLV|36DUR|4DMG|589VULN|7NUKE|aRCR
548	35122 31386	2	   	251.85	DCR|3VULN|2DUR|2CDMG|1TLV	1MBVNT|239VULN|39BPWR|4LEGI|5TLV|69DUR|7RCR|89CDMG|aBBNT
549	35864 31222	8	 * 	251.83	DCR|2VULN|2ASPD|1DMG|2CDMG|1TLV|1DUR	1MBVNT|29VULN|3DMG|49ASPD|5LWND|6RCR|7DUR|89CDMG|9BPWR|aTLV
550	35183 28332	10	   	251.80	DCR|3VULN|2DUR|2CDMG|1TLV|1SELL	1MBVNT|29aVULN|3aCDMG|4TLV|5MLV|6SELL|7aDUR|8RCR|aBPWR
551	11443 31212	7	   	251.80	DCR|4VULN|3DUR	1RCVC|256BEXP|3468VULN|68BPWR|789DUR|aRCR
552	32331 53515	3	   	251.75	DCR|3VULN|3DMG|1CDMG	1MBVNT|2CGEN|36aVULN|4BBNT|568DMG|6BPWR|7RCR|9CDMG
553	33722 17326	5	   	251.70	DCR|4VULN|3DUR	1MBVNT|29BEXP|3RPLT|49aDUR|5679VULN|8RCR|9BPWR
554	33722 37326	6	   	251.70	DCR|4VULN|3DUR	1MBVNT|29BEXP|3RPLT|49aDUR|5679VULN|8RCR|9BPWR
555	35441 17326	2	   	251.70	DCR|4VULN|3DUR	1MBVNT|2679VULN|3RPLT|49BEXP|59aDUR|8RCR|9BPWR
556	34732 16325	5	   	251.70	DCR|4VULN|3DUR	1MBVNT|29LWND|3RPLT|479DUR|569aVULN|8RCR|9BPWR
557	34732 36325	6	   	251.70	DCR|4VULN|3DUR	1MBVNT|29LWND|3RPLT|479DUR|569aVULN|8RCR|9BPWR
558	35131 16325	2	   	251.70	DCR|4VULN|3DUR	1MBVNT|239aVULN|39BPWR|4RPLT|579DUR|69FEWX|8RCR
559	35224 37325	6	   	251.70	DCR|4VULN|3DUR	1MBVNT|279aVULN|359DUR|49BEXP|6RPLT|8RCR|9BPWR
560	35431 16325	2	   	251.70	DCR|4VULN|3DUR	1MBVNT|269aVULN|3RPLT|49FEWX|579DUR|8RCR|9BPWR
561	35214 86321	4	   	251.60	DCR|4VULN|3DUR	1MBVNT|2579VULN|367DUR|47MLV|7BPWR|8TBNT|aRCR
562	35245 41226	10	   	251.60	DCR|4VULN|3DUR	1MBVNT|289aVULN|35aDUR|4RMIN|6RCR|7RCVC|aBPWR
563	36242 22635	7	   	251.56	DCR|3VULN|2DUR|1DMG|1TLV|2SELL	1MBVNT|26SELL|35aVULN|45DUR|5BPWR|7TLV|8DMG|9RCR
564	23642 33211	10	   	251.53	DCR|5VULN|1TLV	1DUST|2TLV|3CGEN|4789aVULN|5LIT|6RCR
565	35131 22278	2	   	251.50	DCR|4VULN|3DUR	1MBVNT|2379VULN|37BPWR|4RPLT|57aDUR|67ERES|8RCR
566	35131 36325	2	   	251.50	DCR|4VULN|3DUR	1MBVNT|239aVULN|39BPWR|4RPLT|579DUR|69DUST|8RCR
567	35411 16325	2	   	251.50	DCR|4VULN|3DUR	1MBVNT|269aVULN|3RPLT|49DUST|579DUR|8RCR|9BPWR
568	23322 34211	10	   	251.43	DCR|5VULN|1TLV|1NUKE	1DUST|2TLV|3789aVULN|4NUKE|5LIT|6RCR
569	35245 44341	6	   	251.36	DCR|4VULN|3DUR|1SELL	1MBVNT|279aVULN|357DUR|4RMIN|6RCR|7BPWR|8SELL
570	36242 23224	10	   	251.31	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|357aVULN|45aDUR|5aBPWR|8RCR|9aCGEN
571	36242 23266	10	   	251.31	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|357aVULN|45aDUR|5aBPWR|8RCR|9aLHND
572	36382 23224	10	   	251.31	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|35aDUR|457aVULN|5aBPWR|8RCR|9aCGEN
573	36242 28325	7	   	251.31	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|359aVULN|459DUR|59BPWR|79BEXP|8RCR
574	33114 73326	3	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29BEXP|3CDMG|49VULN|5ASPD|6aDUR|79DMG|8RCR|9BPWR
575	33184 73326	4	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29BEXP|3CDMG|49VULN|5ASPD|6aDUR|79DMG|8RCR|9BPWR
576	34114 83326	3	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29LWND|3CDMG|49VULN|5ASPD|6aDUR|79DMG|8RCR|9BPWR
577	34184 83326	4	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29LWND|3CDMG|49VULN|5ASPD|6aDUR|79DMG|8RCR|9BPWR
578	35114 73326	4	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49LHND|5ASPD|6aDUR|79DMG|8RCR|9BPWR
579	35124 73326	3	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49FEWX|5ASPD|6aDUR|79DMG|8RCR|9BPWR
580	35124 73326	4	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49FEWX|5ASPD|6aDUR|79DMG|8RCR|9BPWR
581	35134 73326	3	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49LHND|5ASPD|6aDUR|79DMG|8RCR|9BPWR
582	35144 24226	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3CDMG|4aDUR|56DMG|7ASPD|8RCR|9aBEXP|aBPWR
583	35144 24234	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3CDMG|4aDUR|56DMG|7ASPD|8RCR|9aMLV|aBPWR
584	35144 24266	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3CDMG|4aDUR|56DMG|7ASPD|8RCR|9aLHND|aBPWR
585	35144 24746	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|2aVULN|3CDMG|4aDUR|56DMG|7ASPD|8aLHND|9RCR|aBPWR
586	35842 24226	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|2aVULN|36DMG|4aDUR|5CDMG|7ASPD|8RCR|9aBEXP|aBPWR
587	35842 24234	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|2aVULN|36DMG|4aDUR|5CDMG|7ASPD|8RCR|9aMLV|aBPWR
588	35144 13281	4	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49DUR|5CGEN|6MLV|79DMG|8RCR|9BPWR|aASPD
589	36242 23244	10	   	251.11	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|357aVULN|45aDUR|5aBPWR|8RCR|9aERES
590	36242 24325	7	   	251.11	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|359aVULN|459DUR|59BPWR|79DUST|8RCR
591	36382 23244	10	   	251.11	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|35aDUR|457aVULN|5aBPWR|8RCR|9aERES
592	36382 24325	7	   	251.11	DCR|4VULN|3DUR|2SELL	1MBVNT|26SELL|359DUR|459aVULN|59BPWR|79DUST|8RCR
593	32331 54371	5	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MBVNT|2CGEN|358VULN|4DMG|6TLV|7CDMG|9RCR|aDUR
594	31222 31374	9	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|29LIT|39ASPD|4TLV|5CDMG|69aVULN|7RCR|8RPLT|9BPWR
595	31222 33526	7	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9FEWX|aRCR
596	31222 33526	6	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9FEWX|aRCR
597	31222 33576	6	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9BEXP|aRCR
598	31222 33576	7	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9BEXP|aRCR
599	31222 33586	6	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9LHND|aRCR
600	31222 33586	7	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9LHND|aRCR
601	35242 88334	3	   	250.93	DCR|2VULN|2DMG|2DUR|1TLV	1MBVNT|24VULN|36DUR|5TLV|7RCR|8LIT|9aDMG
602	35726 23231	10	   	250.92	DCR|3VULN|2DMG|2TLV	1MBVNT|279VULN|3RPLT|4RCVC|59TLV|69DMG|8RCR|9BPWR|aLIT
603	31222 33536	6	   	250.87	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9DUST|aRCR
604	31222 33536	7	   	250.87	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	1MBVNT|28LIT|38ASPD|4TLV|5CDMG|678VULN|8BPWR|9DUST|aRCR
605	32141 74254	9	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	1MBVNT|29CGEN|369DUR|4ASPD|58VULN|79DMG|9BPWR|aRCR
606	35144 13628	5	   	250.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1MBVNT|279VULN|3CDMG|4DUR|5DMG|6TLV|8SELL|aRCR
607	35416 11154	8	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1MBVNT|269VULN|3BELT|4RCVC|59DUR|7RCR|89LIT|9BPWR|aDMG
608	35426 11154	8	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1MBVNT|269VULN|34BELT|59DUR|7RCR|89LIT|9BPWR|aDMG
609	51236 52223	1	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	19ZMB|249VULN|3aLIT|5DMG|6TBNT|79DUR|8RCR|9BPWR
610	52236 52223	2	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	19ZMB|249VULN|3aLIT|5DMG|6TBNT|79DUR|8RCR|9BPWR
611	52316 52223	4	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	19ZMB|239VULN|4aLIT|5DMG|6TBNT|79DUR|8RCR|9BPWR
