0	Index      	 *	Score 	Summary	Detail	
1	52115 31352	 * 	204.26	DCR|2VULN|2DMG|2ASPD|1ZMB	1FEWX|29DMG|3CGEN|4LHND|59VULN|6AELBLL|7RCR|89ASPD|9BPWR|aZMB
472	52612 32214	   	175.06	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2DMG|3ASPD|4LHND|5BEXP|6VULN|7RCR|8ZMB|9CDMG|aSPLREG
473	32532 21321	   	175.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB	16AME|2ZMB|3RCVC|4VULN|5MDPS|7RCR|8CDMG|9AART|aASPD
474	32555 21321	   	175.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB	16AME|2ZMB|3RCVC|4MDPS|5VULN|7RCR|8CDMG|9AART|aASPD
475	33531 65211	   	175.05	DCR|1VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AME|2AAC|3RCVC|4VULN|5AART|6CGEN|7RCR|8ZMB|9CDMG|aASPD
476	12532 61253	   	174.99	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB	1MLV|2ZMB|36RCVC|4VULN|5MDPS|7RCR|8AART|9aASPD
477	52323 43623	 * 	174.98	DCR|2DMG|1VULN|2CDMG|1ZMB	1FEWX|25DMG|3AELBLL|49CDMG|6RCR|7ERES|8VULN|aZMB
478	12511 53233	   	174.97	DCR|2DMG|1VULN|1ASPD|1ZMB	17MLV|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8ASPD|9CGEN|aVULN
479	32511 53233	   	174.97	DCR|2DMG|1VULN|1ASPD|1ZMB	17AME|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8ASPD|9CGEN|aVULN
480	52613 32214	   	174.96	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2DMG|3ASPD|4LHND|5DUST|6VULN|7RCR|8ZMB|9CDMG|aSPLREG
481	13635 61321	 * 	174.96	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1AAC	1MLV|2AAC|3FEWX|46DUR|5VULN|7RCR|8CDMG|9AART|aASPD
482	12532 31125	   	174.95	DCR|2VULN|2AART|1MDPS|1ZMB|1SELL	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8SELL|9aAART
483	16215 36443	   	174.89	DCR|3ASPD|1AART|1DMG|1DUR	1MLV|2LWND|3MBVNT|4AART|5DMG|67aASPD|8RCR|9DUR
484	32532 21256	   	174.88	DCR|2AART|1MDPS|1VULN|1ASPD|1ZMB	16AME|2ZMB|3RCVC|4VULN|5MDPS|7RCR|8aAART|9ASPD
485	12511 53263	   	174.87	DCR|2DMG|1VULN|1ASPD|1ZMB	17MLV|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8ASPD|9ERES|aVULN
486	32511 53263	   	174.87	DCR|2DMG|1VULN|1ASPD|1ZMB	17AME|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8ASPD|9ERES|aVULN
487	12325 25263	 * 	174.78	DCR|2VULN|2CDMG|2DUR|2ZMB	1MLV|2aZMB|3CGEN|48CDMG|5aVULN|6RCR|7LHND|9aDUR|aBPWR
488	52611 31334	   	174.68	DCR|3DMG|1VULN|1ASPD	1FEWX|28aDMG|3ASPD|4LHND|5TLV|6CGEN|7RCR|9VULN
489	12325 23263	   	174.68	DCR|2VULN|2CDMG|2DUR|2ZMB	1MLV|2aZMB|3CGEN|48CDMG|5aVULN|6RCR|7DUST|9aDUR|aBPWR
490	52633 31532	   	174.66	3VULN|3DMG|2ASPD|1AART	19FEWX|259DMG|35ASPD|4AART|59BPWR|6LIT|789VULN|aAME
491	35132 13126	   	174.62	DCR|3VULN|1CDMG|1ZMB|1DUR	12AME|25BPWR|35MLV|458VULN|6ZMB|7RCR|9CDMG|aDUR
492	64225 22313	   	174.61	DCR|2VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3LWND|4CDMG|58VULN|6RCR|7CGEN|9DMSP|aZMB
493	64225 22323	   	174.61	DCR|2VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3LWND|4CDMG|58VULN|6RCR|79CGEN|aZMB
494	64225 22332	   	174.61	DCR|2VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3LWND|4CDMG|58VULN|6RCR|7CGEN|9BEXP|aZMB
495	62225 22362	   	174.61	DCR|2VULN|1ASPD|1CDMG|1ZMB	1RCVC|2RMIN|3BEXP|4CDMG|58VULN|6RCR|7CGEN|9ASPD|aZMB
496	52633 31533	   	174.56	3VULN|3DMG|2ASPD|1AART|1MSE	19FEWX|259DMG|35ASPD|4AART|59BPWR|6LIT|789VULN|aMSE
497	64225 23132	   	174.51	DCR|2VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|39LWND|4CDMG|58VULN|6RCR|7DUST|aZMB
498	61225 22362	   	174.51	DCR|2VULN|1ASPD|1NUKE|1CDMG|1ZMB	1RCVC|2NUKE|3BEXP|4CDMG|58VULN|6RCR|7CGEN|9ASPD|aZMB
499	62225 24332	   	174.51	DCR|2VULN|1ASPD|1CDMG|1AAC|1ZMB	1RCVC|2RMIN|3BEXP|4CDMG|58VULN|6RCR|7AAC|9ASPD|aZMB
500	35132 23321	   	174.44	DCR|3VULN|2ASPD|1AAC	129AME|259BPWR|35MLV|459VULN|6AAC|7RCR|89ASPD|aRCVC
501	35332 13126	   	174.42	DCR|3VULN|1CDMG|1ZMB|1DUR	12AME|25BPWR|35ERES|458VULN|6ZMB|7RCR|9CDMG|aDUR
502	13533 56322	   	174.42	DCR|3ASPD|2VULN|1AAC	19MLV|2AAC|3RCVC|47VULN|59CGEN|6RCR|89aASPD|9BPWR
503	33533 56322	   	174.42	DCR|3ASPD|2VULN|1AAC	19AME|2AAC|3RCVC|47VULN|59CGEN|6RCR|89aASPD|9BPWR
504	66132 23112	   	174.41	DCR|3VULN|1AART|1AAC|1SPLREG	1RCVC|2ERES|35MLV|458VULN|5BPWR|6AAC|7RCR|9AART|aSPLREG
505	61225 24332	   	174.41	DCR|2VULN|1ASPD|1NUKE|1CDMG|1AAC|1ZMB	1RCVC|2NUKE|3BEXP|4CDMG|58VULN|6RCR|7AAC|9ASPD|aZMB
506	64225 23112	   	174.41	DCR|2VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3LWND|4CDMG|58VULN|6RCR|79DUST|aZMB
507	52346 31333	   	174.40	DCR|2ASPD|1VULN|1DMG|1ZMB|1DUR	1FEWX|2DMG|3AELBLL|4VULN|5DUR|6CGEN|7RCR|8aASPD|9ZMB
