0	Index      	 *	Score 	Summary	Detail	
1	45263 32331	 * 	186.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1AART|2RMIN|39DMG|4RCR|59VULN|6BEXP|7FEWX|89ASPD|9BPWR|aDUR
506	41213 35324	   	161.43	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|27VULN|3BELT|4ZMB|5BEXP|6RCR|8ERES|9aCDMG
507	41216 36333	   	161.43	DCR|2VULN|1AART|1DMG|1ZMB	1AART|2aVULN|3BELT|4ZMB|5FEWX|6RCR|7ERES|8LEGI|9DMG
508	41142 23411	   	161.41	DCR|2VULN|1AART|1DMG|1ZMB	1AART|23VULN|4ZMB|5LWND|67RCVC|8RCR|9DMG|aCGEN
509	41142 23412	   	161.41	DCR|2VULN|1AART|1DMG|1ZMB	1AART|23VULN|4ZMB|5LWND|67RCVC|8RCR|9DMG|aRPLT
510	13363 26331	   	161.38	DCR|3VULN|1DMG|2CDMG|1DUR	1RCVC|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aFEWX
511	13363 26335	   	161.38	DCR|3VULN|2CDMG|1DMG|1DUR	1RCVC|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aLWND
512	13363 26336	   	161.38	DCR|3VULN|1DMG|2CDMG|1DUR	1RCVC|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aMLV
513	41113 42411	   	161.38	DCR|3VULN|1AART|1DMG	1AART|235VULN|47FEWX|6ERES|8RCR|9DMG|aCGEN
514	41113 42412	   	161.38	DCR|3VULN|1AART|1DMG	1AART|235VULN|47FEWX|6ERES|8RCR|9DMG|aRPLT
515	41132 12411	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|5aCGEN|6MLV|7ERES|8RCR|9DMG
516	41132 12414	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6MLV|7ERES|8RCR|9DMG|aLWND
517	41132 12415	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6MLV|7ERES|8RCR|9DMG|aBEXP
518	41135 12431	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6MLV|7ERES|8RCR|9RMIN|aCGEN
519	41135 12432	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6MLV|7ERES|8RCR|9RMIN|aRPLT
520	41136 12413	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|56MLV|7LWND|8RCR|9DMG|aDUST
521	41136 13413	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|56MLV|7LHND|8RCR|9DMG|aDUST
522	41136 32413	   	161.38	DCR|3VULN|1AART|1DMG	1AART|234VULN|5MLV|67FEWX|8RCR|9DMG|aDUST
523	43123 32424	   	161.38	DCR|3VULN|1AART|2CDMG	1AART|2BEXP|357VULN|4FEWX|6BELT|8RCR|9aCDMG
524	41234 21114	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2VULN|3BELT|4MGNSTR|5DUR|6ZMB|7LWND|8aDMG|9RCR
525	41234 22114	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2VULN|3BELT|4MGNSTR|5DUR|6ZMB|7FEWX|8aDMG|9RCR
526	43213 24143	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4ZMB|57VULN|6RPLT|8DMSP|9RCR|aDMG
527	51153 21112	   	161.37	DCR|3VULN|2DMG|1ZMB	1CGEN|269VULN|3LWND|45DMG|7ZMB|8RCR|aTLV
528	51153 31112	   	161.37	DCR|3VULN|2DMG|1ZMB	1CGEN|279VULN|3LWND|45DMG|6ZMB|8RCR|aTLV
529	12232 61436	   	161.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2DUR|3FEWX|4CDMG|5ZMB|6RCR|7LWND|8aVULN|9AART
530	16522 51113	   	161.33	DCR|3VULN|1DMG|2ASPD|1ZMB	1RCVC|279VULN|3DUST|4aASPD|5DMG|6ZMB|8RCR
531	22353 25153	   	161.33	ACR|3VULN|1DMG|2DUR|1ZMB	1LHND|2CGEN|3RCR|4DMG|5aDUR|689VULN|7ZMB
532	62353 25123	   	161.33	ACR|3VULN|1DMG|2DUR|1ZMB	1FEWX|2CGEN|3RCR|4DMG|5aDUR|689VULN|7ZMB
533	41142 23413	   	161.31	DCR|2VULN|1AART|1DMG|1ZMB	1AART|23VULN|4ZMB|5LWND|67RCVC|8RCR|9DMG|aDUST
534	13363 26332	   	161.28	DCR|3VULN|1DMG|2CDMG|1DUR	1RCVC|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aDLOT
535	41113 42413	   	161.28	DCR|3VULN|1AART|1DMG	1AART|235VULN|47FEWX|6ERES|8RCR|9DMG|aDUST
536	41113 43411	   	161.28	DCR|3VULN|1AART|1DMG	1AART|235VULN|4FEWX|67ERES|8RCR|9DMG|aCGEN
537	41113 43412	   	161.28	DCR|3VULN|1AART|1DMG	1AART|235VULN|4FEWX|67ERES|8RCR|9DMG|aRPLT
538	41132 12416	   	161.28	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6MLV|7ERES|8RCR|9DMG|aTLV
539	41132 52411	   	161.28	DCR|3VULN|1AART|1DMG	1AART|234VULN|5aCGEN|6NUKE|7ERES|8RCR|9DMG
540	41132 52413	   	161.28	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6NUKE|7ERES|8RCR|9DMG|aBEXP
541	41135 12433	   	161.28	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6MLV|7ERES|8RCR|9RMIN|aDUST
542	61324 26321	   	161.27	ACR|4VULN|1DMG|1DUR|1ASPD	1FEWX|2DUR|3689VULN|4LWND|5RCR|7DMG|aASPD
543	41113 43413	   	161.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|4FEWX|67ERES|8RCR|9DMG|aDUST
544	41213 34632	   	161.17	DCR|3VULN|1AART|2ZMB	1AART|29aVULN|3BELT|49ZMB|5BEXP|6RCR|7TLV|89CGEN|9BPWR
545	41213 36632	   	161.17	DCR|3VULN|1AART|2ZMB	1AART|29aVULN|3BELT|49ZMB|5BEXP|6RCR|7ERES|89CGEN|9BPWR
546	46112 31632	   	161.17	DCR|2VULN|1AART|1DMG|1DUR	1AART|2RCVC|3ERES|48VULN|5BELT|6RCR|7LHND|9DMG|aDUR
547	46112 32632	   	161.17	DCR|2VULN|1AART|1DMG|1DUR	1AART|2RCVC|3ERES|48VULN|5BELT|6RCR|7LWND|9DMG|aDUR
548	41131 12114	   	161.07	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|234VULN|5RPLT|6ZMB|7TLV|89ASPD|aRCR
549	42261 32381	 * 	160.93	DCR|3AART|1DMG|2ASPD|1CDMG|2DUR	157AART|26DUR|36ASPD|4MBVNT|6BPWR|8CDMG|9RCR|aDMG
550	32421 81182	   	160.76	DCR|4VULN|1DMG|1ASPD|1DUR	1DMSP|2DUR|3MBVNT|4ASPD|567aVULN|8RCR|9DMG
551	16232 61431	   	160.73	DCR|2VULN|1AART|2CDMG|1ZMB	1RCVC|28VULN|3FEWX|4aCDMG|5ZMB|6RCR|7LWND|9AART
552	16232 63431	   	160.73	DCR|2VULN|1AART|2CDMG|1ZMB	1RCVC|28VULN|3FEWX|4aCDMG|5ZMB|6RCR|7LHND|9AART
553	16332 61431	   	160.73	DCR|2VULN|1AART|2CDMG|1ZMB	1RCVC|28VULN|3LHND|4aCDMG|5ZMB|6RCR|7LWND|9AART
554	13363 33163	   	160.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|3LSRREG|4DUR|5VULN|6ZMB|7RCR|8TLV|9DMG|aAART
555	13363 33543	   	160.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|3LSRREG|4DUR|5VULN|6ZMB|7RCR|8DMG|9TLV|aAART
556	12332 63561	   	160.60	DCR|1AART|1DMG|2CDMG|2ZMB|2DUR	18RCVC|27DUR|3LHND|47CDMG|57ZMB|6RCR|7BPWR|9DMG|aAART
557	42263 13245	 * 	160.57	DCR|2AART|1VULN|2CDMG|2ASPD|2DUR	19AART|27DUR|36ASPD|4MBVNT|56CDMG|6BPWR|8VULN|aRCR
558	33363 33354	   	160.57	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DMSP|28CDMG|3LSRREG|4DUR|59VULN|6ZMB|7RCR|aAART
559	22353 23346	 * 	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2CGEN|3RCR|49DMG|5DUR|6aVULN|7CDMG|8CANHEL
560	13363 33653	   	160.41	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1RCVC|2CDMG|3LSRREG|48DUR|59VULN|6ZMB|7RCR|aDMG
561	42222 25322	   	160.34	DCR|1AART|1DMG|1VULN|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8VULN|9DMSP|aDMG
562	42222 25331	   	160.34	DCR|1AART|1DMG|1VULN|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8VULN|9LWND|aDMG
563	42222 25341	   	160.34	DCR|1AART|1DMG|1VULN|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8VULN|9FEWX|aDMG
564	51333 22365	   	160.33	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|25VULN|3ZMB|4CDMG|6RCVC|7RCR|8aASPD|9DMG
565	36422 11821	   	160.30	DCR|2VULN|2DMG|2ASPD|1DUR	1DMSP|28VULN|3MBVNT|48ASPD|58DMG|6RCVC|7RCR|8BPWR|9LHND|aDUR
566	42142 61332	   	160.25	DCR|3VULN|1AART|2DUR	1AART|24DUR|39aVULN|5DUST|6RCR|7LHND|8RCVC
567	42142 62332	   	160.25	DCR|3VULN|1AART|2DUR	1AART|24DUR|39aVULN|5DUST|6RCR|7FEWX|8RCVC
568	42222 25151	   	160.24	DCR|1AART|1DMG|1VULN|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8DUST|9VULN|aDMG
569	41333 35412	   	160.22	DCR|4VULN|1AART	1AART|278aVULN|3RMIN|4BELT|5BEXP|6RCR|9DUST
570	41122 25253	   	160.20	DCR|3VULN|1AART|1ASPD|1DUR	1AART|239VULN|4LHND|5ASPD|6RCVC|7RCR|8BEXP|aDUR
571	41161 25232	   	160.20	DCR|3VULN|1AART|1DUR|1ASPD	1AART|23aVULN|4ASPD|5DUR|6RCVC|7RCR|8BEXP|9MLV
572	16413 81314	   	160.14	DCR|2VULN|1AART|1DMG|2RCVC|1DUR	14RCVC|27VULN|3MBVNT|5ERES|6RCR|8AART|9DMG|aDUR
573	42166 11312	   	160.12	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3VULN|4LIT|5RCR|6FEWX|7RMIN|8aDMG|9ASPD
574	42133 61325	   	160.09	DCR|3VULN|1AART|1ASPD|1DUR	1AART|2DUR|35aVULN|4BEXP|6RCR|7LHND|8ASPD|9CGEN
575	42123 63214	   	160.09	DCR|3VULN|1AART|1ASPD|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9BELT|aASPD
576	42123 63263	   	160.09	DCR|3VULN|1AART|1ASPD|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9BEXP|aASPD
577	41135 31343	   	160.06	DCR|3VULN|2DMG|1AART|1ASPD|1MSE	1AART|234VULN|5aDMG|6MSE|7ASPD|8RPLT|9RCR
578	41113 24242	   	160.06	DCR|4VULN|1AART|1DUR	1AART|2357VULN|4FEWX|6BEXP|8BELT|9RCR|aDUR
579	41141 25213	   	160.06	DCR|2AART|2VULN|1ZMB|1DUR	1aAART|23VULN|4ZMB|5DUR|6RCVC|7RCR|89BEXP
580	12332 63622	   	160.03	DCR|1AART|2CDMG|1VULN|2ZMB|2DUR	1RCVC|27DUR|3LHND|47CDMG|57ZMB|6RCR|7BPWR|8AART|9LIT|aVULN
581	12332 63631	   	160.03	DCR|1AART|2CDMG|1VULN|2ZMB|2DUR	1RCVC|27DUR|3LHND|47CDMG|57ZMB|6RCR|7BPWR|8AART|9BELT|aVULN
582	12332 63635	   	160.03	DCR|1AART|1DMG|2CDMG|2ZMB|2DUR	1RCVC|27DUR|3LHND|47CDMG|57ZMB|6RCR|7BPWR|8AART|9BELT|aDMG
583	12332 63663	   	160.03	DCR|1AART|1DMG|2CDMG|2ZMB|2DUR	1RCVC|27DUR|3LHND|47CDMG|57ZMB|6RCR|7BPWR|8AART|9LWND|aDMG
584	43133 14411	   	160.03	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1aAART|2BEXP|3VULN|4BELT|5LWND|6DUR|7RCR|8DMG|9ZMB
585	13313 33366	   	160.01	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1RCVC|28CDMG|3LSRREG|4LEGI|5VULN|6ZMB|7RCR|9DMG|aAART
586	13313 33556	   	160.01	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1RCVC|29CDMG|3LSRREG|4LEGI|5VULN|6ZMB|7RCR|8DMG|aAART
587	51336 12123	   	159.96	DCR|1AART|1VULN|1DMG|2CDMG|2ZMB	1CGEN|2VULN|36ZMB|45CDMG|7RCR|8DLOT|9DMG|aAART
588	41214 33242	   	159.95	DCR|2AART|2VULN|1ZMB|1DUR	17AART|2aVULN|3BELT|4ZMB|5DUR|6RCR|89BEXP
589	41214 33421	   	159.95	DCR|2AART|2VULN|1ZMB|1DUR	17AART|28VULN|39BELT|4ZMB|5DUR|6RCR|aBEXP
590	41214 33422	   	159.95	DCR|2AART|2VULN|1ZMB|1DUR	17AART|28VULN|39BELT|4ZMB|5DUR|6RCR|aFEWX
591	41214 33431	   	159.95	DCR|2AART|2VULN|1ZMB|1DUR	17AART|28VULN|3BELT|4ZMB|5DUR|6RCR|9FEWX|aLWND
592	41213 33452	   	159.95	DCR|2AART|2VULN|1ZMB|1DUR	17AART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9CGEN|aDUR
593	41333 32431	   	159.87	DCR|3VULN|1AART|1CDMG	1AART|28aVULN|37RMIN|4BELT|5BEXP|6RCR|9CDMG
594	41333 35231	   	159.87	DCR|3VULN|1AART|1CDMG	1AART|27aVULN|3RMIN|4BELT|58BEXP|6RCR|9CDMG
595	41333 35432	   	159.87	DCR|3VULN|1AART|1CDMG	1AART|278VULN|3RMIN|4BELT|5BEXP|6RCR|9CDMG|aFEWX
596	41336 32431	   	159.87	DCR|3VULN|1AART|1CDMG	1AART|28aVULN|37RMIN|4BELT|5FEWX|6RCR|9CDMG
597	41214 33122	   	159.85	DCR|2AART|2VULN|1ZMB|1DUR	17AART|2aVULN|39BELT|4ZMB|5DUR|6RCR|8DUST
598	41214 33411	   	159.85	DCR|2AART|2VULN|1ZMB|1DUR	17AART|28VULN|3BELT|4ZMB|5DUR|6RCR|9DUST|aLWND
599	41213 35316	   	159.85	DCR|2AART|2VULN|1ZMB|1DUR	1aAART|27VULN|3BELT|4ZMB|5BEXP|6RCR|8ERES|9DUR
600	41636 33332	   	159.85	DCR|2AART|2VULN|1ZMB|1ASPD	17AART|2aVULN|3ASPD|4BELT|5FEWX|6RCR|8TLV|9ZMB
601	64131 32362	 * 	159.83	DCR|3DMG|1VULN|1CDMG|1ZMB	1FEWX|2LWND|3DUST|489DMG|5CDMG|6VULN|7RCR|aZMB
602	41131 51222	   	159.80	DCR|3VULN|2AART|1DUR	17AART|234VULN|5RPLT|6LHND|8RCR|9LIT|aDUR
603	41131 51226	   	159.80	DCR|3VULN|2AART|1ASPD	17AART|234VULN|5RPLT|6LHND|8RCR|9LIT|aASPD
604	43123 32416	   	159.80	DCR|3VULN|2AART|1DUR	1aAART|2BEXP|357VULN|4FEWX|6BELT|8RCR|9DUR
605	12428 81111	   	159.77	DCR|3DMG|1VULN|2ASPD|1DUR	1RCVC|2DUR|3MBVNT|46ASPD|56aDMG|6BPWR|7RCR|8RMIN|9VULN
606	12428 81411	   	159.77	DCR|3DMG|1VULN|2ASPD|1DUR	1RCVC|2DUR|3MBVNT|46ASPD|56aDMG|6BPWR|7RCR|8CGEN|9VULN
607	41333 35132	   	159.77	DCR|3VULN|1AART|1CDMG	1AART|27aVULN|3RMIN|4BELT|5BEXP|6RCR|8DUST|9CDMG
608	41333 35433	   	159.77	DCR|3VULN|1AART|1CDMG	1AART|278VULN|3RMIN|4BELT|5BEXP|6RCR|9CDMG|aNUKE
609	41336 35132	   	159.77	DCR|3VULN|1AART|1CDMG	1AART|27aVULN|3RMIN|4BELT|5FEWX|6RCR|8DUST|9CDMG
610	43212 62531	   	159.75	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1AART|29BEXP|39ASPD|4ZMB|5DUST|6RMIN|7RCR|89VULN|9BPWR|aDUR
611	41123 15611	   	159.75	DCR|3VULN|1AART|2DUR|1ZMB	1AART|238VULN|4LHND|58DUR|678DUST|8BPWR|9ZMB|aRCR
612	41214 33112	   	159.75	DCR|2AART|2VULN|1ZMB|1DUR	17AART|2aVULN|3BELT|4ZMB|5DUR|6RCR|89DUST
613	41214 33342	   	159.75	DCR|2AART|2VULN|1ZMB|1DUR	17AART|2aVULN|3BELT|4ZMB|5DUR|6RCR|8TLV|9ERES
614	61324 26223	   	159.73	ACR|3VULN|2DMG|1DUR	1FEWX|2DUR|369VULN|4LWND|5RCR|7aDMG|8RCVC
615	51153 21131	   	159.69	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1CGEN|26VULN|3LWND|45DMG|7ZMB|8RCR|9ASPD|aDUR
616	51153 31131	   	159.69	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1CGEN|27VULN|3LWND|45DMG|6ZMB|8RCR|9ASPD|aDUR
617	12438 32248	 * 	159.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1RCVC|2DUR|3MBVNT|4CDMG|5VULN|6FLTHEA|7DUST|8AART|9RCR|aDMG
618	16434 32248	   	159.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1RCVC|2VULN|3MBVNT|4CDMG|5DUR|6FLTHEA|7DUST|8AART|9RCR|aDMG
619	36422 11153	   	159.68	DCR|2VULN|2DMG|3ASPD	1DMSP|29VULN|3MBVNT|49aASPD|59DMG|6RCVC|7RCR|8RMIN|9BPWR
620	36422 11833	   	159.68	DCR|2VULN|2DMG|3ASPD	1DMSP|28VULN|3MBVNT|48aASPD|58DMG|6RCVC|7RCR|8BPWR|9RMIN
621	45263 22121	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3DMG|4RCR|58VULN|6RPLT|7aFEWX|9ZMB
622	45263 23121	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3DMG|4RCR|58VULN|6RPLT|7BEXP|9ZMB|aFEWX
623	45263 23332	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3DMG|4RCR|5aVULN|6RPLT|7BEXP|8ZMB|9LWND
624	45261 22223	   	159.65	ACR|2DMG|1AART|1VULN|1ZMB	1AART|2RMIN|38DMG|4RCR|5LHND|6RPLT|7FEWX|9ZMB|aVULN
625	46112 34332	   	159.62	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	18AART|2RCVC|3ERES|4VULN|5BELT|6RCR|7CDMG|9ZMB|aDUR
626	23253 32246	   	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2CDMG|3CGEN|4DUR|5FEWX|68aVULN|7RCR|9AART
627	23313 32246	   	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2CDMG|3DUR|4MLV|5FEWX|68aVULN|7RCR|9AART
628	43123 52431	   	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2BEXP|35aVULN|4FEWX|6CDMG|7DUR|8LWND|9RCR
629	41133 11134	   	159.60	DCR|3VULN|1AART|3DUR|1ASPD	1AART|234VULN|578DUR|6LIT|9ASPD|aRCR
630	41133 12114	   	159.60	DCR|3VULN|1AART|3DUR|1ASPD	1AART|234VULN|589DUR|6LIT|7ASPD|aRCR
631	42143 11234	   	159.60	DCR|3VULN|1AART|3DUR|1ASPD	1AART|247DUR|358VULN|6LIT|9ASPD|aRCR
632	42143 12214	   	159.60	DCR|3VULN|1AART|3DUR|1ASPD	1AART|249DUR|358VULN|6LIT|7ASPD|aRCR
633	45263 22123	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3DMG|4RCR|58VULN|6RPLT|7FEWX|9ZMB|aTLV
634	45263 23123	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3DMG|4RCR|58VULN|6RPLT|7BEXP|9ZMB|aMBVNT
635	45262 22223	   	159.55	ACR|2DMG|1AART|1VULN|1ZMB	1AART|2RMIN|38DMG|4RCR|5DUST|6RPLT|7FEWX|9ZMB|aVULN
636	42232 45222	   	159.53	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1AART|25DUR|35ASPD|4RCVC|5BPWR|6DUST|7RCR|8DMG|9FEWX|aVULN
637	42232 45232	   	159.53	DCR|1AART|1DMG|1VULN|2ASPD|2DUR	1AART|25DUR|35ASPD|4RCVC|5BPWR|6DUST|7RCR|8DMG|9LWND|aVULN
638	23353 32246	   	159.51	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2CDMG|3DUR|4FEWX|5ERES|68aVULN|7RCR|9AART
639	63333 32246	   	159.51	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4LWND|5ERES|68aVULN|7RCR|9AART
640	41112 52431	   	159.51	DCR|3VULN|1AART|1CDMG|1DUR	1AART|23aVULN|4FEWX|5DUST|6CDMG|7DUR|8LWND|9RCR
641	41152 33411	   	159.48	DCR|2AART|2VULN|1DMG	14AART|23VULN|5aCGEN|6BEXP|7RCVC|8RCR|9DMG
642	23622 25335	   	159.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|2aCDMG|3ZMB|4AART|5LWND|6aVULN|7DUR|8aTLV|9RCR|aBPWR
643	41122 25311	   	159.44	DCR|2VULN|1AART|1DMG|1ASPD	1AART|23VULN|4LHND|5ASPD|68RCVC|7RCR|9DMG|aCGEN
644	41122 25312	   	159.44	DCR|2VULN|1AART|1DMG|1ASPD	1AART|23VULN|4LHND|5ASPD|68RCVC|7RCR|9DMG|aRPLT
645	41122 25314	   	159.44	DCR|2VULN|1AART|1DMG|1ASPD	1AART|23VULN|4LHND|5ASPD|68RCVC|7RCR|9DMG|aLWND
646	41122 25315	   	159.44	DCR|2VULN|1AART|1DMG|1ASPD	1AART|23VULN|4LHND|5ASPD|68RCVC|7RCR|9DMG|aBEXP
647	41431 16231	   	159.41	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|28aVULN|3ERES|4BELT|5CDMG|6ASPD|7NUKE|9RCR
648	21341 22361	   	159.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6FEWX|7RCR|9RCVC
649	21341 62361	   	159.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6BEXP|7RCR|9RCVC
650	42266 24123	   	159.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|5DMG|6RPLT|7RCR|8VULN|9CDMG|aRCVC
651	51153 21133	   	159.36	DCR|2VULN|2DMG|2ASPD|1ZMB	1CGEN|26VULN|3LWND|45DMG|7ZMB|8RCR|9aASPD
652	51153 31133	   	159.36	DCR|2VULN|2DMG|2ASPD|1ZMB	1CGEN|27VULN|3LWND|45DMG|6ZMB|8RCR|9aASPD
653	43123 32414	   	159.36	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2BEXP|357VULN|4FEWX|6BELT|8RCR|9DUR|aZMB
654	41122 25313	   	159.34	DCR|2VULN|1AART|1DMG|1ASPD	1AART|23VULN|4LHND|5ASPD|68RCVC|7RCR|9DMG|aDUST
655	51322 21461	   	159.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18CGEN|2VULN|3ZMB|4ASPD|5DMG|6RCVC|7RCR|9CDMG|aAART
656	21341 12361	   	159.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6DUST|7RCR|9RCVC
657	41211 44331	   	159.26	DCR|2AART|2VULN|1CDMG|1ZMB	18AART|2aVULN|3BELT|4ZMB|5CDMG|6ERES|7NUKE|9RCR
658	16442 11832	   	159.24	DCR|3VULN|2DMG|2RCVC	16RCVC|28aVULN|3MBVNT|49RMIN|58DMG|7RCR|8BPWR
659	32232 61343	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DUR|3FEWX|4CDMG|5ZMB|6RCR|7LWND|8DMG|9VULN|aAART
660	32232 65343	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DUR|3FEWX|4CDMG|5ZMB|6RCR|7LHND|8DMG|9VULN|aAART
661	32332 64343	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DUR|3LHND|4CDMG|5ZMB|6RCR|7FEWX|8DMG|9VULN|aAART
662	33363 56333	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	1DMSP|26CDMG|3LSRREG|4DUR|57VULN|8aDMG|9RCR
663	51322 51135	 * 	159.20	DCR|2VULN|2DMG|2ZMB|1ASPD	1aCGEN|2aVULN|36ZMB|4ASPD|5aDMG|7RCR|8RMIN|9RPLT|aBPWR
664	22331 33323	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2CGEN|3RCR|4DUST|5CDMG|69VULN|7LWND|8DMG|aAART
665	56331 33323	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LHND|3RCR|4DUST|5CDMG|69VULN|7LWND|8DMG|aAART
666	11428 81213	   	159.14	DCR|3DMG|1VULN|3ASPD	1RCVC|2LHND|3MBVNT|468ASPD|56aDMG|6BPWR|7RCR|9VULN
667	13442 52122	 * 	159.14	DCR|3DMG|1VULN|2CDMG	1RCVC|26CDMG|39aDMG|4CGEN|5VULN|7RCR|8DLOT
668	22353 21154	   	159.14	ACR|4VULN|1DMG|1DUR	1LHND|2CGEN|3RCR|4DMG|5DUR|689aVULN|7RMIN
669	62353 21124	   	159.14	ACR|4VULN|1DMG|1DUR	1FEWX|2CGEN|3RCR|4DMG|5DUR|689aVULN|7RMIN
670	32532 61343	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DUR|3DUST|4CDMG|5ZMB|6RCR|7LWND|8DMG|9VULN|aAART
671	33213 61343	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2CDMG|3DUST|4ZMB|5DUR|6RCR|7LWND|8DMG|9VULN|aAART
672	33232 61343	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2CDMG|3DUST|4DUR|5ZMB|6RCR|7LWND|8DMG|9VULN|aAART
673	21324 43432	 * 	159.13	ACR|3VULN|2AART|1DUR	1LHND|2DUR|39aVULN|4LWND|5RCR|67AART|8RCVC
674	32421 81153	   	159.11	DCR|4VULN|3ASPD|2DUR	1DMSP|29DUR|3MBVNT|49aASPD|5679VULN|8RCR|9BPWR
