0	Index      	 *	Score 	Summary	Detail	
1	11245 24333	 * 	179.67	DCR|3VULN|2DMG|1AART	14MLV|24DMG|3RPLT|4BPWR|57aVULN|6RCR|8AART|9TLV
486	21323 21554	   	154.15	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|2ZMB|3LIT|48VULN|5CDMG|6TLV|7AART|aRCR
487	32313 62551	   	154.10	DCR|4VULN|2ZMB|2DUR	17LIT|2aDUR|3457VULN|67ZMB|7BPWR|8RCR|9DUST
488	41313 55212	   	154.10	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3LIT|4LHND|5CDMG|6RCR|7DMG|8RCVC|9ERES|aAART
489	34322 11226	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9TLV|aZMB
490	34322 21236	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9MLV|aZMB
491	34322 31226	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9TLV|aZMB
492	34322 31246	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9DUST|aZMB
493	34322 51226	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7AART|9TLV|aZMB
494	41213 42632	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2ZMB|3BEXP|4MLV|5DUR|7DMG|8NUKE|9AART|aRCR
495	32416 32241	   	154.05	DCR|2VULN|1AART|1CDMG|2DUR	13LIT|23DUR|3BPWR|4CDMG|5AART|6RCR|7ERES|89VULN|aLWND
496	32416 32242	   	154.05	DCR|2VULN|1AART|1CDMG|2DUR	13LIT|23DUR|3BPWR|4CDMG|5AART|6RCR|7ERES|89VULN|aLHND
497	32416 32243	   	154.05	DCR|2VULN|1AART|1CDMG|2DUR	13LIT|23DUR|3BPWR|4CDMG|5AART|6RCR|7ERES|89VULN|aBEXP
498	21246 51121	   	154.01	DCR|2VULN|1DMG|1FLTHEA|2DUR|1ZMB	14DUR|2ZMB|3BEXP|59VULN|6MBVNT|7FLTHEA|8RCR|aDMG
499	33222 41411	   	153.99	DCR|1AART|1VULN|2FLTHEA|1CDMG|1ZMB	16LIT|2CGEN|3AART|4DUST|56FLTHEA|6BPWR|7RCR|8VULN|9CDMG|aZMB
500	34212 44348	 * 	153.98	DCR|2VULN|1AART|2CDMG|2ASPD	19LIT|26CDMG|3MBVNT|49VULN|59ASPD|7BELT|8RCR|9BPWR|aAART
501	34322 21223	   	153.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|69TLV|7AART|aZMB
502	33252 41421	 * 	153.96	DCR|2VULN|1AART|2FLTHEA|1DUR	16LIT|2CGEN|3AART|4DUR|56FLTHEA|6BPWR|7RCR|8aVULN|9LWND
503	33252 41431	   	153.96	DCR|2VULN|1AART|2FLTHEA|1DUR	16LIT|2CGEN|3AART|4DUR|56FLTHEA|6BPWR|7RCR|8aVULN|9FEWX
504	34323 53235	   	153.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3aVULN|4ASPD|5LHND|6RCR|7DUR|8AART|9CGEN
505	34332 53235	   	153.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3aVULN|4LHND|5ASPD|6RCR|7DUR|8AART|9CGEN
506	34216 33441	   	153.87	DCR|4VULN|1CDMG|1ZMB	1LIT|2CDMG|3MBVNT|489aVULN|5ZMB|6CGEN|7RCR
507	41321 14316	   	153.83	DCR|2VULN|1AART|1DMG|1ZMB	14VULN|2ZMB|35LIT|6DMG|7RCR|8FEWX|9LWND|aAART
508	41321 14322	   	153.83	DCR|2VULN|1AART|1DMG|1ZMB	14VULN|2ZMB|35LIT|6DMG|7RCR|8FEWX|9LHND|aAART
509	34323 53215	   	153.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3aVULN|4ASPD|5LHND|6RCR|7DUR|8AART|9ERES
510	34332 53215	   	153.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3aVULN|4LHND|5ASPD|6RCR|7DUR|8AART|9ERES
511	34324 21262	   	153.71	DCR|4VULN|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3689VULN|4ASPD|5ZMB|7CGEN|aRCR
512	34232 41272	   	153.65	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4CGEN|5RCR|6ZMB|7AART|89VULN|9BPWR|aBEXP
513	34232 41274	   	153.65	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4CGEN|5RCR|6ZMB|7AART|89VULN|9BPWR|aFEWX
514	34232 41275	   	153.65	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4CGEN|5RCR|6ZMB|7AART|89VULN|9BPWR|aLWND
515	34232 41276	   	153.65	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4aCGEN|5RCR|6ZMB|7AART|89VULN|9BPWR
516	33423 25214	   	153.61	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CGEN|3CDMG|4ASPD|5LWND|689VULN|7AART|aRCR
517	36523 11314	   	153.61	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|2RMIN|3DUR|489VULN|5CDMG|6MLV|7AART|aRCR
518	34323 15214	   	153.61	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|389VULN|4ASPD|5LHND|6MLV|7AART|aRCR
519	34323 35214	   	153.61	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|389VULN|4ASPD|5LHND|6CGEN|7AART|aRCR
520	34332 15214	   	153.61	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|389VULN|4LHND|5ASPD|6MLV|7AART|aRCR
521	34332 35214	   	153.61	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|389VULN|4LHND|5ASPD|6CGEN|7AART|aRCR
522	11245 24123	   	153.59	DCR|2VULN|2DMG|1DUR|1ASPD	14MLV|24DMG|3RPLT|4BPWR|57VULN|6RCR|8LHND|9DUR|aASPD
523	32436 14123	   	153.56	DCR|2VULN|2DMG|3DUR	13aLIT|235DUR|3aBPWR|4MLV|6RMIN|7RCR|8aVULN|9aDMG
524	34282 41272	   	153.55	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4TLV|5RCR|6ZMB|7AART|89VULN|9BPWR|aBEXP
525	34282 41274	   	153.55	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4TLV|5RCR|6ZMB|7AART|89VULN|9BPWR|aFEWX
526	34323 25214	   	153.51	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|389VULN|4ASPD|5LHND|6TLV|7AART|aRCR
527	34332 25214	   	153.51	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|389VULN|4LHND|5ASPD|6TLV|7AART|aRCR
528	41313 51234	   	153.49	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2ZMB|3LIT|4LHND|5CDMG|6RCR|7FEWX|8AART|9CGEN|aDMG
529	11241 51434	   	153.48	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3RPLT|4BPWR|5MBVNT|6LIT|7AART|8VULN|9RCR|aCDMG
530	11245 41134	   	153.48	DCR|2DMG|1AART|1VULN|1CDMG	14MLV|24DMG|3RPLT|4BPWR|5VULN|6LIT|7AART|8MBVNT|9RCR|aCDMG
531	11245 21314	   	153.46	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ASPD|aLHND
532	11245 23214	   	153.46	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ASPD|aLHND
533	11245 23216	   	153.46	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ASPD|aCGEN
534	11245 23235	   	153.46	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9CGEN|aDUR
535	41313 51214	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3LIT|4LHND|5CDMG|6RCR|7FEWX|8AART|9ERES|aDMG
536	11245 21312	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ASPD|aDUST
537	11245 21313	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ASPD|aVENICY
538	11245 21316	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ASPD|aERES
539	11245 23212	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ASPD|aDUST
540	11245 23213	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ASPD|aBASHEA
541	34218 41345	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|46VULN|5DUST|7AART|8LHND|9RCR|aDMG
542	11245 23333	   	153.26	DCR|2VULN|2DMG|1CDMG	14MLV|24DMG|3RPLT|4BPWR|58VULN|6RCR|7RMIN|9DLOT|aCDMG
543	43621 11143	   	153.23	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2BEXP|3SNIHEL|4RCVC|6DMSP|7ZMB|8AART|9RCR|aDMG
544	16215 21363	   	153.22	DCR|3VULN|1AART|1ZMB	19MLV|2ZMB|34RPLT|59aVULN|6RCR|79CGEN|8AART|9BPWR
545	41321 14222	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	148VULN|2ZMB|35LIT|6DMG|7RCR|9DUR|aMLV
546	41321 14223	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	148VULN|2ZMB|35LIT|6DMG|7RCR|9DUR|aRMIN
547	41321 14224	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	148VULN|2ZMB|35LIT|6DMG|7RCR|9DUR|aBEXP
548	41321 14225	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	148VULN|2ZMB|35LIT|6DMG|7RCR|9DUR|aLHND
549	41321 14236	   	153.22	DCR|3VULN|1DMG|1ZMB|1ASPD	148VULN|2ZMB|35LIT|6DMG|7RCR|9BEXP|aASPD
550	51245 21312	   	153.16	DCR|2DMG|1AART|1VULN|1ASPD	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ASPD|aDUST
551	51245 21313	   	153.16	DCR|2DMG|1AART|1VULN|1ASPD	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ASPD|aVENICY
552	51245 23212	   	153.16	DCR|2DMG|1AART|1VULN|1ASPD	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ASPD|aDUST
553	51245 23213	   	153.16	DCR|2DMG|1AART|1VULN|1ASPD	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ASPD|aBASHEA
554	34214 46634	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|2CDMG|3MBVNT|4aVULN|5MLV|6RCR|79DMG|8BEXP
555	34214 47834	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|2CDMG|3MBVNT|4aVULN|5MLV|6RCR|7BEXP|89DMG
556	34214 46241	   	153.13	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|49aVULN|5MLV|6RCR|7DMG|8RCVC
557	41321 14226	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	148VULN|2ZMB|35LIT|6DMG|7RCR|9DUR|aERES
558	34214 46734	   	153.06	DCR|2VULN|2DMG|1CDMG	1LIT|2CDMG|3MBVNT|4aVULN|5MLV|6RCR|79DMG|8LEGI
559	51245 23333	   	153.06	DCR|2VULN|2DMG|1CDMG	14TLV|24DMG|3RPLT|4BPWR|58VULN|6RCR|7RMIN|9DLOT|aCDMG
560	22313 53263	   	153.05	DCR|2VULN|1AART|1CDMG|2DUR	1aDUR|2CGEN|3aLIT|4LHND|5CDMG|6RCR|7AART|8aVULN|9RPLT|aBPWR
561	33513 53263	   	153.05	DCR|2VULN|1AART|1CDMG|2DUR	1aLIT|2CGEN|3aDUR|4LHND|5CDMG|6RCR|7AART|8aVULN|9RPLT|aBPWR
562	31123 52361	   	153.00	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LIT|2BEXP|3aDMG|4VULN|5MBVNT|6DUR|7ASPD|8AART|9RCR
563	31363 52361	   	153.00	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LIT|2BEXP|3VULN|4aDMG|5MBVNT|6DUR|7ASPD|8AART|9RCR
564	32121 43165	   	153.00	DCR|2VULN|2DMG|2ASPD|1DUR	15aLIT|2DUR|3aDMG|45VULN|5aBPWR|67ERES|8aASPD|9RCR
565	44421 21331	 * 	153.00	DCR|2VULN|2DMG|1FLTHEA|1DUR	16VULN|28FEWX|3DUR|4LWND|5aDMG|7FLTHEA|9RCR
566	41523 11231	   	152.93	DCR|2VULN|2FLTHEA|1DMG|1ZMB|1DUR	18VULN|2ZMB|38LWND|46BEXP|5DUR|78FLTHEA|8BPWR|9RCR|aDMG
567	41542 11231	   	152.93	DCR|2VULN|2FLTHEA|1DMG|1ZMB|1DUR	18VULN|2ZMB|38LWND|4DUR|56BEXP|78FLTHEA|8BPWR|9RCR|aDMG
568	16215 24333	   	152.92	DCR|3VULN|1AART|1ZMB	1MLV|2ZMB|34RPLT|57aVULN|6RCR|8AART|9TLV
569	41123 21331	   	152.92	DCR|3VULN|1AART|1ZMB	15aVULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9FEWX
570	41123 21351	   	152.92	DCR|3VULN|1AART|1ZMB	15aVULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9BEXP
571	41123 21361	   	152.92	DCR|3VULN|1AART|1ZMB	15aVULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9LWND
572	41123 23231	   	152.92	DCR|3VULN|1AART|1ZMB	15aVULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|8AART|9FEWX
573	41123 23251	   	152.92	DCR|3VULN|1AART|1ZMB	15aVULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|8AART|9BEXP
574	41123 23261	   	152.92	DCR|3VULN|1AART|1ZMB	15aVULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|8AART|9LWND
575	35121 52153	   	152.90	DCR|3VULN|2DMG|1ASPD	157LIT|26FEWX|37DMG|457VULN|57BPWR|8LHND|9ASPD|aRCR
576	44411 21331	   	152.90	DCR|2VULN|2DMG|1FLTHEA|1DUR	16VULN|28FEWX|3DUR|4DUST|5aDMG|7FLTHEA|9RCR
577	34333 63351	   	152.88	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2CDMG|3VULN|4LHND|5BEXP|6RPLT|7aDMG|8AART|9RCR
578	11245 23125	   	152.86	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8CGEN|9AART|aDUR
579	13313 53145	   	152.85	DCR|2VULN|1AART|1CDMG|2DUR	1MLV|28DUR|3LIT|4LHND|5CDMG|6RCR|7AART|9aVULN
580	13313 53245	   	152.85	DCR|2VULN|1AART|1CDMG|2DUR	1MLV|29DUR|3LIT|4LHND|5CDMG|6RCR|7AART|8aVULN
581	36523 53233	   	152.85	DCR|2VULN|1AART|1CDMG|2DUR	1LIT|2RMIN|3aDUR|48VULN|5CDMG|6RCR|7AART|9CGEN
582	34214 46481	   	152.83	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|48aVULN|5MLV|6RCR|7DMG|9RCVC
583	41123 24321	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9SNIHEL|aLIT
584	41123 24323	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9SNIHEL|aBELT
585	41123 24331	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9TLV|aBEXP
586	41123 24332	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9TLV|aMLV
587	41123 24334	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9TLV|aLHND
588	41123 24336	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9TLV|aDMSP
589	41123 24344	   	152.82	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9MBVNT|aBEXP
590	32123 52537	 * 	152.78	DCR|2VULN|1AART|1DMG|3DUR	1LIT|267DUR|3DMG|49VULN|5MBVNT|8AART|aRCR
591	21321 52613	 * 	152.75	DCR|3VULN|3ZMB|3DUR	157DUR|289ZMB|3LIT|458VULN|58BPWR|68FEWX|aRCR
592	36523 53223	   	152.74	DCR|2VULN|1AART|1CDMG|2DUR	1LIT|2RMIN|3aDUR|48VULN|5CDMG|6RCR|7AART|9ERES
593	41226 32143	   	152.73	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|34BEXP|6RCVC|7MGNSTR|8AART|9RCR|aDMG
594	41321 13332	   	152.73	DCR|3VULN|1DMG|1CDMG|1ZMB	147VULN|2ZMB|35LIT|6DMG|8MLV|9CDMG|aRCR
595	41123 24324	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9SNIHEL|aLSRHEA
596	41123 24325	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9SNIHEL|aDUST
597	41123 24326	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3aERES|4RPLT|6RCR|8AART|9SNIHEL
598	41123 24342	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9MBVNT|aDUST
599	41123 24343	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9MBVNT|aBASHEA
600	41123 24352	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9LEGI|aDUST
601	41123 24353	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9LEGI|aBASHEA
602	41123 24362	   	152.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8AART|9aDUST
603	11312 32513	   	152.70	DCR|3VULN|2DMG|1DUR	1MLV|26DMG|3DUR|49CGEN|568VULN|6BPWR|7LSRICY|aRCR
604	11312 32666	   	152.70	DCR|3DMG|2VULN|1DUR	1MLV|268DMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|9LIT|aRCR
605	11312 36342	   	152.70	DCR|3DMG|2VULN|1DUR	1MLV|267DMG|3DUR|4CGEN|56VULN|6BPWR|8LHND|9LWND|aRCR
606	11412 36142	   	152.70	DCR|3DMG|2VULN|1DUR	1MLV|267DMG|3CGEN|4LHND|56VULN|6BPWR|8DUR|9LWND|aRCR
607	11324 25361	   	152.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|39DUR|4RPLT|5BELT|67VULN|8RCR|aAART
608	41535 22213	   	152.65	DCR|3VULN|3ZMB|3DUR	168VULN|289ZMB|3LWND|4LIT|578DUR|8BPWR|aRCR
609	11312 35513	   	152.60	DCR|3VULN|2DMG|1DUR	1MLV|26DMG|3DUR|49CGEN|568VULN|6BPWR|7LSRREG|aRCR
610	11432 52163	   	152.60	DCR|3VULN|2DMG|1DUR	1MLV|26DMG|3CGEN|459VULN|7LSRICY|8DUR|aRCR
611	51312 32513	   	152.60	DCR|3VULN|2DMG|1DUR	1TLV|26DMG|3DUR|49CGEN|568VULN|6BPWR|7LSRICY|aRCR
612	51312 36342	   	152.60	DCR|3DMG|2VULN|1DUR	1TLV|267DMG|3DUR|4CGEN|56VULN|6BPWR|8LHND|9LWND|aRCR
613	34322 11165	   	152.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6MLV|7AART|8RPLT|9DMG|aDUR
614	34322 11433	   	152.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6MLV|7AART|8DMG|9CGEN|aDUR
615	34322 31165	   	152.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6CGEN|7AART|8RPLT|9DMG|aDUR
616	34322 51433	   	152.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6RMIN|7AART|8DMG|9CGEN|aDUR
617	64411 44412	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2BELT|3DMG|4MBVNT|5aVULN|6RCR|7DUR|8MLV|9AART
618	34214 46442	   	152.53	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5MLV|6RCR|7DMG|aRCVC
619	51312 35513	   	152.50	DCR|3VULN|2DMG|1DUR	1TLV|26DMG|3DUR|49CGEN|568VULN|6BPWR|7LSRREG|aRCR
620	51312 41152	   	152.50	DCR|3DMG|2VULN|1DUR	17TLV|279DMG|3DUR|4CGEN|57VULN|6LEGI|7BPWR|8BEXP|aRCR
621	51312 41352	   	152.50	DCR|3DMG|2VULN|1DUR	17TLV|279DMG|3DUR|4CGEN|57VULN|6LEGI|7BPWR|8LHND|aRCR
622	34322 21433	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6TLV|7AART|8DMG|9CGEN|aDUR
623	34322 11423	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6MLV|7AART|8DMG|9ERES|aDUR
624	34322 21165	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6TLV|7AART|8RPLT|9DMG|aDUR
625	34322 31423	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6CGEN|7AART|8DMG|9ERES|aDUR
626	34322 51423	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6RMIN|7AART|8DMG|9ERES|aDUR
627	64111 43612	   	152.46	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2BELT|3ASPD|4MBVNT|5aVULN|6RCR|7LEGI|8DMG|9AART
628	21226 51161	   	152.45	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2ZMB|34BEXP|5aVULN|6MBVNT|7FLTHEA|8RCR|9AART
629	41321 61122	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	14VULN|2ZMB|35LIT|6AIRHEL|7CDMG|8RCR|9AART|aDUR
630	23531 21332	   	152.41	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2BEXP|3RPLT|456VULN|7CGEN|8CDMG|9AART|aRCR
631	34322 21423	   	152.38	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6TLV|7AART|8DMG|9ERES|aDUR
632	23534 21125	 * 	152.35	DCR|3VULN|1CDMG|1FLTHEA|2DUR	1aDUR|2BEXP|3RPLT|469VULN|5CDMG|7FLTHEA|8RCR
633	41123 22634	   	152.32	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7aLHND|9AART
634	41123 22636	   	152.32	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7LHND|9AART|aMLV
635	41123 24134	   	152.32	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8aLHND|9AART
636	41123 24136	   	152.32	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8LHND|9AART|aMLV
637	21323 53623	   	152.31	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LIT|4VULN|5CDMG|6RCR|7aAART|8MLV|9DUST
638	31113 53152	   	152.27	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2BEXP|3DMG|4LHND|5ASPD|6RCVC|7RCR|89VULN|aAART
639	23424 12363	 * 	152.27	DCR|3VULN|1AART|3DUR	13aDUR|2aBEXP|4RPLT|5BELT|6AART|78aVULN|9RCR|aBPWR
640	23524 12363	   	152.27	DCR|3VULN|1AART|3DUR	14aDUR|2aBEXP|3RPLT|5BELT|6AART|78aVULN|9RCR|aBPWR
641	11245 25132	   	152.26	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7DUR|8LWND|9CGEN|aAART
642	34322 11412	 * 	152.26	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LIT|2CDMG|3VULN|4aASPD|5RCR|6MLV|7AART|8DMG|9LHND
643	34322 31412	   	152.26	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG	1LIT|2CDMG|3VULN|4aASPD|5RCR|6CGEN|7AART|8DMG|9LHND
644	41123 22632	   	152.22	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7LHND|9AART|aDUST
645	41123 22633	   	152.22	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7LHND|9AART|aBASHEA
646	41123 24132	   	152.22	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8LHND|9AART|aDUST
647	41123 24133	   	152.22	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8LHND|9AART|aBASHEA
648	21323 53413	   	152.21	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LIT|4VULN|5CDMG|6RCR|7aAART|8DUST|9ERES
649	41313 55313	   	152.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3LIT|4LHND|5CDMG|6RCR|7DMG|8BELT|9MBVNT|aAART
