0	Index      	 *	Score 	Summary	Detail	
1	22132 23554	 * 	191.67	ACR|3DMG|1AART|1VULN|2CDMG|1ZMB	18TLV|28aDMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9VULN
486	21521 36252	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	18TLV|29VULN|3AART|4MLV|5CGEN|6RCR|7CDMG|aDMG
487	23562 36222	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2BEXP|3AART|4DMSP|59VULN|6RCR|7CDMG|8ERES|aDMG
488	21531 31541	   	162.86	DCR|3VULN|1AART|1ZMB|1ASPD	1TLV|27aVULN|3AART|4ZMB|5CGEN|6RCR|8ASPD|9LIT
489	22131 46623	   	162.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2DMG|3ZMB|4RCR|5LWND|6RMIN|7CDMG|8aAART|9VULN
490	52222 61253	   	162.81	DCR|2VULN|2DMG|1AART	1RPLT|2BEXP|3LWND|45DMG|6RCR|78VULN|9LIT|aAART
491	22132 23523	   	162.79	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	18aTLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9ASPD
492	23522 36222	   	162.78	DCR|2VULN|1AART|1DMG|1CDMG	14TLV|2BEXP|3AART|59VULN|6RCR|7CDMG|8ERES|aDMG
493	46223 11643	   	162.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3MBVNT|4TLV|5NUKE|679VULN|8DMG|aRCR
494	16321 22354	   	162.68	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|3VULN|49AART|5CDMG|6ERES|7RCR|8RCVC|aDMG
495	21523 31315	   	162.68	DCR|2AART|2VULN|1DMG	1TLV|27VULN|3aAART|4MLV|5DMG|6RCR|8RCVC|9LWND
496	21523 31325	   	162.68	DCR|2AART|2VULN|1DMG	1TLV|27VULN|3aAART|4MLV|5DMG|6RCR|8RCVC|9FEWX
497	21563 31315	   	162.68	DCR|2AART|2VULN|1DMG	1TLV|27VULN|3aAART|4CGEN|5DMG|6RCR|8RCVC|9LWND
498	21563 31325	   	162.68	DCR|2AART|2VULN|1DMG	1TLV|27VULN|3aAART|4CGEN|5DMG|6RCR|8RCVC|9FEWX
499	21324 43362	   	162.66	DCR|3VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1aTLV|238VULN|4DUR|5ZMB|6RCR|7FLTHEA|9CDMG
500	21324 43363	   	162.66	DCR|3VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1TLV|238VULN|4DUR|5ZMB|6RCR|7FLTHEA|9CDMG|aDUST
501	21523 31345	   	162.58	DCR|2AART|2VULN|1DMG	1TLV|27VULN|3aAART|4MLV|5DMG|6RCR|8RCVC|9DUST
502	22131 23124	   	162.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2DMG|3ZMB|4RCR|5LWND|6CDMG|78DUR|9VULN|aAART
503	46233 82231	   	162.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|29AART|3MBVNT|4RCR|5CDMG|6VULN|7RMIN|8BELT|aDMG
504	46233 82314	   	162.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|29AART|3MBVNT|4RCR|5CDMG|6VULN|7RMIN|8DMG|aRPLT
505	46233 84111	   	162.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|27AART|3MBVNT|4RCR|5CDMG|6VULN|8BELT|9CGEN|aDMG
506	46233 34315	 * 	162.39	ACR|2AART|1DMG|2CDMG|2ASPD|1DUR	17ASPD|29AART|3MBVNT|4RCR|57CDMG|67FEWX|7BPWR|8DUR|aDMG
507	46233 34317	 * 	162.39	ACR|2AART|1VULN|2CDMG|2ASPD|1DUR	17ASPD|29AART|3MBVNT|4RCR|57CDMG|67FEWX|7BPWR|8DUR|aVULN
508	41533 36143	   	162.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2aVULN|3AART|4ZMB|5NUKE|6LWND|7MBVNT|8RCR|9DMG
509	32321 22123	   	162.36	DCR|2AART|2VULN|1CDMG|1ZMB	1LHND|2FEWX|38VULN|4aAART|5CDMG|6ERES|7RCR|9ZMB
510	46233 82312	   	162.29	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|29AART|3MBVNT|4RCR|5CDMG|6VULN|7RMIN|8DMG|aERES
511	46233 44633	   	162.29	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	1ASPD|27AART|3MBVNT|4RCR|5CDMG|6LWND|8LSRHEA|9VULN|aDMG
512	42433 32224	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2DMG|35LWND|4RCR|6MBVNT|7ZMB|8AART|9aVULN
513	21533 51312	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9LWND|aDMSP
514	21533 51314	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9LWND|aBEXP
515	21533 51316	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9LWND|aFEWX
516	21533 51324	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9FEWX|aBEXP
517	21533 51325	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9FEWX|aDMSP
518	21533 51326	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9FEWX|aBELT
519	21533 51361	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9aRPLT
520	21523 31366	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8RCVC|9RPLT|aZMB
521	21531 31364	   	162.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5CGEN|6RCR|8RCVC|9RPLT|aDMG
522	22131 63241	   	162.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2DMG|3ZMB|4RCR|5LWND|6MBVNT|7DUR|8AART|9aVULN
523	42113 11442	   	162.14	DCR|3DMG|1AART|1ZMB|1ASPD	1ASPD|24aDMG|3ZMB|5CGEN|6AART|7RCR|89RCVC
524	21533 51311	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9LWND|aDUST
525	21533 51321	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9FEWX|aDUST
526	21533 51322	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9FEWX|aLEGI
527	21533 51323	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9FEWX|aERES
528	21533 51342	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9DUST|aLHND
529	21533 51343	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9DUST|aMLV
530	21533 51362	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9RPLT|aERES
531	21533 56224	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|29VULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8RCVC|aBEXP
532	23543 51221	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2BEXP|3AART|4ZMB|5DMG|6RCR|79VULN|8RCVC|aDUST
533	23543 51222	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2BEXP|3AART|4ZMB|5DMG|6RCR|79VULN|8RCVC|aLEGI
534	23543 51223	   	162.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2BEXP|3AART|4ZMB|5DMG|6RCR|79VULN|8RCVC|aERES
535	21216 31225	   	162.10	DCR|3VULN|2AART|1ASPD	1TLV|279VULN|3MLV|4ASPD|5aAART|6RCR|8LWND
536	21535 41123	 * 	162.09	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|2VULN|37AART|46ZMB|5CDMG|8DMG|9RPLT|aRCR
537	22134 22211	 * 	162.08	ACR|3ZMB|1AART|1DMG|1VULN|1DUR	1TLV|2DMG|357ZMB|4RCR|6LHND|8AART|9DUR|aVULN
538	22134 52511	   	162.08	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1TLV|2DMG|357ZMB|4RCR|6FEWX|8AART|9DUR|aVULN
539	22134 62511	   	162.08	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1TLV|2DMG|357ZMB|4RCR|6BEXP|8AART|9DUR|aVULN
540	55225 12121	   	162.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|29aLHND|3LWND|49DMG|5CDMG|6ZMB|7RCR|89VULN|9BPWR
541	55225 12122	   	162.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|29LHND|3LWND|49DMG|5CDMG|6ZMB|7RCR|89VULN|9BPWR|aBEXP
542	21533 51341	   	162.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9aDUST
543	21533 56221	   	162.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|29VULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8RCVC|aDUST
544	21533 56222	   	162.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|29VULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8RCVC|aLEGI
545	21533 56223	   	162.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|29VULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8RCVC|aERES
546	21533 56234	   	162.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2aVULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8RCVC|9LEGI
547	21216 31512	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9DUR|aLIT
548	21216 31513	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9DUR|aLWND
549	21216 31526	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9BEXP|aDUR
550	21216 31535	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9LHND|aDUR
551	21336 46221	   	161.99	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1TLV|239VULN|4ZMB|5LWND|6RCR|7SELL|8DMG|aCDMG
552	22134 32511	   	161.98	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1TLV|2DMG|357ZMB|4RCR|6DUST|8AART|9DUR|aVULN
553	55225 12123	   	161.96	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|29LHND|3LWND|49DMG|5CDMG|6ZMB|7RCR|89VULN|9BPWR|aTLV
554	46233 26341	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|69CGEN|7VULN|8DMG|aZMB
555	46232 44641	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5LHND|6BELT|7VULN|8CDMG|9DMG|aZMB
556	46233 21421	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|67CGEN|8ZMB|9DMG|aVULN
557	46233 24421	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6CGEN|7DMSP|8ZMB|9DMG|aVULN
558	46233 47241	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6LWND|7BELT|8VULN|9DMG|aZMB
559	46234 12741	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5FEWX|6VULN|7BELT|8CDMG|9DMG|aZMB
560	46232 11224	   	161.92	ACR|3VULN|2AART|1ASPD	1ASPD|29AART|3MBVNT|4RCR|5LHND|68aVULN|7MLV
561	46238 21224	   	161.92	ACR|3VULN|2AART|1ASPD	1ASPD|29AART|3MBVNT|4RCR|58aVULN|6LHND|7MLV
562	32465 21321	   	161.91	DCR|3DMG|2VULN|1CDMG	138LHND|2FEWX|48aDMG|5LIT|6CDMG|78VULN|8BPWR|9RCR
563	33362 22321	 * 	161.91	DCR|3VULN|2DMG|1CDMG	18LHND|2BEXP|358VULN|4aDMG|6CDMG|78LIT|8BPWR|9RCR
564	33465 21321	   	161.91	DCR|3DMG|2VULN|1CDMG	138LHND|2BEXP|48aDMG|5LIT|6CDMG|78VULN|8BPWR|9RCR
565	35265 21321	   	161.91	DCR|3DMG|2VULN|1CDMG	128LHND|3FEWX|48aDMG|5LIT|6CDMG|78VULN|8BPWR|9RCR
566	21216 31514	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9DUR|aDUST
567	21334 46221	   	161.89	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1TLV|239VULN|4ZMB|5LEGI|6RCR|7SELL|8DMG|aCDMG
568	15321 46233	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2LHND|38aVULN|4AART|5CDMG|6RPLT|7ZMB|9RCR
569	15324 36233	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2LHND|38aVULN|4AART|5RPLT|6CDMG|7ZMB|9RCR
570	31321 46233	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2LWND|38aVULN|4AART|5CDMG|6RPLT|7ZMB|9RCR
571	31324 36233	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2LWND|38aVULN|4AART|5RPLT|6CDMG|7ZMB|9RCR
572	33321 46233	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2BEXP|38aVULN|4AART|5CDMG|6RPLT|7ZMB|9RCR
573	33324 36233	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2BEXP|38aVULN|4AART|5RPLT|6CDMG|7ZMB|9RCR
574	15321 12533	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2LHND|36aVULN|4AART|5CDMG|7ZMB|8RPLT|9RCR
575	31321 12533	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2LWND|36aVULN|4AART|5CDMG|7ZMB|8RPLT|9RCR
576	46231 11121	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7MLV|8FEWX|9DMG
577	46231 12121	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7FEWX|8MLV|9DMG
578	46231 12621	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7FEWX|8CGEN|9DMG
579	46231 16121	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7CGEN|8FEWX|9DMG
580	46231 36221	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5DUR|6LHND|7CGEN|8aVULN|9DMG
581	46231 46221	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6MLV|7LHND|8aVULN|9DMG
582	46231 48221	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6MLV|7LWND|8aVULN|9DMG
583	46232 11621	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5LHND|6aVULN|7MLV|8DUR|9DMG
584	46234 11321	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5FEWX|6aVULN|7MLV|8DUR|9DMG
585	46234 16321	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5FEWX|6aVULN|7CGEN|8DUR|9DMG
586	46236 11321	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5BEXP|6aVULN|7MLV|8DUR|9DMG
587	46238 41321	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aVULN|6BEXP|7MLV|8DUR|9DMG
588	46232 13234	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5LHND|69VULN|7LIT|8DMG|aDUR
589	46238 23234	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|59VULN|6LHND|7LIT|8DMG|aDUR
590	46231 13232	   	161.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5DUR|69VULN|7LIT|8DMG|aERES
591	46231 13233	   	161.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5DUR|69VULN|7LIT|8DMG|aDUST
592	46231 13283	   	161.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7LIT|8DMG|9BASHEA
593	46231 17121	   	161.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7DUST|8MLV|9DMG
594	46231 31221	   	161.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|6LHND|7TLV|8aVULN|9DMG
595	46238 31321	   	161.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aVULN|6DUST|7MLV|8DUR|9DMG
596	46234 12321	   	161.69	ACR|2DMG|1AART|1VULN|2ASPD	1aASPD|2AART|3MBVNT|4RCR|5aFEWX|6VULN|7BELT|8LIT|9aDMG|aBPWR
597	46236 12321	   	161.69	ACR|2DMG|1AART|1VULN|2ASPD	1aASPD|2AART|3MBVNT|4RCR|5aBEXP|6VULN|7BELT|8LIT|9aDMG|aBPWR
