0	Index      	 *	Score 	Summary	Detail	
1	21313 12621	 * 	202.63	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG|2DUR	1RCR|27ASPD|37VULN|4ERES|5CDMG|67DUR|7BPWR|8aAART|9DMG
480	21221 14352	   	174.39	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7VULN|8aDMG|9SELL
481	21221 14355	   	174.39	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7aVULN|8DMG|9SELL
482	25116 14333	   	174.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RCR|2BEXP|3aVULN|4AART|5CGEN|6DUR|7CDMG|8DMG|9SELL
483	21121 62414	   	174.39	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1DUR	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8VULN|9ZMB|aCGEN
484	21121 62415	   	174.39	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8VULN|9ZMB|aRCVC
485	21121 62416	   	174.39	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8VULN|9ZMB|aMLV
486	25134 12322	   	174.39	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2BEXP|389VULN|4ZMB|5TLV|6DMG|7DUR|aCDMG
487	21341 31313	   	174.36	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|38aVULN|4LIT|57AART|6DUR|9BEXP
488	21341 31323	   	174.36	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|38aVULN|4LIT|57AART|6DUR|9LHND
489	21341 31365	   	174.36	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|38aVULN|4LIT|57AART|6DUR|9CGEN
490	23214 23433	   	174.33	ACR|3DMG|2VULN|1CDMG	1RCR|29LIT|3RMIN|47CGEN|589DMG|69VULN|9BPWR|aCDMG
491	23214 31333	   	174.33	ACR|3DMG|2VULN|1CDMG	1RCR|29LIT|36RMIN|4CGEN|579DMG|89VULN|9BPWR|aCDMG
492	23354 23433	   	174.33	ACR|3DMG|2VULN|1CDMG	1RCR|29LIT|37CGEN|4RMIN|589DMG|69VULN|9BPWR|aCDMG
493	23354 31333	   	174.33	ACR|3DMG|2VULN|1CDMG	1RCR|29LIT|3CGEN|46RMIN|579DMG|89VULN|9BPWR|aCDMG
494	35135 31311	   	174.32	DCR|4VULN|1AART|3CDMG	148CDMG|2347VULN|4BPWR|5AART|6DUST|9LWND|aRCR
495	35135 26131	   	174.32	DCR|4VULN|1AART|3CDMG	149CDMG|2349VULN|49BPWR|5AART|6MLV|7ERES|89DUST|aRCR
496	21122 63343	   	174.29	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|2DUR	1RCR|29ASPD|3FEWX|49DUR|5CDMG|6VULN|7AART|89CGEN|9BPWR|aDMG
497	25115 41123	   	174.29	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2BEXP|37aVULN|4AART|5CDMG|6RPLT|8ZMB|9RMIN
498	21121 62413	   	174.29	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8VULN|9ZMB|aNUKE
499	25131 53133	   	174.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|27BEXP|3aVULN|4ZMB|56DUR|8DMG|9AART
500	25153 51133	   	174.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|24BEXP|3aVULN|5ZMB|6DMG|78DUR|9AART
501	21341 31353	   	174.26	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|38aVULN|4LIT|57AART|6DUR|9DUST
502	35543 12223	   	174.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2aVULN|3ZMB|4RPLT|5RCR|6DMG|7AART|8ASPD|9RMIN
503	35135 16131	   	174.22	DCR|4VULN|1AART|3CDMG	149CDMG|2349VULN|49BPWR|5AART|6TLV|7ERES|89DUST|aRCR
504	63243 31253	   	174.21	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1aVULN|2DUST|3aDUR|4RPLT|5DMG|6RCR|7AART|8LIT|9aZMB|aBPWR
505	21363 34363	   	174.14	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|39aVULN|4BEXP|5CANHEL|6LHND|7DMG|8AART
506	24334 31522	   	174.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2VENICY|3aBEXP|4DUR|5AART|6CDMG|7aLHND|8DMG|9aVULN|aBPWR
507	21212 15553	   	174.13	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|37RCVC|4TLV|589VULN|69DMG|9BPWR|aCGEN
508	21212 23553	   	174.13	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|36RCVC|4TLV|579VULN|89DMG|9BPWR|aCGEN
509	21212 23556	   	174.13	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|36RCVC|4TLV|579VULN|89DMG|9BPWR|aBEXP
510	21215 33553	   	174.13	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|35RCVC|4TLV|679VULN|89DMG|9BPWR|aCGEN
511	24226 22242	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|2VENICY|35CGEN|45DMG|5BPWR|69aVULN|7CDMG|8RMIN
512	25115 11326	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2aBEXP|3VULN|4AART|5aCDMG|6CGEN|7DUST|8aDMG|9BELT|aBPWR
513	25115 11341	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29BEXP|3VULN|4AART|59CDMG|6CGEN|7DUST|89DMG|9BPWR|aRCVC
514	25115 11342	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29BEXP|3VULN|4AART|59CDMG|6CGEN|7DUST|89DMG|9BPWR|aFEWX
515	25115 11343	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29BEXP|3VULN|4AART|59CDMG|6CGEN|7DUST|89DMG|9BPWR|aLHND
516	25115 33326	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2aBEXP|3VULN|4AART|5aCDMG|6DUST|7CGEN|8aDMG|9BELT|aBPWR
517	25115 33341	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29BEXP|3VULN|4AART|59CDMG|6DUST|7CGEN|89DMG|9BPWR|aRCVC
518	25115 33342	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29BEXP|3VULN|4AART|59CDMG|6DUST|7CGEN|89DMG|9BPWR|aFEWX
519	25115 33343	   	174.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|29BEXP|3VULN|4AART|59CDMG|6DUST|7CGEN|89DMG|9BPWR|aLHND
520	21221 23433	 * 	174.11	ACR|2DMG|1AART|3ASPD|1VULN	1RCR|289ASPD|3RCVC|4AART|569LHND|79DMG|9BPWR|aVULN
521	21226 33433	   	174.11	ACR|2DMG|1AART|3ASPD|1VULN	1RCR|289ASPD|35RCVC|4AART|69LWND|79DMG|9BPWR|aVULN
522	21226 63433	   	174.11	ACR|2DMG|1AART|3ASPD|1VULN	1RCR|289ASPD|35RCVC|4AART|69LHND|79DMG|9BPWR|aVULN
523	21122 63543	   	174.09	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1RCR|29ASPD|3FEWX|49DUR|5CDMG|6VULN|7AART|89TLV|9BPWR|aDMG
524	21122 63643	   	174.09	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1RCR|29ASPD|3FEWX|49DUR|5CDMG|6VULN|7AART|89ERES|9BPWR|aDMG
525	32111 13623	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2FEWX|34VULN|5RMIN|6AART|7LWND|8RCR|9aDMG
526	32124 13643	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2FEWX|35VULN|4MLV|6AART|7LWND|8RCR|9aDMG
527	33416 22241	   	174.04	DCR|2VULN|2DMG|2CDMG|2DUR|1ASPD	12CDMG|26BPWR|36DMG|46DUR|5RMIN|7ASPD|8RCR|9aVULN
528	25162 22126	   	174.04	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RCR|26BEXP|3VULN|4DUST|56DMG|6BPWR|7AART|89ZMB|aASPD
529	25162 22221	   	174.04	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RCR|26BEXP|3VULN|4DUST|56DMG|6BPWR|7AART|8ASPD|9aZMB
530	21223 24361	 * 	174.04	ACR|2AART|2VULN|2ZMB|2ASPD	1RCR|29ASPD|3RCVC|4aAART|5MLV|69VULN|79ZMB|8RPLT|9BPWR
531	21225 24361	   	174.04	ACR|2AART|2VULN|2ZMB|2ASPD	1RCR|29ASPD|3RCVC|4aAART|5CGEN|69VULN|79ZMB|8RPLT|9BPWR
532	21341 53311	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|39VULN|4aLIT|5AART|6LWND|7DMG|8CDMG
533	21341 53312	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|39VULN|4LIT|5AART|6LWND|7DMG|8CDMG|aFEWX
534	21341 53313	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|39VULN|4LIT|5AART|6LWND|7DMG|8CDMG|aLHND
535	21341 53314	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|39VULN|4LIT|5AART|6LWND|7DMG|8CDMG|aCGEN
536	21341 53315	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|39VULN|4LIT|5AART|6LWND|7DMG|8CDMG|aRCVC
537	21341 53325	   	174.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3VULN|4LIT|5AART|6LWND|7aDMG|8CDMG|9FEWX
538	21212 15551	   	174.03	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|37RCVC|4TLV|589VULN|69DMG|9BPWR|aDUST
539	21212 23551	   	174.03	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|36RCVC|4TLV|579VULN|89DMG|9BPWR|aDUST
540	21214 33553	   	174.03	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|3RCVC|45TLV|679VULN|89DMG|9BPWR|aCGEN
541	21215 33551	   	174.03	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|35RCVC|4TLV|679VULN|89DMG|9BPWR|aDUST
542	16611 35112	 * 	174.00	DCR|2AART|1VULN|2CDMG|1DMG|2ZMB	1RCVC|2aAART|35CDMG|45ZMB|5BPWR|6DMG|7RMIN|8RCR|9VULN
543	25162 62221	   	173.94	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RCR|2BEXP|3VULN|4DUST|56DMG|7AART|8ASPD|9aZMB
544	21341 53316	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|39VULN|4LIT|5AART|6LWND|7DMG|8CDMG|aAIRHEL
545	21341 53336	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3aVULN|4LIT|5AART|6LWND|7DMG|8CDMG|9ERES
546	24334 12121	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2VENICY|3BEXP|4DUR|5AART|6aVULN|7LIT|8DMG|9CDMG
547	24334 12126	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2VENICY|3BEXP|4DUR|5AART|6VULN|7LIT|8aDMG|9CDMG
548	21214 33551	   	173.93	ACR|3VULN|2DMG|2ASPD	1RCR|29ASPD|3RCVC|45TLV|679VULN|89DMG|9BPWR|aDUST
549	21341 32533	   	173.92	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCR|2ASPD|37aVULN|4LIT|5AART|6DUR|8ZMB|9CGEN
550	25115 31333	   	173.91	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2BEXP|39VULN|4AART|57CDMG|6DUST|8FEWX|aDMG
551	24334 32322	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2VENICY|3BEXP|4DUR|5AART|6CDMG|7TLV|89VULN|aDMG
552	31323 65114	   	173.83	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1CDMG|2ERES|36AART|47ZMB|5DMG|8RCR|9VULN|aDUR
553	21343 16242	   	173.82	ACR|3VULN|1AART|2ASPD|2DUR	1RCR|29ASPD|39aVULN|4LIT|5FEWX|69DUR|7AART|8RPLT|9BPWR
554	21126 12143	   	173.80	ACR|2VULN|2AART|2DUR|1ZMB|1ASPD	1RCR|2ASPD|3FEWX|45DUR|6aVULN|79AART|8ZMB
555	21322 52143	   	173.80	ACR|2VULN|2AART|2DUR|1ZMB|1ASPD	1RCR|2ASPD|3aVULN|46DUR|5BEXP|79AART|8ZMB
556	21361 52143	   	173.80	ACR|2VULN|2AART|2DUR|1ZMB|1ASPD	1RCR|2ASPD|3aVULN|4BEXP|56DUR|79AART|8ZMB
557	23152 44213	   	173.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2LIT|3BELT|4ASPD|5CDMG|6AART|7DUR|8DMG|9ZMB|aVULN
558	21543 21313	   	173.76	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58aVULN|67AART|9BEXP
559	21543 21323	   	173.76	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58aVULN|67AART|9LHND
560	16612 25113	   	173.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCVC|2AART|3CDMG|47ZMB|5DMG|6MLV|8RCR|9aVULN
561	21323 52143	   	173.70	ACR|2VULN|2AART|2DUR|1ZMB|1ASPD	1RCR|2ASPD|3aVULN|46DUR|5DUST|79AART|8ZMB
562	24151 12412	   	173.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2VENICY|3LHND|4ASPD|5DUR|6AART|7DMG|8VULN|9ZMB|aCDMG
563	21543 21353	   	173.66	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58aVULN|67AART|9DUST
564	36432 51231	   	173.65	DCR|3VULN|1AART|3CDMG|2DUR	149CDMG|29DUR|3AART|5TLV|6ERES|789VULN|9BPWR|aRCR
565	21221 15158	 * 	173.63	ACR|2VULN|1AART|3CDMG|2ASPD	1RCR|2aASPD|3RCVC|4AART|5LHND|67aCDMG|8aVULN|9MBVNT|aBPWR
566	21313 12445	   	173.63	ACR|2VULN|1AART|3DUR|2ASPD|1CDMG	1RCR|27ASPD|37VULN|48ERES|5CDMG|679DUR|7BPWR|aAART
567	16612 15113	   	173.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCVC|2AART|3CDMG|47ZMB|5DMG|6TLV|8RCR|9aVULN
568	23221 53353	   	173.61	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2aLIT|3RMIN|4aVULN|5AART|6LWND|7DMG|8aCDMG|9RPLT|aBPWR
569	63123 55113	   	173.57	DCR|3VULN|2DMG|1AART	139VULN|29DUST|4ERES|5BEXP|69DMG|7RPLT|8RCR|9BPWR|aAART
570	26231 41134	   	173.54	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1RCR|29LWND|3DUST|49ZMB|5DUR|6LHND|79DMG|8AART|9BPWR|aVULN
571	23633 33511	 * 	173.44	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2LIT|3aFEWX|4TLV|58VULN|6aDMG|7CDMG|9aZMB|aBPWR
572	23653 33511	   	173.44	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2LIT|3aFEWX|4ERES|58VULN|6aDMG|7CDMG|9aZMB|aBPWR
573	21523 63114	   	173.43	ACR|2VULN|1AART|1DMG|3DUR|1ASPD	1RCR|2ASPD|345DUR|6DMG|7LHND|89VULN|aAART
574	21321 14134	   	173.43	ACR|2VULN|1AART|1DMG|3DUR|1ASPD	1RCR|2ASPD|36VULN|459DUR|7LWND|8DMG|aAART
575	21522 14134	   	173.43	ACR|2VULN|1AART|1DMG|3DUR|1ASPD	1RCR|2ASPD|349DUR|56VULN|7LWND|8DMG|aAART
576	25111 15235	   	173.42	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1RCR|29BEXP|3VULN|4AART|59MLV|6aDUR|7ASPD|89DMG|9BPWR
577	66132 15131	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	136VULN|2FEWX|4RCR|5ASPD|7DUR|8DMG|9AART|aRCVC
578	23422 33511	   	173.34	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2LIT|3aERES|48VULN|5LHND|6aDMG|7CDMG|9aZMB|aBPWR
579	23423 33511	   	173.34	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2LIT|3aERES|48VULN|5FEWX|6aDMG|7CDMG|9aZMB|aBPWR
580	23443 33511	   	173.34	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2LIT|3aERES|4BEXP|58VULN|6aDMG|7CDMG|9aZMB|aBPWR
581	25343 33511	   	173.34	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|2BEXP|3aERES|4LIT|58VULN|6aDMG|7CDMG|9aZMB|aBPWR
582	23626 15314	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3FEWX|4MBVNT|5DMG|6AART|7ASPD|8CDMG|9aVULN
583	21543 22533	   	173.32	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCR|2ASPD|3DUR|4LIT|57aVULN|6AART|8ZMB|9CGEN
584	66132 15132	   	173.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	136VULN|2FEWX|4RCR|5ASPD|7DUR|8DMG|9AART|aERES
585	64212 33263	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19VULN|2LWND|34DUR|5ASPD|6CDMG|7DMG|8RCR|aAART
586	24133 12463	   	173.22	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCR|2VENICY|3LHND|4DUR|5ZMB|6AART|7ASPD|89aVULN
587	21313 11165	   	173.09	ACR|2VULN|1DMG|2CDMG|2ASPD|2DUR	1RCR|29ASPD|39VULN|4ERES|57CDMG|69DUR|8RMIN|9BPWR|aDMG
588	35135 61323	   	173.08	DCR|4VULN|1AART|2CDMG	14CDMG|234aVULN|4BPWR|5AART|6RPLT|7DUST|8RCR|9LIT
589	21313 12461	   	172.99	ACR|2VULN|1DMG|2CDMG|2ASPD|2DUR	1RCR|27ASPD|37VULN|48ERES|59CDMG|67DUR|7BPWR|aDMG
590	64132 33521	   	172.97	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	135VULN|2LWND|4DMG|6CDMG|7ASPD|8AART|9VENICY|aRCR
591	21314 16153	   	172.94	ACR|3DMG|1AART|1VULN|1ASPD	1RCR|2ASPD|3VULN|4ERES|5FEWX|689DMG|7RPLT|aAART
592	21361 34232	   	172.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCR|29ASPD|3VULN|49BEXP|5DUR|6MLV|7AART|89DMG|9BPWR|aCGEN
593	21361 34233	   	172.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCR|29ASPD|3VULN|49BEXP|5DUR|6MLV|7AART|89DMG|9BPWR|aLIT
594	21361 34234	   	172.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCR|29ASPD|3VULN|49BEXP|5DUR|6MLV|7AART|89DMG|9BPWR|aLWND
595	21361 34236	   	172.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCR|29ASPD|3VULN|49aBEXP|5DUR|6MLV|7AART|89DMG|9BPWR
596	25634 22111	   	172.93	ACR|2AART|2DMG|1VULN|1ASPD	1RCR|2BEXP|37AART|4DLOT|59DMG|6VULN|8ASPD|aRPLT
597	21361 22123	   	172.92	ACR|2VULN|1AART|2ZMB|2ASPD|2DUR	1RCR|26ASPD|3aVULN|4BEXP|56DUR|6BPWR|7AART|89ZMB
598	21163 12163	   	172.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1RCR|25ASPD|3FEWX|4BEXP|6VULN|7AART|8ZMB|9CDMG|aDMG
599	25153 51333	   	172.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|24BEXP|3aVULN|58ZMB|6DMG|7DUR|9AART
600	21162 63243	   	172.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|48BEXP|5CDMG|6VULN|7AART|9aDMG
601	21162 63323	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4BEXP|5CDMG|6aVULN|7AART|8DMG|9BELT
602	21162 63331	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4BEXP|5CDMG|69VULN|7AART|8DMG|aRCVC
603	21162 63332	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3aFEWX|4BEXP|5CDMG|69VULN|7AART|8DMG
604	21162 63335	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4BEXP|5CDMG|69VULN|7AART|8DMG|aMGNLIT
605	21162 63336	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4aBEXP|5CDMG|69VULN|7AART|8DMG
606	23223 34315	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3RMIN|49VULN|5FEWX|6DMG|7AART|8CDMG|aDUR
607	23243 34315	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3RMIN|4BEXP|59VULN|6DMG|7AART|8CDMG|aDUR
608	23214 22626	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3RMIN|4CGEN|5DMG|6aVULN|7AART|8DUR|9CDMG
609	23214 52326	   	172.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3RMIN|4CGEN|5DMG|6DUR|7AART|8aVULN|9CDMG
610	21313 15621	   	172.83	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3VULN|47ERES|5CDMG|6DUR|8aAART|9DMG
611	25632 22116	   	172.83	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2BEXP|37AART|4DLOT|5ERES|6aVULN|8ASPD|9DMG
612	25634 22113	   	172.83	ACR|2AART|2DMG|1VULN|1ASPD	1RCR|2BEXP|37AART|4DLOT|59DMG|6VULN|8ASPD|aDUST
613	33422 12226	 * 	172.83	DCR|3DMG|2VULN|2CDMG	12CDMG|2BPWR|36aDMG|4RPLT|59VULN|7RCR|8RCVC
614	25634 21122	   	172.81	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1RCR|2BEXP|39AART|4DLOT|5DMG|6VULN|7ZMB|8SELL|aCDMG
615	66136 31133	   	172.80	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	13aVULN|2FEWX|4RCR|5MBVNT|6CDMG|7SELL|8DMG|9AART
616	63132 32651	   	172.76	DCR|4VULN|1DMG|1CDMG|2DUR	135aVULN|2DUST|4DMG|6CDMG|79DUR|8RCR
617	21162 63334	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4BEXP|5CDMG|69VULN|7AART|8DMG|aCANSTR
618	21162 63533	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4BEXP|5CDMG|69VULN|7AART|8TLV|aDMG
619	21162 63633	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3FEWX|4BEXP|5CDMG|69VULN|7AART|8ERES|aDMG
620	23234 22626	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3RMIN|4ERES|5DMG|6aVULN|7AART|8DUR|9CDMG
621	23423 34315	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3ERES|49VULN|5FEWX|6DMG|7AART|8CDMG|aDUR
622	23633 34315	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3FEWX|4TLV|59VULN|6DMG|7AART|8CDMG|aDUR
623	33236 43421	   	172.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|4LSRICY|5AART|6FEWX|7RCR|89VULN|aDMG
624	23421 22236	   	172.72	ACR|3VULN|2AART|2DUR	1RCR|2aLIT|38ERES|47aVULN|59AART|6aDUR|aBPWR
625	35522 32633	   	172.72	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	19CDMG|26VULN|3ZMB|4aDMG|5CGEN|7DUR|8RCR
626	36423 12221	 * 	172.70	DCR|2DMG|1AART|2ASPD|1CDMG|2DUR|1ZMB	1CDMG|26DUR|3AART|46ASPD|5BELT|6BPWR|7aDMG|8ZMB|9RCR
627	21313 12163	   	172.70	ACR|3VULN|3ASPD|3DUR|1CDMG	1RCR|279ASPD|379VULN|4ERES|5CDMG|679DUR|79BPWR|8RMIN|aBEXP
628	21313 12165	   	172.70	ACR|3VULN|3ASPD|3DUR|1CDMG	1RCR|279ASPD|379VULN|4ERES|5CDMG|679DUR|79BPWR|8RMIN|aRCVC
629	21534 11163	 * 	172.70	ACR|3DMG|1VULN|3DUR|2ASPD	1RCR|27ASPD|379DUR|4CGEN|5FEWX|678DMG|7BPWR|aVULN
630	21312 12155	   	172.63	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1RCR|25ASPD|3aVULN|4ERES|6DMG|7AART|8RCVC|9DUR
