0	Index      	 *	Score 	Summary	Detail	
1	33231 31214	 * 	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DMG|aCDMG
475	33213 63211	   	191.06	DCR|2VULN|2DMG|1ASPD|2ZMB	15ZMB|23VULN|4CGEN|69DMG|7RMIN|8RCR|aASPD
476	33111 33218	   	191.01	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|26VULN|3FEWX|4RCVC|5ASPD|7MBVNT|8AART|9RCR|aCDMG
477	34411 47274	   	191.00	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1ZMB|2MBVNT|3DMG|4ERES|5ASPD|6RCR|7aDUR|8AART|9VULN
478	33111 31211	   	190.97	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8RCR|9DMG|aLHND
479	33111 31231	   	190.97	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|267VULN|39FEWX|4RCVC|5ASPD|8RCR|aDMG
480	34464 35331	   	190.96	DCR|2VULN|2DMG|1MDPS|1ASPD|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7MDPS|8RCR|9AME|aASPD
481	34464 35344	   	190.96	DCR|2VULN|2DMG|1MDPS|1ASPD|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7MDPS|8RCR|9ASPD|aRPLT
482	33111 36214	   	190.95	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|26VULN|3FEWX|47RCVC|5ASPD|8RCR|9DMG|aCDMG
483	13133 22545	   	190.93	DCR|3VULN|3DMG	19LHND|259VULN|37ERES|4BEXP|69aDMG|8RCR|9BPWR
484	33251 36112	   	190.88	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|237VULN|4RCVC|5AART|6CGEN|8RCR|9CDMG|aLHND
485	33251 36113	   	190.88	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|237VULN|4RCVC|5AART|6CGEN|8RCR|9CDMG|aRPLT
486	33251 36116	   	190.88	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|237VULN|4RCVC|5AART|6aCGEN|8RCR|9CDMG
487	33111 31213	   	190.87	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8RCR|9DMG|aDUST
488	34464 35311	   	190.86	DCR|2VULN|2DMG|1MDPS|1ASPD|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7MDPS|8RCR|9TLV|aASPD
489	34464 35342	   	190.86	DCR|2VULN|2DMG|1MDPS|1ASPD|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7MDPS|8RCR|9ASPD|aTLV
490	33231 34221	   	190.84	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|236VULN|48LWND|5ASPD|7RCR|9RCVC|aDMG
491	33111 33212	   	190.83	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|26VULN|3FEWX|4RCVC|5ASPD|7MBVNT|8aAART|9RCR
492	31131 62542	   	190.83	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|3SPLREG|489VULN|5DUST|6FEWX|7CDMG|aRCR
493	34462 37421	   	190.78	DCR|2VULN|2DMG|1AART|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|5LIT|6CGEN|7AART|89VULN|aRCR
494	33251 13112	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7TLV|8RCR|9CDMG|aLHND
495	33251 13113	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7TLV|8RCR|9CDMG|aRPLT
496	33251 13115	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7TLV|8RCR|9CDMG|aAELBLL
497	33251 16112	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ERES|8RCR|9CDMG|aLHND
498	33251 16113	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ERES|8RCR|9CDMG|aRPLT
499	33251 16116	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ERES|8RCR|9CDMG|aCGEN
500	33251 36115	   	190.78	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|237VULN|4RCVC|5AART|6CGEN|8RCR|9CDMG|aTLV
501	34467 11112	 * 	190.75	DCR|2AART|2DMG|1ASPD|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|5CGEN|6RCR|7ASPD|8BELT|9aAART
502	34467 13111	 * 	190.75	DCR|2DMG|3ZMB|1AART|2CDMG	147ZMB|2MBVNT|34DMG|4BPWR|5CGEN|6RCR|8aCDMG|9AART
503	34467 13121	 * 	190.75	DCR|2DMG|3ZMB|1VULN|2CDMG	147ZMB|2MBVNT|34DMG|4BPWR|5CGEN|6RCR|89CDMG|aVULN
504	23616 51221	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|257VULN|3ZMB|4RCVC|6ASPD|8AART|9LWND|aRCR
505	33251 11321	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8FEWX|9LWND|aRCR
506	33252 31221	   	190.69	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|237VULN|4RCVC|5DMG|6BEXP|8AART|9LWND|aRCR
507	33252 31341	   	190.69	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|237VULN|4RCVC|5DMG|6BEXP|8FEWX|9AART|aRCR
508	33253 51221	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|237VULN|4RCVC|5BEXP|6ASPD|8AART|9LWND|aRCR
509	33253 51341	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|237VULN|4RCVC|5BEXP|6ASPD|8FEWX|9AART|aRCR
510	33516 51221	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|257VULN|3BEXP|4RCVC|6ASPD|8AART|9LWND|aRCR
511	23611 31221	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|267VULN|3ZMB|4RCVC|5ASPD|8AART|9LWND|aRCR
512	23611 31341	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|267VULN|3ZMB|4RCVC|5ASPD|8FEWX|9AART|aRCR
513	33111 31141	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8BEXP|9AART|aRCR
514	33511 31221	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3BEXP|4RCVC|5ASPD|8AART|9LWND|aRCR
515	33511 31341	   	190.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3BEXP|4RCVC|5ASPD|8FEWX|9AART|aRCR
516	34464 37221	   	190.68	DCR|2VULN|2DMG|1AART|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7ERES|8AART|9LIT|aRCR
517	33251 16115	   	190.68	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ERES|8RCR|9CDMG|aTLV
518	13232 32316	 * 	190.67	DCR|1SPLARM|2VULN|2ASPD|1DMG	1LHND|24VULN|3LIT|5SPLARM|6LWND|7RCR|89ASPD|aDMG
519	31232 56115	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2ZMB	14ZMB|2AART|3MLV|56DMG|7AME|8RCR|9CDMG|aVULN
520	23616 51231	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|257VULN|3ZMB|4RCVC|6ASPD|8AART|9DUST|aRCR
521	33251 11331	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8FEWX|9DUST|aRCR
522	33251 11421	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8DUST|9LWND|aRCR
523	33251 11461	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8DUST|9BEXP|aRCR
524	33252 31231	   	190.59	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|237VULN|4RCVC|5DMG|6BEXP|8AART|9DUST|aRCR
525	33253 51231	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|237VULN|4RCVC|5BEXP|6ASPD|8AART|9DUST|aRCR
526	33516 51231	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|257VULN|3BEXP|4RCVC|6ASPD|8AART|9DUST|aRCR
527	23611 31231	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|267VULN|3ZMB|4RCVC|5ASPD|8AART|9DUST|aRCR
528	33511 31231	   	190.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3BEXP|4RCVC|5ASPD|8AART|9DUST|aRCR
529	33232 51245	   	190.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1ZMB|237VULN|4LWND|5DMSP|6aASPD|8RCR|9DUR
530	33241 51111	   	190.55	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|47DMSP|5AART|6DMG|8RCR|9CDMG|aRCVC
531	33252 44213	   	190.50	DCR|3VULN|2DMG|1ZMB	1ZMB|23aVULN|4RCVC|59DMG|68LWND|7RCR
532	33262 63241	   	190.48	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|237VULN|4AIRARM|5LWND|6DUR|8CDMG|9RCR|aDMG
533	33252 62141	   	190.44	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|56DMG|7FEWX|8BEXP|9AART|aRCR
534	33231 36221	   	190.42	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|236VULN|4LWND|5ASPD|79RCVC|8RCR|aDMG
535	33236 23223	   	190.39	DCR|3VULN|2DMG|2ZMB|1SELL	1aZMB|23aVULN|4LWND|5FEWX|6aDMG|7RCVC|8RCR|9SELL|aBPWR
536	34463 61114	   	190.36	DCR|2DMG|1VULN|1AART|1ASPD|2ZMB|1AAC	14ZMB|2MBVNT|34DMG|4BPWR|5AAC|6ASPD|7VULN|8BELT|9AART|aRCR
537	34464 11114	   	190.36	DCR|2DMG|1VULN|1AART|1ASPD|2ZMB|1AAC	14ZMB|2MBVNT|34DMG|4BPWR|5VULN|6AAC|7ASPD|8BELT|9AART|aRCR
538	12352 62115	   	190.31	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LHND|2ZMB|4RCVC|56DMG|7AART|8RCR|9CDMG|aVULN
539	33233 35336	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4LWND|5RPLT|6CDMG|7FEWX|8RCR|9AART|aDMG
540	33241 51112	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|47DMSP|5AART|6DMG|8RCR|9CDMG|aLHND
541	33241 51113	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|47DMSP|5AART|6DMG|8RCR|9CDMG|aRPLT
542	33241 51115	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|47DMSP|5AART|6DMG|8RCR|9CDMG|aAELBLL
543	33231 45431	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1ZMB|23VULN|4LWND|59ASPD|6AART|7RCR|8RPLT|aLHND
544	33231 45433	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1ZMB|23VULN|4LWND|59ASPD|6AART|7RCR|8RPLT|aFEWX
