0	Index      	 *	Score 	Summary	Detail	
1	63232 43324	 * 	214.41	DCR|4VULN|1ASPD|1DMG|3DUR	128aVULN|38LHND|4DMG|5ASPD|689DUR|7RCR|8BPWR
501	63632 23421	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8DUR|aAME
502	63632 63222	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3DUST|4DMG|5ASPD|6LHND|7RCR|8FEWX|aDUR
503	21161 32452	 * 	187.95	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	1LEGI|27ERES|3DUST|4SELL|57ASPD|67VULN|7BPWR|8CDMG|9RCR|aDMG
504	65133 22532	   	187.89	DCR|3VULN|1ASPD|1DMG|1ZMB	147VULN|2ZMB|3DUST|5BEXP|6ERES|8RCR|9ASPD|aDMG
505	63336 22532	   	187.89	DCR|3VULN|1ASPD|1DMG|1ZMB	123VULN|4FEWX|5ERES|6ZMB|7DUST|8RCR|9ASPD|aDMG
506	61132 43362	   	187.86	DCR|3VULN|1ASPD|1DMG|1NUKE|1DUR	148VULN|2BEXP|3NUKE|5ASPD|6DUR|7RCR|9ERES|aDMG
507	63232 43126	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|aERES
508	63432 33522	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8LEGI|aDUR
509	63632 23326	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9DUR|aERES
510	63632 23522	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8LEGI|aDUR
511	63632 63122	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3DUST|4DMG|5ASPD|6LHND|7RCR|8LEGI|aDUR
512	23164 11312	   	187.83	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1LEGI|2MDPS|3aTLV|4CDMG|5aDMG|6RCR|7BEXP|8ZMB|9aVULN|aBPWR
513	23364 11312	   	187.83	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1LEGI|2MDPS|3aERES|4CDMG|5aDMG|6RCR|7BEXP|8ZMB|9aVULN|aBPWR
514	63232 43213	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|4aDMG|5ASPD|6DUR|7RCR|8FEWX|9LWND
515	63232 43233	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|4aDMG|5ASPD|6DUR|7RCR|8FEWX|9BEXP
516	63232 43251	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|49DMG|5ASPD|6DUR|7RCR|8FEWX|aAME
517	63432 43113	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|4aDMG|5ASPD|6DUR|7RCR|8LHND|9LWND
518	63432 23152	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|49DMG|5ASPD|6FEWX|7RCR|8LHND|aDUR
519	63432 23413	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|4aDMG|5ASPD|6FEWX|7RCR|8DUR|9LWND
520	63332 24222	   	187.80	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|4FEWX|5CGEN|6ZMB|7AART|8ASPD|9LWND|aRCR
521	63342 24222	   	187.80	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|4BEXP|5CGEN|6ZMB|7AART|8ASPD|9LWND|aRCR
522	63351 24222	   	187.80	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|4CGEN|5BEXP|6ZMB|7AART|8ASPD|9LWND|aRCR
523	61115 11611	   	187.78	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	146VULN|245BEXP|3NUKE|4BPWR|7ASPD|8AART|9RCR|aDUR
524	33112 43362	   	187.76	DCR|3VULN|1ASPD|1DMG|1NUKE|1DUR	14DUST|248VULN|3NUKE|4BPWR|5ASPD|6DUR|7RCR|9ERES|aDMG
525	33132 43362	   	187.76	DCR|3VULN|1ASPD|1DMG|1NUKE|1DUR	1DUST|248VULN|3NUKE|5ASPD|6DUR|7RCR|9ERES|aDMG
526	23364 16312	   	187.73	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1LEGI|2MDPS|3aERES|4CDMG|5aDMG|6RCR|7DUST|8ZMB|9aVULN|aBPWR
527	63232 43113	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|4aDMG|5ASPD|6DUR|7RCR|8LEGI|9LWND
528	63232 43133	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|4aDMG|5ASPD|6DUR|7RCR|8LEGI|9BEXP
529	63232 43151	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|49DMG|5ASPD|6DUR|7RCR|8LEGI|aAME
530	63232 43153	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|49DMG|5ASPD|6DUR|7RCR|8LEGI|aCGEN
531	63632 43113	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3DUST|4aDMG|5ASPD|6DUR|7RCR|8LHND|9LWND
532	63632 43133	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3DUST|4aDMG|5ASPD|6DUR|7RCR|8LHND|9BEXP
533	63432 33152	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|49DMG|5ASPD|6DUST|7RCR|8LHND|aDUR
534	63632 23152	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3DUST|49DMG|5ASPD|6FEWX|7RCR|8LHND|aDUR
535	63432 33413	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|4aDMG|5ASPD|6DUST|7RCR|8DUR|9LWND
536	63432 33433	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|4aDMG|5ASPD|6DUST|7RCR|8DUR|9FEWX
537	63632 23413	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3DUST|4aDMG|5ASPD|6FEWX|7RCR|8DUR|9LWND
538	63632 23433	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3DUST|4aDMG|5ASPD|6FEWX|7RCR|8DUR|9BEXP
539	63336 24222	   	187.70	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|4FEWX|5ERES|6ZMB|7AART|8ASPD|9LWND|aRCR
540	61112 63322	   	187.66	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24BEXP|3NUKE|48BPWR|58ASPD|68LHND|7RCR|9aDUR
541	62112 43331	   	187.66	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9BEXP|aAME
542	62112 43334	   	187.66	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9aBEXP
543	62112 43336	   	187.66	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9BEXP|aRPLT
544	52332 45313	   	187.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	17TLV|2AAC|37VULN|4DMG|5ASPD|67DUR|7BPWR|8FEWX|9RCR|aCDMG
545	63432 43212	   	187.62	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3BEXP|4aDMG|5ASPD|6DUR|7RCR|89ERES
546	62132 43331	   	187.56	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9BEXP|aAME
547	62132 43334	   	187.56	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9aBEXP
548	62132 43336	   	187.56	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9BEXP|aRPLT
549	61132 63322	   	187.56	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2BEXP|3NUKE|58ASPD|68LHND|7RCR|8BPWR|9aDUR
550	62112 43361	   	187.56	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9BELT|aTLV
551	65132 63331	   	187.56	DCR|3VULN|2ASPD|2ZMB	148VULN|28ZMB|3DUST|59ASPD|68LHND|7RCR|8BPWR|aLIT
552	65132 63333	   	187.56	DCR|3VULN|2ASPD|2ZMB	148VULN|28ZMB|3DUST|59ASPD|68LHND|7RCR|8BPWR|aDMSP
553	33332 43362	   	187.52	DCR|2VULN|2DMG|1ASPD|1DUR	13DUST|28VULN|4aDMG|5ASPD|6DUR|7RCR|9ERES
554	63632 43212	   	187.52	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3DUST|4aDMG|5ASPD|6DUR|7RCR|89ERES
555	63232 43521	   	187.50	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8ZMB|9SPLREG|aBEXP
556	63232 43522	   	187.50	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	12VULN|3aLHND|4DMG|5ASPD|6DUR|7RCR|8ZMB|9SPLREG
557	33112 31611	   	187.48	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	146DUST|247VULN|3NUKE|4BPWR|5ASPD|8AART|9RCR|aDUR
558	64112 31611	   	187.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	147VULN|2AAC|346DUST|4BPWR|5ASPD|8AART|9RCR|aDUR
559	62132 43361	   	187.46	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9BELT|aTLV
560	65112 31613	 * 	187.44	DCR|2VULN|3ZMB|1AART|1ASPD	17VULN|24aZMB|346DUST|4BPWR|5ASPD|8AART|9RCR
561	63232 43523	   	187.40	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR|1MSE	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8ZMB|9SPLREG|aMSE
562	36332 43153	   	187.32	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|2RCVC|3VULN|49DMG|5ASPD|6DUR|7RCR|8LHND|aCDMG
563	36332 23453	   	187.32	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|2RCVC|3VULN|49DMG|5ASPD|6FEWX|7RCR|8DUR|aCDMG
564	33332 43523	   	187.30	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	13DUST|2aVULN|4DMG|5ASPD|6DUR|7RCR|8ZMB|9SPLREG
565	63152 11115	 * 	187.24	ACR|4VULN|2ASPD|1AART	1278VULN|3MLV|4RCR|5aASPD|6AART|9LWND
566	63152 11134	 * 	187.18	ACR|5VULN|1AART|1ASPD	1278aVULN|3MLV|4RCR|5ASPD|6AART|9ERES
567	63232 23552	   	187.17	DCR|3VULN|1ASPD|1DMG|1ZMB	12aVULN|3LHND|4DMG|5ASPD|6ZMB|7DUST|8RCVC|9RCR
568	61112 63334	   	187.04	DCR|3VULN|3ASPD|1NUKE	148VULN|24BEXP|3NUKE|48BPWR|589ASPD|68LHND|7RCR|aAME
569	63231 33331	 * 	187.03	DCR|3VULN|3DMG|1MDPS	128VULN|3LHND|478DMG|5MDPS|689CGEN|8BPWR|aRCR
570	61112 63333	   	186.94	DCR|3VULN|3ASPD|1NUKE|1SELL	148VULN|24BEXP|3NUKE|48BPWR|589ASPD|68LHND|7RCR|aSELL
571	61132 63334	   	186.94	DCR|3VULN|3ASPD|1NUKE	148VULN|2BEXP|3NUKE|589ASPD|68LHND|7RCR|8BPWR|aAME
572	65132 63322	   	186.89	DCR|3VULN|1ASPD|2DUR|2ZMB	148VULN|28ZMB|3DUST|5ASPD|68LHND|7RCR|8BPWR|9aDUR
573	61132 63333	   	186.84	DCR|3VULN|3ASPD|1NUKE|1SELL	148VULN|2BEXP|3NUKE|589ASPD|68LHND|7RCR|8BPWR|aSELL
574	61112 63341	   	186.81	DCR|3VULN|1MDPS|2ASPD|1NUKE|1AAC	148VULN|24BEXP|3NUKE|48BPWR|58ASPD|68LHND|7RCR|9MDPS|aAAC
575	61132 63341	   	186.71	DCR|3VULN|1MDPS|2ASPD|1NUKE|1AAC	148VULN|2BEXP|3NUKE|58ASPD|68LHND|7RCR|8BPWR|9MDPS|aAAC
576	65522 31331	 * 	186.67	DCR|2VULN|3ZMB|1NUKE|3DUR	18VULN|268ZMB|3LWND|4AME|568DUR|68BPWR|7RCR|9ERES|aNUKE
577	36232 33213	 * 	186.64	DCR|3DMG|2ASPD|1VULN	167DUST|2RCVC|3LHND|478DMG|57ASPD|7BPWR|9VULN|aRCR
578	36332 43341	   	186.57	DCR|2VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1DUST|2RCVC|38VULN|4DMG|5ASPD|6DUR|7RCR|9MDPS|aAAC
579	36232 53253	   	186.55	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2RCVC|3LHND|49DMG|5ASPD|6VULN|7RCR|8FEWX|aAART
580	36332 23153	   	186.55	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2RCVC|3VULN|49DMG|5ASPD|6FEWX|7RCR|8LHND|aAART
581	36332 63253	   	186.55	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2RCVC|3VULN|49DMG|5ASPD|6LHND|7RCR|8FEWX|aAART
582	63232 43212	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8FEWX|9LWND|aCDMG
583	63232 43232	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8FEWX|9BEXP|aCDMG
584	63232 43243	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8FEWX|9AELBLL|aCDMG
585	63232 43633	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|38LHND|4DMG|5ASPD|6DUR|7RCR|9BEXP|aCDMG
586	63432 43112	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|8LHND|9LWND|aCDMG
587	63432 43133	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|39BEXP|4DMG|5ASPD|6DUR|7RCR|8LHND|aCDMG
588	13515 31153	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LHND|26VULN|3LIT|4LWND|5DUR|7RCR|8CDMG|9ASPD|aDMG
589	63432 23412	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8DUR|9LWND|aCDMG
590	63432 23433	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|39BEXP|4DMG|5ASPD|6FEWX|7RCR|8DUR|aCDMG
591	63141 31333	   	186.48	DCR|3VULN|1ASPD|1CDMG|1ZMB	128VULN|38MLV|4ZMB|5BEXP|68LWND|7RCR|8BPWR|9ASPD|aCDMG
592	63141 61333	   	186.48	DCR|3VULN|1ASPD|1CDMG|1ZMB	128VULN|38MLV|4ZMB|5BEXP|68LHND|7RCR|8BPWR|9ASPD|aCDMG
593	36322 11635	   	186.47	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|2RCVC|37VULN|4CGEN|5ASPD|6AART|8SPLREG|9CDMG|aRCR
594	36332 23553	   	186.45	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2RCVC|3VULN|49DMG|5ASPD|6FEWX|7RCR|8LEGI|aAART
595	63232 43112	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|9LWND|aCDMG
596	63232 43132	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|9BEXP|aCDMG
597	63432 43223	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|8ERES|9AME|aCDMG
598	63632 43112	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|8LHND|9LWND|aCDMG
599	63632 43132	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|8LHND|9BEXP|aCDMG
600	41232 43325	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2TLV|3FEWX|4DMG|5ASPD|6DUR|7RCR|89VULN|aCDMG
601	63432 33412	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8DUR|9LWND|aCDMG
602	63432 33432	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8DUR|9FEWX|aCDMG
603	63632 23412	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8DUR|9LWND|aCDMG
604	63632 23432	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8DUR|9BEXP|aCDMG
605	41232 53632	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	1MLV|2TLV|3FEWX|4DMG|59ASPD|6aVULN|7RCR|8ZMB
606	33632 11652	   	186.31	DCR|3VULN|1AART|1ASPD	1DUST|247VULN|3MLV|5ASPD|6AART|8SPLREG|9RCR|aBEXP
607	63122 11652	   	186.31	DCR|3VULN|1AART|1ASPD	127VULN|3MLV|4DUST|5ASPD|6AART|8SPLREG|9RCR|aBEXP
608	32332 43323	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|2LWND|4DMG|5ASPD|6DUR|7RCR|89VULN|aCDMG
609	33332 43123	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|29VULN|4DMG|5ASPD|6DUR|7RCR|8LHND|aCDMG
610	33332 43333	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|28VULN|4DMG|5ASPD|6DUR|7RCR|9FEWX|aCDMG
611	63632 43223	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|8ERES|9AME|aCDMG
612	32332 53423	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|2LWND|4DMG|5ASPD|69VULN|7RCR|8DUR|aCDMG
613	33332 23323	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|28VULN|4DMG|5ASPD|6FEWX|7RCR|9DUR|aCDMG
614	33332 23423	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|29VULN|4DMG|5ASPD|6FEWX|7RCR|8DUR|aCDMG
615	33332 63423	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13DUST|29VULN|4DMG|5ASPD|6LHND|7RCR|8DUR|aCDMG
616	65132 23232	   	186.28	DCR|2VULN|2ASPD|1DMG|1ZMB	14VULN|2ZMB|3DUST|59ASPD|6FEWX|7RCR|8ERES|aDMG
617	32332 53632	   	186.28	DCR|2VULN|2ASPD|1DMG|1ZMB	13DUST|2LWND|4DMG|59ASPD|6aVULN|7RCR|8ZMB
618	33332 63632	   	186.28	DCR|2VULN|2ASPD|1DMG|1ZMB	13DUST|2aVULN|4DMG|59ASPD|6LHND|7RCR|8ZMB
619	65331 21333	   	186.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	168VULN|2ZMB|3CGEN|4BEXP|5FEWX|7RCR|9ASPD|aCDMG
620	63415 22212	   	186.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|3BEXP|4AART|5ASPD|6LHND|7ZMB|8LWND|9CDMG|aRCR
621	33432 11652	   	186.21	DCR|3VULN|1AART|1ASPD	1DUST|247VULN|3ERES|5ASPD|6AART|8SPLREG|9RCR|aLHND
622	33432 11653	   	186.21	DCR|3VULN|1AART|1ASPD	1DUST|247VULN|3ERES|5ASPD|6AART|8SPLREG|9RCR|aCGEN
623	33632 11651	   	186.21	DCR|3VULN|1AART|1ASPD	1DUST|247VULN|3MLV|5ASPD|6AART|8SPLREG|9RCR|aERES
624	33632 11653	   	186.21	DCR|3VULN|1AART|1ASPD|1SELL	1DUST|247VULN|3MLV|5ASPD|6AART|8SPLREG|9RCR|aSELL
625	63122 11651	   	186.21	DCR|3VULN|1AART|1ASPD	127VULN|3MLV|4DUST|5ASPD|6AART|8SPLREG|9RCR|aERES
626	63122 11653	   	186.21	DCR|3VULN|1AART|1ASPD|1SELL	127VULN|3MLV|4DUST|5ASPD|6AART|8SPLREG|9RCR|aSELL
627	26332 43323	   	186.18	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|23DUST|4DMG|5ASPD|6DUR|7RCR|89VULN|aCDMG
628	26332 53323	   	186.18	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|23DUST|4DMG|5ASPD|68VULN|7RCR|9DUR|aCDMG
629	26332 53423	   	186.18	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|23DUST|4DMG|5ASPD|69VULN|7RCR|8DUR|aCDMG
630	26332 53632	   	186.18	DCR|2VULN|2ASPD|1DMG|1ZMB	1LEGI|23DUST|4DMG|59ASPD|6aVULN|7RCR|8ZMB
631	65132 23125	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	149VULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|8LHND|aCDMG
632	65132 23363	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	148VULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|9MLV|aCDMG
633	65133 31333	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	148VULN|2ZMB|3DUST|5BEXP|6CGEN|7RCR|9ASPD|aCDMG
634	63615 22212	   	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|3DUST|4AART|5ASPD|6LHND|7ZMB|8LWND|9CDMG|aRCR
635	65532 12312	   	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	14VULN|2ZMB|3LWND|5ASPD|6AART|7BEXP|8DUST|9CDMG|aRCR
636	33432 11651	   	186.11	DCR|3VULN|1AART|1ASPD	1DUST|247VULN|3aERES|5ASPD|6AART|8SPLREG|9RCR
637	61324 31313	 * 	186.09	DCR|5VULN|1CDMG	15689VULN|2BEXP|38DUST|468LWND|68BPWR|7RCR|aCDMG
638	13112 43333	   	186.08	DCR|2VULN|2ASPD|1NUKE|1CDMG|2DUR	148LHND|24VULN|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9BEXP|aCDMG
639	63141 31332	   	186.07	DCR|4VULN|1ASPD|1ZMB	128aVULN|38MLV|4ZMB|5BEXP|68LWND|7RCR|8BPWR|9ASPD
640	63141 61332	   	186.07	DCR|4VULN|1ASPD|1ZMB	128aVULN|38MLV|4ZMB|5BEXP|68LHND|7RCR|8BPWR|9ASPD
641	33632 25352	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1DUST|24aVULN|3MLV|5ASPD|6ZMB|7CGEN|8DMG|9RCR
642	63122 25352	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	12aVULN|3MLV|4DUST|5ASPD|6ZMB|7CGEN|8DMG|9RCR
643	63232 23652	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	12aVULN|38LHND|4DMG|5ASPD|6ZMB|7DUST|9RCR
644	65132 13352	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	14aVULN|2ZMB|3DUST|5ASPD|6DMSP|7LWND|8DMG|9RCR
645	13432 25252	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|248VULN|3ERES|5ASPD|6ZMB|7LWND|9RCR|aDMG
646	61432 23252	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	148VULN|2BEXP|3ERES|5ASPD|6ZMB|7LHND|9RCR|aDMG
647	63232 33551	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	126VULN|3LHND|4DMG|5ASPD|7LWND|8ZMB|9RCR|aERES
648	63232 33553	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	126VULN|3LHND|4DMG|5ASPD|7LWND|8ZMB|9RCR|aMBVNT
649	13132 43333	   	185.98	DCR|2VULN|2ASPD|1NUKE|1CDMG|2DUR	18LHND|24VULN|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9BEXP|aCDMG
650	62142 43333	   	185.98	DCR|2VULN|2ASPD|1NUKE|1CDMG|2DUR	18VULN|2LHND|3NUKE|4DMSP|58ASPD|68DUR|7RCR|8BPWR|9BEXP|aCDMG
651	33112 34613	 * 	185.89	DCR|2VULN|2ASPD|1AART|1NUKE|1ZMB	146DUST|24VULN|3NUKE|4BPWR|57ASPD|8AART|9RCR|aZMB
652	33332 53552	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	13DUST|26aVULN|4DMG|5ASPD|7LWND|8ZMB|9RCR
653	65132 33352	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	14aVULN|2ZMB|36DUST|5ASPD|7LWND|8DMG|9RCR
654	33432 23252	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DUST|248VULN|3ERES|5ASPD|6ZMB|7LHND|9RCR|aDMG
655	33432 25252	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DUST|248VULN|3ERES|5ASPD|6ZMB|7LWND|9RCR|aDMG
656	63232 32551	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	126VULN|3LHND|4DMG|5ASPD|7DUST|8ZMB|9RCR|aERES
657	63232 32553	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	126VULN|3LHND|4DMG|5ASPD|7DUST|8ZMB|9RCR|aMBVNT
658	65331 21332	   	185.87	DCR|4VULN|1ASPD|1ZMB	168aVULN|2ZMB|3CGEN|4BEXP|5FEWX|7RCR|9ASPD
659	61112 62352	   	185.86	DCR|4VULN|2ASPD|1NUKE|1AAC	148aVULN|24BEXP|3NUKE|48BPWR|58ASPD|68LHND|7AAC|9RCR
660	63232 25242	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12VULN|3LHND|4aDMG|5ASPD|6ZMB|7CGEN|8BELT|9RCR
661	65112 63332	 * 	185.80	DCR|3VULN|3ZMB|1ASPD	18aVULN|248ZMB|34DUST|48BPWR|5ASPD|68LHND|7RCR|9CGEN
662	13112 11366	   	185.78	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	14LHND|247VULN|3NUKE|4BPWR|5ASPD|6AART|8LWND|9DUR|aRCR
