0	Index      	 *	Score 	Summary	Detail	
1	33453 64381	 * 	177.79	ACR|1BASARM|2BEXP|1DMG	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aDMG
460	15636 31233	   	148.41	ACR|1ASPD|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|37BELT|4RCR|5AAC|6CDMG|8BEXP|9CGEN|aASPD
461	42343 22236	 * 	148.37	ACR|3DMG|1BASICY|1BEXP|1AART|1AAC|3MSE	148MSE|248DMG|3AAC|48BPWR|5RCR|68CGEN|7AART|9BEXP|aBASICY
462	15634 22321	   	148.31	ACR|1DMG|1BEXP|1AART|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5BEXP|6AAC|7MDPS|8DUR|9DMG|aAART
463	15636 32112	   	148.31	ACR|1ASPD|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5AAC|6CDMG|7AART|8ERES|9LHND|aASPD
464	15636 32132	   	148.31	ACR|1ASPD|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5AAC|6CDMG|7AART|8ERES|9FEWX|aASPD
465	15633 44841	   	148.31	ACR|1DMG|1BEXP|1AART|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7DUR|8DMG|9AAC|aBEXP
466	15634 22213	   	148.31	ACR|1ASPD|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5BEXP|6AAC|7MDPS|8CGEN|9CDMG|aASPD
467	42343 21252	 * 	148.27	ACR|3DMG|1ASPD|1AART|1BEXP|1AAC|2MSE	14MSE|247DMG|3AAC|4BPWR|5RCR|6CGEN|8ASPD|9BEXP|aAART
468	11326 52422	   	148.23	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8LHND|9ASPD|aFEWX
469	11326 52423	   	148.23	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8LHND|9ASPD|aLIT
470	11326 52212	   	148.23	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8CGEN|9LWND|aASPD
471	11326 52232	   	148.23	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8CGEN|9FEWX|aASPD
472	11326 52412	   	148.23	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8LHND|9CGEN|aASPD
473	15633 25243	   	148.21	ACR|1ASPD|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AAC|7BEXP|8AIRARM|9CDMG|aASPD
474	15633 42138	   	148.21	ACR|1ASPD|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8MDPS|9ASPD|aAAC
475	11326 15522	   	148.13	ACR|1ASPD|1DMG|1BEXP|1CDMG	1SNIHEL|2CDMG|39DUR|4BELT|5RCR|6BEXP|7MDPS|8ASPD|aDMG
476	11326 52112	   	148.13	ACR|1ASPD|1DMG|1AART|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8ERES|9LWND|aASPD
477	11326 52132	   	148.13	ACR|1ASPD|1DMG|1AART|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8ERES|9FEWX|aASPD
478	11326 52262	   	148.13	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8CGEN|9ASPD|aDUST
479	11326 52613	   	148.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8aVULN|9CGEN
480	25226 23352	   	148.13	ACR|2VULN|1DMG|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6CGEN|7BEXP|8ZMB|aDMG
481	25226 23353	 * 	148.13	ACR|2VULN|1ASPD|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6CGEN|7BEXP|8ZMB|aASPD
482	25226 11352	   	148.13	ACR|2VULN|1DMG|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7CGEN|8ZMB|aDMG
483	25226 11353	   	148.13	ACR|2VULN|1ASPD|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7CGEN|8ZMB|aASPD
484	33263 41377	   	148.13	ACR|1ASPD|1DMG|1BEXP|1CDMG	1TLV|2MBVNT|3RCVC|4RMIN|5RCR|6CGEN|7DMG|8ASPD|9BEXP|aCDMG
485	11121 16651	   	148.03	ACR|1ASPD|1DMG|1BEXP|1CDMG	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6RPLT|7BEXP|8ASPD|9ZMB|aDMG
486	11121 16661	   	148.03	ACR|1ASPD|1DMG|1BEXP|1CDMG	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6RPLT|7BEXP|8ASPD|9CGEN|aDMG
487	11326 52162	   	148.03	ACR|1ASPD|1DMG|1AART|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8ERES|9ASPD|aDUST
488	11621 61325	   	148.03	ACR|1ASPD|1DMG|1BEXP|1CDMG	1SNIHEL|2CDMG|3CGEN|4MDPS|5RCR|6LWND|7MSLREG|8BEXP|9DMG|aASPD
489	25226 11152	   	148.03	ACR|2VULN|1DMG|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7CGEN|8ERES|aDMG
490	25226 11153	   	148.03	ACR|2VULN|1ASPD|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7CGEN|8ERES|aASPD
491	25226 12423	   	148.03	ACR|2VULN|1ASPD|1BEXP|1CDMG	1aVULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7DLOT|8RMIN|9ASPD
492	25226 23152	   	148.03	ACR|2VULN|1DMG|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6CGEN|7BEXP|8ERES|aDMG
493	25226 23153	   	148.03	ACR|2VULN|1ASPD|1BEXP|1CDMG	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6CGEN|7BEXP|8ERES|aASPD
494	31625 12213	 * 	148.03	ACR|2VULN|1ASPD|1AART|1CDMG	1TLV|2MDPS|3RPLT|48VULN|5RCR|6DMSP|7AART|9CDMG|aASPD
495	11121 62133	   	147.93	ACR|2VULN|1ASPD|1BEXP|1CDMG	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6BELT|7ASPD|89VULN|aBEXP
496	11121 62116	   	147.93	ACR|2VULN|1ASPD|1BEXP|1CDMG	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6BELT|7ASPD|8aVULN|9BEXP
497	11621 41325	   	147.93	ACR|1ASPD|1DMG|1BEXP|1CDMG	1SNIHEL|2CDMG|3CGEN|4MDPS|5RCR|6LEGI|7MSLREG|8BEXP|9DMG|aASPD
498	11121 41325	   	147.83	ACR|1ASPD|1DMG|1BEXP|1CDMG	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6LEGI|7MSLREG|8BEXP|9DMG|aASPD
499	11121 56134	   	147.83	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|8AME|9ASPD|aDMG
500	11121 56432	   	147.83	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|8DMG|9ASPD|aTLV
501	11121 56433	   	147.83	ACR|1ASPD|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|8DMG|9ASPD|aAEFBLL
502	15633 18133	   	147.80	ACR|2BEXP|2VULN|1CDMG	1SNIHEL|28VULN|3BELT|4RCR|5MBVNT|6FEWX|7CDMG|9aBEXP
