0	Index      	 *	Score 	Summary	Detail	
1	64313 23845	 * 	210.37	DCR|3VULN|1AART|1ASPD|1DMG|1RMIN	1MBVNT|2RMIN|3BEXP|458VULN|6ASPD|7RCR|9AART|aDMG
482	63882 14232	   	182.05	DCR|3VULN|1ASPD|1CDMG|1DUR	1MBVNT|2LIT|3ASPD|479VULN|5DUR|6CDMG|8RCR|aERES
483	68326 14232	   	182.05	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DUR|379VULN|4DMG|5LIT|6CDMG|8RCR|aERES
484	12524 33361	 * 	181.97	DCR|2AART|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|2RPLT|3ASPD|4DUR|5MDPS|6CDMG|7RCR|89AART|aDMG
485	64313 23741	   	181.96	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3BEXP|45VULN|6ASPD|7RCR|8RCVC|9AART|aDUR
486	24423 23171	   	181.89	DCR|2VULN|1ASPD|1DMG|1NUKE	1LWND|25VULN|39BEXP|4DMG|6ASPD|7RCR|8MBVNT|aNUKE
487	24423 23361	   	181.89	DCR|2VULN|1ASPD|1DMG|1NUKE	1LWND|25VULN|39BEXP|4DMG|6ASPD|7RCR|8DUST|aNUKE
488	66413 23361	   	181.89	DCR|2VULN|1ASPD|1DMG|1NUKE	1MBVNT|2AME|3BEXP|45VULN|6ASPD|7RCR|8MLV|9DMG|aNUKE
489	61331 64642	   	181.86	DCR|2VULN|2AART|1CDMG|1DUR|1SELL	1MBVNT|2SELL|3DUR|45AART|6aVULN|7AME|8CDMG|9RCR
490	64311 23847	   	181.84	DCR|2VULN|1MDPS|1AART|1ASPD|1RMIN	1MBVNT|2RMIN|3BEXP|48VULN|5AELBLL|6ASPD|7RCR|9AART|aMDPS
491	64371 36423	   	181.83	DCR|2DMG|1VULN|1AART|1CDMG|1RMIN	1MBVNT|2RMIN|3BEXP|4DUST|5VULN|6CDMG|7AART|8aDMG|9RCR
492	64823 23813	   	181.81	DCR|2VULN|1ASPD|1CDMG|2DUR|1RMIN	1MBVNT|2RMIN|3RCVC|49DUR|58VULN|6ASPD|7RCR|aCDMG
493	11426 34111	   	181.79	DCR|2ASPD|1VULN|1AART|1CDMG	1ERES|2LIT|38ASPD|4VULN|5FEWX|6RCR|7AART|9RMIN|aCDMG
494	11422 22143	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|29LIT|3ASPD|4aVULN|5RPLT|6CDMG|7RCR|8AART
495	63712 26331	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|3RPLT|48VULN|5CDMG|6AELBLL|7RCR|9DMG|aAART
496	63842 26141	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1MBVNT|2LIT|3ASPD|4AME|5RPLT|6CDMG|7RCR|8AART|9aVULN
497	24521 23181	   	181.79	DCR|2VULN|1ASPD|1DMG|1NUKE	1LWND|29VULN|3LEGI|4DMG|5AELBLL|6ASPD|7RCR|8MBVNT|aNUKE
498	66113 23361	   	181.79	DCR|2VULN|1ASPD|1DMG|1NUKE	1MBVNT|2AME|3DUST|45VULN|6ASPD|7RCR|8MLV|9DMG|aNUKE
499	67413 23361	   	181.79	DCR|2VULN|1ASPD|1DMG|1NUKE	1MBVNT|2TLV|3BEXP|45VULN|6ASPD|7RCR|8MLV|9DMG|aNUKE
500	61331 47642	   	181.76	DCR|2VULN|2AART|1CDMG|1DUR|1SELL	1MBVNT|2SELL|3DUR|45AART|6ERES|7aVULN|8CDMG|9RCR
501	24245 31131	   	181.76	DCR|3VULN|1NUKE|1DMG	19LWND|278VULN|3MLV|4LIT|5DMG|6RCR|aNUKE
502	62323 83337	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LWND|35VULN|4DMG|6TLV|7RCR|8MLV|9CDMG|aAART
503	62323 83811	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LWND|35VULN|4DMG|6TLV|7RCR|8AART|9CDMG|aBEXP
504	11422 22113	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	19ERES|2LIT|3ASPD|4aVULN|5RPLT|6CDMG|7RCR|8AART
505	11422 22131	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|2LIT|3ASPD|4aVULN|5RPLT|6CDMG|7RCR|8AART|9CANSTR
506	67113 23361	   	181.69	DCR|2VULN|1ASPD|1DMG|1NUKE	1MBVNT|2TLV|3DUST|45VULN|6ASPD|7RCR|8MLV|9DMG|aNUKE
507	12253 53114	   	181.66	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	18ERES|2RPLT|3DUR|4RMIN|58VULN|68ASPD|7RCR|8BPWR|9LWND|aZMB
508	11426 35111	   	181.66	DCR|2VULN|2ASPD|1AART	1ERES|2LIT|37ASPD|48VULN|5FEWX|6RCR|9DUST|aAART
509	11424 31134	   	181.66	DCR|3VULN|1ASPD|1NUKE	1ERES|2LIT|3ASPD|478VULN|5LHND|6RCR|9LWND|aNUKE
510	11426 31134	   	181.66	DCR|3VULN|1ASPD|1NUKE	1ERES|2LIT|3ASPD|478VULN|5FEWX|6RCR|9LWND|aNUKE
511	33311 34212	   	181.61	DCR|3DMG|2VULN|1DUR	1DMSP|2BELT|3RPLT|49VULN|569DMG|79CGEN|8RCR|9BPWR|aDUR
512	52311 34212	   	181.61	DCR|3DMG|2VULN|1DUR	1BELT|2DMSP|3RPLT|49VULN|569DMG|79CGEN|8RCR|9BPWR|aDUR
513	62323 44621	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|26LWND|35VULN|4DMG|7LIT|8ASPD|9RCR|aAART
514	62323 83812	   	181.59	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LWND|35VULN|4DMG|6TLV|7RCR|8AART|9CDMG|aERES
515	62326 27421	   	181.59	DCR|3VULN|2DMG|1DUR	1MBVNT|28LWND|378VULN|48DMG|5BELT|6LEGI|8BPWR|9RCR|aDUR
516	64113 23447	   	181.56	DCR|2VULN|2ASPD|1ZMB|1DUR|1RMIN	1MBVNT|2RMIN|3LWND|45VULN|6aASPD|7RCR|8ZMB|9DUR
517	11424 31114	   	181.56	DCR|3VULN|1ASPD|1NUKE	1ERES|2LIT|3ASPD|478VULN|5LHND|6RCR|9DUST|aNUKE
518	11426 31114	   	181.56	DCR|3VULN|1ASPD|1NUKE	1ERES|2LIT|3ASPD|478VULN|5FEWX|6RCR|9DUST|aNUKE
519	61837 22331	   	181.54	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1MBVNT|2SELL|3LIT|48VULN|5FEWX|6CDMG|7RCR|9DMG|aAART
520	63114 22731	   	181.54	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1MBVNT|2LIT|3LWND|4CDMG|58VULN|6SELL|7RCR|9DMG|aAART
521	61331 52642	   	181.54	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1MBVNT|2SELL|3DUR|45AART|6DMG|7LWND|8CDMG|9RCR|aVULN
522	61331 57313	   	181.54	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1MBVNT|2SELL|3DUR|45AART|6DMG|7VULN|8SNIFST|9RCR|aCDMG
523	61331 64644	   	181.54	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR|1SELL	1MBVNT|2SELL|3DUR|45AART|6VULN|7AME|8CDMG|9RCR|aASPD
524	33321 55311	   	181.54	DCR|3ASPD|2VULN|1ZMB	1DMSP|2BELT|3RPLT|459ASPD|6RCR|79VULN|89MLV|9BPWR|aZMB
525	52321 55311	   	181.54	DCR|3ASPD|2VULN|1ZMB	1BELT|2DMSP|3RPLT|459ASPD|6RCR|79VULN|89MLV|9BPWR|aZMB
526	62337 23842	   	181.51	DCR|2VULN|2AART|1ASPD	1MBVNT|25LWND|3aVULN|4ERES|6ASPD|7RCR|89AART
527	63384 74121	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|2LIT|3ERES|48VULN|5ASPD|6DMG|7CGEN|9RCR|aAART
528	63834 74121	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|2LIT|3ASPD|4ERES|58VULN|6DMG|7CGEN|9RCR|aAART
529	11422 22164	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2LIT|3ASPD|4VULN|5RPLT|6CDMG|7RCR|8AART|9LHND|aDMG
530	24365 13121	   	181.46	DCR|4VULN|1DMG|1SELL	1LWND|2378VULN|4LIT|5SELL|6RCR|9RMIN|aDMG
531	63383 42141	   	181.46	DCR|3VULN|1AART|1CDMG	1MBVNT|2LIT|3ERES|479VULN|5BEXP|6RCR|8AART|aCDMG
532	63414 22331	   	181.44	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1MBVNT|2LIT|3DUST|4CDMG|58VULN|6SELL|7RCR|9DMG|aAART
533	61331 47644	   	181.44	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR|1SELL	1MBVNT|2SELL|3DUR|45AART|6ERES|7VULN|8CDMG|9RCR|aASPD
534	11426 34132	   	181.44	DCR|2ASPD|1VULN|1AART|1DMG	1ERES|2LIT|38ASPD|4VULN|5FEWX|6RCR|7AART|9DMG|aCGEN
535	68213 47442	   	181.43	DCR|2VULN|2AART|2DUR|1ZMB	1MBVNT|26DUR|3MLV|4aVULN|57AART|8ZMB|9RCR
536	62338 23842	   	181.41	DCR|2VULN|2AART|1ASPD	1MBVNT|2LWND|3aVULN|45ERES|6ASPD|7RCR|89AART
537	33311 36212	   	181.41	DCR|3DMG|2VULN|1DUR	1DMSP|2BELT|3RPLT|49VULN|569DMG|79ERES|8RCR|9BPWR|aDUR
538	52311 36212	   	181.41	DCR|3DMG|2VULN|1DUR	1BELT|2DMSP|3RPLT|49VULN|569DMG|79ERES|8RCR|9BPWR|aDUR
539	36252 13623	   	181.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1DMSP|2CDMG|3aDUR|4DMG|5VULN|6AART|7LIT|8ZMB|9RCR
540	62321 83814	   	181.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MBVNT|2LWND|3VULN|4DMG|5AELBLL|6TLV|7RCR|8AART|9CDMG|aASPD
541	63385 42141	   	181.36	DCR|3VULN|1AART|1CDMG	1MBVNT|2LIT|3ERES|479VULN|5DUST|6RCR|8AART|aCDMG
542	11426 34133	   	181.34	DCR|2ASPD|1VULN|1AART|1DMG|1MSE	1ERES|2LIT|38ASPD|4VULN|5FEWX|6RCR|7AART|9DMG|aMSE
543	62323 37711	   	181.31	DCR|3DMG|2VULN|1DUR	1MBVNT|2LWND|35VULN|47aDMG|6CGEN|8RCR|9DUR
544	61831 26331	   	181.30	DCR|2VULN|1AART|1DMG|1CDMG|2SELL	1MBVNT|25SELL|3LIT|48VULN|6CDMG|7RCR|9DMG|aAART
545	62441 67221	   	181.27	DCR|3VULN|1AART|1ASPD	1MBVNT|2LWND|3AART|4ASPD|5MLV|67aVULN|8RCR|9ERES
546	62442 77221	   	181.27	DCR|3VULN|1AART|1ASPD	1MBVNT|2LWND|3AART|4ASPD|5CGEN|67aVULN|8RCR|9ERES
547	63384 72111	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2LIT|39ERES|4VULN|5ASPD|6DMG|7RCR|8AART|aCDMG
548	63384 72122	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2LIT|3ERES|4VULN|5ASPD|6DMG|7RCR|8AART|9TLV|aCDMG
549	63384 72134	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2LIT|3ERES|4VULN|5ASPD|6DMG|7RCR|8AART|9CANSTR|aCDMG
550	63834 72111	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2LIT|3ASPD|49ERES|5VULN|6DMG|7RCR|8AART|aCDMG
551	63834 72122	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2LIT|3ASPD|4ERES|5VULN|6DMG|7RCR|8AART|9TLV|aCDMG
552	63834 72134	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2LIT|3ASPD|4ERES|5VULN|6DMG|7RCR|8AART|9CANSTR|aCDMG
553	68213 41254	   	181.25	DCR|2VULN|1AART|1ASPD|2DUR	1MBVNT|26DUR|3MLV|49VULN|5AART|7RMIN|8RCR|aASPD
554	62443 83231	   	181.17	DCR|3VULN|1AART|1ASPD|1AAC	1MBVNT|2LWND|3AART|4ASPD|5ERES|6AAC|79aVULN|8RCR
555	62444 67221	   	181.17	DCR|3VULN|1AART|1ASPD	1MBVNT|2LWND|3AART|4ASPD|5TLV|67aVULN|8RCR|9ERES
556	24362 31163	   	181.16	DCR|4VULN|1AART	1LWND|2378VULN|4LIT|5MBVNT|6RCR|9CGEN|aAART
557	24362 31181	   	181.16	DCR|4VULN|1AART	1LWND|2378VULN|4LIT|5MBVNT|6RCR|9BEXP|aAART
558	62382 31163	   	181.16	DCR|4VULN|1AART	1MBVNT|2LWND|3578VULN|4LIT|6RCR|9CGEN|aAART
559	62382 31181	   	181.16	DCR|4VULN|1AART	1MBVNT|2LWND|3578VULN|4LIT|6RCR|9BEXP|aAART
560	24362 32713	   	181.16	DCR|4VULN|1AART	1LWND|2389VULN|4LIT|5MBVNT|6RCR|7MLV|aAART
561	62382 32713	   	181.16	DCR|4VULN|1AART	1MBVNT|2LWND|3589VULN|4LIT|6RCR|7MLV|aAART
562	64316 23435	   	181.14	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3BEXP|4VULN|5RCVC|6ASPD|7RCR|8ZMB|9CDMG|aAART
563	63333 61641	   	181.13	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1MBVNT|2LIT|3ERES|4CDMG|5SELL|6DMG|7RCR|8ASPD|9VULN|aAART
564	43511 23514	   	181.12	DCR|2VULN|2CDMG|1DMG|2DUR|1AAC	1AAC|29CDMG|3FEWX|49VULN|59DUR|6RCVC|7RCR|8MBVNT|9BPWR|aDMG
565	68213 47444	   	181.12	DCR|2AART|1VULN|1ASPD|2DUR|1ZMB	1MBVNT|26DUR|3MLV|4VULN|57AART|8ZMB|9RCR|aASPD
566	63882 12231	 * 	181.11	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DUR	1MBVNT|2LIT|3ASPD|49VULN|5DUR|67CDMG|8RCR|aMDPS
567	68326 12231	 * 	181.11	DCR|2VULN|1MDPS|2CDMG|1DMG|1DUR	1MBVNT|2DUR|39VULN|4DMG|5LIT|67CDMG|8RCR|aMDPS
568	61331 33134	 * 	181.08	DCR|3AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	1MBVNT|2SELL|3DUR|456AART|7RCR|8CDMG|9VULN|aZMB
569	24362 31111	   	181.06	DCR|4VULN|1AART	1LWND|2378VULN|4LIT|5MBVNT|6RCR|9DUST|aAART
570	24362 31153	   	181.06	DCR|4VULN|1AART	1LWND|2378VULN|4LIT|5MBVNT|6RCR|9TLV|aAART
571	24362 31413	   	181.06	DCR|4VULN|1AART	1LWND|2379VULN|4LIT|5MBVNT|6RCR|8ERES|aAART
572	24362 34713	   	181.06	DCR|4VULN|1AART	1LWND|2389VULN|4LIT|5MBVNT|6RCR|7ERES|aAART
573	62382 31111	   	181.06	DCR|4VULN|1AART	1MBVNT|2LWND|3578VULN|4LIT|6RCR|9DUST|aAART
574	62382 31153	   	181.06	DCR|4VULN|1AART	1MBVNT|2LWND|3578VULN|4LIT|6RCR|9TLV|aAART
575	62382 31413	   	181.06	DCR|4VULN|1AART	1MBVNT|2LWND|3579VULN|4LIT|6RCR|8ERES|aAART
576	62382 34713	   	181.06	DCR|4VULN|1AART	1MBVNT|2LWND|3589VULN|4LIT|6RCR|7ERES|aAART
577	36152 14312	   	181.01	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	1DMSP|29CDMG|39FEWX|4DMG|5VULN|6AART|79ZMB|8RCR|9BPWR|aRCVC
578	36352 14312	   	181.01	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	1DMSP|29CDMG|39BEXP|4DMG|5VULN|6AART|79ZMB|8RCR|9BPWR|aRCVC
579	64488 42142	   	181.00	DCR|2VULN|1AART|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|47VULN|5BEXP|6RCR|8AART|9ZMB|aCDMG
580	21313 36246	   	180.99	DCR|3VULN|1AART|1CDMG|1AAC	1LWND|2CDMG|3RPLT|459VULN|6CGEN|7AART|8RCR|aAAC
581	11333 13615	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	1ERES|2LIT|3LHND|4CDMG|5MLV|6RCR|7VULN|8AART|9aDMG
582	13633 13615	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	1ERES|2LHND|3LIT|4CDMG|5MLV|6RCR|7VULN|8AART|9aDMG
583	64384 44264	   	180.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR|1RMIN	1MBVNT|2RMIN|3BEXP|4ZMB|5VULN|6ASPD|7CDMG|8AART|9DUR|aRCR
584	66413 23744	   	180.94	DCR|2VULN|2ASPD|1AART	1MBVNT|2AME|3BEXP|45VULN|6aASPD|7RCR|8RCVC|9AART
585	64485 42142	   	180.90	DCR|2VULN|1AART|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|47VULN|5DUST|6RCR|8AART|9ZMB|aCDMG
586	63141 75444	   	180.89	DCR|2DMG|1VULN|1AART|1CDMG|1AAC	1MBVNT|2LIT|3LWND|4AAC|5AART|6RCR|7aDMG|8CDMG|9VULN
587	66113 23744	   	180.84	DCR|2VULN|2ASPD|1AART	1MBVNT|2AME|3DUST|45VULN|6aASPD|7RCR|8RCVC|9AART
588	67413 23744	   	180.84	DCR|2VULN|2ASPD|1AART	1MBVNT|2TLV|3BEXP|45VULN|6aASPD|7RCR|8RCVC|9AART
589	61125 13721	   	180.81	DCR|2VULN|1MDPS|2DMG|1AART|1SELL	1MBVNT|2SELL|3MDPS|4aDMG|5AART|6RCVC|7aVULN|8aTLV|9RCR|aBPWR
590	64311 23841	   	180.78	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3BEXP|48VULN|5AELBLL|6ASPD|7RCR|9AART|aDUR
591	61125 33464	 * 	180.78	DCR|2AART|2DMG|1MDPS|1VULN|1DUR|1SELL	1MBVNT|2SELL|3MDPS|48DMG|56AART|7VULN|9DUR|aRCR
592	62432 71471	 * 	180.77	DCR|3VULN|1SPLARM|1AART|1RMIN	1MBVNT|2LWND|3AART|4RMIN|5CGEN|68aVULN|7SPLARM|9RCR
593	67113 23744	   	180.74	DCR|2VULN|2ASPD|1AART	1MBVNT|2TLV|3DUST|45VULN|6aASPD|7RCR|8RCVC|9AART
594	68324 14152	   	180.74	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1MBVNT|28DUR|38VULN|4DMG|5RPLT|6ASPD|78ERES|8BPWR|9RCR|aMDPS
595	43513 14312	   	180.70	DCR|2VULN|2AAC|1AART|2CDMG|2ZMB|1MSE	15AAC|29CDMG|3FEWX|49VULN|6AART|79ZMB|8RCR|9BPWR|aMSE
596	43513 14313	   	180.70	DCR|2VULN|2AAC|1AART|2CDMG|2ZMB	15AAC|29CDMG|3FEWX|49VULN|6AART|79ZMB|8RCR|9BPWR|aTLV
597	44332 14312	   	180.70	DCR|2VULN|2AAC|1AART|2CDMG|2ZMB	12AAC|39CDMG|4DUST|59VULN|6AART|79ZMB|8RCR|9BPWR|aBEXP
598	64234 25381	   	180.70	DCR|2VULN|2ASPD|1AART|1RMIN	1MBVNT|2RMIN|3BELT|48ASPD|5LHND|67VULN|9AART|aRCR
599	64434 72145	   	180.68	DCR|2VULN|1AART|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|59VULN|6DMG|7RCR|8AART|aDUR
600	64418 35142	   	180.68	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|5VULN|6RCR|7AART|8ASPD|9ZMB|aCDMG
601	64418 36142	   	180.68	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|5VULN|6RCR|7ASPD|8AART|9ZMB|aCDMG
602	64448 35142	   	180.68	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4AME|5VULN|6RCR|7AART|8ASPD|9ZMB|aCDMG
603	64448 36142	   	180.68	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4AME|5VULN|6RCR|7ASPD|8AART|9ZMB|aCDMG
604	21313 36254	   	180.64	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2CDMG|3RPLT|45VULN|6CGEN|7AART|8RCR|9RCVC|aDMG
605	21244 31621	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG	18LWND|28CDMG|3TLV|4DMSP|5AME|68DMG|7AART|8BPWR|9VULN|aRCR
606	44332 14313	   	180.60	DCR|2VULN|2AAC|1AART|2CDMG|2ZMB	12AAC|39CDMG|4DUST|59VULN|6AART|79ZMB|8RCR|9BPWR|aTLV
607	36152 14313	   	180.59	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1SELL	1DMSP|29CDMG|39FEWX|4DMG|5VULN|6AART|79ZMB|8RCR|9BPWR|aSELL
608	36352 14313	   	180.59	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1SELL	1DMSP|29CDMG|39BEXP|4DMG|5VULN|6AART|79ZMB|8RCR|9BPWR|aSELL
609	64488 42313	   	180.57	DCR|4VULN|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4789VULN|5BEXP|6RCR|aCDMG
610	62438 84214	   	180.56	DCR|2ASPD|1VULN|1AART|1CDMG|1RMIN	1MBVNT|2LWND|3AART|4RMIN|5VULN|6aASPD|7DMSP|8RCR|9CDMG
611	62446 64214	   	180.56	DCR|2ASPD|1VULN|1AART|1CDMG|1RMIN	1MBVNT|2LWND|3AART|4aASPD|5RMIN|6VULN|7DMSP|8RCR|9CDMG
612	25113 23213	   	180.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	17LWND|26ASPD|3DUST|45VULN|8RCR|9ZMB|aCDMG
613	64482 42182	   	180.55	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|479VULN|5DUR|6RCR|8AART|aCGEN
614	64482 42184	   	180.55	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|479VULN|5DUR|6RCR|8AART|aLHND
615	64418 31171	   	180.55	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|578VULN|6RCR|9DUR|aAART
616	64448 31171	   	180.55	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|4AME|578VULN|6RCR|9DUR|aAART
617	68335 23212	 * 	180.53	DCR|2VULN|1ASPD|1DMG|3DUR	1MBVNT|259DUR|39VULN|4ERES|6ASPD|7RCR|89BEXP|9BPWR|aDMG
618	64485 42313	   	180.47	DCR|4VULN|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4789VULN|5DUST|6RCR|aCDMG
619	24523 23631	   	180.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LWND|25VULN|3LEGI|4DMG|6ASPD|7RCR|8BELT|9ZMB|aDUR
620	64434 31171	   	180.45	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|578VULN|6RCR|9DUR|aAART
621	64482 42121	   	180.45	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|47aVULN|5DUR|6RCR|8AART|9BASARM
622	64482 42183	   	180.45	DCR|3VULN|1AART|1DUR|1RMIN|1MSE	1MBVNT|2RMIN|3LIT|479VULN|5DUR|6RCR|8AART|aMSE
623	64482 42321	   	180.45	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|478VULN|5DUR|6RCR|9ERES|aAART
624	64483 31171	   	180.45	DCR|3VULN|1AART|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|478VULN|5ERES|6RCR|9DUR|aAART
625	64823 23241	   	180.38	DCR|2VULN|1ASPD|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3RCVC|4DUR|59VULN|6ASPD|7RCR|8FEWX|aDMG
626	64823 23831	   	180.38	DCR|2VULN|1ASPD|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3RCVC|4DUR|58VULN|6ASPD|7RCR|9LWND|aDMG
627	64823 23841	   	180.38	DCR|2VULN|1ASPD|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3RCVC|4DUR|58VULN|6ASPD|7RCR|9LHND|aDMG
628	64824 23841	   	180.38	DCR|2VULN|1ASPD|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3RCVC|4DUR|5FEWX|6ASPD|7RCR|89VULN|aDMG
629	64882 23241	   	180.38	DCR|2VULN|1ASPD|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3RCVC|49VULN|5DUR|6ASPD|7RCR|8FEWX|aDMG
630	68324 12734	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2DUR|37VULN|4DMG|59RPLT|6ASPD|8CDMG|aRCR
631	64236 25211	   	180.38	DCR|2ASPD|1AART|1VULN|1DMG|1RMIN	1MBVNT|2RMIN|3BELT|46ASPD|5AART|7DMG|8CGEN|9VULN|aRCR
