0	Index      	 *	Score 	Summary	Detail	
1	25211 25162	 * 	208.87	DCR|3VULN|2AART|2DMG|1CDMG	19AART|2aDMG|357VULN|4ERES|6RCR|8CDMG
533	26123 16521	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8BEXP|9DUST|aCDMG
534	26123 16613	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	1AART|279CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUST|aCDMG
535	26323 16521	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8BEXP|9DUST|aCDMG
536	26323 16613	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	1AART|279CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUST|aCDMG
537	26323 23541	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	1AART|29CGEN|3LWND|4RCR|59VULN|6FEWX|7DUST|89DMG|9BPWR|aCDMG
538	26323 31541	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	1AART|29CGEN|3LWND|4RCR|59VULN|6DUST|7LHND|89DMG|9BPWR|aCDMG
539	25243 23341	   	179.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2aDMG|3VULN|5CGEN|6RCR|7LEGI|8DUR|9ZMB
540	25226 13431	   	179.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LEGI|8DUR|9ASPD|aDUST
541	25221 12236	   	179.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|59DUST|7ASPD|aDUR
542	25226 12236	   	179.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LEGI|7ASPD|9DUST|aDUR
543	25123 13323	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|57VULN|8MLV|9BEXP|aCDMG
544	25123 13343	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|39FEWX|4RCR|57VULN|8MLV|aCDMG
545	25222 13323	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8MLV|9BEXP|aCDMG
546	25222 13343	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8MLV|9FEWX|aCDMG
547	25223 13633	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|28DMG|37VULN|4RCR|58TLV|68CGEN|8BPWR|9MLV|aCDMG
548	25224 13323	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|59BEXP|8MLV|aCDMG
549	25224 13343	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5BEXP|8MLV|9FEWX|aCDMG
550	25323 13323	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8MLV|9BEXP|aCDMG
551	25323 13343	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8MLV|9FEWX|aCDMG
552	26123 16213	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8TLV|9ERES|aCDMG
553	26123 16623	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|89DUST|aCDMG
554	26323 16623	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|89DUST|aCDMG
555	25242 33521	   	179.87	DCR|3VULN|2AART|1DMG|1DUR	14AART|2DMG|356VULN|7DUR|8RCR|9aFEWX
556	25211 25151	   	179.83	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9LIT|aBEXP
557	25211 25533	   	179.83	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CGEN|9MLV|aCDMG
558	25211 26133	   	179.83	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|2DMG|35aVULN|4ERES|6RCR|7FLTHEA|89LHND
559	25211 26432	   	179.83	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|2DMG|35aVULN|4ERES|6RCR|7FLTHEA|8LSRICY|9LWND
560	22523 16211	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|59VULN|6DMG|7RCR|8LHND|aCDMG
561	22523 16213	   	179.82	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|59VULN|6DMG|7RCR|8LHND|aFLTHEA
562	22523 16243	   	179.82	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|5aVULN|6DMG|7RCR|8LHND|9FLTHEA
563	25626 32122	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|3CDMG|4BEXP|56VULN|7RCR|8ZMB|9LHND|aDUR
564	25636 32122	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|3CDMG|4FEWX|56VULN|7RCR|8ZMB|9LHND|aDUR
565	25221 34123	   	179.80	ACR|3VULN|3DMG|1AART|1ZMB|1SELL	1AART|27aDMG|37aVULN|4RCR|57DUST|6SELL|7aBPWR|8ZMB|9aLHND
566	25221 34143	   	179.80	ACR|3VULN|3DMG|1AART|1ZMB|1SELL	1AART|27aDMG|37aVULN|4RCR|57DUST|6SELL|7aBPWR|8ZMB|9aLWND
567	25123 13113	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|57VULN|8BEXP|9ERES|aCDMG
568	25123 13333	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|57VULN|8MLV|9DUST|aCDMG
569	25123 13652	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|57VULN|8AIRHEL|9CDMG|aRPLT
570	25123 13653	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|57VULN|8AIRHEL|9CDMG|aMGNLIT
571	25123 16223	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|58VULN|7TLV|9BEXP|aCDMG
572	25123 16243	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|39FEWX|4RCR|58VULN|7TLV|aCDMG
573	25222 13113	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8BEXP|9ERES|aCDMG
574	25222 13333	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8MLV|9DUST|aCDMG
575	25222 13652	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8AIRHEL|9CDMG|aRPLT
576	25222 13653	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8AIRHEL|9CDMG|aMGNLIT
577	25222 16223	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5LHND|7TLV|9BEXP|aCDMG
578	25222 16243	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5LHND|7TLV|9FEWX|aCDMG
579	25222 16263	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|59LHND|7TLV|aCDMG
580	25223 13643	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|28DMG|37VULN|4RCR|58TLV|68CGEN|8BPWR|9ERES|aCDMG
581	25224 13113	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5BEXP|8FEWX|9ERES|aCDMG
582	25224 13333	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5BEXP|8MLV|9DUST|aCDMG
583	25224 16223	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|59BEXP|7TLV|aCDMG
584	25226 13323	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LEGI|8MLV|9BEXP|aCDMG
585	25226 13343	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LEGI|8MLV|9FEWX|aCDMG
586	25323 13113	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8BEXP|9ERES|aCDMG
587	25323 13333	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8MLV|9DUST|aCDMG
588	25323 13652	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8AIRHEL|9CDMG|aRPLT
589	25323 13653	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8AIRHEL|9CDMG|aMGNLIT
590	25323 16223	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|58VULN|7TLV|9BEXP|aCDMG
591	25323 16243	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|58VULN|7TLV|9FEWX|aCDMG
592	25122 13413	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|5LHND|78VULN|9ERES|aCDMG
593	25124 13413	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|5BEXP|78VULN|9ERES|aCDMG
594	25223 12231	   	179.78	ACR|2VULN|2DMG|1AART|2ASPD	1AART|29DMG|39VULN|4RCR|58TLV|6CGEN|79ASPD|9BPWR|aBELT
595	25223 12232	   	179.78	ACR|2VULN|2DMG|1AART|2ASPD	1AART|29DMG|39VULN|4RCR|58TLV|6CGEN|79ASPD|9BPWR|aLWND
596	25223 12234	   	179.78	ACR|2VULN|2DMG|1AART|2ASPD	1AART|29DMG|39VULN|4RCR|58TLV|6CGEN|79ASPD|9BPWR|aLIT
597	25223 12235	   	179.78	ACR|2VULN|2DMG|1AART|2ASPD	1AART|29DMG|39VULN|4RCR|58TLV|6CGEN|79ASPD|9BPWR|aFEWX
598	25324 13413	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|5BEXP|78VULN|9ERES|aCDMG
599	25242 33511	   	179.77	DCR|3VULN|2AART|1DMG|1DUR	14AART|2DMG|356VULN|7DUR|8RCR|9DUST|aFEWX
600	25242 33531	   	179.77	DCR|3VULN|2AART|1DMG|1DUR	14AART|2DMG|356VULN|7DUR|8RCR|9TLV|aBELT
601	25242 33532	   	179.77	DCR|3VULN|2AART|1DMG|1DUR	14AART|2DMG|356VULN|7DUR|8RCR|9TLV|aLWND
602	25211 25133	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9DUST|aBEXP
603	25211 25134	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9DUST|aRMIN
604	25211 25135	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9DUST|aCGEN
605	25211 25152	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9LIT|aTLV
606	25211 25153	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9LIT|aDUST
607	25211 26422	   	179.73	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|2DMG|35aVULN|4ERES|6RCR|7FLTHEA|8LSRICY|9CANSTR
608	22523 16311	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|59VULN|6DMG|7RCR|8DUST|aCDMG
609	22523 16313	   	179.72	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|59VULN|6DMG|7RCR|8DUST|aFLTHEA
610	22523 16343	   	179.72	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|5aVULN|6DMG|7RCR|8DUST|9FLTHEA
611	25626 32111	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|3CDMG|4BEXP|56VULN|7RCR|8ZMB|9DUR|aDUST
612	25636 32111	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|3CDMG|4FEWX|56VULN|7RCR|8ZMB|9DUR|aDUST
613	25121 13413	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|5DUST|78VULN|9ERES|aCDMG
614	25123 13213	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|57VULN|8DUST|9ERES|aCDMG
615	25123 16233	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3FEWX|4RCR|58VULN|7TLV|9DUST|aCDMG
616	25221 13113	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5DUST|8FEWX|9ERES|aCDMG
617	25221 13323	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5DUST|8TLV|9BEXP|aCDMG
618	25221 13343	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5DUST|8TLV|9FEWX|aCDMG
619	25221 13363	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5DUST|8TLV|9LHND|aCDMG
620	25221 13513	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5DUST|8BEXP|9ERES|aCDMG
621	25221 16223	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5DUST|7TLV|9BEXP|aCDMG
622	25221 16243	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5DUST|7TLV|9FEWX|aCDMG
623	25221 16263	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5DUST|7TLV|9LHND|aCDMG
624	25222 13213	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LHND|8DUST|9ERES|aCDMG
625	25222 16233	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5LHND|7TLV|9DUST|aCDMG
626	25222 16253	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5LHND|79TLV|aCDMG
627	25224 13213	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5BEXP|8DUST|9ERES|aCDMG
628	25224 16233	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5BEXP|7TLV|9DUST|aCDMG
629	25226 13113	   	179.68	ACR|2DMG|2VULN|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LEGI|8BEXP|9ERES|aCDMG
630	25226 13333	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LEGI|8MLV|9DUST|aCDMG
631	25226 16223	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5LEGI|7TLV|9BEXP|aCDMG
632	25321 13413	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|5DUST|78VULN|9ERES|aCDMG
633	25323 13213	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|57VULN|8DUST|9ERES|aCDMG
634	25323 16233	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|3LWND|4RCR|58VULN|7TLV|9DUST|aCDMG
635	25242 33512	   	179.67	DCR|3VULN|2AART|1DMG|1DUR	14AART|2DMG|356VULN|7DUR|8RCR|9DUST|aTLV
636	25211 25131	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9DUST|aBASICY
637	25211 25132	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|4ERES|6RCR|8CDMG|9aDUST
638	25211 25233	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|48ERES|6RCR|9DUST|aCDMG
639	25211 25243	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|48ERES|6RCR|9MBVNT|aCDMG
640	25211 25263	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|357VULN|48ERES|6RCR|9LEGI|aCDMG
641	25242 36113	   	179.60	DCR|3VULN|3AART|1DMG	148AART|2DMG|356VULN|7RCR|9LHND|aBEXP
642	25242 36121	   	179.60	DCR|3VULN|3AART|1DMG	148AART|2DMG|356VULN|7RCR|9aRPLT
643	25242 36122	   	179.60	DCR|3VULN|3AART|1DMG	148AART|2DMG|356VULN|7RCR|9RPLT|aLIT
644	25221 13233	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|58DUST|9TLV|aCDMG
645	25221 13243	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|58DUST|9ERES|aCDMG
646	25221 13333	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|59DUST|8TLV|aCDMG
647	25221 13353	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5DUST|89TLV|aCDMG
648	25221 13636	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|59DUST|8AIRHEL|aCDMG
649	25221 16233	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|59DUST|7TLV|aCDMG
650	25221 16253	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5DUST|79TLV|aCDMG
651	25226 13213	   	179.58	ACR|2DMG|2VULN|1AART|1CDMG	1AART|26DMG|37VULN|4RCR|5LEGI|8DUST|9ERES|aCDMG
652	25226 16233	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|26DMG|38VULN|4RCR|5LEGI|7TLV|9DUST|aCDMG
653	25243 21143	   	179.56	DCR|2AART|2VULN|2DMG	14AART|29DMG|3aVULN|5CGEN|6RCR|7NUKE|8BEXP
654	25243 21233	   	179.56	DCR|2AART|2DMG|2VULN	14AART|29DMG|3aVULN|59CGEN|6RCR|7NUKE|89DUST|9BPWR
655	25242 36123	   	179.50	DCR|3VULN|3AART|1DMG	148AART|2DMG|356VULN|7RCR|9RPLT|aMBVNT
656	25211 21145	   	179.46	DCR|2AART|2VULN|2DMG	1aAART|29DMG|35VULN|4ERES|6RCR|7NUKE|8BEXP
657	25243 21243	   	179.46	DCR|2AART|2VULN|2DMG	14AART|29DMG|3aVULN|5CGEN|6RCR|7NUKE|8DUST
658	25243 23243	   	179.46	DCR|2AART|2VULN|2DMG	14AART|29DMG|3aVULN|5CGEN|6RCR|7LEGI|8TLV
659	21312 36164	   	179.46	DCR|3VULN|2AART|2ASPD|1DUR	18AART|2RCVC|3aASPD|456VULN|7RCR|9DUR
660	25211 21245	   	179.36	DCR|2AART|2VULN|2DMG	1aAART|29DMG|35VULN|4ERES|6RCR|7NUKE|8DUST
661	25153 26323	   	179.09	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1AART|2aDMG|3FEWX|48aDUST|5ZMB|6VULN|7RCR|9aCDMG|aBPWR
662	25353 26323	   	179.09	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1AART|2aDMG|3LWND|48aDUST|5ZMB|6VULN|7RCR|9aCDMG|aBPWR
663	25223 41133	 * 	179.05	ACR|3VULN|1AART|1DMG|2ZMB	1AART|2DMG|39aVULN|4RCR|5TLV|68ZMB|7LIT
664	25211 23541	   	179.02	DCR|2DMG|2VULN|1AART|1ZMB	1AART|2aDMG|35VULN|4ERES|6RCR|7LEGI|8BEXP|9ZMB
665	25241 36132	   	178.98	DCR|3AART|2VULN|1DMG|2DUR	148AART|2DMG|36VULN|5RCVC|7RCR|9aDUR
666	25471 33411	   	178.97	DCR|3VULN|2DMG|1AART	1AART|2aDMG|3MBVNT|4aMGNLIT|5DUST|6VENICY|79aVULN|8RCR|aBPWR
667	25471 33431	   	178.97	DCR|3DMG|2VULN|1AART	1AART|29aDMG|3MBVNT|4aMGNLIT|5DUST|6VENICY|7aVULN|8RCR|aBPWR
668	25615 33332	   	178.94	DCR|3DMG|1AART|1VULN|2CDMG	1AART|25aDMG|38CDMG|4ERES|6VULN|7CGEN|9RCR
669	25444 32644	 * 	178.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2aDMG|3MBVNT|4CDMG|5LEGI|6RCR|78ZMB|9VULN
670	25211 23641	   	178.92	DCR|2DMG|2VULN|1AART|1ZMB	1AART|2aDMG|35VULN|4ERES|6RCR|7LEGI|8DUST|9ZMB
