0	Index      	 *	Score 	Summary	Detail	
1	12122 36314	 * 	179.27	ACR|3VULN|3DMG|2DUR	19aBEXP|246LWND|34DUR|49aBPWR|5RCR|79aDMG|89aVULN
482	33351 12232	   	149.67	DCR|3VULN|1AART|1CDMG	17FEWX|2CDMG|357VULN|4RPLT|67DUST|7BPWR|8RCR|9RCVC|aAART
483	33351 12262	   	149.67	DCR|3VULN|1AART|1CDMG	17FEWX|2CDMG|357VULN|4RPLT|67DUST|7BPWR|8RCR|9LWND|aAART
484	33351 61232	   	149.67	DCR|3VULN|1AART|1CDMG	1FEWX|2CDMG|357VULN|4RPLT|6BEXP|8RCR|9RCVC|aAART
485	33351 61262	   	149.67	DCR|3VULN|1AART|1CDMG	1FEWX|2CDMG|357VULN|4RPLT|6BEXP|8RCR|9LWND|aAART
486	12431 41324	   	149.57	DCR|3VULN|1AART|1CDMG	1BEXP|2LWND|3CGEN|4LEGI|567VULN|8RCR|9CDMG|aAART
487	14131 41324	   	149.57	DCR|3VULN|1AART|1CDMG	1BEXP|2CGEN|3LWND|4LEGI|567VULN|8RCR|9CDMG|aAART
488	32431 41324	   	149.57	DCR|3VULN|1AART|1CDMG	1FEWX|2LWND|3CGEN|4LEGI|567VULN|8RCR|9CDMG|aAART
489	34131 41324	   	149.57	DCR|3VULN|1AART|1CDMG	1FEWX|2CGEN|3LWND|4LEGI|567VULN|8RCR|9CDMG|aAART
490	13311 21116	   	149.57	DCR|3VULN|1AART|1CDMG	1BEXP|2CDMG|359VULN|4RCVC|6LIT|7DUST|8RCR|aAART
491	13311 24116	   	149.57	DCR|3VULN|1AART|1CDMG	1BEXP|2CDMG|359VULN|4RCVC|6LIT|7LEGI|8RCR|aAART
492	13351 11262	   	149.57	DCR|3VULN|1AART|1CDMG	1BEXP|2CDMG|357VULN|4RPLT|6DUST|8RCR|9LWND|aAART
493	33311 21116	   	149.57	DCR|3VULN|1AART|1CDMG	1FEWX|2CDMG|359VULN|4RCVC|6LIT|7DUST|8RCR|aAART
494	33311 24116	   	149.57	DCR|3VULN|1AART|1CDMG	1FEWX|2CDMG|359VULN|4RCVC|6LIT|7LEGI|8RCR|aAART
495	33351 11232	   	149.57	DCR|3VULN|1AART|1CDMG	1FEWX|2CDMG|357VULN|4RPLT|6DUST|8RCR|9RCVC|aAART
496	33351 11262	   	149.57	DCR|3VULN|1AART|1CDMG	1FEWX|2CDMG|357VULN|4RPLT|6DUST|8RCR|9LWND|aAART
497	62126 12236	   	149.42	DCR|3DMG|1AART|1ZMB	1RPLT|2CGEN|359DMG|4LIT|6ZMB|7RCR|8LHND|aAART
498	33233 55352	   	149.40	DCR|3DMG|1CDMG|1ZMB|1ASPD	17FEWX|2CDMG|3BELT|47aDMG|57BEXP|6RCR|7BPWR|8ZMB|9ASPD
499	51121 62262	 * 	149.40	ACR|4VULN|3ASPD	1AIRHEA|26aASPD|3ERES|4RCR|5789VULN
500	53342 16231	   	149.33	ACR|3ZMB|1AART|1VULN|1CDMG	1AIRHEA|2aBELT|368ZMB|4RCR|5VULN|7AART|9CDMG
501	51121 52261	 * 	149.30	ACR|5VULN|1ASPD	1AIRHEA|2ASPD|3ERES|4RCR|56789VULN|aRMIN
502	51121 52263	   	149.30	ACR|5VULN|1ASPD	1AIRHEA|2ASPD|3ERES|4RCR|56789VULN|aMLV
