0	Index      	 *	Score 	Summary	Detail	
1	11315 52363	 * 	192.19	DCR|3DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9VULN
484	24223 52234	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3DMG|4BEXP|5ERES|6VULN|7RCR|8ZMB|9CDMG
485	24223 52353	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|28AART|3DMG|4BEXP|5ERES|6VULN|7RCR|9ZMB|aCDMG
486	24233 52223	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|29AART|3DMG|4FEWX|5ERES|6VULN|7RCR|8ZMB|aCDMG
487	24233 52234	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3DMG|4FEWX|5ERES|6VULN|7RCR|8ZMB|9CDMG
488	24233 52353	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|28AART|3DMG|4FEWX|5ERES|6VULN|7RCR|9ZMB|aCDMG
489	11333 32354	   	166.02	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9TLV|aRCVC
490	11356 22361	   	166.02	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|49VULN|5TLV|68BEXP|7RCR|8BPWR|aRCVC
491	24112 52343	   	166.01	DCR|2AART|2VULN|1DMG|1DUR	1DMSP|28AART|3BEXP|4DMG|5CGEN|6aVULN|7RCR|9DUR
492	24222 52343	   	166.01	DCR|2AART|2VULN|1DMG|1DUR	1DMSP|28AART|3DMG|4BEXP|5CGEN|6aVULN|7RCR|9DUR
493	24232 52343	   	166.01	DCR|2AART|2VULN|1DMG|1DUR	1DMSP|28AART|3DMG|4FEWX|5CGEN|6aVULN|7RCR|9DUR
494	42311 53533	   	166.01	DCR|3DMG|2VULN|1ZMB|1ASPD	12LWND|2BPWR|3ZMB|46aDMG|57VULN|8ASPD|9RCR
495	24411 34348	   	166.00	ACR|3VULN|1AART|1DMG	18DMSP|2AART|3RCR|4MBVNT|5FEWX|679VULN|aDMG
496	24113 52343	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1DMSP|28AART|3BEXP|4DMG|5ERES|6aVULN|7RCR|9DUR
497	24223 52343	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1DMSP|28AART|3DMG|4BEXP|5ERES|6aVULN|7RCR|9DUR
498	24233 52343	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1DMSP|28AART|3DMG|4FEWX|5ERES|6aVULN|7RCR|9DUR
499	51131 32614	   	165.82	DCR|2VULN|2DMG|1AART	1LHND|2aDMG|3TLV|4RCVC|59VULN|6AART|7RCR|8RPLT
500	24111 43332	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3BEXP|46DMG|5LHND|7VULN|8RCR|9CDMG|aASPD
501	24221 43332	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|36DMG|4BEXP|5LHND|7VULN|8RCR|9CDMG|aASPD
502	51211 32152	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2aDMG|3CGEN|4DMSP|5VULN|6AART|7RCR|8CDMG|9ASPD
503	51221 32152	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2aDMG|34CGEN|5VULN|6AART|7RCR|8CDMG|9ASPD
504	54211 32152	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|23CGEN|4aDMG|5VULN|6AART|7RCR|8CDMG|9ASPD
505	54311 32152	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13LHND|2CGEN|4aDMG|5VULN|6AART|7RCR|8CDMG|9ASPD
506	51161 32151	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8CDMG|9ASPD|aLWND
507	51161 32153	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8CDMG|9ASPD|aRPLT
508	51161 32513	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8DMSP|9CDMG|aASPD
509	26311 32124	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2ERES|3LHND|4aDMG|5VULN|6AART|7RCR|8CDMG|9DUR
510	26311 32152	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2ERES|3LHND|4aDMG|5VULN|6AART|7RCR|8CDMG|9ASPD
511	32434 51334	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MGNLIT|2MBVNT|38DMG|4ASPD|5RPLT|6AART|7RCR|9VULN|aCDMG
512	32463 51334	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MGNLIT|2MBVNT|38DMG|4RPLT|5ASPD|6AART|7RCR|9VULN|aCDMG
513	51111 32152	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2aDMG|3TLV|4DMSP|5VULN|6AART|7RCR|8CDMG|9ASPD
514	11311 52124	   	165.71	DCR|3DMG|1AART|1CDMG|1ASPD	1FEWX|25aDMG|3AART|4CDMG|6RCVC|7RCR|8CGEN|9ASPD
515	11641 31433	 * 	165.63	DCR|4VULN|1DMG|1CDMG	19FEWX|2DMG|3789VULN|49LIT|5RPLT|6RCR|9BPWR|aCDMG
516	11571 62143	   	165.62	DCR|3DMG|1AART|2ASPD|1CDMG	1FEWX|256DMG|3MBVNT|45ASPD|5BPWR|7RCR|8BEXP|9CDMG|aAART
517	51161 32112	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8CDMG|9ERES|aASPD
518	51161 32114	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8CDMG|9ERES|aDUR
519	51161 32121	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8CDMG|9VENICY|aDUR
520	11331 62254	   	165.57	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1FEWX|2DMG|3AART|4MLV|5DUR|6CDMG|7ZMB|8RCR|9VULN|aASPD
521	24112 52243	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3BEXP|4DMG|5CGEN|6aVULN|7RCR|8ZMB|9ASPD
522	24222 52243	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3DMG|4BEXP|5CGEN|6aVULN|7RCR|8ZMB|9ASPD
523	24232 52243	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3DMG|4FEWX|5CGEN|6aVULN|7RCR|8ZMB|9ASPD
524	21311 32133	   	165.54	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1DMSP|2ZMB|3LHND|4DMG|5VULN|6AART|7RCR|89CDMG|aASPD
525	21311 32135	   	165.54	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|5VULN|6AART|7RCR|89CDMG|aDUR
526	11334 52223	   	165.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	15FEWX|2DMG|39AART|4MLV|6VULN|7RCR|8ZMB|aCDMG
527	11334 52234	   	165.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	15FEWX|2DMG|3aAART|4MLV|6VULN|7RCR|8ZMB|9CDMG
528	11334 52353	   	165.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	15FEWX|2DMG|38AART|4MLV|6VULN|7RCR|9ZMB|aCDMG
529	11335 52231	   	165.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|35AART|4MLV|6VULN|7RCR|8ZMB|9CDMG|aLWND
530	11335 52253	   	165.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|35AART|49MLV|6VULN|7RCR|8ZMB|aCDMG
531	11571 62434	   	165.52	DCR|3DMG|1AART|2ASPD|1CDMG	1FEWX|256DMG|3MBVNT|45ASPD|5BPWR|7RCR|8CDMG|9DLOT|aAART
532	41326 15232	   	165.47	ACR|2VULN|2DMG|1AART|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8RMIN|9BELT|aAART
533	51326 15232	   	165.47	ACR|2VULN|2DMG|1AART|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8RMIN|9BELT|aAART
534	24113 52243	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3BEXP|4DMG|5ERES|6aVULN|7RCR|8ZMB|9ASPD
535	24223 52243	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3DMG|4BEXP|5ERES|6aVULN|7RCR|8ZMB|9ASPD
536	24233 52243	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3DMG|4FEWX|5ERES|6aVULN|7RCR|8ZMB|9ASPD
537	32653 48212	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2MBVNT|3LIT|47DMG|5ASPD|6aVULN|8RCR|9AART
538	11335 52235	   	165.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|35AART|4MLV|6VULN|7RCR|8ZMB|9CDMG|aDUST
539	11335 52236	   	165.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|35AART|4MLV|6VULN|7RCR|8ZMB|9CDMG|aTLV
540	41154 32321	   	165.42	DCR|2VULN|2DMG|1AART	18LWND|28DMG|3TLV|4AART|59FEWX|68VULN|7RCR|8BPWR|aRCVC
541	51154 32321	   	165.42	DCR|2VULN|2DMG|1AART	18LHND|28DMG|3TLV|4AART|59FEWX|68VULN|7RCR|8BPWR|aRCVC
542	11353 32443	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9DUR|aLWND
543	11331 22154	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|4MLV|5DUR|6BEXP|7RCR|9aVULN
544	11331 32512	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|4MLV|5DUR|6aVULN|7RCR|9DMSP
545	11331 32564	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|4MLV|5DUR|6aVULN|7RCR|9LWND
546	11334 52342	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	15FEWX|2DMG|38AART|4MLV|6aVULN|7RCR|9DUR
547	24235 32314	   	165.41	DCR|3DMG|1AART|1CDMG|1DUR	1DMSP|2AART|36aDMG|4FEWX|5CDMG|7RCR|8DUR|9RCVC
548	41326 15332	   	165.37	ACR|2VULN|2DMG|1AART|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8TLV|9BELT|aAART
549	51326 15332	   	165.37	ACR|2VULN|2DMG|1AART|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8TLV|9BELT|aAART
550	11578 14113	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|2DMG|3MBVNT|4ASPD|569VULN|7RCR|8RMIN|aAART
551	24232 63363	   	165.31	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3aDMG|4FEWX|5aCGEN|6TLV|7RCR|8LWND|9aVULN|aBPWR
552	11356 32343	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9DUR|aLWND
553	11331 32536	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|4MLV|5DUR|6aVULN|7RCR|9ERES
554	11331 32544	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|4MLV|5DUR|6aVULN|7RCR|9DUST
555	11331 32556	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|4MLV|5DUR|6aVULN|7RCR|9TLV
556	24413 51141	   	165.30	ACR|2DMG|1AART|1VULN|2ASPD	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8LHND|9VULN|aRCVC
557	24413 51241	   	165.30	ACR|2DMG|1AART|1VULN|2ASPD	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8FEWX|9VULN|aRCVC
558	11351 56133	   	165.22	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2aDMG|3AART|4VULN|5DUR|6RCVC|7DUST|8CDMG|9RCR
559	11311 12253	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUR|8RCR|9VULN|aLHND
560	11312 12256	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16FEWX|2DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9aVULN
561	11312 32255	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|26DMG|3AART|4CDMG|5aLHND|7DUR|8RCR|9VULN
562	24231 43316	   	165.21	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36DMG|4FEWX|5LHND|7RCR|8LWND|9aVULN
563	51211 32136	   	165.19	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|2aDMG|3CGEN|4DMSP|5VULN|6AART|7RCR|89CDMG
564	51221 32136	   	165.19	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|2aDMG|34CGEN|5VULN|6AART|7RCR|89CDMG
565	54211 32136	   	165.19	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|23CGEN|4aDMG|5VULN|6AART|7RCR|89CDMG
566	54311 32136	   	165.19	DCR|2DMG|1AART|1VULN|2CDMG	13LHND|2CGEN|4aDMG|5VULN|6AART|7RCR|89CDMG
567	11315 52134	   	165.18	DCR|3DMG|1AART|2CDMG	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9MLV
568	11315 52153	   	165.18	DCR|3DMG|1AART|2CDMG	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9LIT
569	11311 12251	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUR|8RCR|9VULN|aDUST
570	11311 12256	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUR|8RCR|9VULN|aTLV
571	11311 15252	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUST|8RCR|9VULN|aASPD
572	11311 45226	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6DUR|7DUST|8RCR|9LHND|aVULN
573	11312 32216	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9DUST|aVULN
574	11312 32224	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9MBVNT|aVULN
575	11312 32251	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9VULN|aDUST
576	11312 32253	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9VULN|aLEGI
577	11312 35252	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUST|8RCR|9VULN|aASPD
578	24231 43412	   	165.11	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36DMG|4FEWX|5LHND|7RCR|8aVULN|9TLV
579	51161 32134	   	165.09	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|89CDMG|aLIT
580	26311 32146	   	165.09	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|2ERES|3LHND|4aDMG|5VULN|6AART|7RCR|89CDMG
581	51111 32136	   	165.09	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|2aDMG|3TLV|4DMSP|5VULN|6AART|7RCR|89CDMG
582	11315 52116	   	165.08	DCR|3DMG|1AART|2CDMG	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9DUST
583	11311 45216	   	165.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6DUR|79DUST|8RCR|aVULN
584	11311 45251	   	165.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6DUR|7aDUST|8RCR|9VULN
585	51161 32122	   	164.99	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8aCDMG|9VENICY
586	51161 32131	   	164.99	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|89CDMG|aMBVNT
587	11353 32234	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9LHND|aDUR
588	11353 32243	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9ASPD|aLWND
589	11353 32246	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9ASPD|aMLV
590	11334 52242	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15FEWX|2DMG|3AART|4MLV|6aVULN|7RCR|8ZMB|9ASPD
591	11521 16147	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	17FEWX|27DMG|3MBVNT|4ERES|5LWND|67VULN|7BPWR|8RCR|9DUR|aAART
592	11315 52431	   	164.88	DCR|2DMG|1AART|2CDMG|1ASPD|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|69RCVC|7RCR|8ASPD|aDUR
593	26638 42433	   	164.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2ERES|35VULN|4MBVNT|6AART|7DMG|8ZMB|9RCR|aCDMG
594	11353 32244	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9ASPD|aDUST
595	11353 32245	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9ASPD|aERES
596	11354 32234	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8ZMB|9LHND|aDUR
597	11354 32243	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8ZMB|9ASPD|aLWND
598	11356 32223	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8ZMB|9LIT|aDUR
599	11356 32226	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8ZMB|9LIT|aASPD
600	11356 32243	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8ZMB|9ASPD|aLWND
601	11522 16143	   	164.85	DCR|2VULN|2DMG|1AART|1DUR	17FEWX|27DMG|3MBVNT|4ERES|5DUST|67VULN|7BPWR|8RCR|9DUR|aAART
602	11315 34252	   	164.82	DCR|3DMG|1AART|2CDMG|1ASPD	18aFEWX|256DMG|3AART|45CDMG|5BPWR|7ASPD|9RCR
603	11333 32326	   	164.81	DCR|2VULN|2DMG|1AART	189FEWX|28DMG|3AART|4aMLV|5LWND|68VULN|7RCR|8BPWR
604	11333 32353	   	164.81	DCR|2VULN|2DMG|1AART	18aFEWX|28DMG|3AART|4aMLV|5LWND|68VULN|7RCR|8aBPWR|9aTLV
605	11333 32363	   	164.81	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|59aLWND|68VULN|7RCR|8BPWR
606	11315 51152	   	164.79	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RPLT|8LHND|9RCR|aVULN
607	11351 22614	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DMG|3AART|4aVULN|5DUR|6ERES|7RCR|8ZMB|9TLV
608	11311 34253	   	164.72	DCR|3DMG|1AART|2CDMG|1ASPD	18FEWX|256DMG|3AART|4aCDMG|7ASPD|9RCR
609	11315 15433	   	164.72	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6BEXP|7DUST|8DUR|9RCR
610	11315 45333	   	164.72	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6DUR|7DUST|8LWND|9RCR
611	11332 32324	   	164.71	DCR|2VULN|2DMG|1AART	189FEWX|2aDMG|3AART|48MLV|5LEGI|68VULN|7RCR|8BPWR
612	11333 32341	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9DUST|aBEXP
613	11333 32342	   	164.71	DCR|2VULN|2DMG|1AART	18aFEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9DUST
614	11333 32346	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5aLWND|68VULN|7RCR|8BPWR|9DUST
615	11333 32352	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9TLV|aBEXP
616	11333 32364	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|59LWND|68VULN|7RCR|8BPWR|aDUST
617	11333 32365	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|59LWND|68VULN|7RCR|8BPWR|aERES
618	11333 32366	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|59LWND|68VULN|7RCR|8BPWR|aBASICY
619	11356 22312	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4aVULN|5TLV|68BEXP|7RCR|8BPWR|9DMSP
620	11356 22363	   	164.71	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|49VULN|5TLV|68BEXP|7RCR|8BPWR|aLWND
621	24421 33316	   	164.62	ACR|2AART|2VULN|1CDMG|1DUR	1DMSP|28AART|3RCR|4LHND|5DUR|6aVULN|7RCVC|9CDMG
622	11333 32343	   	164.61	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9aDUST
623	11333 32345	   	164.61	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9DUST|aERES
624	11333 32351	   	164.61	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9TLV|aLEGI
625	11355 22325	   	164.61	DCR|2VULN|2DMG|1AART	189FEWX|28DMG|3AART|4aVULN|5LWND|68ERES|7RCR|8BPWR
626	11355 22353	   	164.61	DCR|2VULN|2DMG|1AART	18aFEWX|28DMG|3AART|4aVULN|5LWND|68ERES|7RCR|8aBPWR|9aTLV
627	11355 22363	   	164.61	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4aVULN|59LWND|68ERES|7RCR|8BPWR
628	11356 22352	   	164.61	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4aVULN|59TLV|68BEXP|7RCR|8BPWR
629	11315 15226	   	164.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUST|8RCR|9LHND|aVULN
630	11353 22331	   	164.51	DCR|2VULN|2DMG|1AART	1FEWX|29DMG|3AART|4aVULN|5RMIN|6BEXP|7RCR|8LSRHEA
631	11356 32521	   	164.51	DCR|2VULN|2DMG|1AART	1FEWX|2aDMG|3AART|46VULN|5TLV|7RCR|8CGEN|9LIT
632	11315 15216	   	164.49	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|79DUST|8RCR|aVULN
633	11315 15251	   	164.49	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7aDUST|8RCR|9VULN
634	24421 33223	   	164.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|29AART|3RCR|4LHND|5DUR|6VULN|7RCVC|8ZMB|aDMG
635	24462 33223	   	164.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|29AART|3RCR|4DUR|5LHND|6VULN|7RCVC|8ZMB|aDMG
636	11354 22331	   	164.41	DCR|2VULN|2DMG|1AART	1FEWX|29DMG|3AART|4aVULN|5NUKE|6BEXP|7RCR|8LSRHEA
637	32413 72351	 * 	164.39	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1MGNLIT|2MBVNT|3DMG|4CDMG|58ASPD|6VULN|7RCR|9aAART
638	51161 32241	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8ZMB|9ASPD|aRCVC
639	32481 45742	   	164.35	DCR|2VULN|2DMG|1AART|1DUR	18MGNLIT|2MBVNT|38DMG|4BEXP|5BASHEA|68VULN|7AART|8BPWR|9RCR|aDUR
640	32481 45744	   	164.35	DCR|2VULN|2DMG|1AART|1ASPD	18MGNLIT|2MBVNT|38DMG|4BEXP|5BASHEA|68VULN|7AART|8BPWR|9RCR|aASPD
641	24413 72232	   	164.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMSP|2AART|3RCR|4MBVNT|5ASPD|6VULN|7CGEN|8ZMB|9CDMG|aDMG
642	24442 13221	   	164.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	15DMSP|2AART|3RCR|47VULN|6ASPD|8DMG|9DUR|aBEXP
643	24442 13222	   	164.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	15DMSP|2AART|3RCR|47VULN|6ASPD|8DMG|9DUR|aLWND
644	24442 13223	   	164.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	15DMSP|2AART|3RCR|47VULN|6ASPD|8DMG|9DUR|aFEWX
645	24411 34544	 * 	164.32	ACR|3VULN|2AART|1DUR	1DMSP|28AART|3RCR|4MBVNT|5FEWX|679VULN|aDUR
