0	Index      	 *	Score 	Summary	Detail	
1	56363 33331	 * 	213.29	DCR|2VULN|2ASPD|1AART|2CDMG|2DUR	18VULN|28ASPD|3AME|46CDMG|58DUR|7BELT|8BPWR|9RCR|aAART
479	22121 55333	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2DMSP|36DMG|4LEGI|56VULN|6BPWR|7ASPD|8CGEN|9RCR|aFEWX
480	22121 55334	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2DMSP|36DMG|4LEGI|56VULN|6BPWR|7ASPD|8CGEN|9RCR|aMLV
481	22121 55335	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2DMSP|36DMG|4LEGI|56VULN|6BPWR|7ASPD|8CGEN|9RCR|aBEXP
482	54334 33311	   	185.83	ACR|2VULN|2ASPD|1AART|1DMG|1AAC|1DUR	19VULN|2RCR|3AART|4AELBLL|57ASPD|6AAC|8DUR|aDMG
483	25342 33632	   	185.79	DCR|3VULN|1ASPD|1DMG|1ZMB|1MSE	1ZMB|2ERES|3DMG|478VULN|5DUST|6ASPD|9RCR|aMSE
484	21342 61622	   	185.77	DCR|4VULN|1DMG|1ZMB	1ZMB|2CGEN|3DMG|468aVULN|5DUST|7RCR|9LWND
485	55353 42123	   	185.76	DCR|3VULN|1AART|1CDMG|1DUR	16aVULN|2DUR|3AART|4MBVNT|5CDMG|7TSLFST|8RCR|9MLV
486	21342 33331	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5DUST|6ASPD|9RCR|aLWND
487	21342 33333	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5DUST|6ASPD|9RCR|aFEWX
488	21342 33334	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5DUST|6ASPD|9RCR|aMLV
489	21342 33335	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5DUST|6ASPD|9RCR|aBEXP
490	25344 33331	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2ERES|38DMG|47VULN|5FEWX|6ASPD|9RCR|aLWND
491	25344 33333	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2ERES|38DMG|47VULN|5aFEWX|6ASPD|9RCR
492	21344 33332	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB|1MSE	1ZMB|2CGEN|38DMG|47VULN|5FEWX|6ASPD|9RCR|aMSE
493	21344 33336	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1ZMB|2CGEN|38DMG|47VULN|5FEWX|6ASPD|9RCR|aSELL
494	22121 55332	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB|1MSE	1ZMB|2DMSP|36DMG|4LEGI|56VULN|6BPWR|7ASPD|8CGEN|9RCR|aMSE
495	22121 55336	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1ZMB|2DMSP|36DMG|4LEGI|56VULN|6BPWR|7ASPD|8CGEN|9RCR|aSELL
496	54142 11321	 * 	185.73	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	156VULN|2RCR|3DMG|4LIT|7DUR|8AART|9MLV|aCDMG
497	54334 11212	 * 	185.73	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	179VULN|2RCR|3AART|4AELBLL|5ASPD|6DUR|8CGEN|aCDMG
498	65132 24313	   	185.72	DCR|2VULN|2DMG|1ASPD|1DUR	1SNIFST|2DUR|3ASPD|45DMG|67VULN|8RCR|9SPLJET|aMBVNT
499	55121 14312	   	185.72	DCR|2VULN|2DMG|1ASPD|1DUR	17VULN|2DUR|3aDMG|4DMSP|5CANARM|6ASPD|8RCR|9SPLJET
500	21321 14611	   	185.72	ACR|2VULN|2AART|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|4RCR|5BASFIG|6ASPD|7aVULN|89AART
501	21342 33332	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB|1MSE	1ZMB|2CGEN|38DMG|47VULN|5DUST|6ASPD|9RCR|aMSE
502	21342 33336	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1ZMB|2CGEN|38DMG|47VULN|5DUST|6ASPD|9RCR|aSELL
503	25342 33331	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2ERES|38DMG|47VULN|5DUST|6ASPD|9RCR|aLWND
504	25342 33333	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2ERES|38DMG|47VULN|5DUST|6ASPD|9RCR|aFEWX
505	25342 33334	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2ERES|38DMG|47VULN|5DUST|6ASPD|9RCR|aMLV
506	25342 33335	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2ERES|38DMG|47VULN|5DUST|6ASPD|9RCR|aBEXP
507	25344 33332	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB|1MSE	1ZMB|2ERES|38DMG|47VULN|5FEWX|6ASPD|9RCR|aMSE
508	25321 14611	   	185.62	ACR|2VULN|2AART|1ASPD|1DMG|1ZMB	1ZMB|2ERES|3DMG|4RCR|5BASFIG|6ASPD|7aVULN|89AART
509	26321 14611	   	185.62	ACR|2VULN|2AART|1ASPD|1DMG|1ZMB	1ZMB|2TLV|3DMG|4RCR|5BASFIG|6ASPD|7aVULN|89AART
510	23365 33231	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2DUST|3AME|4CDMG|5ASPD|6aDMG|7RCR|8BEXP|9VULN
511	25315 33231	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2ERES|3aDMG|4CDMG|5ASPD|6FEWX|7RCR|8BEXP|9VULN
512	25315 33531	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2ERES|3aDMG|4CDMG|5ASPD|6FEWX|7RCR|8LWND|9VULN
513	26315 33231	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2TLV|3aDMG|4CDMG|5ASPD|6FEWX|7RCR|8BEXP|9VULN
514	26315 33531	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2TLV|3aDMG|4CDMG|5ASPD|6FEWX|7RCR|8LWND|9VULN
515	21522 11632	   	185.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ZMB|2CGEN|35DUR|48VULN|6ERES|7RCR|9AART|aCDMG
516	55111 33412	   	185.59	DCR|3VULN|2DMG|1DUR	16aVULN|2DUR|3aDMG|4BEXP|59DUST|7RCR|8aMLV|aBPWR
517	54142 11323	   	185.56	ACR|3VULN|2AART|1DMG|1DUR	156VULN|2RCR|3DMG|4LIT|7DUR|8aAART|9MLV
518	25342 33332	   	185.54	DCR|2VULN|2DMG|1ASPD|1ZMB|1MSE	1ZMB|2ERES|38DMG|47VULN|5DUST|6ASPD|9RCR|aMSE
519	25342 33336	   	185.54	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1ZMB|2ERES|38DMG|47VULN|5DUST|6ASPD|9RCR|aSELL
520	54322 43312	   	185.53	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	179VULN|2RCR|3AART|45TLV|6ASPD|8DUR|aCDMG
521	53321 45311	 * 	185.49	DCR|3VULN|2DMG|1NUKE|1DUR	145VULN|2NUKE|3AME|6BEXP|7RCR|8aDMG|9DUR
522	55111 33622	   	185.49	DCR|3VULN|2DMG|1DUR	16aVULN|2DUR|3aDMG|48BEXP|5DUST|7RCR|9aTLV|aBPWR
523	56325 32121	   	185.44	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	14VULN|2ASPD|3AME|5AAC|6CDMG|7DMG|8RCR|9FEWX|aMDPS
524	53321 15311	   	185.39	DCR|3VULN|2DMG|1NUKE|1DUR	145VULN|2NUKE|3AME|6DUST|7RCR|8aDMG|9DUR
525	23514 33236	   	185.36	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2DUST|36VULN|4BEXP|5DUR|7RCR|8RCVC|9AART|aASPD
526	53515 22121	 * 	185.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1CDMG	13VULN|2NUKE|4CDMG|5ASPD|6ERES|7DMG|8RCR|9FEWX|aMDPS
527	54142 11311	   	185.33	ACR|4VULN|1AART|1DMG|1DUR	156aVULN|2RCR|3DMG|49LIT|7DUR|8AART
528	54112 11513	   	185.31	ACR|2VULN|2AART|2DMG|1DUR	17VULN|2RCR|37DMG|47BEXP|5aAART|6LEGI|7BPWR|8DUR|9DUST
529	54324 11211	   	185.23	ACR|4VULN|1AART|1DMG|1DUR	1579VULN|2RCR|3AART|4TLV|6DUR|8CGEN|aDMG
530	22111 21223	 * 	185.23	DCR|1MDPS|2DMG|1VULN|1AART|1CDMG|1ZMB	1ZMB|2DMSP|3aDMG|4DUST|5VULN|6MDPS|7AART|8CDMG|9RCR
531	22164 33511	   	185.09	DCR|3DMG|2VULN|1ZMB|1SELL	1ZMB|2DMSP|359DMG|4ERES|6SELL|7RCR|8aVULN
532	16262 13433	   	184.93	DCR|2VULN|1AART|1ASPD|2DUR	1RPLT|2RCVC|3AART|4ASPD|5BELT|6RCR|78DUR|9aVULN
533	54112 23422	   	184.81	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39DMG|4BEXP|5AART|68LWND|79CDMG|9BPWR|aLHND
534	54152 23322	   	184.81	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39DMG|48FEWX|5AART|6LWND|79CDMG|9BPWR|aLHND
535	21314 35532	   	184.73	DCR|3DMG|1VULN|2CDMG|1ZMB	1ZMB|2CGEN|38aDMG|47CDMG|5MLV|6VULN|9RCR
536	54112 23421	   	184.71	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39DMG|4BEXP|5AART|68LWND|79CDMG|9BPWR|aERES
537	54112 23423	   	184.71	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39DMG|4BEXP|5AART|68LWND|79CDMG|9BPWR|aDUST
538	54152 23321	   	184.71	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39DMG|48FEWX|5AART|6LWND|79CDMG|9BPWR|aERES
539	54152 23323	   	184.71	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39DMG|48FEWX|5AART|6LWND|79CDMG|9BPWR|aDUST
540	54631 12212	 * 	184.61	ACR|3VULN|1AART|2CDMG|1ASPD|1SELL	169VULN|2RCR|3SELL|4ASPD|5LWND|7AART|8aCDMG
541	54633 12212	 * 	184.61	ACR|3VULN|1AART|2CDMG|1ASPD|1SELL	169VULN|2RCR|3SELL|4ASPD|5FEWX|7AART|8aCDMG
542	16262 13431	   	184.61	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1RPLT|2RCVC|3AART|4ASPD|5BELT|6RCR|78DUR|9VULN|aDMG
543	12243 34325	 * 	184.52	ACR|3VULN|3ASPD|1AART	1RPLT|239LWND|4RCR|569VULN|79aASPD|8AART|9BPWR
544	46321 31611	   	184.45	DCR|2VULN|2ASPD|1DMG|1DUR	1FEWX|26ASPD|3AME|48VULN|5CGEN|7RCR|9DUR|aDMG
545	56311 31611	   	184.45	DCR|2VULN|2ASPD|1DMG|1DUR	18VULN|26ASPD|3AME|4LHND|5CGEN|7RCR|9DUR|aDMG
546	56321 33531	   	184.43	DCR|4VULN|1SPLARM|1ASPD|1AAC	1456VULN|2ASPD|3AME|7DUST|8RCR|9AAC|aSPLARM
547	55121 14321	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	17VULN|2DUR|3DMG|4DMSP|5CANARM|6ASPD|8RCR|9CDMG|aLWND
548	55121 14323	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	17VULN|2DUR|3DMG|4DMSP|5CANARM|6ASPD|8RCR|9CDMG|aCGEN
549	61532 24332	   	184.34	DCR|3VULN|2DMG|1DUR	1SNIFST|2AME|3DUR|45DMG|67aVULN|8RCR|9RCVC
550	53514 22222	   	184.31	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	13VULN|2NUKE|4CDMG|5MLV|6ERES|7ASPD|8ZMB|9RCR|aDMG
551	54112 31333	 * 	184.29	ACR|2DMG|1VULN|1AART|2CDMG|1ASPD	1VULN|2RCR|3aDMG|4BEXP|5AART|67CDMG|8ASPD|9BELT
552	54152 31333	   	184.29	ACR|2DMG|1VULN|1AART|2CDMG|1ASPD	1VULN|2RCR|3aDMG|4FEWX|5AART|67CDMG|8ASPD|9BELT
553	54112 36122	   	184.29	ACR|2DMG|1VULN|1AART|2CDMG|1ASPD	1VULN|2RCR|37DMG|4BEXP|5AART|69CDMG|8SPLJET|aASPD
554	54112 36223	   	184.29	ACR|2DMG|1VULN|1AART|2CDMG|1ASPD	1VULN|2RCR|37DMG|4BEXP|5AART|68CDMG|9ASPD|aFEWX
555	55121 14322	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	17VULN|2DUR|3DMG|4DMSP|5CANARM|6ASPD|8RCR|9CDMG|aTLV
556	21222 23431	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2CGEN|3BEXP|49VULN|5DUR|6ASPD|7RCR|8MLV|aAART
557	56311 31633	   	184.25	DCR|3VULN|2ASPD|1ZMB	189VULN|26ASPD|3AME|4LHND|5CGEN|7RCR|aZMB
558	54112 36221	   	184.19	ACR|2DMG|1VULN|1AART|2CDMG|1ASPD|1MSE	1VULN|2RCR|37DMG|4BEXP|5AART|68CDMG|9ASPD|aMSE
559	54112 36222	   	184.19	ACR|2DMG|1VULN|1AART|2CDMG|1ASPD	1VULN|2RCR|37DMG|4BEXP|5AART|68CDMG|9ASPD|aTLV
560	23523 15223	   	184.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|25DUST|35VULN|4DMSP|5BPWR|6DMG|7RCR|8LIT|9DUR|aAART
561	21222 23333	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2CGEN|3BEXP|4aVULN|5DUR|6ASPD|7RCR|8MBVNT|9AART
562	56531 22133	   	184.15	DCR|3VULN|2ASPD|1ZMB	135VULN|29ASPD|4ZMB|6LIT|7RCR|8ERES|aCGEN
563	51516 32122	   	184.13	DCR|2VULN|2ASPD|1DMG|1ZMB|1SELL	13VULN|2ERES|4SELL|5aASPD|6ZMB|7DMG|8RCR|9FEWX
564	55111 33337	   	184.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8MBVNT|9AART|aZMB
565	23521 14324	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|2DUST|37aVULN|4DMSP|5CANARM|6ASPD|8RCR|9CDMG
566	53521 22324	   	184.05	DCR|3VULN|1DMG|1NUKE|1CDMG|1AAC|1DUR	135VULN|2NUKE|4AAC|6LIT|7RCR|8DMG|9DUR|aCDMG
567	56531 22131	   	184.05	DCR|3VULN|2ASPD|1ZMB	135VULN|29ASPD|4ZMB|6LIT|7RCR|8ERES|aDUST
568	52624 21133	   	184.01	DCR|3VULN|1AART|3DUR	157VULN|2MLV|39aDUR|4AART|6RCR|8LIT
569	23543 16113	   	183.95	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2DUST|378VULN|4LIT|5DUR|6RCR|9CGEN|aAART
570	21315 15161	 * 	183.91	DCR|2DMG|3ZMB|1ASPD|1CDMG|1DUR	169ZMB|2CGEN|3aDMG|4CDMG|5ASPD|7DUR|8RCR
571	52512 15312	   	183.90	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	13aVULN|2MLV|4SELL|5CDMG|6DUST|7RCR|8DMG|9DUR
572	23542 21143	   	183.89	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2DUST|359VULN|4LIT|6BELT|7AART|8CDMG|aRCR
573	33524 16132	   	183.86	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUST|358VULN|4AART|6DUR|7MULARM|9RCR|aCDMG
574	56412 33222	   	183.85	DCR|4VULN|1ASPD|1DUR	169aVULN|2ASPD|3LHND|4BEXP|5DUR|7RCR|8BELT
575	51512 15312	   	183.80	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	13aVULN|2ERES|4SELL|5CDMG|6DUST|7RCR|8DMG|9DUR
576	56121 11124	 * 	183.79	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1VULN|2ASPD|3MDPS|4DUR|5MLV|6CDMG|7aAART|8RCR|9RPLT
577	22111 55225	   	183.78	DCR|2VULN|1ASPD|1DMG|2ZMB|1DUR	16ZMB|2DMSP|3DMG|4DUST|56VULN|6BPWR|7RCR|8LIT|9DUR|aASPD
578	53531 51313	   	183.77	DCR|4VULN|1DMG|1NUKE|1ZMB	135aVULN|2NUKE|4ZMB|6AME|7DMG|8RCR|9AELBLL
579	53531 51321	   	183.77	DCR|4VULN|1DMG|1NUKE|1ZMB	1359VULN|2NUKE|4ZMB|6aAME|7DMG|8RCR
580	56531 33311	   	183.77	DCR|4VULN|1ASPD|1ZMB	1356VULN|2ASPD|4ZMB|7DUST|8RCR|9AELBLL|aAME
581	56531 33312	   	183.77	DCR|4VULN|1ASPD|1ZMB	1356VULN|2ASPD|4ZMB|7DUST|8RCR|9AELBLL|aFEWX
582	52321 33553	   	183.77	DCR|4VULN|1ASPD|1ZMB	1456VULN|2MLV|3AME|7DUST|8RCR|9ASPD|aZMB
583	56333 31363	   	183.76	DCR|3VULN|1ASPD|1CDMG|1DUR|2SELL	19aVULN|2ASPD|3AME|48SELL|5DUR|6CDMG|7RCR
584	53321 45312	   	183.75	DCR|4VULN|1DMG|1NUKE|1DUR	145aVULN|2NUKE|3AME|6BEXP|7RCR|8DMG|9DUR
585	55113 33382	   	183.75	DCR|4VULN|1DMG|1DUR	169aVULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8MBVNT
586	21315 32113	   	183.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2CGEN|37DMG|4CDMG|5ASPD|6FEWX|8RCR|9LIT|aVULN
587	21315 32153	   	183.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2CGEN|37DMG|4CDMG|5ASPD|6FEWX|8RCR|9BEXP|aVULN
588	21316 12132	   	183.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|269CGEN|3aDMG|4CDMG|5VULN|7ASPD|8RCR
589	21345 32132	   	183.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|259CGEN|3aDMG|4VULN|6CDMG|7ASPD|8RCR
590	53531 33351	   	183.67	DCR|4VULN|1ASPD|1NUKE|1ZMB	1356VULN|2NUKE|4ZMB|7DUST|8RCR|9ASPD|aVENFST
591	53531 33352	   	183.67	DCR|4VULN|1ASPD|1NUKE|1ZMB	1356VULN|2NUKE|4ZMB|7DUST|8RCR|9ASPD|aLIT
592	53531 51322	   	183.67	DCR|4VULN|1DMG|1NUKE|1ZMB	1359VULN|2NUKE|4ZMB|6AME|7DMG|8RCR|aMSLREG
593	51321 33553	   	183.67	DCR|4VULN|1ASPD|1ZMB	1456VULN|2ERES|3AME|7DUST|8RCR|9ASPD|aZMB
594	53321 33553	   	183.67	DCR|4VULN|1ASPD|1NUKE|1ZMB	1456VULN|2NUKE|3AME|7DUST|8RCR|9ASPD|aZMB
595	52512 15311	   	183.66	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	13VULN|2MLV|4SELL|5CDMG|6DUST|7RCR|8aDMG|9DUR
596	53321 15312	   	183.65	DCR|4VULN|1DMG|1NUKE|1DUR	145aVULN|2NUKE|3AME|6DUST|7RCR|8DMG|9DUR
597	55111 33383	   	183.65	DCR|4VULN|1DMG|1DUR	169aVULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8MBVNT
598	56322 11613	   	183.65	DCR|4VULN|1ASPD|1DUR	148aVULN|2ASPD|3AME|5DUST|6ERES|7RCR|9DUR
599	56322 31613	   	183.65	DCR|4VULN|1ASPD|1DUR	148aVULN|2ASPD|3AME|5DUST|6TLV|7RCR|9DUR
600	52512 33523	 * 	183.64	DCR|5VULN|1CDMG|1SELL	1369aVULN|2MLV|4SELL|5CDMG|7DUST|8RCR
601	51515 22122	   	183.62	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR|1SELL	135VULN|2ERES|4SELL|6DUR|7ASPD|8AAC|9RCR|aDMG
602	21316 12162	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|26CGEN|3aDMG|4CDMG|5VULN|7ASPD|8RCR|9ERES
603	25316 22132	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2ERES|3aDMG|4CDMG|5VULN|6DMSP|7ASPD|8RCR|9CGEN
604	21345 32162	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|25CGEN|3aDMG|4VULN|6CDMG|7ASPD|8RCR|9ERES
605	53521 33353	   	183.57	DCR|4VULN|1ASPD|1NUKE|1AAC|1ZMB	1356VULN|2NUKE|4AAC|7DUST|8RCR|9ASPD|aZMB
606	51512 15311	   	183.56	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	13VULN|2ERES|4SELL|5CDMG|6DUST|7RCR|8aDMG|9DUR
607	51512 33523	 * 	183.54	DCR|5VULN|1CDMG|1SELL	1369aVULN|2ERES|4SELL|5CDMG|7DUST|8RCR
608	25316 22162	   	183.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|29ERES|3aDMG|4CDMG|5VULN|6DMSP|7ASPD|8RCR
609	26316 22162	   	183.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2TLV|3aDMG|4CDMG|5VULN|6DMSP|7ASPD|8RCR|9ERES
610	56323 11613	   	183.48	DCR|3VULN|1ASPD|2DUR|1ZMB	148VULN|2ASPD|3AME|59DUR|6ERES|7RCR|aZMB
611	56323 31613	   	183.48	DCR|3VULN|1ASPD|2DUR|1ZMB	148VULN|2ASPD|3AME|59DUR|6TLV|7RCR|aZMB
612	56321 15213	   	183.37	DCR|3VULN|1AART|1ASPD	145VULN|2ASPD|3AME|6DUST|7RCR|8LIT|9FEWX|aAART
613	52624 21331	   	183.36	DCR|3VULN|1AART|1DMG|1AAC|1DUR	157VULN|2MLV|3DUR|4AART|6RCR|8AELBLL|9AAC|aDMG
614	54142 12322	   	183.36	ACR|3VULN|2DMG|1ASPD|1DUR	156VULN|2RCR|38DMG|4LIT|7ASPD|9RMIN|aDUR
615	13452 24312	   	183.30	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1DUR	1RPLT|2MLV|38DMG|4DUR|5CDMG|6MDPS|7VULN|9RCR|aAART
