0	Index      	 *	Score 	Summary	Detail	
1	53162 26311	 * 	201.35	ACR|5VULN|2DMG|2DUR	1RCR|28TLV|35DMG|4578aVULN|58BPWR|68DUR|9RCVC
472	21515 31124	   	172.52	ACR|3VULN|1AART|2ASPD|2DUR	1AART|28ASPD|3RCR|48aVULN|5ERES|6LIT|78DUR|8BPWR|9DMSP
473	31163 52234	   	172.51	DCR|3VULN|3ZMB|1DMG|1CDMG	156ZMB|2LWND|3DMG|467VULN|6BPWR|8DUST|9RCR|aCDMG
474	32163 52134	   	172.51	DCR|3VULN|3ZMB|1DMG|1CDMG	156ZMB|2DUST|3DMG|467VULN|6BPWR|8BEXP|9RCR|aCDMG
475	21253 22414	   	172.50	DCR|2DMG|1AART|2ZMB|1CDMG|2ASPD	1AART|27ASPD|3aRCVC|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9AIRHEL
476	52115 12432	   	172.49	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1RCR|2LWND|3TLV|4SELL|5aDMG|6VULN|7AART|8DUR|9CDMG
477	52315 12432	   	172.49	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1RCR|2LWND|3ERES|4SELL|5aDMG|6VULN|7AART|8DUR|9CDMG
478	21223 54263	   	172.44	ACR|3DMG|1AART|2ASPD|1CDMG	1AART|27ASPD|3RCVC|47aDMG|5RCR|67TLV|7BPWR|8LHND|9CDMG
479	21553 21116	   	172.43	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	19AART|2ASPD|3RCR|45LWND|6DUR|7CDMG|8VULN|aDMG
480	22223 41355	   	172.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3DUST|48VULN|5BELT|6RCR|7CDMG|9DMG|aRCVC
481	36332 26212	   	172.38	ACR|4VULN|1AART|1ZMB|1DUR	1ZMB|2ERES|3678VULN|4RCR|5DUR|9RCVC|aAART
482	42334 13334	   	172.38	ACR|2VULN|2DMG|1AART|1DUR	12LWND|39VULN|4RCR|5DUR|6AART|7RCVC|8aDMG
483	43334 13334	   	172.38	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2DMSP|39VULN|4RCR|5DUR|6AART|7RCVC|8aDMG
484	63334 13334	   	172.38	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|2RMIN|39VULN|4RCR|5DUR|6AART|7RCVC|8aDMG
485	25221 23164	 * 	172.36	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|28FEWX|3DUST|48VULN|59CGEN|6FLTHEA|78DMG|8BPWR|aRCR
486	53162 23151	   	172.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7ASPD|8FEWX|9CDMG|aBEXP
487	53162 23152	   	172.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7ASPD|8FEWX|9CDMG|aCGEN
488	53162 23153	   	172.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7ASPD|8FEWX|9CDMG|aBELT
489	53162 23532	   	172.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7ASPD|8MLV|9LHND|aCDMG
490	53162 33335	   	172.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7ASPD|8DMSP|9DUR|aCDMG
491	53162 36232	   	172.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7CGEN|8ASPD|9DUR|aCDMG
492	21542 23621	   	172.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	18AART|2ASPD|3RCR|4CDMG|5DUR|6BEXP|7ERES|9VULN|aDMG
493	21512 14611	   	172.29	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1aAART|2ASPD|3RCR|4VULN|5ZMB|6RCVC|7MLV|8DMG|9DUR
494	46323 14312	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2AART|3LHND|49VULN|5DMG|6BELT|7RCR|8ZMB|aCDMG
495	25221 23134	   	172.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|28FEWX|39DUST|48VULN|5CGEN|6FLTHEA|78DMG|8BPWR|aRCR
496	26221 23134	   	172.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|28LWND|39DUST|48VULN|5CGEN|6FLTHEA|78DMG|8BPWR|aRCR
497	53162 23326	   	172.26	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7ASPD|8DMSP|9MBVNT|aCDMG
498	53162 44242	   	172.26	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|7CGEN|8ASPD|9CDMG|aDUR
499	36332 12621	 * 	172.24	ACR|3VULN|1AART|3DUR|2ZMB	18ZMB|2ERES|389VULN|4RCR|578DUR|6AART|8BPWR|aLHND
500	36332 12622	   	172.24	ACR|3VULN|1AART|3DUR|2ZMB	18ZMB|2ERES|389VULN|4RCR|578DUR|6AART|8BPWR|aCGEN
501	36332 12624	   	172.24	ACR|3VULN|1AART|3DUR|2ZMB	18ZMB|2ERES|389VULN|4RCR|578DUR|6AART|8BPWR|aRMIN
502	36332 12625	   	172.24	ACR|3VULN|1AART|3DUR|2ZMB	18ZMB|2ERES|389VULN|4RCR|578DUR|6AART|8BPWR|aFEWX
503	15234 12113	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aRPLT
504	15234 12114	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aRMIN
505	15234 12115	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aLWND
506	15234 12116	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aBEXP
507	53162 26122	   	172.23	ACR|3VULN|2DMG|2DUR|2SELL	1RCR|2TLV|35DMG|457VULN|5BPWR|6aDUR|89SELL
508	22223 46311	   	172.20	DCR|3VULN|1AART|1CDMG|2DUR	1AART|29DUR|3DUST|479VULN|5BELT|6RCR|89CGEN|9BPWR|aCDMG
509	21512 11611	   	172.19	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1aAART|2ASPD|3RCR|4VULN|5ZMB|6RCVC|7ERES|8DMG|9DUR
510	51314 12151	   	172.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2LHND|3VULN|4DMSP|57DUR|6AART|8ZMB|9CDMG|aDMG
511	21223 31654	   	172.14	ACR|3DMG|1AART|1VULN|1ASPD	1AART|2ASPD|3RCVC|48aDMG|5RCR|6VULN|7ERES|9LWND
512	21223 34625	   	172.14	ACR|3DMG|1AART|1VULN|1ASPD	1AART|2ASPD|3RCVC|48aDMG|5RCR|6VULN|7MLV|9MBVNT
513	36332 12623	   	172.14	ACR|3VULN|1AART|3DUR|2ZMB	18ZMB|2aERES|389VULN|4RCR|578DUR|6AART|8BPWR
514	15234 12111	   	172.13	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aMBVNT
515	52362 11421	   	172.04	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2LWND|3ERES|4ZMB|58DUR|6AART|7CDMG|9VULN|aDMG
516	21223 31625	   	172.04	ACR|3DMG|1AART|1VULN|1ASPD	1AART|2ASPD|3RCVC|48aDMG|5RCR|6VULN|7ERES|9MBVNT
517	53162 33152	   	172.03	ACR|2VULN|2DMG|2ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7aASPD|8FEWX|9CDMG
518	21513 11151	   	172.02	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|48VULN|5LWND|6RCVC|7CDMG|9ZMB|aDUR
519	51314 12316	   	172.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2LHND|3aVULN|4DMSP|57DUR|6AART|8DMG|9ASPD
520	51314 12332	   	172.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2LHND|39VULN|4DMSP|57DUR|6AART|8DMG|aASPD
521	51364 12332	   	172.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|24LHND|39VULN|57DUR|6AART|8DMG|aASPD
522	52264 12332	   	172.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|23LWND|49VULN|57DUR|6AART|8DMG|aASPD
523	21511 23324	 * 	172.01	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	1aAART|29ASPD|3RCR|4VULN|5MBVNT|6MGNSTR|7DMG|8CDMG
524	22223 45511	   	172.00	DCR|3VULN|1AART|1CDMG|2DUR	1AART|29DUR|3DUST|489VULN|5BELT|6RCR|79TLV|9BPWR|aCDMG
525	22223 46611	   	172.00	DCR|3VULN|1AART|1CDMG|2DUR	1AART|29DUR|3DUST|479VULN|5BELT|6RCR|89ERES|9BPWR|aCDMG
526	21556 32121	   	171.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|49LWND|5DUR|6VULN|7CDMG|8ZMB|aDMG
527	21513 12534	   	171.94	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3RCR|49VULN|5LWND|6RCVC|7LHND|aDMG
528	53162 33226	   	171.93	ACR|2VULN|2DMG|2ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|78ASPD|9MBVNT|aCDMG
529	53162 43243	   	171.93	ACR|2VULN|2DMG|2ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|78ASPD|9CDMG|aFEWX
530	53162 43244	   	171.93	ACR|2VULN|2DMG|2ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|78ASPD|9CDMG|aRPLT
531	53162 43342	   	171.93	ACR|2VULN|2DMG|2ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|7aASPD|8DMSP|9CDMG
532	21516 11126	   	171.92	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|48VULN|5DUR|6RCVC|7CDMG|9DUST|aZMB
533	21516 11152	   	171.92	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|48VULN|5DUR|6RCVC|7CDMG|9ZMB|aERES
534	21516 11153	   	171.92	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|48VULN|5DUR|6RCVC|7CDMG|9ZMB|aBASICY
535	21511 11148	   	171.92	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|48VULN|5MBVNT|6RCVC|7CDMG|9DUR|aZMB
536	53264 12332	   	171.92	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2TLV|3CGEN|49VULN|57DUR|6AART|8DMG|aASPD
537	21511 62352	   	171.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5MBVNT|6BELT|7DUR|8ZMB|9DMG|aCDMG
538	21511 73371	   	171.86	ACR|3VULN|2AART|1DUR|1ASPD	1aAART|2ASPD|3RCR|489VULN|5MBVNT|6DUR|7LWND
539	21511 74371	   	171.86	ACR|3VULN|2AART|1ASPD|1DUR	1aAART|2ASPD|3RCR|489VULN|5MBVNT|6DUR|7LHND
540	21511 76421	   	171.86	ACR|3VULN|2AART|1ASPD|1DUR	1aAART|2ASPD|3RCR|478VULN|5MBVNT|6DUR|9CGEN
541	51515 12221	   	171.85	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCR|2LHND|3ZMB|4SELL|5DMG|69VULN|7AART|8RCVC|aDUR
542	51515 12222	   	171.85	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1RCR|2LHND|3ZMB|4SELL|5DMG|69VULN|7AART|8RCVC|aASPD
543	21511 12635	   	171.84	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3RCR|49VULN|5MBVNT|6RCVC|7LWND|aDMG
544	21514 53211	   	171.83	ACR|3VULN|2AART|2ASPD	1aAART|29ASPD|3RCR|469VULN|5CGEN|7FEWX|89BEXP|9BPWR
545	53162 43241	   	171.83	ACR|2VULN|2DMG|2ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|78ASPD|9CDMG|aDUST
546	22123 42134	   	171.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|27DUR|3CGEN|4RCR|5TLV|69VULN|8ZMB|aDMG
547	21515 52211	   	171.73	ACR|3VULN|2AART|2ASPD	1aAART|29ASPD|3RCR|469VULN|5ERES|7FEWX|89BEXP|9BPWR
548	21551 36411	   	171.73	ACR|3VULN|2AART|2ASPD	1aAART|29ASPD|3RCR|4LWND|5MBVNT|679VULN|89CGEN|9BPWR
549	53131 36325	 * 	171.73	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|28TLV|3aDMG|4RMIN|5RPLT|68VULN|78CDMG|8BPWR|9DUR
550	21511 15138	   	171.70	ACR|3VULN|1AART|2ASPD|1DUR	1AART|28ASPD|3RCR|48aVULN|5MBVNT|67RCVC|8BPWR|9DUR
551	35234 41111	   	171.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3CGEN|4RCR|59AART|6VULN|7CDMG|8MLV|aDMG
552	35234 53112	   	171.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3CGEN|4RCR|59AART|6CDMG|7DMG|8VULN|aDMSP
553	21513 11152	   	171.69	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|2aASPD|3RCR|48VULN|5LWND|6RCVC|7CDMG|9ZMB
554	46221 23134	   	171.66	DCR|2VULN|2DMG|1AART|1FLTHEA	18LWND|2AART|39DUST|48VULN|5CGEN|6FLTHEA|78DMG|8BPWR|aRCR
555	21543 62321	   	171.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|28ASPD|3RCR|4CDMG|5VULN|6LIT|7DMG|9BEXP|aZMB
556	21543 62331	   	171.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|28ASPD|3RCR|4CDMG|5VULN|6LIT|7DMG|9LWND|aZMB
557	21513 23321	   	171.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|29ASPD|3RCR|4VULN|5LWND|6MGNSTR|7DMG|8CDMG|aZMB
558	53364 31111	   	171.66	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|2TLV|3DUST|4ZMB|59AART|6ERES|7CDMG|8VULN|aDMG
559	21543 22163	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4CDMG|58VULN|679BEXP|aDMG
560	21543 32433	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4CDMG|5aVULN|6RPLT|7MLV|8CGEN|9DMG
561	21511 25182	   	171.63	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|27ASPD|3RCR|47VULN|5MBVNT|67MGNSTR|7BPWR|8LIT|9DUR|aDMG
562	21511 25344	   	171.63	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|27ASPD|3RCR|47VULN|5MBVNT|67MGNSTR|7BPWR|8FEWX|9DMG|aDUR
563	21513 55211	   	171.63	ACR|3VULN|2AART|2ASPD	1aAART|29ASPD|3RCR|479VULN|5LWND|6FEWX|89ERES|9BPWR
564	53162 26232	   	171.63	ACR|4VULN|2DMG|1CDMG|1DUR|1MSE	1RCR|2TLV|35DMG|4578VULN|5BPWR|6DUR|9MSE|aCDMG
565	35234 31111	   	171.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3CGEN|4RCR|59AART|6ERES|7CDMG|8VULN|aDMG
566	35234 53111	   	171.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3CGEN|4RCR|59AART|6CDMG|7DMG|8VULN|aNUKE
567	21511 23321	   	171.56	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|29ASPD|3RCR|4VULN|5MBVNT|6MGNSTR|7DMG|8CDMG|aZMB
568	22325 25532	 * 	171.54	DCR|3VULN|2AART|1ASPD|1DUR	18AART|2DUR|3LHND|479VULN|5RMIN|6RCR|aASPD
569	21543 42211	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4CDMG|57VULN|6TLV|8LIT|9DMG|aMLV
570	21513 21223	   	171.53	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|2aASPD|3RCR|49VULN|5LWND|6MGNSTR|7DUR|8DMG
571	21513 23623	   	171.53	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|2aASPD|3RCR|49VULN|5LWND|6MGNSTR|7DMG|8DUR
572	21561 42246	   	171.53	ACR|2VULN|1AART|2CDMG|2ASPD|1DUR	1AART|29ASPD|3RCR|4FEWX|5MBVNT|69VULN|79CDMG|8RPLT|9BPWR|aDUR
573	21513 23315	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4aVULN|5LWND|6MGNSTR|7DMG|8CDMG|9ERES
574	21551 32141	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4LWND|5MBVNT|69VULN|7CDMG|8RMIN|aDMG
575	21551 32741	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4LWND|5MBVNT|69VULN|7CDMG|8MLV|aDMG
576	21561 16141	   	171.53	ACR|2VULN|1AART|2CDMG|2ASPD|1DUR	1AART|29ASPD|3RCR|49FEWX|5MBVNT|6DUR|7aVULN|89CDMG|9BPWR
577	21513 65211	   	171.53	ACR|3VULN|2AART|2ASPD	1aAART|29ASPD|3RCR|479VULN|5LWND|6DUST|89ERES|9BPWR
578	53162 23211	   	171.53	ACR|2VULN|2DMG|3ASPD|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|78aASPD|9ERES
579	53162 23228	   	171.53	ACR|2VULN|2DMG|3ASPD|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|78aASPD|9MBVNT
580	22123 41254	   	171.52	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1aAART|2DUR|3CGEN|4RCR|5TLV|68VULN|7CDMG|9ZMB
581	21512 22511	   	171.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|49aVULN|5ZMB|6RPLT|7LWND|8DUR
582	21512 26511	   	171.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|49aVULN|5ZMB|6RPLT|7LHND|8DUR
583	21512 12434	   	171.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5ZMB|6RCVC|7BEXP|8MLV|aDMG
584	21512 13434	   	171.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5ZMB|6RCVC|7FEWX|8MLV|aDMG
585	21512 14134	   	171.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5ZMB|6RCVC|7MLV|8LWND|aDMG
586	21512 14234	   	171.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5ZMB|6RCVC|7MLV|8FEWX|aDMG
587	22223 43342	   	171.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3DUST|4VULN|5BELT|6RCR|7ASPD|8ZMB|9DMG|aCDMG
588	32163 53214	   	171.45	DCR|2VULN|3ZMB|1AART|1DMG|1DUR	156ZMB|2DUST|3DMG|46VULN|6BPWR|7DUR|8DLOT|9AART|aRCR
589	21511 23316	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4aVULN|5MBVNT|6MGNSTR|7DMG|8CDMG|9ERES
590	21543 41133	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4CDMG|59VULN|68TLV|7CGEN|aDMG
591	21543 42111	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4CDMG|57VULN|6TLV|8BEXP|9DUST|aDMG
592	21543 62122	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4CDMG|5aVULN|6LIT|7DMG|8TLV|9ERES
593	21511 21223	   	171.43	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|2aASPD|3RCR|49VULN|5MBVNT|6MGNSTR|7DUR|8DMG
594	21511 21243	   	171.43	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2aASPD|3RCR|4VULN|5MBVNT|6MGNSTR|7DUR|89DMG
595	53164 23133	   	171.43	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1RCR|2TLV|3DMG|46VULN|5DUR|7aASPD|8FEWX|9AART
596	21514 41133	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5CGEN|68TLV|7CDMG|aDMG
597	21253 22421	   	171.42	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|27ASPD|3RCVC|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9CGEN|aLWND
598	21253 22423	   	171.42	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|27ASPD|3RCVC|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9CGEN|aMLV
599	21253 22424	   	171.42	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|27ASPD|3RCVC|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9aCGEN
600	21253 22461	   	171.42	DCR|2DMG|1AART|2ZMB|1CDMG|2ASPD	1AART|27ASPD|3RCVC|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9LHND|aFEWX
601	21253 22463	   	171.42	DCR|2DMG|1AART|2ZMB|1CDMG|2ASPD	1AART|27ASPD|3RCVC|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9LHND|aBEXP
602	21552 52221	   	171.42	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|4LWND|5ZMB|6CDMG|79VULN|8RCVC|aDUR
603	21562 52221	   	171.42	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4FEWX|5ZMB|6CDMG|79VULN|8RCVC|aDUR
604	21511 62318	   	171.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|49aVULN|5MBVNT|6BELT|7DUR|8ZMB
605	21511 76441	   	171.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|478VULN|5MBVNT|6DUR|9ZMB|aDMSP
606	21511 76442	   	171.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|478VULN|5MBVNT|6DUR|9ZMB|aLHND
607	21511 76443	   	171.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|478VULN|5MBVNT|6DUR|9ZMB|aBEXP
608	22321 22154	 * 	171.40	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	1AART|2aDUR|3LHND|4aVULN|5CGEN|6RCR|7CDMG|8aZMB|9NUKE|aBPWR
609	21512 11134	   	171.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5ZMB|6RCVC|7ERES|8LWND|aDMG
610	21512 11234	   	171.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5ZMB|6RCVC|7ERES|8FEWX|aDMG
611	21512 11624	   	171.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6RCVC|7ERES|8aDMG|9RMIN
612	21513 11155	   	171.39	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|48VULN|5LWND|6RCVC|7aCDMG|9ZMB
613	21513 16134	   	171.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49VULN|5LWND|6RCVC|7TLV|8ZMB|aDMG
614	21512 23431	   	171.39	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	17AART|2ASPD|3RCR|4VULN|5ZMB|6RPLT|8DUR|9RCVC|aDMG
615	21512 22614	   	171.39	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|2aASPD|3RCR|48aVULN|5ZMB|6RPLT|7LWND|9aCGEN|aBPWR
616	21543 24131	   	171.36	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|49CDMG|5VULN|6BEXP|7LWND|8ZMB|aDMG
617	21552 52331	   	171.36	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4LWND|5ZMB|69CDMG|7VULN|8FEWX|aDMG
618	21513 52131	   	171.36	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5LWND|6FEWX|79CDMG|8ZMB|aDMG
619	21563 32131	   	171.36	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4FEWX|5LWND|6VULN|79CDMG|8ZMB|aDMG
620	22223 54162	   	171.36	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|28DUR|3DUST|49VULN|5BELT|6DMG|7RCR|aZMB
621	51316 11611	   	171.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|2LHND|3VULN|4DMSP|5FEWX|69AART|7CDMG|8ZMB|aDMG
