0	Index      	 *	Score 	Summary	Detail	
1	32311 33352	 * 	205.44	DCR|5VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|5789aVULN|6RCR|8BPWR
472	32311 35361	   	175.97	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|28CDMG|3DUST|48DUR|58VULN|6RCR|7RCVC|8BPWR|9CANHEL|aZMB
473	32131 33552	   	175.87	DCR|4VULN|1AART|1CDMG	1AART|2CDMG|3LHND|4BEXP|579aVULN|6RCR|8RCVC
474	32235 33552	   	175.87	DCR|4VULN|1AART|1CDMG	1AART|2CDMG|379aVULN|4BEXP|5LWND|6RCR|8RCVC
475	31512 34153	   	175.85	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	12AART|3DUR|4TLV|5RPLT|6RCR|79VULN|8DMG|aASPD
476	31522 34153	   	175.85	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	12AART|3DUR|4ERES|5RPLT|6RCR|79VULN|8DMG|aASPD
477	31533 31523	   	175.77	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	12AART|3DUR|4RCR|5LEGI|6ASPD|7VULN|8RCVC|9aDMG
478	32243 53311	   	175.72	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1AART|28CDMG|38VULN|4RMIN|5DUST|6DMG|78DUR|8BPWR|9RCR|aLHND
479	32243 53315	   	175.72	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1AART|28CDMG|38VULN|4RMIN|5DUST|6DMG|78DUR|8BPWR|9RCR|aLIT
480	32244 53311	   	175.72	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1AART|28CDMG|38VULN|4RMIN|5LWND|6DMG|78DUR|8BPWR|9RCR|aLEGI
481	32244 53312	   	175.72	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1AART|28CDMG|38VULN|4RMIN|5LWND|6DMG|78DUR|8BPWR|9RCR|aDUST
482	32241 31242	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2CDMG|3aVULN|48RMIN|5MBVNT|6RCR|7DMG
483	32241 31385	   	175.62	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2CDMG|3VULN|4RMIN|5MBVNT|6RCR|79DMG|8FEWX
484	32243 53313	   	175.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1AART|28CDMG|38VULN|4RMIN|5DUST|6DMG|78DUR|8BPWR|9RCR|aERES
485	32531 61463	   	175.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3ERES|49VULN|5MBVNT|6DMG|7RCR|8DUR|aASPD
486	32531 11463	   	175.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3ERES|49VULN|5MBVNT|6ASPD|7RCR|8DUR|aDMG
487	32311 33555	   	175.55	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2CDMG|3DUST|4DUR|579VULN|6RCR|8RCVC|aASPD
488	33656 32331	   	175.55	DCR|3VULN|1AART|3DUR|1ZMB|2RCVC	1AART|23RCVC|459VULN|679DUR|8RCR|9BPWR|aZMB
489	32241 33185	   	175.52	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2CDMG|3VULN|4RMIN|5MBVNT|6RCR|7DUST|89DMG
490	32661 31314	   	175.52	DCR|3VULN|1AART|2CDMG|1DUR	1AART|28CDMG|3DUR|48LWND|58aVULN|6RCR|7RCVC|8BPWR|9RMIN
491	32131 35355	   	175.52	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|28CDMG|3LHND|48BEXP|589VULN|6RCR|7RCVC|8BPWR|aASPD
492	32161 31355	   	175.52	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|28CDMG|3LHND|48LWND|589VULN|6RCR|7RCVC|8BPWR|aASPD
493	32216 23314	   	175.46	DCR|2AART|2VULN|2CDMG|2ASPD|1DUR	1aAART|28CDMG|38VULN|4DUR|5FEWX|68ASPD|7RMIN|8BPWR|9RCR
494	32416 12432	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3TLV|4CGEN|5RCR|67aVULN|8DMG|9RMIN
495	31232 46111	   	175.45	ACR|2AART|2DMG|1VULN|1CDMG	12AART|3DUST|4RCR|5AIRHEA|67DMG|8RCVC|9VULN|aCDMG
496	35432 34231	   	175.45	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|28DMG|3CGEN|4RCR|5LSRHEA|6DUR|79CDMG|aVULN
