0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	橙5易伤1等级1时间1攻速	15基地爆炸23456易伤5序列升级7核8攻速9等级a时间
675	31323 41635	4	   	243.13	橙3易伤1伤害2雷电1暴击1全技能	19掉矿29雷电3伤害4全技能5暴击6核79a易伤8立即金币9序列升级
676	32123 21333	8	   	243.13	橙5易伤1时间	13掉矿2时间45689易伤7低血量敌人a核
677	22313 11665	5	   	243.13	橙5易伤1时间	1敌人爆炸2348a易伤5挖尘6赏金塔7核9时间
678	22313 62263	7	   	243.13	橙5易伤1时间	1敌人爆炸23467易伤58挖尘9时间a核
679	22313 66312	9	   	243.13	橙5易伤1时间	1敌人爆炸23468易伤57挖尘9核a时间
680	22313 66363	9	   	243.13	橙5易伤1时间	1敌人爆炸23468易伤57挖尘9时间a核
681	22313 66363	8	   	243.13	橙5易伤1时间	1敌人爆炸23468易伤57挖尘9时间a核
682	32123 52355	8	   	243.13	橙5易伤1时间	13掉矿2时间45789易伤6策反a核
683	32123 62355	8	   	243.13	橙5易伤1时间	13掉矿2时间45789易伤6随机矿a核
684	36513 32312	9	   	243.13	橙5易伤1时间	1掉矿2随机矿34678易伤5挖尘9核a时间
685	36515 12312	9	   	243.13	橙5易伤1时间	15掉矿2随机矿34578易伤5序列升级6挖尘9核a时间
686	42313 62263	7	   	243.13	橙5易伤1时间	1基地爆炸23467易伤58挖尘9时间a核
687	42313 66312	9	   	243.13	橙5易伤1时间	1基地爆炸23468易伤57挖尘9核a时间
688	51213 35363	5	   	243.10	橙4易伤1时间1攻速	1策反2雷电3金币生成479a易伤5时间6攻速8核
689	52212 35363	5	   	243.10	橙4易伤1时间1攻速	1策反2时间3金币生成479a易伤5雷电6攻速8核
690	22315 32348	7	   	243.08	橙5易伤1等级1卖塔	15敌人爆炸23457易伤5序列升级6加一8核9卖塔a等级
691	22315 33487	9	   	243.08	橙5易伤1等级1卖塔	15敌人爆炸23459易伤5序列升级6加一7核8等级a卖塔
692	21615 32522	4	   	243.07	橙2易伤2伤害2全技能1时间1暴击	1a敌人爆炸2时间34全技能5a伤害6暴击7挖尘8核9a易伤a序列升级
693	31313 21316	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2雷电3伤害489易伤5时间6暴击7金币生成a核
694	31313 24316	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2雷电3伤害479易伤5时间6暴击8矿等a核
695	31313 24516	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2雷电3伤害479易伤5时间6暴击8随机矿a核
696	31313 25364	5	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2雷电3伤害479易伤5时间6策反8核a暴击
697	32616 21316	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2时间3伤害489易伤5雷电6暴击7金币生成a核
698	32622 62316	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2时间3伤害4金币生成589易伤6雷电7暴击a核
699	33612 62316	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2金币生成3伤害4时间589易伤6雷电7暴击a核
700	42312 52338	5	   	243.07	橙3易伤1伤害1等级1暴击	1基地爆炸234易伤5雷电6加一7等级8暴击9伤害a核
701	35513 62312	9	   	243.03	橙5易伤1时间1核弹	1掉矿2核弹34678易伤5挖尘9核a时间
702	35515 12312	9	   	243.03	橙5易伤1时间1核弹	15掉矿2核弹34578易伤5序列升级6挖尘9核a时间
703	36623 42331	6	   	242.72	橙2易伤2伤害2时间1等级	1掉矿2随机矿3a时间4金币生成5挖尘6a易伤7核8等级9a伤害a序列升级
704	22365 11433	5	   	242.66	橙4易伤2等级2雷电	156敌人爆炸235a易伤4立即金币5a序列升级7核8a等级9a雷电
705	22215 11433	5	   	242.66	橙4易伤2等级2雷电	156敌人爆炸245a易伤3立即金币5a序列升级7核8a等级9a雷电
706	21328 14383	6	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间358易伤4加一5序列升级7核9额外掉落a暴击
707	21328 17113	10	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a金币生成
708	21328 17115	10	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a立即金币
709	21328 17115	9	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a最后敌人
710	21328 17116	9	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a平台
711	21328 17118	10	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a低血量敌人
712	21328 54383	5	   	242.61	橙3易伤3时间1暴击	1敌人爆炸256时间358易伤4加一5序列升级7核9额外掉落a暴击
713	41328 17113	10	   	242.61	橙3易伤3时间1暴击	1基地爆炸256时间357易伤4加一5序列升级8暴击9核a金币生成
714	21328 17111	9	   	242.51	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a赏金邻近
715	21328 17112	9	   	242.51	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a赏金塔
716	21328 17113	9	   	242.51	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a掉矿
717	21328 17114	9	   	242.51	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a挖尘
718	21328 17116	10	   	242.51	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a掉矿
719	21328 17117	10	   	242.51	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a双倍物品
720	41328 17111	9	   	242.51	橙3易伤3时间1暴击	1基地爆炸256时间357易伤4加一5序列升级8暴击9核a赏金邻近
721	41328 17112	9	   	242.51	橙3易伤3时间1暴击	1基地爆炸256时间357易伤4加一5序列升级8暴击9核a赏金塔
722	41328 17113	9	   	242.51	橙3易伤3时间1暴击	1基地爆炸256时间357易伤4加一5序列升级8暴击9核a掉矿
723	41328 17114	9	   	242.51	橙3易伤3时间1暴击	1基地爆炸256时间357易伤4加一5序列升级8暴击9核a挖尘
724	21314 13232	10	   	242.46	橙3易伤3时间1暴击1卖塔	1敌人爆炸256时间367易伤4卖塔6序列升级8基地爆炸9核a暴击
725	21314 13632	10	   	242.36	橙3易伤3时间1暴击1卖塔	1敌人爆炸256时间367易伤4卖塔6序列升级8挖尘9核a暴击
726	41314 13632	10	   	242.36	橙3易伤3时间1暴击1卖塔	1基地爆炸256时间367易伤4卖塔6序列升级8挖尘9核a暴击
727	22312 12233	6	   	242.36	橙4易伤1伤害2雷电	1敌人爆炸2347易伤5a雷电6双倍物品8伤害9核
728	22312 15233	7	   	242.36	橙4易伤1伤害2雷电	1敌人爆炸2347易伤5a雷电6双倍物品8伤害9核
729	42312 12233	6	   	242.36	橙4易伤1伤害2雷电	1基地爆炸2347易伤5a雷电6双倍物品8伤害9核
730	42312 15233	7	   	242.36	橙4易伤1伤害2雷电	1基地爆炸2347易伤5a雷电6双倍物品8伤害9核
731	22315 11133	5	   	242.23	橙5易伤2雷电	156敌人爆炸2345a易伤5a序列升级7核8a金币生成9a雷电
732	32123 42435	8	 * 	242.22	橙3易伤2攻速1伤害1时间	13掉矿2时间457易伤6a攻速8核9伤害
733	22315 33174	10	   	242.13	橙5易伤2雷电	15a敌人爆炸2345a易伤5a序列升级6加一7核8a雷电9双倍矿
734	22315 33184	10	   	242.13	橙5易伤2雷电	15a敌人爆炸2345a易伤5a序列升级6加一7核8a雷电9立即金币
735	42315 33174	10	   	242.13	橙5易伤2雷电	15a基地爆炸2345a易伤5a序列升级6加一7核8a雷电9双倍矿
736	42315 33184	10	   	242.13	橙5易伤2雷电	15a基地爆炸2345a易伤5a序列升级6加一7核8a雷电9立即金币
737	53515 34123	9	   	242.13	橙5易伤2雷电	19策反25金币生成3459a易伤59序列升级6加一7核89雷电
738	32536 33523	2	   	242.07	橙2易伤1伤害1等级1时间1暴击1全技能	1掉矿2时间3等级4暴击5全技能69易伤7伤害8核a雷电
739	42312 16521	9	   	242.03	橙5易伤2雷电	1a基地爆炸2348a易伤5a雷电6双倍物品7核9额外掉落a序列升级
740	22315 11533	5	   	242.03	橙5易伤2雷电	156敌人爆炸2345a易伤5a序列升级7核8a掉矿9a雷电
741	22315 33148	8	   	241.93	橙5易伤2雷电	15敌人爆炸2345a易伤5序列升级6加一7核89雷电
742	42315 33143	8	   	241.93	橙5易伤2雷电	15基地爆炸2345a易伤5序列升级6加一7核89雷电
743	21328 31847	9	   	241.85	橙2易伤2时间1伤害1暴击1攻速	1敌人爆炸25时间35易伤4加一5序列升级6雷电7伤害8暴击9攻速a核
744	21616 33521	5	   	241.63	橙2易伤1伤害2全技能1等级1时间1暴击	1敌人爆炸2时间34全技能5暴击69易伤7伤害8核a等级
745	21633 13521	3	   	241.63	橙2易伤1伤害2全技能1等级1时间1暴击	1敌人爆炸2时间36全技能49易伤5暴击7伤害8核a等级
746	21633 13521	4	   	241.63	橙2易伤1伤害2全技能1等级1时间1暴击	1敌人爆炸2时间36全技能49易伤5暴击7伤害8核a等级
747	22613 13521	4	   	241.63	橙2易伤1伤害2全技能1等级1时间1暴击	1敌人爆炸29易伤36全技能4时间5暴击7伤害8核a等级
748	41633 13521	4	   	241.63	橙2易伤1伤害2全技能1等级1时间1暴击	1基地爆炸2时间36全技能49易伤5暴击7伤害8核a等级
749	42613 13521	4	   	241.63	橙2易伤1伤害2全技能1等级1时间1暴击	1基地爆炸29易伤36全技能4时间5暴击7伤害8核a等级
750	22325 25336	9	   	241.57	橙3易伤2时间2全技能	19敌人爆炸239易伤4掉矿5雷电68全技能79时间9序列升级a核
751	62532 31111	2	 * 	241.27	橙3易伤2等级2暴击1时间	1a矿等2时间3a等级47暴击5低血量敌人6核89a易伤a序列升级
752	22315 33248	10	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9矿等a伤害
753	22315 33278	10	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9金币生成a伤害
754	22315 33282	8	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a双倍矿
755	22315 33283	8	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a基地爆炸
756	22315 33284	10	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9低血量敌人a伤害
757	22315 33285	8	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a最后敌人
758	22315 33286	8	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a低血量敌人
759	22315 33288	8	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a随机矿
760	22315 33347	9	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8额外掉落9暴击a伤害
761	42315 33244	10	   	241.25	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9矿等a伤害
762	42315 33274	10	   	241.25	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9金币生成a伤害
763	42315 33282	8	   	241.25	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9伤害a双倍矿
764	42315 33283	8	   	241.25	橙4易伤1伤害1暴击	15a基地爆炸2345易伤5序列升级6加一7核8暴击9伤害
765	42315 33284	10	   	241.25	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9低血量敌人a伤害
766	42315 33347	9	   	241.25	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8额外掉落9暴击a伤害
767	22121 46231	2	   	241.25	橙4易伤1伤害1暴击	1敌人爆炸259a易伤3金币生成4平台6伤害7核8暴击
768	22231 46231	2	   	241.25	橙4易伤1伤害1暴击	1敌人爆炸259a易伤3平台4金币生成6伤害7核8暴击
769	42121 46231	2	   	241.25	橙4易伤1伤害1暴击	1基地爆炸259a易伤3金币生成4平台6伤害7核8暴击
770	22215 33287	8	   	241.25	橙4易伤1伤害1暴击	15敌人爆炸245a易伤3立即金币5序列升级6加一7核8暴击9伤害
771	22311 26624	8	   	241.17	橙3易伤2等级1伤害1时间	1敌人爆炸234易伤5低血量敌人67等级8伤害9核a时间
772	22315 33234	10	   	241.15	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9挖尘a伤害
773	22315 33281	8	   	241.15	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a掉矿
774	22315 33284	8	   	241.15	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9伤害a赏金塔
775	42315 33234	10	   	241.15	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9挖尘a伤害
776	42315 33281	8	   	241.15	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9伤害a掉矿
777	42315 33284	8	   	241.15	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9伤害a挖尘
778	22261 46231	2	   	241.15	橙4易伤1伤害1暴击	1敌人爆炸259a易伤3平台4掉矿6伤害7核8暴击
779	22621 46231	2	   	241.15	橙4易伤1伤害1暴击	1敌人爆炸259a易伤3掉矿4平台6伤害7核8暴击
780	41636 21111	7	   	241.06	橙2易伤2伤害1时间1攻速1全技能	19基地爆炸2时间3全技能49易伤5攻速6雷电7核89伤害9序列升级a平台
781	41636 21112	7	   	241.06	橙2易伤2伤害1时间1攻速1全技能	19基地爆炸2时间3全技能49易伤5攻速6雷电7核89伤害9序列升级a策反
782	41636 21113	7	   	241.06	橙2易伤2伤害1时间1攻速1全技能	19基地爆炸2时间3全技能49易伤5攻速6雷电7核89伤害9序列升级a矿等
783	34421 51731	3	   	241.05	橙4易伤1伤害1暴击	1掉矿2加一359a易伤4平台6伤害7暴击8核
784	34424 62311	7	   	241.05	橙4易伤2等级1暴击	1a掉矿2加一369a易伤4最后敌人5暴击7核8a等级a序列升级
785	22315 31375	6	   	241.01	橙4易伤1伤害1暴击1卖塔	15敌人爆炸2345易伤5序列升级6加一7卖塔8伤害9暴击a核
786	34444 72311	7	   	240.97	橙3易伤2等级2暴击1时间	1a掉矿2加一39a易伤4时间56暴击7核8a等级a序列升级
787	22315 22412	10	   	240.83	橙5易伤1暴击	15敌人爆炸23457易伤5序列升级6低血量敌人8平台9核a暴击
788	42315 22412	10	   	240.83	橙5易伤1暴击	15基地爆炸23457易伤5序列升级6低血量敌人8平台9核a暴击
789	22311 62412	10	   	240.73	橙5易伤1暴击	1敌人爆炸23467易伤5低血量敌人8平台9核a暴击
790	22315 12412	10	   	240.73	橙5易伤1暴击	15敌人爆炸23457易伤5序列升级6挖尘8平台9核a暴击
791	22315 33211	9	   	240.73	橙5易伤1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8暴击9立即金币
792	22315 33247	9	   	240.73	橙5易伤1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8暴击9矿等
793	22315 33267	8	   	240.73	橙5易伤1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8暴击9金币生成
794	22315 33277	9	   	240.73	橙5易伤1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8暴击9金币生成
795	22315 33437	7	   	240.73	橙5易伤1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8策反9暴击
796	22315 33737	8	   	240.73	橙5易伤1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8随机矿9暴击
797	22316 61613	4	   	240.73	橙5易伤1暴击	19敌人爆炸2348a易伤5平台6核7暴击
798	42311 62412	10	   	240.73	橙5易伤1暴击	1基地爆炸23467易伤5低血量敌人8平台9核a暴击
799	42315 12412	10	   	240.73	橙5易伤1暴击	15基地爆炸23457易伤5序列升级6挖尘8平台9核a暴击
800	42315 32418	10	   	240.73	橙5易伤1暴击	15基地爆炸23457易伤5序列升级6加一8暴击9最后敌人a核
801	42315 32481	8	   	240.73	橙5易伤1暴击	15基地爆炸23457易伤5序列升级6加一8暴击9核a随机矿
802	42315 32482	8	   	240.73	橙5易伤1暴击	15基地爆炸23457易伤5序列升级6加一8暴击9核a最后敌人
803	42315 33211	9	   	240.73	橙5易伤1暴击	15基地爆炸2345a易伤5序列升级6加一7核8暴击9立即金币
804	42315 33247	9	   	240.73	橙5易伤1暴击	15基地爆炸2345a易伤5序列升级6加一7核8暴击9矿等
